EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,DefThreePtRebounds,DefRebounds,Rebounds,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeAssists,BadPassTurnovers,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyTurnovers,SecondChanceCorner3FGA,ShortMidRangeAssists,FTOffRebounds,SelfOReb,Loose Ball Fouls,Offensive Fouls Drawn,BlockedShortMidRange,3SecondViolations,OffFTReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,HeaveAttempts,StepOutOfBoundsTurnovers,SecondChanceTurnovers,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,BlockingFouls,OffensiveGoaltends,DefensiveGoaltends,Charge Fouls Drawn,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
1626192-203081-203148-203459-203468,1610612757,"Pat Connaughton, Damian Lillard, Brian Roberts, Allen Crabbe, CJ McCollum","Connaughton, Lillard, Roberts, Crabbe, McCollum",1626192-203081-203148-203459-203468,POR,15.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,96.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
201945-202329-202334-203081-203459,1610612757,"Gerald Henderson, Al-Farouq Aminu, Ed Davis, Damian Lillard, Allen Crabbe","Henderson, Aminu, Davis, Lillard, Crabbe",201945-202329-202334-203081-203459,POR,1360.0,8,45.0,26.0,89,8.0,22.0,27.0,0.7272727272727273,0.6333333333333333,0.875,94.23529411764706,17.68888888888889,16.22222222222222,23.0,14.0,44.0,20.0,3.0,11.0,16.0,2.0,2.0,3.0,5.0,4.0,5.0,7.0,2.0,3.0,2.0,3.0,4.0,13.0,1.0,2.0,7.0,16.0,27.0,6.0,16.0,2.0,52.0,38.0,2.0,2.0,1.0,2.0,6.0,6.0,10.0,4.0,10.0,2.0,26.0,6.0,26.0,15.0,3.0,2.0,13.0,4.0,2.0,3.0,5.0,8.0,3.0,2.0,3.0,21.0,3.0,2.0,11.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,8.0,1.0,6.0,1.0,6.0,1.0,2.0,46.0,26.0,20.0,1.0,2.0,0.1875,0.2,0.8333333333333334,0.375,0.4,0.375,0.5925925925925926,1.0,0.6,0.5813953488372093,0.6666666666666666,0.6,0.5652173913043478,0.6,0.5909090909090909,0.37209302325581395,0.07407407407407407,0.0625,0.25,0.3333333333333333,1.0,0.5789473684210527,0.18181818181818182,0.375,0.2631578947368421,0.2,0.25,0.42857142857142855,0.14285714285714285,0.6,1.0,0.3333333333333333,12.818181818181818,12.5,0.37209302325581395,0.6875,0.7333333333333333,0.2727272727272727,0.09302325581395349,0.16279069767441862,0.7142857142857143,0.7142857142857143,0.06976744186046512,0.6666666666666666,0.6666666666666666,1.0,0.3023255813953488,0.3076923076923077,0.3076923076923077,0.75,0.6666666666666666,1.0,0.3333333333333333,0.25,0.6,0.15,0.6666666666666666,0.35,0.2857142857142857,0.7441860465116279,0.3076923076923077,0.5196604651162791,0.8328,0.499925,0.022727272727272728,0.03571428571428571,0.11538461538461539,0.5,6.933333333333333,26.575,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
201945-202329-202334-203081-203468,1610612757,"Gerald Henderson, Al-Farouq Aminu, Ed Davis, Damian Lillard, CJ McCollum","Henderson, Aminu, Davis, Lillard, McCollum",201945-202329-202334-203081-203468,POR,817.0,4,25.0,2.0,51,4.0,11.0,13.0,0.8,0.7692307692307693,0.75,89.88984088127295,16.52,15.52,14.0,,26.0,,2.0,4.0,7.0,2.0,2.0,,,5.0,3.0,7.0,,,,,4.0,5.0,,,,8.0,19.0,4.0,5.0,2.0,30.0,30.0,2.0,2.0,,,4.0,,,,,,,8.0,8.0,12.0,,,5.0,4.0,1.0,4.0,4.0,8.0,4.0,,3.0,20.0,,2.0,6.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,2.0,2.0,3.0,,6.0,,3.0,2.0,,26.0,,,,,0.5,0.5,1.0,0.8,,0.8,0.42105263157894735,1.0,,0.5833333333333334,1.0,,0.6,1.0,,0.20833333333333334,0.05263157894736842,0.14285714285714285,,0.5,1.0,0.75,0.18181818181818182,,0.16666666666666666,,,,0.6666666666666666,1.0,0.75,1.0,15.538461538461538,14.692307692307692,0.2916666666666667,0.5714285714285714,0.6666666666666666,0.75,0.20833333333333334,0.2916666666666667,0.42857142857142855,0.42857142857142855,,,,,0.20833333333333334,0.8,0.8,1.0,1.0,1.0,,,,,,,,0.5,0.8,0.4915875,0.64815,,0.08,0.1,0.13333333333333333,,9.868421052631579,24.54,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.5,0.5,0.2,0.2,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
201945-202329-202334-203081-2549,1610612757,"Gerald Henderson, Al-Farouq Aminu, Ed Davis, Damian Lillard, Chris Kaman","Henderson, Aminu, Davis, Lillard, Kaman",201945-202329-202334-203081-2549,POR,91.0,1,3.0,,5,,,1.0,,,,79.12087912087912,15.333333333333334,12.0,2.0,-2.0,2.0,2.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,2.0,,,,,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,2.0,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5,,0.5,,,,,,,,22.5,17.0,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,0.3855,0.3991,0.3855,,,,,13.7,,1.0,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
201945-202329-202334-203090-203468,1610612757,"Gerald Henderson, Al-Farouq Aminu, Ed Davis, Maurice Harkless, CJ McCollum","Henderson, Aminu, Davis, Harkless, McCollum",201945-202329-202334-203090-203468,POR,55.0,1,2.0,,3,,2.0,2.0,,1.0,,78.54545454545455,18.5,18.5,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,18.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.4464,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
201945-202329-202334-203148-203459,1610612757,"Gerald Henderson, Al-Farouq Aminu, Ed Davis, Brian Roberts, Allen Crabbe","Henderson, Aminu, Davis, Roberts, Crabbe",201945-202329-202334-203148-203459,POR,29.0,2,1.0,1.0,3,,,,,,,148.9655172413793,4.0,4.0,,3.0,2.0,2.0,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,,,,,,,,1.0,1.0,1.0,,3.0,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,,,,,,1.0,1.0,1.0,,,,0.75,,0.75,0.75,,0.75,0.5,,,,,,,,,,,,,,,,,12.5,12.5,,,,,0.5,,,,,,,,0.5,1.0,1.0,,,,,,,,,0.5,1.0,0.5,1.0,0.34675,,0.34675,,,,1.0,8.3,27.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
201945-202329-202334-203459-203468,1610612757,"Gerald Henderson, Al-Farouq Aminu, Ed Davis, Allen Crabbe, CJ McCollum","Henderson, Aminu, Davis, Crabbe, McCollum",201945-202329-202334-203459-203468,POR,1665.0,11,52.0,,107,7.0,21.0,27.0,0.875,0.8,0.8333333333333334,92.54054054054055,16.346153846153847,16.076923076923077,28.0,,55.0,2.0,6.0,6.0,11.0,3.0,3.0,,,10.0,5.0,13.0,,2.0,,,6.0,12.0,2.0,1.0,2.0,15.0,34.0,6.0,14.0,10.0,58.0,58.0,3.0,3.0,3.0,1.0,7.0,,,1.0,2.0,,3.0,12.0,18.0,18.0,,6.0,12.0,6.0,2.0,6.0,6.0,12.0,6.0,,1.0,30.0,,5.0,13.0,1.0,6.0,4.0,2.0,2.0,4.0,3.0,,2.0,7.0,4.0,14.0,2.0,13.0,,15.0,8.0,,51.0,3.0,2.0,,,0.4,0.5,1.0,0.42857142857142855,0.5,0.42857142857142855,0.4411764705882353,1.0,,0.5,0.5,0.75,0.5272727272727272,0.5833333333333334,0.75,0.2916666666666667,0.058823529411764705,0.09090909090909091,0.1,0.5714285714285714,1.0,0.7647058823529411,0.2631578947368421,,0.19230769230769232,0.4,0.16666666666666666,,,0.75,1.0,1.0,14.818181818181818,14.363636363636363,0.22916666666666666,0.5454545454545454,0.6,0.16666666666666666,0.20833333333333334,0.2708333333333333,0.38461538461538464,0.38461538461538464,0.041666666666666664,,,,0.25,0.5,0.5,1.0,0.5,1.0,0.3333333333333333,,,,,1.0,0.5,0.5208333333333334,0.5,0.4644553191489362,0.5238833333333334,0.38655,0.14545454545454545,0.1951219512195122,0.1206896551724138,0.05172413793103448,9.720588235294118,25.557142857142853,0.03636363636363636,4.0,2.0,2.0,,1.0,2.0,1.0,2.0,1.0,0.25,0.5,0.4,0.4444444444444444,0.4,,,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,0.08333333333333333,0.75,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
201945-202329-202334-203459-203486,1610612757,"Gerald Henderson, Al-Farouq Aminu, Ed Davis, Allen Crabbe, Mason Plumlee","Henderson, Aminu, Davis, Crabbe, Plumlee",201945-202329-202334-203459-203486,POR,,1,,,1,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
201945-202329-202334-203459-2549,1610612757,"Gerald Henderson, Al-Farouq Aminu, Ed Davis, Allen Crabbe, Chris Kaman","Henderson, Aminu, Davis, Crabbe, Kaman",201945-202329-202334-203459-2549,POR,3.0,1,1.0,1.0,1,,1.0,1.0,,,,480.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,0.5,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
201945-202329-203081-203090-203468,1610612757,"Gerald Henderson, Al-Farouq Aminu, Damian Lillard, Maurice Harkless, CJ McCollum","Henderson, Aminu, Lillard, Harkless, McCollum",201945-202329-203081-203090-203468,POR,132.0,2,5.0,1.0,11,3.0,3.0,3.0,1.0,0.75,1.0,119.99999999999999,12.0,11.6,2.0,4.0,6.0,6.0,,1.0,1.0,,,1.0,1.0,,1.0,3.0,,1.0,,1.0,,,,,,2.0,4.0,,1.0,2.0,6.0,2.0,,,,,,2.0,4.0,,1.0,2.0,6.0,2.0,2.0,,,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,1.0,2.0,,1.0,,2.0,1.0,,6.0,6.0,6.0,,,0.5,0.5,,,,,0.5,,0.5,0.4,,0.4,0.5,,0.5,0.2,,,,,,,,,,,,,,,,,12.0,12.0,0.2,1.0,1.0,1.0,,0.6,0.3333333333333333,0.3333333333333333,0.2,,,,,,,,,,,0.2,1.0,0.2,,,,0.4,,0.48895,,0.48895,0.16666666666666666,0.2,,1.0,13.975,24.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
