EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Travels,Blocked3s,BlockedCorner3,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,Fg2aBlocked,Corner3Assists,FTOffRebounds,BadPassTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3SecondViolations,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,PenaltyFtPoints,FTDefRebounds,SelfOReb,LostBallSteals,SecondChanceTurnovers,Offensive Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedShortMidRange,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,SelfORebPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,BlockedLongMidRange,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,OffensiveGoaltends,Charge Fouls,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,BlockingFouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,BlockedArc3,Corner3PctBlocked,team_id,year,season,team_vs
1626171-201166-203926-2200-2550,1610612741,"Bobby Portis, Aaron Brooks, Doug McDermott, Pau Gasol, Kirk Hinrich","Portis, Brooks, McDermott, Gasol, Hinrich",1626171-201166-203926-2200-2550,CHI,275.0,2,5.0,8.0,11.0,11.0,10.0,9.0,2.0,22.0,,2.0,,,1.0,1.0,1.0,1.0,7.0,1.0,1.0,16.0,8.0,2.0,6.0,1.0,1.0,16.0,,3.0,1.0,1.0,,3.0,,6.0,1.0,1.0,4.0,5.0,1.0,6.0,,2.0,,,2.0,2.0,,1.0,4.0,,4.0,1.0,,,,,14.0,16.0,10.0,,1.0,,1.0,1.0,1.0,0.8125,0.9285714285714286,0.8,0.8888888888888888,0.125,,1.0,0.5,1.0,1.0,0.5,,,1.0,115.2,,11.454545454545455,13.545454545454545,10.363636363636363,12.636363636363637,,0.25,,0.125,1.0,1.0,,,0.14285714285714285,1.0,0.75,1.0,0.5929,0.6238714285714285,1.0,6.642857142857143,24.2,0.9090909090909091,4.0,5.0,1.0,1.0,4.0,5.0,,1.0,,5.0,3.0,1.0,,2.0,5.0,6.0,4.0,2.0,3.0,3.0,,,,2.0,2.0,1.0,1.0,0.6,0.75,0.7142857142857143,0.5,0.8333333333333334,0.5,0.5,,1.0,,,1.0,1.0,0.625,0.8,0.8,0.75,,,,0.5,0.5,,0.5,1.0,,0.7142857142857143,0.8,0.44815,0.1111111111111111,0.125,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-202710-202734,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, Jimmy Butler, E'Twaun Moore","Portis, Rose, Gibson, Butler, Moore",1626171-201565-201959-202710-202734,CHI,407.0,3,7.0,1.0,13.0,13.0,3.0,3.0,2.0,26.0,,1.0,,,1.0,3.0,,,9.0,1.0,3.0,14.0,13.0,2.0,2.0,,,5.0,3.0,,3.0,1.0,1.0,5.0,1.0,11.0,3.0,2.0,3.0,6.0,3.0,9.0,1.0,1.0,,,2.0,,1.0,2.0,1.0,,2.0,,,,,,14.0,5.0,3.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.5416666666666666,1.0,0.5384615384615384,0.8333333333333334,0.25,0.5,0.75,0.75,1.0,0.8333333333333334,0.5,,1.0,1.0,91.99017199017199,,15.615384615384615,15.692307692307692,14.384615384615385,15.0,,0.08333333333333333,,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,0.9166666666666666,0.3333333333333333,0.5775333333333333,0.5903,0.35714285714285715,3.6333333333333337,24.8,0.23076923076923078,4.0,8.0,,2.0,2.0,2.0,,1.0,,5.0,1.0,,,,2.0,8.0,2.0,,4.0,3.0,,1.0,,1.0,1.0,1.0,1.0,0.8,0.8,0.5555555555555556,,1.0,,,,0.75,,,,1.0,0.6666666666666666,0.5,0.5714285714285714,0.75,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,0.5481,0.07692307692307693,0.1,,,,,,,,,,1.0,,,1.0,,,,,0.1111111111111111,0.125,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-202710-203200,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, Jimmy Butler, Justin Holiday","Portis, Rose, Gibson, Butler, Holiday",1626171-201565-201959-202710-203200,CHI,6.0,1,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,2.0,2.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,240.0,,6.0,,6.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-202710-203503,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, Jimmy Butler, Tony Snell","Portis, Rose, Gibson, Butler, Snell",1626171-201565-201959-202710-203503,CHI,108.0,1,2.0,-2.0,4.0,4.0,,,1.0,8.0,,,,,,1.0,,,3.0,,1.0,2.0,4.0,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,0.25,,0.25,,0.25,,1.0,,,1.0,0.3333333333333333,,1.0,,106.66666666666666,,14.5,12.5,14.5,12.5,,,,0.25,,,,,,,1.0,,0.5943625,,,1.8,25.5,,1.0,3.0,1.0,1.0,,,,,,1.0,,1.0,,2.0,,,2.0,2.0,,,,,1.0,,,1.0,,,,0.3333333333333333,1.0,,1.0,1.0,1.0,,,1.0,,,0.75,0.3333333333333333,0.5,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-202710-203926,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, Jimmy Butler, Doug McDermott","Portis, Rose, Gibson, Butler, McDermott",1626171-201565-201959-202710-203926,CHI,1124.0,7,19.0,21.0,32.0,35.0,6.0,,5.0,67.0,5.0,5.0,3.0,1.0,2.0,4.0,,1.0,27.0,4.0,7.0,54.0,33.0,5.0,5.0,1.0,2.0,8.0,9.0,3.0,4.0,2.0,3.0,9.0,1.0,21.0,5.0,4.0,9.0,13.0,5.0,18.0,,,,,,,3.0,8.0,6.0,,11.0,3.0,,,,,44.0,8.0,6.0,,1.0,0.75,0.5714285714285714,0.5,0.5714285714285714,0.7058823529411765,0.5,0.7297297297297297,0.5,0.20588235294117646,,0.47368421052631576,0.5555555555555556,0.6666666666666666,0.52,0.4166666666666667,0.5,0.42857142857142855,0.6666666666666666,85.83629893238434,,14.40625,18.942857142857143,14.28125,17.085714285714285,0.14705882352941177,0.14705882352941177,0.08823529411764706,0.11764705882352941,0.5,0.5,0.5,0.14285714285714285,0.14285714285714285,,0.7058823529411765,0.5,0.5486367647058823,0.5518785714285714,0.14814814814814814,5.52962962962963,24.271428571428572,0.1875,11.0,17.0,4.0,4.0,1.0,4.0,3.0,4.0,,18.0,6.0,5.0,,10.0,2.0,12.0,24.0,8.0,6.0,5.0,,1.0,,4.0,,,3.0,0.3333333333333333,0.42857142857142855,0.6666666666666666,1.0,0.4,1.0,1.0,,0.6666666666666666,,,0.3333333333333333,0.6666666666666666,0.5,0.6470588235294118,0.6875,0.45454545454545453,0.6,0.6,,0.8,0.8,0.25,0.8,1.0,,0.5714285714285714,0.25,0.56676,0.08823529411764706,0.1111111111111111,0.18518518518518517,,,,,0.6666666666666666,2.0,1.0,,1.0,2.0,,,,,3.0,,0.037037037037037035,0.058823529411764705,,0.6666666666666666,0.6666666666666666,1.0,,1.0,1.0,,1.0,4.0,,,,2.0,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-202710-2399,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, Jimmy Butler, Mike Dunleavy","Portis, Rose, Gibson, Butler, Dunleavy",1626171-201565-201959-202710-2399,CHI,389.0,3,6.0,-4.0,14.0,12.0,,,1.0,26.0,,3.0,1.0,,1.0,4.0,,,7.0,2.0,5.0,14.0,18.0,1.0,,,,,6.0,,4.0,1.0,2.0,4.0,1.0,10.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,,,,2.0,,,,1.0,,2.0,,,,,,12.0,,,,,1.0,0.4,,0.4,0.5,,0.5384615384615384,,0.4166666666666667,1.0,0.6666666666666666,0.25,1.0,0.75,0.14285714285714285,,1.0,1.0,96.24678663239075,,15.642857142857142,14.166666666666666,15.642857142857142,14.166666666666666,,0.25,0.08333333333333333,0.3333333333333333,0.25,0.25,1.0,,,,0.75,0.25,0.5355666666666666,,,8.385714285714286,25.1,,2.0,4.0,1.0,1.0,,,,1.0,,3.0,2.0,1.0,,2.0,,4.0,2.0,2.0,2.0,1.0,,1.0,,,,,1.0,0.6666666666666666,1.0,0.42857142857142855,1.0,,1.0,1.0,,0.5,,,0.5,,0.3333333333333333,0.5,0.5,0.5,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,0.6196,0.07692307692307693,0.125,0.14285714285714285,,,,,,1.0,,,,1.0,,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-202734-203503,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, E'Twaun Moore, Tony Snell","Portis, Rose, Gibson, Moore, Snell",1626171-201565-201959-202734-203503,CHI,254.0,4,4.0,8.0,8.0,6.0,7.0,,1.0,14.0,,3.0,,,1.0,2.0,1.0,2.0,4.0,1.0,2.0,12.0,4.0,,4.0,1.0,2.0,10.0,3.0,,2.0,1.0,1.0,3.0,1.0,7.0,1.0,,3.0,3.0,1.0,4.0,,,,,,,,,3.0,,6.0,,1.0,,1.0,1.0,10.0,10.0,7.0,,,1.0,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.625,0.3333333333333333,,0.5,0.5,,0.42857142857142855,0.3333333333333333,,,,79.37007874015748,1.0,14.125,23.5,14.125,20.5,,0.5,,0.3333333333333333,0.5,0.5,1.0,,0.3333333333333333,0.5,0.5,0.5,0.43731666666666663,0.43731666666666663,0.8333333333333334,15.625,25.15,0.875,,1.0,,,,1.0,,2.0,,2.0,5.0,,,2.0,2.0,4.0,,,2.0,,,2.0,,,,,3.0,1.0,1.0,0.5,,0.5,,1.0,,1.0,,,0.5,1.0,0.16666666666666666,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,0.16666666666666666,,,0.3333333333333333,0.42857142857142855,0.16666666666666666,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-202734-203926,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, E'Twaun Moore, Doug McDermott","Portis, Rose, Gibson, Moore, McDermott",1626171-201565-201959-202734-203926,CHI,973.0,9,16.0,9.0,33.0,34.0,12.0,2.0,6.0,67.0,4.0,7.0,2.0,1.0,2.0,7.0,,1.0,21.0,3.0,9.0,38.0,29.0,5.0,10.0,,2.0,14.0,3.0,6.0,7.0,2.0,1.0,6.0,,13.0,3.0,7.0,9.0,16.0,7.0,23.0,3.0,,,1.0,3.0,,2.0,5.0,7.0,2.0,14.0,2.0,1.0,1.0,1.0,,31.0,14.0,12.0,,2.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.48333333333333334,0.4166666666666667,0.5135135135135135,0.4666666666666667,0.3,1.0,0.6,0.2727272727272727,0.875,0.6956521739130435,0.35294117647058826,,,1.0,99.15724563206578,,13.090909090909092,15.911764705882353,12.151515151515152,15.382352941176471,0.13333333333333333,0.23333333333333334,0.06666666666666667,0.23333333333333334,0.2857142857142857,0.2857142857142857,,0.08333333333333333,0.08333333333333333,,0.6333333333333333,0.2857142857142857,0.5098566666666666,0.478725,0.3684210526315789,8.876190476190475,24.87777777777778,0.36363636363636365,5.0,10.0,2.0,3.0,2.0,5.0,2.0,3.0,,10.0,9.0,3.0,,7.0,5.0,10.0,10.0,2.0,5.0,3.0,,2.0,3.0,3.0,1.0,,5.0,0.5,0.5555555555555556,0.47619047619047616,0.6,0.5,0.6,0.5833333333333334,0.5,0.4,0.25,0.6,0.5,1.0,0.3333333333333333,0.5,0.5555555555555556,0.6,0.5,1.0,,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.6,0.6666666666666666,,0.4166666666666667,0.4,0.5719,0.14285714285714285,0.19230769230769232,0.18421052631578946,,,,,0.6666666666666666,1.0,,1.0,3.0,1.0,1.0,2.0,,,,,0.14285714285714285,0.1,0.5,0.5,0.5,1.0,0.5,,4.0,,1.0,2.0,1.0,,,,,,0.5,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-202734-2200,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, E'Twaun Moore, Pau Gasol","Portis, Rose, Gibson, Moore, Gasol",1626171-201565-201959-202734-2200,CHI,,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-202734-2399,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, E'Twaun Moore, Mike Dunleavy","Portis, Rose, Gibson, Moore, Dunleavy",1626171-201565-201959-202734-2399,CHI,412.0,5,7.0,4.0,14.0,14.0,1.0,,1.0,28.0,1.0,2.0,1.0,,1.0,2.0,,,7.0,1.0,3.0,13.0,9.0,1.0,1.0,,,2.0,3.0,,2.0,1.0,1.0,3.0,1.0,7.0,,1.0,4.0,5.0,,5.0,1.0,1.0,,1.0,2.0,,,2.0,5.0,,2.0,,,,,,11.0,2.0,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.55,1.0,0.5909090909090909,1.0,0.3,0.5,0.8,,1.0,0.8333333333333334,,,,,97.86407766990291,,12.714285714285714,16.714285714285715,12.071428571428571,16.714285714285715,0.1,0.2,0.1,0.2,0.5,0.5,1.0,,,,0.7,0.5,0.540335,0.5918,0.15384615384615385,6.985714285714286,24.46666666666667,0.07142857142857142,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,,4.0,2.0,1.0,,2.0,1.0,4.0,4.0,,2.0,1.0,,1.0,,3.0,2.0,,1.0,0.5,0.5,0.5714285714285714,1.0,1.0,1.0,1.0,,,,,1.0,0.6666666666666666,0.4,0.75,1.0,0.3333333333333333,,,,0.5,0.5,1.0,1.0,1.0,,1.0,1.0,0.5918,0.09090909090909091,0.125,0.15384615384615385,1.0,,,,1.0,,,,2.0,,,,,,,,0.2857142857142857,0.25,,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-203200-203926,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, Justin Holiday, Doug McDermott","Portis, Rose, Gibson, Holiday, McDermott",1626171-201565-201959-203200-203926,CHI,125.0,1,2.0,4.0,5.0,4.0,,,,9.0,1.0,1.0,,,,,,,3.0,,,6.0,2.0,,,,,,,,,,,1.0,,2.0,,,2.0,2.0,,2.0,1.0,1.0,,,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,6.0,,,,,,,,,1.0,,1.0,,,0.5,1.0,,,0.6666666666666666,,,1.0,,103.67999999999999,1.0,13.0,15.0,13.0,12.75,0.3333333333333333,0.3333333333333333,,,,,,,,,0.3333333333333333,,0.4700333333333333,,,11.933333333333332,,,1.0,1.0,,,,,1.0,1.0,,3.0,,,,,,2.0,4.0,,1.0,1.0,,,,1.0,1.0,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-203200-2399,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, Justin Holiday, Mike Dunleavy","Portis, Rose, Gibson, Holiday, Dunleavy",1626171-201565-201959-203200-2399,CHI,21.0,1,,3.0,1.0,1.0,,,,2.0,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,3.0,,,,,,,,,1.0,,1.5,,,,,,,,,,,,137.14285714285714,,4.0,17.0,4.0,17.0,,,,,,,,,,,1.0,,0.4642,,,3.2,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,2.0,,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-203503-203926,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, Tony Snell, Doug McDermott","Portis, Rose, Gibson, Snell, McDermott",1626171-201565-201959-203503-203926,CHI,430.0,5,7.0,8.0,12.0,14.0,1.0,,2.0,26.0,3.0,1.0,,,1.0,3.0,1.0,1.0,8.0,1.0,3.0,18.0,10.0,2.0,2.0,1.0,1.0,3.0,3.0,,3.0,1.0,1.0,3.0,1.0,7.0,2.0,1.0,4.0,5.0,3.0,8.0,,1.0,,,1.0,,,1.0,8.0,,9.0,,2.0,1.0,2.0,,13.0,3.0,1.0,,,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5909090909090909,0.5,0.6,0.5,0.2727272727272727,,0.5,0.6666666666666666,0.5,0.5,0.6,1.0,,0.5,87.06976744186046,,16.833333333333332,16.285714285714285,15.25,15.285714285714286,0.2727272727272727,0.09090909090909091,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,1.0,0.6363636363636364,0.3333333333333333,0.5442636363636364,0.5097666666666667,0.16666666666666666,4.5625,24.233333333333334,0.08333333333333333,3.0,4.0,,1.0,,1.0,2.0,,1.0,5.0,5.0,1.0,1.0,5.0,,4.0,6.0,,2.0,2.0,,,1.0,3.0,2.0,,5.0,0.4,0.4,0.625,0.5,,0.8333333333333334,0.8333333333333334,0.5,1.0,,0.5,,0.8,0.36363636363636365,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.5729,0.3333333333333333,0.4166666666666667,0.2777777777777778,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,0.2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-203926-2399,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, Doug McDermott, Mike Dunleavy","Portis, Rose, Gibson, McDermott, Dunleavy",1626171-201565-201959-203926-2399,CHI,126.0,1,2.0,1.0,4.0,4.0,1.0,,,8.0,,1.0,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,7.0,6.0,,,1.0,2.0,3.0,3.0,,2.0,1.0,1.0,2.0,1.0,5.0,,,,1.0,1.0,2.0,,1.0,,,1.0,,2.0,3.0,2.0,,2.0,,,,,,7.0,3.0,1.0,,,1.0,0.5,0.5,0.5,0.8333333333333334,0.75,0.875,0.75,0.6666666666666666,,,,,,1.0,,,,91.42857142857143,,15.0,16.5,15.0,16.5,,0.3333333333333333,,0.6666666666666666,0.5,0.5,1.0,,1.0,0.5,0.6666666666666666,0.5,0.5054166666666667,0.559575,0.42857142857142855,19.9,25.7,0.25,,,,,,,,1.0,,1.0,2.0,,,,,2.0,,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612741,2016,2015-16,True
1626171-201565-201959-203926-2550,1610612741,"Bobby Portis, Derrick Rose, Taj Gibson, Doug McDermott, Kirk Hinrich","Portis, Rose, Gibson, McDermott, Hinrich",1626171-201565-201959-203926-2550,CHI,641.0,5,11.0,,18.0,21.0,3.0,,4.0,39.0,6.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,17.0,3.0,4.0,26.0,26.0,3.0,,2.0,3.0,8.0,9.0,,3.0,2.0,3.0,7.0,2.0,17.0,5.0,2.0,5.0,7.0,6.0,13.0,,1.0,,,1.0,,3.0,6.0,5.0,2.0,4.0,1.0,3.0,,3.0,1.0,21.0,8.0,3.0,,1.0,1.0,0.75,0.6666666666666666,0.75,0.5476190476190477,1.0,0.5652173913043478,1.0,0.19047619047619047,,0.5,0.5,1.0,0.5833333333333334,0.5454545454545454,0.6,0.6666666666666666,1.0,87.61310452418097,0.3333333333333333,15.88888888888889,16.904761904761905,14.333333333333334,15.761904761904763,0.2857142857142857,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.5,0.6190476190476191,0.6666666666666666,0.5530857142857142,0.54855,0.3076923076923077,6.2176470588235295,25.05,0.16666666666666666,6.0,9.0,,1.0,,,1.0,,,7.0,3.0,1.0,,5.0,,8.0,6.0,2.0,4.0,4.0,,,1.0,2.0,,1.0,1.0,0.5714285714285714,0.6666666666666666,0.4117647058823529,0.3333333333333333,,0.3333333333333333,0.5,1.0,0.6666666666666666,,1.0,0.4,0.5,0.42857142857142855,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.16666666666666666,0.16666666666666666,,,,,0.3333333333333333,,,,,0.43670000000000003,0.045454545454545456,0.05555555555555555,0.19230769230769232,,,,,,1.0,1.0,3.0,2.0,1.0,,,1.0,,,,0.11764705882352941,0.2222222222222222,,1.0,1.0,1.0,,1.0,2.0,,2.0,2.0,,,,,1.0,,,,0.2222222222222222,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,1610612741,2016,2015-16,True
