EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,Fg2aBlocked,FTDefRebounds,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,ThreePtShootingFoulsDrawnPct,Offensive Fouls,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,ShortMidRangeAssists,OffThreePtRebounds,Loose Ball Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PtsPutbacks,HeaveMakes,HeaveAttempts,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,SecondChanceAtRimPctAssisted,DefensiveGoaltends,Loose Ball Fouls,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,SecondChanceArc3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,Charge Fouls,Defensive 3 Seconds Violations,LongMidRangePctBlocked,3SecondViolations,3pt And 1 Free Throw Trips,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked,team_id,year,season,team_vs
101123-1626159-1626196-201177-201609,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Josh McRoberts, Goran Dragic","Green, Winslow, Richardson, McRoberts, Dragic",101123-1626159-1626196-201177-201609,MIA,448.0,3,7.0,4.0,15.0,13.0,4.0,1.0,28.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,9.0,3.0,3.0,2.0,17.0,13.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,3.0,4.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,17.0,2.0,4.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.625,0.6071428571428571,0.25,0.25,0.3333333333333333,0.75,0.4,1.0,0.8,0.4,1.0,0.5,1.0,1.0,1.0,0.4,90.0,1.0,14.666666666666666,17.53846153846154,14.0,16.307692307692307,0.25,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.5,0.5,0.5,1.0,0.47869999999999996,0.41345,0.35215,0.11764705882352941,9.577777777777778,24.266666666666666,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-201177-204020,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Josh McRoberts, Tyler Johnson","Green, Winslow, Richardson, McRoberts, Johnson",101123-1626159-1626196-201177-204020,MIA,34.0,1,1.0,3.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,3.0,,,,,,2.0,,,,,,1.0,,1.0,,,1.0,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,3.0,,,,1.0,1.0,,,,1.0,1.0,1.5,,,,,,1.0,1.0,,,,,,1.0,,84.70588235294117,,10.0,24.0,10.0,24.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,0.5816,,,,1.6,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-201177-2207,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Josh McRoberts, Joe Johnson","Green, Winslow, Richardson, McRoberts, Johnson",101123-1626159-1626196-201177-2207,MIA,12.0,1,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,2.0,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,2.0,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,120.0,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-201609-202355,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Goran Dragic, Hassan Whiteside","Green, Winslow, Richardson, Dragic, Whiteside",101123-1626159-1626196-201609-202355,MIA,1390.0,7,23.0,-17.0,50.0,51.0,16.0,3.0,101.0,7.0,12.0,,6.0,4.0,14.0,1.0,2.0,,5.0,12.0,32.0,1.0,7.0,16.0,43.0,60.0,2.0,10.0,2.0,9.0,10.0,14.0,3.0,,5.0,,5.0,1.0,6.0,,1.0,2.0,3.0,13.0,3.0,4.0,11.0,18.0,3.0,21.0,,3.0,2.0,1.0,6.0,4.0,,,,6.0,7.0,10.0,13.0,,19.0,,5.0,2.0,5.0,2.0,43.0,9.0,16.0,,0.4166666666666667,0.4166666666666667,1.0,0.14285714285714285,0.14285714285714285,0.375,0.34615384615384615,0.4479166666666667,0.3,0.1794871794871795,1.0,0.6111111111111112,0.15,0.8,0.6521739130434783,0.12,0.2,,0.4,0.8,0.5,,104.63309352517985,0.4,12.92,14.588235294117647,12.64,13.92156862745098,0.3076923076923077,0.5833333333333334,0.875,0.2857142857142857,0.15384615384615385,0.358974358974359,0.2857142857142857,0.2857142857142857,0.75,0.05128205128205128,0.5,0.5,1.0,0.1282051282051282,,,,,0.48717948717948717,,0.48136973684210527,0.43335,0.5399153846153847,0.20930232558139536,9.865625,26.3,0.32,,8.0,0.1875,0.2,13.0,2.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.25,0.2,0.25,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.2,0.625,1.0,0.16666666666666666,0.25,0.42857142857142855,0.3333333333333333,0.07142857142857142,1.0,0.21428571428571427,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-201609-2405,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Goran Dragic, Amar'e Stoudemire","Green, Winslow, Richardson, Dragic, Stoudemire",101123-1626159-1626196-201609-2405,MIA,140.0,1,2.0,-4.0,4.0,6.0,3.0,,10.0,,1.0,,1.0,,1.0,,,,,,3.0,,,2.0,2.0,6.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,2.0,1.0,3.0,1.0,4.0,,,,,,,1.0,,,1.0,1.0,2.0,2.0,,2.0,1.0,,,,,2.0,2.0,3.0,1.0,,,,,,,,0.25,0.3333333333333333,,,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,,,,1.0,,102.85714285714285,,16.25,12.5,16.25,12.5,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,0.3333333333333333,,0.48466666666666663,,0.51725,1.0,11.1,,0.75,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,0.3333333333333333,1.0,,,,1.0,1.0,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-201609-2547,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Goran Dragic, Chris Bosh","Green, Winslow, Richardson, Dragic, Bosh",101123-1626159-1626196-201609-2547,MIA,518.0,3,9.0,-9.0,16.0,18.0,2.0,,34.0,4.0,6.0,,3.0,1.0,1.0,,1.0,,3.0,5.0,10.0,,4.0,2.0,12.0,21.0,,2.0,,2.0,10.0,,,,3.0,,5.0,,5.0,,,4.0,1.0,10.0,,2.0,2.0,4.0,,4.0,,1.0,1.0,,,,1.0,,,1.0,3.0,3.0,4.0,1.0,2.0,,2.0,1.0,2.0,2.0,12.0,2.0,2.0,,1.0,1.0,,,,0.5,0.35714285714285715,0.4,0.5,0.2857142857142857,,0.6666666666666666,,0.5,0.5714285714285714,,,,0.5,,0.5,,94.51737451737452,1.0,16.25,14.333333333333334,16.25,13.5,0.42857142857142855,0.6666666666666666,0.8,1.0,0.21428571428571427,0.07142857142857142,1.0,1.0,1.0,0.07142857142857142,,,,0.21428571428571427,,,,,0.7142857142857143,,0.49575,,0.4884,0.16666666666666666,6.55,24.45,0.125,,1.0,0.06666666666666667,0.09090909090909091,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,,0.5,0.5,0.1,0.16666666666666666,,,,1.0,0.5,,,0.5,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-201609-2617,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Goran Dragic, Udonis Haslem","Green, Winslow, Richardson, Dragic, Haslem",101123-1626159-1626196-201609-2617,MIA,256.0,2,4.0,4.0,7.0,8.0,,,15.0,2.0,3.0,,,2.0,3.0,,,,,4.0,6.0,,,,8.0,4.0,,,,,8.0,,,,,,4.0,,4.0,,,2.0,2.0,8.0,,2.0,2.0,4.0,,4.0,,,,,,,1.0,1.0,,1.0,,3.0,3.0,,,,,,,,8.0,,,,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,0.6666666666666666,,1.0,0.8,,,,1.0,,1.0,,84.375,,14.714285714285714,19.125,14.714285714285714,17.875,0.5,0.6666666666666666,0.6666666666666666,1.0,,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,0.5,,0.53865,,,,9.200000000000001,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-202355-204020,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Hassan Whiteside, Tyler Johnson","Green, Winslow, Richardson, Whiteside, Johnson",101123-1626159-1626196-202355-204020,MIA,34.0,1,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,42.35294117647059,,,26.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-202355-2207,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Hassan Whiteside, Joe Johnson","Green, Winslow, Richardson, Whiteside, Johnson",101123-1626159-1626196-202355-2207,MIA,1029.0,3,17.0,4.0,30.0,30.0,10.0,5.0,60.0,6.0,10.0,2.0,15.0,3.0,3.0,,,,6.0,13.0,28.0,,6.0,5.0,31.0,27.0,4.0,11.0,4.0,16.0,14.0,12.0,,,6.0,,7.0,,7.0,,,3.0,3.0,14.0,6.0,7.0,6.0,13.0,8.0,21.0,1.0,,,,1.0,1.0,1.0,,,2.0,2.0,3.0,7.0,,5.0,1.0,,,,,25.0,16.0,10.0,1.0,0.5384615384615384,0.5384615384615384,,,,0.4642857142857143,0.38235294117647056,0.4305555555555556,0.5333333333333333,0.17647058823529413,0.5,0.75,0.4,1.0,0.8666666666666667,0.38095238095238093,0.5,0.36363636363636365,,0.6666666666666666,1.0,0.058823529411764705,83.96501457725948,,16.033333333333335,18.266666666666666,15.666666666666666,17.4,0.29411764705882354,0.6,0.6,0.5,0.4411764705882353,0.08823529411764706,1.0,1.0,1.0,,,,,0.17647058823529413,,,,0.5,0.47058823529411764,,0.47975588235294114,0.4364333333333333,0.4829153846153846,0.5161290322580645,6.535714285714286,25.433333333333334,0.3333333333333333,1.0,2.0,0.05714285714285714,0.06896551724137931,5.0,2.0,5.0,4.0,,,2.0,6.0,,2.0,4.0,,,2.0,,,2.0,,,,,0.5454545454545454,0.46153846153846156,0.14285714285714285,,0.26666666666666666,,,1.0,1.0,0.26666666666666666,0.36363636363636365,0.38461538461538464,0.4,,,0.15384615384615385,,,,,1.0,4.0,6.0,1.0,2.0,2.0,0.25,0.25,0.5,0.3333333333333333,0.3333333333333333,0.25,0.1935483870967742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-202355-2547,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Hassan Whiteside, Chris Bosh","Green, Winslow, Richardson, Whiteside, Bosh",101123-1626159-1626196-202355-2547,MIA,569.0,3,9.0,-1.0,17.0,17.0,,1.0,34.0,,1.0,,4.0,1.0,3.0,,,3.0,9.0,1.0,8.0,3.0,9.0,,11.0,12.0,,,,,,2.0,6.0,3.0,9.0,3.0,,2.0,2.0,2.0,,,,6.0,2.0,2.0,7.0,9.0,2.0,11.0,,1.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,11.0,,,,,,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.125,0.3235294117647059,0.3235294117647059,,0.5294117647058824,0.5,0.7,0.2857142857142857,0.6666666666666666,0.6923076923076923,0.16666666666666666,1.0,0.25,1.0,0.75,0.5,,86.0456942003515,1.0,16.058823529411764,17.41176470588235,16.0,16.58823529411765,0.058823529411764705,,,,0.23529411764705882,0.17647058823529413,0.3333333333333333,0.3333333333333333,,,,,,0.5294117647058824,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.5882352941176471,0.3333333333333333,0.4567323529411765,,,,11.625,24.799999999999997,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,0.125,1.0,,,,0.5,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
