EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Blocked2s,BlockedShortMidRange,Blocks,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,OffPoss,LongMidRangeFGA,FG2A,DefTwoPtRebounds,DefRebounds,Rebounds,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG3A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,SecondChancePointsPct,Avg3ptShotDistance,LongMidRangeFGM,FtPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,LiveBallTurnoverPct,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGA,OffTwoPtRebounds,ShootingFouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,OffTwoPtReboundPct,OffAtRimReboundPct,Corner3Frequency,SecondChanceShotQualityAvg,AtRimAssists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,DefFTReboundPct,AtRimPctAssisted,LongMidRangeAssists,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,LongMidRangePctAssisted,PenaltyOffPoss,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,DefCorner3ReboundPct,Offensive Fouls,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyTurnovers,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,NonHeaveArc3FGM,Arc3Assists,SelfOReb,SecondChanceFg3Pct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,PenaltyCorner3FGA,PenaltyCorner3Frequency,FTOffRebounds,OffFTReboundPct,Travels,HeaveAttempts,BlockedLongMidRange,SecondChanceCorner3FGM,PenaltyFtPoints,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,SecondChanceFtPoints,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Accuracy,Charge Fouls Drawn,Loose Ball Fouls Drawn,Technical Free Throw Trips,PtsUnassisted3s,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,BlockingFoulsDrawn,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1626146-201945-202329-203081-203486,1610612757,"Cliff Alexander, Gerald Henderson, Al-Farouq Aminu, Damian Lillard, Mason Plumlee","Alexander, Henderson, Aminu, Lillard, Plumlee",1626146-201945-202329-203081-203486,POR,37.0,1,1.0,-2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,38.91891891891892,27.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-201945-202329-203468-203486,1610612757,"Cliff Alexander, Gerald Henderson, Al-Farouq Aminu, CJ McCollum, Mason Plumlee","Alexander, Henderson, Aminu, McCollum, Plumlee",1626146-201945-202329-203468-203486,POR,32.0,1,1.0,,1.0,1.0,2.0,,,,,90.0,21.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,0.4186,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-201945-202334-203081-203459,1610612757,"Cliff Alexander, Gerald Henderson, Ed Davis, Damian Lillard, Allen Crabbe","Alexander, Henderson, Davis, Lillard, Crabbe",1626146-201945-202334-203081-203459,POR,135.0,1,2.0,,4.0,,9.0,4.0,,,,96.0,17.5,17.5,5.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,,13.0,13.0,0.2,0.49177,8.575,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,0.4,1.0,0.4,1.0,0.2,0.25,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,0.4,0.5,1.0,1.0,0.2,1.0,1.0,0.4,0.5,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-201945-202334-203090-203468,1610612757,"Cliff Alexander, Gerald Henderson, Ed Davis, Maurice Harkless, CJ McCollum","Alexander, Henderson, Davis, Harkless, McCollum",1626146-201945-202334-203090-203468,POR,113.0,1,2.0,1.0,3.0,1.0,8.0,3.0,1.0,,1.0,101.94690265486726,12.666666666666666,12.666666666666666,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,15.0,15.0,0.3333333333333333,0.5644666666666667,8.8,,,1.0,,,,,1.0,1.0,1.0,4.0,,,,,2.0,,1.0,,,,,,,,,,4.0,,,0.5,,0.3333333333333333,,0.5,,0.3333333333333333,,,,,,,1.0,,0.3333333333333333,,,,,,,0.3333333333333333,,,0.6666666666666666,,24.4,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-201945-202334-203459-203468,1610612757,"Cliff Alexander, Gerald Henderson, Ed Davis, Allen Crabbe, CJ McCollum","Alexander, Henderson, Davis, Crabbe, McCollum",1626146-201945-202334-203459-203468,POR,26.0,2,,-3.0,2.0,2.0,2.0,3.0,,,,110.76923076923076,8.0,8.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-202329-202334-203081-203459,1610612757,"Cliff Alexander, Al-Farouq Aminu, Ed Davis, Damian Lillard, Allen Crabbe","Alexander, Aminu, Davis, Lillard, Crabbe",1626146-202329-202334-203081-203459,POR,131.0,2,2.0,-8.0,6.0,1.0,12.0,12.0,,,,131.9083969465649,8.166666666666666,8.166666666666666,6.0,,2.0,,1.0,2.0,,1.0,,13.666666666666666,13.666666666666666,,0.50327,1.95,1.0,1.0,2.0,1.0,1.0,,,2.0,1.0,3.0,4.0,1.0,1.0,2.0,,2.0,2.0,2.0,,,,,,,1.0,1.0,2.0,2.0,,,0.5,1.0,0.2,1.0,0.3333333333333333,1.0,0.6,,,1.0,,0.25,,,1.0,0.4,0.5,0.5,,,,,0.4,1.0,1.0,1.0,0.5,25.766666666666666,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,,,,,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-202329-203081-203468-203486,1610612757,"Cliff Alexander, Al-Farouq Aminu, Damian Lillard, CJ McCollum, Mason Plumlee","Alexander, Aminu, Lillard, McCollum, Plumlee",1626146-202329-203081-203468-203486,POR,129.0,1,2.0,5.0,5.0,,10.0,3.0,,,,111.62790697674419,12.4,12.4,5.0,1.0,4.0,,2.0,2.0,,1.0,,13.4,13.4,0.25,0.666125,6.9,,2.0,2.0,,,,1.0,,3.0,,8.0,,,,2.0,4.0,,,,1.0,1.0,,2.0,,1.0,,,8.0,0.3333333333333333,0.3333333333333333,0.75,,0.75,,0.8,,,,,1.0,,,,,1.0,0.5,1.0,1.0,0.25,,,,,,,0.5,,,1.0,2.0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,0.2,0.2,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-202334-203081-203090-203459,1610612757,"Cliff Alexander, Ed Davis, Damian Lillard, Maurice Harkless, Allen Crabbe","Alexander, Davis, Lillard, Harkless, Crabbe",1626146-202334-203081-203090-203459,POR,154.0,2,3.0,-3.0,5.0,,11.0,8.0,,,,102.85714285714285,15.0,15.0,6.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,13.166666666666666,12.5,0.2,0.55823,7.533333333333334,1.0,1.0,2.0,,,,,2.0,2.0,2.0,5.0,,,,2.0,2.0,,2.0,,1.0,1.0,,2.0,1.0,,1.0,,5.0,0.5,0.5,0.6666666666666666,,0.4,,0.5,,0.4,,,,0.5,0.3333333333333333,0.5,,,0.4,0.5,0.5,,,,,0.4,,,0.8,,25.3,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,0.5,1.0,,1.0,1.0,0.2,0.3333333333333333,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-202334-203081-203459-203468,1610612757,"Cliff Alexander, Ed Davis, Damian Lillard, Allen Crabbe, CJ McCollum","Alexander, Davis, Lillard, Crabbe, McCollum",1626146-202334-203081-203459-203468,POR,67.0,1,1.0,,2.0,,4.0,2.0,1.0,,1.0,85.97014925373134,23.0,23.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,,10.5,10.5,,0.4193,8.4,,,,,,1.0,2.0,,1.0,,2.0,,,,,2.0,,,,,,,,,,,1.0,2.0,,,0.5,,0.5,,0.5,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,2.0,2.0,0.5,0.5,0.5,0.4193,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-202334-203090-203459-203468,1610612757,"Cliff Alexander, Ed Davis, Maurice Harkless, Allen Crabbe, CJ McCollum","Alexander, Davis, Harkless, Crabbe, McCollum",1626146-202334-203090-203459-203468,POR,174.0,1,3.0,4.0,6.0,,11.0,5.0,,,,91.0344827586207,19.333333333333332,17.0,5.0,,3.0,1.0,2.0,2.0,1.0,0.6666666666666666,,11.6,11.6,,0.5248875,5.833333333333333,,1.0,2.0,,,1.0,1.0,,2.0,1.0,9.0,,,,4.0,,,,1.0,2.0,3.0,1.0,7.0,,1.0,,1.0,9.0,1.0,1.0,0.6666666666666666,,0.875,,0.9,,0.25,0.3333333333333333,,0.5,,,,,0.5,0.5,0.5,1.0,0.25,1.0,1.0,1.0,,,,0.75,,23.7,,2.0,,,,2.0,2.0,1.0,,,,1.0,,,,0.2,0.25,1.0,,1.0,,,,,0.25,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
