EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,DefThreePtRebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,Blocked3s,BlockedArc3,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,ThreePtShootingFoulsDrawn,BlockedShortMidRange,3SecondViolations,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,ThreePtAssists,Arc3Assists,BlockingFouls,BlockedCorner3,Assisted3sPct,SecondChanceFg3Pct,Corner3Frequency,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,SelfOReb,Loose Ball Fouls Drawn,SelfORebPct,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3Assists,NonShootingPenaltyNonTakeFouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Technical Free Throw Trips,OffCorner3ReboundPct,FTOffRebounds,OffFTReboundPct,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,OffensiveGoaltends,Arc3PctBlocked,DefensiveGoaltends,HeaveAttempts,team_id,year,season,team_vs
101138-101150-1626148-1626156-1626204,1610612747,"Brandon Bass, Lou Williams, Anthony Brown, D'Angelo Russell, Larry Nance Jr.","Bass, Williams, Brown, Russell, Nance Jr.",101138-101150-1626148-1626156-1626204,LAL,197.0,1,3.0,6.0,7.0,9.0,2.0,7.0,16.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,4.0,14.0,8.0,1.0,1.0,1.0,2.0,4.0,6.0,4.0,1.0,3.0,3.0,3.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,14.0,4.0,2.0,0.6,0.6,1.0,1.0,0.8333333333333334,0.5,0.875,0.6666666666666666,0.16666666666666666,1.0,1.0,1.0,1.0,116.95431472081219,1.0,11.0,13.333333333333334,11.0,12.666666666666666,0.5,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,0.5,0.6666666666666666,0.46422500000000005,0.293575,0.375,0.42857142857142855,0.2857142857142857,7.5200000000000005,32.3,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2016,2015-16,True
101138-101150-1626148-1626156-203135,1610612747,"Brandon Bass, Lou Williams, Anthony Brown, D'Angelo Russell, Robert Sacre","Bass, Williams, Brown, Russell, Sacre",101138-101150-1626148-1626156-203135,LAL,158.0,1,3.0,-1.0,6.0,6.0,6.0,1.0,12.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,2.0,1.0,,2.0,3.0,1.0,2.0,1.0,,2.0,,2.0,1.0,,,,,2.0,3.0,3.0,,,,1.0,1.0,,,,,,,1.0,1.0,2.0,,2.0,2.0,6.0,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,,1.0,109.36708860759494,,10.666666666666666,15.666666666666666,10.666666666666666,15.666666666666666,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5205833333333333,0.5205833333333333,,,1.0,6.3,24.1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2016,2015-16,True
101138-101150-1626148-1626156-203527,1610612747,"Brandon Bass, Lou Williams, Anthony Brown, D'Angelo Russell, Ryan Kelly","Bass, Williams, Brown, Russell, Kelly",101138-101150-1626148-1626156-203527,LAL,1382.0,4,23.0,11.0,46.0,46.0,11.0,12.0,92.0,14.0,19.0,5.0,9.0,2.0,9.0,5.0,2.0,21.0,37.0,5.0,10.0,55.0,44.0,5.0,6.0,2.0,2.0,15.0,18.0,24.0,5.0,9.0,9.0,7.0,18.0,12.0,22.0,30.0,2.0,2.0,,6.0,12.0,9.0,1.0,,13.0,2.0,6.0,6.0,3.0,6.0,2.0,48.0,15.0,11.0,0.42857142857142855,0.47368421052631576,0.5675675675675675,0.8333333333333334,0.5357142857142857,0.8125,0.5851063829787234,0.8333333333333334,0.11904761904761904,0.631578947368421,0.7,0.5,0.75,95.86107091172214,0.3333333333333333,14.891304347826088,15.152173913043478,14.41304347826087,14.565217391304348,0.4523809523809524,0.7368421052631579,0.875,0.5,0.21428571428571427,0.5555555555555556,0.7142857142857143,0.21428571428571427,0.2222222222222222,0.2222222222222222,0.11904761904761904,0.25,0.5714285714285714,0.5222768292682927,0.596475,0.14893617021276595,0.14634146341463414,0.2727272727272727,6.84054054054054,27.82,0.2391304347826087,4.0,4.0,9.0,5.0,,1.0,7.0,2.0,,,0.8181818181818182,0.7142857142857143,0.6666666666666666,0.5,1.0,6.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,7.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,7.0,1.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.2,0.5,0.2,0.5,0.5,0.5833333333333334,0.13513513513513514,0.15789473684210525,0.2222222222222222,0.2857142857142857,1.0,0.4375,0.3333333333333333,0.42105263157894735,0.6,0.25,0.42857142857142855,0.3333333333333333,0.875,0.2,0.5,0.2,0.2,0.75,0.6666666666666666,0.5,0.2,0.60775,0.16666666666666666,0.12727272727272726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2016,2015-16,True
101138-101150-1626148-1626156-203944,1610612747,"Brandon Bass, Lou Williams, Anthony Brown, D'Angelo Russell, Julius Randle","Bass, Williams, Brown, Russell, Randle",101138-101150-1626148-1626156-203944,LAL,1028.0,8,17.0,9.0,32.0,34.0,12.0,13.0,66.0,3.0,4.0,4.0,6.0,6.0,9.0,12.0,2.0,13.0,19.0,14.0,2.0,40.0,31.0,9.0,11.0,3.0,1.0,22.0,14.0,12.0,12.0,7.0,11.0,2.0,26.0,12.0,16.0,21.0,2.0,1.0,1.0,5.0,8.0,2.0,,,3.0,1.0,2.0,4.0,3.0,5.0,1.0,32.0,22.0,12.0,0.5384615384615384,0.5384615384615384,0.6842105263157895,0.8181818181818182,0.5757575757575758,0.75,0.5882352941176471,0.7333333333333333,0.42424242424242425,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.75,92.45136186770428,0.2,12.65625,18.323529411764707,11.34375,16.647058823529413,0.12121212121212122,0.75,1.0,0.6666666666666666,0.18181818181818182,0.6666666666666666,0.6666666666666666,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.36363636363636365,0.14285714285714285,0.5454545454545454,0.5023106060606061,0.49248214285714287,0.058823529411764705,0.1,0.55,12.457894736842105,25.042857142857144,0.375,1.0,2.0,4.0,3.0,,1.0,4.0,,1.0,,0.6666666666666666,0.875,0.5,0.14285714285714285,0.5,3.0,,,4.0,1.0,4.0,1.0,2.0,,8.0,1.0,,,4.0,1.0,3.0,2.0,3.0,2.0,,5.0,1.0,,1.0,,,,,,1.0,,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.5,0.8,0.8,0.05263157894736842,0.25,,0.25,,0.4,0.375,0.38461538461538464,1.0,,0.3333333333333333,0.42857142857142855,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.5,0.3333333333333333,0.5179,,0.2,2.0,1.0,2.0,3.0,2.0,3.0,12.0,4.0,4.0,1.0,1.0,1.0,0.6666666666666666,0.06060606060606061,1.0,0.6,0.6666666666666666,1.0,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2016,2015-16,True
101138-101150-1626148-1626273-203944,1610612747,"Brandon Bass, Lou Williams, Anthony Brown, Marcelo Huertas, Julius Randle","Bass, Williams, Brown, Huertas, Randle",101138-101150-1626148-1626273-203944,LAL,366.0,2,6.0,-12.0,10.0,10.0,,,20.0,1.0,5.0,1.0,3.0,,2.0,3.0,,2.0,10.0,4.0,,7.0,19.0,,,,,,,4.0,3.0,,,,,,,5.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,3.0,,,,,0.2,,0.25,,0.25,,0.2857142857142857,,,,,78.68852459016394,,20.6,16.0,18.0,13.0,0.35714285714285715,0.2,0.25,,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.14285714285714285,,,0.21428571428571427,,0.6428571428571429,0.5139785714285715,,,,,6.4799999999999995,24.6,,,,,,,,1.0,,,,,,,,,5.0,1.0,2.0,1.0,,1.0,2.0,4.0,,4.0,,3.0,,1.0,1.0,,,,5.0,,5.0,1.0,,1.0,,,1.0,,,,,0.25,,0.25,0.5,0.4,0.4,0.1,0.2,,1.0,,0.625,,0.45454545454545453,0.75,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.4,0.5,,0.3333333333333333,0.51423,,0.5714285714285714,1.0,,,1.0,,1.0,,,,,,,,0.07142857142857142,,0.2,,,,1.0,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2016,2015-16,True
101138-101150-1626148-203903-203944,1610612747,"Brandon Bass, Lou Williams, Anthony Brown, Jordan Clarkson, Julius Randle","Bass, Williams, Brown, Clarkson, Randle",101138-101150-1626148-203903-203944,LAL,162.0,4,3.0,5.0,7.0,6.0,5.0,5.0,13.0,1.0,1.0,2.0,2.0,,1.0,,,3.0,4.0,,3.0,9.0,4.0,1.0,2.0,,3.0,5.0,4.0,2.0,,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,3.0,,,4.0,,,,,,,9.0,5.0,5.0,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.5,0.75,0.625,,1.0,1.0,,,115.55555555555554,,8.428571428571429,17.166666666666668,8.428571428571429,17.166666666666668,0.25,1.0,1.0,1.0,0.5,1.0,1.0,0.25,,,,,0.25,0.461275,0.38165,,,0.5555555555555556,9.6,,0.7142857142857143,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2016,2015-16,True
101138-101150-1626148-203903-977,1610612747,"Brandon Bass, Lou Williams, Anthony Brown, Jordan Clarkson, Kobe Bryant","Bass, Williams, Brown, Clarkson, Bryant",101138-101150-1626148-203903-977,LAL,152.0,3,3.0,4.0,7.0,7.0,5.0,6.0,14.0,2.0,3.0,,,,,,,2.0,3.0,,6.0,10.0,6.0,1.0,2.0,,5.0,7.0,2.0,2.0,,1.0,1.0,1.0,2.0,3.0,4.0,5.0,,,,1.0,1.0,4.0,,,7.0,1.0,1.0,,,,,8.0,4.0,3.0,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.8333333333333334,0.7,,1.0,1.0,,1.0,132.63157894736844,,11.0,10.714285714285714,11.0,10.714285714285714,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,1.0,0.75,0.7507,0.3333333333333333,0.3333333333333333,0.7,0.5666666666666668,,0.7142857142857143,1.0,2.0,1.0,1.0,,,2.0,1.0,,,1.0,1.0,,1.0,0.5,1.0,,,,,,,,2.0,2.0,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,0.5,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2016,2015-16,True
101138-101150-1626156-1626204-1897,1610612747,"Brandon Bass, Lou Williams, D'Angelo Russell, Larry Nance Jr., Metta World Peace","Bass, Williams, Russell, Nance Jr., World Peace",101138-101150-1626156-1626204-1897,LAL,326.0,2,5.0,-2.0,10.0,10.0,,,20.0,4.0,5.0,,3.0,,1.0,2.0,,4.0,9.0,5.0,,11.0,13.0,,,,,,4.0,4.0,2.0,2.0,3.0,2.0,7.0,1.0,3.0,8.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,5.0,,,0.5,0.6666666666666666,0.4444444444444444,,0.39285714285714285,,0.39285714285714285,,0.35714285714285715,0.5,0.6,,1.0,88.34355828220859,,17.9,14.7,16.5,14.0,0.35714285714285715,0.8,0.8,0.5,0.21428571428571427,,,0.07142857142857142,,,0.14285714285714285,,0.7142857142857143,0.5388964285714286,,0.07142857142857142,0.1111111111111111,,4.377777777777777,24.1,,,,2.0,3.0,,,3.0,,,,0.6666666666666666,,,,,2.0,3.0,4.0,1.0,,1.0,3.0,5.0,,6.0,,,2.0,1.0,2.0,,,1.0,4.0,,5.0,,1.0,,,,,,,,1.0,0.2,,0.2,0.6,0.6,0.6,0.2222222222222222,,0.6666666666666666,,,0.8,0.3333333333333333,0.625,1.0,1.0,,1.0,0.6666666666666666,,,0.5,0.5,0.8,0.75,,0.5,0.58495,,0.5454545454545454,3.0,,,,,,3.0,1.0,1.0,,,1.0,,0.21428571428571427,1.0,,,,,,,,,,,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2016,2015-16,True
101138-101150-1626156-1626204-201156,1610612747,"Brandon Bass, Lou Williams, D'Angelo Russell, Larry Nance Jr., Nick Young","Bass, Williams, Russell, Nance Jr., Young",101138-101150-1626156-1626204-201156,LAL,1981.0,10,33.0,-1.0,60.0,64.0,10.0,14.0,124.0,18.0,27.0,4.0,10.0,4.0,8.0,10.0,2.0,26.0,45.0,14.0,5.0,84.0,85.0,4.0,6.0,2.0,1.0,12.0,26.0,26.0,10.0,13.0,21.0,9.0,50.0,9.0,15.0,23.0,4.0,3.0,1.0,10.0,12.0,10.0,2.0,,10.0,,4.0,2.0,,2.0,,69.0,12.0,10.0,0.5,0.5652173913043478,0.5777777777777777,0.6666666666666666,0.6694915254237288,0.6875,0.65625,0.6666666666666666,0.23728813559322035,0.6,0.6086956521739131,1.0,0.5,90.13629480060575,,16.45,15.53125,16.1,14.9375,0.4576271186440678,0.6666666666666666,0.75,0.5,0.1694915254237288,0.4,0.5,0.13559322033898305,0.5,0.5,0.1694915254237288,0.25,0.6949152542372882,0.5268618644067796,0.52105,0.06349206349206349,0.08163265306122448,0.14285714285714285,6.235555555555556,25.021428571428572,0.16666666666666666,3.0,3.0,5.0,3.0,,,5.0,1.0,,,0.625,0.5,0.5,0.375,1.0,8.0,5.0,6.0,6.0,1.0,9.0,6.0,7.0,,15.0,1.0,3.0,6.0,6.0,5.0,1.0,3.0,,8.0,1.0,8.0,2.0,2.0,,2.0,,1.0,,,2.0,,0.6428571428571429,0.5,0.6428571428571429,0.8571428571428571,0.9375,0.9375,0.1111111111111111,0.1111111111111111,0.2,0.4,1.0,0.42105263157894735,,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.25,,0.6666666666666666,0.25,0.75,0.6,0.6,0.75,0.8333333333333334,0.5,0.6,0.61803125,,0.17857142857142858,4.0,,1.0,1.0,1.0,1.0,24.0,8.0,5.0,,,0.8888888888888888,1.0,0.06779661016949153,0.8333333333333334,0.125,1.0,1.0,,,,,,1.0,1.0,,,,,,3.0,3.0,1.0,0.75,0.75,1.0,,,,,,,,,,,,,,,,,,,,,1610612747,2016,2015-16,True
101138-101150-1626156-1626204-203527,1610612747,"Brandon Bass, Lou Williams, D'Angelo Russell, Larry Nance Jr., Ryan Kelly","Bass, Williams, Russell, Nance Jr., Kelly",101138-101150-1626156-1626204-203527,LAL,41.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2016,2015-16,True
