EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FirstChancePoints,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,LongMidRangeFGA,Arc3FGA,FG3A,NonHeaveArc3FGA,DefThreePtRebounds,Steals,LostBallSteals,FG3APct,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Arc3Frequency,Avg3ptShotDistance,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,OffThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Loose Ball Fouls,FoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Offensive Fouls,PenaltyOffPoss,PenaltyArc3FGA,FtPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,OffTwoPtRebounds,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,BadPassSteals,LostBallTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,LongMidRangePctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,BlockingFouls,PenaltyAtRimFGA,BlockingFoulsDrawn,PenaltyAtRimFrequency,PenaltyAtRimFGM,PenaltyAtRimAccuracy,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,team_id,year,season,team_vs
101107-1626163-201150-201584-202391,1610612766,"Marvin Williams, Frank Kaminsky, Spencer Hawes, Courtney Lee, Jeremy Lin","Williams, Kaminsky, Hawes, Lee, Lin",101107-1626163-201150-201584-202391,CHA,180.0,1,3.0,-6.0,6.0,7.0,3.0,13,1.0,1.0,1.0,2.0,2.0,3.0,4.0,10.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,104.0,16.833333333333332,11.285714285714286,16.833333333333332,11.285714285714286,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.4636,6.6000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,True
101107-1626163-201150-201587-202391,1610612766,"Marvin Williams, Frank Kaminsky, Spencer Hawes, Nicolas Batum, Jeremy Lin","Williams, Kaminsky, Hawes, Batum, Lin",101107-1626163-201150-201587-202391,CHA,98.0,1,2.0,-2.0,3.0,3.0,,6,,,,,,1.0,,2.0,,,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,88.16326530612245,14.333333333333334,18.333333333333332,14.333333333333334,18.333333333333332,,,,,,,0.6666666666666666,0.5093166666666666,15.9,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,True
101107-1626163-201150-202391-202689,1610612766,"Marvin Williams, Frank Kaminsky, Spencer Hawes, Jeremy Lin, Kemba Walker","Williams, Kaminsky, Hawes, Lin, Walker",101107-1626163-201150-202391-202689,CHA,37.0,1,1.0,2.0,1.0,,,1,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,38.91891891891892,18.0,,18.0,,1.0,1.0,1.0,,,,1.0,0.5438,1.6,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,True
101107-1626163-201584-202391-203469,1610612766,"Marvin Williams, Frank Kaminsky, Courtney Lee, Jeremy Lin, Cody Zeller","Williams, Kaminsky, Lee, Lin, Zeller",101107-1626163-201584-202391-203469,CHA,194.0,2,3.0,-2.0,5.0,6.0,5.0,11,1.0,1.0,1.0,1.0,2.0,5.0,4.0,6.0,4.0,1.0,2.0,3.0,,,,,,2.0,3.0,2.0,0.4,0.3333333333333333,0.3333333333333333,,1.0,0.5,,81.64948453608247,21.6,14.333333333333334,18.8,14.333333333333334,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.41705,13.040000000000001,3.0,,1.0,,,1.0,1.0,0.16666666666666666,,,0.5,,22.8,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,True
101107-1626163-201584-202391-2744,1610612766,"Marvin Williams, Frank Kaminsky, Courtney Lee, Jeremy Lin, Al Jefferson","Williams, Kaminsky, Lee, Lin, Jefferson",101107-1626163-201584-202391-2744,CHA,121.0,2,2.0,2.0,4.0,3.0,1.0,7,1.0,1.0,,1.0,1.0,2.0,2.0,,,2.0,3.0,3.0,,,,1.0,1.0,,2.0,2.0,0.5,0.3333333333333333,0.3333333333333333,,0.5,0.6,,83.30578512396694,12.0,24.333333333333332,12.0,23.333333333333332,0.3333333333333333,1.0,1.0,0.3333333333333333,,,0.6666666666666666,0.44236666666666663,5.7,,1.0,1.0,1.0,1.0,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,28.1,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,True
101107-1626163-201584-202689-203469,1610612766,"Marvin Williams, Frank Kaminsky, Courtney Lee, Kemba Walker, Cody Zeller","Williams, Kaminsky, Lee, Walker, Zeller",101107-1626163-201584-202689-203469,CHA,165.0,2,3.0,-2.0,5.0,4.0,1.0,9,,2.0,,1.0,,3.0,3.0,5.0,,1.0,2.0,3.0,,,,1.0,1.0,,2.0,3.0,,,0.25,,1.0,1.0,,78.54545454545455,17.0,20.0,16.2,20.0,0.5,,,0.25,,,0.75,0.4008125,3.0,,1.0,1.0,1.0,1.0,,,0.25,1.0,1.0,,0.25,31.3,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,2.0,,,,,,,0.3333333333333333,,1.0,,,1.0,,,,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.5032,0.34725,0.2,0.25,0.6666666666666666,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,True
101107-1626163-201584-202689-2744,1610612766,"Marvin Williams, Frank Kaminsky, Courtney Lee, Kemba Walker, Al Jefferson","Williams, Kaminsky, Lee, Walker, Jefferson",101107-1626163-201584-202689-2744,CHA,3729.0,7,62.0,15.0,114.0,114.0,5.0,228,13.0,25.0,10.0,26.0,34.0,76.0,130.0,115.0,36.0,43.0,56.0,68.0,9.0,1.0,5.0,9.0,18.0,9.0,18.0,109.0,0.4473684210526316,0.5776699029126213,0.5963302752293578,0.5,0.8431372549019608,0.8615384615384616,0.9444444444444444,88.04505229283991,16.271929824561404,16.43859649122807,15.789473684210526,16.06140350877193,0.24271844660194175,0.52,0.5652173913043478,0.2524271844660194,0.38461538461538464,0.38461538461538464,0.5048543689320388,0.4761077669902912,9.34736842105263,25.0,20.0,27.0,20.0,13.0,1.0,,0.2621359223300971,0.9285714285714286,0.9230769230769231,0.24271844660194175,0.1941747572815534,25.174074074074074,32.0,16.0,30.0,7.0,74.0,0.47058823529411764,0.5517241379310345,0.5384615384615384,12.0,4.0,4.0,7.0,6.0,7.0,21.0,1.0,,12.0,,1.0,14.0,,0.8571428571428571,1.0,1.05,,0.1,0.23529411764705882,,0.7,,0.06796116504854369,0.4444444444444444,1.0,0.16153846153846155,4.0,6.0,3.0,11.0,3.0,,8.0,3.0,11.0,1.0,14.0,8.0,,13.0,10.0,13.0,8.0,8.0,6.0,,0.6666666666666666,0.039473684210526314,0.08,,0.2682926829268293,0.3125,0.6153846153846154,0.5,0.48668333333333336,0.38361666666666666,0.07339449541284404,0.0975609756097561,0.06153846153846154,0.05263157894736842,11.0,6.0,1.0,1.0,11.0,1.0,1.0,2.0,17.0,2.0,2.0,3.0,1.0,3.0,2.0,42.0,9.0,10.0,11.0,14.0,8.0,6.0,2.0,7.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.8235294117647058,0.6296296296296297,1.0,0.6666666666666666,0.6296296296296297,0.3333333333333333,0.6666666666666666,0.04,0.36363636363636365,0.14285714285714285,0.1111111111111111,0.9230769230769231,1.0,0.2,0.44,0.4583333333333333,0.6363636363636364,0.8571428571428571,0.8571428571428571,1.0,0.55,0.55,0.7272727272727273,0.25,0.1111111111111111,1.0,1.0,0.1111111111111111,1.0,1.0,0.6666666666666666,0.55,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,True
101107-1626163-201587-202391-203469,1610612766,"Marvin Williams, Frank Kaminsky, Nicolas Batum, Jeremy Lin, Cody Zeller","Williams, Kaminsky, Batum, Lin, Zeller",101107-1626163-201587-202391-203469,CHA,143.0,1,2.0,6.0,5.0,4.0,2.0,9,2.0,2.0,,,2.0,2.0,8.0,2.0,2.0,2.0,2.0,3.0,,,,,,,1.0,5.0,1.0,0.5833333333333334,0.6666666666666666,,1.0,1.0,1.0,90.62937062937063,15.0,17.0,9.0,17.0,0.3333333333333333,1.0,1.0,,,,1.0,0.621175,1.65,,3.0,4.0,3.0,,1.0,1.0,0.6666666666666666,,,,0.5,24.175,2.0,1.0,2.0,1.0,5.0,0.5,0.5,0.5,1.0,,,1.0,,,3.0,1.0,,1.0,,,1.0,,,0.75,0.75,,0.3333333333333333,0.3333333333333333,,1.0,,0.16666666666666666,,,0.375,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.5109,,0.16666666666666666,0.5,,,,,,,1.0,1.0,2.0,,1.0,1.0,2.0,,,,,3.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,0.25,0.5,,0.25,,,,,,0.5,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,0.5,1.0,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,True
101107-1626163-202391-202689-203469,1610612766,"Marvin Williams, Frank Kaminsky, Jeremy Lin, Kemba Walker, Cody Zeller","Williams, Kaminsky, Lin, Walker, Zeller",101107-1626163-202391-202689-203469,CHA,182.0,2,3.0,2.0,5.0,3.0,3.0,8,,,,,,1.0,6.0,4.0,,1.0,1.0,4.0,,,,2.0,2.0,,3.0,2.0,,0.375,0.5,,1.0,0.5,,63.2967032967033,19.2,28.666666666666668,16.0,19.666666666666668,,,,,,,0.75,0.483625,15.3,1.0,1.0,3.0,1.0,,,,0.75,,,0.25,0.25,24.96666666666667,,,1.0,,3.0,,,,3.0,,,2.0,,,4.0,2.0,,3.0,,,2.0,,,1.5,1.0,,1.0,1.0,1.0,1.0,,0.5,,,0.6666666666666666,1.0,1.0,,3.0,,1.0,1.0,,1.0,,4.0,2.0,,,,,,1.0,1.0,,0.25,,,,1.0,,,,,0.2851,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.2,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,3.0,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,0.3333333333333333,1.0,,0.3333333333333333,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,True
101107-1626163-202391-202689-2744,1610612766,"Marvin Williams, Frank Kaminsky, Jeremy Lin, Kemba Walker, Al Jefferson","Williams, Kaminsky, Lin, Walker, Jefferson",101107-1626163-202391-202689-2744,CHA,622.0,5,10.0,-1.0,21.0,20.0,1.0,41,3.0,7.0,2.0,5.0,6.0,13.0,21.0,22.0,2.0,7.0,10.0,13.0,2.0,,1.0,,2.0,3.0,6.0,19.0,0.46153846153846156,0.4411764705882353,0.4772727272727273,1.0,0.875,0.9,,94.91961414790997,15.666666666666666,14.65,14.285714285714286,14.6,0.4117647058823529,0.42857142857142855,0.42857142857142855,0.29411764705882354,0.4,0.4,0.6470588235294118,0.5081823529411764,5.815384615384615,1.0,4.0,4.0,4.0,2.0,,,0.23529411764705882,1.0,1.0,0.058823529411764705,0.23529411764705882,25.125,10.0,5.0,6.0,3.0,13.0,0.8333333333333334,0.8333333333333334,1.0,3.0,,1.0,,1.0,2.0,2.0,1.0,1.0,3.0,1.0,,8.0,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2727272727272727,,1.0,0.09090909090909091,,0.3333333333333333,,0.09523809523809523,,3.0,,6.0,,1.0,1.0,,2.0,,11.0,6.0,,1.0,1.0,1.0,1.0,1.0,3.0,,0.16666666666666666,,,,0.25,,1.0,,0.49043333333333333,0.51615,0.2727272727272727,0.3333333333333333,0.047619047619047616,0.14285714285714285,1.0,,,,1.0,,1.0,,1.0,,1.0,,,2.0,,3.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,0.25,,,0.25,,,,0.4,,0.3333333333333333,0.5,,0.5,1.0,1.0,1.0,,,,0.25,0.25,1.0,,,,,0.3333333333333333,,,,0.25,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,True
