EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,TotalPoss,LongMidRangeFGA,FG2A,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,DefPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceCorner3FGA,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,AtRimPctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,Charge Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,BlockingFouls,PenaltyCorner3FGM,FTOffRebounds,Charge Fouls Drawn,DefensiveGoaltends,OffFTReboundPct,PenaltyCorner3Accuracy,LongMidRangePctBlocked,OffensiveGoaltends,HeaveAttempts,3pt And 1 Free Throw Trips,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1626161-1626251-201585-203463-203552,1610612758,"Willie Cauley-Stein, Duje Dukan, Kosta Koufos, Ben McLemore, Seth Curry","Cauley-Stein, Dukan, Koufos, McLemore, Curry",1626161-1626251-201585-203463-203552,SAC,31.0,1,1.0,1.0,1.0,1.0,1.0,46.4516129032258,17.0,17.0,1.0,0.4237,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-1626251-203112-203463-203552,1610612758,"Willie Cauley-Stein, Duje Dukan, Quincy Acy, Ben McLemore, Seth Curry","Cauley-Stein, Dukan, Acy, McLemore, Curry",1626161-1626251-203112-203463-203552,SAC,115.0,1,2.0,5.0,10.0,1.0,3.0,125.21739130434783,9.2,9.2,0.2,0.6610400000000001,6.966666666666666,7.0,5.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,9.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,1.0,0.9,0.9,0.4,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,13.8,13.8,0.4,1.0,1.0,0.5,1.0,1.0,1.0,0.4,0.5,0.5,1.0,0.8,0.5,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-200752-200765-201158-201585,1610612758,"Willie Cauley-Stein, Rudy Gay, Rajon Rondo, Marco Belinelli, Kosta Koufos","Cauley-Stein, Gay, Rondo, Belinelli, Koufos",1626161-200752-200765-201158-201585,SAC,891.0,3,15.0,28.0,57.0,8.0,24.0,92.12121212121212,15.285714285714286,14.714285714285714,0.2962962962962963,0.44476296296296297,9.966666666666667,-7.0,29.0,5.0,6.0,5.0,1.0,2.0,13.0,1.0,3.0,35.0,42.0,16.0,10.0,,2.0,1.0,8.0,,8.0,,4.0,3.0,16.0,1.0,3.0,,4.0,7.0,3.0,1.0,33.0,0.6153846153846154,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.5416666666666666,0.5370370370370371,0.603448275862069,0.1111111111111111,,0.375,0.5,0.4,0.5,,15.96551724137931,14.344827586206897,0.2222222222222222,0.8333333333333334,0.8333333333333334,0.8,0.625,0.625,0.6,0.07407407407407407,0.5,0.5,,0.3333333333333333,0.5,24.3,6.0,3.0,1.0,1.0,3.0,10.0,1.0,6.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,7.0,7.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.041666666666666664,0.1,0.5,0.2727272727272727,0.23076923076923078,0.42857142857142855,0.5,0.25,0.5,0.08333333333333333,0.5,0.37037037037037035,0.3,0.3333333333333333,0.3333333333333333,0.037037037037037035,0.3333333333333333,1.0,0.4431333333333333,0.1724137931034483,0.19230769230769232,0.05714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-200752-200765-201158-201954,1610612758,"Willie Cauley-Stein, Rudy Gay, Rajon Rondo, Marco Belinelli, Darren Collison","Cauley-Stein, Gay, Rondo, Belinelli, Collison",1626161-200752-200765-201158-201954,SAC,780.0,7,13.0,25.0,50.0,4.0,11.0,92.3076923076923,15.08,14.24,0.19047619047619047,0.504947619047619,8.127272727272727,-1.0,25.0,3.0,6.0,1.0,3.0,8.0,5.0,4.0,10.0,25.0,26.0,4.0,6.0,12.0,8.0,3.0,2.0,4.0,6.0,3.0,1.0,1.0,16.0,3.0,7.0,1.0,11.0,14.0,1.0,,20.0,0.4,0.5,1.0,0.4,0.4,0.45454545454545453,0.5238095238095238,0.5217391304347826,0.47619047619047616,1.0,0.7,0.75,0.7142857142857143,0.75,1.0,16.12,14.84,0.2857142857142857,0.5,0.5,0.3333333333333333,0.25,0.25,1.0,0.38095238095238093,0.375,0.375,1.0,0.7619047619047619,0.375,25.21,5.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,,2.0,,,3.0,3.0,,1.0,2.0,1.0,3.0,,5.0,2.0,8.0,4.0,6.0,1.0,2.0,3.0,2.0,3.0,2.0,,1.0,1.0,1.25,1.25,,,0.4,0.5,0.25,,0.5,0.75,0.5,,0.6666666666666666,0.047619047619047616,1.0,1.0,,0.09523809523809523,0.5,1.0,0.539775,0.09090909090909091,0.16666666666666666,0.2,11.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,3.0,2.0,8.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,8.0,11.0,1.0,1.0,0.5,0.3333333333333333,0.35,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.52915,0.32,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-200752-200765-201158-201956,1610612758,"Willie Cauley-Stein, Rudy Gay, Rajon Rondo, Marco Belinelli, Omri Casspi","Cauley-Stein, Gay, Rondo, Belinelli, Casspi",1626161-200752-200765-201158-201956,SAC,1258.0,8,21.0,44.0,88.0,4.0,25.0,100.73131955484898,14.25,13.5,0.10256410256410256,0.5925833333333334,5.044,-7.0,44.0,12.0,16.0,1.0,4.0,7.0,15.0,4.0,14.0,45.0,52.0,14.0,16.0,9.0,7.0,4.0,7.0,3.0,10.0,3.0,7.0,,23.0,3.0,12.0,2.0,17.0,24.0,4.0,,40.0,0.4666666666666667,0.5,0.75,0.2857142857142857,0.2857142857142857,0.6,0.5384615384615384,0.5357142857142857,0.358974358974359,1.0,0.8,1.0,0.8333333333333334,0.6666666666666666,,14.340909090909092,13.886363636363637,0.41025641025641024,0.75,0.8,0.5833333333333334,0.25,0.25,,0.1794871794871795,0.5714285714285714,0.5714285714285714,0.75,0.7692307692307693,0.5714285714285714,24.42142857142857,4.0,5.0,1.0,1.0,2.0,5.0,7.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,,4.0,7.0,1.0,4.0,4.0,2.0,4.0,,8.0,3.0,6.0,8.0,7.0,1.0,4.0,1.0,,1.0,,,,1.0,0.8333333333333334,0.8333333333333334,0.04,,0.5,0.4,0.35,0.3333333333333333,1.0,0.8181818181818182,1.0,0.05263157894736842,,0.1282051282051282,0.4,0.4,,0.1794871794871795,0.3333333333333333,1.0,0.5334,0.09523809523809523,0.14285714285714285,0.1111111111111111,11.0,4.0,4.0,,2.0,1.0,1.0,2.0,1.0,2.0,6.0,7.0,4.0,,12.0,,2.0,2.0,1.0,,,,1.0,,12.0,11.0,,0.5,0.8571428571428571,0.5454545454545454,0.5,0.5,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,0.36363636363636365,1.0,0.18181818181818182,0.18181818181818182,0.59285,0.26666666666666666,0.25,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0625,0.3,0.42857142857142855,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-200752-200765-201158-202326,1610612758,"Willie Cauley-Stein, Rudy Gay, Rajon Rondo, Marco Belinelli, DeMarcus Cousins","Cauley-Stein, Gay, Rondo, Belinelli, Cousins",1626161-200752-200765-201158-202326,SAC,2692.0,8,45.0,93.0,185.0,18.0,61.0,98.95988112927192,13.602150537634408,12.75268817204301,0.21428571428571427,0.5309303571428571,8.177049180327868,35.0,92.0,18.0,26.0,7.0,8.0,16.0,32.0,13.0,23.0,114.0,79.0,44.0,20.0,33.0,16.0,8.0,22.0,11.0,33.0,7.0,15.0,4.0,77.0,6.0,31.0,3.0,40.0,54.0,9.0,1.0,91.0,0.6875,0.7096774193548387,0.8461538461538461,0.5652173913043478,0.5652173913043478,0.5245901639344263,0.6130952380952381,0.6477272727272727,0.27380952380952384,1.0,0.7560975609756098,0.5454545454545454,0.7115384615384616,1.0,0.6,15.51086956521739,14.923913043478262,0.30952380952380953,0.6923076923076923,0.75,0.8333333333333334,0.3888888888888889,0.3888888888888889,0.5714285714285714,0.19047619047619047,0.5,0.5,0.875,0.5833333333333334,0.5,24.573913043478264,15.0,14.0,3.0,6.0,7.0,17.0,7.0,11.0,3.0,9.0,23.0,6.0,2.0,3.0,3.0,10.0,14.0,4.0,8.0,9.0,7.0,10.0,1.0,19.0,5.0,15.0,12.0,11.0,2.0,5.0,7.0,6.0,7.0,3.0,,1.0,0.3333333333333333,0.75,0.7666666666666667,0.04918032786885246,0.058823529411764705,0.47368421052631576,0.3448275862068966,0.358974358974359,0.1,0.7142857142857143,0.6666666666666666,0.5,0.1111111111111111,0.42857142857142855,0.20238095238095238,0.4117647058823529,0.4375,0.42857142857142855,0.08333333333333333,0.42857142857142855,0.5,0.55241,0.06818181818181818,0.078125,0.20175438596491227,4.0,,1.0,5.0,,1.0,1.0,2.0,5.0,5.0,1.0,2.0,2.0,,5.0,4.0,2.0,1.0,1.0,1.0,,,1.0,,5.0,4.0,,1.0,0.5,0.625,0.625,0.5,0.45454545454545453,0.7142857142857143,0.7142857142857143,0.8,0.07142857142857142,1.0,1.0,0.25,,,0.5,0.5332375,0.043859649122807015,0.043010752688172046,4.0,4.0,3.0,3.0,1.0,,,0.07692307692307693,0.4,0.5,0.2857142857142857,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.375,0.3333333333333333,1.0,0.75,0.5,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-200752-200765-201158-203112,1610612758,"Willie Cauley-Stein, Rudy Gay, Rajon Rondo, Marco Belinelli, Quincy Acy","Cauley-Stein, Gay, Rondo, Belinelli, Acy",1626161-200752-200765-201158-203112,SAC,192.0,2,3.0,8.0,16.0,1.0,4.0,120.0,9.875,9.875,0.2,0.65758,8.15,1.0,8.0,2.0,2.0,,,,2.0,,1.0,5.0,4.0,2.0,2.0,,,,1.0,,1.0,,1.0,,2.0,2.0,3.0,,5.0,5.0,1.0,1.0,5.0,0.5,0.5,,,,0.5,0.4,0.4166666666666667,0.2,,0.6,1.0,0.7142857142857143,,,14.125,11.75,0.4,1.0,1.0,0.5,,,,,,,,0.6,,24.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,2.0,1.0,1.0,,3.0,,2.0,1.0,2.0,,1.0,1.0,,1.0,,,,,,,,,0.6666666666666666,,,,1.0,0.5,1.0,,,0.2,,,,0.2,,,,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-200752-200765-201158-203463,1610612758,"Willie Cauley-Stein, Rudy Gay, Rajon Rondo, Marco Belinelli, Ben McLemore","Cauley-Stein, Gay, Rondo, Belinelli, McLemore",1626161-200752-200765-201158-203463,SAC,11.0,1,,,1.0,,,130.9090909090909,,,,,,-3.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-200752-200765-201585-201954,1610612758,"Willie Cauley-Stein, Rudy Gay, Rajon Rondo, Kosta Koufos, Darren Collison","Cauley-Stein, Gay, Rondo, Koufos, Collison",1626161-200752-200765-201585-201954,SAC,731.0,6,12.0,23.0,45.0,8.0,17.0,88.64569083447333,15.08695652173913,14.608695652173912,0.38095238095238093,0.45909761904761903,11.235294117647058,6.0,22.0,3.0,4.0,6.0,,2.0,11.0,,4.0,26.0,20.0,12.0,10.0,,2.0,,6.0,,6.0,,2.0,3.0,12.0,,10.0,1.0,11.0,14.0,,,22.0,0.5454545454545454,0.5454545454545454,,,,0.6470588235294118,0.5238095238095238,0.5652173913043478,0.19047619047619047,1.0,0.7692307692307693,,0.7142857142857143,0.8333333333333334,,17.454545454545453,15.818181818181818,0.19047619047619047,0.75,1.0,0.6666666666666666,0.75,0.75,0.5,0.09523809523809523,,,,0.38095238095238093,,24.65,5.0,2.0,1.0,1.0,2.0,5.0,2.0,4.0,2.0,2.0,4.0,,,3.0,1.0,2.0,3.0,,,,,3.0,1.0,3.0,3.0,7.0,4.0,4.0,,1.0,3.0,2.0,3.0,1.0,,,1.0,1.0,1.0,0.17647058823529413,0.4,,0.4,0.3333333333333333,0.3333333333333333,,1.0,,,0.3333333333333333,0.23809523809523808,0.4,0.6666666666666666,0.5,0.09523809523809523,0.5,1.0,0.5201,0.045454545454545456,0.05555555555555555,0.15384615384615385,9.0,,1.0,,2.0,,,,,,3.0,5.0,2.0,2.0,8.0,,,,2.0,,,1.0,1.0,,8.0,9.0,1.0,,0.6,0.42857142857142855,0.5,1.0,,,,,,,,0.14285714285714285,,0.2857142857142857,,0.47375,0.3076923076923077,0.391304347826087,,1.0,2.0,,,1.0,2.0,0.25,0.25,,,,,,,,,,,,0.5,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-200752-200765-201585-202341,1610612758,"Willie Cauley-Stein, Rudy Gay, Rajon Rondo, Kosta Koufos, James Anderson","Cauley-Stein, Gay, Rondo, Koufos, Anderson",1626161-200752-200765-201585-202341,SAC,68.0,1,1.0,2.0,4.0,,2.0,84.70588235294117,15.0,14.5,,0.5594,2.9,-1.0,2.0,1.0,1.0,,,,1.0,,,2.0,3.0,2.0,,,,,1.0,,1.0,,1.0,,2.0,1.0,,,1.0,2.0,,,2.0,1.0,1.0,,,,0.5,0.5,0.5,,,,1.0,1.0,,,19.0,19.0,0.5,1.0,1.0,1.0,,,,,,,,0.5,,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
