EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,SecondChanceFG3A,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,LiveBallTurnoverPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,DeadBallTurnovers,PenaltyTurnovers,FG3APctBlocked,Corner3PctBlocked,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,OffThreePtRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg3Pct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallTurnovers,SecondChanceTurnovers,BlockingFouls,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedShortMidRange,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Charge Fouls,StepOutOfBoundsTurnovers,BlockedLongMidRange,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3FGM,Charge Fouls Drawn,3SecondViolations,PenaltyCorner3Accuracy,Travels,BlockingFoulsDrawn,Blocked3s,BlockedArc3,Arc3PctBlocked,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,3pt And 1 Free Throw Trips,OffensiveGoaltends,HeaveMakes,Clear Path Fouls,team_id,year,season,team_vs
1626171-1626245-201166-202710-203200,1610612741,"Bobby Portis, Cristiano Felicio, Aaron Brooks, Jimmy Butler, Justin Holiday","Portis, Felicio, Brooks, Butler, Holiday",1626171-1626245-201166-202710-203200,CHI,331.0,1,6.0,13.0,10.0,11.0,5.0,9.0,1.0,21.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,5.0,7.0,2.0,4.0,3.0,19.0,6.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,10.0,6.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,3.0,1.0,1.0,5.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,17.0,10.0,5.0,1.0,1.0,0.6,0.75,0.5,0.5,0.6666666666666666,0.6666666666666666,0.7142857142857143,1.0,0.3333333333333333,0.7272727272727273,1.0,0.6666666666666666,0.7916666666666666,1.0,0.7142857142857143,0.36363636363636365,0.14285714285714285,0.25,1.0,0.5,0.5,1.0,0.8,0.3333333333333333,1.0,1.0,1.0,1.0,91.3595166163142,13.5,17.818181818181817,13.5,16.818181818181817,0.36363636363636365,0.75,1.0,0.6666666666666666,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.36363636363636365,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,0.5,0.5,0.6666666666666666,0.7272727272727273,0.6666666666666666,0.51581,0.5213,0.52319,0.09090909090909091,0.14285714285714285,0.10526315789473684,0.5263157894736842,4.485714285714286,36.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,False
1626171-1626245-201166-202710-203926,1610612741,"Bobby Portis, Cristiano Felicio, Aaron Brooks, Jimmy Butler, Doug McDermott","Portis, Felicio, Brooks, Butler, McDermott",1626171-1626245-201166-202710-203926,CHI,601.0,2,10.0,2.0,17.0,20.0,3.0,4.0,1.0,37.0,5.0,5.0,,,1.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,7.0,10.0,2.0,5.0,6.0,26.0,24.0,,,,1.0,1.0,1.0,2.0,2.0,7.0,8.0,6.0,6.0,,,1.0,4.0,2.0,,4.0,2.0,6.0,2.0,4.0,,14.0,1.0,2.0,5.0,,7.0,1.0,8.0,,,2.0,,4.0,6.0,,3.0,,26.0,7.0,3.0,,,0.5714285714285714,0.5714285714285714,1.0,0.4,0.5,0.5,0.7,,1.0,0.6666666666666666,,0.8333333333333334,0.7222222222222222,,0.875,0.3333333333333333,,,,0.625,0.3333333333333333,0.6666666666666666,0.6363636363636364,0.2,0.5,0.75,0.6666666666666666,,88.6522462562396,18.058823529411764,14.7,17.470588235294116,14.1,0.3333333333333333,1.0,1.0,0.8,0.2,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.4,0.4,1.0,,,0.3333333333333333,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.4818285714285714,0.55305,0.5326,0.16666666666666666,0.23076923076923078,,0.2692307692307692,6.779999999999999,30.46,0.17647058823529413,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.13333333333333333,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,False
1626171-1626245-201166-202734-203926,1610612741,"Bobby Portis, Cristiano Felicio, Aaron Brooks, E'Twaun Moore, Doug McDermott","Portis, Felicio, Brooks, Moore, McDermott",1626171-1626245-201166-202734-203926,CHI,224.0,2,4.0,4.0,6.0,7.0,4.0,5.0,,13.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,3.0,3.0,1.0,2.0,1.0,10.0,6.0,,,,2.0,2.0,,1.0,1.0,5.0,4.0,2.0,3.0,,,,,,,2.0,1.0,3.0,,1.0,,7.0,,,1.0,,1.0,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,10.0,5.0,4.0,,,0.6666666666666666,0.6666666666666666,1.0,0.5,,0.5,1.0,,1.0,0.9,,0.6666666666666666,1.0,,0.8333333333333334,0.4,,,,1.0,,,0.5,,,,,,83.57142857142857,18.0,16.571428571428573,18.0,16.571428571428573,0.2,1.0,1.0,1.0,0.2,1.0,1.0,,,,,,,,0.3333333333333333,1.0,,,0.6,,0.46322,,0.4476166666666667,0.2,0.3333333333333333,,0.5,9.366666666666667,22.95,0.6666666666666666,1.0,1.0,,,,,1.0,,,1.0,0.2,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.4,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,False
1626171-1626245-201166-203200-203926,1610612741,"Bobby Portis, Cristiano Felicio, Aaron Brooks, Justin Holiday, Doug McDermott","Portis, Felicio, Brooks, Holiday, McDermott",1626171-1626245-201166-203200-203926,CHI,1276.0,6,21.0,9.0,41.0,37.0,7.0,4.0,8.0,78.0,6.0,15.0,3.0,7.0,1.0,1.0,3.0,6.0,5.0,12.0,,3.0,12.0,33.0,5.0,14.0,10.0,49.0,40.0,5.0,12.0,13.0,2.0,2.0,,4.0,2.0,6.0,14.0,10.0,9.0,6.0,2.0,1.0,11.0,5.0,1.0,7.0,3.0,10.0,3.0,3.0,2.0,23.0,13.0,4.0,10.0,1.0,15.0,15.0,30.0,4.0,2.0,11.0,,8.0,12.0,,4.0,2.0,36.0,6.0,7.0,,1.0,0.5833333333333334,0.6363636363636364,0.6,0.35714285714285715,,0.38461538461538464,0.36363636363636365,0.4166666666666667,1.0,0.4148936170212766,0.4642857142857143,0.3333333333333333,0.46226415094339623,0.4642857142857143,0.42857142857142855,0.2978723404255319,0.030303030303030304,0.06666666666666667,0.5,0.7142857142857143,0.6190476190476191,0.8,0.7368421052631579,0.5357142857142857,0.6666666666666666,0.5,1.0,0.5,88.02507836990596,16.463414634146343,16.243243243243242,14.75609756097561,15.621621621621621,0.3191489361702128,0.4,0.42857142857142855,0.5,0.1276595744680851,0.5,0.5,0.6666666666666666,0.2553191489361702,0.4166666666666667,0.4166666666666667,0.6,0.5,0.42857142857142855,0.16666666666666666,1.0,0.5,,0.6170212765957447,0.45454545454545453,0.48362826086956523,0.467575,0.54637,0.0784313725490196,0.10810810810810811,0.2653061224489796,0.12244897959183673,9.327272727272728,27.564285714285713,0.17073170731707318,3.0,12.0,2.0,2.0,1.0,1.0,5.0,5.0,0.2,1.0,0.2553191489361702,0.25,0.25,0.14285714285714285,,2.0,1.0,,,2.0,4.0,2.0,,,0.6666666666666666,0.0425531914893617,,,,0.16666666666666666,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.5,0.2857142857142857,0.7777777777777778,0.4444444444444444,0.4,1.0,0.07407407407407407,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,False
1626171-1626245-201166-203503-203926,1610612741,"Bobby Portis, Cristiano Felicio, Aaron Brooks, Tony Snell, Doug McDermott","Portis, Felicio, Brooks, Snell, McDermott",1626171-1626245-201166-203503-203926,CHI,1302.0,6,22.0,-6.0,42.0,45.0,17.0,24.0,6.0,87.0,7.0,10.0,2.0,3.0,4.0,6.0,2.0,11.0,2.0,12.0,,6.0,13.0,28.0,2.0,13.0,5.0,37.0,43.0,3.0,4.0,6.0,6.0,11.0,,7.0,2.0,14.0,18.0,8.0,6.0,,4.0,1.0,11.0,2.0,2.0,9.0,2.0,11.0,2.0,4.0,2.0,24.0,4.0,6.0,10.0,3.0,19.0,6.0,25.0,1.0,,10.0,2.0,9.0,6.0,1.0,2.0,1.0,31.0,14.0,17.0,4.0,1.0,0.6923076923076923,0.8181818181818182,1.0,0.15384615384615385,,0.16666666666666666,0.4642857142857143,0.75,0.5454545454545454,0.3902439024390244,0.6,0.3333333333333333,0.4186046511627907,0.6,0.3684210526315789,0.3170731707317073,0.07142857142857142,0.1,1.0,0.7142857142857143,0.26666666666666666,1.0,0.8,0.25,0.1111111111111111,0.8,1.0,1.0,96.22119815668204,15.523809523809524,14.444444444444445,14.785714285714286,13.622222222222222,0.24390243902439024,0.7,0.7777777777777778,0.5714285714285714,0.2682926829268293,0.18181818181818182,0.2,1.0,0.2926829268292683,0.16666666666666666,0.16666666666666666,1.0,0.6,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,,0.5609756097560976,0.18181818181818182,0.48667999999999995,0.500775,0.5288117647058824,0.047619047619047616,0.06896551724137931,0.16216216216216217,0.3783783783783784,8.814285714285715,26.815384615384616,0.40476190476190477,4.0,7.0,1.0,1.0,5.0,3.0,6.0,6.0,0.8333333333333334,0.5,0.17073170731707318,0.5714285714285714,0.5714285714285714,0.2,,1.0,1.0,,,3.0,1.0,2.0,,,0.75,0.024390243902439025,,,,0.05555555555555555,,,2.0,,1.0,1.0,,,2.0,1.0,2.0,2.0,,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.125,1.0,,1.0,,,,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,False
1626171-1626245-201166-203503-2399,1610612741,"Bobby Portis, Cristiano Felicio, Aaron Brooks, Tony Snell, Mike Dunleavy","Portis, Felicio, Brooks, Snell, Dunleavy",1626171-1626245-201166-203503-2399,CHI,70.0,1,1.0,1.0,2.0,2.0,,2.0,1.0,4.0,,,,,,,,,,1.0,,,1.0,1.0,,1.0,2.0,4.0,3.0,1.0,1.0,2.0,,,,,,,2.0,,,,,,1.0,,,1.0,,1.0,,,,2.0,,,,1.0,1.0,1.0,2.0,,,1.0,,1.0,2.0,,1.0,,2.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,,0.5,1.0,,0.6666666666666666,1.0,,0.5,,,1.0,,,,,1.0,,,,,82.28571428571428,23.5,11.5,17.5,11.5,,,,,,,,,0.5,,,,,,,,,,0.5,,0.489425,,,0.3333333333333333,0.5,0.5,,17.1,26.3,,1.0,1.0,,,,,,,,,0.5,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,False
1626171-1626245-201166-203926-2399,1610612741,"Bobby Portis, Cristiano Felicio, Aaron Brooks, Doug McDermott, Mike Dunleavy","Portis, Felicio, Brooks, McDermott, Dunleavy",1626171-1626245-201166-203926-2399,CHI,328.0,2,5.0,2.0,10.0,10.0,,,2.0,20.0,2.0,3.0,1.0,1.0,,,,2.0,,2.0,,,4.0,7.0,1.0,3.0,1.0,12.0,10.0,1.0,1.0,3.0,,,,,,,4.0,4.0,3.0,,2.0,,2.0,,,2.0,1.0,3.0,,1.0,,7.0,2.0,,4.0,1.0,5.0,2.0,7.0,,,3.0,,2.0,2.0,,1.0,,9.0,,,,,0.5,0.6666666666666666,1.0,0.3333333333333333,,0.3333333333333333,0.5714285714285714,1.0,,0.55,1.0,,0.5454545454545454,0.75,,0.3,,,1.0,1.0,0.6666666666666666,,1.0,0.4,0.5,1.0,,,87.80487804878048,17.6,15.2,17.3,14.3,0.3,0.6666666666666666,0.6666666666666666,0.5,0.2,,,,0.2,,,,1.0,1.0,,,,,0.6,,0.5384450000000001,0.4664,,0.09090909090909091,0.125,0.25,,9.142857142857142,25.233333333333334,,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,0.2,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,0.5,0.1,1.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,0.2,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,False
1626171-1626245-201565-202710-203200,1610612741,"Bobby Portis, Cristiano Felicio, Derrick Rose, Jimmy Butler, Justin Holiday","Portis, Felicio, Rose, Butler, Holiday",1626171-1626245-201565-202710-203200,CHI,267.0,1,4.0,-5.0,7.0,8.0,,,1.0,15.0,,,,,,,1.0,1.0,,3.0,,,2.0,3.0,,3.0,,4.0,9.0,1.0,1.0,2.0,,,,,,,,4.0,,,,,3.0,,,,,,,,,,,2.0,,1.0,3.0,1.0,4.0,2.0,1.0,2.0,,,,,,,2.0,,,,,,,,,,,0.6666666666666666,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.5,,,1.0,,,0.6666666666666666,0.6666666666666666,0.25,,,0.6666666666666666,,80.89887640449437,20.714285714285715,15.25,19.0,14.5,,,,,0.16666666666666666,1.0,1.0,,0.5,,,,,,,,,,0.5,,0.4381916666666667,,,,,0.5,,14.833333333333334,25.366666666666664,,1.0,2.0,,,2.0,2.0,2.0,1.0,1.0,,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,False
1626171-1626245-201565-202710-203926,1610612741,"Bobby Portis, Cristiano Felicio, Derrick Rose, Jimmy Butler, Doug McDermott","Portis, Felicio, Rose, Butler, McDermott",1626171-1626245-201565-202710-203926,CHI,218.0,2,4.0,,7.0,8.0,,4.0,1.0,15.0,2.0,3.0,1.0,1.0,,,,2.0,,,,,3.0,7.0,,,2.0,8.0,8.0,1.0,1.0,2.0,,,,,,,4.0,2.0,,,2.0,,,,1.0,2.0,,2.0,,1.0,,4.0,1.0,1.0,2.0,,3.0,1.0,4.0,1.0,1.0,2.0,,1.0,2.0,,,1.0,6.0,,,,,0.6666666666666666,1.0,,,,,0.42857142857142855,1.0,,0.42857142857142855,1.0,,0.5,1.0,,,0.14285714285714285,0.3333333333333333,,0.5,0.25,1.0,0.6,0.25,0.5,,,1.0,99.08256880733946,14.285714285714286,14.75,14.142857142857142,13.5,0.42857142857142855,0.6666666666666666,1.0,0.5,0.2857142857142857,,,,,,,,1.0,1.0,,,,,0.42857142857142855,,0.5754857142857144,0.6235,,,,0.25,,8.942857142857143,,,1.0,2.0,,,,,,2.0,,,0.2857142857142857,0.5,0.5,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,False
1626171-1626245-201565-202710-2399,1610612741,"Bobby Portis, Cristiano Felicio, Derrick Rose, Jimmy Butler, Mike Dunleavy","Portis, Felicio, Rose, Butler, Dunleavy",1626171-1626245-201565-202710-2399,CHI,239.0,2,4.0,-5.0,8.0,8.0,,2.0,,16.0,1.0,1.0,,,,,,1.0,,1.0,,,3.0,5.0,,2.0,,6.0,11.0,,,,,,,,,,4.0,2.0,,,,,1.0,,,2.0,,2.0,,1.0,,4.0,,1.0,1.0,,2.0,,2.0,,,2.0,1.0,,,,,,6.0,,,,,0.6666666666666666,0.6666666666666666,,,,,0.6,,,0.42857142857142855,,,0.42857142857142855,,,0.2857142857142857,,,,0.5,,1.0,0.6666666666666666,,,,1.0,,96.40167364016736,14.625,15.25,14.625,14.875,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,0.14285714285714285,,,,,,,,,,0.42857142857142855,,0.48955714285714286,,,,,,,14.3,24.35,,2.0,3.0,,,,,1.0,,,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,1.0,,,,1.0,1.0,,,,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2016,2015-16,False
