EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,HeaveAttempts,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsPutbacks,Fg3aBlocked,OffTwoPtRebounds,SelfOReb,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,3pt And 1 Free Throw Trips,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
101108-1718-200755-201145-201599,1610612746,"Chris Paul, Paul Pierce, JJ Redick, Jeff Green, DeAndre Jordan","Paul, Pierce, Redick, Green, Jordan",101108-1718-200755-201145-201599,LAC,4230.0,9,70.0,-18.0,139.0,142.0,18.0,19.0,1.0,281.0,29.0,35.0,1.0,1.0,4.0,5.0,9.0,15.0,10.0,22.0,5.0,12.0,1.0,3.0,10.0,32.0,3.0,48.0,72.0,15.0,44.0,14.0,155.0,173.0,1.0,1.0,2.0,5.0,6.0,1.0,6.0,2.0,15.0,52.0,44.0,39.0,6.0,32.0,10.0,4.0,26.0,13.0,39.0,8.0,5.0,18.0,2.0,6.0,91.0,1.0,20.0,27.0,3.0,50.0,1.0,51.0,13.0,7.0,6.0,8.0,2.0,4.0,9.0,1.0,4.0,1.0,1.0,17.0,5.0,22.0,1.0,38.0,2.0,2.0,23.0,1.0,22.0,5.0,1.0,12.0,1.0,11.0,8.0,1.0,2.0,11.0,3.0,1.0,1.0,153.0,15.0,18.0,2.0,0.5416666666666666,0.5416666666666666,0.8666666666666667,0.3409090909090909,0.16666666666666666,0.3409090909090909,0.6666666666666666,1.0,0.8333333333333334,0.6077586206896551,1.0,0.5416666666666666,0.6209677419354839,1.0,0.5769230769230769,0.3793103448275862,0.05555555555555555,0.05714285714285714,0.13333333333333333,0.47058823529411764,1.0,0.6136363636363636,0.625,0.034482758620689655,0.618421052631579,0.018867924528301886,0.045454545454545456,0.6,0.6428571428571429,0.6,0.625,0.625,95.65957446808511,0.2727272727272727,14.06474820143885,16.02112676056338,14.043165467625899,14.894366197183098,0.3017241379310345,0.8285714285714286,0.8787878787878788,0.6206896551724138,0.12931034482758622,0.6,0.6923076923076923,0.2222222222222222,0.1896551724137931,0.45454545454545453,0.45454545454545453,0.6,0.10344827586206896,0.4166666666666667,0.4166666666666667,1.0,0.27586206896551724,0.3125,0.3125,0.8,1.0,1.0,0.4166666666666667,0.8,0.25,0.3333333333333333,0.25,0.6810344827586207,0.3125,0.5262280172413794,0.6442166666666667,0.0975609756097561,0.1518987341772152,0.012903225806451613,0.0967741935483871,8.208333333333334,25.329545454545453,0.12949640287769784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2016,2015-16,False
101108-1718-200755-201145-201933,1610612746,"Chris Paul, Paul Pierce, JJ Redick, Jeff Green, Blake Griffin","Paul, Pierce, Redick, Green, Griffin",101108-1718-200755-201145-201933,LAC,13.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2016,2015-16,False
101108-1718-200755-201145-2037,1610612746,"Chris Paul, Paul Pierce, JJ Redick, Jeff Green, Jamal Crawford","Paul, Pierce, Redick, Green, Crawford",101108-1718-200755-201145-2037,LAC,28.0,1,,3.0,1.0,2.0,1.0,2.0,,3.0,,,,,,,,,,,,,,,1.0,2.0,2.0,,,1.0,2.0,,3.0,,,,,,,1.0,2.0,,3.0,,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,1.0,0.5,0.5,1.0,,,,0.75,,0.75,0.75,,0.75,1.0,,,,,1.0,,,,,,,,,,,,154.28571428571428,,20.0,4.0,20.0,4.0,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,1.0,1.0,1.0,0.4275,0.4275,,,,1.0,,42.95,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2016,2015-16,False
101108-1718-200755-201599-201601,1610612746,"Chris Paul, Paul Pierce, JJ Redick, DeAndre Jordan, Luc Mbah a Moute","Paul, Pierce, Redick, Jordan, Mbah a Moute",101108-1718-200755-201599-201601,LAC,22497.0,32,375.0,79.0,717.0,720.0,92.0,121.0,79.0,1437.0,100.0,155.0,21.0,32.0,9.0,18.0,22.0,72.0,79.0,173.0,15.0,44.0,1.0,4.0,87.0,209.0,21.0,201.0,400.0,102.0,253.0,108.0,816.0,737.0,28.0,51.0,86.0,18.0,42.0,11.0,25.0,34.0,103.0,234.0,168.0,261.0,45.0,209.0,87.0,27.0,117.0,87.0,204.0,72.0,15.0,70.0,9.0,38.0,495.0,36.0,96.0,194.0,13.0,303.0,88.0,391.0,48.0,29.0,19.0,45.0,18.0,29.0,47.0,7.0,16.0,,3.0,92.0,17.0,59.0,4.0,132.0,12.0,8.0,150.0,15.0,156.0,12.0,6.0,59.0,16.0,35.0,22.0,3.0,10.0,38.0,22.0,2.0,1.0,730.0,103.0,92.0,9.0,0.582089552238806,0.6190476190476191,0.8529411764705882,0.4031620553359684,0.44,0.4031620553359684,0.5025,0.5490196078431373,0.42857142857142855,0.5421133231240429,0.5202702702702703,0.5149253731343284,0.5631944444444444,0.5308641975308642,0.5852272727272727,0.3874425727411945,0.0675,0.11612903225806452,0.09722222222222222,0.4891304347826087,1.0,0.7348484848484849,0.768,0.24,0.7455012853470437,0.2521489971346705,0.24793388429752067,0.6707317073170732,0.7191011235955056,0.8064516129032258,0.7790697674418605,0.7435897435897436,91.9802640352047,0.5789473684210527,15.608089260808926,15.702777777777778,14.90097629009763,14.927777777777777,0.23736600306278713,0.6451612903225806,0.7299270072992701,0.7,0.11026033690658499,0.3055555555555556,0.3384615384615385,0.4090909090909091,0.2649310872894334,0.45664739884393063,0.4619883040935672,0.4810126582278481,0.06738131699846861,0.3409090909090909,0.3409090909090909,1.0,0.32006125574272587,0.41626794258373206,0.4223300970873786,0.8275862068965517,0.43243243243243246,0.65625,0.26865671641791045,0.5,0.05970149253731343,0.25,0.31343283582089554,0.6248085758039816,0.41626794258373206,0.5131304314329738,0.5057075757575757,0.08948863636363637,0.1319910514541387,0.1053921568627451,0.12622549019607843,10.20125,25.120158102766798,0.12831241283124128,10.0,,0.47619047619047616,2.0,3.0,5.0,20.0,7.0,23.0,9.0,24.0,3.0,52.0,14.0,4.0,2.0,3.0,8.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,13.0,0.30434782608695654,0.011857707509881422,0.011560693641618497,0.014354066985645933,0.2613065326633166,0.3090909090909091,0.36,0.18085106382978725,0.20689655172413793,0.0438871473354232,0.3333333333333333,0.04054054054054054,0.6666666666666666,1.0,0.2702702702702703,0.25,0.8,0.523658,0.01556420233463035,,,,,,,1610612746,2016,2015-16,False
101108-1718-200755-201599-201933,1610612746,"Chris Paul, Paul Pierce, JJ Redick, DeAndre Jordan, Blake Griffin","Paul, Pierce, Redick, Jordan, Griffin",101108-1718-200755-201599-201933,LAC,2219.0,12,37.0,,72.0,74.0,12.0,21.0,4.0,146.0,7.0,10.0,,,1.0,1.0,1.0,4.0,8.0,18.0,2.0,6.0,,,8.0,21.0,5.0,16.0,32.0,10.0,27.0,17.0,79.0,79.0,,1.0,1.0,1.0,3.0,2.0,5.0,7.0,15.0,24.0,8.0,30.0,,21.0,8.0,1.0,12.0,10.0,22.0,8.0,2.0,6.0,,6.0,54.0,,10.0,18.0,4.0,32.0,4.0,36.0,1.0,,1.0,5.0,,3.0,3.0,,2.0,,,8.0,1.0,4.0,,14.0,2.0,1.0,24.0,1.0,21.0,1.0,1.0,8.0,1.0,4.0,2.0,,2.0,4.0,3.0,,,78.0,15.0,12.0,,0.75,0.75,1.0,0.37037037037037035,0.4,0.37037037037037035,0.5,,0.3333333333333333,0.5254237288135594,,0.5,0.5735294117647058,0.125,0.625,0.4576271186440678,0.03125,0.1,,0.625,1.0,0.72,0.9090909090909091,,0.7777777777777778,0.12121212121212122,,0.5,0.75,0.8181818181818182,0.9,1.0,94.74538080216314,0.75,15.0,15.391891891891891,14.569444444444445,14.675675675675675,0.1694915254237288,0.7,0.7777777777777778,0.8571428571428571,0.06779661016949153,0.25,0.25,,0.3050847457627119,0.4444444444444444,0.4444444444444444,0.75,0.1016949152542373,0.3333333333333333,0.3333333333333333,1.0,0.3559322033898305,0.38095238095238093,0.38095238095238093,1.0,,,0.125,1.0,,,0.625,0.6271186440677966,0.38095238095238093,0.4915966101694915,0.5219875,0.13432835820895522,0.20512820512820512,0.012658227848101266,0.189873417721519,11.734375,25.3037037037037,0.16666666666666666,2.0,,0.4,,,,2.0,,2.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,,1.0,,,,1.0,1.0,,,,,,0.25,1.0,,0.1,,0.03125,,,,,0.6666666666666666,,,0.4715666666666667,0.03571428571428571,,,,,,,1610612746,2016,2015-16,False
101108-1718-200755-201599-202325,1610612746,"Chris Paul, Paul Pierce, JJ Redick, DeAndre Jordan, Wesley Johnson","Paul, Pierce, Redick, Jordan, Johnson",101108-1718-200755-201599-202325,LAC,443.0,5,7.0,-4.0,14.0,16.0,10.0,11.0,2.0,30.0,,2.0,,,,1.0,,,3.0,5.0,,1.0,,,1.0,5.0,3.0,3.0,7.0,1.0,6.0,1.0,10.0,14.0,,,,2.0,5.0,1.0,3.0,,7.0,2.0,4.0,3.0,,5.0,1.0,,1.0,1.0,2.0,1.0,,,,1.0,5.0,1.0,1.0,5.0,,6.0,2.0,8.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,4.0,,4.0,,,3.0,,4.0,,,1.0,1.0,,,,,,,,,10.0,7.0,10.0,,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.42857142857142855,,0.4,0.34615384615384615,,0.4375,0.3333333333333333,,0.3888888888888889,0.46153846153846156,,,,1.0,,0.7142857142857143,0.5,0.2,0.6666666666666666,0.2222222222222222,,0.5,1.0,0.5,1.0,,97.51693002257336,,14.357142857142858,15.125,11.928571428571429,14.1875,0.15384615384615385,,,,,,,,0.38461538461538464,0.6,0.6,0.3333333333333333,0.07692307692307693,,,,0.38461538461538464,0.2,0.2,1.0,,,0.125,,,,0.375,0.6153846153846154,0.2,0.5208423076923077,0.4766375,0.07142857142857142,0.125,,0.7,14.014285714285714,24.816666666666666,0.7142857142857143,1.0,,0.3333333333333333,,,,2.0,,2.0,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,0.16666666666666666,,,0.25,0.5,,,1.0,,,,,,1.0,,,0.44775,,1.0,,,,,,1610612746,2016,2015-16,False
101108-1718-200755-201599-202362,1610612746,"Chris Paul, Paul Pierce, JJ Redick, DeAndre Jordan, Lance Stephenson","Paul, Pierce, Redick, Jordan, Stephenson",101108-1718-200755-201599-202362,LAC,292.0,4,5.0,-15.0,10.0,12.0,,8.0,2.0,22.0,,4.0,,2.0,,,,,1.0,3.0,,,,,,2.0,,1.0,7.0,,2.0,,2.0,17.0,,2.0,,,,,,,,,2.0,,,2.0,,2.0,,,,,,,,,,,1.0,1.0,,2.0,2.0,4.0,2.0,2.0,,1.0,1.0,,2.0,,1.0,,,3.0,,4.0,,5.0,,1.0,3.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,2.0,,,,,,,,,,0.14285714285714285,,,0.1111111111111111,,,0.1111111111111111,,,0.2222222222222222,0.2857142857142857,0.5,,0.3333333333333333,,1.0,1.0,,1.0,0.25,,1.0,,,,1.0,108.49315068493152,1.0,16.8,10.333333333333334,16.0,10.333333333333334,0.4444444444444444,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,0.2222222222222222,,,,1.0,,,,,,,0.6666666666666666,,0.4569277777777778,,,,,,9.142857142857142,26.2,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,0.46065,,,,,,,,1610612746,2016,2015-16,False
101108-1718-200755-201599-203085,1610612746,"Chris Paul, Paul Pierce, JJ Redick, DeAndre Jordan, Austin Rivers","Paul, Pierce, Redick, Jordan, Rivers",101108-1718-200755-201599-203085,LAC,918.0,7,15.0,3.0,30.0,29.0,8.0,10.0,3.0,59.0,4.0,6.0,1.0,2.0,1.0,2.0,2.0,6.0,3.0,4.0,,1.0,,,3.0,13.0,3.0,9.0,16.0,3.0,14.0,6.0,33.0,30.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,2.0,11.0,6.0,12.0,3.0,6.0,13.0,3.0,,3.0,1.0,4.0,1.0,,2.0,,1.0,9.0,1.0,6.0,5.0,1.0,12.0,4.0,16.0,2.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,4.0,1.0,8.0,,,5.0,,7.0,1.0,,3.0,1.0,3.0,2.0,,1.0,3.0,1.0,,,30.0,11.0,8.0,1.0,0.3333333333333333,0.375,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.21428571428571427,0.5625,0.3333333333333333,0.6,0.45,0.3333333333333333,0.5625,0.5,0.375,0.6111111111111112,0.4666666666666667,,,,,1.0,0.5555555555555556,0.75,0.09090909090909091,0.6470588235294118,0.2222222222222222,0.1,0.25,1.0,,1.0,0.3333333333333333,92.54901960784314,0.3333333333333333,16.733333333333334,14.344827586206897,16.533333333333335,13.03448275862069,0.2,0.6666666666666666,0.6666666666666666,0.5,0.2,0.3333333333333333,0.3333333333333333,,0.13333333333333333,0.75,0.75,0.3333333333333333,0.03333333333333333,,,,0.43333333333333335,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.6666666666666666,0.5,0.25,0.5,,,0.375,0.6666666666666666,0.23076923076923078,0.49418666666666666,0.4865625,0.09375,0.16666666666666666,0.09090909090909091,0.3333333333333333,8.46875,25.035714285714285,0.26666666666666666,1.0,,0.3333333333333333,,,,,,,1.0,2.0,,3.0,1.0,,,,,1.0,,,,,,,1.0,,,,,0.42857142857142855,0.5,0.5,,,0.05555555555555555,,,,,,,,0.464,,,,,,,,1610612746,2016,2015-16,False
101108-1718-200755-201599-2037,1610612746,"Chris Paul, Paul Pierce, JJ Redick, DeAndre Jordan, Jamal Crawford","Paul, Pierce, Redick, Jordan, Crawford",101108-1718-200755-201599-2037,LAC,4643.0,34,77.0,43.0,165.0,156.0,62.0,77.0,7.0,321.0,21.0,27.0,2.0,3.0,6.0,10.0,6.0,15.0,22.0,42.0,3.0,5.0,1.0,2.0,13.0,27.0,10.0,49.0,84.0,16.0,32.0,48.0,194.0,151.0,2.0,3.0,5.0,13.0,30.0,6.0,12.0,29.0,73.0,56.0,42.0,42.0,6.0,27.0,13.0,6.0,28.0,14.0,42.0,11.0,3.0,13.0,2.0,13.0,98.0,3.0,16.0,38.0,6.0,60.0,8.0,68.0,21.0,13.0,8.0,17.0,4.0,11.0,8.0,,6.0,,,25.0,5.0,8.0,1.0,29.0,4.0,1.0,49.0,5.0,71.0,2.0,2.0,15.0,17.0,3.0,3.0,,,3.0,3.0,1.0,,189.0,69.0,60.0,8.0,0.5714285714285714,0.5833333333333334,0.875,0.5,0.5,0.5,0.5833333333333334,0.6666666666666666,0.43333333333333335,0.6293103448275862,0.6666666666666666,0.5238095238095238,0.6486486486486487,0.4166666666666667,0.5901639344262295,0.27586206896551724,0.07142857142857142,0.037037037037037035,0.2,0.68,1.0,0.8837209302325582,0.7619047619047619,0.1875,0.84375,0.1568627450980392,0.21428571428571427,0.9090909090909091,0.7333333333333333,1.0,0.8823529411764706,0.25,99.55632134395864,1.0,14.175757575757576,14.76923076923077,13.981818181818182,14.647435897435898,0.23275862068965517,0.7777777777777778,0.8076923076923077,0.6190476190476191,0.12931034482758622,0.4,0.5,0.3333333333333333,0.3620689655172414,0.5238095238095238,0.55,0.5909090909090909,0.04310344827586207,0.6,0.6,1.0,0.23275862068965517,0.48148148148148145,0.48148148148148145,0.8461538461538461,1.0,0.6666666666666666,0.23809523809523808,0.6,0.047619047619047616,0.5,0.23809523809523808,0.5086206896551724,0.48148148148148145,0.46917715517241376,0.44906309523809523,0.13740458015267176,0.15463917525773196,0.02577319587628866,0.37628865979381443,11.080952380952382,25.587500000000002,0.37575757575757573,5.0,,0.5,,,,,,,1.0,2.0,,5.0,,2.0,1.0,1.0,,2.0,3.0,,,,2.0,,9.0,,,0.047619047619047616,,0.14285714285714285,,0.1111111111111111,0.2,,,,,,,,,,0.3245,0.08823529411764706,,1.0,,,,,1610612746,2016,2015-16,False
101108-1718-200755-201599-2746,1610612746,"Chris Paul, Paul Pierce, JJ Redick, DeAndre Jordan, Josh Smith","Paul, Pierce, Redick, Jordan, Smith",101108-1718-200755-201599-2746,LAC,60.0,1,1.0,,1.0,1.0,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,48.0,,17.0,43.0,17.0,40.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.3961,,,,,,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2016,2015-16,False
