EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyDefPoss,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,FtPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,FTDefRebounds,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyTsPct,DefFTReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceOffPoss,LongMidRangeFGM,Corner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Loose Ball Fouls,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,OffAtRimReboundPct,SecondChanceFtPoints,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Offensive Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceAtRimFGA,Blocked3s,BlockedCorner3,SecondChanceAtRimFrequency,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Travels,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,BlockedArc3,SecondChanceCorner3Frequency,HeaveAttempts,SecondChanceAtRimFGM,PtsPutbacks,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,ThreePtShootingFoulsDrawn,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedShortMidRange,SecondChanceCorner3FGM,Fg3aBlocked,DefensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101112-201567-202681-202697-203521,1610612739,"Channing Frye, Kevin Love, Kyrie Irving, Iman Shumpert, Matthew Dellavedova","Frye, Love, Irving, Shumpert, Dellavedova",101112-201567-202681-202697-203521,CLE,349.0,2,6.0,-3.0,12.0,10.0,22.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,2.0,4.0,14.0,17.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,14.0,0.5,0.5,0.5,0.5,0.5,0.8,0.7777777777777778,0.7777777777777778,0.4444444444444444,0.6666666666666666,1.0,0.8,1.0,0.5,1.0,90.77363896848138,0.5,15.583333333333334,16.2,15.583333333333334,15.8,0.3333333333333333,1.0,1.0,0.3333333333333333,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,0.4444444444444444,0.5,0.5,0.5,0.7777777777777778,0.5,0.5429888888888889,6.42,25.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,True
101112-201567-202681-202697-2210,1610612739,"Channing Frye, Kevin Love, Kyrie Irving, Iman Shumpert, Richard Jefferson","Frye, Love, Irving, Shumpert, Jefferson",101112-201567-202681-202697-2210,CLE,15.0,1,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,10.0,,10.0,,,,,,,,,,1.0,,,,,,,0.3344,18.8,,1.0,1.0,1.0,0.3344,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,True
101112-201567-202681-202697-2544,1610612739,"Channing Frye, Kevin Love, Kyrie Irving, Iman Shumpert, LeBron James","Frye, Love, Irving, Shumpert, James",101112-201567-202681-202697-2544,CLE,326.0,4,5.0,-8.0,11.0,11.0,22.0,,1.0,,2.0,2.0,1.0,3.0,,5.0,1.0,5.0,4.0,12.0,,,3.0,,3.0,1.0,,1.0,1.0,1.0,,,3.0,,3.0,4.0,4.0,,,,3.0,,2.0,,,,,,4.0,,,1.0,0.2,0.2,,0.15,0.18181818181818182,0.5,1.0,,0.75,1.0,1.0,,97.17791411042944,,15.0,14.636363636363637,15.0,14.545454545454545,0.1,,,,0.2,,,,0.2,0.3,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.458165,12.040000000000001,25.4,4.0,1.0,4.0,0.41425,0.36363636363636365,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.125,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,True
101112-201567-202681-2544-2747,1610612739,"Channing Frye, Kevin Love, Kyrie Irving, LeBron James, JR Smith","Frye, Love, Irving, James, Smith",101112-201567-202681-2544-2747,CLE,1539.0,9,26.0,-7.0,47.0,52.0,99.0,7.0,9.0,4.0,8.0,8.0,5.0,11.0,14.0,25.0,7.0,16.0,52.0,59.0,14.0,14.0,21.0,,11.0,5.0,7.0,7.0,14.0,5.0,3.0,2.0,35.0,11.0,7.0,19.0,22.0,,,7.0,8.0,,4.0,5.0,5.0,,5.0,3.0,44.0,0.5,0.5,1.0,0.4375,0.4375,0.56,0.5975609756097561,0.6046511627906976,0.3902439024390244,0.5833333333333334,0.7857142857142857,0.6923076923076923,0.4444444444444444,1.0,0.625,92.63157894736842,0.6,14.872340425531915,16.153846153846153,13.893617021276595,15.403846153846153,0.21951219512195122,0.7777777777777778,0.875,0.42857142857142855,0.1951219512195122,0.5,0.5714285714285714,0.5,0.1951219512195122,0.2682926829268293,0.45454545454545453,0.45454545454545453,1.0,0.6097560975609756,0.45454545454545453,0.5341341463414634,9.54,24.45625,5.0,4.0,5.0,0.46687,0.10638297872340426,10.0,5.0,,1.0,3.0,1.0,,9.0,1.0,,4.0,2.0,9.0,1.0,0.9,1.0,1.0,0.12195121951219512,,0.2,0.046511627906976744,0.07407407407407407,0.17307692307692307,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,8.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,3.0,2.0,7.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,1.0,0.9,1.0,0.08,0.1111111111111111,0.125,1.0,0.2727272727272727,0.15,0.25,0.4,1.0,0.05555555555555555,0.375,0.375,0.6666666666666666,0.4,0.4,1.0,0.5,1.0,1.0,1.0,0.473575,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,True
101112-201567-202697-203521-2210,1610612739,"Channing Frye, Kevin Love, Iman Shumpert, Matthew Dellavedova, Richard Jefferson","Frye, Love, Shumpert, Dellavedova, Jefferson",101112-201567-202697-203521-2210,CLE,29.0,1,,2.0,1.0,1.0,2.0,,,,,1.0,,,1.0,1.0,,,2.0,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,1.0,1.0,1.0,,0.5,,0.5,1.0,,,99.3103448275862,,22.0,7.0,22.0,6.0,,,,,,,,,1.0,,,,,,,0.3565,18.1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,True
101112-201567-202697-203521-2544,1610612739,"Channing Frye, Kevin Love, Iman Shumpert, Matthew Dellavedova, LeBron James","Frye, Love, Shumpert, Dellavedova, James",101112-201567-202697-203521-2544,CLE,222.0,1,4.0,1.0,6.0,6.0,12.0,,2.0,,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,5.0,4.0,2.0,,3.0,,3.0,1.0,1.0,1.0,2.0,1.0,,,5.0,1.0,2.0,3.0,4.0,,,,3.0,,1.0,1.0,1.0,,1.0,,5.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.6666666666666666,1.0,0.75,0.5,,1.0,77.83783783783784,,18.0,19.0,16.166666666666668,16.333333333333332,0.2857142857142857,,,,0.14285714285714285,,,,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.3333333333333333,0.5336214285714286,6.75,25.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,0.2,,,,0.2,1.0,1.0,1.0,,,,1.0,,,,0.51675,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,True
101112-201567-202697-203521-2747,1610612739,"Channing Frye, Kevin Love, Iman Shumpert, Matthew Dellavedova, JR Smith","Frye, Love, Shumpert, Dellavedova, Smith",101112-201567-202697-203521-2747,CLE,65.0,1,1.0,-4.0,3.0,2.0,5.0,,,,,2.0,,,,2.0,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,0.3333333333333333,,,,,,,,110.76923076923077,,17.333333333333332,6.5,17.333333333333332,6.5,,,,,,,,,1.0,,,,,,,0.40845,18.45,,,,,,,2.0,,,,2.0,,,,,,2.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,True
101112-201567-203521-2544-2747,1610612739,"Channing Frye, Kevin Love, Matthew Dellavedova, LeBron James, JR Smith","Frye, Love, Dellavedova, James, Smith",101112-201567-203521-2544-2747,CLE,162.0,2,3.0,3.0,5.0,5.0,10.0,1.0,1.0,,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,6.0,3.0,,2.0,,3.0,2.0,1.0,,,,,,,,3.0,,3.0,4.0,,,1.0,,,1.0,,,,,,5.0,,,,0.5,0.5,0.5,0.625,0.6,0.5,,0.75,0.75,,,0.75,88.88888888888889,,13.8,18.6,13.2,17.4,0.25,1.0,1.0,,0.25,,,,,0.5,0.5,0.5,,0.75,0.5,0.3544375,4.85,26.35,4.0,1.0,4.0,0.3567833333333333,0.8,2.0,,,2.0,1.0,2.0,1.0,4.0,,,2.0,1.0,4.0,,0.5,,,,,0.6666666666666666,0.2,0.3333333333333333,0.6666666666666666,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,0.5,,,,0.5,0.5,0.5,,1.0,1.0,,0.5,,,,,,,,,,,,,,0.5,,0.16666666666666666,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,True
101112-202389-202681-202697-2544,1610612739,"Channing Frye, Timofey Mozgov, Kyrie Irving, Iman Shumpert, LeBron James","Frye, Mozgov, Irving, Shumpert, James",101112-202389-202681-202697-2544,CLE,7.0,1,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,411.42857142857144,,2.0,5.0,,5.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,True
101112-202389-202681-202697-2747,1610612739,"Channing Frye, Timofey Mozgov, Kyrie Irving, Iman Shumpert, JR Smith","Frye, Mozgov, Irving, Shumpert, Smith",101112-202389-202681-202697-2747,CLE,112.0,1,2.0,-6.0,3.0,4.0,7.0,,1.0,,,,1.0,2.0,,1.0,1.0,2.0,4.0,10.0,,,3.0,,2.0,1.0,,1.0,1.0,1.0,,,3.0,,,,1.0,,1.0,1.0,2.0,1.0,2.0,,,,,,3.0,,,1.0,0.5,0.5,,0.5,0.5,0.6666666666666666,,,,,,,90.0,,17.333333333333332,15.0,17.333333333333332,15.0,0.3333333333333333,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,1.0,0.5,0.60485,0.5,25.15,1.0,,1.0,0.564975,0.3333333333333333,,,,2.0,1.0,2.0,1.0,4.0,,,2.0,,4.0,,0.6666666666666666,,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,0.5,,,,0.75,0.5,,,,,,0.5,,,,,,,,,,,,,,0.5,,0.25,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,True
