EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,HeaveAttempts,FG3APct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,Minutes,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,ShortMidRangeAssists,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,PenaltyShotQualityAvg,FTDefRebounds,DefFTReboundPct,FTOffRebounds,LostBallSteals,BadPassTurnovers,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,DefCorner3ReboundPct,OffThreePtRebounds,Blocked3s,BlockedArc3,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyCorner3FGA,Charge Fouls,PenaltyCorner3Frequency,PenaltyTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg2aBlocked,BlockingFouls,FG2APctBlocked,AtRimPctBlocked,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Travels,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsUnassisted3s,Loose Ball Fouls,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3FGM,ShortMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceTurnovers,LostBallOutOfBoundsTurnovers,BlockingFoulsDrawn,SecondChanceAtRimPctAssisted,BadPassOutOfBoundsTurnovers,team_id,year,season,team_vs
1891-201147-201563-201935-2746,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, James Harden, Josh Smith","Terry, Brewer, Beasley, Harden, Smith",1891-201147-201563-201935-2746,HOU,16.0,1,-1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,270.0,3.0,10.0,3.0,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
1891-201147-201563-201935-2772,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, James Harden, Trevor Ariza","Terry, Brewer, Beasley, Harden, Ariza",1891-201147-201563-201935-2772,HOU,20.0,1,-3.0,,1.0,,1.0,1.0,,,3.0,,,,,,,,,,,72.0,,18.0,,18.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
1891-201147-201563-201976-2730,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, Patrick Beverley, Dwight Howard","Terry, Brewer, Beasley, Beverley, Howard",1891-201147-201563-201976-2730,HOU,714.0,3,,23.0,22.0,,,45.0,3.0,24.0,24.0,,,9.0,3.0,,22.0,,,0.5217391304347826,,90.7563025210084,16.869565217391305,14.818181818181818,16.26086956521739,14.090909090909092,,,7.0,,10.0,,,0.45454545454545453,0.3181818181818182,,0.6363636363636364,24.98,12.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0,6.0,12.0,3.0,1.0,2.0,1.0,2.0,8.0,4.0,9.0,2.0,7.0,3.0,4.0,3.0,7.0,3.0,2.0,2.0,17.0,3.0,2.0,5.0,7.0,3.0,10.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,0.6666666666666666,0.8,1.0,0.3,0.3,0.5,0.5,0.4772727272727273,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.5,0.23076923076923078,1.0,0.3333333333333333,0.5,0.25,0.5,1.0,0.6666666666666666,0.07692307692307693,0.25,0.18181818181818182,0.75,0.75,0.6666666666666666,0.18181818181818182,0.25,0.25,0.18181818181818182,0.5,0.5,1.0,0.13636363636363635,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,1.0,0.3333333333333333,0.42857142857142855,0.4757795454545455,0.49415000000000003,0.08695652173913043,0.15384615384615385,0.08333333333333333,9.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
1891-201147-201563-202726-2772,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, Andrew Goudelock, Trevor Ariza","Terry, Brewer, Beasley, Goudelock, Ariza",1891-201147-201563-202726-2772,HOU,12.0,1,,,1.0,,1.0,1.0,,,,,,,,,,,,,,120.0,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
1891-201147-201935-203991-2746,1610612745,"Jason Terry, Corey Brewer, James Harden, Clint Capela, Josh Smith","Terry, Brewer, Harden, Capela, Smith",1891-201147-201935-203991-2746,HOU,137.0,1,2.0,4.0,5.0,2.0,,9.0,,7.0,5.0,,5.0,2.0,2.0,1.0,7.0,5.0,2.0,0.7,0.8333333333333334,94.59854014598541,16.5,14.2,16.5,14.2,0.7142857142857143,0.5,1.0,1.0,1.0,1.0,,0.25,0.25,0.5,0.75,25.2,2.0,,1.0,2.0,,,1.0,1.0,,,,1.0,,2.0,3.0,1.0,,,,,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,5.0,,,2.0,2.0,,2.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,,0.875,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,0.5,0.5,0.5,,0.25,1.0,1.0,,,,,,1.0,1.0,1.0,,,,1.0,0.5133625,,,,,2.733333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.0,0.5,1.0,1.0,0.649625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
1891-201147-201935-2730-2746,1610612745,"Jason Terry, Corey Brewer, James Harden, Dwight Howard, Josh Smith","Terry, Brewer, Harden, Howard, Smith",1891-201147-201935-2730-2746,HOU,129.0,1,-4.0,3.0,4.0,,,7.0,,2.0,6.0,,,,,,2.0,,,0.5,,78.13953488372093,20.333333333333332,17.0,20.333333333333332,16.75,,,,,,,,,,,0.5,,2.0,,1.0,1.0,,,,,,1.0,,,,1.0,2.0,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,2.0,,,,1.0,,1.0,,,,,1.0,,1.0,2.0,3.0,1.0,,,,,,,,,,1.0,1.0,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,0.5,,,,,,,,,,,,0.49145,,,,,8.6,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
1891-201147-201935-2730-2772,1610612745,"Jason Terry, Corey Brewer, James Harden, Dwight Howard, Trevor Ariza","Terry, Brewer, Harden, Howard, Ariza",1891-201147-201935-2730-2772,HOU,286.0,1,8.0,11.0,11.0,6.0,2.0,22.0,,14.0,6.0,,7.0,5.0,2.0,1.0,14.0,7.0,6.0,0.6363636363636364,0.5,110.76923076923077,12.545454545454545,13.454545454545455,11.909090909090908,13.090909090909092,0.5,0.5454545454545454,2.0,1.0,2.0,1.0,,0.2,0.2,0.16666666666666666,0.5,25.65,5.0,1.0,3.0,3.0,,,,3.0,1.0,2.0,,2.0,,4.0,8.0,2.0,,1.0,,,6.0,2.0,6.0,,2.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,12.0,,2.0,2.0,4.0,1.0,5.0,,2.0,1.0,1.0,,,1.0,,3.0,,,1.0,,,,,,,,0.75,0.75,1.0,1.0,1.0,0.5,,0.7,,,1.0,0.6666666666666666,,1.0,0.8,,,,,0.6666666666666666,,,1.0,,,0.3,1.0,1.0,0.6666666666666666,0.3,,,0.2,0.5,0.5,1.0,,1.0,1.0,1.0,,,,1.0,0.5234,0.4872,,,,9.0875,1.0,1.0,1.0,2.0,5.0,1.0,,1.0,1.0,0.4,0.5833333333333334,,0.16666666666666666,1.0,1.0,0.50445,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
1891-201147-201976-2730-2772,1610612745,"Jason Terry, Corey Brewer, Patrick Beverley, Dwight Howard, Trevor Ariza","Terry, Brewer, Beverley, Howard, Ariza",1891-201147-201976-2730-2772,HOU,95.0,1,,3.0,3.0,,,6.0,,2.0,2.0,,,,,,2.0,,,0.25,,90.94736842105263,18.333333333333332,13.333333333333334,17.666666666666668,10.666666666666666,,,1.0,,2.0,,,0.5,0.25,,0.5,24.55,2.0,,,,,,,,1.0,2.0,1.0,,,1.0,2.0,,,,,,2.0,,,,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,1.0,1.0,,2.0,2.0,1.0,1.0,,,,0.5,,0.25,,,,1.0,,0.5,0.6666666666666666,0.3333333333333333,,,,1.0,,,0.5,,1.0,,,,,,,,0.5,0.5,0.5,1.0,0.25,,,,,,,,0.478325,,,,,19.55,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
1891-201147-202726-2730-2772,1610612745,"Jason Terry, Corey Brewer, Andrew Goudelock, Dwight Howard, Trevor Ariza","Terry, Brewer, Goudelock, Howard, Ariza",1891-201147-202726-2730-2772,HOU,20.0,1,2.0,1.0,,1.0,,1.0,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,72.0,20.0,,20.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
1891-201563-201935-201976-203991,1610612745,"Jason Terry, Michael Beasley, James Harden, Patrick Beverley, Clint Capela","Terry, Beasley, Harden, Beverley, Capela",1891-201563-201935-201976-203991,HOU,128.0,1,3.0,3.0,4.0,,,7.0,,4.0,1.0,,,1.0,,,4.0,,,0.6666666666666666,,78.75,18.666666666666668,18.0,18.666666666666668,17.75,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,1.0,2.0,,,,2.0,3.0,,,,,,2.0,2.0,,,,,1.0,,1.0,,,1.0,2.0,,,1.0,2.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,0.5,0.5,,,,0.6666666666666666,,0.6666666666666666,,,,0.5,,,0.5,,,,,0.5,,,,,,,,,,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,0.3756333333333333,,,,,14.133333333333333,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,True
