EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FoulsDrawn,Offensive Fouls Drawn,FirstChancePoints,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,PenaltyOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,AtRimAssists,OffThreePtRebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyArc3FGA,PenaltyFG3A,ShortMidRangeAssists,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,LiveBallTurnoverPct,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffShortMidRangeReboundPct,LostBallOutOfBoundsTurnovers,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,FTDefRebounds,DefFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,LongMidRangeAssists,LongMidRangePctAssisted,OffCorner3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveMakes,HeaveAttempts,StepOutOfBoundsTurnovers,BlockingFouls,Arc3PctBlocked,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Charge Fouls Drawn,OffFTReboundPct,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,Travels,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101112-201567-202681-202697-203521,1610612739,"Channing Frye, Kevin Love, Kyrie Irving, Iman Shumpert, Matthew Dellavedova","Frye, Love, Irving, Shumpert, Dellavedova",101112-201567-202681-202697-203521,CLE,349.0,2,6.0,3.0,10.0,12.0,1.0,22.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,4.0,5.0,7.0,17.0,14.0,1.0,1.0,3.0,2.0,9.0,6.0,6.0,4.0,2.0,3.0,3.0,2.0,1.0,9.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,14.0,0.6,0.7142857142857143,1.0,0.7142857142857143,0.25,0.7727272727272727,1.5,0.7727272727272727,1.5,0.6363636363636364,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.2,0.5,1.0,1.0,90.77363896848138,16.2,15.583333333333334,15.8,15.583333333333334,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.5,0.09090909090909091,1.0,1.0,1.0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,0.7272727272727273,0.6666666666666666,0.5044681818181819,0.60045,0.17647058823529413,14.075,24.714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,False
101112-201567-202681-202697-2210,1610612739,"Channing Frye, Kevin Love, Kyrie Irving, Iman Shumpert, Richard Jefferson","Frye, Love, Irving, Shumpert, Jefferson",101112-201567-202681-202697-2210,CLE,15.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,96.0,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,False
101112-201567-202681-202697-2544,1610612739,"Channing Frye, Kevin Love, Kyrie Irving, Iman Shumpert, LeBron James","Frye, Love, Irving, Shumpert, James",101112-201567-202681-202697-2544,CLE,326.0,4,5.0,8.0,11.0,11.0,1.0,22.0,6.0,,1.0,,,,,,1.0,5.0,8.0,,1.0,12.0,4.0,,,2.0,6.0,,,1.0,,,,2.0,,,4.0,,4.0,5.0,9.0,1.0,10.0,2.0,3.0,,10.0,,,,,0.625,0.5555555555555556,1.0,0.6,1.0,0.1111111111111111,,,,1.0,,1.0,1.0,0.25,,1.0,1.0,97.17791411042944,14.636363636363637,15.0,14.545454545454545,15.0,0.6666666666666666,0.1111111111111111,,,,,,,0.1111111111111111,,,,,,,0.7777777777777778,,0.5557,,0.16666666666666666,4.475,25.5,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,0.4,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.4,0.1111111111111111,1.0,1.0,1.0,1.0,0.7242,0.3333333333333333,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,False
101112-201567-202681-2544-2747,1610612739,"Channing Frye, Kevin Love, Kyrie Irving, LeBron James, JR Smith","Frye, Love, Irving, James, Smith",101112-201567-202681-2544-2747,CLE,1539.0,9,26.0,7.0,52.0,47.0,5.0,99.0,20.0,2.0,4.0,5.0,11.0,1.0,1.0,3.0,11.0,14.0,26.0,8.0,22.0,59.0,52.0,1.0,1.0,3.0,14.0,24.0,,11.0,3.0,5.0,8.0,15.0,3.0,5.0,38.0,5.0,9.0,8.0,17.0,8.0,25.0,4.0,8.0,,56.0,1.0,0.36363636363636365,1.0,0.36363636363636365,0.5384615384615384,0.5416666666666666,0.3,0.5686274509803921,0.3,0.4583333333333333,0.19230769230769232,0.25,,0.7272727272727273,0.4166666666666667,1.0,0.85,0.3076923076923077,,0.6,1.0,92.63157894736842,16.153846153846153,14.872340425531915,15.403846153846153,13.893617021276595,0.4166666666666667,0.08333333333333333,0.5,0.5,0.22916666666666666,0.45454545454545453,0.45454545454545453,1.0,0.22916666666666666,0.2727272727272727,0.2727272727272727,1.0,0.2,1.0,1.0,0.875,0.2727272727272727,0.5690354166666666,0.6443666666666666,0.05084745762711865,4.4653846153846155,23.995454545454546,5.0,10.0,11.0,,4.0,2.0,2.0,2.0,7.0,,4.0,3.0,3.0,3.0,9.0,14.0,,7.0,6.0,3.0,4.0,9.0,3.0,2.0,,8.0,1.0,9.0,10.0,1.0,0.5,0.5,,1.0,0.5,0.6428571428571429,0.21428571428571427,0.375,1.0,0.75,1.0,0.55,0.7333333333333333,0.5454545454545454,0.041666666666666664,0.8,,0.3333333333333333,1.0,0.481425,0.15254237288135594,0.19230769230769232,1.0,3.0,3.0,1.0,2.0,7.0,5.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5555555555555556,0.5555555555555556,0.09523809523809523,1.0,0.5,0.5,1.0,0.5,0.06,0.10714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,False
101112-201567-202697-203521-2210,1610612739,"Channing Frye, Kevin Love, Iman Shumpert, Matthew Dellavedova, Richard Jefferson","Frye, Love, Shumpert, Dellavedova, Jefferson",101112-201567-202697-203521-2210,CLE,29.0,1,,-2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,99.3103448275862,7.0,22.0,6.0,22.0,0.5,,,,,,,,,,,,,,,0.5,,0.44695,0.4612,,4.45,,,1.0,,,1.0,,1.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,1.0,,0.5,,0.44695,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,False
101112-201567-202697-203521-2544,1610612739,"Channing Frye, Kevin Love, Iman Shumpert, Matthew Dellavedova, LeBron James","Frye, Love, Shumpert, Dellavedova, James",101112-201567-202697-203521-2544,CLE,222.0,1,4.0,-1.0,6.0,6.0,1.0,12.0,2.0,,,,,,,,1.0,1.0,4.0,,1.0,4.0,5.0,,,,,,,1.0,,1.0,,1.0,,,2.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,3.0,,4.0,,,,,0.25,0.2,,0.3333333333333333,,0.2,0.25,0.5,,0.6666666666666666,0.3333333333333333,1.0,0.8,0.25,,,1.0,77.83783783783784,19.0,18.0,16.333333333333332,16.166666666666668,0.4,,,,,,,,0.2,,,,,,,0.6,,0.49668,0.6064,,5.825,24.1,,,,,1.0,,,2.0,2.0,,1.0,,,,,2.0,,1.0,,,1.0,1.0,,,,2.0,,,,,1.0,1.0,,,,,,,0.5,1.0,,,,,0.4,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,0.5,0.5,1.0,,0.16666666666666666,0.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,False
101112-201567-202697-203521-2747,1610612739,"Channing Frye, Kevin Love, Iman Shumpert, Matthew Dellavedova, JR Smith","Frye, Love, Shumpert, Dellavedova, Smith",101112-201567-202697-203521-2747,CLE,65.0,1,1.0,4.0,2.0,3.0,,5.0,,,,,,,,2.0,2.0,,,2.0,2.0,6.0,2.0,,,,,6.0,,2.0,2.0,,2.0,2.0,2.0,,6.0,,,2.0,2.0,,2.0,1.0,,,6.0,1.0,1.0,,1.0,,1.5,,1.5,,1.0,,,,1.0,,,1.0,,,1.0,,110.76923076923077,6.5,17.333333333333332,6.5,17.333333333333332,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.59085,,,,24.75,,2.0,,,,,,,,,,,,,6.0,,,,,,,,,1.0,,,,6.0,2.0,,,,,,1.5,1.5,,,,,,,,,,,,,,0.59085,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,False
101112-201567-203521-2544-2747,1610612739,"Channing Frye, Kevin Love, Matthew Dellavedova, LeBron James, JR Smith","Frye, Love, Dellavedova, James, Smith",101112-201567-203521-2544-2747,CLE,162.0,2,3.0,-3.0,5.0,5.0,1.0,10.0,,,1.0,,,,,1.0,5.0,,1.0,1.0,5.0,3.0,6.0,1.0,1.0,3.0,,3.0,,5.0,1.0,,1.0,1.0,1.0,,3.0,,,1.0,2.0,1.0,3.0,1.0,,,,1.0,0.2,1.0,0.2,,0.25,1.5,0.25,1.5,0.8333333333333334,,,,1.0,,,0.5,0.25,,,,88.88888888888889,18.6,13.8,17.4,13.2,,0.16666666666666666,,,,,,,0.8333333333333334,0.2,0.2,1.0,,,,0.8333333333333334,0.2,0.4949666666666667,,1.0,20.5,24.56,4.0,2.0,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,0.25,0.25,,1.0,,,,,,,,,,0.3986,,0.4,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,False
101112-202389-202681-202697-2544,1610612739,"Channing Frye, Timofey Mozgov, Kyrie Irving, Iman Shumpert, LeBron James","Frye, Mozgov, Irving, Shumpert, James",101112-202389-202681-202697-2544,CLE,7.0,1,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,411.42857142857144,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,False
101112-202389-202681-202697-2747,1610612739,"Channing Frye, Timofey Mozgov, Kyrie Irving, Iman Shumpert, JR Smith","Frye, Mozgov, Irving, Shumpert, Smith",101112-202389-202681-202697-2747,CLE,112.0,1,2.0,6.0,4.0,3.0,,7.0,1.0,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,10.0,4.0,,,,4.0,,6.0,2.0,2.0,,,,,,,,,1.0,1.0,,1.0,2.0,2.0,1.0,10.0,,1.0,,1.0,1.0,1.25,,1.25,,0.5,,,,1.0,,,0.5,,,,,90.0,15.0,17.333333333333332,15.0,17.333333333333332,0.25,,,,,,,,0.5,1.0,1.0,,,,,0.75,1.0,0.489875,,,7.75,25.75,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,0.25,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2016,2015-16,False
