EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,DefPoss,DefTwoPtRebounds,DefRebounds,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGA,FG3A,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTDefRebounds,FoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,DefFTReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,ThreePtAssists,Corner3Assists,DefThreePtRebounds,Steals,BadPassSteals,ShootingFouls,Fouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,NonHeaveArc3FGM,Arc3Assists,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangeFGM,FtPoints,PenaltyFtPoints,PtsUnassisted3s,LongMidRangeAssists,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,LostBallSteals,PenaltyDefPoss,ShortMidRangeAssists,OffThreePtRebounds,DeadBallTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedAtRim,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFGA,SecondChanceFtPoints,FTOffRebounds,Offensive Fouls Drawn,OffFTReboundPct,SecondChanceAtRimFrequency,HeaveAttempts,SecondChanceAtRimFGM,PtsPutbacks,SelfOReb,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,Travels,SecondChanceTurnovers,PenaltyTurnovers,Technical Free Throw Trips,OffensiveGoaltends,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,LongMidRangePctBlocked,OffLongMidRangeReboundPct,BadPassOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Accuracy,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,Charge Fouls,Loose Ball Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BlockingFouls,Charge Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,HeaveMakes,team_id,year,season,team_vs
1626146-201945-202329-203081-203486,1610612757,"Cliff Alexander, Gerald Henderson, Al-Farouq Aminu, Damian Lillard, Mason Plumlee","Alexander, Henderson, Aminu, Lillard, Plumlee",1626146-201945-202329-203081-203486,POR,37.0,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,38.91891891891892,27.0,24.0,1.0,0.5,1.0,0.37205,0.3585,0.37205,1.0,1.0,9.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
1626146-201945-202329-203468-203486,1610612757,"Cliff Alexander, Gerald Henderson, Al-Farouq Aminu, CJ McCollum, Mason Plumlee","Alexander, Henderson, Aminu, McCollum, Plumlee",1626146-201945-202329-203468-203486,POR,32.0,1,1.0,,1.0,1.0,,2.0,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,90.0,21.0,21.0,1.0,,,0.3845,,0.3845,,,13.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
1626146-201945-202334-203081-203459,1610612757,"Cliff Alexander, Gerald Henderson, Ed Davis, Damian Lillard, Allen Crabbe","Alexander, Henderson, Davis, Lillard, Crabbe",1626146-201945-202334-203081-203459,POR,135.0,1,2.0,,4.0,,,9.0,1.0,1.0,2.0,3.0,4.0,,,,,,,2.0,,,,3.0,,,0.6666666666666666,,,0.5,,,0.5,,,,,,,,96.0,17.5,17.5,0.25,1.0,1.0,0.576325,,,,,9.566666666666666,,5.0,2.0,3.0,1.0,0.6666666666666666,1.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,0.5,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,0.25,0.5,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
1626146-201945-202334-203090-203468,1610612757,"Cliff Alexander, Gerald Henderson, Ed Davis, Maurice Harkless, CJ McCollum","Alexander, Henderson, Davis, Harkless, McCollum",1626146-201945-202334-203090-203468,POR,113.0,1,2.0,-1.0,3.0,1.0,,8.0,,,,2.0,3.0,,,,,,3.0,,1.0,,,2.0,3.0,1.0,,,,0.5,,1.5,0.5,,1.5,0.5,,,,,101.94690265486726,12.666666666666666,12.666666666666666,,,,0.5790166666666666,,0.58185,,1.0,8.45,0.3333333333333333,5.0,1.0,2.0,1.0,1.0,,15.0,15.0,,1.0,1.0,,1.0,4.0,,,,1.0,,3.0,,,,,,,3.0,,,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,,0.6666666666666666,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
1626146-201945-202334-203459-203468,1610612757,"Cliff Alexander, Gerald Henderson, Ed Davis, Allen Crabbe, CJ McCollum","Alexander, Henderson, Davis, Crabbe, McCollum",1626146-201945-202334-203459-203468,POR,26.0,2,,3.0,2.0,2.0,,2.0,,,,1.0,3.0,,,,,1.0,3.0,,,,,,3.0,2.0,,,,0.75,,0.75,0.75,,0.75,,,,,,110.76923076923076,8.0,8.0,,,,0.39625,,0.39625,,1.0,21.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,3.0,,,,,,,3.0,,,0.5,,,,,,,,0.5,0.5,0.5,26.3,,,,,1.0,1.0,1.0,3.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
1626146-202329-202334-203081-203459,1610612757,"Cliff Alexander, Al-Farouq Aminu, Ed Davis, Damian Lillard, Allen Crabbe","Alexander, Aminu, Davis, Lillard, Crabbe",1626146-202329-202334-203081-203459,POR,131.0,2,2.0,8.0,6.0,1.0,,12.0,,,1.0,1.0,12.0,,,,,,2.0,,,,,3.0,2.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,,131.9083969465649,8.166666666666666,8.166666666666666,,,,0.5151625,,,,0.16666666666666666,17.9,0.16666666666666666,6.0,,3.0,,0.75,,13.666666666666666,13.666666666666666,,,1.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,,5.0,,2.0,,,,,12.0,1.0,1.0,0.75,,,,,,,,0.25,0.75,0.75,24.5,,,,,2.0,,,3.0,1.0,,3.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,,0.6666666666666666,,1.0,,1.0,,,,,,,2.0,,,2.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,0.6666666666666666,1.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
1626146-202329-203081-203468-203486,1610612757,"Cliff Alexander, Al-Farouq Aminu, Damian Lillard, CJ McCollum, Mason Plumlee","Alexander, Aminu, Lillard, McCollum, Plumlee",1626146-202329-203081-203468-203486,POR,129.0,1,2.0,-5.0,5.0,,1.0,10.0,,,,,3.0,,,,,,,,,,,1.0,,,,,,0.75,,,0.75,,,,,,,,111.62790697674419,12.4,12.4,,,,0.56505,,,,,,,5.0,1.0,1.0,1.0,1.0,,13.4,13.4,,,,1.0,2.0,8.0,,1.0,,1.0,,3.0,,,,,,,3.0,,,1.0,,1.0,,,,,,,0.5,1.0,24.35,1.0,1.0,,,1.0,,,3.0,1.0,1.0,,,,1.0,1.0,1.0,0.5,,0.5,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
1626146-202334-203081-203090-203459,1610612757,"Cliff Alexander, Ed Davis, Damian Lillard, Maurice Harkless, Allen Crabbe","Alexander, Davis, Lillard, Harkless, Crabbe",1626146-202334-203081-203090-203459,POR,154.0,2,3.0,3.0,5.0,,,11.0,,,1.0,2.0,8.0,,,,,,,,,,,2.0,,,0.5,,,1.0,,,1.0,,,,,,,,102.85714285714285,15.0,15.0,,,,0.5948125,,,,,1.75,,6.0,1.0,2.0,1.0,0.6666666666666666,,13.166666666666666,12.5,1.0,2.0,,1.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,8.0,,,,,,,8.0,1.0,1.0,0.5,,,,0.5,0.5,0.5,1.0,,0.25,1.0,24.8,1.0,1.0,,,2.0,,,6.0,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,,1.0,,0.5,1.0,0.5,0.25,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
1626146-202334-203081-203459-203468,1610612757,"Cliff Alexander, Ed Davis, Damian Lillard, Allen Crabbe, CJ McCollum","Alexander, Davis, Lillard, Crabbe, McCollum",1626146-202334-203081-203459-203468,POR,67.0,1,1.0,,2.0,,,4.0,,,1.0,2.0,2.0,,,,,,,,1.0,,,1.0,,,0.5,,,0.5,,,0.5,,,0.5,,,,,85.97014925373134,23.0,23.0,,,,0.5198,,,,,9.4,,2.0,1.0,1.0,1.0,1.0,,10.5,10.5,,1.0,1.0,,,2.0,2.0,,1.0,1.0,,2.0,,1.0,,,,,2.0,1.0,1.0,,,1.0,,0.5,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
1626146-202334-203090-203459-203468,1610612757,"Cliff Alexander, Ed Davis, Maurice Harkless, Allen Crabbe, CJ McCollum","Alexander, Davis, Harkless, Crabbe, McCollum",1626146-202334-203090-203459-203468,POR,174.0,1,3.0,-4.0,6.0,,1.0,11.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,,,,,,,1.0,2.0,,,0.6666666666666666,1.0,,0.4,1.0,,0.5,1.0,,,,,0.3333333333333333,,91.0344827586207,19.333333333333332,17.0,0.2,1.0,1.0,0.51357,,,0.4,,2.766666666666667,,5.0,1.0,1.0,1.0,1.0,,11.6,11.6,1.0,2.0,,2.0,2.0,9.0,4.0,2.0,2.0,2.0,1.0,4.0,,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,0.4,,,1.0,0.4,0.5,0.5,1.0,,0.4,0.8,25.85,,,,,,,,,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,0.2,0.3333333333333333,1.0,1.0,,2.0,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,True
