EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefThreePtReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,PtsUnassisted3s,Fg2aBlocked,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ThreePtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,LongMidRangeAssists,OffThreePtRebounds,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyFG2M,HeaveAttempts,FTOffRebounds,SelfOReb,PenaltyFg2Pct,OffFTReboundPct,SelfORebPct,PenaltyAtRimAccuracy,Travels,Corner3FGM,Corner3Assists,BlockedAtRim,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGA,OffAtRimReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3FGM,PenaltyTurnovers,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Charge Fouls,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Clear Path Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,team_id,year,season,team_vs
101161-1627732-202699-202710-203516,1610612755,"Amir Johnson, Ben Simmons, Tobias Harris, Jimmy Butler, James Ennis III","Johnson, Simmons, Harris, Butler, Ennis III",101161-1627732-202699-202710-203516,PHI,151.0,1,3.0,1.0,5.0,4.0,1.0,9.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,8.0,7.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.6666666666666666,1.0,0.75,1.0,0.5,1.0,0.6666666666666666,1.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,85.82781456953643,15.6,18.25,15.6,18.25,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.6666666666666666,0.4812666666666667,0.5182,0.3333333333333333,0.5,0.375,6.775,25.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-1628413-200755-203516,1610612755,"Boban Marjanovic, Ben Simmons, Jonah Bolden, JJ Redick, James Ennis III","Marjanovic, Simmons, Bolden, Redick, Ennis III",1626246-1627732-1628413-200755-203516,PHI,85.0,1,1.0,5.0,3.0,3.0,,6.0,,,,,,,,1.0,,,1.0,2.0,5.0,,,,,,,,,1.0,,1.0,,,3.0,,1.0,2.0,,2.0,,,1.0,2.0,,1.0,5.0,,,,,1.5,,1.25,,1.0,1.0,,0.5,,,,101.6470588235294,7.666666666666667,20.666666666666668,7.666666666666667,17.666666666666668,,,,,,,,,,1.0,,,1.0,0.522,,0.5,1.0,,,25.4,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-200755-202699-202710,1610612755,"Boban Marjanovic, Ben Simmons, JJ Redick, Tobias Harris, Jimmy Butler","Marjanovic, Simmons, Redick, Harris, Butler",1626246-1627732-200755-202699-202710,PHI,413.0,5,7.0,4.0,14.0,16.0,1.0,30.0,2.0,2.0,,,1.0,2.0,,4.0,4.0,6.0,4.0,6.0,23.0,19.0,,,,,4.0,4.0,,4.0,2.0,3.0,1.0,1.0,7.0,1.0,2.0,6.0,1.0,7.0,,5.0,7.0,6.0,1.0,3.0,23.0,0.5,0.5,0.6666666666666666,,0.85,,0.9583333333333334,,0.4,0.4,0.5,0.4,0.3333333333333333,1.0,1.0,104.60048426150121,13.357142857142858,14.125,13.0,12.5625,0.2,1.0,1.0,0.5,0.2,0.5,1.0,1.0,,0.4,,,0.6,0.49304,,0.3333333333333333,0.375,,8.1,25.825,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,,1.0,,3.0,0.3333333333333333,0.75,0.75,0.3333333333333333,0.4,,0.5,0.75,0.75,0.3333333333333333,0.75,5.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.16666666666666666,0.5,1.0,0.5,0.3333333333333333,1.0,0.2,0.5,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-200755-202699-203118,1610612755,"Boban Marjanovic, Ben Simmons, JJ Redick, Tobias Harris, Mike Scott","Marjanovic, Simmons, Redick, Harris, Scott",1626246-1627732-200755-202699-203118,PHI,376.0,4,6.0,6.0,14.0,14.0,1.0,28.0,1.0,2.0,,,,1.0,1.0,7.0,2.0,4.0,8.0,4.0,17.0,11.0,,,2.0,2.0,4.0,,,7.0,2.0,2.0,1.0,,4.0,,3.0,6.0,1.0,7.0,1.0,2.0,5.0,6.0,,2.0,15.0,1.0,1.0,0.5,,0.5416666666666666,,0.5666666666666667,1.0,0.6666666666666666,0.6,,0.7142857142857143,0.14285714285714285,,0.5,107.23404255319149,15.142857142857142,11.714285714285714,15.142857142857142,10.928571428571429,0.16666666666666666,0.5,1.0,1.0,0.08333333333333333,,,,0.08333333333333333,0.5833333333333334,,,0.8333333333333334,0.5225583333333333,,0.14285714285714285,0.3333333333333333,0.11764705882352941,8.825,25.4625,3.0,3.0,,3.0,,,2.0,,,,,,,0.375,0.375,,1.0,,,0.42857142857142855,0.42857142857142855,,0.42857142857142855,12.0,1.0,1.0,9.0,1.0,1.0,,,,,,1.0,,2.0,,,,,,,,0.25,,1.0,1.0,1.0,,0.08333333333333333,1.0,1.0,,6.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,0.25,0.3,0.42857142857142855,0.5,0.2,1.0,1.0,0.2,0.2,0.6,0.3333333333333333,0.55542,0.35294117647058826,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-200755-202699-203516,1610612755,"Boban Marjanovic, Ben Simmons, JJ Redick, Tobias Harris, James Ennis III","Marjanovic, Simmons, Redick, Harris, Ennis III",1626246-1627732-200755-202699-203516,PHI,221.0,2,4.0,13.0,10.0,8.0,,18.0,3.0,3.0,,,1.0,2.0,,2.0,5.0,7.0,2.0,2.0,15.0,2.0,,,,,8.0,2.0,,2.0,4.0,5.0,3.0,1.0,11.0,,3.0,4.0,,4.0,,,2.0,2.0,,1.0,15.0,0.8,0.8,0.7142857142857143,,0.7222222222222222,,0.75,,0.2222222222222222,1.0,,0.8,,,,117.28506787330318,9.8,15.375,9.8,14.875,0.3333333333333333,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,,0.2222222222222222,,,0.5555555555555556,0.5218222222222222,,0.1,0.125,,6.942857142857143,26.6,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,0.5,0.5,,0.5,1.0,,0.5,0.5,1.0,0.5,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,0.2222222222222222,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-200755-202710-203118,1610612755,"Boban Marjanovic, Ben Simmons, JJ Redick, Jimmy Butler, Mike Scott","Marjanovic, Simmons, Redick, Butler, Scott",1626246-1627732-200755-202710-203118,PHI,138.0,1,2.0,3.0,4.0,5.0,1.0,9.0,1.0,2.0,,,1.0,2.0,,2.0,2.0,4.0,2.0,1.0,8.0,5.0,1.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,3.0,2.0,5.0,,,1.0,2.0,,1.0,6.0,0.5,1.0,0.5,0.5,0.5833333333333334,0.5,0.5714285714285714,0.5,0.3333333333333333,0.75,0.5,0.75,0.5,1.0,0.6666666666666666,93.91304347826087,15.0,15.6,13.25,15.6,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,,,0.3333333333333333,,,0.6666666666666666,0.54091,0.4413,0.14285714285714285,0.2,0.25,5.05,52.5,1.0,1.0,,1.0,,,,,,,,,,0.5,1.0,,,,,0.5,0.5,,1.0,5.0,,,3.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,4.0,2.0,,1.0,2.0,4.0,1.0,2.0,1.0,8.0,,,,,8.0,4.0,,0.5,0.5833333333333334,0.5714285714285714,,,,,0.3333333333333333,,0.3333333333333333,0.5,0.54091,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-200755-203118-203516,1610612755,"Boban Marjanovic, Ben Simmons, JJ Redick, Mike Scott, James Ennis III","Marjanovic, Simmons, Redick, Scott, Ennis III",1626246-1627732-200755-203118-203516,PHI,199.0,3,3.0,-6.0,7.0,8.0,,15.0,,,,,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,9.0,15.0,,,,,,2.0,,2.0,,1.0,,,3.0,,,1.0,,1.0,5.0,5.0,1.0,1.0,1.0,1.0,9.0,,,0.5,,0.8,,0.9,,0.6,,,,,,,108.54271356783919,15.571428571428571,11.25,15.571428571428571,11.125,,,,,0.4,0.5,0.5,,0.2,0.4,,,0.6,0.48816,,0.2,0.5,,7.7,24.833333333333332,2.0,2.0,3.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,0.5,0.6666666666666666,0.6666666666666666,0.5,,,,1.0,1.0,0.5,1.0,2.0,,,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,2.0,,,1.0,3.0,,,,,3.0,2.0,,,0.5,0.75,,,,,,,,,0.41025,0.3333333333333333,0.2857142857142857,,1.0,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-200755-203118-203613,1610612755,"Boban Marjanovic, Ben Simmons, JJ Redick, Mike Scott, Jonathon Simmons","Marjanovic, Simmons, Redick, Scott, Simmons",1626246-1627732-200755-203118-203613,PHI,21.0,1,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,2.0,,1.0,2.0,,,,,,,1.0,,,1.0,,1.0,,,,137.14285714285714,10.0,11.0,10.0,11.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,2.0,2.0,,,,,2.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-200755-203118-204456,1610612755,"Boban Marjanovic, Ben Simmons, JJ Redick, Mike Scott, T.J. McConnell","Marjanovic, Simmons, Redick, Scott, McConnell",1626246-1627732-200755-203118-204456,PHI,83.0,1,1.0,-5.0,3.0,3.0,,6.0,,,,,,2.0,,1.0,,2.0,1.0,,,5.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,0.5,,,,104.09638554216868,15.666666666666666,12.0,15.666666666666666,11.0,,,,,0.6666666666666666,,,,,0.3333333333333333,,,0.3333333333333333,0.47304999999999997,,,,,12.2,26.3,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-202699-202710-203118,1610612755,"Boban Marjanovic, Ben Simmons, Tobias Harris, Jimmy Butler, Mike Scott","Marjanovic, Simmons, Harris, Butler, Scott",1626246-1627732-202699-202710-203118,PHI,142.0,1,2.0,1.0,5.0,6.0,,11.0,1.0,1.0,,,,,1.0,3.0,1.0,1.0,4.0,,5.0,4.0,,,,,2.0,,,3.0,1.0,2.0,1.0,,5.0,,1.0,2.0,,2.0,,1.0,,,,,5.0,1.0,1.0,1.0,,0.5,,0.5,,0.8,0.5,,0.6666666666666666,,,1.0,111.54929577464789,9.6,15.666666666666666,9.6,14.666666666666666,0.2,1.0,1.0,1.0,,,,,0.2,0.6,,,1.0,0.55364,,,,,2.4,25.225,,1.0,3.0,,1.0,,1.0,1.0,1.0,,,,1.0,0.25,0.25,,1.0,,1.0,,,,,5.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
