EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,ShootingFouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,Arc3FGA,SecondChanceArc3FGA,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,NonHeaveArc3FGA,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,Arc3Frequency,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3M,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,DefAtRimReboundPct,LongMidRangePctAssisted,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,PtsUnassisted3s,Fg2aBlocked,FTOffRebounds,SelfOReb,Loose Ball Fouls Drawn,Technical Free Throw Trips,BlockedAtRim,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,DefCorner3ReboundPct,SelfORebPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,HeaveAttempts,Travels,BlockedCorner3,LongMidRangePctBlocked,team_id,year,season,team_vs
101150-1626149-1628983-202066-203210,1610612746,"Lou Williams, Montrezl Harrell, Shai Gilgeous-Alexander, Garrett Temple, JaMychal Green","Williams, Harrell, Gilgeous-Alexander, Temple, Green",101150-1626149-1628983-202066-203210,LAC,237.0,2,4.0,5.0,8.0,9.0,17.0,,2.0,,1.0,5.0,8.0,,1.0,11.0,6.0,4.0,,,3.0,,6.0,1.0,3.0,5.0,1.0,8.0,,,,0.625,0.5555555555555556,0.6111111111111112,0.1111111111111111,1.0,1.0,,103.29113924050633,15.375,12.666666666666666,11.5,11.11111111111111,0.2222222222222222,,,0.1111111111111111,,,,0.5555555555555556,0.47576666666666667,7.65,23.2,,7.0,3.0,4.0,2.0,2.0,,,1.0,,,,,,,6.0,3.0,3.0,,1.0,3.0,2.0,2.0,2.0,,,0.6,0.6,,,,,0.4444444444444444,0.75,1.0,1.0,0.2222222222222222,1.0,1.0,,,,,0.2222222222222222,0.25,,,2.0,,,2.0,,1.0,3.0,,1.0,1.0,2.0,0.75,0.3333333333333333,1.0,0.5,,,,,0.3415,0.2727272727272727,,,,,,,,,1.0,,,,,2.0,,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,0.5,0.5,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,0.125,0.25,,,1.0,,,,,1.0,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-1626149-1629010-1629013-201568,1610612746,"Lou Williams, Montrezl Harrell, Jerome Robinson, Landry Shamet, Danilo Gallinari","Williams, Harrell, Robinson, Shamet, Gallinari",101150-1626149-1629010-1629013-201568,LAC,25.0,1,,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,,2.0,,,,,,1.0,,1.0,1.0,,115.19999999999999,2.0,23.0,2.0,23.0,,,,,,,,,,,,1.0,1.0,,,,,,,2.0,,,,,2.0,2.0,,,,,,1.0,2.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-1626149-1629010-201163-202066,1610612746,"Lou Williams, Montrezl Harrell, Jerome Robinson, Wilson Chandler, Garrett Temple","Williams, Harrell, Robinson, Chandler, Temple",101150-1626149-1629010-201163-202066,LAC,559.0,1,9.0,1.0,20.0,18.0,38.0,2.0,5.0,,,4.0,9.0,2.0,7.0,20.0,19.0,6.0,,,1.0,,2.0,2.0,6.0,8.0,6.0,16.0,,0.2857142857142857,0.2857142857142857,0.4444444444444444,0.4375,0.5263157894736842,0.4375,1.0,0.8333333333333334,1.0,97.88908765652953,15.5,13.833333333333334,15.1,13.722222222222221,0.3125,0.4,0.4,,,,,0.625,0.462625,10.3,26.228571428571428,5.0,2.0,2.0,3.0,,1.0,,,6.0,1.0,3.0,,1.0,4.0,6.0,2.0,1.0,1.0,,3.0,5.0,6.0,,1.0,6.0,5.0,0.25,0.3333333333333333,,0.3333333333333333,0.25,0.5,0.1875,0.6666666666666666,0.6666666666666666,0.5,0.0625,,,,,,0.3889,0.058823529411764705,0.1,0.3,0.25,3.0,7.0,,3.0,,,4.0,7.0,1.0,1.0,2.0,0.6666666666666666,0.25,0.2,0.2222222222222222,1.0,0.2,0.4375,,0.408,0.2,1.0,2.0,,1.0,2.0,,,1.0,2.0,,2.0,2.0,,3.0,1.0,2.0,,2.0,2.0,2.0,1.0,3.0,,,1.0,,2.0,,,,,,,1.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.75,,,,0.75,,0.2857142857142857,0.2857142857142857,,0.6666666666666666,0.5,,,0.25,,0.25,,0.2857142857142857,,,,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-1626149-1629010-201568-201976,1610612746,"Lou Williams, Montrezl Harrell, Jerome Robinson, Danilo Gallinari, Patrick Beverley","Williams, Harrell, Robinson, Gallinari, Beverley",101150-1626149-1629010-201568-201976,LAC,46.0,1,1.0,,1.0,1.0,2.0,,,,,,,1.0,1.0,3.0,3.0,,3.0,1.0,1.0,,3.0,,,,,3.0,1.0,1.0,1.0,,1.5,1.5,1.0,,,,62.60869565217391,13.0,33.0,13.0,13.0,,,,,,,,1.0,0.3696,,26.7,1.0,,,,,,,,,,,1.0,1.0,,3.0,,,,,,,,,,3.0,1.0,,,1.0,,1.5,1.5,,,,,,,,,,,0.3696,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-1626149-1629010-201568-202066,1610612746,"Lou Williams, Montrezl Harrell, Jerome Robinson, Danilo Gallinari, Garrett Temple","Williams, Harrell, Robinson, Gallinari, Temple",101150-1626149-1629010-201568-202066,LAC,207.0,1,3.0,-3.0,7.0,7.0,14.0,1.0,2.0,,,3.0,5.0,1.0,1.0,9.0,12.0,2.0,3.0,1.0,3.0,,7.0,,,,1.0,9.0,1.0,1.0,1.0,0.6,0.75,0.75,0.16666666666666666,,,,97.39130434782608,16.857142857142858,12.714285714285714,16.857142857142858,12.714285714285714,0.3333333333333333,0.5,0.5,,,,,0.3333333333333333,0.4873416666666666,11.52,26.4,,,1.0,1.0,1.0,2.0,,,,,,,,,,4.0,2.0,1.0,,1.0,2.0,,,,,,0.6666666666666666,0.6666666666666666,,,,,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,0.16666666666666666,,,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-1626149-1629010-202066-203210,1610612746,"Lou Williams, Montrezl Harrell, Jerome Robinson, Garrett Temple, JaMychal Green","Williams, Harrell, Robinson, Temple, Green",101150-1626149-1629010-202066-203210,LAC,28.0,1,,3.0,1.0,1.0,2.0,,,1.0,1.0,,,1.0,1.0,3.0,,,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,1.5,1.5,1.0,0.5,0.5,,102.85714285714286,15.0,13.0,15.0,12.0,,,,1.0,1.0,1.0,1.0,1.0,0.62145,,23.7,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,,3.0,,,,,,,,,,3.0,1.0,,,1.0,,1.5,1.5,,,,,,,,,1.0,1.0,0.62145,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-1626149-1629013-201163-201976,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Wilson Chandler, Patrick Beverley","Williams, Harrell, Shamet, Chandler, Beverley",101150-1626149-1629013-201163-201976,LAC,76.0,1,1.0,3.0,2.0,3.0,5.0,,1.0,,,,1.0,1.0,2.0,3.0,,,,,,,,1.0,2.0,3.0,,,,0.5,0.5,,0.5,0.5,0.6666666666666666,1.0,1.0,,94.73684210526316,19.5,12.333333333333334,16.0,12.333333333333334,0.3333333333333333,,,,,,,0.6666666666666666,0.4915833333333333,19.6,25.85,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,,3.0,2.0,1.0,,1.0,1.5,,1.0,0.5,,1.0,0.6666666666666666,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.5,,,1.0,,,,1.0,,0.5,0.5,,,,1.0,,,,,,0.5,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-1626149-1629013-201163-202066,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Wilson Chandler, Garrett Temple","Williams, Harrell, Shamet, Chandler, Temple",101150-1626149-1629013-201163-202066,LAC,7.0,1,,-1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-1626149-1629013-201568-201976,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Danilo Gallinari, Patrick Beverley","Williams, Harrell, Shamet, Gallinari, Beverley",101150-1626149-1629013-201568-201976,LAC,807.0,6,13.0,11.0,29.0,28.0,57.0,1.0,3.0,,2.0,7.0,12.0,3.0,11.0,34.0,23.0,4.0,6.0,2.0,7.0,,16.0,7.0,10.0,12.0,7.0,31.0,0.6666666666666666,0.2727272727272727,0.2727272727272727,0.5833333333333334,0.5,0.6296296296296297,0.4782608695652174,0.6363636363636364,0.6,0.75,101.7100371747212,11.862068965517242,16.535714285714285,11.172413793103448,15.5,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.08695652173913043,,,,0.782608695652174,0.5033108695652174,7.4750000000000005,26.227272727272727,22.0,15.0,5.0,7.0,1.0,2.0,,1.0,11.0,6.0,10.0,1.0,7.0,9.0,24.0,10.0,5.0,3.0,1.0,,9.0,11.0,2.0,4.0,24.0,22.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.6,0.4411764705882353,0.6,0.30434782608695654,0.7142857142857143,0.7142857142857143,0.6,0.08695652173913043,0.5,0.5,1.0,0.058823529411764705,,0.5040323529411764,0.2,0.2857142857142857,0.7058823529411765,0.7586206896551724,3.0,9.0,2.0,,2.0,,3.0,9.0,1.0,1.0,2.0,0.75,0.2,0.125,0.15384615384615385,,0.16666666666666666,0.391304347826087,1.0,0.508875,0.08823529411764706,,,4.0,6.0,3.0,1.0,1.0,6.0,,1.0,,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,1.0,,1.0,2.0,3.0,,,1.0,3.0,,2.0,0.5,,0.75,0.75,1.0,0.5,0.5,,0.75,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,0.5,1.0,0.35294117647058826,0.6666666666666666,0.35294117647058826,0.16666666666666666,0.3333333333333333,1.0,,1.0,,0.3333333333333333,1.0,1.0,1.0,3.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,0.09090909090909091,,,,,,,1610612746,2019,2018-19,True
101150-1626149-1629013-201568-202066,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Danilo Gallinari, Garrett Temple","Williams, Harrell, Shamet, Gallinari, Temple",101150-1626149-1629013-201568-202066,LAC,321.0,3,5.0,-4.0,10.0,12.0,22.0,,1.0,,,4.0,11.0,,4.0,8.0,12.0,2.0,,,3.0,,6.0,2.0,3.0,9.0,4.0,6.0,,,,0.36363636363636365,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.0,1.0,1.0,98.69158878504673,16.1,13.333333333333334,15.1,13.333333333333334,0.06666666666666667,,,,,,,0.7333333333333333,0.5323733333333334,4.7727272727272725,26.225,1.0,3.0,4.0,7.0,,3.0,,,,,,,1.0,,,6.0,3.0,3.0,,3.0,1.0,,,,,1.0,0.75,1.0,,,,,0.4666666666666667,0.5714285714285714,0.5714285714285714,0.75,0.2,,,,,,0.55665,,,,0.1,5.0,4.0,1.0,4.0,1.0,,2.0,4.0,1.0,5.0,6.0,0.2,0.7142857142857143,0.25,0.5454545454545454,1.0,0.25,0.26666666666666666,0.2,0.5598,0.25,1.0,4.0,,,,,,1.0,1.0,,2.0,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,0.25,0.2,,,1.0,0.3333333333333333,1.0,,,,,,,0.8,0.25,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,0.09090909090909091,,,,,1.0,,,,,1.0,,,,,,1610612746,2019,2018-19,True
101150-1626149-1629013-201976-203210,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Patrick Beverley, JaMychal Green","Williams, Harrell, Shamet, Beverley, Green",101150-1626149-1629013-201976-203210,LAC,371.0,4,6.0,-2.0,12.0,13.0,25.0,1.0,2.0,,1.0,3.0,5.0,1.0,3.0,16.0,18.0,2.0,3.0,1.0,3.0,,7.0,2.0,5.0,7.0,4.0,12.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.5625,0.7272727272727273,0.375,1.0,1.0,1.0,97.03504043126684,14.25,15.384615384615385,13.416666666666666,15.384615384615385,0.25,0.5,0.5,0.125,,,,0.625,0.49603125000000003,10.620000000000001,25.233333333333334,2.0,7.0,2.0,2.0,,1.0,,,7.0,,1.0,,,4.0,4.0,4.0,2.0,1.0,,2.0,5.0,7.0,,1.0,4.0,2.0,0.6666666666666666,0.6666666666666666,,,,0.6666666666666666,0.25,1.0,1.0,0.5,0.125,,,,,,0.4511,0.2,0.16666666666666666,0.25,0.16666666666666666,2.0,2.0,,1.0,,2.0,4.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,,1.0,0.25,,,0.25,1.0,1.0,,,1.0,,,,1.0,,,1.0,1.0,3.0,,,,,2.0,1.0,1.0,3.0,,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,0.6666666666666666,,1.0,,1.0,1.0,1.0,,0.5,0.5,1.0,1.0,1.0,,,,,,,0.5,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,0.25,,1.0,,,,,1610612746,2019,2018-19,True
101150-1626149-1629013-202066-203210,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Garrett Temple, JaMychal Green","Williams, Harrell, Shamet, Temple, Green",101150-1626149-1629013-202066-203210,LAC,105.0,1,2.0,-1.0,4.0,3.0,7.0,,,,1.0,1.0,1.0,1.0,3.0,6.0,7.0,,3.0,1.0,2.0,,5.0,,,,1.0,6.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.625,0.75,0.75,,,,96.0,13.75,16.666666666666668,13.75,16.666666666666668,,,,0.25,,,,0.75,0.49535,9.0,26.46666666666667,3.0,3.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,3.0,1.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,,,,,0.25,1.0,1.0,1.0,0.3333333333333333,,0.5108166666666667,0.25,,0.3333333333333333,0.75,,2.0,,,,,,2.0,,,,,,,,,,0.5,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,0.3333333333333333,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.3333333333333333,,,,,,,1610612746,2019,2018-19,True
101150-1626149-201163-201568-202066,1610612746,"Lou Williams, Montrezl Harrell, Wilson Chandler, Danilo Gallinari, Garrett Temple","Williams, Harrell, Chandler, Gallinari, Temple",101150-1626149-201163-201568-202066,LAC,164.0,1,3.0,-3.0,5.0,6.0,11.0,,,,1.0,1.0,4.0,1.0,2.0,5.0,8.0,2.0,3.0,1.0,1.0,,3.0,1.0,2.0,3.0,2.0,3.0,1.0,0.5,0.5,0.25,0.4166666666666667,0.4166666666666667,0.3333333333333333,1.0,1.0,,96.58536585365853,20.2,10.5,20.2,10.5,,,,0.16666666666666666,,,,0.6666666666666666,0.527625,6.125,23.95,,,1.0,2.0,,2.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,0.3333333333333333,0.5,0.5,,0.3333333333333333,,,,,,,,,,,1.0,1.0,,1.0,,,2.0,1.0,,1.0,1.0,1.0,0.3333333333333333,,0.25,0.5,,0.16666666666666666,,0.602,0.4,1.0,1.0,,,1.0,,,,1.0,,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-1626149-201163-201976-203210,1610612746,"Lou Williams, Montrezl Harrell, Wilson Chandler, Patrick Beverley, JaMychal Green","Williams, Harrell, Chandler, Beverley, Green",101150-1626149-201163-201976-203210,LAC,115.0,2,2.0,2.0,4.0,4.0,8.0,,,,,3.0,3.0,,1.0,6.0,4.0,2.0,,,2.0,,4.0,1.0,2.0,2.0,1.0,6.0,,,,1.0,0.75,0.75,0.25,0.5,0.6666666666666666,,100.17391304347825,10.0,18.75,10.0,18.75,,,,,,,,0.75,0.5736,3.4,25.8,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,,1.0,,,4.0,2.0,2.0,,1.0,,,,,,1.0,0.6666666666666666,0.6666666666666666,,,,,0.5,1.0,1.0,1.0,0.25,1.0,1.0,,,,0.5685,,,,0.25,,1.0,,,,,,1.0,,,,,,,,,,0.25,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,2.0,1.0,,,,,,,1.0,,,,,0.5,,,,,,,,,,1.0,,,,,,,0.5,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-1626149-201163-202066-203210,1610612746,"Lou Williams, Montrezl Harrell, Wilson Chandler, Garrett Temple, JaMychal Green","Williams, Harrell, Chandler, Temple, Green",101150-1626149-201163-202066-203210,LAC,691.0,3,12.0,-8.0,22.0,28.0,50.0,2.0,3.0,1.0,2.0,5.0,15.0,5.0,9.0,29.0,37.0,6.0,9.0,3.0,5.0,1.0,13.0,2.0,10.0,17.0,7.0,22.0,0.6,0.5555555555555556,0.625,0.3333333333333333,0.5208333333333334,0.5370370370370371,0.375,0.5,0.8181818181818182,,104.19681620839363,14.5,13.285714285714286,13.545454545454545,12.464285714285714,0.125,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.5,0.5,1.0,0.5416666666666666,0.48652391304347825,9.493333333333334,29.144444444444446,2.0,12.0,3.0,4.0,,8.0,,1.0,4.0,,1.0,,2.0,2.0,2.0,4.0,2.0,1.0,,6.0,6.0,6.0,,2.0,2.0,2.0,0.4,0.6666666666666666,,,,0.25,0.16666666666666666,0.75,1.0,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,0.5518666666666666,0.07692307692307693,0.11764705882352941,0.06896551724137931,0.09090909090909091,5.0,7.0,,4.0,,3.0,7.0,6.0,1.0,6.0,7.0,0.5833333333333334,0.6,0.3333333333333333,0.5384615384615384,0.5,,0.2916666666666667,,0.4768333333333334,0.2413793103448276,2.0,3.0,,,4.0,,,1.0,2.0,,4.0,4.0,2.0,7.0,1.0,1.0,1.0,,,,2.0,2.0,,,,,1.0,2.0,1.0,,1.0,3.0,2.0,1.0,,0.5,0.5,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.5,0.75,0.6666666666666666,,,,,0.3333333333333333,,0.6666666666666666,1.0,1.0,,,1.0,0.5,1.0,,6.0,1.0,,1.0,1.0,,1.0,0.06666666666666667,0.25,,,1.0,0.08333333333333333,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,1610612746,2019,2018-19,True
101150-1626149-201568-201976-202066,1610612746,"Lou Williams, Montrezl Harrell, Danilo Gallinari, Patrick Beverley, Garrett Temple","Williams, Harrell, Gallinari, Beverley, Temple",101150-1626149-201568-201976-202066,LAC,282.0,2,5.0,8.0,10.0,11.0,21.0,3.0,4.0,,,6.0,7.0,1.0,1.0,15.0,7.0,4.0,,,4.0,,8.0,4.0,5.0,5.0,2.0,15.0,,1.0,1.0,0.8571428571428571,0.9375,0.9375,0.125,1.0,0.8333333333333334,1.0,107.23404255319149,11.7,15.0,11.7,15.0,0.5,0.75,0.75,,,,,0.5,0.5351,10.314285714285715,27.0,7.0,,3.0,3.0,,,,,,5.0,5.0,,,,10.0,8.0,4.0,2.0,,2.0,1.0,,,,10.0,7.0,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,0.375,1.0,1.0,0.6666666666666666,,,,,,,0.54006,,,0.6666666666666666,0.7,,1.0,,,,,,1.0,,,,,,,,,,0.125,,,,,,2.0,2.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,0.5,,0.5,,,1.0,,,1.0,1.0,,,,,,0.4,1.0,,,1.0,2.0,1.0,,,1.0,0.6666666666666666,,,3.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
