EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,FoulsDrawn,Charge Fouls Drawn,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,PlusMinus,OffPoss,PenaltyOffPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FG2M,FG2A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,Assisted3sPct,SecondChanceFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,LongMidRangeFGA,FtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,DefThreePtRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,LongMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShootingFouls,Offensive Fouls,DefAtRimReboundPct,DefArc3ReboundPct,LongMidRangeFGM,PenaltyFtPoints,LostBallTurnovers,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SelfOReb,SelfORebPct,Fg2aBlocked,OffThreePtRebounds,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,HeaveAttempts,Arc3Assists,LongMidRangeAssists,FTDefRebounds,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimFGM,NonShootingPenaltyNonTakeFouls,PenaltyAtRimAccuracy,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,ShortMidRangePctAssisted,DefensiveGoaltends,SecondChanceFtPoints,BlockedShortMidRange,FTOffRebounds,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,team_id,year,season,team_vs
101109-1628390-201566-202693-203457,1610612760,"Raymond Felton, Terrance Ferguson, Russell Westbrook, Markieff Morris, Nerlens Noel","Felton, Ferguson, Westbrook, Morris, Noel",101109-1628390-201566-202693-203457,OKC,18.0,1,1.0,1.0,1,1.0,1.0,80.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-1628390-201566-203457-203924,1610612760,"Raymond Felton, Terrance Ferguson, Russell Westbrook, Nerlens Noel, Jerami Grant","Felton, Ferguson, Westbrook, Noel, Grant",101109-1628390-201566-203457-203924,OKC,10.0,1,,,1,,,144.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37035,0.37035,1.0,24.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-1628390-201566-203500-203924,1610612760,"Raymond Felton, Terrance Ferguson, Russell Westbrook, Steven Adams, Jerami Grant","Felton, Ferguson, Westbrook, Adams, Grant",101109-1628390-201566-203500-203924,OKC,268.0,1,9.0,,19,1.0,,102.08955223880596,14.333333333333334,14.333333333333334,1.0,10.0,4.0,1.0,4.0,1.0,2.0,2.0,5.0,12.0,1.0,2.0,5.0,3.0,4.0,1.0,7.0,5.0,4.0,0.4,0.5,0.4,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.5555555555555556,13.9,13.1,0.4444444444444444,0.25,0.25,0.6666666666666666,0.5,0.7777777777777778,0.25,0.5308277777777778,0.50205,0.4166666666666667,24.56,0.4,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,11.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.5,1.0,0.75,1.0,1.0,1.25,1.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,0.2222222222222222,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.586025,0.4166666666666667,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-201566-202331-202693-203457,1610612760,"Raymond Felton, Russell Westbrook, Paul George, Markieff Morris, Nerlens Noel","Felton, Westbrook, George, Morris, Noel",101109-201566-202331-202693-203457,OKC,89.0,2,3.0,,6,1.0,,97.07865168539325,13.666666666666666,13.666666666666666,1.0,3.0,,,,,,,,3.0,,,,,,,3.0,,,,,,0.5,,0.5,,,16.0,16.0,,,,,,0.5,,0.5764,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,1.0,,2.0,,,1.0,,1.0,1.0,,,,1.0,,,,,0.5,,,,,,,1.0,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,7.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-201566-202331-202693-203924,1610612760,"Raymond Felton, Russell Westbrook, Paul George, Markieff Morris, Jerami Grant","Felton, Westbrook, George, Morris, Grant",101109-201566-202331-202693-203924,OKC,144.0,1,5.0,,9,1.0,,90.0,11.4,10.2,,4.0,,,2.0,,,,2.0,2.0,,,,,2.0,,2.0,,,,,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,21.75,21.75,0.6666666666666666,,,,,1.0,,0.57585,,,25.35,,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,2.0,,,,,,,,2.0,4.0,,4.0,,,1.0,,1.0,,2.0,,,1.0,,,,,1.0,,0.6666666666666666,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,1.3,,,,,,2.0,,,,,,,,,0.5,1.0,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-201566-202331-203457-203924,1610612760,"Raymond Felton, Russell Westbrook, Paul George, Nerlens Noel, Jerami Grant","Felton, Westbrook, George, Noel, Grant",101109-201566-202331-203457-203924,OKC,29.0,1,1.0,,2,,,99.3103448275862,28.0,23.0,-3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-201566-202331-203500-203924,1610612760,"Raymond Felton, Russell Westbrook, Paul George, Steven Adams, Jerami Grant","Felton, Westbrook, George, Adams, Grant",101109-201566-202331-203500-203924,OKC,72.0,1,2.0,,4,,,80.0,8.5,8.5,-2.0,2.0,,,,,,,,2.0,,,,,,,2.0,,,,,,0.5,,0.5,,,27.5,27.5,,,,,,0.5,,0.4444,,,,,1.0,,,1.0,,,1.0,1.0,,,,,1.0,2.0,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,0.5,1.0,1.0,,,,,,,,,,,,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-201566-202693-203457-203471,1610612760,"Raymond Felton, Russell Westbrook, Markieff Morris, Nerlens Noel, Dennis Schroder","Felton, Westbrook, Morris, Noel, Schroder",101109-201566-202693-203457-203471,OKC,110.0,2,4.0,1.0,9,1.0,,117.81818181818183,12.5,12.5,3.0,5.0,2.0,1.0,1.0,,,1.0,1.0,7.0,,,4.0,3.0,1.0,1.0,7.0,4.0,2.0,1.0,,1.0,0.8333333333333334,1.0,0.875,1.0,0.3333333333333333,12.0,12.0,0.3333333333333333,1.0,1.0,,,0.6666666666666666,1.0,0.5173,0.4799,0.5714285714285714,25.9,0.4,2.0,,,1.0,,,,,,,,,1.0,2.0,4.0,,,,,,1.0,1.0,2.0,,,,,,,,,2.0,,2.0,,,,,1.0,,1.0,,,0.5,,1.0,,,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,10.65,1.0,2.0,,,,2.0,,1.0,,2.0,1.0,,,1.0,1.0,1.0,,0.3333333333333333,0.25,0.3333333333333333,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-201566-202693-203471-203500,1610612760,"Raymond Felton, Russell Westbrook, Markieff Morris, Dennis Schroder, Steven Adams","Felton, Westbrook, Morris, Schroder, Adams",101109-201566-202693-203471-203500,OKC,40.0,1,1.0,,2,1.0,,72.0,14.0,14.0,2.0,1.0,,,,,,,,2.0,,,,,,,2.0,,,,,,0.5,,0.5,,,26.0,22.0,,,,,,1.0,,0.68185,,,,,1.0,,1.0,2.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,0.5,,,,,,1.0,,1.0,1.0,,,1.0,0.5,0.5,,,,,,,,,,,,,,,1.05,,,2.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-201566-203457-203471-203924,1610612760,"Raymond Felton, Russell Westbrook, Nerlens Noel, Dennis Schroder, Jerami Grant","Felton, Westbrook, Noel, Schroder, Grant",101109-201566-203457-203471-203924,OKC,159.0,1,5.0,1.0,9,,,81.50943396226415,15.0,15.0,-1.0,4.0,,,2.0,,,,2.0,6.0,,,,,2.0,,2.0,,,,,,0.5,,0.5,,0.3333333333333333,21.0,20.75,0.3333333333333333,,,,,0.8333333333333334,,0.5307916666666667,,,25.65,,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,3.0,4.0,7.0,2.0,2.0,,,4.0,,,4.0,,4.0,,1.0,,2.0,1.0,1.0,1.0,2.0,3.0,,,,,,,2.0,,,0.75,1.0,,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,,1.0,0.5,0.6666666666666666,1.0,0.16666666666666666,1.0,1.0,,,,,0.5,1.0,,,,0.6927,0.6666666666666666,4.675,,,2.0,1.0,1.0,,,,,,,0.3333333333333333,1.0,,,,0.5,,,,1.0,,,,,,,,,,,1.0,1.0,0.25,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
