EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,OffThreePtRebounds,Steals,BadPassSteals,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,LostBallTurnovers,Travels,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SecondChanceArc3Frequency,HeaveAttempts,FTDefRebounds,Offensive Fouls Drawn,DefFTReboundPct,ShortMidRangeAssists,ThreePtShootingFoulsDrawn,ShortMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,LostBallSteals,SecondChanceCorner3FGA,SecondChanceFtPoints,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Technical Free Throw Trips,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Loose Ball Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,PenaltyCorner3Accuracy,BlockedCorner3,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
101141-1626192-1627763-1628425-201588,1610612749,"Ersan Ilyasova, Pat Connaughton, Malcolm Brogdon, Sterling Brown, George Hill","Ilyasova, Connaughton, Brogdon, Brown, Hill",101141-1626192-1627763-1628425-201588,MIL,130.0,1,2.0,2.0,4.0,3.0,4.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,5.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.8333333333333334,0.8333333333333334,0.875,0.875,0.3333333333333333,1.0,1.0,1.0,77.53846153846155,17.25,20.333333333333332,17.25,20.333333333333332,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,1.0,0.5436166666666666,0.5436166666666666,0.25,0.3333333333333333,1.0,1.75,27.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2019,2018-19,True
101141-1626192-1627763-201572-201588,1610612749,"Ersan Ilyasova, Pat Connaughton, Malcolm Brogdon, Brook Lopez, George Hill","Ilyasova, Connaughton, Brogdon, Lopez, Hill",101141-1626192-1627763-201572-201588,MIL,710.0,4,12.0,-8.0,24.0,24.0,11.0,48.0,5.0,6.0,1.0,2.0,,2.0,,,10.0,18.0,1.0,4.0,3.0,26.0,34.0,4.0,9.0,,1.0,3.0,11.0,4.0,3.0,2.0,,2.0,1.0,3.0,,1.0,7.0,7.0,9.0,11.0,3.0,3.0,1.0,22.0,11.0,11.0,0.2,0.25,1.0,0.25,,0.25,0.5555555555555556,0.4444444444444444,0.5227272727272727,0.4,0.5652173913043478,0.5,0.18181818181818182,0.875,0.75,0.8333333333333334,97.35211267605634,15.125,14.458333333333334,15.041666666666666,13.958333333333334,0.2727272727272727,0.8333333333333334,1.0,0.2,0.09090909090909091,,,,0.2,0.5,,,0.45454545454545453,,0.49920454545454546,0.478865,0.045454545454545456,0.05555555555555555,0.4230769230769231,8.672222222222222,25.75,0.4583333333333333,8.0,2.0,1.0,1.0,4.0,9.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,16.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.5,0.25,0.18181818181818182,0.2,0.5,0.6666666666666666,1.0,0.2222222222222222,0.4090909090909091,0.4444444444444444,0.5,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,0.5,0.5,1.0,0.5,1.0,0.1,0.51975,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2019,2018-19,True
101141-1626192-1627763-201588-202703,1610612749,"Ersan Ilyasova, Pat Connaughton, Malcolm Brogdon, George Hill, Nikola Mirotic","Ilyasova, Connaughton, Brogdon, Hill, Mirotic",101141-1626192-1627763-201588-202703,MIL,61.0,3,1.0,5.0,2.0,1.0,,3.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,5.0,,,,,,,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,,,1.0,,,5.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.25,,1.25,,0.5,,,,70.81967213114754,16.5,28.0,16.5,28.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,1.0,1.0,0.52335,,,,,1.5,27.8,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2019,2018-19,True
101141-1626192-1627763-201588-203507,1610612749,"Ersan Ilyasova, Pat Connaughton, Malcolm Brogdon, George Hill, Giannis Antetokounmpo","Ilyasova, Connaughton, Brogdon, Hill, Antetokounmpo",101141-1626192-1627763-201588-203507,MIL,417.0,4,7.0,-1.0,14.0,14.0,1.0,28.0,1.0,2.0,,,2.0,5.0,1.0,1.0,2.0,7.0,3.0,6.0,3.0,16.0,17.0,,,1.0,1.0,,3.0,,9.0,5.0,2.0,,3.0,3.0,2.0,,9.0,3.0,5.0,6.0,3.0,4.0,2.0,16.0,3.0,1.0,,,1.0,0.5,1.0,0.5,0.2857142857142857,,0.5,1.5,0.5333333333333333,1.5,0.46153846153846156,0.6,0.7142857142857143,0.5,96.69064748201438,15.0,14.785714285714286,14.642857142857142,13.714285714285714,0.15384615384615385,0.5,1.0,,0.38461538461538464,0.4,0.4,1.0,,,1.0,1.0,0.6153846153846154,0.4,0.4896692307692308,0.5106,0.13333333333333333,0.2222222222222222,0.1875,6.085714285714286,26.78333333333333,0.07142857142857142,4.0,1.0,,,1.0,5.0,,,1.0,1.0,,,1.0,,4.0,,2.0,1.0,,,2.0,1.0,,,,,,,2.0,5.0,,,,,1.0,1.0,,1.0,,,,,0.2857142857142857,0.5,0.2,,1.0,,0.125,,,1.0,1.0,,0.38461538461538464,0.2,0.25,,,,,0.07692307692307693,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2019,2018-19,True
101141-1626192-1628425-201572-201588,1610612749,"Ersan Ilyasova, Pat Connaughton, Sterling Brown, Brook Lopez, George Hill","Ilyasova, Connaughton, Brown, Lopez, Hill",101141-1626192-1628425-201572-201588,MIL,725.0,4,12.0,-18.0,26.0,25.0,19.0,51.0,2.0,4.0,2.0,4.0,1.0,8.0,1.0,7.0,4.0,11.0,1.0,12.0,5.0,16.0,34.0,3.0,7.0,1.0,11.0,3.0,12.0,,3.0,8.0,1.0,,1.0,1.0,1.0,,3.0,3.0,8.0,11.0,3.0,6.0,2.0,14.0,12.0,19.0,,,1.0,0.08333333333333333,0.09090909090909091,0.08333333333333333,0.36363636363636365,0.42857142857142855,0.2391304347826087,0.25,0.3076923076923077,0.3,0.5217391304347826,1.0,0.7272727272727273,1.0,101.29655172413793,15.576923076923077,12.8,15.0,12.72,0.17391304347826086,0.5,0.5,,0.34782608695652173,0.125,0.16666666666666666,1.0,0.2222222222222222,0.5,0.3888888888888889,0.14285714285714285,0.6956521739130435,0.125,0.5184760869565218,0.5476472222222222,0.08,0.15384615384615385,0.75,8.463636363636363,24.900000000000002,0.7307692307692307,19.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,,4.0,4.0,1.0,1.0,2.0,8.0,2.0,,,,1.0,5.0,3.0,,1.0,,2.0,3.0,2.0,,3.0,,,,1.0,2.0,2.0,,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,0.625,0.14285714285714285,0.16666666666666666,,,0.75,,,0.17391304347826086,0.25,0.25,0.13043478260869565,0.3333333333333333,0.3333333333333333,,0.17391304347826086,,,,0.3333333333333333,1.0,0.2222222222222222,0.51435,0.125,2.0,1.0,1.0,2.0,2.0,0.18181818181818182,0.14285714285714285,0.3333333333333333,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.25,0.5,0.25,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2019,2018-19,True
101141-1626192-1628425-201588-202339,1610612749,"Ersan Ilyasova, Pat Connaughton, Sterling Brown, George Hill, Eric Bledsoe","Ilyasova, Connaughton, Brown, Hill, Bledsoe",101141-1626192-1628425-201588-202339,MIL,60.0,1,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,2.0,,1.0,1.0,,1.0,,2.0,2.0,,,,1.0,,1.0,,1.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,96.0,14.0,16.0,14.0,16.0,0.5,1.0,1.0,1.0,,,,,0.5,1.0,,,1.0,,0.621225,0.621225,,,1.0,1.3,23.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2019,2018-19,True
101141-1626192-1628425-201588-202703,1610612749,"Ersan Ilyasova, Pat Connaughton, Sterling Brown, George Hill, Nikola Mirotic","Ilyasova, Connaughton, Brown, Hill, Mirotic",101141-1626192-1628425-201588-202703,MIL,70.0,1,1.0,1.0,3.0,2.0,3.0,5.0,,1.0,,1.0,,1.0,,1.0,1.0,2.0,,1.0,,2.0,1.0,1.0,2.0,,1.0,,2.0,2.0,,1.0,,1.0,,1.0,,,2.0,1.0,2.0,2.0,,,,2.0,2.0,3.0,1.0,1.0,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,102.85714285714285,8.0,23.0,4.333333333333333,23.0,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,,0.5194,0.5194,,,1.0,8.7,27.5,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,0.5232,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2019,2018-19,True
101141-1626192-1628425-201588-203507,1610612749,"Ersan Ilyasova, Pat Connaughton, Sterling Brown, George Hill, Giannis Antetokounmpo","Ilyasova, Connaughton, Brown, Hill, Antetokounmpo",101141-1626192-1628425-201588-203507,MIL,92.0,2,2.0,-3.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,,1.0,2.0,4.0,7.0,1.0,2.0,,1.0,2.0,4.0,2.0,,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,,1.0,,109.56521739130434,17.0,10.25,17.0,10.25,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,1.0,0.3333333333333333,,0.6666666666666666,,0.4834,0.4834,0.25,0.3333333333333333,1.0,8.4,55.8,1.0,4.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2019,2018-19,True
101141-1626192-1628425-202339-202703,1610612749,"Ersan Ilyasova, Pat Connaughton, Sterling Brown, Eric Bledsoe, Nikola Mirotic","Ilyasova, Connaughton, Brown, Bledsoe, Mirotic",101141-1626192-1628425-202339-202703,MIL,96.0,1,2.0,-3.0,3.0,3.0,3.0,6.0,,1.0,,1.0,,,,,,2.0,,1.0,1.0,1.0,4.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,0.125,0.125,0.3333333333333333,,,,90.0,15.666666666666666,16.333333333333332,15.333333333333334,11.666666666666666,0.3333333333333333,,,,,,,,0.3333333333333333,,,,0.6666666666666666,,0.5357999999999999,0.5357999999999999,0.25,0.3333333333333333,1.0,3.55,24.0,1.0,3.0,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.3333333333333333,1.0,,,,,0.3333333333333333,,,,,,,0.3333333333333333,,,,1.0,,0.3333333333333333,0.6341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2019,2018-19,True
101141-1626192-1628425-202339-203507,1610612749,"Ersan Ilyasova, Pat Connaughton, Sterling Brown, Eric Bledsoe, Giannis Antetokounmpo","Ilyasova, Connaughton, Brown, Bledsoe, Antetokounmpo",101141-1626192-1628425-202339-203507,MIL,169.0,2,3.0,4.0,6.0,5.0,,11.0,,,,,1.0,2.0,,,2.0,3.0,2.0,3.0,,10.0,6.0,,,,,,,,6.0,2.0,1.0,,2.0,2.0,1.0,,6.0,1.0,2.0,2.0,1.0,,,10.0,,,,,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.8333333333333334,,0.8333333333333334,,0.5,0.5,0.5,,93.72781065088756,16.666666666666668,13.8,16.666666666666668,13.4,,,,,0.3333333333333333,0.5,0.5,1.0,,,,,0.5,0.5,0.48654166666666665,,,,,13.666666666666666,25.766666666666666,,,,,,,1.0,2.0,2.0,1.0,1.0,,,,,4.0,,,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.16666666666666666,,,0.3333333333333333,1.0,1.0,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2019,2018-19,True
