EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyFG2A,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3PctAssisted,PenaltyAtRimFGA,PenaltyFG2M,Fg2aBlocked,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,PenaltyAtRimFrequency,LongMidRangeFGA,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,Fg3aBlocked,LostBallSteals,LostBallTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,SecondChanceArc3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,LongMidRangeFGM,SelfOReb,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,DefensiveGoaltends,LongMidRangePctBlocked,Corner3FGM,Corner3Assists,LongMidRangeAssists,FTOffRebounds,Charge Fouls,Blocked3s,BlockedArc3,OffensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Clear Path Fouls,3pt And 1 Free Throw Trips,3SecondViolations,BlockedCorner3,HeaveMakes,team_id,year,season,team_vs
1626168-1627736-1627750-1627823-1628420,1610612743,"Trey Lyles, Malik Beasley, Jamal Murray, Juancho Hernangomez, Monte Morris","Lyles, Beasley, Murray, Hernangomez, Morris",1626168-1627736-1627750-1627823-1628420,DEN,273.0,3,5.0,1.0,8.0,10.0,2.0,7.0,2.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,7.0,9.0,8.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,2.0,0.6666666666666666,0.6666666666666666,0.14285714285714285,1.0,0.25,0.16666666666666666,1.0,0.45,1.5,0.375,0.45,1.5,0.375,0.7,1.0,0.5,0.4,0.5,0.4,0.25,1.0,1.0,94.94505494505495,19.375,11.8,18.125,11.3,0.2,1.0,1.0,0.5,0.1,1.0,1.0,1.0,0.1,0.6,0.16666666666666666,0.16666666666666666,1.0,1.0,0.25,0.75,0.3333333333333333,0.9,0.2,0.5375611111111112,0.57485,0.3333333333333333,0.3333333333333333,5.533333333333334,28.599999999999998,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2019,2018-19,False
1626168-1627736-1627750-1627823-1628470,1610612743,"Trey Lyles, Malik Beasley, Jamal Murray, Juancho Hernangomez, Torrey Craig","Lyles, Beasley, Murray, Hernangomez, Craig",1626168-1627736-1627750-1627823-1628470,DEN,52.0,1,1.0,,2.0,2.0,,2.0,1.0,4.0,1.0,2.0,,,,,,,,,,,1.0,2.0,,,2.0,2.0,,,2.0,,,,,2.0,,,,,,,,,,,,,1.0,1.0,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,0.5,0.5,1.0,,0.5,1.0,,,,,,1.0,1.0,,,,110.76923076923076,13.0,13.0,13.0,13.0,1.0,0.5,0.5,,,,,,,,,,,,,,,1.0,,0.57785,,1.0,,1.1,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2019,2018-19,False
1626168-1627736-1627750-1627823-200794,1610612743,"Trey Lyles, Malik Beasley, Jamal Murray, Juancho Hernangomez, Paul Millsap","Lyles, Beasley, Murray, Hernangomez, Millsap",1626168-1627736-1627750-1627823-200794,DEN,109.0,1,2.0,1.0,4.0,4.0,4.0,4.0,,8.0,,,,2.0,,,1.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,3.0,2.0,,,,1.0,1.0,3.0,,,,,1.0,1.0,,1.0,,,3.0,,1.0,,2.0,,2.0,,,,,,,,,,,,3.0,3.0,4.0,,,1.0,,1.0,1.0,,0.5,,0.5,0.5,,0.5,0.3333333333333333,,1.0,,1.0,,,,,105.68807339449542,13.0,14.25,13.0,14.25,,,,,0.6666666666666666,,,,,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.4409666666666667,0.4409666666666667,,1.0,8.15,25.6,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2019,2018-19,False
1626168-1627736-1627750-1627823-203115,1610612743,"Trey Lyles, Malik Beasley, Jamal Murray, Juancho Hernangomez, Will Barton","Lyles, Beasley, Murray, Hernangomez, Barton",1626168-1627736-1627750-1627823-203115,DEN,47.0,1,1.0,-3.0,2.0,2.0,2.0,2.0,,4.0,,1.0,1.0,1.0,,,,,,,,,1.0,2.0,,,2.0,5.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,2.0,2.0,,,,,,,0.5,0.5,,0.5,0.5,,0.5,,,,,,,,,,122.55319148936171,8.5,15.0,8.5,15.0,0.5,,,,0.5,1.0,1.0,,,,,,,,,,,0.5,,0.36965,0.36965,,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2019,2018-19,False
1626168-1627736-1627750-1627823-203486,1610612743,"Trey Lyles, Malik Beasley, Jamal Murray, Juancho Hernangomez, Mason Plumlee","Lyles, Beasley, Murray, Hernangomez, Plumlee",1626168-1627736-1627750-1627823-203486,DEN,1258.0,8,21.0,10.0,38.0,41.0,8.0,6.0,6.0,79.0,5.0,12.0,4.0,6.0,1.0,,7.0,17.0,1.0,4.0,,3.0,9.0,21.0,7.0,18.0,46.0,36.0,1.0,4.0,6.0,,3.0,4.0,12.0,6.0,,,17.0,7.0,6.0,13.0,4.0,2.0,33.0,3.0,11.0,2.0,18.0,8.0,26.0,2.0,1.0,2.0,,3.0,1.0,,5.0,13.0,15.0,,40.0,4.0,8.0,0.6666666666666666,0.6666666666666666,0.3888888888888889,0.25,,0.3888888888888889,0.42857142857142855,0.5,0.4166666666666667,,0.5232558139534884,0.42857142857142855,0.16666666666666666,0.46153846153846156,1.0,0.6875,0.3,0.6666666666666666,0.36363636363636365,0.2222222222222222,1.0,0.5555555555555556,90.42925278219397,15.368421052631579,16.4390243902439,13.973684210526315,15.829268292682928,0.3076923076923077,0.4166666666666667,0.625,0.8,0.15384615384615385,0.6666666666666666,0.8,0.5,0.02564102564102564,0.4358974358974359,0.4117647058823529,0.4375,0.6666666666666666,0.25,,0.5,,0.7692307692307693,0.4117647058823529,0.4899355263157895,0.46259999999999996,0.13043478260869565,0.08695652173913043,6.199999999999999,25.966666666666665,0.21052631578947367,1.0,2.0,1.0,2.0,,5.0,5.0,1.0,,1.0,0.5,0.3333333333333333,0.4166666666666667,0.625,0.5714285714285714,1.0,0.3333333333333333,0.5,0.480175,3.0,21.0,7.0,7.0,1.0,0.8,0.4,1.0,2.0,,5.0,,0.23809523809523808,0.3333333333333333,0.3333333333333333,3.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,10.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.05555555555555555,0.16666666666666666,0.058823529411764705,0.3333333333333333,1.0,0.07692307692307693,1.0,0.07317073170731707,0.13043478260869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2019,2018-19,False
1626168-1627736-1627750-1627823-203999,1610612743,"Trey Lyles, Malik Beasley, Jamal Murray, Juancho Hernangomez, Nikola Jokic","Lyles, Beasley, Murray, Hernangomez, Jokic",1626168-1627736-1627750-1627823-203999,DEN,877.0,9,15.0,-3.0,31.0,30.0,11.0,7.0,4.0,61.0,5.0,8.0,3.0,11.0,,,3.0,7.0,,,1.0,2.0,9.0,21.0,3.0,7.0,32.0,35.0,,,2.0,1.0,2.0,11.0,12.0,6.0,,,7.0,3.0,6.0,9.0,5.0,1.0,21.0,,5.0,3.0,11.0,3.0,14.0,,,4.0,,5.0,2.0,,5.0,9.0,3.0,,30.0,11.0,11.0,0.6666666666666666,0.75,0.42857142857142855,,0.5,0.42857142857142855,0.42857142857142855,0.48214285714285715,0.5,0.4090909090909091,0.5333333333333333,0.5,0.4583333333333333,0.25,1.0,1.0,,0.8888888888888888,0.2,,,1.0,100.15963511972633,15.935483870967742,12.766666666666667,15.709677419354838,12.5,0.2857142857142857,0.625,0.7142857142857143,1.0,0.39285714285714285,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.25,0.42857142857142855,0.42857142857142855,,,,0.18181818181818182,0.5,0.5357142857142857,0.42857142857142855,0.4852125,0.46548636363636364,0.0625,0.34375,6.595238095238095,25.514285714285716,0.3548387096774194,,1.0,1.0,2.0,2.0,3.0,3.0,1.0,,3.0,0.5,0.2,0.25,0.75,,0.6666666666666666,0.5,,0.46055,9.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.3333333333333333,0.14285714285714285,0.125,0.2727272727272727,2.0,5.0,,2.0,,,1.0,,,1.0,,1.0,5.0,,,,1.0,2.0,,2.0,1.0,,0.18181818181818182,,,1.0,0.07142857142857142,,0.034482758620689655,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.375,0.08333333333333333,1.0,0.5,0.5,0.6666666666666666,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2019,2018-19,False
1626168-1627736-1627750-1628420-200794,1610612743,"Trey Lyles, Malik Beasley, Jamal Murray, Monte Morris, Paul Millsap","Lyles, Beasley, Murray, Morris, Millsap",1626168-1627736-1627750-1628420-200794,DEN,300.0,4,5.0,-1.0,10.0,9.0,8.0,3.0,3.0,19.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,,,1.0,3.0,3.0,6.0,2.0,5.0,12.0,13.0,,1.0,2.0,1.0,4.0,7.0,2.0,4.0,,,4.0,2.0,1.0,3.0,1.0,,8.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,,,,,,,,,,10.0,7.0,8.0,0.3333333333333333,0.5,0.4,,0.25,0.4,0.5,0.5454545454545454,0.5,0.4375,0.5454545454545454,0.5,0.4375,0.45454545454545453,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,,91.2,14.9,16.77777777777778,14.0,15.222222222222221,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.18181818181818182,0.5,0.5,,0.09090909090909091,0.36363636363636365,0.5,0.5,,,0.125,0.375,0.3333333333333333,0.7272727272727273,0.5,0.48115909090909087,0.46215,0.16666666666666666,0.5833333333333334,7.6499999999999995,25.46,0.8,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,,0.3333333333333333,,1.0,,0.5,1.0,0.489,4.0,6.0,2.0,2.0,1.0,0.5,,1.0,1.0,2.0,,0.5,,,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,1.0,,1.0,,,,,,0.16666666666666666,,,,1.0,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2019,2018-19,False
1626168-1627736-1627750-1628420-201156,1610612743,"Trey Lyles, Malik Beasley, Jamal Murray, Monte Morris, Nick Young","Lyles, Beasley, Murray, Morris, Young",1626168-1627736-1627750-1628420-201156,DEN,273.0,3,5.0,-6.0,11.0,10.0,2.0,1.0,,21.0,,2.0,,,1.0,,2.0,7.0,,,,,,3.0,2.0,8.0,6.0,12.0,,,,,,,,,,,7.0,2.0,,2.0,,,6.0,,4.0,1.0,5.0,,5.0,1.0,1.0,,,,,,2.0,2.0,,,6.0,,2.0,,,0.25,,,0.25,,0.2727272727272727,,,0.2727272727272727,,,0.7272727272727273,1.0,0.6666666666666666,,0.6666666666666666,,,,0.6666666666666666,110.76923076923077,12.545454545454545,13.5,12.545454545454545,13.2,0.18181818181818182,,,,,,,,0.09090909090909091,0.6363636363636364,0.2857142857142857,0.2857142857142857,,,,,,0.9090909090909091,0.2857142857142857,0.5428409090909091,0.46735,,,6.6000000000000005,24.7875,0.18181818181818182,,,,,,,,,,,,,,,,,,,,2.0,6.0,2.0,2.0,1.0,,,1.0,1.0,,2.0,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2019,2018-19,False
1626168-1627736-1627750-1628420-203486,1610612743,"Trey Lyles, Malik Beasley, Jamal Murray, Monte Morris, Mason Plumlee","Lyles, Beasley, Murray, Morris, Plumlee",1626168-1627736-1627750-1628420-203486,DEN,9453.0,32,158.0,10.0,315.0,311.0,59.0,49.0,34.0,626.0,72.0,114.0,24.0,67.0,16.0,,24.0,67.0,4.0,7.0,6.0,19.0,110.0,215.0,33.0,83.0,360.0,350.0,4.0,9.0,35.0,6.0,19.0,71.0,126.0,94.0,6.0,2.0,65.0,24.0,63.0,94.0,51.0,10.0,219.0,7.0,58.0,7.0,115.0,42.0,157.0,27.0,14.0,18.0,,39.0,3.0,4.0,29.0,63.0,56.0,3.0,325.0,71.0,59.0,0.5727272727272728,0.6057692307692307,0.39759036144578314,0.4444444444444444,0.3157894736842105,0.4074074074074074,0.5116279069767442,0.535234899328859,0.42857142857142855,0.58,0.5475460122699386,0.4605263157894737,0.5916666666666667,0.2785234899328859,1.0,0.6904761904761905,0.1590909090909091,0.7448275862068966,0.27702702702702703,0.13157894736842105,0.3333333333333333,0.5777777777777777,95.36020311012376,15.234920634920634,14.964630225080386,14.644444444444444,14.639871382636656,0.3825503355704698,0.631578947368421,0.7058823529411765,0.7083333333333334,0.22483221476510068,0.3582089552238806,0.4,0.4166666666666667,0.053691275167785234,0.22483221476510068,0.3582089552238806,0.36363636363636365,0.2,0.5714285714285714,,0.38,0.3157894736842105,0.6610738255033557,0.36923076923076925,0.5107400337837837,0.4928270833333333,0.09722222222222222,0.19722222222222222,6.370232558139535,26.459036144578317,0.1873015873015873,9.0,18.0,9.0,26.0,12.0,34.0,50.0,21.0,13.0,4.0,0.34615384615384615,0.5384615384615384,0.3269230769230769,0.819672131147541,0.2857142857142857,0.7954545454545454,0.5142857142857142,0.5,0.5333633333333333,31.0,93.0,31.0,22.0,0.9393939393939394,0.76,0.8823529411764706,0.9166666666666666,20.0,20.0,21.0,0.6451612903225806,0.09767441860465116,0.10526315789473684,0.4,34.0,41.0,5.0,13.0,1.0,13.0,8.0,7.0,3.0,4.0,4.0,3.0,64.0,5.0,3.0,22.0,9.0,15.0,11.0,16.0,7.0,0.012048192771084338,0.1044776119402985,0.014925373134328358,0.47368421052631576,0.9285714285714286,0.11409395973154363,0.75,0.07570977917981073,0.09482758620689655,15.0,14.0,6.0,2.0,2.0,4.0,10.0,0.3023255813953488,0.047244094488188976,0.625,0.4117647058823529,0.4375,0.75,0.023529411764705882,2.0,0.05714285714285714,2.0,0.058823529411764705,9.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.1111111111111111,0.14285714285714285,0.5625,0.5625,1.0,0.2222222222222222,,,,,,,,,,,,,,1610612743,2019,2018-19,False
1626168-1627736-1627750-1628420-203999,1610612743,"Trey Lyles, Malik Beasley, Jamal Murray, Monte Morris, Nikola Jokic","Lyles, Beasley, Murray, Morris, Jokic",1626168-1627736-1627750-1628420-203999,DEN,2201.0,18,37.0,-3.0,75.0,78.0,18.0,16.0,10.0,153.0,16.0,27.0,9.0,14.0,5.0,1.0,5.0,16.0,,,,1.0,29.0,50.0,6.0,21.0,87.0,90.0,,,6.0,,2.0,24.0,32.0,26.0,3.0,,16.0,5.0,16.0,21.0,7.0,7.0,47.0,1.0,8.0,4.0,26.0,9.0,35.0,7.0,6.0,4.0,,9.0,1.0,3.0,5.0,11.0,13.0,1.0,81.0,24.0,18.0,0.5517241379310345,0.5925925925925926,0.2857142857142857,,,0.2857142857142857,0.58,0.5352112676056338,0.3333333333333333,0.6666666666666666,0.5666666666666667,0.3333333333333333,0.7058823529411765,0.29577464788732394,1.0,0.5714285714285714,0.06666666666666667,0.7586206896551724,0.25,,0.25,0.5,100.09995456610632,14.813333333333333,13.974358974358974,14.333333333333334,13.5,0.38028169014084506,0.5925925925925926,0.64,0.4375,0.19718309859154928,0.6428571428571429,0.6923076923076923,0.7777777777777778,0.07042253521126761,0.22535211267605634,0.3125,0.3125,,,0.06666666666666667,0.06666666666666667,,0.676056338028169,0.3125,0.5113908450704224,0.5221066666666666,0.06896551724137931,0.27586206896551724,6.61,24.642857142857142,0.24,3.0,6.0,3.0,9.0,4.0,8.0,14.0,5.0,5.0,2.0,0.3333333333333333,0.5555555555555556,0.38095238095238093,0.9333333333333333,0.45454545454545453,1.0,0.6666666666666666,0.5,0.5078875,13.0,15.0,5.0,4.0,0.8333333333333334,0.5,0.75,0.8,8.0,10.0,3.0,0.7692307692307693,0.06,0.07407407407407407,0.5333333333333333,9.0,11.0,,4.0,,1.0,,3.0,,,1.0,,11.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,,0.07142857142857142,,0.2,0.75,0.1267605633802817,,0.0410958904109589,0.057692307692307696,6.0,4.0,4.0,,,,1.0,0.4,0.12121212121212122,1.0,0.4444444444444444,0.4444444444444444,0.75,,,,1.0,,1.0,1.0,2.0,,,,,,,,0.5,0.2,0.2,1.0,,1.0,,,,,,,,,,,,,1610612743,2019,2018-19,False
