EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefTwoPtRebounds,DefRebounds,Steals,BadPassSteals,FoulsDrawn,Loose Ball Fouls Drawn,FTA,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsPutbacks,HeaveAttempts,FTOffRebounds,FTDefRebounds,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffFTReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGA,LostBallSteals,Offensive Fouls Drawn,Corner3Frequency,ShortMidRangeFGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,OffThreePtRebounds,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,PenaltyFg3Pct,AtRimPctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceFtPoints,ShortMidRangeAssists,DeadBallTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,Loose Ball Fouls,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,LostBallTurnovers,Charge Fouls,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,LongMidRangeAssists,LongMidRangePctAssisted,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,SecondChanceCorner3FGA,SelfOReb,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,SelfORebPct,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,BlockedLongMidRange,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,Arc3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
101139-1626153-1626181-1627781-202685,1610612761,"CJ Miles, Delon Wright, Norman Powell, Malachi Richardson, Jonas Valanciunas","Miles, Wright, Powell, Richardson, Valanciunas",101139-1626153-1626181-1627781-202685,TOR,62.0,1,1.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.25,0.5,0.5,0.5,1.0,92.9032258064516,15.666666666666666,15.0,14.666666666666666,15.0,0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.25,0.408725,0.379,0.3847333333333333,0.5,9.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,False
101139-1626153-1626181-1627783-1627832,1610612761,"CJ Miles, Delon Wright, Norman Powell, Pascal Siakam, Fred VanVleet","Miles, Wright, Powell, Siakam, VanVleet",101139-1626153-1626181-1627783-1627832,TOR,94.0,1,2.0,6.0,4.0,3.0,,,,7.0,1.0,1.0,,1.0,1.0,2.0,2.0,8.0,2.0,,,,,2.0,2.0,,1.0,2.0,1.0,5.0,,,1.0,,8.0,,,0.5,0.5,1.0,,0.875,,0.875,,,,,,,107.23404255319149,12.25,15.0,12.25,15.0,0.25,1.0,1.0,1.0,,0.25,1.0,1.0,0.75,0.5712375,,,,11.25,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,False
101139-1626153-1626181-1627783-202328,1610612761,"CJ Miles, Delon Wright, Norman Powell, Pascal Siakam, Greg Monroe","Miles, Wright, Powell, Siakam, Monroe",101139-1626153-1626181-1627783-202328,TOR,111.0,1,2.0,2.0,4.0,4.0,4.0,4.0,1.0,8.0,1.0,1.0,,1.0,1.0,2.0,2.0,7.0,5.0,1.0,2.0,2.0,7.0,,4.0,,,,,,,1.0,3.0,1.0,5.0,7.0,4.0,,,1.0,1.0,0.5,0.5,0.5833333333333334,0.5833333333333334,,,,,,103.78378378378378,18.5,9.25,18.5,9.25,0.25,1.0,1.0,,,0.25,1.0,1.0,0.75,0.5732666666666667,0.6969,0.5732666666666667,1.0,7.95,1.0,,2.0,,2.0,3.0,,1.0,,,,1.0,2.0,,,2.0,,4.0,,,,,0.5,1.0,1.0,,0.5,,,,,41.3,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,0.3333333333333333,0.5,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,False
101139-1626153-1626181-1627783-202685,1610612761,"CJ Miles, Delon Wright, Norman Powell, Pascal Siakam, Jonas Valanciunas","Miles, Wright, Powell, Siakam, Valanciunas",101139-1626153-1626181-1627783-202685,TOR,90.0,1,2.0,4.0,4.0,3.0,,,,7.0,3.0,3.0,,,,3.0,3.0,6.0,2.0,,,,,2.0,4.0,,1.0,1.0,1.0,2.0,,,,1.0,6.0,,,0.3333333333333333,0.3333333333333333,1.0,,0.75,,0.75,,,,,,,112.0,11.5,14.666666666666666,11.5,14.666666666666666,0.75,1.0,1.0,0.3333333333333333,,,,,1.0,0.6029125,,,,1.5999999999999999,,,,,1.0,,,,,,,,,1.0,,2.0,,,,,,,0.25,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,False
101139-1626153-1626181-1627832-202328,1610612761,"CJ Miles, Delon Wright, Norman Powell, Fred VanVleet, Greg Monroe","Miles, Wright, Powell, VanVleet, Monroe",101139-1626153-1626181-1627832-202328,TOR,330.0,3,6.0,-13.0,11.0,11.0,9.0,8.0,1.0,22.0,,3.0,1.0,1.0,1.0,2.0,5.0,7.0,20.0,1.0,1.0,4.0,5.0,,4.0,1.0,,,,,,1.0,2.0,4.0,7.0,5.0,9.0,,,0.4,0.25,0.3181818181818182,0.2777777777777778,0.3181818181818182,0.2777777777777778,0.2,,,0.14285714285714285,,96.0,16.0,14.0,15.636363636363637,14.0,0.2727272727272727,,,,0.09090909090909091,0.09090909090909091,1.0,1.0,0.8181818181818182,0.4869727272727273,,0.4971888888888889,0.7142857142857143,7.7,0.8181818181818182,1.0,4.0,1.0,6.0,,,4.0,1.0,,,,1.0,,,1.0,,,,,0.16666666666666666,0.16666666666666666,0.5454545454545454,,1.0,,0.36363636363636365,0.25,0.25,,0.25,26.7,,1.0,,3.0,3.0,,,5.0,,,,,,,,,,,,,,1.0,,0.3333333333333333,,0.3333333333333333,,,,2.0,,,0.18181818181818182,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.2,0.3333333333333333,1.0,1.0,0.25,0.5,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,False
101139-1626153-1626181-1627832-202685,1610612761,"CJ Miles, Delon Wright, Norman Powell, Fred VanVleet, Jonas Valanciunas","Miles, Wright, Powell, VanVleet, Valanciunas",101139-1626153-1626181-1627832-202685,TOR,285.0,2,5.0,-6.0,8.0,10.0,4.0,5.0,2.0,18.0,,2.0,2.0,,,1.0,4.0,3.0,9.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,,2.0,1.0,2.0,7.0,3.0,2.0,1.0,4.0,1.0,1.0,0.25,,0.125,,0.16666666666666666,0.125,,,0.3333333333333333,0.2857142857142857,,90.94736842105263,19.75,12.7,19.0,9.6,0.25,,,,0.25,,,,0.75,0.48403125,,0.42943333333333333,0.3333333333333333,4.925,0.5,,4.0,,4.0,1.0,,4.0,,,,2.0,5.0,,,1.0,,2.0,,,,,0.5,0.6666666666666666,0.8333333333333334,1.0,0.5,,,,,26.225,,1.0,,1.0,2.0,,1.0,2.0,1.0,,,,,1.0,1.0,,,0.25,,,,1.0,,0.3333333333333333,,0.6666666666666666,0.1111111111111111,0.2,0.3333333333333333,,,,,1.0,,,,,1.0,3.0,,,1.0,1.0,,,,,1.0,0.25,,,0.5,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,False
101139-1626153-1626181-1628384-201586,1610612761,"CJ Miles, Delon Wright, Norman Powell, OG Anunoby, Serge Ibaka","Miles, Wright, Powell, Anunoby, Ibaka",101139-1626153-1626181-1628384-201586,TOR,174.0,1,3.0,-3.0,6.0,6.0,,,,12.0,,,1.0,,,,1.0,2.0,5.0,,,,,,,,,,,,,,3.0,4.0,2.0,,,,,,,,,0.16666666666666666,,,,,,,99.3103448275862,13.833333333333334,15.166666666666666,13.833333333333334,14.333333333333334,,,,,0.2,,,,0.8,0.53681,,,,11.4,,,2.0,,4.0,2.0,,2.0,,,,3.0,3.0,,,3.0,,2.0,,,,,0.8,0.75,0.6,1.0,0.4,,,,,25.1,,,,,,,,,,,,,,1.0,,,,,,,0.6666666666666666,,,,,,0.16666666666666666,0.5,,2.0,,,0.4,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,False
101139-1626153-1626181-1628384-202328,1610612761,"CJ Miles, Delon Wright, Norman Powell, OG Anunoby, Greg Monroe","Miles, Wright, Powell, Anunoby, Monroe",101139-1626153-1626181-1628384-202328,TOR,759.0,2,13.0,3.0,30.0,30.0,10.0,15.0,4.0,60.0,5.0,11.0,4.0,1.0,2.0,9.0,17.0,33.0,30.0,1.0,4.0,6.0,12.0,4.0,14.0,2.0,2.0,4.0,1.0,10.0,3.0,4.0,17.0,6.0,29.0,12.0,10.0,0.2222222222222222,0.25,0.5294117647058824,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.5161290322580645,0.5454545454545454,0.11764705882352941,,0.375,0.2857142857142857,,113.83399209486166,14.133333333333333,11.166666666666666,13.833333333333334,11.166666666666666,0.4074074074074074,0.45454545454545453,0.5555555555555556,0.2,0.14814814814814814,0.07407407407407407,0.5,0.5,0.7777777777777778,0.523924074074074,0.355325,0.51885,0.36363636363636365,5.417647058823529,0.3333333333333333,1.0,8.0,2.0,10.0,9.0,6.0,8.0,1.0,2.0,1.0,9.0,13.0,2.0,2.0,8.0,,10.0,1.0,1.0,0.2,0.2,0.37037037037037035,1.0,1.0,1.0,0.2962962962962963,0.125,0.125,1.0,0.125,26.15,1.0,1.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,,,1.0,4.0,3.0,1.0,0.5,0.6666666666666666,1.0,,1.0,0.5,1.0,0.4444444444444444,0.75,0.3333333333333333,0.13333333333333333,0.2,0.12121212121212122,2.0,,,0.07407407407407407,3.0,,,,,1.0,3.0,1.0,1.0,3.0,,2.0,,0.18181818181818182,0.3333333333333333,1.0,0.16666666666666666,,1.0,0.75,0.75,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.2,1.0,1.0,0.3333333333333333,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,False
101139-1626153-1626181-1628384-202685,1610612761,"CJ Miles, Delon Wright, Norman Powell, OG Anunoby, Jonas Valanciunas","Miles, Wright, Powell, Anunoby, Valanciunas",101139-1626153-1626181-1628384-202685,TOR,142.0,1,2.0,-3.0,5.0,4.0,,,,9.0,1.0,1.0,1.0,,1.0,2.0,3.0,4.0,7.0,,,,,4.0,,,2.0,2.0,1.0,4.0,,,,,4.0,,,1.0,1.0,0.6666666666666666,,0.5,,0.5,,,,,,,91.26760563380282,20.2,10.25,20.2,10.25,0.25,1.0,1.0,1.0,0.25,0.25,,,0.5,0.480075,,,,9.633333333333333,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,0.25,,,,0.25,,,,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,False
101139-1626153-1626181-1628449-200768,1610612761,"CJ Miles, Delon Wright, Norman Powell, Chris Boucher, Kyle Lowry","Miles, Wright, Powell, Boucher, Lowry",101139-1626153-1626181-1628449-200768,TOR,709.0,3,12.0,10.0,26.0,26.0,2.0,7.0,4.0,52.0,6.0,8.0,3.0,,1.0,7.0,12.0,42.0,32.0,2.0,,,2.0,6.0,8.0,2.0,3.0,7.0,2.0,18.0,,4.0,10.0,7.0,36.0,2.0,2.0,0.42857142857142855,0.5,0.5833333333333334,,0.6481481481481481,,0.6896551724137931,0.3333333333333333,0.16666666666666666,1.0,,0.25,,105.61354019746122,15.23076923076923,12.038461538461538,14.692307692307692,11.423076923076923,0.2962962962962963,0.75,0.8571428571428571,0.3333333333333333,0.1111111111111111,0.037037037037037035,,,0.8518518518518519,0.5159653846153845,,0.5499,0.047619047619047616,4.266666666666667,0.07692307692307693,5.0,11.0,7.0,15.0,7.0,12.0,10.0,5.0,4.0,3.0,4.0,6.0,2.0,1.0,8.0,,8.0,2.0,0.5714285714285714,0.4666666666666667,0.5,0.5555555555555556,0.5714285714285714,0.6666666666666666,1.0,0.4074074074074074,0.45454545454545453,0.45454545454545453,0.6,0.5,25.886666666666667,2.0,2.0,,,2.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,,1.0,0.5,1.0,1.0,,,1.0,0.13793103448275862,0.2857142857142857,0.14285714285714285,4.0,1.0,,0.14814814814814814,1.0,,,,9.0,3.0,2.0,3.0,3.0,3.0,,3.0,,0.125,1.0,1.0,0.42857142857142855,0.5,,0.3333333333333333,0.3333333333333333,,,2.0,1.0,,,3.0,,3.0,,0.4,0.5,1.0,1.0,3.0,3.0,1.0,0.3333333333333333,2.0,,,1.0,,1.0,,2.0,,,0.5,0.5,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,False
