EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,DefensiveGoaltends,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockedShortMidRange,OffLongMidRangeReboundPct,2pt And 1 Free Throw Trips,PenaltyAtRimFGA,PenaltyAtRimFrequency,PtsUnassisted3s,Travels,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyTurnovers,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,OffCorner3ReboundPct,Loose Ball Fouls,BlockedLongMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,BlockedCorner3,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,HeaveAttempts,OffensiveGoaltends,3SecondViolations,team_id,year,season,team_vs
1626220-1628378-202324-203109-203957,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Jae Crowder, Dante Exum","O'Neale, Mitchell, Favors, Crowder, Exum",1626220-1628378-202324-203109-203957,UTA,1580.0,10,26.0,-2.0,52.0,51.0,103.0,13.0,19.0,52.0,13.0,7.0,14.0,18.0,12.0,0.475,0.7777777777777778,0.7,0.8571428571428571,93.87341772151899,15.615384615384615,15.058823529411764,15.288461538461538,14.666666666666666,0.325,0.625,0.4950425,24.726315789473684,4.0,4.0,6.0,,1.0,11.0,4.0,4.0,2.0,14.0,21.0,3.0,13.0,50.0,,1.0,2.0,16.0,12.0,9.0,,2.0,8.0,3.0,11.0,2.0,3.0,25.0,,7.0,,4.0,4.0,3.0,1.0,1.0,4.0,10.0,1.0,8.0,1.0,15.0,6.0,48.0,0.5714285714285714,0.5714285714285714,1.0,0.15789473684210525,0.15789473684210525,0.6666666666666666,,0.4625,,0.5319148936170213,0.25,,0.6363636363636364,,0.13636363636363635,,0.75,1.0,0.5,0.15,0.6666666666666666,0.8,0.75,0.275,0.1,1.0,1.0,0.15384615384615385,0.15384615384615385,1.0,0.3333333333333333,,0.15384615384615385,0.64005,0.13333333333333333,0.23076923076923078,0.04,8.038095238095238,18.0,9.0,6.0,1.0,6.0,,1.0,,5.0,,2.0,2.0,7.0,9.0,,9.0,6.0,20.0,3.0,1.0,2.0,3.0,3.0,,6.0,5.0,1.0,,1.0,2.0,,,,,20.0,18.0,1.0,2.0,,,0.7777777777777778,0.3888888888888889,0.47619047619047616,0.14285714285714285,0.16666666666666666,0.18181818181818182,0.6,0.1875,,0.2727272727272727,0.5,,,0.5454545454545454,0.6666666666666666,0.3333333333333333,0.75,0.15,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,,,0.2777777777777778,,0.5034388888888889,0.4,0.34615384615384615,,1.0,,,,,1.0,4.0,0.2222222222222222,,,,4.0,,0.2222222222222222,,,,,,,,,3.0,0.75,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,1.0,,,,1610612762,2019,2018-19,True
1626220-1628378-202324-203109-204060,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Jae Crowder, Joe Ingles","O'Neale, Mitchell, Favors, Crowder, Ingles",1626220-1628378-202324-203109-204060,UTA,507.0,10,8.0,15.0,19.0,17.0,36.0,6.0,7.0,11.0,6.0,3.0,8.0,13.0,6.0,0.3333333333333333,1.0,0.875,1.0,102.24852071005918,11.947368421052632,16.470588235294116,11.68421052631579,16.470588235294116,0.2857142857142857,0.8095238095238095,0.5138880952380953,25.714285714285715,2.0,6.0,10.0,1.0,2.0,1.0,1.0,3.0,2.0,8.0,14.0,2.0,4.0,26.0,1.0,2.0,2.0,6.0,10.0,,2.0,2.0,3.0,,3.0,,3.0,6.0,3.0,4.0,1.0,5.0,1.0,1.0,,,,1.0,2.0,3.0,,7.0,2.0,24.0,0.375,0.42857142857142855,,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5,0.5238095238095238,0.25,0.5416666666666666,0.2,1.0,0.8,0.5,0.45454545454545453,0.75,0.75,,,0.47619047619047616,0.6,0.6666666666666666,0.5,0.047619047619047616,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5,0.5,0.3333333333333333,0.5897375,0.09090909090909091,0.13333333333333333,0.07692307692307693,5.121428571428572,4.0,5.0,1.0,,1.0,,1.0,,2.0,,2.0,,,1.0,,2.0,3.0,3.0,1.0,,,,2.0,2.0,1.0,1.0,,,,2.0,1.0,,1.0,,3.0,4.0,,2.0,,,,,0.25,0.07142857142857142,0.1,,1.0,0.4,,0.5,1.0,0.2,,1.0,1.0,,,0.047619047619047616,,,,0.25,,,0.6666666666666666,,0.42391666666666666,0.11538461538461539,0.21052631578947367,,,,,1.0,,1.0,1.0,0.3333333333333333,6.0,,,,,,,,,,,,,,,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,True
1626220-1628378-202324-203109-2594,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Jae Crowder, Kyle Korver","O'Neale, Mitchell, Favors, Crowder, Korver",1626220-1628378-202324-203109-2594,UTA,2983.0,18,50.0,9.0,98.0,107.0,205.0,20.0,25.0,103.0,19.0,21.0,42.0,50.0,23.0,0.28735632183908044,0.7777777777777778,0.7068965517241379,0.7272727272727273,98.96077774052966,14.377551020408163,14.710280373831775,14.071428571428571,14.177570093457945,0.22988505747126436,0.6436781609195402,0.49477383720930235,26.872,8.0,20.0,31.0,2.0,4.0,22.0,5.0,9.0,5.0,37.0,62.0,7.0,17.0,112.0,2.0,5.0,7.0,24.0,50.0,21.0,4.0,5.0,12.0,7.0,19.0,5.0,6.0,45.0,6.0,20.0,1.0,8.0,11.0,7.0,4.0,1.0,4.0,8.0,10.0,19.0,,30.0,14.0,105.0,0.32432432432432434,0.34285714285714286,1.0,0.28,0.2916666666666667,0.5967741935483871,0.4,0.5459770114942529,0.4,0.5544554455445545,0.5,0.5,0.6451612903225806,0.24,0.16666666666666666,0.2727272727272727,0.42857142857142855,1.0,1.0,0.3563218390804598,0.6451612903225806,0.7692307692307693,0.3,0.25287356321839083,0.10344827586206896,0.5555555555555556,0.625,0.25,0.25,1.0,0.8,0.5,0.2631578947368421,0.5574,0.1414141414141414,0.1891891891891892,0.0625,6.479032258064516,18.0,48.0,12.0,2.0,5.0,,,1.0,3.0,,,3.0,7.0,10.0,1.0,4.0,7.0,24.0,9.0,2.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,9.0,6.0,9.0,3.0,24.0,18.0,3.0,2.0,,0.25,0.7,0.6071428571428571,0.6666666666666666,0.14516129032258066,0.16129032258064516,0.13636363636363635,0.5,0.058823529411764705,0.3,,0.6666666666666666,0.030303030303030304,0.3333333333333333,0.5454545454545454,0.631578947368421,0.4166666666666667,0.2,0.05747126436781609,0.4,0.4,1.0,,,,0.21428571428571427,0.3333333333333333,0.47960384615384616,0.21428571428571427,0.1836734693877551,,1.0,2.0,,3.0,,2.0,4.0,0.2857142857142857,,1.0,,1.0,2.0,0.07142857142857142,,,,0.3333333333333333,1.0,,,,3.0,0.75,,,,,,,,,,,,,,,0.1111111111111111,,,,1.0,0.25,1.0,,,1610612762,2019,2018-19,True
1626220-1628378-202324-203497-203526,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Rudy Gobert, Raul Neto","O'Neale, Mitchell, Favors, Gobert, Neto",1626220-1628378-202324-203497-203526,UTA,72.0,2,1.0,1.0,4.0,3.0,7.0,,,2.0,,,2.0,2.0,1.0,,,1.0,,140.0,9.25,11.666666666666666,9.25,11.666666666666666,,0.5,0.53795,,,1.0,1.0,,,1.0,,,,1.0,2.0,,1.0,3.0,,,,,2.0,,,,,,,,,,,2.0,,,,,,,1.0,2.0,1.0,2.0,,1.0,1.0,3.0,,,,,,0.5,,0.5,,0.75,,,1.0,,,,1.0,1.0,,0.5,1.0,1.0,,0.5,,,,,,,,,,,0.5,0.5,,5.45,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,3.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.4087,,0.75,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,True
1626220-1628378-202324-203497-203957,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Rudy Gobert, Dante Exum","O'Neale, Mitchell, Favors, Gobert, Exum",1626220-1628378-202324-203497-203957,UTA,372.0,3,6.0,6.0,11.0,12.0,23.0,3.0,4.0,6.0,3.0,1.0,6.0,8.0,,0.3076923076923077,0.3333333333333333,0.5555555555555556,,89.03225806451613,16.09090909090909,16.25,15.0,14.5,0.23076923076923078,0.46153846153846156,0.46435,25.4,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,3.0,9.0,2.0,,12.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,,5.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,,,,10.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.46153846153846156,0.5,0.46153846153846156,0.5,1.0,0.6666666666666666,0.3333333333333333,0.25,,0.6,,0.5,0.15384615384615385,0.5,1.0,,0.38461538461538464,0.15384615384615385,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,0.4965,,,0.16666666666666666,8.177777777777777,,4.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,1.0,2.0,2.0,,,,,,,,,,0.1111111111111111,0.5,,,,0.5,,1.0,,1.0,0.2,0.2,1.0,,0.07692307692307693,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,True
1626220-1628378-202324-203497-204060,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Rudy Gobert, Joe Ingles","O'Neale, Mitchell, Favors, Gobert, Ingles",1626220-1628378-202324-203497-204060,UTA,6323.0,15,105.0,-20.0,213.0,207.0,420.0,40.0,55.0,225.0,40.0,42.0,76.0,103.0,31.0,0.2777777777777778,0.7777777777777778,0.6826923076923077,0.8333333333333334,95.65079867151668,14.215962441314554,15.917874396135266,13.72300469483568,15.36231884057971,0.20202020202020202,0.601010101010101,0.49639090909090916,24.85090909090909,23.0,34.0,64.0,5.0,11.0,48.0,14.0,31.0,10.0,68.0,143.0,18.0,15.0,205.0,8.0,16.0,19.0,76.0,60.0,51.0,8.0,10.0,38.0,17.0,55.0,9.0,25.0,127.0,22.0,29.0,5.0,27.0,20.0,13.0,7.0,5.0,10.0,30.0,22.0,42.0,3.0,23.0,11.0,186.0,0.5588235294117647,0.59375,0.9444444444444444,0.32727272727272727,0.32727272727272727,0.4755244755244755,0.5,0.4797979797979798,0.475,0.4880382775119617,0.4523809523809524,0.7142857142857143,0.58,0.2972972972972973,0.22522522522522523,0.3448275862068966,0.5384615384615384,1.0,0.6666666666666666,0.32323232323232326,0.53125,0.5964912280701754,0.7352941176470589,0.24242424242424243,0.15656565656565657,0.45161290322580644,0.45161290322580644,0.25,0.25,0.9,0.55,0.45454545454545453,0.25,0.5249823529411765,0.05263157894736842,0.07142857142857142,0.09268292682926829,7.9594405594405595,9.0,15.0,20.0,8.0,15.0,1.0,3.0,,1.0,1.0,4.0,,1.0,7.0,,1.0,1.0,3.0,15.0,8.0,9.0,4.0,3.0,3.0,20.0,16.0,4.0,5.0,1.0,,11.0,9.0,12.0,8.0,3.0,9.0,1.0,,0.25,,0.14285714285714285,0.125,0.16666666666666666,0.1048951048951049,0.109375,0.16666666666666666,0.6666666666666666,0.08108108108108109,0.32142857142857145,0.1,0.5161290322580645,0.03125,0.6666666666666666,0.4166666666666667,0.5,0.45,0.2857142857142857,0.07575757575757576,0.5333333333333333,0.5333333333333333,1.0,0.15,0.3333333333333333,,0.125,,0.4536,0.014634146341463415,0.04225352112676056,,,3.0,1.0,2.0,0.17647058823529413,,5.0,0.625,3.0,1.0,,,1.0,,,1.0,0.4,,2.0,,,,,,1.0,0.05,,,1.0,,,,,1.0,1.0,,,,,,,,2.0,0.5,,,,1610612762,2019,2018-19,True
1626220-1628378-202324-203497-2594,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Rudy Gobert, Kyle Korver","O'Neale, Mitchell, Favors, Gobert, Korver",1626220-1628378-202324-203497-2594,UTA,302.0,3,5.0,-3.0,10.0,7.0,17.0,5.0,5.0,8.0,5.0,2.0,4.0,5.0,2.0,0.45454545454545453,1.0,1.0,1.0,81.05960264900662,18.0,17.428571428571427,16.2,17.428571428571427,0.45454545454545453,0.5454545454545454,0.46586818181818185,25.04,1.0,1.0,1.0,,,2.0,1.0,3.0,,2.0,6.0,,1.0,5.0,,1.0,,2.0,2.0,,,,1.0,,1.0,,1.0,2.0,,2.0,,1.0,,,,,,,2.0,2.0,1.0,1.0,1.0,5.0,0.5,0.5,,,,0.3333333333333333,,0.18181818181818182,,0.22727272727272727,,,1.0,,0.1111111111111111,,1.0,,,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,0.2727272727272727,0.3333333333333333,0.3333333333333333,,,,,,,,0.09090909090909091,0.16666666666666666,,12.799999999999999,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,True
1626220-1628378-202324-203526-204060,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Raul Neto, Joe Ingles","O'Neale, Mitchell, Favors, Neto, Ingles",1626220-1628378-202324-203526-204060,UTA,70.0,1,1.0,,2.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,102.85714285714285,15.0,13.333333333333334,15.0,13.333333333333334,0.5,0.5,0.4868,24.9,,,,,,,1.0,1.0,,1.0,1.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,2.0,,,,,,1.0,,0.5,,0.5,,,,,,,,,1.0,,,,,,0.5,1.0,1.0,,,,,,,,,,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,True
1626220-1628378-202324-203526-2594,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Raul Neto, Kyle Korver","O'Neale, Mitchell, Favors, Neto, Korver",1626220-1628378-202324-203526-2594,UTA,47.0,1,1.0,1.0,2.0,1.0,3.0,,,2.0,,,,,1.0,,,,,91.91489361702128,17.5,12.0,17.5,12.0,,,0.3819,,,,,,,1.0,,,,1.0,1.0,,1.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,1.0,3.0,,,,,,1.0,,1.0,,0.75,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.5,0.5,,13.6,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,True
1626220-1628378-202324-203957-204060,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Dante Exum, Joe Ingles","O'Neale, Mitchell, Favors, Exum, Ingles",1626220-1628378-202324-203957-204060,UTA,160.0,2,3.0,-1.0,4.0,4.0,8.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,0.3333333333333333,0.5,0.5,0.5,72.0,17.0,23.0,17.0,20.0,0.3333333333333333,1.0,0.59235,25.6,,2.0,2.0,,,,,,,2.0,2.0,,,4.0,,,,4.0,,,,,2.0,,2.0,,2.0,4.0,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,4.0,1.0,1.0,,,,1.0,,0.6666666666666666,,0.6666666666666666,,,,,,,,,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,True
1626220-1628378-202324-203957-2594,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Dante Exum, Kyle Korver","O'Neale, Mitchell, Favors, Exum, Korver",1626220-1628378-202324-203957-2594,UTA,40.0,1,1.0,-3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,108.0,15.0,12.5,15.0,12.5,1.0,1.0,0.5487,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5487,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,True
1626220-1628378-202324-204060-2594,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Joe Ingles, Kyle Korver","O'Neale, Mitchell, Favors, Ingles, Korver",1626220-1628378-202324-204060-2594,UTA,30.0,1,,,1.0,2.0,3.0,,,2.0,,,,,,,,,,144.0,20.0,5.0,20.0,5.0,,,0.3971,,,,,,,1.0,,,,1.0,1.0,,,2.0,,,,2.0,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,13.6,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.3971,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,True
1626220-1628378-202327-203109-203957,1610612762,"Royce O'Neale, Donovan Mitchell, Ekpe Udoh, Jae Crowder, Dante Exum","O'Neale, Mitchell, Udoh, Crowder, Exum",1626220-1628378-202327-203109-203957,UTA,124.0,1,2.0,1.0,4.0,4.0,8.0,,1.0,3.0,,2.0,2.0,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,92.9032258064516,12.75,18.25,12.75,16.75,,1.0,0.485425,22.7,,1.0,1.0,,,,,,,1.0,1.0,,2.0,4.0,,,,2.0,,,,,1.0,,1.0,,1.0,2.0,,,,,1.0,,1.0,,1.0,1.0,,2.0,,2.0,,4.0,1.0,1.0,,,,1.0,,0.5,,0.6666666666666666,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,3.8,4.0,,,,1.0,,,,,,,,1.0,1.0,,1.0,2.0,4.0,,,,,,,,,,,1.0,1.0,,,,,4.0,4.0,,1.0,,,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,0.5,,,,,,,,,0.485425,1.0,1.0,,,,,,,,1.0,0.5,,,,1.0,1.0,0.5,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,True
1626220-1628378-202327-203109-204060,1610612762,"Royce O'Neale, Donovan Mitchell, Ekpe Udoh, Jae Crowder, Joe Ingles","O'Neale, Mitchell, Udoh, Crowder, Ingles",1626220-1628378-202327-203109-204060,UTA,4.0,1,,,,1.0,1.0,,,,,,,,,,,,,360.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,True
1626220-1628378-202327-203109-2594,1610612762,"Royce O'Neale, Donovan Mitchell, Ekpe Udoh, Jae Crowder, Kyle Korver","O'Neale, Mitchell, Udoh, Crowder, Korver",1626220-1628378-202327-203109-2594,UTA,104.0,2,2.0,-3.0,3.0,4.0,7.0,,,7.0,,,1.0,1.0,,,,1.0,,96.92307692307692,15.333333333333334,14.5,15.333333333333334,14.5,,0.3333333333333333,0.49563333333333337,,,1.0,1.0,,,1.0,,1.0,,2.0,3.0,,,4.0,,,,2.0,2.0,,,,1.0,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,4.0,0.5,0.5,,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,1.0,,,,1.0,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,8.533333333333333,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,True
1626220-1628378-203109-203497-203526,1610612762,"Royce O'Neale, Donovan Mitchell, Jae Crowder, Rudy Gobert, Raul Neto","O'Neale, Mitchell, Crowder, Gobert, Neto",1626220-1628378-203109-203497-203526,UTA,126.0,4,2.0,2.0,4.0,3.0,7.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,0.4,1.0,0.6666666666666666,,80.0,19.5,16.0,16.5,15.333333333333334,0.4,0.4,0.4375,26.25,2.0,,,,,3.0,,,,1.0,3.0,,3.0,5.0,,1.0,1.0,2.0,,,,,1.0,,1.0,,,2.0,1.0,1.0,,2.0,,,,,,,,1.0,1.0,4.0,1.0,4.0,1.0,1.0,,,,0.3333333333333333,,0.2,,0.25,,,0.5,0.5,0.5,,,,1.0,,,,,0.6,,,,,,,,,,0.433125,0.16666666666666666,0.25,0.2,9.0,2.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,3.0,1.0,,1.0,,1.0,,,,,,,,2.0,1.0,2.0,1.0,3.0,2.0,,,,,1.0,1.0,0.75,0.3333333333333333,,0.3333333333333333,,0.5,0.5,0.5,1.0,,0.5,0.3333333333333333,0.5,1.0,,,,,,0.5,,,,,0.4423,0.6,0.5,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,True
