EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,Loose Ball Fouls,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,ShortMidRangeFGA,FtPoints,PenaltyFtPoints,ShootingFouls,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangeFrequency,LongMidRangeFGM,PtsUnassisted2s,DeadBallTurnovers,LostBallTurnovers,Offensive Fouls,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG3A,LongMidRangeAssists,Steals,BadPassSteals,TwoPtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,FG3APct,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Offensive Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceCorner3FGA,SecondChanceFG3A,OffThreePtRebounds,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsPutbacks,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceFtPoints,FTDefRebounds,LostBallSteals,StepOutOfBoundsTurnovers,Charge Fouls Drawn,BlockedShortMidRange,DefFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceCorner3Accuracy,DefensiveGoaltends,SecondChanceCorner3PctAssisted,SelfOReb,SelfORebPct,Technical Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,FTOffRebounds,OffFTReboundPct,Corner3PctBlocked,LongMidRangePctBlocked,OffensiveGoaltends,Blocked3s,BlockedCorner3,BlockedArc3,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
101139-1626153-1626181-1627781-202685,1610612761,"CJ Miles, Delon Wright, Norman Powell, Malachi Richardson, Jonas Valanciunas","Miles, Wright, Powell, Richardson, Valanciunas",101139-1626153-1626181-1627781-202685,TOR,62.0,1,1.0,-2.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,92.9032258064516,15.0,15.666666666666666,15.0,14.666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4602,0.4602,1.0,2.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
101139-1626153-1626181-1627783-1627832,1610612761,"CJ Miles, Delon Wright, Norman Powell, Pascal Siakam, Fred VanVleet","Miles, Wright, Powell, Siakam, VanVleet",101139-1626153-1626181-1627783-1627832,TOR,94.0,1,2.0,-6.0,3.0,4.0,,,7.0,1.0,1.0,,,1.0,2.0,2.0,8.0,,,,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,2.0,,,1.0,1.0,0.5,,0.5,,0.5,,,1.0,,107.23404255319149,15.0,12.25,15.0,12.25,0.5,1.0,1.0,1.0,,,0.5,0.50695,,,8.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
101139-1626153-1626181-1627783-202328,1610612761,"CJ Miles, Delon Wright, Norman Powell, Pascal Siakam, Greg Monroe","Miles, Wright, Powell, Siakam, Monroe",101139-1626153-1626181-1627783-202328,TOR,111.0,1,2.0,-2.0,4.0,4.0,4.0,4.0,8.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,7.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,4.0,,1.0,1.0,1.0,,,,5.0,5.0,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,0.625,,1.0,,103.78378378378378,9.25,18.5,9.25,18.5,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5832333333333334,0.5832333333333334,1.0,3.6,1.0,,1.0,,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
101139-1626153-1626181-1627783-202685,1610612761,"CJ Miles, Delon Wright, Norman Powell, Pascal Siakam, Jonas Valanciunas","Miles, Wright, Powell, Siakam, Valanciunas",101139-1626153-1626181-1627783-202685,TOR,90.0,1,2.0,-4.0,3.0,4.0,,,7.0,,,,,1.0,1.0,2.0,6.0,,,,,,,,,,1.0,1.0,1.0,,,,2.0,,,,,1.0,,1.0,,1.0,,,1.0,,112.0,14.666666666666666,11.5,14.666666666666666,11.5,,,,,,,,0.4042,,,18.5,,1.0,1.0,1.0,,2.0,2.0,,0.5,1.0,,1.0,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
101139-1626153-1626181-1627832-202328,1610612761,"CJ Miles, Delon Wright, Norman Powell, Fred VanVleet, Greg Monroe","Miles, Wright, Powell, VanVleet, Monroe",101139-1626153-1626181-1627832-202328,TOR,330.0,3,6.0,13.0,11.0,11.0,8.0,9.0,22.0,5.0,5.0,4.0,4.0,7.0,7.0,20.0,7.0,5.0,5.0,14.0,6.0,3.0,3.0,2.0,6.0,3.0,6.0,6.0,4.0,1.0,,1.0,20.0,14.0,8.0,0.42857142857142855,0.42857142857142855,1.0,1.0,0.875,0.8333333333333334,0.9090909090909091,0.875,1.0,0.8571428571428571,,96.0,14.0,16.0,14.0,15.636363636363637,0.625,1.0,1.0,0.4,0.6666666666666666,1.0,0.75,0.58175625,0.5967250000000001,0.7,6.442857142857143,0.7272727272727273,2.0,3.0,,,,1.0,,,0.75,1.0,0.25,,6.0,4.0,,6.0,1.0,,,2.0,8.0,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.125,1.0,1.0,0.5,0.125,0.16666666666666666,0.2,0.2222222222222222,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
101139-1626153-1626181-1627832-202685,1610612761,"CJ Miles, Delon Wright, Norman Powell, Fred VanVleet, Jonas Valanciunas","Miles, Wright, Powell, VanVleet, Valanciunas",101139-1626153-1626181-1627832-202685,TOR,285.0,2,5.0,6.0,10.0,8.0,5.0,4.0,18.0,2.0,4.0,2.0,2.0,4.0,7.0,9.0,3.0,3.0,3.0,7.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,6.0,3.0,,,,7.0,7.0,5.0,0.25,0.25,0.5714285714285714,1.0,0.4,0.75,0.4090909090909091,0.7,0.6666666666666666,0.7142857142857143,1.0,90.94736842105263,12.7,19.75,9.6,19.0,0.4,0.5,0.6666666666666666,0.5,0.5,1.0,0.7,0.519015,0.5307375,0.7777777777777778,8.557142857142857,0.5,3.0,3.0,,,,1.0,,,0.75,0.75,0.3,,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,6.0,,,,,0.6666666666666666,0.6666666666666666,,,3.0,1.0,,,,,,,0.3,0.5,,,,,,,25.599999999999998,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.14285714285714285,0.25,0.3333333333333333,0.16666666666666666,0.5,0.3,0.5,1.0,1.0,0.25,0.426,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
101139-1626153-1626181-1628384-201586,1610612761,"CJ Miles, Delon Wright, Norman Powell, OG Anunoby, Serge Ibaka","Miles, Wright, Powell, Anunoby, Ibaka",101139-1626153-1626181-1628384-201586,TOR,174.0,1,3.0,3.0,6.0,6.0,,,12.0,,,,,2.0,6.0,5.0,2.0,,,,,,,,,1.0,5.0,7.0,4.0,,,,5.0,,,,,0.3333333333333333,,0.2857142857142857,,0.3125,,1.0,1.0,1.0,99.3103448275862,15.166666666666666,13.833333333333334,14.333333333333334,13.833333333333334,,,,,,,0.14285714285714285,0.42052142857142855,,,11.833333333333334,,3.0,4.0,,,,3.0,,,1.0,1.0,0.42857142857142855,3.0,1.0,,1.0,2.0,,,0.42857142857142855,2.0,4.0,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,1.0,,,,,1.0,,,0.14285714285714285,,,,0.14285714285714285,,0.125,0.14285714285714285,22.3,,,,,,,,,,1.0,1.0,2.0,,,,,0.16666666666666666,,0.25,0.4,,,,,,,0.62955,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
101139-1626153-1626181-1628384-202328,1610612761,"CJ Miles, Delon Wright, Norman Powell, OG Anunoby, Greg Monroe","Miles, Wright, Powell, Anunoby, Monroe",101139-1626153-1626181-1628384-202328,TOR,759.0,2,13.0,-3.0,30.0,30.0,15.0,10.0,60.0,3.0,7.0,1.0,1.0,7.0,16.0,30.0,33.0,3.0,4.0,18.0,10.0,5.0,7.0,2.0,16.0,5.0,10.0,10.0,6.0,2.0,,2.0,30.0,18.0,15.0,0.7142857142857143,0.7142857142857143,0.4375,0.75,0.5227272727272727,0.75,0.6,0.8181818181818182,0.625,0.7142857142857143,1.0,113.83399209486166,11.166666666666666,14.133333333333333,11.166666666666666,13.833333333333334,0.3181818181818182,0.42857142857142855,0.5,0.6666666666666666,0.125,1.0,0.5909090909090909,0.5411227272727273,0.52933125,0.6,5.95625,0.5,2.0,5.0,2.0,2.0,5.0,8.0,,0.4,0.8333333333333334,0.8,0.09090909090909091,7.0,7.0,6.0,4.0,8.0,3.0,3.0,0.3181818181818182,1.0,4.0,3.0,,,1.0,0.5,0.5,2.0,1.0,6.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,0.2727272727272727,0.5,0.5,1.0,0.09090909090909091,0.125,0.09090909090909091,0.125,24.900000000000002,,,,4.0,3.0,,,,4.0,1.0,,,1.0,,,,0.0625,0.14285714285714285,,,,0.18181818181818182,,,,0.375,,,,,,,,,,,,3.0,1.0,1.0,2.0,1.0,3.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,1.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
101139-1626153-1626181-1628384-202685,1610612761,"CJ Miles, Delon Wright, Norman Powell, OG Anunoby, Jonas Valanciunas","Miles, Wright, Powell, Anunoby, Valanciunas",101139-1626153-1626181-1628384-202685,TOR,142.0,1,2.0,3.0,4.0,5.0,,,9.0,1.0,1.0,,,2.0,2.0,7.0,4.0,,,,,,1.0,,3.0,1.0,2.0,2.0,,,,,7.0,,,,,1.0,,0.875,,0.875,,1.0,1.0,,91.26760563380282,10.25,20.2,10.25,20.2,0.25,1.0,1.0,,,,0.75,0.4692125,,,6.15,,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,0.25,,4.0,1.0,,1.0,,,,,,2.0,,,,,,,,0.5,,,,,,,,25.6,,,,2.0,,,,,2.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,1.0,0.5,,0.5,1.0,1.0,1.0,,,,,0.5,0.5,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
101139-1626153-1626181-1628449-200768,1610612761,"CJ Miles, Delon Wright, Norman Powell, Chris Boucher, Kyle Lowry","Miles, Wright, Powell, Boucher, Lowry",101139-1626153-1626181-1628449-200768,TOR,709.0,3,12.0,-10.0,26.0,26.0,7.0,2.0,52.0,4.0,6.0,2.0,3.0,10.0,17.0,32.0,42.0,3.0,4.0,9.0,14.0,7.0,9.0,2.0,20.0,5.0,9.0,12.0,7.0,2.0,1.0,2.0,27.0,9.0,7.0,0.7,0.7777777777777778,0.5882352941176471,0.75,0.6190476190476191,0.75,0.6666666666666666,0.9,1.0,0.75,1.0,105.61354019746122,12.038461538461538,15.23076923076923,11.423076923076923,14.692307692307692,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.5,0.75,0.6666666666666666,0.47619047619047616,0.4953333333333333,0.5774,0.28125,6.952941176470588,0.2692307692307692,2.0,4.0,2.0,1.0,5.0,8.0,,0.4,0.5714285714285714,0.6,0.09523809523809523,9.0,6.0,3.0,3.0,7.0,1.0,1.0,0.42857142857142855,1.0,6.0,3.0,1.0,,0.5,0.5,0.5,,,4.0,,1.0,3.0,3.0,3.0,1.0,2.0,0.19047619047619047,1.0,1.0,1.0,,,0.13043478260869565,0.15789473684210525,25.9,3.0,,,4.0,,1.0,1.0,5.0,4.0,3.0,3.0,3.0,,1.0,1.25,1.25,0.17647058823529413,,0.42857142857142855,0.3333333333333333,0.5,0.19047619047619047,,,,,0.4534,0.15625,,1.0,,3.0,0.3333333333333333,,0.5,,,5.0,,,2.0,,2.0,,6.0,,2.0,2.0,2.0,,4.0,1.0,2.0,,1.0,,,,1.0,0.5,,0.5,1.0,0.5555555555555556,0.8333333333333334,0.8,,,,0.5,0.5,1.0,,,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
