EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,3SecondViolations,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PtsUnassisted2s,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,DefShortMidRangeReboundPct,PenaltyDefPoss,ShortMidRangeFGM,Corner3FGA,Arc3FGM,FG3M,FtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,FTDefRebounds,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,ShortMidRangeAssists,LongMidRangeAssists,BlockedShortMidRange,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyOffPoss,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceFG2M,SecondChancePoints,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SelfORebPct,SecondChancePointsPct,LostBallOutOfBoundsTurnovers,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,BadPassTurnovers,NonShootingFoulsDrawn,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,FTOffRebounds,LostBallSteals,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,OffArc3ReboundPct,SecondChanceFtPoints,OffShortMidRangeReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,ShortMidRangePctBlocked,BlockedCorner3,Loose Ball Fouls,SecondChanceTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,BlockedLongMidRange,Defensive 3 Seconds Violations,HeaveMakes,Corner3PctBlocked,team_id,year,season,team_vs
101106-1626188-1627814-1628395-2738,1610612744,"Andrew Bogut, Quinn Cook, Damion Lee, Jordan Bell, Andre Iguodala","Bogut, Cook, Lee, Bell, Iguodala",101106-1626188-1627814-1628395-2738,GSW,285.0,1,5.0,-12.0,10.0,10.0,2.0,20.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,8.0,1.0,4.0,16.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,0.25,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.2857142857142857,1.0,1.0,1.0,101.05263157894737,18.8,9.7,17.8,9.7,0.4444444444444444,0.5,0.5,1.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,1.0,0.5555555555555556,0.5427722222222222,0.623,7.9125,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,False
101106-1626188-1628035-201973-2738,1610612744,"Andrew Bogut, Quinn Cook, Alfonzo McKinnie, Jonas Jerebko, Andre Iguodala","Bogut, Cook, McKinnie, Jerebko, Iguodala",101106-1626188-1628035-201973-2738,GSW,75.0,1,1.0,-1.0,2.0,2.0,,4.0,1.0,1.0,,,,,1.0,1.0,,2.0,3.0,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,2.0,,,1.0,1.0,1.0,,,0.5,,,0.5,,,,,76.8,12.0,25.5,12.0,21.0,1.0,1.0,1.0,,,,,,1.0,0.5396,,2.1,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,False
101106-1626188-1628395-201142-202691,1610612744,"Andrew Bogut, Quinn Cook, Jordan Bell, Kevin Durant, Klay Thompson","Bogut, Cook, Bell, Durant, Thompson",101106-1626188-1628395-201142-202691,GSW,440.0,1,7.0,-7.0,18.0,17.0,,35.0,3.0,3.0,,2.0,2.0,5.0,5.0,7.0,8.0,24.0,31.0,,6.0,5.0,3.0,6.0,3.0,15.0,,2.0,,3.0,,3.0,1.0,1.0,,,,,3.0,,24.0,0.6,0.6,0.7142857142857143,0.6333333333333333,0.6666666666666666,0.5333333333333333,,,,0.6666666666666666,0.3333333333333333,,,,0.6666666666666666,114.54545454545455,13.61111111111111,11.470588235294118,13.61111111111111,10.529411764705882,0.2,1.0,1.0,1.0,0.13333333333333333,0.13333333333333333,0.3333333333333333,,0.7333333333333333,0.5576466666666666,,8.071428571428571,24.7,4.0,,,,1.0,2.0,3.0,3.0,3.0,5.0,9.0,3.0,3.0,3.0,1.0,3.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,0.375,0.375,1.0,1.0,1.0,0.2,0.6,0.6,1.0,0.6,0.16666666666666666,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,False
101106-1626188-201142-201939-203110,1610612744,"Andrew Bogut, Quinn Cook, Kevin Durant, Stephen Curry, Draymond Green","Bogut, Cook, Durant, Curry, Green",101106-1626188-201142-201939-203110,GSW,220.0,2,4.0,6.0,8.0,8.0,,16.0,3.0,3.0,,1.0,1.0,1.0,5.0,5.0,2.0,12.0,6.0,,10.0,1.0,5.0,5.0,3.0,10.0,,1.0,1.0,2.0,,2.0,2.0,2.0,,,,,1.0,,12.0,1.0,1.0,1.0,0.7142857142857143,0.75,0.2857142857142857,,0.5,,1.0,0.6666666666666666,,,,1.0,104.72727272727273,12.125,15.375,12.125,14.0,0.42857142857142855,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,,0.7142857142857143,0.5533714285714286,,5.2,25.0,,,,0.5,2.0,1.0,1.0,,,2.0,,,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,1.0,1.0,0.14285714285714285,,,,,0.125,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,False
101106-1626188-201142-201973-202691,1610612744,"Andrew Bogut, Quinn Cook, Kevin Durant, Jonas Jerebko, Klay Thompson","Bogut, Cook, Durant, Jerebko, Thompson",101106-1626188-201142-201973-202691,GSW,74.0,1,1.0,2.0,3.0,1.0,,4.0,,,,1.0,,,1.0,1.0,,4.0,2.0,,2.0,,1.0,1.0,,2.0,,,,,,,,,,1.0,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,77.83783783783784,18.666666666666668,18.0,18.666666666666668,15.0,,,,,1.0,,,,,0.4357,,12.8,,,,,,,1.0,,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,0.5,0.5,,1.0,,,1.0,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,False
101106-1626188-201142-202691-2733,1610612744,"Andrew Bogut, Quinn Cook, Kevin Durant, Klay Thompson, Shaun Livingston","Bogut, Cook, Durant, Thompson, Livingston",101106-1626188-201142-202691-2733,GSW,74.0,1,1.0,1.0,2.0,2.0,,4.0,,,,1.0,1.0,,2.0,2.0,,4.0,3.0,,4.0,,2.0,2.0,,4.0,,,,,,,1.0,1.0,,,,,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,77.83783783783784,26.0,11.0,26.0,11.0,,,,,0.5,0.5,,,,0.37055,,14.05,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,False
101106-1628035-1628980-201973-2738,1610612744,"Andrew Bogut, Alfonzo McKinnie, Jacob Evans, Jonas Jerebko, Andre Iguodala","Bogut, McKinnie, Evans, Jerebko, Iguodala",101106-1628035-1628980-201973-2738,GSW,2.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,720.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,False
101106-1628035-201142-201939-203110,1610612744,"Andrew Bogut, Alfonzo McKinnie, Kevin Durant, Stephen Curry, Draymond Green","Bogut, McKinnie, Durant, Curry, Green",101106-1628035-201142-201939-203110,GSW,134.0,1,2.0,4.0,4.0,4.0,1.0,8.0,2.0,2.0,,2.0,1.0,,4.0,5.0,,8.0,4.0,1.0,4.0,,2.0,2.0,2.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,6.0,0.5,0.5,0.8,0.8,0.8,,,,1.0,,,1.0,1.0,,,85.97014925373134,12.0,21.5,11.0,21.5,0.4,1.0,1.0,1.0,0.4,0.2,,,0.4,0.52318,0.4667,8.4,,4.0,,,,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,False
101106-1628035-201939-202691-203110,1610612744,"Andrew Bogut, Alfonzo McKinnie, Stephen Curry, Klay Thompson, Draymond Green","Bogut, McKinnie, Curry, Thompson, Green",101106-1628035-201939-202691-203110,GSW,119.0,1,2.0,-1.0,4.0,3.0,,7.0,1.0,1.0,,1.0,,1.0,1.0,2.0,1.0,5.0,6.0,,2.0,1.0,1.0,2.0,1.0,5.0,,,,,,,,,,1.0,,1.0,,,5.0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,,,,,,,,,,84.70588235294117,14.5,20.333333333333332,14.5,20.333333333333332,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,0.5673333333333334,,4.55,24.9,,,,,,,,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,False
101106-1628035-201939-203110-2738,1610612744,"Andrew Bogut, Alfonzo McKinnie, Stephen Curry, Draymond Green, Andre Iguodala","Bogut, McKinnie, Curry, Green, Iguodala",101106-1628035-201939-203110-2738,GSW,110.0,1,2.0,-4.0,5.0,4.0,,9.0,,,,2.0,,1.0,,2.0,1.0,2.0,6.0,,,1.0,,,,,,,2.0,2.0,,2.0,,,1.0,,,1.0,1.0,,2.0,,,,,0.25,0.3333333333333333,1.0,1.0,,,1.0,,,,,117.81818181818183,14.8,9.0,14.8,9.0,,,,,0.6666666666666666,,0.3333333333333333,,0.3333333333333333,0.4322,,12.05,30.8,,,,1.0,4.0,,,,,2.0,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,5.0,1.0,5.0,1.0,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,0.3333333333333333,0.4322,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,False
