EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FtPoints,PenaltyFG2A,PenaltyFtPoints,HeaveAttempts,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,SecondChanceOffPoss,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,NonHeaveArc3FGA,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeFGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,Steals,BadPassSteals,BlockedAtRim,Fg2Pct,SecondChanceFg2Pct,FG2APctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceShotQualityAvg,ShootingFouls,Technical Free Throw Trips,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PtsAssisted2s,PtsPutbacks,TwoPtAssists,AtRimAssists,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,LiveBallTurnoverPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctAssisted,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PtsUnassisted3s,HeaveMakes,LostBallSteals,Offensive Fouls,Loose Ball Fouls Drawn,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyArc3Accuracy,ShortMidRangeFGM,Travels,ThreePtShootingFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,ShortMidRangeAssists,FTDefRebounds,SelfOReb,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,FG3APctBlocked,AtRimPctBlocked,Corner3PctBlocked,DefFTReboundPct,SelfORebPct,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,FTOffRebounds,2pt And 1 Free Throw Trips,OffFTReboundPct,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,BlockedLongMidRange,DefensiveGoaltends,Arc3PctBlocked,team_id,year,season,team_vs
1626185-1628371-1628411-201571-203082,1610612753,"Jarell Martin, Jonathan Isaac, Wes Iwundu, D.J. Augustin, Terrence Ross","Martin, Isaac, Iwundu, Augustin, Ross",1626185-1628371-1628411-201571-203082,ORL,33.0,1,1.0,1.0,2,1.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,130.9090909090909,20.0,6.5,20.0,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5751,0.5751,1.0,23.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1626185-201571-202696-203082-203095,1610612753,"Jarell Martin, D.J. Augustin, Nikola Vucevic, Terrence Ross, Evan Fournier","Martin, Augustin, Vucevic, Ross, Fournier",1626185-201571-202696-203082-203095,ORL,103.0,1,2.0,3.0,3,3.0,3.0,6,,,,,,1.0,1.0,6.0,,1.0,1.0,,,,,,1.0,1.0,3.0,,,,,,,0.16666666666666666,0.16666666666666666,0.5,83.88349514563107,18.0,16.333333333333332,18.0,16.333333333333332,,,,,,,0.5,0.3731,0.3731,1.0,41.1,1.0,-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.5,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1626185-203082-203095-203487-203920,1610612753,"Jarell Martin, Terrence Ross, Evan Fournier, Michael Carter-Williams, Khem Birch","Martin, Ross, Fournier, Carter-Williams, Birch",1626185-203082-203095-203487-203920,ORL,116.0,1,2.0,3.0,3,,,6,1.0,1.0,,,1.0,4.0,3.0,2.0,,,,3.0,1.0,1.0,1.0,3.0,,,,1.0,0.25,,0.25,0.375,,0.375,,1.0,74.48275862068965,15.333333333333334,23.333333333333332,13.0,23.333333333333332,0.25,1.0,1.0,1.0,,,1.0,0.546375,,,26.45,,1.0,,3.0,,,,,,,1.0,2.0,3.0,,,,1.0,1.0,1.0,,0.75,,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1628371-1628411-201571-202696-203095,1610612753,"Jonathan Isaac, Wes Iwundu, D.J. Augustin, Nikola Vucevic, Evan Fournier","Isaac, Iwundu, Augustin, Vucevic, Fournier",1628371-1628411-201571-202696-203095,ORL,90.0,1,2.0,2.0,2,,,4,,1.0,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,0.25,,0.25,,0.25,64.0,28.5,16.5,26.0,12.0,0.25,,,,,,0.25,0.4443,,,22.2,,-1.0,1.0,,,3.0,,,,,,,2.0,,,,,,,0.25,,,,,17.099999999999998,1.0,,,,,2.0,,1.0,,2.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,0.6666666666666666,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.3571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1628371-1628411-201571-203082-203920,1610612753,"Jonathan Isaac, Wes Iwundu, D.J. Augustin, Terrence Ross, Khem Birch","Isaac, Iwundu, Augustin, Ross, Birch",1628371-1628411-201571-203082-203920,ORL,159.0,1,3.0,5.0,5,5.0,5.0,10,,1.0,,1.0,,2.0,2.0,5.0,,2.0,2.0,,,,,,2.0,2.0,5.0,,,,,,,0.125,0.125,0.2857142857142857,90.56603773584906,20.6,11.2,15.6,10.6,0.14285714285714285,,,,0.14285714285714285,,0.2857142857142857,0.4592714285714286,0.4592714285714286,1.0,23.75,1.0,-3.0,4.0,1.0,1.0,5.0,2.0,5.0,2.0,,2.0,3.0,6.0,1.0,3.0,1.0,0.6666666666666666,0.75,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.125,0.16666666666666666,11.16,3.0,,1.0,,1.0,,1.0,,1.0,3.0,1.0,1.0,,1.0,1.0,,,,1.0,,0.42857142857142855,,,1.0,0.3333333333333333,,,,,1.0,,,2.0,,1.0,3.0,,,1.0,,,0.2,,0.6,1.0,,0.14285714285714285,,,0.5034,1.0,1.0,0.25,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1628371-1628411-202696-203082-203487,1610612753,"Jonathan Isaac, Wes Iwundu, Nikola Vucevic, Terrence Ross, Michael Carter-Williams","Isaac, Iwundu, Vucevic, Ross, Carter-Williams",1628371-1628411-202696-203082-203487,ORL,244.0,1,4.0,9.0,8,4.0,5.0,17,2.0,2.0,1.0,1.0,2.0,3.0,12.0,8.0,1.0,2.0,5.0,6.0,2.0,4.0,2.0,10.0,10.0,5.0,4.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.75,0.8333333333333334,0.75,0.8333333333333334,0.375,100.32786885245902,11.666666666666666,17.375,10.88888888888889,17.375,0.25,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.520175,0.5240166666666667,0.4166666666666667,24.2,0.4444444444444444,4.0,,1.0,1.0,5.0,,1.0,,,2.0,3.0,4.0,2.0,,,1.0,1.0,,,0.125,0.3333333333333333,,,2.0,2.0,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,0.5,0.5,1.0,,0.5,,,,,,,0.16666666666666666,,,3.0,1.0,2.0,2.0,,1.0,1.0,1.0,,0.6,0.5,,,0.5,,,,,,0.4984,,,,,,1.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.5,1.0,0.625,0.6,0.6,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1628371-1628411-203082-203487-203920,1610612753,"Jonathan Isaac, Wes Iwundu, Terrence Ross, Michael Carter-Williams, Khem Birch","Isaac, Iwundu, Ross, Carter-Williams, Birch",1628371-1628411-203082-203487-203920,ORL,291.0,2,5.0,11.0,12,7.0,7.0,23,,1.0,,1.0,,2.0,12.0,14.0,,2.0,8.0,,,3.0,,6.0,12.0,8.0,7.0,,,,,0.5,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,113.81443298969073,12.363636363636363,12.916666666666666,12.363636363636363,12.583333333333334,0.16666666666666666,,,,0.25,,0.6666666666666666,0.5529166666666666,0.589375,0.6666666666666666,24.1,0.6363636363636364,-2.0,1.0,1.0,1.0,4.0,6.0,2.0,4.0,,1.0,5.0,5.0,5.0,6.0,1.0,0.5,0.8333333333333334,1.0,0.16666666666666666,0.16666666666666666,0.25,0.14285714285714285,0.2,5.825,,,,,,,1.0,,4.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,1.0,3.0,,,,,,,,1.0,0.75,,,,,,,0.16666666666666666,1.0,1.0,,1.0,,,,1.0,,2.0,2.0,,,1.0,1.0,2.0,6.0,,3.0,2.0,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,0.5,,,0.3333333333333333,1.0,1.0,1.0,,,0.25,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1628371-1628411-203095-203487-203932,1610612753,"Jonathan Isaac, Wes Iwundu, Evan Fournier, Michael Carter-Williams, Aaron Gordon","Isaac, Iwundu, Fournier, Carter-Williams, Gordon",1628371-1628411-203095-203487-203932,ORL,3.0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1628371-201571-202696-203082-203095,1610612753,"Jonathan Isaac, D.J. Augustin, Nikola Vucevic, Terrence Ross, Evan Fournier","Isaac, Augustin, Vucevic, Ross, Fournier",1628371-201571-202696-203082-203095,ORL,399.0,4,7.0,15.0,13,8.0,1.0,28,,3.0,,1.0,1.0,10.0,11.0,14.0,1.0,6.0,9.0,,,1.0,,2.0,7.0,9.0,8.0,,0.1,0.16666666666666666,,0.23333333333333334,0.2777777777777778,0.3235294117647059,0.4090909090909091,0.6666666666666666,101.05263157894737,14.733333333333333,13.692307692307692,13.933333333333334,13.692307692307692,0.2,,,,0.1111111111111111,,0.8666666666666667,0.5451357142857143,0.53311875,0.8181818181818182,26.24,0.5333333333333333,-3.0,1.0,7.0,5.0,5.0,4.0,3.0,4.0,1.0,1.0,4.0,7.0,4.0,4.0,,0.5,0.8,,0.06666666666666667,0.4666666666666667,0.5555555555555556,,,4.9,2.0,,,,1.0,4.0,5.0,1.0,3.0,3.0,2.0,,,,,,0.3333333333333333,0.5,1.0,0.1111111111111111,0.25,0.16666666666666666,1.0,,,,,0.36363636363636365,,1.0,2.0,1.0,2.0,2.0,,2.0,1.0,,,0.4,0.5,,,0.6666666666666666,1.0,,0.06666666666666667,,,0.5120166666666667,1.0,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,1.0,,,1.0,,0.5,1.0,0.3333333333333333,,1.0,1.0,0.2,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,1.0,0.2222222222222222,0.5,,,,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1628371-201571-202696-203082-203932,1610612753,"Jonathan Isaac, D.J. Augustin, Nikola Vucevic, Terrence Ross, Aaron Gordon","Isaac, Augustin, Vucevic, Ross, Gordon",1628371-201571-202696-203082-203932,ORL,300.0,3,5.0,9.0,8,3.0,,17,,1.0,,,,2.0,9.0,10.0,,1.0,3.0,,,1.0,,2.0,7.0,3.0,3.0,,,,,0.375,,0.5,0.75,0.25,81.6,15.777777777777779,19.75,15.11111111111111,18.0,0.125,,,,,,0.5,0.49146875,0.5772,0.3333333333333333,24.0,0.3333333333333333,-1.0,3.0,1.0,1.0,6.0,3.0,,3.0,,1.0,3.0,5.0,2.0,3.0,,0.5,0.75,1.0,0.375,0.125,1.0,0.1111111111111111,,7.166666666666667,2.0,,1.0,,1.0,2.0,1.0,,2.0,2.0,2.0,,,,,,0.5,0.5,1.0,,0.4,,1.0,,0.5,,,0.2222222222222222,1.0,1.0,3.0,1.0,1.0,4.0,,2.0,1.0,1.0,,0.5,1.0,,,0.6666666666666666,,,0.125,1.0,1.0,0.611125,1.0,,,0.5,,,1.0,2.0,1.0,1.0,,,,2.0,2.0,1.0,,1.0,1.0,,,2.0,1.0,0.3333333333333333,0.5,,0.5,1.0,1.0,0.25,0.5,0.5,,0.5,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
