EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,PtsUnassisted2s,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,Fouls,FG3APct,DefAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,DefensiveGoaltends,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTDefRebounds,ShootingFouls,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeAssists,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Charge Fouls,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3FGM,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,StepOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,LongMidRangeAssists,BadPassSteals,Technical Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,SelfOReb,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,Travels,BlockedAtRim,PenaltyFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,LongMidRangePctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Offensive Fouls,OffensiveGoaltends,OffCorner3ReboundPct,Defensive 3 Seconds Violations,LostBallOutOfBoundsTurnovers,BlockedCorner3,ShortMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Charge Fouls Drawn,Loose Ball Fouls,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedLongMidRange,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101108-101123-1627737-1629109-2546,1610612745,"Chris Paul, Gerald Green, Marquese Chriss, Gary Clark, Carmelo Anthony","Paul, Green, Chriss, Clark, Anthony",101108-101123-1627737-1629109-2546,HOU,53.0,1,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,108.67924528301887,1.0,25.0,9.333333333333334,25.0,9.333333333333334,1.0,1.0,1.0,1.0,0.4046,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627737-201569-2546,1610612745,"Chris Paul, Gerald Green, Marquese Chriss, Eric Gordon, Carmelo Anthony","Paul, Green, Chriss, Gordon, Anthony",101108-101123-1627737-201569-2546,HOU,118.0,1,2.0,4.0,4.0,3.0,,7.0,2.0,2.0,3.0,3.0,6.0,6.0,,2.0,2.0,2.0,,,,,,,6.0,1.0,0.75,0.75,1.0,,1.0,,,85.42372881355932,,14.75,19.666666666666668,14.75,19.666666666666668,0.5,1.0,1.0,0.75,0.5326,3.4,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,1.0,0.25,1.0,1.0,0.25,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627737-203516-2546,1610612745,"Chris Paul, Gerald Green, Marquese Chriss, James Ennis III, Carmelo Anthony","Paul, Green, Chriss, Ennis III, Anthony",101108-101123-1627737-203516-2546,HOU,114.0,1,2.0,6.0,4.0,3.0,,7.0,1.0,1.0,3.0,3.0,6.0,6.0,3.0,,3.0,3.0,1.0,,,,,,6.0,1.0,0.75,0.75,,1.0,1.0,,1.0,88.42105263157895,,20.5,10.666666666666666,20.5,10.666666666666666,0.25,1.0,1.0,0.5,0.4993125,9.466666666666667,1.0,1.0,,1.0,,,,0.25,,0.25,1.0,1.0,,22.9,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627863-1628392-201935,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Isaiah Hartenstein, James Harden","Paul, Green, House Jr., Hartenstein, Harden",101108-101123-1627863-1628392-201935,HOU,79.0,1,1.0,,4.0,4.0,3.0,8.0,1.0,2.0,1.0,2.0,5.0,,1.0,,2.0,2.0,2.0,,,,,,5.0,0.5,0.5,0.625,,1.0,1.0,,1.0,145.8227848101266,,9.25,10.5,9.25,10.5,1.0,0.5,0.5,1.0,0.4509,2.7,,,,,5.0,,2.0,,,,,,,,,,,,,,,,4.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,0.5,0.5,0.625,1.0,1.0,1.0,0.5,0.4509,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627863-200782-201935,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., PJ Tucker, James Harden","Paul, Green, House Jr., Tucker, Harden",101108-101123-1627863-200782-201935,HOU,66.0,2,1.0,-1.0,3.0,3.0,3.0,6.0,,1.0,,1.0,4.0,,1.0,,1.0,1.0,2.0,,,,,,4.0,,,0.6666666666666666,,1.0,1.0,,1.0,130.9090909090909,,9.0,13.0,9.0,13.0,1.0,,,1.0,0.3719,2.9,,,,,5.0,,1.0,,,,,,,,,,,,,,,,1.0,,,4.0,,,2.0,2.0,,,,,,,1.0,,4.0,2.0,,2.0,1.0,,,,,,1.0,,,,,,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627863-200782-202688,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., PJ Tucker, Brandon Knight","Paul, Green, House Jr., Tucker, Knight",101108-101123-1627863-200782-202688,HOU,343.0,1,6.0,-6.0,12.0,13.0,4.0,25.0,3.0,4.0,5.0,8.0,10.0,2.0,4.0,1.0,5.0,5.0,,,,,,,10.0,0.625,0.5555555555555556,0.5555555555555556,1.0,1.0,1.0,,1.0,104.95626822157435,,14.666666666666666,12.846153846153847,14.666666666666666,12.846153846153847,0.4444444444444444,0.75,0.75,0.5555555555555556,0.4609777777777777,6.7375,2.0,3.0,1.0,1.0,16.0,1.0,2.0,0.1111111111111111,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1111111111111111,27.6,,1.0,,,0.1111111111111111,,,,3.0,,1.0,,1.0,2.0,,2.0,8.0,4.0,4.0,2.0,8.0,,,,,,,2.0,3.0,,0.8,0.8,0.5,0.5,0.5,,0.6666666666666666,0.5,,0.4039,,,0.2,0.25,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627863-200782-203085,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., PJ Tucker, Austin Rivers","Paul, Green, House Jr., Tucker, Rivers",101108-101123-1627863-200782-203085,HOU,250.0,1,4.0,4.0,8.0,7.0,3.0,15.0,,1.0,1.0,2.0,9.0,2.0,3.0,2.0,5.0,7.0,3.0,,,,,,9.0,0.5,0.6666666666666666,0.6428571428571429,1.0,1.0,1.0,,1.0,86.39999999999999,,15.875,17.571428571428573,15.25,17.571428571428573,0.16666666666666666,,,0.8333333333333334,0.5160833333333333,6.15,1.0,1.0,3.0,4.0,5.0,3.0,2.0,0.6666666666666666,1.0,0.16666666666666666,1.0,1.0,0.5,26.725,,,1.0,,,,,0.16666666666666666,1.0,,,1.0,1.0,1.0,,2.0,,,2.0,,6.0,,,1.0,2.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,,,,,0.294,0.14285714285714285,0.3333333333333333,0.2222222222222222,0.125,,,,1.0,1.0,2.0,,3.0,,,1.0,0.3333333333333333,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.55335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627863-200782-203991,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., PJ Tucker, Clint Capela","Paul, Green, House Jr., Tucker, Capela",101108-101123-1627863-200782-203991,HOU,229.0,2,4.0,-1.0,10.0,10.0,,20.0,2.0,2.0,3.0,4.0,9.0,,2.0,1.0,3.0,3.0,3.0,,,,,,7.0,0.75,0.42857142857142855,0.5,1.0,1.0,1.0,1.0,1.0,125.76419213973799,,11.5,11.4,10.2,11.4,0.2857142857142857,1.0,1.0,0.7142857142857143,0.5121571428571429,7.65,,1.0,3.0,3.0,10.0,3.0,,0.42857142857142855,,0.14285714285714285,,,0.42857142857142855,26.666666666666668,1.0,1.0,,,0.14285714285714285,1.0,1.0,,,,,3.0,,,,,6.0,3.0,3.0,2.0,6.0,,,,5.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,0.125,0.2,,,,2.0,,2.0,2.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6962,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627863-200782-2403,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., PJ Tucker, Nene","Paul, Green, House Jr., Tucker, Nene",101108-101123-1627863-200782-2403,HOU,55.0,1,1.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,2.0,2.0,1.0,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,104.72727272727273,,6.0,21.5,6.0,21.5,1.0,1.0,1.0,1.0,0.6381,1.4,,,,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,2.0,1.0,,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.6381,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627863-201569-203991,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Eric Gordon, Clint Capela","Paul, Green, House Jr., Gordon, Capela",101108-101123-1627863-201569-203991,HOU,1627.0,9,27.0,-11.0,54.0,52.0,,106.0,12.0,21.0,17.0,35.0,59.0,16.0,13.0,5.0,19.0,30.0,12.0,,,,1.0,1.0,48.0,0.4857142857142857,0.52,0.5462962962962963,0.7142857142857143,0.7647058823529411,0.75,0.6666666666666666,0.8,93.81684081130916,1.0,16.685185185185187,13.961538461538462,15.592592592592593,13.576923076923077,0.42,0.5714285714285714,0.631578947368421,0.72,0.49927600000000005,5.279999999999999,5.0,11.0,12.0,15.0,70.0,12.0,11.0,0.3,0.75,0.22,0.45454545454545453,0.45454545454545453,0.24,25.21333333333333,,3.0,3.0,,0.06,,,0.06,,,,7.0,,,,,18.0,9.0,15.0,6.0,36.0,1.0,4.0,,9.0,5.0,,,,,0.5294117647058824,0.6,,,,1.0,0.5,,,,0.09259259259259259,0.1282051282051282,,,3.0,1.0,,10.0,6.0,1.0,4.0,11.0,,,,0.9090909090909091,,0.7142857142857143,0.6,3.0,3.0,1.0,6.0,1.0,18.0,3.0,6.0,3.0,3.0,2.0,9.0,11.0,,1.0,0.4,0.4,0.5,0.2222222222222222,0.4074074074074074,0.6666666666666666,0.2222222222222222,1.0,1.0,1.0,0.25,0.25,1.0,0.1111111111111111,0.25,0.49805,11.0,2.0,4.0,3.0,8.0,11.0,,1.0,,0.375,0.5,0.55,,0.4444444444444444,0.5,,0.1864406779661017,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05714285714285714,0.09523809523809523,0.3333333333333333,0.3333333333333333,0.04,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
