EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,FG3M,SecondChanceFG2A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFouls,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,LiveBallTurnoverPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,Corner3Assists,AtRimAssists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceCorner3FGA,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,Fg3aBlocked,BadPassTurnovers,FG3APctBlocked,Arc3PctBlocked,Loose Ball Fouls,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,BlockedAtRim,HeaveAttempts,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,LongMidRangeFGM,2pt And 1 Free Throw Trips,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,OffCorner3ReboundPct,ShortMidRangePctBlocked,SecondChanceFtPoints,SelfOReb,Charge Fouls,SelfORebPct,SecondChanceArc3FGM,OffLongMidRangeReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangeAssists,3pt And 1 Free Throw Trips,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked,LongMidRangePctAssisted,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,LongMidRangePctBlocked,team_id,year,season,team_vs
101108-101123-1627863-200782-203085,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., PJ Tucker, Austin Rivers","Paul, Green, House Jr., Tucker, Rivers",101108-101123-1627863-200782-203085,HOU,79.0,1,1.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,91.13924050632912,14.333333333333334,18.0,14.333333333333334,18.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.424875,0.424875,0.3333333333333333,0.5,1.0,3.7,27.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,False
101108-101123-1627863-201569-202702,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Eric Gordon, Kenneth Faried","Paul, Green, House Jr., Gordon, Faried",101108-101123-1627863-201569-202702,HOU,304.0,2,5.0,-8.0,9.0,8.0,,,17.0,,3.0,,,2.0,,1.0,7.0,2.0,,5.0,13.0,,,,,,,2.0,1.0,2.0,3.0,,,,5.0,,,0.14285714285714285,,0.2777777777777778,,0.2777777777777778,,0.2222222222222222,1.0,0.5,,80.52631578947368,17.333333333333332,18.5,17.11111111111111,18.375,0.3333333333333333,,,0.2222222222222222,,,,0.5555555555555556,0.42026111111111114,,,,,9.771428571428572,30.55,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.3333333333333333,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,0.3347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,False
101108-101123-1627863-201569-203991,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Eric Gordon, Clint Capela","Paul, Green, House Jr., Gordon, Capela",101108-101123-1627863-201569-203991,HOU,20.0,1,,-2.0,,1.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,20.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,False
101108-101123-1627863-202697-203991,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Iman Shumpert, Clint Capela","Paul, Green, House Jr., Shumpert, Capela",101108-101123-1627863-202697-203991,HOU,140.0,1,2.0,-3.0,6.0,5.0,6.0,5.0,11.0,,,,,2.0,2.0,,1.0,2.0,,6.0,9.0,,1.0,2.0,,6.0,,2.0,,1.0,1.0,1.0,2.0,,6.0,6.0,6.0,,,1.0,1.0,0.75,0.75,0.6666666666666666,,1.0,,113.14285714285714,12.333333333333334,13.2,12.333333333333334,13.2,,,,0.6666666666666666,,,0.6666666666666666,0.6666666666666666,0.4377,0.4377,,,1.0,16.7,27.05,1.0,,,,1.0,2.0,2.0,,,3.0,2.0,,,1.0,1.0,1.0,,3.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,,0.5,1.0,1.0,,,1.0,,,,,,,,,,0.3333333333333333,1.0,1.0,0.5,1.0,,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,False
101108-101123-1627863-202702-203085,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Kenneth Faried, Austin Rivers","Paul, Green, House Jr., Faried, Rivers",101108-101123-1627863-202702-203085,HOU,1084.0,5,18.0,,40.0,39.0,33.0,32.0,79.0,4.0,8.0,3.0,7.0,12.0,10.0,6.0,14.0,14.0,13.0,34.0,34.0,4.0,11.0,12.0,12.0,29.0,4.0,12.0,7.0,15.0,18.0,13.0,17.0,3.0,30.0,29.0,33.0,0.42857142857142855,0.36363636363636365,0.375,0.3695652173913043,0.4722222222222222,0.48333333333333334,0.5,0.7,0.7647058823529411,0.25,104.94464944649447,12.95,14.512820512820513,12.525,13.692307692307692,0.2857142857142857,0.5,0.6666666666666666,0.42857142857142855,0.30434782608695654,0.42857142857142855,0.43478260869565216,0.7857142857142857,0.5120055555555555,0.5136431818181818,0.125,0.17647058823529413,0.8529411764705882,3.2785714285714285,26.8,0.825,4.0,2.0,6.0,,1.0,3.0,2.0,8.0,3.0,1.0,2.0,4.0,1.0,5.0,,1.0,11.0,1.0,6.0,3.0,1.0,6.0,7.0,12.0,2.0,1.0,2.0,0.6666666666666666,0.8,0.3333333333333333,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.25,0.8571428571428571,0.125,0.17647058823529413,0.25,1.0,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.5,,0.08333333333333333,0.08333333333333333,,0.08333333333333333,0.66475,8.0,1.0,3.0,6.0,6.0,3.0,1.0,1.0,4.0,4.0,2.0,4.0,0.25,0.14285714285714285,1.0,1.0,0.1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.75,0.07142857142857142,1.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.3333333333333333,0.08695652173913043,1.0,0.06666666666666667,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,False
101108-101123-1627863-203085-203991,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Austin Rivers, Clint Capela","Paul, Green, House Jr., Rivers, Capela",101108-101123-1627863-203085-203991,HOU,100.0,1,2.0,-7.0,2.0,3.0,,,5.0,,,,,1.0,,,1.0,2.0,,,7.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,0.6666666666666666,,,,72.0,27.5,15.0,22.0,15.0,,,,0.3333333333333333,,,,0.6666666666666666,0.49910000000000004,,,,,6.4,24.1,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,0.5958,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,False
101108-101123-1627863-203085-2403,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Austin Rivers, Nene","Paul, Green, House Jr., Rivers, Nene",101108-101123-1627863-203085-2403,HOU,81.0,1,1.0,-2.0,3.0,3.0,,3.0,6.0,1.0,2.0,,,1.0,,1.0,2.0,1.0,,2.0,4.0,,,,,,2.0,1.0,,1.0,2.0,,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,1.0,,106.66666666666666,14.333333333333334,12.666666666666666,14.333333333333334,12.666666666666666,0.6666666666666666,0.5,0.5,0.3333333333333333,,,,1.0,0.4892,,,,,1.1,26.8,,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,0.4144,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,2.0,2.0,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,False
101108-101123-200782-201569-201935,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, James Harden","Paul, Green, Tucker, Gordon, Harden",101108-101123-200782-201569-201935,HOU,106.0,2,2.0,-6.0,6.0,7.0,3.0,3.0,13.0,,,,,3.0,1.0,,,3.0,2.0,2.0,8.0,,,1.0,2.0,2.0,,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,,,,0.25,0.5,1.0,0.5,0.6666666666666666,,176.60377358490567,7.0,9.142857142857142,7.0,9.0,,,,1.0,,,1.0,1.0,0.48310000000000003,0.5472,0.25,1.0,1.0,,25.46666666666667,0.5,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,False
101108-101123-200782-201569-202702,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Kenneth Faried","Paul, Green, Tucker, Gordon, Faried",101108-101123-200782-201569-202702,HOU,72.0,1,1.0,-1.0,2.0,2.0,,,4.0,,,,,,,,,1.0,2.0,2.0,3.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,0.5,,1.0,1.0,1.0,,80.0,14.0,22.0,14.0,22.0,,,,,,,,1.0,0.615,,0.5,1.0,,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,False
101108-101123-200782-201569-203991,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Clint Capela","Paul, Green, Tucker, Gordon, Capela",101108-101123-200782-201569-203991,HOU,182.0,1,3.0,3.0,5.0,4.0,2.0,1.0,9.0,2.0,2.0,2.0,2.0,1.0,,3.0,4.0,1.0,,6.0,3.0,2.0,2.0,,,4.0,2.0,1.0,1.0,2.0,3.0,,,,6.0,4.0,2.0,0.75,1.0,0.6,1.0,0.6,1.0,0.2,0.5,0.6666666666666666,1.0,71.20879120879121,17.0,24.25,16.2,19.25,0.4,1.0,1.0,0.2,1.0,1.0,,0.6,0.52064,0.626,,,0.6666666666666666,5.575,27.5,0.4,1.0,1.0,2.0,,,,,4.0,,,,2.0,,2.0,,,4.0,,1.0,1.0,,,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,,,,,,1.0,,0.5,,1.0,,0.4,0.5,0.5,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,False
