EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,ShortMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,OffTwoPtRebounds,OffRebounds,Loose Ball Fouls,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,ShortMidRangeFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyOffPoss,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted3s,Fg2aBlocked,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeAssists,PenaltyTurnovers,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFg3Pct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,BadPassSteals,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,HeaveAttempts,Fg3aBlocked,FTOffRebounds,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,FTDefRebounds,DefFTReboundPct,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,Corner3PctBlocked,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,BlockedLongMidRange,Blocked3s,BlockedArc3,LongMidRangePctBlocked,DefensiveGoaltends,3SecondViolations,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
101106-1626188-1627814-1628395-2738,1610612744,"Andrew Bogut, Quinn Cook, Damion Lee, Jordan Bell, Andre Iguodala","Bogut, Cook, Lee, Bell, Iguodala",101106-1626188-1627814-1628395-2738,GSW,285.0,1,5.0,12.0,10.0,10.0,20.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,6.0,2.0,3.0,16.0,4.0,4.0,6.0,6.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,4.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,16.0,0.4,0.4,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8888888888888888,0.8888888888888888,0.3333333333333333,1.0,0.6666666666666666,1.0,0.7142857142857143,1.0,1.0,1.0,101.05263157894737,9.7,18.8,9.7,17.8,0.4444444444444444,0.75,0.75,0.3333333333333333,0.2222222222222222,1.0,1.0,0.5,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.7777777777777778,0.5,0.5809555555555556,6.55,25.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-1628035-201973-2738,1610612744,"Andrew Bogut, Quinn Cook, Alfonzo McKinnie, Jonas Jerebko, Andre Iguodala","Bogut, Cook, McKinnie, Jerebko, Iguodala",101106-1626188-1628035-201973-2738,GSW,75.0,1,1.0,1.0,2.0,2.0,4.0,,1.0,,,1.0,1.0,,,,2.0,1.0,1.0,3.0,2.0,,,3.0,,,,1.0,1.0,,1.0,,,3.0,,,,1.0,,,,,,1.0,,,,1.0,1.0,1.0,,0.5,0.5,0.3333333333333333,,,,,,,,76.8,25.5,12.0,21.0,12.0,0.3333333333333333,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.6666666666666666,,0.4904,5.95,22.3,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.5,1.5,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.5589,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-1628395-201142-202691,1610612744,"Andrew Bogut, Quinn Cook, Jordan Bell, Kevin Durant, Klay Thompson","Bogut, Cook, Bell, Durant, Thompson",101106-1626188-1628395-201142-202691,GSW,440.0,1,7.0,7.0,17.0,18.0,35.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,6.0,4.0,7.0,6.0,9.0,31.0,24.0,6.0,2.0,15.0,6.0,3.0,3.0,5.0,8.0,2.0,3.0,2.0,1.0,21.0,5.0,2.0,7.0,11.0,,,1.0,1.0,3.0,3.0,28.0,0.75,0.75,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.8125,0.8333333333333334,0.5625,0.3333333333333333,1.0,1.0,1.0,,,1.0,114.54545454545455,11.470588235294118,13.61111111111111,10.529411764705882,13.61111111111111,0.25,0.5,0.6666666666666666,1.0,0.125,0.5,0.5,1.0,0.1875,1.0,1.0,1.0,0.375,0.5,0.5,0.6666666666666666,0.8125,0.5,0.5746875,7.271428571428571,24.700000000000003,3.0,1.0,,,1.0,2.0,3.0,3.0,4.0,,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0625,,,,0.565475,0.0967741935483871,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.25,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5,0.4039,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.06451612903225806,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-201142-201939-203110,1610612744,"Andrew Bogut, Quinn Cook, Kevin Durant, Stephen Curry, Draymond Green","Bogut, Cook, Durant, Curry, Green",101106-1626188-201142-201939-203110,GSW,220.0,2,4.0,-6.0,8.0,8.0,16.0,1.0,1.0,,,,,,1.0,2.0,4.0,,1.0,6.0,12.0,4.0,,,1.0,,2.0,,2.0,,,1.0,,4.0,2.0,,2.0,3.0,,,2.0,2.0,3.0,1.0,6.0,1.0,1.0,,,,0.5,0.4,0.5,0.2,0.6666666666666666,,1.0,1.0,,,1.0,104.72727272727273,15.375,12.125,14.0,12.125,0.2,1.0,1.0,1.0,,,,,,,,,0.2,,,,0.4,,0.48669,7.55,26.4,2.0,3.0,,,,,,1.0,1.0,,,,,0.5,0.3333333333333333,,0.6,,,,,,2.0,,1.0,,,2.0,,,,,,1.0,,,,1.0,,2.0,1.0,1.0,2.0,,,1.0,,,2.0,,,,0.25,,,,,,1.0,,0.3333333333333333,0.5,,,,,0.16666666666666666,0.2,,,0.25,1.0,2.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-201142-201973-202691,1610612744,"Andrew Bogut, Quinn Cook, Kevin Durant, Jonas Jerebko, Klay Thompson","Bogut, Cook, Durant, Jerebko, Thompson",101106-1626188-201142-201973-202691,GSW,74.0,1,1.0,-2.0,1.0,3.0,4.0,1.0,2.0,,,,,,,1.0,2.0,,,2.0,4.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,0.5,0.5,0.5,,,,,,,,,77.83783783783784,18.0,18.666666666666668,15.0,18.666666666666668,1.0,0.5,1.0,,,,,,,,,,,,,,1.0,,0.4627,2.5,,1.0,,,,,,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,0.5605,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,0.5,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-201142-202691-2733,1610612744,"Andrew Bogut, Quinn Cook, Kevin Durant, Klay Thompson, Shaun Livingston","Bogut, Cook, Durant, Thompson, Livingston",101106-1626188-201142-202691-2733,GSW,74.0,1,1.0,-1.0,2.0,2.0,4.0,,,,,,,1.0,1.0,,,1.0,1.0,3.0,4.0,,,3.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,,,,,,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,,1.5,1.5,1.0,1.0,,,,,,,77.83783783783784,11.0,26.0,11.0,26.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.50985,,26.4,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,2.0,,1.5,1.5,,,,,,,,,,,,,,0.50985,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1628035-1628980-201973-2738,1610612744,"Andrew Bogut, Alfonzo McKinnie, Jacob Evans, Jonas Jerebko, Andre Iguodala","Bogut, McKinnie, Evans, Jerebko, Iguodala",101106-1628035-1628980-201973-2738,GSW,2.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,720.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1628035-201142-201939-203110,1610612744,"Andrew Bogut, Alfonzo McKinnie, Kevin Durant, Stephen Curry, Draymond Green","Bogut, McKinnie, Durant, Curry, Green",101106-1628035-201142-201939-203110,GSW,134.0,1,2.0,-4.0,4.0,4.0,8.0,,,,,,,,,1.0,1.0,,,4.0,8.0,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,4.0,,,,,,1.0,1.0,1.0,,0.5,,,,,,,85.97014925373134,21.5,12.0,21.5,11.0,,,,,,,,,,,,,,,,,,,0.3996,9.4,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,,1.0,1.0,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1628035-201939-202691-203110,1610612744,"Andrew Bogut, Alfonzo McKinnie, Stephen Curry, Klay Thompson, Draymond Green","Bogut, McKinnie, Curry, Thompson, Green",101106-1628035-201939-202691-203110,GSW,119.0,1,2.0,1.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,,,6.0,5.0,4.0,,,,,2.0,,2.0,,,1.0,1.0,4.0,,1.0,1.0,1.0,,,,,,,6.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,84.70588235294117,20.333333333333332,14.5,20.333333333333332,14.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,0.5,,0.52115,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1628035-201939-203110-2738,1610612744,"Andrew Bogut, Alfonzo McKinnie, Stephen Curry, Draymond Green, Andre Iguodala","Bogut, McKinnie, Curry, Green, Iguodala",101106-1628035-201939-203110-2738,GSW,110.0,1,2.0,4.0,4.0,5.0,9.0,,,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,6.0,2.0,,,6.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,6.0,1.0,2.0,3.0,3.0,1.0,,,,,1.0,6.0,,,1.0,1.0,1.0,,0.75,0.75,0.5,,1.0,1.0,1.0,,1.0,1.0,117.81818181818183,9.0,14.8,9.0,14.8,,,,,0.25,,,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,1.0,0.4936375,16.55,25.1,,1.0,,,,,,,,,,,,,,,0.25,,,,,,4.0,,,,,,,,2.0,6.0,,1.0,,,,,,,,,,,,,,6.0,4.0,,0.75,0.75,0.5,,,,,,,,,,,,,0.4936375,,,,1.0,1.0,,,1.0,,,5.0,,,,,1.0,1.0,2.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
