EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Charge Fouls Drawn,Corner3PctBlocked,3SecondViolations,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedCorner3,HeaveAttempts,OffensiveGoaltends,team_id,year,season,team_vs
1627763-201572-202339-203114-203507,1610612749,"Malcolm Brogdon, Brook Lopez, Eric Bledsoe, Khris Middleton, Giannis Antetokounmpo","Brogdon, Lopez, Bledsoe, Middleton, Antetokounmpo",1627763-201572-202339-203114-203507,MIL,34301.0,76,572,74.0,1242.0,1240,121.0,75.0,105.0,2482,312.0,457.0,36.0,58.0,32.0,44.0,50.0,144.0,30.0,73.0,34.0,93.0,1.0,9.0,1.0,10.0,116.0,340.0,6.0,20.0,16.0,29.0,392.0,674.0,150.0,433.0,202.0,1436.0,1362.0,37.0,72.0,7.0,29.0,21.0,116.0,38.0,60.0,17.0,39.0,31.0,158.0,386.0,398.0,381.0,69.0,54.0,340.0,116.0,71.0,2.0,193.0,127.0,320.0,96.0,31.0,164.0,18.0,11.0,767.0,30.0,87.0,6.0,216.0,256.0,18.0,490.0,123.0,613.0,23.0,104.0,84.0,20.0,79.0,18.0,50.0,84.0,14.0,29.0,4.0,9.0,163.0,10.0,17.0,69.0,187.0,17.0,9.0,13.0,231.0,5.0,13.0,259.0,34.0,8.0,127.0,4.0,10.0,74.0,2.0,2.0,46.0,4.0,24.0,76.0,46.0,4.0,3.0,1320.0,157.0,120.0,5.0,5.0,0.4923469387755102,0.5287671232876713,0.8466666666666667,0.3464203233256351,0.2413793103448276,0.4358974358974359,0.3464203233256351,0.5816023738872403,0.5138888888888888,0.6333333333333333,0.5573622402890696,0.47029702970297027,0.6414141414141414,0.5885502471169687,0.5087719298245614,0.6694915254237288,0.3911472448057814,0.004618937644341801,0.10534124629080119,0.0962800875273523,0.1736111111111111,0.0273972602739726,0.0058823529411764705,0.48466257668711654,0.9473684210526315,0.3,0.713091922005571,0.3096085409252669,0.8709677419354839,0.10638297872340426,0.7775947281713345,0.20781527531083482,0.4,0.27956989247311825,0.06976744186046512,0.11210762331838565,0.0847457627118644,0.6260869565217392,0.6830985915492958,0.8529411764705882,0.864321608040201,0.8979591836734694,0.04693877551020408,104.19754526107111,0.6052631578947368,13.400161030595813,14.240322580645161,12.90901771336554,13.776612903225807,0.4128274616079494,0.6827133479212254,0.7554479418886199,0.5256410256410257,0.13008130081300814,0.3472222222222222,0.42016806722689076,0.36,0.06594399277326106,0.410958904109589,0.4225352112676056,0.36666666666666664,0.08401084010840108,0.3655913978494624,0.3655913978494624,0.9117647058823529,0.3071364046973803,0.3411764705882353,0.3431952662721893,0.8275862068965517,0.5742574257425742,0.6206896551724138,0.16666666666666666,0.0891089108910891,0.1111111111111111,0.19801980198019803,0.3,0.6666666666666666,0.4444444444444444,0.7272727272727273,0.10101010101010101,0.1,0.29292929292929293,0.5517241379310345,0.8039747064137308,0.3411764705882353,0.5499771906052394,0.5389351851851851,0.5395954545454545,0.10880398671096346,0.16558018252933507,0.009153318077803204,0.0807799442896936,0.11002785515320335,4.785014836795252,25.720554272517322,0.09742351046698873,,,,,,,,,1610612749,2019,2018-19,False
1628425-201572-202339-203114-203507,1610612749,"Sterling Brown, Brook Lopez, Eric Bledsoe, Khris Middleton, Giannis Antetokounmpo","Brown, Lopez, Bledsoe, Middleton, Antetokounmpo",1628425-201572-202339-203114-203507,MIL,7805.0,36,130,-32.0,285.0,275,19.0,18.0,24.0,560,68.0,108.0,7.0,12.0,5.0,9.0,11.0,36.0,7.0,25.0,3.0,18.0,,3.0,,1.0,24.0,67.0,,5.0,2.0,6.0,86.0,169.0,27.0,85.0,40.0,293.0,325.0,8.0,15.0,,8.0,1.0,17.0,6.0,14.0,2.0,7.0,3.0,21.0,80.0,92.0,69.0,12.0,6.0,67.0,24.0,18.0,2.0,40.0,23.0,63.0,20.0,3.0,36.0,3.0,1.0,149.0,7.0,17.0,,50.0,65.0,2.0,117.0,24.0,141.0,3.0,13.0,8.0,5.0,17.0,5.0,9.0,21.0,2.0,8.0,1.0,5.0,38.0,4.0,2.0,18.0,50.0,4.0,5.0,3.0,47.0,1.0,1.0,49.0,9.0,2.0,28.0,,,24.0,,,10.0,2.0,12.0,24.0,19.0,,,276.0,21.0,19.0,1.0,,0.46511627906976744,0.4819277108433735,0.8518518518518519,0.3176470588235294,,0.2857142857142857,0.3176470588235294,0.5088757396449705,0.5333333333333333,0.42857142857142855,0.49803149606299213,0.34782608695652173,0.42857142857142855,0.5347985347985348,0.3695652173913043,0.4772727272727273,0.3346456692913386,0.023529411764705882,0.10650887573964497,0.12037037037037036,0.1388888888888889,,0.014925373134328358,0.4473684210526316,0.6666666666666666,,0.7926829268292683,0.20481927710843373,0.8333333333333334,0.12280701754385964,0.8098591549295775,0.17142857142857143,0.275,0.2,0.05555555555555555,0.16666666666666666,,0.8095238095238095,0.7714285714285715,0.8076923076923077,0.8367346938775511,0.8181818181818182,0.025,103.3183856502242,0.7916666666666666,13.508771929824562,14.381818181818181,12.912280701754385,13.829090909090908,0.4251968503937008,0.6296296296296297,0.7157894736842105,0.5294117647058824,0.14173228346456693,0.3055555555555556,0.3548387096774194,0.2727272727272727,0.0984251968503937,0.28,0.28,0.14285714285714285,0.07086614173228346,0.16666666666666666,0.17647058823529413,1.0,0.2637795275590551,0.3582089552238806,0.36363636363636365,0.8333333333333334,0.5217391304347826,0.5833333333333334,0.42857142857142855,0.13043478260869565,,0.21739130434782608,,,0.42857142857142855,0.5555555555555556,0.047619047619047616,,0.2857142857142857,0.3333333333333333,0.7598425196850394,0.3582089552238806,0.5403159448818898,0.5725218750000001,0.5313761904761904,0.10256410256410256,0.14893617021276595,,0.05802047781569966,0.07167235494880546,5.501775147928995,25.691764705882356,0.06666666666666667,1.0,0.05555555555555555,,,,,,,1610612749,2019,2018-19,False
201572-202339-203114-203503-203507,1610612749,"Brook Lopez, Eric Bledsoe, Khris Middleton, Tony Snell, Giannis Antetokounmpo","Lopez, Bledsoe, Middleton, Snell, Antetokounmpo",201572-202339-203114-203503-203507,MIL,3797.0,17,63,1.0,130.0,132,15.0,7.0,9.0,262,29.0,37.0,3.0,5.0,3.0,5.0,9.0,22.0,2.0,10.0,2.0,6.0,,1.0,,,13.0,39.0,1.0,2.0,2.0,6.0,40.0,69.0,15.0,45.0,18.0,143.0,142.0,3.0,5.0,1.0,3.0,1.0,10.0,3.0,9.0,2.0,6.0,4.0,16.0,36.0,44.0,42.0,3.0,6.0,39.0,13.0,1.0,,18.0,14.0,32.0,12.0,2.0,13.0,4.0,1.0,78.0,2.0,8.0,,27.0,27.0,5.0,59.0,10.0,69.0,1.0,9.0,6.0,3.0,12.0,2.0,10.0,7.0,1.0,2.0,,,19.0,1.0,3.0,11.0,29.0,2.0,1.0,1.0,23.0,1.0,,21.0,5.0,,10.0,,3.0,13.0,,,7.0,,6.0,13.0,6.0,,1.0,133.0,16.0,15.0,,2.0,0.45,0.4864864864864865,0.9333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5797101449275363,0.6,0.3333333333333333,0.5482456140350878,0.5625,0.4,0.5860655737704918,0.5555555555555556,0.47058823529411764,0.39473684210526316,,0.014492753623188406,,0.045454545454545456,,,0.631578947368421,1.0,,0.6428571428571429,0.26666666666666666,0.9310344827586207,0.06896551724137931,0.7605633802816901,0.1694915254237288,0.2222222222222222,0.3076923076923077,0.25,0.04,0.25,0.6428571428571429,0.6666666666666666,0.5,0.9047619047619048,1.0,0.017543859649122806,99.36265472741638,0.46153846153846156,13.476923076923077,15.492424242424242,13.0,15.068181818181818,0.32456140350877194,0.7837837837837838,0.7837837837837838,0.4482758620689655,0.19298245614035087,0.4090909090909091,0.42857142857142855,0.4444444444444444,0.08771929824561403,0.2,0.2,0.5,0.05263157894736842,0.3333333333333333,0.3333333333333333,1.0,0.34210526315789475,0.3333333333333333,0.3333333333333333,0.9230769230769231,0.625,0.6,,0.125,,0.25,0.5,,0.3333333333333333,0.6,,,0.4,0.3333333333333333,0.7192982456140351,0.3333333333333333,0.5297149122807017,0.5629083333333333,0.48155,0.08403361344537816,0.13513513513513514,,0.06993006993006994,0.11188811188811189,6.047826086956521,26.395555555555553,0.11538461538461539,1.0,,,,,,,,1610612749,2019,2018-19,False
1626192-201572-202339-203114-203507,1610612749,"Pat Connaughton, Brook Lopez, Eric Bledsoe, Khris Middleton, Giannis Antetokounmpo","Connaughton, Lopez, Bledsoe, Middleton, Antetokounmpo",1626192-201572-202339-203114-203507,MIL,3718.0,31,62,23.0,140.0,132,47.0,28.0,13.0,272,45.0,57.0,7.0,9.0,14.0,21.0,2.0,10.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,16.0,49.0,1.0,1.0,7.0,13.0,48.0,71.0,17.0,53.0,21.0,168.0,145.0,7.0,9.0,2.0,3.0,1.0,21.0,15.0,25.0,8.0,14.0,8.0,62.0,46.0,50.0,36.0,15.0,10.0,49.0,16.0,2.0,,23.0,12.0,35.0,11.0,1.0,22.0,1.0,,82.0,8.0,6.0,,18.0,32.0,6.0,56.0,14.0,70.0,4.0,9.0,8.0,1.0,14.0,1.0,10.0,6.0,,4.0,,1.0,20.0,,9.0,10.0,25.0,1.0,1.0,2.0,25.0,1.0,1.0,26.0,6.0,,14.0,,2.0,10.0,,,7.0,,3.0,10.0,6.0,,,147.0,62.0,47.0,4.0,2.0,0.4791666666666667,0.5348837209302325,0.7058823529411765,0.32075471698113206,0.6666666666666666,0.5714285714285714,0.32075471698113206,0.676056338028169,0.7777777777777778,0.6,0.592741935483871,0.8333333333333334,0.6923076923076923,0.6268656716417911,0.875,0.7209302325581395,0.4274193548387097,,0.028169014084507043,0.03508771929824561,,,,0.7,1.0,,0.7111111111111111,0.2727272727272727,0.8571428571428571,0.22857142857142856,0.7575757575757576,0.24561403508771928,0.3333333333333333,0.2857142857142857,,0.25,,0.5882352941176471,0.7058823529411765,0.9090909090909091,0.8125,1.0,0.07272727272727272,105.34696073157612,0.6,13.114285714285714,14.257575757575758,12.878571428571428,13.696969696969697,0.4596774193548387,0.7894736842105263,0.8181818181818182,0.4888888888888889,0.08064516129032258,0.2,0.2,0.5,0.03225806451612903,0.25,0.25,,0.03225806451612903,0.25,0.25,1.0,0.3951612903225806,0.32653061224489793,0.32653061224489793,0.6875,0.75,0.7777777777777778,0.14285714285714285,0.16666666666666666,0.5,0.08333333333333333,1.0,1.0,0.5384615384615384,0.6666666666666666,0.02564102564102564,1.0,0.3333333333333333,0.5384615384615384,0.8870967741935484,0.32653061224489793,0.5617191056910569,0.57578,0.556075,0.10606060606060606,0.17721518987341772,,0.125,0.36904761904761907,3.332394366197183,26.58490566037736,0.3357142857142857,,,1.0,1.0,,,,,1610612749,2019,2018-19,False
101141-1627763-201572-202339-203114,1610612749,"Ersan Ilyasova, Malcolm Brogdon, Brook Lopez, Eric Bledsoe, Khris Middleton","Ilyasova, Brogdon, Lopez, Bledsoe, Middleton",101141-1627763-201572-202339-203114,MIL,3441.0,9,57,21.0,116.0,118,,2.0,13.0,234,30.0,42.0,5.0,9.0,,,1.0,20.0,2.0,9.0,4.0,7.0,1.0,1.0,,,16.0,37.0,1.0,1.0,,,33.0,71.0,20.0,44.0,8.0,134.0,113.0,6.0,12.0,2.0,2.0,,18.0,,,,,,,26.0,40.0,45.0,15.0,6.0,37.0,16.0,4.0,,13.0,15.0,28.0,11.0,4.0,11.0,1.0,1.0,71.0,4.0,13.0,,20.0,31.0,1.0,52.0,17.0,69.0,2.0,6.0,4.0,2.0,10.0,,8.0,4.0,2.0,2.0,,,14.0,2.0,,5.0,17.0,1.0,1.0,1.0,16.0,3.0,1.0,9.0,1.0,,5.0,,,12.0,1.0,1.0,7.0,1.0,4.0,13.0,7.0,,1.0,116.0,,,1.0,,0.3939393939393939,0.43333333333333335,0.75,0.45454545454545453,1.0,,0.45454545454545453,0.4647887323943662,0.5,,0.5478260869565217,0.6428571428571429,,0.5630252100840336,0.6428571428571429,,0.3826086956521739,,0.056338028169014086,0.07142857142857142,0.05,,,0.7142857142857143,1.0,,0.7209302325581395,0.34210526315789475,0.8333333333333334,0.16666666666666666,0.7611940298507462,0.27419354838709675,0.5833333333333334,0.21052631578947367,0.2857142857142857,0.19047619047619047,,0.5714285714285714,0.7058823529411765,0.9166666666666666,0.8888888888888888,0.6666666666666666,0.034482758620689655,97.92502179598954,0.5384615384615384,14.387931034482758,15.016949152542374,13.844827586206897,14.296610169491526,0.3652173913043478,0.7142857142857143,0.7692307692307693,0.36666666666666664,0.17391304347826086,0.05,0.05263157894736842,1.0,0.0782608695652174,0.2222222222222222,0.2222222222222222,0.5,0.06086956521739131,0.5714285714285714,0.5714285714285714,1.0,0.3217391304347826,0.43243243243243246,0.43243243243243246,0.6875,0.6428571428571429,0.5555555555555556,0.2,0.07142857142857142,1.0,0.07142857142857142,1.0,1.0,,,,,,,0.7478260869565218,0.43243243243243246,0.5286265217391305,0.5491730769230769,,0.04201680672268908,0.06666666666666667,,0.13432835820895522,,5.530985915492957,26.295454545454547,,2.0,,,1.0,,,,,1610612749,2019,2018-19,False
101141-1626192-201572-202339-203114,1610612749,"Ersan Ilyasova, Pat Connaughton, Brook Lopez, Eric Bledsoe, Khris Middleton","Ilyasova, Connaughton, Lopez, Bledsoe, Middleton",101141-1626192-201572-202339-203114,MIL,3121.0,21,52,-4.0,110.0,110,15.0,11.0,7.0,220,22.0,31.0,2.0,4.0,4.0,6.0,4.0,12.0,3.0,7.0,1.0,6.0,,,,1.0,14.0,36.0,1.0,1.0,1.0,2.0,29.0,50.0,15.0,42.0,14.0,117.0,121.0,3.0,6.0,1.0,1.0,,9.0,6.0,9.0,1.0,3.0,1.0,16.0,26.0,32.0,33.0,12.0,4.0,36.0,14.0,3.0,,13.0,11.0,24.0,10.0,1.0,9.0,1.0,3.0,59.0,4.0,3.0,,19.0,21.0,2.0,42.0,7.0,49.0,1.0,11.0,6.0,5.0,13.0,1.0,11.0,4.0,,2.0,,1.0,17.0,,2.0,8.0,17.0,2.0,,,19.0,,2.0,20.0,2.0,1.0,8.0,1.0,1.0,10.0,,,5.0,,5.0,10.0,5.0,,,108.0,16.0,15.0,,1.0,0.4482758620689655,0.48148148148148145,0.7333333333333333,0.35714285714285715,1.0,0.3333333333333333,0.35714285714285715,0.58,0.5,0.6666666666666666,0.5597826086956522,0.6428571428571429,0.625,0.585,0.6428571428571429,0.6153846153846154,0.45652173913043476,,0.06,0.03225806451612903,0.16666666666666666,,,0.7647058823529411,1.0,,0.65625,0.14285714285714285,0.9047619047619048,0.14814814814814814,0.7547169811320755,0.14583333333333334,0.1111111111111111,0.25,,0.13636363636363635,0.2,0.4444444444444444,0.5833333333333334,0.9090909090909091,0.9285714285714286,0.8571428571428571,0.022222222222222223,101.50592758731176,0.5,13.627272727272727,14.745454545454546,13.4,13.954545454545455,0.33695652173913043,0.7096774193548387,0.7333333333333333,0.4090909090909091,0.13043478260869565,0.3333333333333333,0.4,0.25,0.07608695652173914,0.42857142857142855,0.42857142857142855,1.0,0.06521739130434782,0.16666666666666666,0.16666666666666666,1.0,0.391304347826087,0.3888888888888889,0.3888888888888889,0.7142857142857143,0.5714285714285714,0.5,,,,0.14285714285714285,1.0,,0.5,0.6666666666666666,0.08333333333333333,,0.16666666666666666,0.5,0.7934782608695652,0.3888888888888889,0.5397021739130434,0.5304833333333333,0.5267624999999999,0.09090909090909091,0.14285714285714285,0.023255813953488372,0.07692307692307693,0.13675213675213677,5.65,26.08571428571429,0.13636363636363635,1.0,,,,,,,,1610612749,2019,2018-19,False
1628391-1628425-201572-202339-203114,1610612749,"D.J. Wilson, Sterling Brown, Brook Lopez, Eric Bledsoe, Khris Middleton","Wilson, Brown, Lopez, Bledsoe, Middleton",1628391-1628425-201572-202339-203114,MIL,2893.0,15,48,24.0,104.0,113,15.0,17.0,8.0,217,27.0,37.0,3.0,4.0,4.0,7.0,9.0,15.0,2.0,4.0,7.0,10.0,,,,,14.0,31.0,1.0,2.0,1.0,2.0,38.0,56.0,21.0,41.0,9.0,148.0,124.0,3.0,5.0,1.0,2.0,,9.0,6.0,11.0,1.0,2.0,3.0,18.0,32.0,44.0,45.0,18.0,4.0,31.0,14.0,1.0,,16.0,15.0,31.0,9.0,6.0,14.0,1.0,1.0,77.0,3.0,4.0,,17.0,20.0,3.0,40.0,7.0,47.0,,15.0,11.0,4.0,7.0,,2.0,4.0,,5.0,,1.0,11.0,1.0,2.0,12.0,20.0,1.0,,2.0,12.0,1.0,,10.0,4.0,,7.0,,,2.0,,,2.0,,,2.0,2.0,,1.0,139.0,18.0,15.0,1.0,,0.42105263157894735,0.4444444444444444,0.7142857142857143,0.5121951219512195,0.5,0.5,0.5121951219512195,0.6785714285714286,0.6,0.5454545454545454,0.7164948453608248,0.6428571428571429,0.5769230769230769,0.74,0.6428571428571429,0.6428571428571429,0.422680412371134,,0.017857142857142856,0.02702702702702703,,,,0.6363636363636364,1.0,,0.8333333333333334,0.2222222222222222,0.8095238095238095,0.15,0.8222222222222222,0.18421052631578946,0.2,0.16666666666666666,0.5,0.17647058823529413,,0.8571428571428571,0.8,0.8571428571428571,0.8235294117647058,0.75,,108.01244382993433,1.0,11.778846153846153,14.761061946902656,11.201923076923077,14.327433628318584,0.38144329896907214,0.7297297297297297,0.75,0.5185185185185185,0.15463917525773196,0.6,0.6,0.1111111111111111,0.041237113402061855,0.5,0.5,0.5,0.10309278350515463,0.7,0.7,0.8571428571428571,0.31958762886597936,0.45161290322580644,0.45161290322580644,0.6428571428571429,0.5714285714285714,0.75,0.3333333333333333,,,0.2857142857142857,0.5,1.0,0.5384615384615384,0.5714285714285714,,,0.15384615384615385,0.5,0.8041237113402062,0.45161290322580644,0.5643788659793815,0.5127083333333333,0.5439384615384616,0.07,0.11864406779661017,,0.060810810810810814,0.12162162162162163,4.832142857142857,25.770731707317072,0.14423076923076922,1.0,,,,,,,,1610612749,2019,2018-19,False
101141-201572-202339-203114-203507,1610612749,"Ersan Ilyasova, Brook Lopez, Eric Bledsoe, Khris Middleton, Giannis Antetokounmpo","Ilyasova, Lopez, Bledsoe, Middleton, Antetokounmpo",101141-201572-202339-203114-203507,MIL,2498.0,18,42,7.0,83.0,88,24.0,12.0,5.0,171,20.0,27.0,2.0,5.0,7.0,7.0,8.0,13.0,1.0,6.0,4.0,7.0,,,2.0,4.0,10.0,21.0,,1.0,1.0,4.0,29.0,46.0,14.0,28.0,5.0,105.0,98.0,3.0,6.0,,1.0,,6.0,11.0,14.0,3.0,8.0,1.0,32.0,14.0,44.0,36.0,6.0,4.0,21.0,10.0,1.0,,7.0,12.0,19.0,8.0,4.0,5.0,2.0,,50.0,3.0,6.0,,11.0,21.0,1.0,33.0,9.0,42.0,2.0,7.0,5.0,2.0,10.0,1.0,3.0,5.0,2.0,7.0,,1.0,15.0,1.0,4.0,8.0,18.0,1.0,,,14.0,2.0,,9.0,2.0,,4.0,1.0,,8.0,,,2.0,,6.0,8.0,6.0,1.0,,99.0,32.0,24.0,,,0.2413793103448276,0.25925925925925924,0.8571428571428571,0.5,,0.375,0.5,0.6304347826086957,0.5,0.7857142857142857,0.6756756756756757,0.42857142857142855,0.7045454545454546,0.6818181818181818,0.42857142857142855,0.7272727272727273,0.3783783783783784,,0.021739130434782608,0.037037037037037035,,,,0.6666666666666666,0.5,,0.75,0.35294117647058826,1.0,0.21428571428571427,0.8205128205128205,0.2903225806451613,0.42857142857142855,0.4,0.2,0.18181818181818182,0.3333333333333333,0.6,0.7333333333333333,0.875,1.0,,0.06666666666666667,98.57485988791034,0.75,14.048192771084338,15.136363636363637,13.831325301204819,14.602272727272727,0.36486486486486486,0.7407407407407407,0.7692307692307693,0.25,0.17567567567567569,0.6153846153846154,0.6153846153846154,0.25,0.08108108108108109,0.16666666666666666,0.16666666666666666,,0.0945945945945946,0.5714285714285714,0.5714285714285714,1.0,0.28378378378378377,0.47619047619047616,0.47619047619047616,0.8,0.7142857142857143,0.4,,,,0.14285714285714285,,,0.3181818181818182,1.0,0.18181818181818182,0.5,0.18181818181818182,0.25,0.7432432432432432,0.47619047619047616,0.5493067567567568,0.5775875,0.5632181818181818,0.06493506493506493,0.08333333333333333,0.034482758620689655,0.05714285714285714,0.3047619047619048,5.602173913043478,25.482142857142858,0.2891566265060241,,,,,,,,,1610612749,2019,2018-19,False
201572-202339-202703-203114-203507,1610612749,"Brook Lopez, Eric Bledsoe, Nikola Mirotic, Khris Middleton, Giannis Antetokounmpo","Lopez, Bledsoe, Mirotic, Middleton, Antetokounmpo",201572-202339-202703-203114-203507,MIL,2351.0,9,39,22.0,87.0,85,14.0,,7.0,172,12.0,21.0,4.0,5.0,2.0,3.0,4.0,11.0,5.0,6.0,2.0,8.0,,1.0,,,10.0,26.0,,1.0,,5.0,21.0,38.0,12.0,34.0,19.0,97.0,75.0,4.0,5.0,,2.0,,8.0,4.0,5.0,,5.0,2.0,10.0,20.0,22.0,33.0,3.0,6.0,26.0,10.0,5.0,,10.0,11.0,21.0,9.0,2.0,7.0,1.0,2.0,53.0,3.0,3.0,,18.0,21.0,3.0,42.0,6.0,48.0,,9.0,7.0,2.0,6.0,1.0,4.0,5.0,,2.0,,2.0,11.0,,3.0,7.0,15.0,,,1.0,21.0,,1.0,25.0,1.0,1.0,11.0,1.0,,6.0,,,5.0,,1.0,6.0,4.0,,,89.0,10.0,14.0,,,0.47619047619047616,0.5555555555555556,0.9166666666666666,0.35294117647058826,,,0.35294117647058826,0.5526315789473685,0.8,0.8,0.5416666666666666,0.5714285714285714,0.4,0.5843373493975904,0.5714285714285714,0.45454545454545453,0.4722222222222222,,0.13157894736842105,0.19047619047619047,0.09090909090909091,,,0.5454545454545454,1.0,,0.7,0.1875,0.8181818181818182,0.13636363636363635,0.75,0.15789473684210525,,0.42857142857142855,,0.1875,,0.5,0.625,1.0,0.8947368421052632,0.3333333333333333,,105.35091450446619,0.6666666666666666,12.298850574712644,15.070588235294117,12.045977011494253,14.529411764705882,0.2916666666666667,0.5714285714285714,0.7058823529411765,0.5833333333333334,0.1527777777777778,0.36363636363636365,0.4,0.25,0.08333333333333333,0.8333333333333334,0.8333333333333334,0.4,0.1111111111111111,0.25,0.25,1.0,0.3611111111111111,0.38461538461538464,0.38461538461538464,0.9,0.7142857142857143,0.8,0.25,0.14285714285714285,,0.14285714285714285,,,0.3,0.6666666666666666,,,0.5,,0.7638888888888888,0.38461538461538464,0.5405118055555556,0.6152375,0.581935,0.14457831325301204,0.22916666666666666,0.02857142857142857,0.08247422680412371,0.10309278350515463,6.160526315789474,25.51764705882353,0.16091954022988506,1.0,,,,,,,,1610612749,2019,2018-19,False
