EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGM,SelfOReb,Travels,Loose Ball Fouls,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SelfORebPct,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,PenaltyTurnovers,Clear Path Fouls,PenaltyCorner3Frequency,DefensiveGoaltends,SecondChanceCorner3FGM,HeaveAttempts,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Blocked3s,BlockedCorner3,BlockedArc3,team_id,year,season,team_vs
1626224-1627790-1629012-201567-202688,1610612739,"Cedi Osman, Ante Zizic, Collin Sexton, Kevin Love, Brandon Knight","Osman, Zizic, Sexton, Love, Knight",1626224-1627790-1629012-201567-202688,CLE,7470.0,9,124.0,-2.0,260.0,261.0,6.0,23.0,521.0,35.0,58.0,8.0,13.0,1.0,20.0,48.0,12.0,30.0,12.0,27.0,2.0,30.0,71.0,1.0,2.0,1.0,1.0,67.0,136.0,42.0,98.0,33.0,293.0,295.0,9.0,15.0,1.0,4.0,2.0,23.0,1.0,4.0,1.0,1.0,4.0,9.0,60.0,74.0,90.0,36.0,12.0,71.0,30.0,10.0,30.0,30.0,60.0,20.0,10.0,19.0,8.0,3.0,150.0,6.0,18.0,48.0,54.0,4.0,106.0,24.0,130.0,7.0,5.0,2.0,22.0,3.0,12.0,14.0,3.0,10.0,1.0,36.0,4.0,20.0,38.0,1.0,3.0,48.0,5.0,1.0,6.0,40.0,4.0,2.0,19.0,2.0,6.0,3.0,3.0,6.0,2.0,1.0,270.0,9.0,6.0,2.0,0.44776119402985076,0.4918032786885246,0.7142857142857143,0.42857142857142855,0.25,1.0,0.42857142857142855,0.49264705882352944,0.6,0.25,0.5555555555555556,0.5526315789473685,0.5,0.5796812749003984,0.5476190476190477,0.6428571428571429,0.4188034188034188,0.07352941176470588,0.10344827586206896,0.0625,0.03333333333333333,0.6111111111111112,0.8,0.7714285714285715,0.2727272727272727,0.8571428571428571,0.10714285714285714,0.8095238095238095,0.19672131147540983,0.18181818181818182,0.3333333333333333,0.29411764705882354,0.04878048780487805,0.26666666666666666,0.5714285714285714,0.7931034482758621,0.95,0.8205128205128205,0.9411764705882353,100.43373493975903,0.3333333333333333,15.261538461538462,13.417624521072797,14.834615384615384,13.17624521072797,0.24786324786324787,0.603448275862069,0.6730769230769231,0.5428571428571428,0.20512820512820512,0.4166666666666667,0.4444444444444444,0.4,0.1282051282051282,0.4,0.41379310344827586,0.25,0.11538461538461539,0.4444444444444444,0.4444444444444444,0.8333333333333334,0.3034188034188034,0.4225352112676056,0.4225352112676056,0.6666666666666666,0.6842105263157895,0.6153846153846154,0.125,0.10526315789473684,0.10526315789473684,0.5,1.0,0.2,0.2,1.0,0.6666666666666666,0.4225352112676056,0.5203901709401709,0.5619884615384616,0.44943,0.07630522088353414,0.12582781456953643,0.07849829351535836,0.030716723549488054,7.191911764705883,25.544897959183675,0.023076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2019,2018-19,False
1626224-1627790-1629012-202692-203918,1610612739,"Cedi Osman, Ante Zizic, Collin Sexton, Alec Burks, Rodney Hood","Osman, Zizic, Sexton, Burks, Hood",1626224-1627790-1629012-202692-203918,CLE,5975.0,9,100.0,-35.0,201.0,198.0,9.0,19.0,399.0,29.0,59.0,5.0,14.0,4.0,13.0,41.0,9.0,28.0,6.0,11.0,,12.0,42.0,1.0,2.0,,1.0,51.0,128.0,18.0,53.0,29.0,185.0,220.0,7.0,18.0,1.0,2.0,4.0,21.0,2.0,9.0,,1.0,3.0,7.0,50.0,52.0,45.0,9.0,10.0,42.0,12.0,10.0,25.0,15.0,40.0,9.0,6.0,14.0,6.0,5.0,95.0,2.0,23.0,29.0,42.0,2.0,73.0,25.0,98.0,14.0,11.0,3.0,17.0,4.0,13.0,11.0,2.0,4.0,,28.0,1.0,15.0,37.0,,2.0,44.0,3.0,3.0,6.0,39.0,1.0,,16.0,3.0,4.0,2.0,2.0,4.0,3.0,,164.0,7.0,9.0,1.0,0.49019607843137253,0.5434782608695652,0.8333333333333334,0.33962264150943394,0.5,,0.33962264150943394,0.3984375,0.3888888888888889,0.2222222222222222,0.430939226519337,0.425,0.2,0.4625,0.4375,0.2916666666666667,0.292817679558011,0.078125,0.13559322033898305,0.04878048780487805,,0.6071428571428571,1.0,0.75,0.2987012987012987,0.8055555555555556,0.05714285714285714,0.7717391304347826,0.22321428571428573,0.4,0.25,0.21052631578947367,0.06666666666666667,,0.65,0.8333333333333334,0.75,0.8260869565217391,0.7692307692307693,96.16066945606696,0.75,16.45771144278607,13.469696969696969,15.791044776119403,13.11111111111111,0.3259668508287293,0.4915254237288136,0.5686274509803921,0.4827586206896552,0.2265193370165746,0.3170731707317073,0.3333333333333333,0.46153846153846156,0.15469613259668508,0.32142857142857145,0.32142857142857145,0.5555555555555556,0.06077348066298342,0.5454545454545454,0.5454545454545454,1.0,0.23204419889502761,0.2857142857142857,0.2857142857142857,0.75,0.7,0.35714285714285715,,,0.1,0.5,1.0,0.4,0.1,,0.6187845303867403,0.2857142857142857,0.5156345303867398,0.5250552631578947,0.47522000000000003,0.08629441624365482,0.11188811188811189,0.11351351351351352,0.03783783783783784,7.48828125,25.432075471698116,0.04477611940298507,10.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0392156862745098,0.25,0.018518518518518517,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2019,2018-19,False
1626204-1626224-1629012-202684-203918,1610612739,"Larry Nance Jr., Cedi Osman, Collin Sexton, Tristan Thompson, Rodney Hood","Nance Jr., Osman, Sexton, Thompson, Hood",1626204-1626224-1629012-202684-203918,CLE,5456.0,10,91.0,-66.0,180.0,183.0,21.0,17.0,363.0,23.0,43.0,5.0,8.0,5.0,17.0,39.0,12.0,31.0,2.0,5.0,,13.0,37.0,2.0,3.0,2.0,3.0,52.0,113.0,15.0,42.0,23.0,172.0,238.0,6.0,13.0,2.0,3.0,1.0,19.0,6.0,14.0,2.0,4.0,6.0,24.0,50.0,54.0,24.0,21.0,8.0,37.0,13.0,10.0,25.0,8.0,33.0,7.0,1.0,11.0,12.0,2.0,74.0,2.0,16.0,29.0,27.0,2.0,58.0,18.0,76.0,11.0,6.0,5.0,16.0,2.0,7.0,14.0,,9.0,1.0,30.0,1.0,20.0,39.0,,6.0,33.0,1.0,,4.0,30.0,2.0,1.0,11.0,3.0,3.0,,3.0,3.0,2.0,1.0,153.0,24.0,21.0,3.0,0.4807692307692308,0.5208333333333334,0.5333333333333333,0.35714285714285715,0.6666666666666666,0.5,0.35714285714285715,0.46017699115044247,0.46153846153846156,0.42857142857142855,0.4806451612903226,0.5625,0.5,0.5089285714285714,0.5588235294117647,0.5714285714285714,0.2709677419354839,0.08849557522123894,0.13953488372093023,0.10256410256410256,,0.5333333333333333,1.0,0.6923076923076923,0.26229508196721313,0.8055555555555556,0.07407407407407407,0.7466666666666667,0.20454545454545456,0.25,0.36363636363636365,0.15789473684210525,0.08333333333333333,,0.5833333333333334,0.7894736842105263,0.625,0.8461538461538461,0.7,95.80645161290322,0.6666666666666666,17.144444444444446,12.950819672131148,16.57777777777778,12.497267759562842,0.27741935483870966,0.5348837209302325,0.6216216216216216,0.4782608695652174,0.25161290322580643,0.4358974358974359,0.4857142857142857,0.7058823529411765,0.2,0.3870967741935484,0.3870967741935484,0.16666666666666666,0.03225806451612903,0.4,0.4,0.5,0.23870967741935484,0.35135135135135137,0.35135135135135137,0.5384615384615384,0.5,0.625,0.2,,0.1875,0.6666666666666666,0.5,0.2777777777777778,0.16666666666666666,0.6666666666666666,0.5483870967741935,0.35135135135135137,0.49206096774193553,0.527675,0.49454166666666666,0.07272727272727272,0.09016393442622951,0.11046511627906977,0.13953488372093023,8.880530973451327,25.62142857142857,0.11666666666666667,13.0,3.0,3.0,2.0,2.0,1.0,1.0,0.038461538461538464,0.6,0.023255813953488372,1.0,5.0,1.0,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,1610612739,2019,2018-19,False
1626155-1626224-201588-202684-203918,1610612739,"Sam Dekker, Cedi Osman, George Hill, Tristan Thompson, Rodney Hood","Dekker, Osman, Hill, Thompson, Hood",1626155-1626224-201588-202684-203918,CLE,4262.0,6,71.0,-14.0,132.0,132.0,14.0,18.0,264.0,31.0,52.0,6.0,11.0,4.0,5.0,22.0,9.0,20.0,2.0,4.0,1.0,11.0,30.0,1.0,3.0,2.0,4.0,45.0,94.0,13.0,34.0,21.0,150.0,164.0,7.0,18.0,1.0,4.0,,17.0,,8.0,2.0,4.0,2.0,8.0,36.0,54.0,33.0,6.0,12.0,30.0,11.0,11.0,18.0,11.0,29.0,9.0,2.0,13.0,2.0,3.0,69.0,4.0,20.0,15.0,20.0,3.0,38.0,24.0,62.0,17.0,14.0,3.0,9.0,2.0,6.0,11.0,1.0,3.0,,20.0,3.0,12.0,28.0,,4.0,23.0,,1.0,1.0,24.0,3.0,3.0,11.0,1.0,3.0,1.0,2.0,3.0,2.0,,133.0,8.0,14.0,1.0,0.4,0.46153846153846156,0.8461538461538461,0.38235294117647056,0.25,0.5,0.38235294117647056,0.4787234042553192,0.3888888888888889,,0.50390625,0.38636363636363635,0.25,0.5364963503649635,0.38636363636363635,0.3076923076923077,0.265625,0.11702127659574468,0.1346153846153846,0.13636363636363635,0.05,0.45,1.0,0.5714285714285714,0.425531914893617,0.8823529411764706,0.19047619047619047,0.6730769230769231,0.35294117647058826,0.5714285714285714,0.375,0.2,0.15789473684210525,0.5,0.5714285714285714,0.3333333333333333,0.8888888888888888,0.9,0.8571428571428571,89.19755983106523,0.6666666666666666,17.0,15.287878787878787,16.098484848484848,14.734848484848484,0.40625,0.5961538461538461,0.6888888888888889,0.41935483870967744,0.171875,0.22727272727272727,0.2631578947368421,0.4,0.15625,0.45,0.47368421052631576,0.3333333333333333,0.03125,0.5,0.5,1.0,0.234375,0.36666666666666664,0.36666666666666664,0.8181818181818182,0.5,0.5454545454545454,,0.045454545454545456,0.13636363636363635,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5,0.671875,0.36666666666666664,0.5137378906250007,0.522925,0.48943333333333333,0.08088235294117647,0.10784313725490197,0.11333333333333333,0.05333333333333334,6.596808510638298,25.876470588235293,0.10606060606060606,14.0,,4.0,2.0,3.0,,1.0,0.07017543859649122,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,1610612739,2019,2018-19,False
1626204-1626224-1629012-201567-202688,1610612739,"Larry Nance Jr., Cedi Osman, Collin Sexton, Kevin Love, Brandon Knight","Nance Jr., Osman, Sexton, Love, Knight",1626204-1626224-1629012-201567-202688,CLE,4199.0,9,70.0,-21.0,139.0,141.0,16.0,17.0,280.0,21.0,34.0,5.0,9.0,3.0,12.0,33.0,3.0,10.0,3.0,6.0,2.0,15.0,46.0,1.0,3.0,3.0,7.0,36.0,77.0,18.0,52.0,20.0,146.0,167.0,5.0,10.0,2.0,5.0,6.0,22.0,5.0,9.0,3.0,7.0,7.0,26.0,32.0,40.0,45.0,9.0,6.0,45.0,15.0,9.0,16.0,15.0,31.0,12.0,3.0,11.0,3.0,2.0,77.0,7.0,15.0,28.0,23.0,4.0,55.0,22.0,77.0,5.0,5.0,,8.0,7.0,7.0,13.0,2.0,1.0,,21.0,2.0,11.0,26.0,,1.0,22.0,2.0,,1.0,27.0,1.0,,10.0,1.0,1.0,1.0,,1.0,1.0,1.0,124.0,26.0,16.0,1.0,0.4444444444444444,0.48484848484848486,0.8333333333333334,0.34615384615384615,0.4,0.42857142857142855,0.35294117647058826,0.4675324675324675,0.5,0.5555555555555556,0.4883720930232558,0.5333333333333333,0.59375,0.5177304964539007,0.5789473684210527,0.6842105263157895,0.40310077519379844,0.11688311688311688,0.14705882352941177,0.12121212121212122,,0.38095238095238093,1.0,0.8518518518518519,0.36585365853658536,0.875,0.21212121212121213,0.864406779661017,0.2972972972972973,0.3076923076923077,0.47619047619047616,0.14285714285714285,0.23333333333333334,,0.7,0.9166666666666666,1.0,0.84,1.0,96.02286258633008,1.0,15.899280575539569,14.106382978723405,15.18705035971223,13.957446808510639,0.26356589147286824,0.6176470588235294,0.7241379310344828,0.5238095238095238,0.2558139534883721,0.36363636363636365,0.41379310344827586,0.25,0.07751937984496124,0.3,0.3,0.6666666666666666,0.046511627906976744,0.5,0.5,1.0,0.35658914728682173,0.32608695652173914,0.32608695652173914,0.8,0.6,0.5555555555555556,0.4,0.13333333333333333,0.2,0.3333333333333333,1.0,0.1875,0.4375,0.42857142857142855,0.6666666666666666,0.3333333333333333,0.512822265625,0.5459541666666666,0.48142333333333326,0.08571428571428572,0.11627906976744186,0.1506849315068493,0.1780821917808219,6.822077922077922,26.35,0.11510791366906475,32.0,2.0,3.0,1.0,,2.0,2.0,0.046153846153846156,0.6666666666666666,0.037037037037037035,,2.0,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,1610612739,2019,2018-19,False
1626224-1629012-202684-202692-203918,1610612739,"Cedi Osman, Collin Sexton, Tristan Thompson, Alec Burks, Rodney Hood","Osman, Sexton, Thompson, Burks, Hood",1626224-1629012-202684-202692-203918,CLE,3876.0,7,65.0,-27.0,129.0,130.0,16.0,12.0,259.0,24.0,40.0,7.0,10.0,4.0,14.0,30.0,7.0,23.0,2.0,6.0,,5.0,21.0,,,,,45.0,93.0,7.0,27.0,17.0,128.0,155.0,7.0,11.0,,,,14.0,5.0,9.0,,2.0,3.0,13.0,34.0,56.0,18.0,3.0,12.0,21.0,5.0,10.0,17.0,6.0,23.0,4.0,2.0,9.0,8.0,,52.0,,14.0,25.0,23.0,3.0,51.0,14.0,65.0,10.0,5.0,5.0,7.0,3.0,4.0,6.0,1.0,3.0,1.0,13.0,1.0,9.0,21.0,,1.0,24.0,,4.0,2.0,22.0,1.0,1.0,7.0,4.0,4.0,4.0,,4.0,2.0,,114.0,11.0,13.0,1.0,0.37777777777777777,0.4358974358974359,0.8571428571428571,0.25925925925925924,,,0.25925925925925924,0.4838709677419355,0.6363636363636364,0.5555555555555556,0.4625,0.6363636363636364,0.45454545454545453,0.48846153846153845,0.6363636363636364,0.43333333333333335,0.225,0.10752688172043011,0.175,0.1,,0.5384615384615384,1.0,0.6388888888888888,0.2916666666666667,0.78125,,0.7058823529411765,0.20588235294117646,0.5,0.1875,0.1875,,,0.47058823529411764,0.7272727272727273,0.875,0.7692307692307693,0.8333333333333334,96.22291021671828,0.5,16.217054263565892,13.723076923076922,15.86046511627907,13.061538461538461,0.3333333333333333,0.6,0.7272727272727273,0.375,0.25,0.4666666666666667,0.5185185185185185,0.5714285714285714,0.19166666666666668,0.30434782608695654,0.30434782608695654,,0.05,0.3333333333333333,0.3333333333333333,1.0,0.175,0.23809523809523808,0.23809523809523808,0.8,0.9090909090909091,0.7,0.14285714285714285,,,,,0.36363636363636365,,,0.5583333333333333,0.23809523809523808,0.47706,0.5209454545454545,0.4731363636363636,0.05555555555555555,0.0707070707070707,0.109375,0.1015625,8.093548387096774,25.755555555555556,0.12403100775193798,17.0,4.0,1.0,,2.0,,2.0,0.017241379310344827,1.0,,2.0,2.0,,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,1610612739,2019,2018-19,False
1626224-201567-201588-202684-203918,1610612739,"Cedi Osman, Kevin Love, George Hill, Tristan Thompson, Rodney Hood","Osman, Love, Hill, Thompson, Hood",1626224-201567-201588-202684-203918,CLE,3631.0,4,61.0,-4.0,123.0,124.0,15.0,22.0,247.0,22.0,45.0,6.0,14.0,9.0,9.0,22.0,13.0,27.0,2.0,5.0,3.0,9.0,25.0,1.0,2.0,1.0,1.0,44.0,94.0,11.0,30.0,21.0,142.0,146.0,9.0,21.0,3.0,5.0,2.0,29.0,6.0,11.0,1.0,2.0,8.0,23.0,48.0,40.0,30.0,3.0,8.0,25.0,9.0,9.0,24.0,10.0,34.0,8.0,2.0,17.0,7.0,,78.0,7.0,25.0,16.0,30.0,2.0,48.0,32.0,80.0,5.0,4.0,1.0,11.0,5.0,7.0,9.0,1.0,4.0,1.0,20.0,3.0,7.0,19.0,,,28.0,1.0,2.0,2.0,29.0,,1.0,10.0,4.0,2.0,2.0,,2.0,,,113.0,23.0,15.0,4.0,0.5454545454545454,0.6,0.9090909090909091,0.36666666666666664,0.6,0.5,0.36666666666666664,0.46808510638297873,0.42857142857142855,0.5454545454545454,0.4879032258064516,0.5192307692307693,0.5769230769230769,0.5108695652173914,0.5178571428571429,0.5789473684210527,0.24193548387096775,0.09574468085106383,0.15555555555555556,0.09090909090909091,,0.55,1.0,0.7142857142857143,0.5,0.8421052631578947,0.3684210526315789,0.7540983606557377,0.463768115942029,0.43478260869565216,0.5384615384615384,0.5714285714285714,0.3125,0.6666666666666666,0.6,0.8,0.8333333333333334,0.7857142857142857,1.0,97.95648581657946,,15.1869918699187,14.21774193548387,14.235772357723578,13.814516129032258,0.3629032258064516,0.4888888888888889,0.5789473684210527,0.7727272727272727,0.1774193548387097,0.4090909090909091,0.45,0.7777777777777778,0.21774193548387097,0.48148148148148145,0.48148148148148145,,0.04032258064516129,0.4,0.4,1.0,0.20161290322580644,0.36,0.36,0.8888888888888888,0.5384615384615384,0.42857142857142855,0.3333333333333333,0.11538461538461539,0.07692307692307693,0.5,1.0,0.6923076923076923,0.07692307692307693,1.0,0.6048387096774194,0.36,0.526683064516129,0.5388078947368421,0.5995692307692309,0.07462686567164178,0.09615384615384616,0.20422535211267606,0.1619718309859155,7.636170212765957,25.36,0.12195121951219512,20.0,6.0,3.0,2.0,2.0,,2.0,0.05,0.6666666666666666,,1.0,1.0,,0.07692307692307693,1.0,2.0,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,1610612739,2019,2018-19,False
1626204-1629012-202684-203918-2747,1610612739,"Larry Nance Jr., Collin Sexton, Tristan Thompson, Rodney Hood, JR Smith","Nance Jr., Sexton, Thompson, Hood, Smith",1626204-1629012-202684-203918-2747,CLE,3574.0,6,60.0,3.0,119.0,118.0,15.0,18.0,237.0,25.0,34.0,8.0,10.0,4.0,6.0,18.0,14.0,38.0,3.0,6.0,,5.0,19.0,,3.0,,3.0,45.0,90.0,8.0,25.0,16.0,130.0,127.0,8.0,14.0,,3.0,,16.0,5.0,13.0,1.0,4.0,,13.0,40.0,50.0,12.0,12.0,12.0,19.0,5.0,3.0,20.0,4.0,24.0,2.0,2.0,13.0,1.0,6.0,52.0,2.0,18.0,20.0,25.0,3.0,48.0,21.0,69.0,7.0,5.0,2.0,11.0,,7.0,5.0,1.0,4.0,,16.0,3.0,15.0,31.0,,2.0,20.0,1.0,1.0,2.0,22.0,1.0,,11.0,1.0,8.0,5.0,3.0,8.0,4.0,,114.0,13.0,15.0,,0.4444444444444444,0.5128205128205128,0.5,0.32,,0.25,0.32,0.5,0.5714285714285714,0.38461538461538464,0.4956521739130435,0.47058823529411764,0.38235294117647056,0.5158730158730159,0.4444444444444444,0.3611111111111111,0.21739130434782608,0.03333333333333333,0.029411764705882353,0.1111111111111111,,0.6875,1.0,0.7142857142857143,0.4,0.8,0.11764705882352941,0.75,0.3225806451612903,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.14285714285714285,,0.6111111111111112,0.75,0.8888888888888888,0.7727272727272727,1.0,95.48964745383323,0.5,15.579831932773109,14.576271186440678,14.747899159663865,14.211864406779661,0.2956521739130435,0.7352941176470589,0.7575757575757576,0.52,0.1565217391304348,0.3333333333333333,0.375,0.16666666666666666,0.33043478260869563,0.3684210526315789,0.3684210526315789,0.42857142857142855,0.05217391304347826,0.5,0.5,0.6666666666666666,0.16521739130434782,0.2631578947368421,0.2631578947368421,0.4,0.5882352941176471,0.8,0.125,,0.17647058823529413,,,0.23529411764705882,0.17647058823529413,,0.5130434782608696,0.2631578947368421,0.5037860869565217,0.5294833333333333,0.46777058823529416,0.088,0.11,0.12307692307692308,0.1,10.28,24.996,0.12605042016806722,14.0,3.0,1.0,1.0,2.0,,3.0,0.01694915254237288,0.75,,1.0,,,0.058823529411764705,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,1610612739,2019,2018-19,False
1626224-1628021-1629012-202684-203918,1610612739,"Cedi Osman, David Nwaba, Collin Sexton, Tristan Thompson, Rodney Hood","Osman, Nwaba, Sexton, Thompson, Hood",1626224-1628021-1629012-202684-203918,CLE,3394.0,4,57.0,12.0,105.0,101.0,11.0,16.0,206.0,19.0,40.0,7.0,17.0,2.0,14.0,26.0,14.0,28.0,,2.0,,8.0,14.0,1.0,1.0,3.0,3.0,47.0,94.0,8.0,16.0,12.0,130.0,118.0,9.0,19.0,1.0,1.0,1.0,22.0,4.0,6.0,3.0,3.0,,17.0,22.0,72.0,12.0,12.0,10.0,14.0,8.0,5.0,11.0,4.0,15.0,4.0,,6.0,3.0,2.0,34.0,2.0,22.0,16.0,15.0,4.0,35.0,25.0,60.0,8.0,6.0,2.0,6.0,,4.0,7.0,1.0,2.0,,13.0,3.0,11.0,22.0,,2.0,18.0,,2.0,2.0,17.0,3.0,,10.0,,3.0,,3.0,3.0,3.0,,108.0,17.0,11.0,,0.23404255319148937,0.2619047619047619,0.5,0.5,1.0,1.0,0.5,0.5,0.47368421052631576,0.6666666666666666,0.5363636363636364,0.525,0.9444444444444444,0.5555555555555556,0.5238095238095238,0.9444444444444444,0.14545454545454545,0.05319148936170213,0.125,,,0.46153846153846156,0.8,0.7142857142857143,0.46808510638297873,0.8888888888888888,0.25,0.7948717948717948,0.43636363636363634,0.6666666666666666,0.5,0.14285714285714285,0.16666666666666666,0.5,0.5714285714285714,0.8,0.75,0.9285714285714286,0.75,87.40129640542132,1.0,18.066666666666666,14.821782178217822,17.6,14.613861386138614,0.36363636363636365,0.475,0.5428571428571428,0.3157894736842105,0.23636363636363636,0.5384615384615384,0.5384615384615384,0.21428571428571427,0.2545454545454545,0.5,0.5,0.14285714285714285,0.01818181818181818,,,,0.12727272727272726,0.5714285714285714,0.5714285714285714,0.5,0.85,0.4117647058823529,0.2857142857142857,,0.05,1.0,1.0,0.2222222222222222,0.3333333333333333,1.0,0.509090909090909,0.5714285714285714,0.47842363636363633,0.5574736842105263,0.45663333333333334,0.08547008547008547,0.09900990099009901,0.16923076923076924,0.13076923076923078,8.282978723404264,26.00625,0.10476190476190476,21.0,1.0,2.0,2.0,1.0,,1.0,0.04,0.5,,,2.0,,,,,,,,,1.0,,0.3333333333333333,,1.0,,,,,,,,,,1610612739,2019,2018-19,False
