EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,SelfOReb,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,AtRimPctBlocked,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,LongMidRangeAssists,OffThreePtRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,Steals,LostBallSteals,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,Arc3Assists,BadPassSteals,LostBallTurnovers,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,SecondChanceCorner3FGA,PtsUnassisted3s,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceTurnovers,PenaltyTurnovers,ShortMidRangeAssists,BlockedShortMidRange,ShortMidRangePctAssisted,FTOffRebounds,FTDefRebounds,DefFTReboundPct,OffFTReboundPct,Travels,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Offensive Fouls,BlockedLongMidRange,LostBallOutOfBoundsTurnovers,HeaveAttempts,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,Offensive Fouls Drawn,team_id,year,season,team_vs
1627748-1628379-1628971-201961-202397,1610612765,"Thon Maker, Luke Kennard, Bruce Brown, Wayne Ellington, Ish Smith","Maker, Kennard, Brown, Ellington, Smith",1627748-1628379-1628971-201961-202397,DET,198.0,1,3.0,-6.0,8.0,7.0,1.0,15,1.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2,1.0,0.2,1.0,0.25,1.0,0.2,0.3333333333333333,0.3333333333333333,0.5,0.25,1.0,0.6,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,109.0909090909091,0.5,11.625,15.0,11.125,14.285714285714286,0.4,0.5,0.5,1.0,0.6,1.0,1.0,1.0,0.4,0.533,0.6654,0.16666666666666666,0.16666666666666666,0.6666666666666666,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,True
1627748-1628379-1628971-202397-204038,1610612765,"Thon Maker, Luke Kennard, Bruce Brown, Ish Smith, Langston Galloway","Maker, Kennard, Brown, Smith, Galloway",1627748-1628379-1628971-202397-204038,DET,192.0,2,3.0,2.0,8.0,7.0,1.0,15,1.0,4.0,1.0,3.0,1.0,1.0,5.0,5.0,10.0,8.0,1.0,3.0,2.0,,1.0,,1.0,,3.0,3.0,1.0,2.0,3.0,3.0,6.0,1.0,1.0,1.0,,2.0,,2.0,1.0,,2.0,5.0,1.0,,,,,,,8.0,,,0.2,0.3333333333333333,0.35714285714285715,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.2,,0.5,1.0,0.75,1.0,1.0,0.6,,,1.0,,112.5,,13.375,12.142857142857142,11.75,12.142857142857142,0.5714285714285714,0.25,0.3333333333333333,,0.14285714285714285,1.0,0.3333333333333333,,0.8571428571428571,0.5373214285714286,0.5658333333333333,0.2222222222222222,0.16666666666666666,0.2,3.16,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,8.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,3.0,1.0,1.0,0.5,1.0,0.5,1.5,1.3333333333333333,0.2857142857142857,0.25,1.0,1.0,1.0,0.25,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,0.6255,0.3333333333333333,0.8,26.1,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,True
1627748-1628379-201933-201961-202397,1610612765,"Thon Maker, Luke Kennard, Blake Griffin, Wayne Ellington, Ish Smith","Maker, Kennard, Griffin, Ellington, Smith",1627748-1628379-201933-201961-202397,DET,142.0,1,2.0,-2.0,5.0,4.0,2.0,9,1.0,2.0,,,1.0,2.0,4.0,3.0,7.0,9.0,,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,,,,3.0,3.0,,,,,,1.0,2.0,,,2.0,4.0,1.0,,,,,,,6.0,0.5,0.5,0.5,,0.4,,0.5,0.16666666666666666,0.25,1.0,,,1.0,,,1.0,1.0,,,,91.26760563380282,,16.2,15.25,13.6,15.25,0.4,0.5,0.5,,0.2,,,,0.6,0.46767000000000003,0.540925,0.16666666666666666,0.2,0.14285714285714285,7.0,5.0,4.0,,,,,1.0,,1.0,,1.0,3.0,7.0,2.0,,,1.0,,,1.0,,7.0,5.0,1.0,,,,,0.4,0.5,0.2,,1.0,,,0.5,,,,,0.2,,,0.46767000000000003,,1.0,25.6,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.2,1.0,1.0,1.0,0.5,0.4,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,True
1627748-1628379-201933-201961-202704,1610612765,"Thon Maker, Luke Kennard, Blake Griffin, Wayne Ellington, Reggie Jackson","Maker, Kennard, Griffin, Ellington, Jackson",1627748-1628379-201933-201961-202704,DET,158.0,2,3.0,4.0,6.0,6.0,,12,3.0,3.0,,,,3.0,3.0,7.0,13.0,9.0,,,1.0,4.0,,2.0,2.0,2.0,4.0,,1.0,1.0,2.0,1.0,3.0,,,,,,,3.0,,,4.0,8.0,2.0,,,,,,,12.0,0.6666666666666666,0.6666666666666666,1.0,,0.75,,0.8571428571428571,0.5,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,109.36708860759494,,8.5,17.833333333333332,8.5,17.833333333333332,0.75,1.0,1.0,0.6666666666666666,,,,,1.0,0.5825125,,0.4,0.5,0.07692307692307693,1.7666666666666666,4.0,3.0,,,,,1.0,,1.0,,1.0,6.0,8.0,2.0,,,1.0,,,,,8.0,4.0,,,,,,0.5,0.7,0.25,,,,,,,,,,0.25,,,0.570725,,0.6153846153846154,27.8,0.6666666666666666,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,True
1627748-1628379-201933-202397-204038,1610612765,"Thon Maker, Luke Kennard, Blake Griffin, Ish Smith, Langston Galloway","Maker, Kennard, Griffin, Smith, Galloway",1627748-1628379-201933-202397-204038,DET,322.0,1,5.0,5.0,13.0,12.0,,25,1.0,4.0,,,,1.0,5.0,4.0,12.0,7.0,,,,2.0,,1.0,3.0,1.0,8.0,,3.0,4.0,7.0,,7.0,1.0,,,,1.0,,,,,4.0,6.0,3.0,2.0,,2.0,,2.0,1.0,12.0,1.0,1.0,0.2,,0.4444444444444444,,0.5,,,,1.0,0.8,,1.0,0.875,,,0.6666666666666666,,1.0,111.80124223602485,0.5,11.307692307692308,14.583333333333334,11.307692307692308,13.666666666666666,0.4444444444444444,0.25,0.25,1.0,,,,,0.8888888888888888,0.4613388888888889,,0.25,0.375,,5.96,6.0,6.0,,,,,4.0,2.0,4.0,1.0,2.0,3.0,6.0,,6.0,,4.0,2.0,,,,6.0,6.0,,1.0,0.5,0.5,0.5,0.375,0.5,0.4444444444444444,,,1.0,1.0,,,,,,0.4444444444444444,,,0.4366625,,0.5,26.2,0.46153846153846156,,2.0,,1.0,,2.0,,,,2.0,,,,,,,,0.1111111111111111,,,,,0.5,,0.5,2.0,,,,,2.0,1.0,2.0,2.0,2.0,1.0,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,True
1627748-1628379-201961-202397-204038,1610612765,"Thon Maker, Luke Kennard, Wayne Ellington, Ish Smith, Langston Galloway","Maker, Kennard, Ellington, Smith, Galloway",1627748-1628379-201961-202397-204038,DET,70.0,1,1.0,7.0,3.0,3.0,,6,1.0,1.0,,,,1.0,1.0,2.0,7.0,,,,,,,,1.0,,3.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,2.0,,,,,,,,7.0,,,1.0,,1.25,,1.1666666666666667,,,,,,,1.0,1.0,,,,,,123.42857142857142,,9.0,14.333333333333334,9.0,14.333333333333334,0.5,1.0,1.0,,,,,,1.0,0.6368,,,,,1.4,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,3.0,,1.0,1.0,,,,7.0,3.0,,1.0,1.0,1.0,1.0,1.25,1.1666666666666667,0.5,,,,1.0,,,,,,0.5,,,0.6368,,1.0,25.2,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,0.5,1.0,0.5,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,True
1627748-1628379-201961-202397-2585,1610612765,"Thon Maker, Luke Kennard, Wayne Ellington, Ish Smith, Zaza Pachulia","Maker, Kennard, Ellington, Smith, Pachulia",1627748-1628379-201961-202397-2585,DET,93.0,1,2.0,-1.0,5.0,4.0,,9,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,1.0,2.0,3.0,,3.0,,,,,,,,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,0.125,,,,,1.0,,1.0,1.0,,,,1.0,,139.3548387096774,,9.6,11.25,9.6,11.25,,,,,0.3333333333333333,,,,0.6666666666666666,0.5177166666666667,,0.25,0.5,,10.9,,,,,,,2.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,0.6666666666666666,,,1.0,1.0,,,,,,0.6666666666666666,,,,,,25.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,True
1627748-1628379-201961-202704-203083,1610612765,"Thon Maker, Luke Kennard, Wayne Ellington, Reggie Jackson, Andre Drummond","Maker, Kennard, Ellington, Jackson, Drummond",1627748-1628379-201961-202704-203083,DET,635.0,1,11.0,17.0,20.0,20.0,1.0,40,9.0,10.0,1.0,1.0,1.0,10.0,12.0,3.0,38.0,21.0,1.0,1.0,2.0,14.0,,7.0,9.0,7.0,20.0,1.0,5.0,6.0,11.0,3.0,14.0,,,,,,1.0,3.0,,,5.0,4.0,3.0,2.0,,2.0,,2.0,2.0,36.0,0.7,0.7777777777777778,0.8333333333333334,1.0,0.7954545454545454,0.5,0.8260869565217391,0.5,,,,0.8571428571428571,0.5,1.0,0.9166666666666666,0.42857142857142855,,0.6666666666666666,1.0,1.0,90.70866141732283,1.0,12.1,19.65,12.05,19.1,0.45454545454545453,0.9,0.9,0.7777777777777778,0.045454545454545456,0.5,1.0,,0.9090909090909091,0.5371,0.4905,0.13043478260869565,0.23076923076923078,0.05263157894736842,4.216666666666667,,,,1.0,,,9.0,5.0,10.0,,,,,6.0,6.0,2.0,9.0,2.0,,,,,,,0.4,0.5,,0.5,,,0.45454545454545453,,1.0,1.0,1.0,,0.045454545454545456,,,,0.4090909090909091,,,,,,26.169999999999998,,,,,1.0,,,1.0,,,,,2.0,,,,0.4,0.25,0.045454545454545456,,,,,,,,,,1.0,2.0,,5.0,,5.0,2.0,,,0.5555555555555556,0.5555555555555556,0.4,,0.5555555555555556,1.0,1.0,9.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,True
1627748-1628379-201961-202704-204038,1610612765,"Thon Maker, Luke Kennard, Wayne Ellington, Reggie Jackson, Langston Galloway","Maker, Kennard, Ellington, Jackson, Galloway",1627748-1628379-201961-202704-204038,DET,93.0,1,2.0,-1.0,2.0,2.0,2.0,4,,2.0,,1.0,,,2.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,1.0,2.0,3.0,,,1.0,,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,0.125,0.25,0.5,,,,1.0,1.0,0.5,1.0,,,,,61.93548387096774,,22.0,24.5,21.5,22.0,0.6666666666666666,,,,,1.0,,,1.0,0.47469999999999996,0.463,,,1.0,3.1,2.0,2.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,2.0,,,,,,,0.125,0.3333333333333333,0.5,1.0,,1.0,,0.3333333333333333,,,,,0.3333333333333333,,0.47469999999999996,,1.0,23.1,1.0,,2.0,,,,,,1.0,,2.0,,1.0,1.0,1.0,,1.0,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,True
1627748-1628379-202397-204038-2585,1610612765,"Thon Maker, Luke Kennard, Ish Smith, Langston Galloway, Zaza Pachulia","Maker, Kennard, Smith, Galloway, Pachulia",1627748-1628379-202397-204038-2585,DET,244.0,1,4.0,-1.0,8.0,9.0,,17,3.0,3.0,,,,3.0,3.0,,9.0,10.0,,,,6.0,,3.0,4.0,3.0,9.0,,3.0,,3.0,,3.0,1.0,1.0,,,1.0,,1.0,,,2.0,2.0,1.0,,,,,,,9.0,1.0,1.0,1.0,,0.6428571428571429,,0.5625,,,,1.0,,,1.0,0.75,,,,,1.0,100.32786885245902,,14.75,14.0,14.75,12.666666666666666,0.42857142857142855,1.0,1.0,1.0,,,,,1.0,0.6068,,0.125,0.25,,1.9333333333333333,,,,1.0,,,3.0,1.0,4.0,,,,,,3.0,,3.0,1.0,,,,,,,1.0,0.25,,0.25,,,0.5714285714285714,,,,1.0,,0.14285714285714285,,,,0.42857142857142855,,,,,,26.825,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,1.0,2.0,,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,True
