EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,LongMidRangeAssists,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg2Pct,PenaltyEfgPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,Charge Fouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,Corner3Assists,OffThreePtRebounds,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,Technical Free Throw Trips,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,Offensive Fouls,2pt And 1 Free Throw Trips,Travels,Charge Fouls Drawn,DefensiveGoaltends,Clear Path Fouls,FTOffRebounds,OffFTReboundPct,SecondChanceFtPoints,BlockedArc3,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveAttempts,Arc3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1626159-1626196-1627884-1628389-203079,1610612748,"Justise Winslow, Josh Richardson, Derrick Jones Jr., Bam Adebayo, Dion Waiters","Winslow, Richardson, Jones Jr., Adebayo, Waiters",1626159-1626196-1627884-1628389-203079,MIA,384.0,6,6.0,11.0,16.0,13.0,3.0,7.0,2.0,29.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,2.0,4.0,6.0,18.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,6.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,1.0,6.0,1.0,1.0,8.0,1.0,9.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,5.0,7.0,1.0,1.0,1.0,16.0,2.0,3.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.6,1.0,0.6666666666666666,1.0,0.75,1.0,0.5,0.4444444444444444,0.2,0.3333333333333333,1.0,1.0,1.0,0.5,0.8571428571428571,0.875,0.25,0.5,1.0,0.8333333333333334,1.0,0.3333333333333333,108.75,11.875,14.923076923076923,11.4375,14.461538461538462,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.1111111111111111,1.0,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5555555555555556,0.6666666666666666,0.4708444444444444,0.3726,0.57825,0.18181818181818182,0.16666666666666666,0.2,0.1111111111111111,0.1111111111111111,10.42,24.675,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,True
1626159-1626196-1627884-1628389-203482,1610612748,"Justise Winslow, Josh Richardson, Derrick Jones Jr., Bam Adebayo, Kelly Olynyk","Winslow, Richardson, Jones Jr., Adebayo, Olynyk",1626159-1626196-1627884-1628389-203482,MIA,85.0,1,1.0,-3.0,3.0,3.0,,,,6.0,,1.0,1.0,1.0,,,1.0,,,,1.0,2.0,,1.0,,2.0,5.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,,101.6470588235294,14.666666666666666,13.666666666666666,14.666666666666666,13.666666666666666,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,,,,,,0.6666666666666666,,0.4492833333333333,,,,,,,,3.3,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,True
1626159-1626196-1627884-1628389-203585,1610612748,"Justise Winslow, Josh Richardson, Derrick Jones Jr., Bam Adebayo, Rodney McGruder","Winslow, Richardson, Jones Jr., Adebayo, McGruder",1626159-1626196-1627884-1628389-203585,MIA,678.0,4,11.0,-3.0,22.0,22.0,8.0,9.0,,44.0,5.0,6.0,2.0,5.0,1.0,2.0,,,,3.0,8.0,13.0,,3.0,1.0,17.0,20.0,,,,1.0,1.0,5.0,10.0,6.0,,3.0,,,5.0,,5.0,,4.0,,10.0,,2.0,7.0,,9.0,,9.0,,3.0,1.0,4.0,4.0,,6.0,,4.0,,1.0,1.0,3.0,2.0,1.0,,,17.0,5.0,8.0,,0.625,0.625,,,,0.6153846153846154,,0.5,,0.5,,0.5,0.1875,,,0.6666666666666666,,0.6363636363636364,,0.4,0.5625,,,0.3333333333333333,0.4,,,93.45132743362831,15.136363636363637,15.681818181818182,15.136363636363637,14.136363636363637,0.375,0.8333333333333334,0.8333333333333334,0.8,0.3125,0.4,0.4,,0.125,0.5,0.5,,0.1875,,,,,0.5625,,0.5079,,0.625,0.058823529411764705,0.07142857142857142,,,0.29411764705882354,7.2846153846153845,26.633333333333336,0.36363636363636365,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0,0.6666666666666666,0.5,0.7142857142857143,1.0,0.5,1.0,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,True
1626159-1626196-1627884-1628389-204020,1610612748,"Justise Winslow, Josh Richardson, Derrick Jones Jr., Bam Adebayo, Tyler Johnson","Winslow, Richardson, Jones Jr., Adebayo, Johnson",1626159-1626196-1627884-1628389-204020,MIA,193.0,5,3.0,8.0,6.0,5.0,1.0,3.0,,11.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,9.0,1.0,,,,,,,2.0,2.0,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,5.0,,2.0,2.0,1.0,5.0,,5.0,,,,,,,2.0,,1.0,1.0,2.0,,1.0,2.0,1.0,,,9.0,,1.0,,0.5,0.5,1.0,1.0,1.0,1.0,,1.1666666666666667,,1.125,,,0.3333333333333333,,,,1.0,0.6666666666666666,,1.0,0.8,,,0.5,,1.0,,82.07253886010362,13.166666666666666,22.8,13.166666666666666,22.8,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,1.0,1.0,1.0,,0.6666666666666666,1.0,0.5355333333333333,,,0.25,0.3333333333333333,,,,8.0,25.0,0.16666666666666666,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,True
1626159-1626196-1627884-1628389-2548,1610612748,"Justise Winslow, Josh Richardson, Derrick Jones Jr., Bam Adebayo, Dwyane Wade","Winslow, Richardson, Jones Jr., Adebayo, Wade",1626159-1626196-1627884-1628389-2548,MIA,1281.0,10,21.0,-13.0,41.0,42.0,32.0,8.0,5.0,83.0,7.0,11.0,,4.0,1.0,4.0,6.0,4.0,5.0,14.0,8.0,19.0,6.0,20.0,6.0,40.0,53.0,1.0,1.0,5.0,14.0,6.0,32.0,12.0,4.0,15.0,14.0,5.0,1.0,6.0,5.0,11.0,4.0,5.0,,27.0,3.0,7.0,8.0,1.0,16.0,5.0,21.0,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,5.0,8.0,1.0,8.0,8.0,2.0,,2.0,35.0,30.0,31.0,1.0,0.75,0.8571428571428571,0.8333333333333334,0.3,0.3,0.42105263157894735,1.0,0.4358974358974359,0.625,0.46511627906976744,0.625,0.5,0.5128205128205128,0.05263157894736842,,1.0,0.5,0.6666666666666666,0.2727272727272727,0.875,0.75,0.20833333333333334,,0.42857142857142855,0.8,1.0,0.043478260869565216,93.30210772833723,14.682926829268293,16.166666666666668,13.951219512195122,15.071428571428571,0.28205128205128205,0.6363636363636364,0.7,0.7142857142857143,0.10256410256410256,,,,0.10256410256410256,0.25,0.25,0.15384615384615385,0.358974358974359,0.35714285714285715,0.35714285714285715,0.8,0.14285714285714285,0.7948717948717948,0.35714285714285715,0.5170858974358974,0.53715,0.5292071428571429,0.04878048780487805,0.09523809523809523,,0.125,0.8,7.4789473684210535,24.995,0.7804878048780488,6.0,8.0,10.0,7.0,14.0,1.0,1.0,,,,3.0,1.0,2.0,3.0,1.0,0.5,0.4642857142857143,1.0,1.0,0.3333333333333333,1.0,0.2857142857142857,0.75,0.35714285714285715,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,0.3333333333333333,0.2857142857142857,0.09090909090909091,0.15384615384615385,0.5,0.3333333333333333,0.25,0.16666666666666666,0.16666666666666666,1.0,0.25,1.0,0.25,0.5,0.5,1.0,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,True
1626159-1626196-1627884-201609-202355,1610612748,"Justise Winslow, Josh Richardson, Derrick Jones Jr., Goran Dragic, Hassan Whiteside","Winslow, Richardson, Jones Jr., Dragic, Whiteside",1626159-1626196-1627884-201609-202355,MIA,53.0,2,1.0,1.0,2.0,2.0,2.0,,,4.0,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,5.0,4.0,,,,1.0,,5.0,,2.0,3.0,,,,,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,2.0,,,,1.0,1.0,1.0,1.0,,1.25,,1.25,,1.25,0.5,,,,,,,,,,,,,,,108.67924528301887,12.0,14.5,12.0,13.5,,,,,,,,,0.5,1.0,1.0,0.5,,,,,0.5,0.5,,0.394175,,0.394175,,,,,1.0,17.5,23.0,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,1.25,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,True
1626159-1626196-1627884-201609-203482,1610612748,"Justise Winslow, Josh Richardson, Derrick Jones Jr., Goran Dragic, Kelly Olynyk","Winslow, Richardson, Jones Jr., Dragic, Olynyk",1626159-1626196-1627884-201609-203482,MIA,208.0,2,3.0,3.0,7.0,6.0,1.0,1.0,,13.0,,,,,,,2.0,,1.0,2.0,,,3.0,4.0,2.0,11.0,8.0,,,,,2.0,2.0,,,9.0,2.0,1.0,,,3.0,3.0,1.0,,,9.0,,1.0,1.0,,2.0,,2.0,,,,,,,2.0,,,1.0,3.0,,1.0,2.0,,,1.0,11.0,2.0,1.0,1.0,,,1.0,0.75,0.75,,,1.125,,1.1,,1.0,1.0,,,,,1.0,,0.5,0.6666666666666666,,,,0.5,,,90.0,13.571428571428571,18.833333333333332,13.571428571428571,17.0,,,,,,,,,,,,0.5,0.5,0.5,0.5,1.0,,1.0,0.5,0.558525,,,,,,,0.18181818181818182,,24.6,0.14285714285714285,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,True
1626159-1626196-1627884-202355-203079,1610612748,"Justise Winslow, Josh Richardson, Derrick Jones Jr., Hassan Whiteside, Dion Waiters","Winslow, Richardson, Jones Jr., Whiteside, Waiters",1626159-1626196-1627884-202355-203079,MIA,186.0,1,3.0,-9.0,6.0,6.0,,,1.0,12.0,1.0,2.0,,,,,2.0,,,1.0,1.0,2.0,,3.0,1.0,3.0,12.0,,,,,,,2.0,,,1.0,,1.0,1.0,,1.0,,1.0,,2.0,,1.0,,,1.0,1.0,2.0,,,,1.0,,1.0,1.0,,,1.0,2.0,,1.0,2.0,1.0,,,3.0,,,,1.0,1.0,,,,0.5,,0.2,,0.25,,,0.6,0.5,,1.0,,,,0.5,0.5,0.25,,,1.0,,,92.90322580645162,16.666666666666668,14.333333333333334,16.0,13.5,0.4,0.5,1.0,1.0,,,,,,,,0.4,0.2,,,,,1.0,,0.62341,,,0.16666666666666666,0.3333333333333333,,,,0.45,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,0.5,0.3333333333333333,,,,,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,True
1626159-1626196-1627884-202355-203482,1610612748,"Justise Winslow, Josh Richardson, Derrick Jones Jr., Hassan Whiteside, Kelly Olynyk","Winslow, Richardson, Jones Jr., Whiteside, Olynyk",1626159-1626196-1627884-202355-203482,MIA,193.0,2,3.0,-1.0,7.0,5.0,,4.0,,12.0,1.0,2.0,,1.0,,,,,,3.0,1.0,3.0,,3.0,,2.0,3.0,,,,,,,2.0,,,3.0,,,1.0,,1.0,,1.0,,2.0,,2.0,,1.0,3.0,,3.0,,1.0,,1.0,,1.0,1.0,,,1.0,2.0,,1.0,,,,,2.0,,,,1.0,1.0,,,,0.3333333333333333,,0.16666666666666666,,0.16666666666666666,,,0.5,,,1.0,1.0,,,1.0,0.6666666666666666,,,,,1.0,,89.53367875647668,14.285714285714286,18.6,14.285714285714286,18.0,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,,,,,,,,0.5,,,,,0.8333333333333334,,0.4626166666666667,,,,,,,,4.166666666666667,26.266666666666666,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,True
1626159-1626196-1627884-202355-203585,1610612748,"Justise Winslow, Josh Richardson, Derrick Jones Jr., Hassan Whiteside, Rodney McGruder","Winslow, Richardson, Jones Jr., Whiteside, McGruder",1626159-1626196-1627884-202355-203585,MIA,1105.0,6,18.0,1.0,33.0,35.0,1.0,5.0,4.0,68.0,4.0,6.0,1.0,9.0,1.0,5.0,6.0,,5.0,9.0,6.0,20.0,7.0,15.0,4.0,37.0,36.0,1.0,4.0,5.0,,1.0,1.0,6.0,6.0,18.0,9.0,5.0,3.0,3.0,6.0,9.0,4.0,3.0,,24.0,3.0,4.0,8.0,2.0,14.0,5.0,19.0,1.0,2.0,,,,,1.0,,,5.0,10.0,,9.0,5.0,2.0,,,32.0,1.0,1.0,,0.5,0.5,0.8571428571428571,0.4666666666666667,0.4666666666666667,0.3,0.25,0.4714285714285714,0.5,0.4864864864864865,0.5,0.5,0.42857142857142855,0.15,0.3333333333333333,,1.0,0.5,0.21428571428571427,0.8,0.5714285714285714,0.22727272727272727,0.375,0.2857142857142857,1.0,,0.05263157894736842,88.61538461538461,17.03030303030303,15.514285714285714,16.393939393939394,15.17142857142857,0.17142857142857143,0.6666666666666666,0.6666666666666666,0.75,0.2571428571428571,0.1111111111111111,0.16666666666666666,,0.14285714285714285,0.2,0.2,0.17142857142857143,0.2571428571428571,0.5555555555555556,0.5555555555555556,0.8,,0.6,0.5555555555555556,0.4763457142857143,0.4366666666666667,,0.05405405405405406,0.09090909090909091,,0.13513513513513514,0.02702702702702703,8.67,24.953333333333333,0.030303030303030304,,,,,,,2.0,,1.0,,1.0,1.0,,1.0,,,,0.6666666666666666,0.6666666666666666,,,,,,,,1.0,2.0,,,1.0,1.0,,1.0,1.0,,3.0,,2.0,2.0,,1.0,1.0,1.0,,,0.25,,,0.25,0.3333333333333333,0.3333333333333333,1.0,0.2,,,0.2,1.0,1.0,,,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,True
