EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FoulsDrawn,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,ShootingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,DefLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyFtPoints,PenaltyPoints,NonShootingFoulsDrawn,PenaltyTsPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFtPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,OffShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShortMidRangeFGM,PtsUnassisted3s,OffThreePtRebounds,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,FTDefRebounds,DefFTReboundPct,OffLongMidRangeReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,AtRimAssists,LostBallSteals,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Charge Fouls Drawn,ShortMidRangePctBlocked,2pt And 1 Free Throw Trips,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,BlockedShortMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1626167-1627734-1628988-201936-202709,1610612754,"Myles Turner, Domantas Sabonis, Aaron Holiday, Tyreke Evans, Cory Joseph","Turner, Sabonis, Holiday, Evans, Joseph",1626167-1627734-1628988-201936-202709,IND,57.0,1,1.0,-3.0,2.0,2.0,4,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,101.05263157894737,15.0,13.5,15.0,13.5,1.0,1.0,0.5511,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-201936-201954-202083,1610612754,"Myles Turner, Domantas Sabonis, Tyreke Evans, Darren Collison, Wesley Matthews","Turner, Sabonis, Evans, Collison, Matthews",1626167-1627734-201936-201954-202083,IND,284.0,2,5.0,3.0,11.0,9.0,20,2.0,2.0,4.0,2.0,3.0,4.0,7.0,,2.0,3.0,1.0,0.2,0.5,0.5714285714285714,0.6,101.40845070422534,12.727272727272727,16.0,12.272727272727273,15.555555555555555,0.2,0.8,0.532845,26.55,5.0,2.0,2.0,6.0,1.0,3.0,1.0,1.0,1.0,3.0,8.0,1.0,7.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3,0.3333333333333333,0.3181818181818182,0.3333333333333333,0.125,0.16666666666666666,0.3333333333333333,0.6,1.0,0.42857142857142855,0.75,1.0,0.6,0.3333333333333333,0.4,0.1,0.1,1.0,1.0,1.0,1.0,0.3333333333333333,0.5529000000000001,0.09090909090909091,0.1111111111111111,0.2857142857142857,4.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-201936-201954-202709,1610612754,"Myles Turner, Domantas Sabonis, Tyreke Evans, Darren Collison, Cory Joseph","Turner, Sabonis, Evans, Collison, Joseph",1626167-1627734-201936-201954-202709,IND,201.0,2,3.0,1.0,5.0,7.0,12,3.0,3.0,4.0,3.0,1.0,3.0,3.0,,,,3.0,0.75,1.0,0.75,,85.97014925373134,13.4,19.142857142857142,13.4,16.142857142857142,0.75,1.0,0.565025,25.7,2.0,,1.0,1.0,,,,,,1.0,1.0,3.0,5.0,,,,,2.0,,,,,,,,2.0,,,,,,1.0,,3.0,,5.0,,,1.0,,0.25,,0.5,,,,,,0.6666666666666666,,,0.6666666666666666,0.25,1.0,1.0,,,,,,,,,0.2,,,1.5,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-201936-201954-202711,1610612754,"Myles Turner, Domantas Sabonis, Tyreke Evans, Darren Collison, Bojan Bogdanovic","Turner, Sabonis, Evans, Collison, Bogdanovic",1626167-1627734-201936-201954-202711,IND,7.0,1,,2.0,1.0,,1,,,,,,,,,,,1.0,,,,,205.71428571428572,7.0,,7.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-201936-202083-202709,1610612754,"Myles Turner, Domantas Sabonis, Tyreke Evans, Wesley Matthews, Cory Joseph","Turner, Sabonis, Evans, Matthews, Joseph",1626167-1627734-201936-202083-202709,IND,140.0,2,2.0,6.0,4.0,3.0,7,2.0,3.0,1.0,2.0,1.0,2.0,3.0,,,,1.0,0.75,0.3333333333333333,0.5,,72.0,14.25,27.666666666666668,14.0,26.333333333333332,0.5,0.75,0.482975,25.833333333333332,2.0,1.0,,,,,1.0,,,,1.0,1.0,7.0,,,1.0,,,,,,2.0,,6.0,1.0,1.0,1.0,,,,,1.0,,2.0,,6.0,,,,,0.75,,0.7,0.5,,,,1.0,1.0,0.5,,1.0,,,,0.25,,,,,,,,,,0.14285714285714285,12.4,1.0,1.0,,,0.5,,4.0,1.0,7.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,1.0,2.0,1.0,1.0,7.0,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0.25,1.0,0.5,0.5,0.5,0.482975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-201936-202709-203926,1610612754,"Myles Turner, Domantas Sabonis, Tyreke Evans, Cory Joseph, Doug McDermott","Turner, Sabonis, Evans, Joseph, McDermott",1626167-1627734-201936-202709-203926,IND,447.0,3,7.0,-1.0,15.0,14.0,29,7.0,8.0,17.0,7.0,4.0,7.0,9.0,,1.0,3.0,1.0,0.5333333333333333,0.8,0.875,0.75,93.42281879194631,13.266666666666667,17.714285714285715,11.8,16.785714285714285,0.4666666666666667,0.7333333333333333,0.5105785714285714,26.7625,5.0,3.0,,3.0,,1.0,2.0,1.0,2.0,2.0,7.0,,16.0,,2.0,,,4.0,,,,3.0,,9.0,1.0,3.0,2.0,,,2.0,,2.0,1.0,,,16.0,,,0.2857142857142857,,0.5333333333333333,,0.5333333333333333,,,,0.6666666666666666,0.2,1.0,0.25,0.3333333333333333,1.0,0.2,,,0.13333333333333333,0.13333333333333333,0.5,0.5,,0.5,,0.5383,,,,8.557142857142857,1.0,,,,,,3.0,,,,,,0.2,,1.0,,1.0,4.0,,1.0,4.0,,1.0,,2.0,9.0,4.0,3.0,3.0,,,3.0,,0.75,0.5,,0.5,,,0.06666666666666667,,,,0.5714285714285714,0.5714285714285714,0.75,0.3333333333333333,,0.3333333333333333,,0.5714285714285714,0.5206333333333334,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-201954-202083-202711,1610612754,"Myles Turner, Domantas Sabonis, Darren Collison, Wesley Matthews, Bojan Bogdanovic","Turner, Sabonis, Collison, Matthews, Bogdanovic",1626167-1627734-201954-202083-202711,IND,299.0,3,5.0,11.0,8.0,9.0,17,3.0,3.0,3.0,3.0,6.0,7.0,9.0,,1.0,1.0,3.0,0.375,0.8571428571428571,0.8571428571428571,,81.87290969899665,15.75,19.22222222222222,14.125,19.22222222222222,0.375,0.5,0.483725,26.066666666666666,3.0,2.0,1.0,1.0,1.0,1.0,,2.0,4.0,3.0,5.0,2.0,14.0,1.0,1.0,4.0,2.0,4.0,2.0,,1.0,3.0,1.0,8.0,1.0,,2.0,1.0,1.0,,,3.0,1.0,2.0,1.0,10.0,0.3333333333333333,0.5,0.6,1.0,0.75,1.0,0.7777777777777778,1.0,,,,0.5,,0.6666666666666666,,,0.125,1.0,1.0,,0.5,0.5,0.5,0.5,1.0,1.0,0.6026,0.1111111111111111,0.16666666666666666,0.2857142857142857,14.1,2.0,,,,1.0,,,,,,,,,,,,,2.0,,,2.0,2.0,,,,6.0,2.0,2.0,2.0,,,,,1.0,0.6666666666666666,,0.6666666666666666,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,0.6666666666666666,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-201954-202709-202711,1610612754,"Myles Turner, Domantas Sabonis, Darren Collison, Cory Joseph, Bojan Bogdanovic","Turner, Sabonis, Collison, Joseph, Bogdanovic",1626167-1627734-201954-202709-202711,IND,88.0,1,1.0,-1.0,2.0,3.0,5,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,1.0,0.5,0.5,0.5,,81.81818181818183,20.0,16.0,20.0,15.666666666666666,0.5,1.0,0.4815,26.2,,,,1.0,,,,,,,1.0,,3.0,,,,,,,,,1.0,,3.0,,,,,,,,,,,,3.0,,,,,0.75,,0.75,,,,,,,,,,0.5,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,3.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-202083-202709-202711,1610612754,"Myles Turner, Domantas Sabonis, Wesley Matthews, Cory Joseph, Bojan Bogdanovic","Turner, Sabonis, Matthews, Joseph, Bogdanovic",1626167-1627734-202083-202709-202711,IND,335.0,3,6.0,4.0,12.0,10.0,22,3.0,3.0,9.0,3.0,3.0,3.0,3.0,,1.0,1.0,4.0,0.42857142857142855,0.75,0.75,1.0,94.56716417910448,13.583333333333334,17.2,13.583333333333334,17.1,0.42857142857142855,0.5714285714285714,0.4844214285714286,25.2,2.0,,1.0,1.0,,,1.0,2.0,2.0,4.0,4.0,5.0,13.0,,,,4.0,4.0,,,2.0,2.0,1.0,4.0,,,,2.0,1.0,,,4.0,1.0,6.0,2.0,13.0,0.5,0.5,1.0,,0.5714285714285714,,0.65,,,,,,,,,,0.14285714285714285,1.0,1.0,0.14285714285714285,0.2857142857142857,1.0,1.0,0.5,,,,0.2222222222222222,0.3333333333333333,,10.575,2.0,1.0,,,,,6.0,3.0,5.0,1.0,0.5,0.38461538461538464,0.5,,,,,,,2.0,,,1.0,,2.0,,,,,,5.0,6.0,1.0,,,,,0.3333333333333333,,,,,,,,,,,0.6666666666666666,,,0.6028166666666667,1.0,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-201152-201936-201954-202709,1610612754,"Myles Turner, Thaddeus Young, Tyreke Evans, Darren Collison, Cory Joseph","Turner, Young, Evans, Collison, Joseph",1626167-201152-201936-201954-202709,IND,10.0,1,,2.0,1.0,,1,,,,,,,1.0,,,,1.0,,,,,144.0,10.0,,9.0,,,1.0,0.5985,,,1.0,,1.0,,,,,,,1.0,2.0,2.0,,,2.0,,,,,,,,,1.0,,1.0,,,,,,,2.0,1.0,,,,,,,,0.5,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,0.5,0.5,1.0,1.7,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
