EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,ShortMidRangePctAssisted,Fg2aBlocked,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,Corner3FGM,Corner3Assists,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Steals,LostBallSteals,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,LongMidRangeAssists,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,ShortMidRangePctBlocked,OffArc3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,DefShortMidRangeReboundPct,BadPassSteals,LostBallTurnovers,Travels,Loose Ball Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,SecondChanceTurnovers,OffAtRimReboundPct,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,BlockedLongMidRange,OffLongMidRangeReboundPct,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,BlockedCorner3,3SecondViolations,3pt And 1 Free Throw Trips,OffensiveGoaltends,LongMidRangePctBlocked,HeaveAttempts,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1626167-1627734-1628410-1628988-201936,1610612754,"Myles Turner, Domantas Sabonis, Edmond Sumner, Aaron Holiday, Tyreke Evans","Turner, Sabonis, Sumner, Holiday, Evans",1626167-1627734-1628410-1628988-201936,IND,342.0,2,6.0,12.0,11.0,10.0,3.0,6.0,3.0,21.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,8.0,2.0,4.0,3.0,19.0,7.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,2.0,2.0,7.0,2.0,8.0,6.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,8.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,3.0,12.0,7.0,3.0,0.2,0.25,1.0,0.5,1.0,0.5,0.5,0.625,1.0,0.5,0.6666666666666666,1.25,0.625,0.6785714285714286,1.1666666666666667,0.7,0.3333333333333333,0.5,1.0,0.4,0.3333333333333333,1.0,0.5,0.5714285714285714,0.4,0.5,1.0,0.6666666666666666,1.0,0.2,88.42105263157895,16.727272727272727,15.8,16.545454545454547,13.1,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,0.5,0.5,0.08333333333333333,0.25,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,1.0,0.25,1.0,0.25,0.25,1.0,0.5,0.6666666666666666,0.4895041666666667,0.5466,0.5299625,0.21428571428571427,0.3,0.3684210526315789,0.3684210526315789,9.4,24.55,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628410-1628988-202709,1610612754,"Myles Turner, Domantas Sabonis, Edmond Sumner, Aaron Holiday, Cory Joseph","Turner, Sabonis, Sumner, Holiday, Joseph",1626167-1627734-1628410-1628988-202709,IND,292.0,2,5.0,-1.0,10.0,9.0,3.0,3.0,,19.0,,,,,,,2.0,3.0,,,,,1.0,4.0,,,1.0,3.0,2.0,3.0,1.0,4.0,,7.0,8.0,,,,,,,,,1.0,3.0,,3.0,4.0,,3.0,,4.0,1.0,2.0,1.0,3.0,1.0,,7.0,,,,4.0,1.0,,5.0,,5.0,,,2.0,,1.0,,1.0,,,,7.0,3.0,3.0,1.0,1.0,1.0,0.25,,0.3333333333333333,0.25,0.6666666666666666,,,0.5,,0.5,0.5,,0.5,0.5714285714285714,,,0.5,,1.0,,0.8333333333333334,,,,0.5,1.0,,93.69863013698631,14.6,16.22222222222222,14.6,15.555555555555555,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,0.5714285714285714,0.25,0.25,1.0,,,,,,,,,1.0,0.3333333333333333,0.5714285714285714,0.25,0.43250833333333333,,0.4437,,,,0.42857142857142855,9.533333333333333,30.0,0.3,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628410-201936-201954,1610612754,"Myles Turner, Domantas Sabonis, Edmond Sumner, Tyreke Evans, Darren Collison","Turner, Sabonis, Sumner, Evans, Collison",1626167-1627734-1628410-201936-201954,IND,53.0,1,1.0,-3.0,2.0,2.0,,2.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.67924528301887,18.5,8.0,18.5,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6064,,,,,,,1.4,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628410-201954-202709,1610612754,"Myles Turner, Domantas Sabonis, Edmond Sumner, Darren Collison, Cory Joseph","Turner, Sabonis, Sumner, Collison, Joseph",1626167-1627734-1628410-201954-202709,IND,137.0,1,2.0,3.0,4.0,5.0,,5.0,,9.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,1.0,2.0,1.0,1.0,,5.0,2.0,,,,,,,,,,,,,2.0,,3.0,,,,1.0,1.0,2.0,,1.0,5.0,,,,,1.0,1.0,2.0,,2.0,,,1.0,,,,1.0,2.0,,1.0,5.0,,,1.0,1.0,1.0,1.0,,,1.0,0.5,,,0.8333333333333334,,,0.625,,,0.3333333333333333,1.0,,1.0,,,,0.5,,,,,,,94.59854014598541,15.5,15.0,15.5,13.0,0.6666666666666666,0.5,1.0,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,0.61625,,,0.25,0.3333333333333333,,,1.6,23.2,,,1.0,1.0,1.0,,1.0,,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628988-201936-202709,1610612754,"Myles Turner, Domantas Sabonis, Aaron Holiday, Tyreke Evans, Cory Joseph","Turner, Sabonis, Holiday, Evans, Joseph",1626167-1627734-1628988-201936-202709,IND,132.0,1,2.0,,5.0,5.0,,,,10.0,1.0,2.0,,,,,,,,,1.0,,,1.0,,,,,1.0,2.0,1.0,2.0,,5.0,5.0,,,,,,,,,,,,,2.0,,3.0,,1.0,,1.0,1.0,2.0,,1.0,5.0,,,,,2.0,,2.0,,2.0,,1.0,1.0,,,,,,,,5.0,,,1.0,1.0,1.0,0.5,,,0.5,0.5,,,0.625,,,0.625,,,0.5,,,1.0,,,,1.0,,,,1.0,,,109.09090909090908,12.2,14.2,12.2,14.2,0.5,0.5,0.5,1.0,,,,,,,0.25,0.25,,,,,,,,,,,,,,1.0,,0.5149375,,,,,,,3.0,24.2,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628988-201936-203926,1610612754,"Myles Turner, Domantas Sabonis, Aaron Holiday, Tyreke Evans, Doug McDermott","Turner, Sabonis, Holiday, Evans, McDermott",1626167-1627734-1628988-201936-203926,IND,426.0,4,7.0,8.0,15.0,15.0,11.0,9.0,1.0,30.0,2.0,2.0,,,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,,,1.0,2.0,7.0,8.0,3.0,6.0,,23.0,15.0,,,1.0,1.0,,3.0,4.0,5.0,3.0,5.0,,17.0,12.0,2.0,6.0,,3.0,1.0,6.0,2.0,8.0,1.0,2.0,18.0,1.0,,,2.0,3.0,1.0,6.0,1.0,7.0,1.0,,1.0,4.0,4.0,,,,,,20.0,17.0,11.0,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.5,1.0,0.6,0.5,0.875,,0.8,0.8214285714285714,1.5,0.85,0.8214285714285714,1.5,0.85,0.42857142857142855,1.0,,0.75,,1.0,0.3333333333333333,0.8333333333333334,0.25,,,1.0,1.0,0.3333333333333333,101.40845070422536,13.8,14.6,13.666666666666666,14.266666666666667,0.14285714285714285,1.0,1.0,1.0,0.21428571428571427,0.6666666666666666,1.0,0.21428571428571427,1.0,1.0,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.1,1.0,0.3,0.2,0.5,0.5714285714285714,0.3333333333333333,0.5095785714285714,,0.512795,,,0.13043478260869565,0.7391304347826086,9.7875,25.383333333333336,0.7333333333333333,2.0,1.0,1.0,1.0,1.0,1.0,,,0.125,,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,2.0,2.0,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628988-202709-202711,1610612754,"Myles Turner, Domantas Sabonis, Aaron Holiday, Cory Joseph, Bojan Bogdanovic","Turner, Sabonis, Holiday, Joseph, Bogdanovic",1626167-1627734-1628988-202709-202711,IND,253.0,2,4.0,4.0,9.0,10.0,,3.0,,19.0,,,,,,,2.0,3.0,,1.0,1.0,,1.0,3.0,,,,,2.0,4.0,2.0,4.0,,10.0,6.0,,,,,,,,,,,,,4.0,,3.0,,3.0,1.0,2.0,1.0,3.0,,,7.0,,,,2.0,4.0,,6.0,,6.0,,1.0,1.0,2.0,4.0,,2.0,,,,10.0,,,1.0,1.0,0.5,0.5,,,0.5,0.5,,,0.625,,,0.625,,,0.5,,,1.0,,1.0,,1.0,,,,1.0,1.0,,108.14229249011858,13.11111111111111,13.5,13.11111111111111,13.5,,,,,0.375,0.6666666666666666,0.6666666666666666,0.125,,,0.125,0.375,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,0.5,0.3333333333333333,0.48151875,,,,,,,13.1,24.9,,2.0,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,3.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628988-202709-203506,1610612754,"Myles Turner, Domantas Sabonis, Aaron Holiday, Cory Joseph, Victor Oladipo","Turner, Sabonis, Holiday, Joseph, Oladipo",1626167-1627734-1628988-202709-203506,IND,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628988-202709-203926,1610612754,"Myles Turner, Domantas Sabonis, Aaron Holiday, Cory Joseph, Doug McDermott","Turner, Sabonis, Holiday, Joseph, McDermott",1626167-1627734-1628988-202709-203926,IND,1075.0,11,18.0,-14.0,40.0,40.0,13.0,23.0,1.0,80.0,4.0,8.0,,,,1.0,,3.0,2.0,6.0,2.0,1.0,4.0,7.0,,,1.0,1.0,6.0,17.0,6.0,9.0,11.0,41.0,55.0,,,,,2.0,2.0,2.0,6.0,2.0,2.0,5.0,15.0,4.0,8.0,18.0,,7.0,4.0,2.0,6.0,8.0,4.0,2.0,22.0,,1.0,,5.0,5.0,,10.0,1.0,11.0,,4.0,9.0,2.0,11.0,,13.0,14.0,2.0,5.0,39.0,15.0,13.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,,1.0,0.6666666666666666,0.35294117647058826,,0.3333333333333333,0.5769230769230769,,0.625,0.640625,1.0,0.6818181818181818,0.34615384615384615,,,0.5555555555555556,0.09090909090909091,1.0,,0.7142857142857143,0.07142857142857142,0.3333333333333333,,0.5,1.0,,107.16279069767441,13.425,13.45,13.425,12.8,0.3076923076923077,0.5,0.6666666666666666,0.5,0.11538461538461539,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.07692307692307693,0.2692307692307692,0.5714285714285714,0.5714285714285714,1.0,,,,,,0.125,,0.125,0.125,1.0,0.6538461538461539,0.5714285714285714,0.5017019230769231,,0.47643125,0.1724137931034483,0.25,0.04878048780487805,0.36585365853658536,8.91764705882353,26.0,0.325,,5.0,3.0,0.5555555555555556,,2.0,,5.0,0.11764705882352941,0.25,2.0,2.0,0.6666666666666666,1.0,1.0,1.0,2.0,,,,,1.0,,,3.0,2.0,1.0,2.0,,,,,,,1.0,3.0,,2.0,0.5,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-201152-201954-202711,1610612754,"Myles Turner, Domantas Sabonis, Thaddeus Young, Darren Collison, Bojan Bogdanovic","Turner, Sabonis, Young, Collison, Bogdanovic",1626167-1627734-201152-201954-202711,IND,1.0,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
