EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG3M,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,SelfOReb,BadPassTurnovers,SecondChanceTurnovers,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyCorner3FGA,SecondChanceFtPoints,Charge Fouls Drawn,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Corner3Assists,FTOffRebounds,FTDefRebounds,Travels,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffCorner3ReboundPct,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyCorner3FGM,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffLongMidRangeReboundPct,LongMidRangePctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,ShortMidRangeAssists,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,ShortMidRangePctAssisted,HeaveMakes,HeaveAttempts,Offensive Fouls Drawn,StepOutOfBoundsTurnovers,Charge Fouls,OffensiveGoaltends,PtsUnassisted3s,3SecondViolations,BlockedLongMidRange,LongMidRangePctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,BlockedArc3,Clear Path Fouls,team_id,year,season,team_vs
1626159-1627884-1628389-203482-2548,1610612748,"Justise Winslow, Derrick Jones Jr., Bam Adebayo, Kelly Olynyk, Dwyane Wade","Winslow, Jones Jr., Adebayo, Olynyk, Wade",1626159-1627884-1628389-203482-2548,MIA,676.0,3,11.0,8.0,23.0,24.0,2.0,5.0,4.0,47.0,7.0,9.0,,,3.0,2.0,6.0,1.0,1.0,8.0,14.0,8.0,3.0,28.0,20.0,1.0,,,1.0,2.0,5.0,12.0,5.0,6.0,8.0,6.0,18.0,2.0,6.0,5.0,11.0,5.0,16.0,1.0,1.0,,4.0,1.0,4.0,,1.0,2.0,3.0,,8.0,2.0,1.0,,1.0,1.0,23.0,5.0,2.0,,0.75,0.75,0.5714285714285714,,0.5681818181818182,1.5,0.54,1.25,0.36363636363636365,1.0,1.0,1.0,0.5,1.0,0.4,0.3333333333333333,1.0,1.0,1.0,100.11834319526626,1.0,14.782608695652174,14.0,14.434782608695652,14.0,0.4090909090909091,0.7777777777777778,0.7777777777777778,0.8571428571428571,0.13636363636363635,0.09090909090909091,0.2727272727272727,0.3333333333333333,,,1.0,0.7727272727272727,0.5203142857142857,0.5628,0.08333333333333333,0.125,0.17857142857142858,5.471428571428571,32.5625,0.08695652173913043,2.0,3.0,6.0,2.0,2.0,2.0,,,0.6666666666666666,0.375,0.42857142857142855,1.0,0.3333333333333333,0.3333333333333333,1.0,0.4,1.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,,1.0,2.0,,3.0,,1.0,1.0,0.5,0.8333333333333334,0.625,0.07142857142857142,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,,,,,0.09090909090909091,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.5468,0.17857142857142858,,,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,1.0,,0.5,0.5,0.5,,,,,1.0,1.0,0.5,0.5,,,,,2.0,,,,,,,,1.0,,,,,1.0,,,,,3.0,,,,,1.0,,,,,1610612748,2019,2018-19,False
1626159-1627884-1628389-203585-204020,1610612748,"Justise Winslow, Derrick Jones Jr., Bam Adebayo, Rodney McGruder, Tyler Johnson","Winslow, Jones Jr., Adebayo, McGruder, Johnson",1626159-1627884-1628389-203585-204020,MIA,468.0,5,8.0,-2.0,15.0,16.0,1.0,7.0,,31.0,2.0,2.0,,,3.0,,5.0,,,7.0,8.0,5.0,2.0,16.0,18.0,,,,,,,8.0,5.0,4.0,4.0,1.0,8.0,1.0,2.0,5.0,7.0,2.0,9.0,,,,1.0,,2.0,,2.0,4.0,3.0,1.0,2.0,1.0,1.0,,1.0,1.0,16.0,,1.0,,0.5714285714285714,0.5714285714285714,0.875,,0.5384615384615384,,0.5714285714285714,,0.38461538461538464,0.5,0.7142857142857143,1.0,0.2,0.7777777777777778,0.3333333333333333,0.2,0.75,,1.0,95.38461538461539,1.0,16.133333333333333,14.125,16.066666666666666,14.125,0.15384615384615385,1.0,1.0,0.5,0.23076923076923078,,0.38461538461538464,,,,,0.5384615384615384,0.44383076923076925,,0.07142857142857142,0.1111111111111111,,9.8,25.660000000000004,0.06666666666666667,,,,,,,,1.0,,,,0.5,,,,,,,3.0,3.0,,,,,,,,6.0,,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,1.0,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,0.6666666666666666,0.6666666666666666,,2.0,,,,,1.0,1.0,,,,1.0,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,1610612748,2019,2018-19,False
1626159-1627884-1628389-203585-2548,1610612748,"Justise Winslow, Derrick Jones Jr., Bam Adebayo, Rodney McGruder, Dwyane Wade","Winslow, Jones Jr., Adebayo, McGruder, Wade",1626159-1627884-1628389-203585-2548,MIA,405.0,5,7.0,3.0,13.0,16.0,3.0,5.0,,29.0,1.0,1.0,,,3.0,,3.0,,1.0,5.0,8.0,3.0,1.0,11.0,8.0,,1.0,1.0,1.0,1.0,3.0,8.0,2.0,4.0,4.0,1.0,8.0,,4.0,3.0,8.0,,8.0,4.0,2.0,2.0,,,1.0,,,1.0,5.0,,4.0,2.0,1.0,1.0,1.0,1.0,11.0,3.0,3.0,,0.8,0.8,0.625,1.0,0.45454545454545453,0.5,0.4230769230769231,0.375,0.2727272727272727,,1.0,0.6666666666666666,,0.7777777777777778,,,1.0,0.6,1.0,103.11111111111111,1.0,13.076923076923077,14.6875,13.076923076923077,14.5,0.09090909090909091,1.0,1.0,1.0,0.2727272727272727,,0.2727272727272727,,,,0.5,0.36363636363636365,0.488225,0.3494,0.15384615384615385,0.2,0.2727272727272727,11.0125,35.800000000000004,0.23076923076923078,,,,,,,,1.0,,,,1.0,,,,,,,1.0,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.36363636363636365,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,3.0,0.75,0.75,,2.0,,,,,,0.6666666666666666,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,1610612748,2019,2018-19,False
1626159-1627884-1628389-204020-2548,1610612748,"Justise Winslow, Derrick Jones Jr., Bam Adebayo, Tyler Johnson, Dwyane Wade","Winslow, Jones Jr., Adebayo, Johnson, Wade",1626159-1627884-1628389-204020-2548,MIA,128.0,3,2.0,2.0,5.0,4.0,1.0,2.0,2.0,9.0,1.0,2.0,,,2.0,,2.0,1.0,,2.0,4.0,2.0,,4.0,2.0,1.0,,,,,,4.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,1.0,0.25,1.0,1.0,0.4,0.75,1.0,,1.0,,101.25,1.0,12.6,16.25,7.2,14.75,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,0.6666666666666666,0.50315,,,,,6.825,26.15,0.2,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,2.0,2.0,,4.0,,,,1.0,1.0,,1.0,,,,1.0,0.6666666666666666,0.6666666666666666,0.25,0.5,,0.5,,1.0,1.0,,0.5,0.5,,0.3333333333333333,1.0,1.0,,,,0.4761,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,1610612748,2019,2018-19,False
1626159-1627884-1629130-202355-2548,1610612748,"Justise Winslow, Derrick Jones Jr., Duncan Robinson, Hassan Whiteside, Dwyane Wade","Winslow, Jones Jr., Robinson, Whiteside, Wade",1626159-1627884-1629130-202355-2548,MIA,76.0,1,1.0,2.0,3.0,2.0,,,,5.0,1.0,1.0,,,,,,,,1.0,1.0,,2.0,4.0,2.0,,,,,,,2.0,,1.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,,2.0,1.0,,,,,4.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,94.73684210526316,,12.333333333333334,19.5,12.333333333333334,19.5,1.0,1.0,1.0,1.0,,,,,,,,1.0,0.7319,,0.5,0.5,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,False
1626159-1627884-1629130-2548-2617,1610612748,"Justise Winslow, Derrick Jones Jr., Duncan Robinson, Dwyane Wade, Udonis Haslem","Winslow, Jones Jr., Robinson, Wade, Haslem",1626159-1627884-1629130-2548-2617,MIA,206.0,1,3.0,5.0,8.0,8.0,,2.0,,16.0,3.0,3.0,,,1.0,,2.0,,,4.0,5.0,2.0,1.0,9.0,4.0,,,,,,,6.0,1.0,3.0,3.0,3.0,6.0,,5.0,1.0,6.0,,6.0,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,,,9.0,,,,0.75,0.75,0.8,,0.5714285714285714,,0.5714285714285714,,0.2857142857142857,1.0,1.0,0.8333333333333334,,0.8571428571428571,,,1.0,0.6666666666666666,1.0,111.84466019417476,,9.25,16.5,9.25,15.75,0.42857142857142855,1.0,1.0,1.0,0.14285714285714285,,0.2857142857142857,,,,,0.7142857142857143,0.5611916666666666,,,,,6.08,41.45,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1610612748,2019,2018-19,False
1626159-1627884-201609-202355-2548,1610612748,"Justise Winslow, Derrick Jones Jr., Goran Dragic, Hassan Whiteside, Dwyane Wade","Winslow, Jones Jr., Dragic, Whiteside, Wade",1626159-1627884-201609-202355-2548,MIA,350.0,4,6.0,12.0,13.0,12.0,6.0,4.0,1.0,25.0,5.0,5.0,2.0,2.0,2.0,,2.0,,2.0,7.0,8.0,2.0,6.0,23.0,11.0,,2.0,2.0,2.0,4.0,11.0,12.0,2.0,6.0,6.0,4.0,12.0,1.0,3.0,3.0,6.0,1.0,7.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,,21.0,11.0,6.0,,0.8571428571428571,0.8571428571428571,0.875,1.0,0.85,0.875,0.8846153846153846,0.9166666666666666,0.2,1.0,0.6,1.0,1.0,0.75,0.5,1.0,0.6666666666666666,1.0,1.0,102.85714285714286,,12.23076923076923,15.916666666666666,11.461538461538462,14.666666666666666,0.5,1.0,1.0,0.8,0.2,,0.2,,0.5,1.0,0.5,0.7,0.5087900000000001,0.5114,0.16666666666666666,0.1111111111111111,0.4782608695652174,6.1375,25.85,0.46153846153846156,1.0,1.0,,1.0,,,,,,0.5,0.5,0.5,0.5,0.5,,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,2.0,,,,,1.0,,,0.5,1.0,1.0,1.0,,,,,,,,,0.5,0.5,0.1,1.0,1.0,1.0,,,0.5,,0.08695652173913043,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,0.3333333333333333,,1.0,,,,1.0,,,,,,,3.0,,,,,,,,,,1610612748,2019,2018-19,False
1626159-1627884-201609-203482-2548,1610612748,"Justise Winslow, Derrick Jones Jr., Goran Dragic, Kelly Olynyk, Dwyane Wade","Winslow, Jones Jr., Dragic, Olynyk, Wade",1626159-1627884-201609-203482-2548,MIA,86.0,2,1.0,2.0,4.0,3.0,3.0,3.0,,7.0,2.0,2.0,2.0,2.0,,,,,,2.0,3.0,,2.0,6.0,4.0,,2.0,2.0,,2.0,6.0,4.0,,2.0,2.0,2.0,4.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,2.0,,,,,,6.0,6.0,3.0,,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.75,1.0,,,,1.0,,1.0,,,,,1.0,117.20930232558139,,15.0,8.666666666666666,15.0,8.666666666666666,0.6666666666666666,1.0,1.0,1.0,,,,,1.0,1.0,,0.6666666666666666,0.5238666666666667,0.5755,,,1.0,7.633333333333333,,0.75,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,False
1626159-1627884-201949-203482-203585,1610612748,"Justise Winslow, Derrick Jones Jr., James Johnson, Kelly Olynyk, Rodney McGruder","Winslow, Jones Jr., Johnson, Olynyk, McGruder",1626159-1627884-201949-203482-203585,MIA,107.0,1,2.0,3.0,5.0,4.0,5.0,4.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,1.0,4.0,6.0,3.0,,1.0,2.0,1.0,4.0,6.0,,1.0,,,,,,1.0,1.0,2.0,1.0,3.0,,,,,,1.0,1.0,,1.0,3.0,,4.0,2.0,,,,,4.0,6.0,5.0,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6,0.6,0.3333333333333333,,0.5,1.0,,0.6666666666666666,0.5,,1.0,1.0,,121.12149532710279,,13.8,9.5,13.8,9.5,0.3333333333333333,1.0,1.0,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.5253,0.5253,0.4,0.5,1.0,4.8,25.7,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,2.0,,2.0,2.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,,1.0,,0.5,,,,1.0,1.0,,,,,0.5906,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1610612748,2019,2018-19,False
1626159-1627884-201961-202355-204020,1610612748,"Justise Winslow, Derrick Jones Jr., Wayne Ellington, Hassan Whiteside, Tyler Johnson","Winslow, Jones Jr., Ellington, Whiteside, Johnson",1626159-1627884-201961-202355-204020,MIA,242.0,3,4.0,-6.0,8.0,9.0,5.0,1.0,2.0,17.0,,3.0,,,4.0,,1.0,,1.0,,7.0,1.0,3.0,6.0,12.0,,,2.0,1.0,1.0,4.0,,1.0,,1.0,,3.0,,2.0,2.0,5.0,3.0,8.0,,,,,,,,2.0,2.0,4.0,,8.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,,,,,,0.1875,0.5,0.25,0.4,0.125,,1.0,1.0,,1.0,0.42857142857142855,,1.0,1.0,,101.15702479338843,1.0,15.625,13.0,15.375,13.0,0.375,,,,0.5,,0.125,,,,0.3333333333333333,0.5,0.47051875,0.43134999999999996,0.2727272727272727,0.3,0.6666666666666666,4.414285714285714,28.1,0.625,1.0,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,,,1.0,,2.0,,2.0,1.0,,,1.0,3.0,1.0,,,,1.0,,,0.3333333333333333,0.14285714285714285,,0.25,0.42857142857142855,0.6666666666666666,0.25,,0.16666666666666666,,,,1.0,,,,,1.0,0.57235,0.3333333333333333,,2.0,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,False
1626159-1627884-201961-203482-2548,1610612748,"Justise Winslow, Derrick Jones Jr., Wayne Ellington, Kelly Olynyk, Dwyane Wade","Winslow, Jones Jr., Ellington, Olynyk, Wade",1626159-1627884-201961-203482-2548,MIA,289.0,1,5.0,-3.0,12.0,9.0,4.0,5.0,1.0,21.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,,,2.0,7.0,2.0,3.0,7.0,10.0,,1.0,1.0,,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,,,,2.0,4.0,4.0,,6.0,2.0,,,,,7.0,4.0,4.0,1.0,0.5,0.5,0.2857142857142857,1.0,0.2222222222222222,1.0,0.2916666666666667,0.6666666666666666,0.2222222222222222,,1.0,,,1.0,0.14285714285714285,,,,,104.63667820069205,,13.583333333333334,14.0,13.333333333333334,14.0,0.6666666666666666,0.3333333333333333,0.4,0.5,0.1111111111111111,0.1111111111111111,0.1111111111111111,,1.0,1.0,,0.8888888888888888,0.5356111111111111,0.6424,0.18181818181818182,0.2222222222222222,0.5714285714285714,2.8857142857142857,24.0,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,2.0,,1.0,1.0,,,,,,,,,0.14285714285714285,0.16666666666666666,,0.2,0.25,,,,,,,1.0,,,,,,0.4244,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,False
1626159-1627884-201961-203585-2548,1610612748,"Justise Winslow, Derrick Jones Jr., Wayne Ellington, Rodney McGruder, Dwyane Wade","Winslow, Jones Jr., Ellington, McGruder, Wade",1626159-1627884-201961-203585-2548,MIA,51.0,1,1.0,,1.0,2.0,1.0,2.0,,3.0,,,,,,,,,,,,,2.0,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,2.0,1.0,,,,,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,84.70588235294117,,16.0,17.5,16.0,17.5,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,False
1626159-1627884-202355-203079-203482,1610612748,"Justise Winslow, Derrick Jones Jr., Hassan Whiteside, Dion Waiters, Kelly Olynyk","Winslow, Jones Jr., Whiteside, Waiters, Olynyk",1626159-1627884-202355-203079-203482,MIA,317.0,1,5.0,10.0,10.0,11.0,8.0,1.0,1.0,21.0,4.0,4.0,3.0,3.0,,1.0,3.0,1.0,3.0,5.0,6.0,4.0,2.0,18.0,8.0,1.0,4.0,5.0,4.0,2.0,16.0,4.0,3.0,2.0,4.0,1.0,10.0,,5.0,1.0,6.0,1.0,7.0,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,,3.0,1.0,,,,,18.0,16.0,8.0,,0.4,0.4,0.8333333333333334,0.8,0.8,0.7777777777777778,0.8181818181818182,0.8,0.4,1.0,1.0,1.0,,1.0,0.5,,1.0,1.0,,95.39432176656152,,13.3,16.727272727272727,12.3,16.727272727272727,0.4,1.0,1.0,0.25,,0.1,0.3,1.0,0.3333333333333333,1.0,0.3333333333333333,0.8,0.5475444444444445,0.508725,0.1,0.16666666666666666,0.8888888888888888,7.383333333333333,28.75,0.8,1.0,2.0,6.0,1.0,2.0,1.0,,,1.0,0.5,0.5,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,2.0,,1.0,,,,,2.0,6.0,,,1.0,,1.0,,,0.5,,,,,,,1.0,,,,,,,0.2,,,,,,0.3333333333333333,0.51435,,1.0,,,0.1111111111111111,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,1.0,0.5,0.5,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,False
1626159-1627884-202355-203079-203585,1610612748,"Justise Winslow, Derrick Jones Jr., Hassan Whiteside, Dion Waiters, Rodney McGruder","Winslow, Jones Jr., Whiteside, Waiters, McGruder",1626159-1627884-202355-203079-203585,MIA,240.0,3,4.0,-12.0,6.0,9.0,1.0,2.0,,15.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,1.0,5.0,1.0,,5.0,17.0,,1.0,1.0,,,2.0,,,,1.0,,3.0,,,,1.0,,1.0,,,,,,,,2.0,2.0,,,,,,,,,5.0,2.0,1.0,,,,0.2,1.0,0.4166666666666667,1.0,0.4166666666666667,1.0,0.16666666666666666,,,,,,,,,,,90.0,,19.666666666666668,13.555555555555555,19.666666666666668,13.333333333333334,0.6666666666666666,0.25,0.3333333333333333,,0.16666666666666666,0.16666666666666666,,,1.0,1.0,,0.8333333333333334,0.5492750000000001,0.5119,,,0.4,2.7,23.5,0.16666666666666666,,1.0,3.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,False
1626159-1627884-202355-203482-203585,1610612748,"Justise Winslow, Derrick Jones Jr., Hassan Whiteside, Kelly Olynyk, Rodney McGruder","Winslow, Jones Jr., Whiteside, Olynyk, McGruder",1626159-1627884-202355-203482-203585,MIA,289.0,1,5.0,-3.0,8.0,9.0,,,3.0,17.0,2.0,3.0,,,3.0,2.0,2.0,,,2.0,6.0,4.0,1.0,8.0,11.0,1.0,,,,,,2.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,3.0,4.0,3.0,7.0,,,,1.0,,2.0,,1.0,3.0,2.0,,2.0,1.0,,,,,6.0,,,,0.5,1.0,0.3333333333333333,,0.35,,0.35,,0.4,0.5,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,,84.70588235294117,,22.75,11.88888888888889,20.5,11.88888888888889,0.3,0.6666666666666666,0.6666666666666666,0.5,0.3,0.2,0.2,,,,,0.7,0.550135,,0.1,0.16666666666666666,,5.666666666666667,24.375,,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,0.25,0.25,1.0,0.5,0.5,1.0,0.5,1.0,1.0,,,,,1.0,2.0,,2.0,,2.0,2.0,1.0,,,1.0,,,,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,,0.3333333333333333,,,,,,,,,0.3333333333333333,1.0,,,,,0.6471,0.25,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,0.3333333333333333,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2019,2018-19,False
