EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGA,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,SecondChanceFtPoints,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Steals,LostBallSteals,LongMidRangeFGM,Corner3FGA,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Fg2aBlocked,AtRimAssists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,SelfORebPct,AtRimPctAssisted,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,Corner3Assists,ShortMidRangeAssists,BadPassSteals,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,OffLongMidRangeReboundPct,3SecondViolations,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls,2pt And 1 Free Throw Trips,BlockedAtRim,Defensive 3 Seconds Violations,Offensive Fouls,FTDefRebounds,Technical Free Throw Trips,DefensiveGoaltends,DefFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,BlockedCorner3,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1626170-1626185-1628411-1628518-203487,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Amile Jefferson, Michael Carter-Williams","Grant, Martin, Iwundu, Jefferson, Carter-Williams",1626170-1626185-1628411-1628518-203487,ORL,32.0,1,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,135.0,15.5,1.0,15.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.4778,0.5772,0.4778,0.5,1.0,1.95,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-1628964-203082,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Mo Bamba, Terrence Ross","Grant, Martin, Iwundu, Bamba, Ross",1626170-1626185-1628411-1628964-203082,ORL,323.0,2,5.0,6.0,10.0,11.0,10.0,2.0,21.0,,2.0,,1.0,,2.0,1.0,4.0,2.0,19.0,13.0,,1.0,,1.0,4.0,2.0,19.0,2.0,,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,19.0,19.0,10.0,1.0,0.25,,0.25,0.85,,0.85,0.8636363636363636,,0.8636363636363636,0.3333333333333333,0.5,,93.62229102167181,14.3,16.363636363636363,12.0,16.272727272727273,0.2,,,1.0,,0.2,,0.8,0.476695,0.4079,0.476695,,1.0,5.55,1.0,5.0,1.0,2.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,12.0,3.0,6.0,5.0,4.0,4.0,4.0,12.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6,0.8333333333333334,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,1.0,0.2,0.5,0.5,0.6,0.8333333333333334,0.8333333333333334,0.8,0.6,0.8333333333333334,0.8333333333333334,26.366666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-202696-203082,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Nikola Vucevic, Terrence Ross","Grant, Martin, Iwundu, Vucevic, Ross",1626170-1626185-1628411-202696-203082,ORL,145.0,1,2.0,3.0,6.0,6.0,3.0,,12.0,,1.0,,,,,,2.0,2.0,5.0,2.0,,,,,,2.0,5.0,,,,,5.0,,,2.0,2.0,1.0,5.0,5.0,3.0,1.0,,,,0.375,,1.5,0.5,,1.25,,,,119.17241379310346,13.0,11.166666666666666,13.0,11.166666666666666,0.25,,,,,,,0.75,0.5518375,,0.54495,,1.0,8.8,0.5,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,2.0,1.0,1.0,1.0,1.0,3.0,,3.0,5.0,,1.0,,1.0,1.0,0.5,1.0,0.5,0.5,1.0,,1.0,,,1.0,,,,,0.5,0.5,0.5,1.0,1.0,1.0,0.5,26.3,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-202696-203095,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Nikola Vucevic, Evan Fournier","Grant, Martin, Iwundu, Vucevic, Fournier",1626170-1626185-1628411-202696-203095,ORL,92.0,2,2.0,-1.0,2.0,2.0,,1.0,4.0,,,,,,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,0.25,0.5,,,,,62.60869565217391,22.0,24.0,18.5,17.5,,,,,,,,1.0,0.4938,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,27.5,,,,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-202696-203613,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Nikola Vucevic, Jonathon Simmons","Grant, Martin, Iwundu, Vucevic, Simmons",1626170-1626185-1628411-202696-203613,ORL,106.0,1,2.0,5.0,4.0,4.0,,,8.0,1.0,2.0,,,,,1.0,2.0,,8.0,3.0,,,,,,,,2.0,,,,1.0,,,,,,8.0,,,,0.5,,,1.0,,,1.0,,,,,,108.67924528301887,7.75,18.75,7.75,18.75,0.5,0.5,0.5,,,,,1.0,0.6680625,,,,,1.15,,,,,2.0,2.0,,,2.0,2.0,,,6.0,,2.0,2.0,2.0,2.0,2.0,6.0,,1.0,1.0,,,,,1.0,1.0,,1.0,0.5,1.0,,1.0,,,1.0,,,,,0.5,1.0,1.0,1.0,,,1.0,25.55,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-203082-203920,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Terrence Ross, Khem Birch","Grant, Martin, Iwundu, Ross, Birch",1626170-1626185-1628411-203082-203920,ORL,146.0,2,2.0,3.0,5.0,4.0,,,9.0,1.0,1.0,,,,,2.0,2.0,2.0,6.0,3.0,,,,,,,,2.0,,,,3.0,,1.0,1.0,2.0,,6.0,,,,1.0,,,0.6666666666666666,,,0.75,,,,,,88.76712328767124,11.4,22.25,11.4,22.25,0.3333333333333333,1.0,1.0,,,,,0.6666666666666666,0.5241166666666667,,,,,10.45,,,,,,,,,,1.0,,,,,,,,1.0,,2.0,,,3.0,1.0,1.0,,,,,,,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,23.3,1.0,3.0,,,,1.0,,1.0,1.0,0.3333333333333333,,1.0,0.25,0.3333333333333333,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628964-203082-203095,1610612753,"Jerian Grant, Jarell Martin, Mo Bamba, Terrence Ross, Evan Fournier","Grant, Martin, Bamba, Ross, Fournier",1626170-1626185-1628964-203082-203095,ORL,389.0,3,6.0,-2.0,12.0,12.0,1.0,3.0,24.0,2.0,4.0,,1.0,,,3.0,9.0,2.0,11.0,13.0,,2.0,,,1.0,,,4.0,,3.0,3.0,9.0,,1.0,3.0,2.0,,11.0,,1.0,,0.3333333333333333,,,0.4090909090909091,,,0.4583333333333333,,,0.5,0.42857142857142855,0.5,88.84318766066838,19.083333333333332,13.333333333333334,17.5,12.75,0.36363636363636365,0.5,0.6666666666666666,0.5,,,,0.5454545454545454,0.48930454545454544,0.4314,0.3914,,,9.100000000000001,0.08333333333333333,1.0,1.0,3.0,1.0,2.0,,,1.0,2.0,,,3.0,,2.0,1.0,1.0,2.0,1.0,5.0,,2.0,6.0,1.0,3.0,1.0,,1.0,0.5,,0.5,0.18181818181818182,0.6666666666666666,,0.8571428571428571,1.0,,,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.5,0.5,1.0,,,0.5,26.4,2.0,4.0,2.0,1.0,0.6666666666666666,1.0,,1.0,,0.18181818181818182,,1.0,0.08333333333333333,0.1,,,,,2.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.25,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628964-203082-203613,1610612753,"Jerian Grant, Jarell Martin, Mo Bamba, Terrence Ross, Jonathon Simmons","Grant, Martin, Bamba, Ross, Simmons",1626170-1626185-1628964-203082-203613,ORL,2767.0,9,46.0,7.0,99.0,96.0,21.0,10.0,195.0,15.0,22.0,4.0,5.0,3.0,5.0,20.0,39.0,14.0,96.0,89.0,4.0,7.0,13.0,4.0,8.0,5.0,13.0,26.0,6.0,6.0,12.0,45.0,8.0,18.0,21.0,21.0,3.0,83.0,13.0,21.0,3.0,0.5128205128205128,0.5714285714285714,0.5,0.5061728395061729,0.55,0.3076923076923077,0.5274725274725275,0.5909090909090909,0.38235294117647056,0.3333333333333333,0.2727272727272727,0.5714285714285714,101.48174918684495,13.969696969696969,14.416666666666666,13.505050505050505,14.125,0.2716049382716049,0.6818181818181818,0.8333333333333334,0.5,0.8,0.38461538461538464,0.6,0.7901234567901234,0.510605625,0.5319916666666666,0.4843230769230769,0.13541666666666666,0.13541666666666666,6.71025641025641,0.21212121212121213,22.0,1.0,9.0,10.0,30.0,,3.0,14.0,42.0,,5.0,39.0,3.0,29.0,10.0,13.0,20.0,9.0,53.0,6.0,22.0,33.0,10.0,21.0,2.0,8.0,0.9285714285714286,0.3333333333333333,,0.34146341463414637,0.5185185185185185,0.8148148148148148,0.23076923076923078,0.7857142857142857,0.2857142857142857,0.2222222222222222,0.7777777777777778,0.8,0.1111111111111111,0.1111111111111111,0.125,0.37037037037037035,0.3333333333333333,0.3333333333333333,0.9,0.23076923076923078,,0.3448275862068966,26.123809523809523,8.0,11.0,11.0,7.0,0.5238095238095238,0.7333333333333333,1.0,0.6363636363636364,1.0,0.09876543209876543,2.0,7.0,0.09090909090909091,0.15217391304347827,11.0,5.0,4.0,12.0,14.0,7.0,3.0,2.0,2.0,3.0,,0.35,0.4117647058823529,,0.5,0.5,0.75,0.14814814814814814,5.0,3.0,,5.0,4.0,1.0,2.0,0.1282051282051282,0.18181818181818182,,0.2,4.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,6.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.25,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3,0.3333333333333333,1.0,0.15384615384615385,0.023809523809523808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628964-203095-203613,1610612753,"Jerian Grant, Jarell Martin, Mo Bamba, Evan Fournier, Jonathon Simmons","Grant, Martin, Bamba, Fournier, Simmons",1626170-1626185-1628964-203095-203613,ORL,65.0,1,1.0,2.0,2.0,2.0,,1.0,4.0,,2.0,,1.0,,,,2.0,2.0,2.0,,,1.0,,,,,,,,1.0,1.0,2.0,,,1.0,2.0,,2.0,,,,,,,,,,0.3333333333333333,,,0.5,0.5,0.5,88.61538461538463,16.0,16.5,15.0,16.5,1.0,,,1.0,,,,1.0,0.39065,0.3929,,,,3.35,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-201571-202696-203095,1610612753,"Jerian Grant, Jarell Martin, D.J. Augustin, Nikola Vucevic, Evan Fournier","Grant, Martin, Augustin, Vucevic, Fournier",1626170-1626185-201571-202696-203095,ORL,15.0,1,,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,0.5,,0.5,,,,96.0,15.0,,15.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
