EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,LostBallSteals,BadPassOutOfBoundsTurnovers,DefLongMidRangeReboundPct,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,FtPoints,PenaltyFG2M,PenaltyFtPoints,LongMidRangeAssists,StepOutOfBoundsTurnovers,PenaltyTurnovers,FTA,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,LongMidRangePctAssisted,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,LiveBallTurnovers,BadPassTurnovers,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,SecondChanceFtPoints,FTOffRebounds,LostBallTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,OffFTReboundPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SelfOReb,OffAtRimReboundPct,SelfORebPct,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,DefCorner3ReboundPct,Charge Fouls,AtRimPctBlocked,LongMidRangePctBlocked,OffLongMidRangeReboundPct,FTDefRebounds,DefFTReboundPct,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,PtsUnassisted3s,SecondChanceCorner3FGA,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3Frequency,DefensiveGoaltends,Charge Fouls Drawn,OffensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,BlockedLongMidRange,Technical Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,3pt And 1 Free Throw Trips,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
101161-1627732-1627788-1628365-1629013,1610612755,"Amir Johnson, Ben Simmons, Furkan Korkmaz, Markelle Fultz, Landry Shamet","Johnson, Simmons, Korkmaz, Fultz, Shamet",101161-1627732-1627788-1628365-1629013,PHI,240.0,3,4.0,-3.0,8.0,8.0,16.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,6.0,9.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,13.25,16.75,13.25,16.75,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.5393166666666667,6.225,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,False
101161-1627732-1627788-1628365-200755,1610612755,"Amir Johnson, Ben Simmons, Furkan Korkmaz, Markelle Fultz, JJ Redick","Johnson, Simmons, Korkmaz, Fultz, Redick",101161-1627732-1627788-1628365-200755,PHI,78.0,1,1.0,-1.0,3.0,4.0,7.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,,,,,,,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,,1.0,,,,129.23076923076923,,10.666666666666666,11.5,10.666666666666666,11.5,0.5,1.0,1.0,1.0,,,,,,0.5,1.0,0.606925,1.3,24.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,False
101161-1627732-1627788-1629013-201163,1610612755,"Amir Johnson, Ben Simmons, Furkan Korkmaz, Landry Shamet, Wilson Chandler","Johnson, Simmons, Korkmaz, Shamet, Chandler",101161-1627732-1627788-1629013-201163,PHI,79.0,1,1.0,-1.0,3.0,2.0,5.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,4.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,,,,,91.13924050632912,,12.333333333333334,21.0,12.333333333333334,21.0,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5078833333333334,9.75,25.7,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,False
101161-1627732-1627788-1629013-204456,1610612755,"Amir Johnson, Ben Simmons, Furkan Korkmaz, Landry Shamet, T.J. McConnell","Johnson, Simmons, Korkmaz, Shamet, McConnell",101161-1627732-1627788-1629013-204456,PHI,619.0,3,10.0,-16.0,19.0,21.0,40.0,3.0,4.0,1.0,3.0,2.0,8.0,4.0,9.0,8.0,14.0,30.0,4.0,4.0,8.0,2.0,4.0,2.0,,10.0,,5.0,5.0,7.0,1.0,,4.0,4.0,3.0,6.0,,4.0,,2.0,2.0,2.0,2.0,12.0,0.5,0.6666666666666666,0.4444444444444444,0.4117647058823529,0.4117647058823529,0.47058823529411764,0.625,,0.5,0.5714285714285714,1.0,,93.05331179321486,1.0,14.736842105263158,16.142857142857142,14.263157894736842,15.571428571428571,0.23529411764705882,0.75,0.75,0.6666666666666666,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.11764705882352941,0.47058823529411764,0.7058823529411765,0.54275,7.0,25.6,1.0,1.0,,,,,7.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,7.0,1.0,0.25,0.5,0.25,1.0,0.5,0.42857142857142855,0.5,0.42857142857142855,0.2,0.16666666666666666,0.18181818181818182,0.5,0.16666666666666666,0.25,0.25,1.0,0.5,1.0,0.5,0.5714285714285714,0.5,0.25,0.579,0.4738142857142857,0.14285714285714285,0.42857142857142855,0.3684210526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,False
101161-1627732-1627788-200755-203967,1610612755,"Amir Johnson, Ben Simmons, Furkan Korkmaz, JJ Redick, Dario Saric","Johnson, Simmons, Korkmaz, Redick, Saric",101161-1627732-1627788-200755-203967,PHI,95.0,1,2.0,,4.0,3.0,7.0,,,,,1.0,,1.0,1.0,,6.0,6.0,2.0,,,1.0,1.0,,,2.0,,1.0,1.0,1.0,,,1.0,1.0,,,,2.0,,,,,,6.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,106.10526315789474,,12.0,15.666666666666666,12.0,15.666666666666666,,,,,,,,,1.0,,,0.4255,17.2,,,,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,1.0,,,6.0,,,,,,,,,,,,,6.0,4.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,0.4255,,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,False
101161-1627732-1627788-200755-204456,1610612755,"Amir Johnson, Ben Simmons, Furkan Korkmaz, JJ Redick, T.J. McConnell","Johnson, Simmons, Korkmaz, Redick, McConnell",101161-1627732-1627788-200755-204456,PHI,99.0,3,2.0,-5.0,4.0,4.0,8.0,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,2.0,7.0,,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,,1.0,,1.0,,2.0,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,0.5,,,,116.36363636363637,,16.25,8.5,16.25,7.25,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5097166666666667,9.8,25.9,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,False
101161-1627732-1628365-1629013-202710,1610612755,"Amir Johnson, Ben Simmons, Markelle Fultz, Landry Shamet, Jimmy Butler","Johnson, Simmons, Fultz, Shamet, Butler",101161-1627732-1628365-1629013-202710,PHI,85.0,2,1.0,5.0,4.0,3.0,7.0,,,1.0,1.0,,2.0,1.0,1.0,2.0,8.0,3.0,2.0,,2.0,1.0,2.0,,1.0,5.0,,2.0,2.0,4.0,,,,1.0,,,,2.0,,,,,,5.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.5,,,118.58823529411764,,7.0,19.0,6.5,18.666666666666668,,,,,0.3333333333333333,1.0,1.0,1.0,,0.6666666666666666,0.6666666666666666,0.48586666666666667,7.4,24.7,,,1.0,,,,1.0,,2.0,,,1.0,,,,1.0,1.0,1.0,,3.0,1.0,,,3.0,3.0,,1.0,1.0,1.0,1.0,,2.0,,,,,3.0,1.0,1.0,0.5,,0.5,1.0,1.0,1.0,1.5,1.5,,1.0,1.0,,1.0,0.5,0.5,1.0,,,,,,0.5,0.2648,0.2648,0.375,0.375,0.25,3.0,1.0,1.0,,,,3.0,,,,1.0,,0.5,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,False
101161-1627732-1628365-1629013-203496,1610612755,"Amir Johnson, Ben Simmons, Markelle Fultz, Landry Shamet, Robert Covington","Johnson, Simmons, Fultz, Shamet, Covington",101161-1627732-1628365-1629013-203496,PHI,286.0,2,5.0,2.0,9.0,11.0,20.0,2.0,4.0,2.0,3.0,,3.0,4.0,7.0,4.0,10.0,8.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,4.0,,5.0,5.0,7.0,2.0,2.0,,,1.0,1.0,,2.0,,,,,,8.0,0.5,0.6666666666666666,0.5714285714285714,0.36363636363636365,0.4166666666666667,0.36363636363636365,1.0,,1.0,1.0,1.0,,100.69930069930071,,15.666666666666666,13.181818181818182,14.88888888888889,13.181818181818182,0.36363636363636365,0.5,0.5,0.5,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,,0.2727272727272727,0.7272727272727273,0.5175500000000001,4.828571428571428,26.0,,,1.0,,,,5.0,2.0,1.0,1.0,2.0,,,,3.0,,1.0,2.0,,2.0,3.0,,4.0,4.0,,2.0,,,,1.0,1.0,2.0,,,,,4.0,5.0,,,,,0.5,0.5,0.2857142857142857,0.5,0.2857142857142857,0.3333333333333333,0.25,0.2857142857142857,,0.3333333333333333,,,,1.0,0.5,,0.42857142857142855,,,0.5997,0.5566214285714286,0.2,0.4,0.5555555555555556,2.0,2.0,,,,,3.0,,,,0.6666666666666666,,0.16666666666666666,,,,,,,,,,,1.0,2.0,,0.25,1.0,2.0,1.0,1.0,1.0,0.5,0.14285714285714285,0.09090909090909091,0.2857142857142857,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,False
101161-1627732-1628365-200755-202710,1610612755,"Amir Johnson, Ben Simmons, Markelle Fultz, JJ Redick, Jimmy Butler","Johnson, Simmons, Fultz, Redick, Butler",101161-1627732-1628365-200755-202710,PHI,90.0,1,2.0,-2.0,3.0,3.0,6.0,,,,,,1.0,,,1.0,2.0,4.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,2.0,,,,,0.5,1.0,0.5,,0.5,,,,96.0,,16.0,14.0,16.0,13.0,,,,,,,,,,1.0,1.0,0.56775,,25.4,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,0.5,,1.0,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,False
101161-1627732-1628365-200755-203496,1610612755,"Amir Johnson, Ben Simmons, Markelle Fultz, JJ Redick, Robert Covington","Johnson, Simmons, Fultz, Redick, Covington",101161-1627732-1628365-200755-203496,PHI,144.0,1,2.0,-4.0,7.0,6.0,13.0,1.0,1.0,,1.0,2.0,,1.0,4.0,,3.0,7.0,,2.0,,,,,,,1.0,1.0,2.0,2.0,,,1.0,2.0,2.0,3.0,1.0,1.0,,,,,,3.0,,,0.25,0.25,0.3,,1.0,1.0,1.0,1.0,,1.0,130.0,,11.142857142857142,11.0,11.142857142857142,11.0,0.25,1.0,1.0,,0.25,,,,0.5,,0.25,0.500575,10.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,0.2,,1.0,1.0,,,0.5,,,,,,1.0,,0.2,,,,,,,,,,,,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,False
