EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,FoulsDrawn,NonShootingPenaltyNonTakeFouls,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGA,Arc3FGM,FG3M,SecondChanceFG2A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,Steals,LostBallSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffTwoPtReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,FtPoints,FTA,TwoPtShootingFoulsDrawn,DefAtRimReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,LiveBallTurnovers,LostBallTurnovers,Clear Path Fouls,LiveBallTurnoverPct,SecondChanceArc3Frequency,BadPassTurnovers,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,Fg2aBlocked,BadPassSteals,FG2APctBlocked,ShortMidRangePctBlocked,SecondChanceFtPoints,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,AtRimPctBlocked,OffCorner3ReboundPct,DefensiveGoaltends,PenaltyCorner3FGA,SecondChanceArc3FGM,PtsUnassisted3s,FTDefRebounds,Travels,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,3SecondViolations,DefFTReboundPct,OffLongMidRangeReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,OffensiveGoaltends,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceAtRimPctAssisted,Transition Take Fouls,Defensive 3 Seconds Violations,HeaveAttempts,FTOffRebounds,OffFTReboundPct,HeaveMakes,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
1626156-1627736-1628972-1629060-2544,1610612747,"D'Angelo Russell, Malik Beasley, Troy Brown Jr., Rui Hachimura, LeBron James","Russell, Beasley, Brown Jr., Hachimura, James",1626156-1627736-1628972-1629060-2544,LAL,19.0,1,-2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,75.78947368421053,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1627736-1629020-1630559-203076,1610612747,"D'Angelo Russell, Malik Beasley, Jarred Vanderbilt, Austin Reaves, Anthony Davis","Russell, Beasley, Vanderbilt, Reaves, Davis",1626156-1627736-1629020-1630559-203076,LAL,112.0,1,-6.0,4.0,,7.0,8.0,,,,90.0,13.25,13.25,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,19.666666666666668,19.666666666666668,0.3333333333333333,1.0,1.0,0.6666666666666666,0.42250000000000004,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1627736-1629020-203076-2544,1610612747,"D'Angelo Russell, Malik Beasley, Jarred Vanderbilt, Anthony Davis, LeBron James","Russell, Beasley, Vanderbilt, Davis, James",1626156-1627736-1629020-203076-2544,LAL,295.0,2,-5.0,9.0,2.0,20.0,15.0,3.0,1.0,,97.62711864406779,15.11111111111111,14.11111111111111,5.0,11.0,4.0,5.0,2.0,5.0,8.0,10.0,8.0,,2.0,3.0,10.0,0.625,0.5,0.5,,0.5,,14.454545454545455,14.454545454545455,0.5,0.8,0.8,0.2,0.42424,10.8875,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.2,0.2,0.2,0.6666666666666666,1.0,0.25,1.0,1.0,0.1,1.0,1.0,1.0,0.2,0.5,0.3,0.2811,28.15,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1627736-1629060-203076-203471,1610612747,"D'Angelo Russell, Malik Beasley, Rui Hachimura, Anthony Davis, Dennis Schroder","Russell, Beasley, Hachimura, Davis, Schroder",1626156-1627736-1629060-203076-203471,LAL,185.0,1,7.0,7.0,,14.0,2.0,,,,108.97297297297297,16.428571428571427,15.714285714285714,3.0,7.0,1.0,1.0,,3.0,5.0,9.0,4.0,3.0,5.0,6.0,9.0,0.6,0.6428571428571429,0.6428571428571429,0.75,0.7142857142857143,,10.0,9.857142857142858,0.14285714285714285,1.0,1.0,,0.6103571428571428,2.52,,2.0,4.0,2.0,,2.0,,,2.0,2.0,1.0,2.0,1.0,5.0,,2.0,1.0,1.0,1.0,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.6666666666666666,,0.3333333333333333,,1.0,0.5714285714285714,0.5,0.5,0.5,0.2857142857142857,,0.8571428571428571,,25.5,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.6006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1627736-1629060-203076-2544,1610612747,"D'Angelo Russell, Malik Beasley, Rui Hachimura, Anthony Davis, LeBron James","Russell, Beasley, Hachimura, Davis, James",1626156-1627736-1629060-203076-2544,LAL,4.0,1,,,,1.0,,,,,360.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,4.0,4.0,,,,1.0,0.1861,20.4,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.1861,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1627736-203076-203471-2544,1610612747,"D'Angelo Russell, Malik Beasley, Anthony Davis, Dennis Schroder, LeBron James","Russell, Beasley, Davis, Schroder, James",1626156-1627736-203076-203471-2544,LAL,30.0,1,2.0,1.0,,2.0,,,1.0,,96.0,27.0,27.0,,1.0,,,,,,2.0,,,1.0,1.0,2.0,,,1.0,,1.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1628972-1629020-1629060-203076,1610612747,"D'Angelo Russell, Troy Brown Jr., Jarred Vanderbilt, Rui Hachimura, Anthony Davis","Russell, Brown Jr., Vanderbilt, Hachimura, Davis",1626156-1628972-1629020-1629060-203076,LAL,65.0,1,-3.0,1.0,,3.0,3.0,1.0,,,66.46153846153847,7.0,7.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,,29.0,28.5,,,,,0.474675,,,,,2.0,,2.0,,,,2.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,0.5,0.5,0.5,,,,,,1.0,,1.0,,27.55,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1628972-1629020-1629060-2544,1610612747,"D'Angelo Russell, Troy Brown Jr., Jarred Vanderbilt, Rui Hachimura, LeBron James","Russell, Brown Jr., Vanderbilt, Hachimura, James",1626156-1628972-1629020-1629060-2544,LAL,103.0,1,-5.0,4.0,4.0,8.0,7.0,,1.0,,111.84466019417476,10.75,10.75,2.0,4.0,,,,,1.0,2.0,,1.0,1.0,1.0,2.0,,,0.5,1.0,1.0,1.0,15.0,15.0,,,,,0.4967,3.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,0.5,0.5,,,1.0,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1628972-1629020-1630559-203076,1610612747,"D'Angelo Russell, Troy Brown Jr., Jarred Vanderbilt, Austin Reaves, Anthony Davis","Russell, Brown Jr., Vanderbilt, Reaves, Davis",1626156-1628972-1629020-1630559-203076,LAL,134.0,1,-2.0,6.0,,11.0,6.0,1.0,1.0,,118.2089552238806,14.833333333333334,14.666666666666666,2.0,5.0,,,,1.0,2.0,4.0,,1.0,3.0,3.0,4.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.6,,9.0,9.0,,,,,0.5593,2.85,,1.0,2.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,0.3333333333333333,1.0,,,,,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,,1.0,,26.2,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,2.0,2.0,1.0,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1628972-1629020-203076-2544,1610612747,"D'Angelo Russell, Troy Brown Jr., Jarred Vanderbilt, Anthony Davis, LeBron James","Russell, Brown Jr., Vanderbilt, Davis, James",1626156-1628972-1629020-203076-2544,LAL,100.0,1,-2.0,3.0,,6.0,5.0,,1.0,,86.39999999999999,15.0,15.0,2.0,3.0,,,,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,0.5,0.3333333333333333,0.375,1.0,1.0,,18.333333333333332,15.0,,,,,0.49310000000000004,1.8,,1.0,2.0,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,0.5,,,0.6666666666666666,0.5,0.5,,0.3333333333333333,,1.0,,26.0,,2.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,0.5,,0.54345,1.0,2.0,1.0,,0.25,0.3333333333333333,1.0,1.0,,,,,0.5,,1.0,1.0,2.0,2.0,1.0,0.5,0.5,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
