EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGM,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,Loose Ball Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsPutbacks,Fg3aBlocked,TwoPtAssists,AtRimAssists,LongMidRangeAssists,SelfOReb,LostBallTurnovers,Charge Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyOffPoss,Corner3FGA,PenaltyCorner3FGA,PenaltyFG2A,PenaltyFG3A,PenaltyTurnovers,Offensive Fouls,PenaltyOffPossExcludingTakeFouls,Corner3Frequency,PenaltyCorner3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,Corner3FGM,Corner3Assists,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,NonShootingFoulsDrawn,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,OffThreePtRebounds,LostBallSteals,Charge Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PtsUnassisted3s,ShortMidRangeAssists,ShortMidRangePctAssisted,PenaltyCorner3FGM,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,SecondChanceTurnovers,OffLongMidRangeReboundPct,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,DefensiveGoaltends,BadPassOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,BlockedCorner3,Defensive 3 Seconds Violations,HeaveAttempts,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Transition Take Fouls Drawn,BlockedLongMidRange,Transition Take Fouls,HeaveMakes,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1626195-1626196-1627742-1630230-1630631,1610612740,"Willy Hernangomez, Josh Richardson, Brandon Ingram, Naji Marshall, Jose Alvarado","Hernangomez, Richardson, Ingram, Marshall, Alvarado",1626195-1626196-1627742-1630230-1630631,NOP,184.0,1,3.0,-4.0,8.0,8.0,5.0,16.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,6.0,10.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,6.0,0.6666666666666666,0.5,0.5,0.25,0.3333333333333333,1.0,0.5,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,125.21739130434781,13.125,9.875,13.125,9.625,0.25,0.5,1.0,1.0,0.25,0.5,0.467425,0.3333333333333333,0.4,11.733333333333334,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,False
1626195-1626196-1627742-1630529-1630631,1610612740,"Willy Hernangomez, Josh Richardson, Brandon Ingram, Herbert Jones, Jose Alvarado","Hernangomez, Richardson, Ingram, Jones, Alvarado",1626195-1626196-1627742-1630529-1630631,NOP,106.0,1,2.0,1.0,4.0,4.0,,8.0,3.0,,,2.0,1.0,3.0,2.0,,5.0,4.0,2.0,2.0,1.0,,,,,1.0,,,,,,1.0,2.0,1.0,,,5.0,0.3333333333333333,0.5,0.5,0.4,0.3333333333333333,0.3333333333333333,,,,,,,,108.67924528301887,11.25,15.25,11.0,15.25,0.6,,,,0.4,1.0,0.64409,,,1.7666666666666666,25.9,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.5,1.0,1.0,0.5,0.52425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,False
1626195-1626196-1627742-1630529-203468,1610612740,"Willy Hernangomez, Josh Richardson, Brandon Ingram, Herbert Jones, CJ McCollum","Hernangomez, Richardson, Ingram, Jones, McCollum",1626195-1626196-1627742-1630529-203468,NOP,709.0,1,12.0,-5.0,24.0,24.0,,48.0,5.0,3.0,6.0,5.0,8.0,19.0,5.0,4.0,29.0,34.0,12.0,5.0,3.0,6.0,2.0,,8.0,11.0,1.0,,,,1.0,3.0,4.0,4.0,4.0,2.0,25.0,0.42105263157894735,0.5208333333333334,0.5576923076923077,0.20833333333333334,0.15789473684210525,0.4,1.0,,0.5,1.0,0.8,,1.0,97.48942172073343,15.541666666666666,14.0,15.458333333333334,13.916666666666666,0.20833333333333334,0.25,0.5,0.5,0.20833333333333334,0.4166666666666667,0.47605000000000003,0.07692307692307693,0.09523809523809523,8.857894736842105,26.439999999999998,3.0,2.0,3.0,,3.0,,9.0,3.0,3.0,5.0,3.0,13.0,3.0,3.0,1.0,1.0,,1.0,0.6,0.6,0.2727272727272727,0.23076923076923078,0.3333333333333333,0.4,0.6666666666666666,0.6,0.75,1.0,,0.6,0.5188,1.0,1.0,3.0,8.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.25,0.2857142857142857,0.5,0.5,0.6666666666666666,0.2,0.125,0.2,0.4,1.0,1.0,0.2222222222222222,0.5,0.3333333333333333,0.375,0.42857142857142855,0.3333333333333333,0.5,1.0,0.13793103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,False
1626195-1626196-1627742-1630530-203468,1610612740,"Willy Hernangomez, Josh Richardson, Brandon Ingram, Trey Murphy III, CJ McCollum","Hernangomez, Richardson, Ingram, Murphy III, McCollum",1626195-1626196-1627742-1630530-203468,NOP,118.0,1,2.0,-4.0,4.0,4.0,4.0,8.0,,,,2.0,2.0,2.0,2.0,,4.0,8.0,4.0,2.0,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,4.0,1.0,0.5,0.5,0.5,,,,,,1.0,0.5,,1.0,97.6271186440678,16.0,13.5,16.0,12.0,,,,,0.5,0.5,0.485875,,,6.35,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,False
1626195-1626196-1630230-1630530-1630700,1610612740,"Willy Hernangomez, Josh Richardson, Naji Marshall, Trey Murphy III, Dyson Daniels","Hernangomez, Richardson, Marshall, Murphy III, Daniels",1626195-1626196-1630230-1630530-1630700,NOP,80.0,1,1.0,,3.0,2.0,,5.0,,,1.0,,,1.0,1.0,,,,,,,2.0,,,2.0,2.0,,,1.0,,1.0,,1.0,,,,,,,,0.5,,,,,,1.0,1.0,,1.0,90.0,17.333333333333332,14.0,17.333333333333332,14.0,,0.5,,,,0.5,0.469325,,,15.8,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.5,0.5,0.469325,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,False
1626195-1626196-1630230-1630530-203468,1610612740,"Willy Hernangomez, Josh Richardson, Naji Marshall, Trey Murphy III, CJ McCollum","Hernangomez, Richardson, Marshall, Murphy III, McCollum",1626195-1626196-1630230-1630530-203468,NOP,8.0,1,,-2.0,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,180.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,False
1626195-1626196-1630230-1630631-203468,1610612740,"Willy Hernangomez, Josh Richardson, Naji Marshall, Jose Alvarado, CJ McCollum","Hernangomez, Richardson, Marshall, Alvarado, McCollum",1626195-1626196-1630230-1630631-203468,NOP,174.0,1,3.0,-1.0,6.0,7.0,7.0,13.0,3.0,1.0,1.0,,4.0,7.0,,2.0,10.0,11.0,4.0,,,2.0,,2.0,4.0,6.0,,,,,,3.0,3.0,2.0,3.0,2.0,8.0,0.5714285714285714,0.5714285714285714,0.625,,,,,1.0,,1.0,1.0,,1.0,107.58620689655173,12.833333333333334,13.857142857142858,10.5,13.857142857142858,0.42857142857142855,0.14285714285714285,1.0,1.0,,0.42857142857142855,0.4707142857142857,0.25,0.25,6.185714285714285,,2.0,3.0,,,,,,,,2.0,,4.0,2.0,2.0,,,,,,,0.6666666666666666,0.6666666666666666,,1.0,1.0,,,,,,0.5797,1.0,1.0,,3.0,1.0,2.0,,2.0,4.0,2.0,,2.0,2.0,,1.0,,,0.5,0.6666666666666666,0.5,0.5,0.5,,,,0.6666666666666666,,,0.3333333333333333,0.6666666666666666,0.42857142857142855,,,,0.5,1.0,0.2,4.0,,,5.0,,,,4.0,,,0.46529999999999994,0.6666666666666666,1.0,1.0,2.0,2.0,6.0,1.0,6.0,0.4,0.4,0.5,0.2,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,False
1626195-1626196-1630529-1630530-1630700,1610612740,"Willy Hernangomez, Josh Richardson, Herbert Jones, Trey Murphy III, Dyson Daniels","Hernangomez, Richardson, Jones, Murphy III, Daniels",1626195-1626196-1630529-1630530-1630700,NOP,104.0,1,2.0,5.0,3.0,4.0,,7.0,2.0,,,,2.0,2.0,1.0,,7.0,2.0,,,,1.0,2.0,,3.0,3.0,,,,,,1.0,1.0,1.0,,,7.0,1.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,,,,,1.0,1.0,1.0,,,96.92307692307692,9.333333333333334,19.0,9.333333333333334,19.0,0.6666666666666666,,,,,1.0,0.5700666666666666,,,2.45,23.6,,2.0,,,1.0,,3.0,,1.0,3.0,,7.0,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,4.0,,,2.0,2.0,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,False
1626195-1626196-1630529-1630700-203468,1610612740,"Willy Hernangomez, Josh Richardson, Herbert Jones, Dyson Daniels, CJ McCollum","Hernangomez, Richardson, Jones, Daniels, McCollum",1626195-1626196-1630529-1630700-203468,NOP,114.0,1,2.0,5.0,4.0,4.0,,8.0,1.0,,,,2.0,2.0,,3.0,7.0,2.0,2.0,,,2.0,1.0,,3.0,3.0,,,,,,,,2.0,4.0,2.0,7.0,1.0,1.0,0.875,,,,,,1.0,1.0,1.0,1.0,1.0,101.05263157894737,9.25,19.25,9.25,19.25,0.5,,,,,0.5,0.5369,0.5,0.5,6.85,,,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,2.0,,,1.0,1.0,,,,,0.5,0.5,,,,,,,,,,,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,False
1626195-1626204-1627742-1628984-1630631,1610612740,"Willy Hernangomez, Larry Nance Jr., Brandon Ingram, Devonte' Graham, Jose Alvarado","Hernangomez, Nance Jr., Ingram, Graham, Alvarado",1626195-1626204-1627742-1628984-1630631,NOP,152.0,1,3.0,2.0,4.0,4.0,,8.0,,,,1.0,,,2.0,2.0,8.0,6.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,2.0,3.0,2.0,2.0,,8.0,,1.5,1.3333333333333333,1.0,,,,1.0,,,,,,75.78947368421053,17.25,20.75,17.25,20.75,,,,,0.5,1.0,0.50325,,,,23.35,,,1.0,,2.0,,6.0,1.0,2.0,2.0,1.0,6.0,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,False
