EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Corner3FGA,FG3A,OpponentPoints,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FG3APct,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceFtPoints,ShortMidRangeAssists,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Accuracy,Charge Fouls Drawn,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,SelfOReb,LostBallSteals,Loose Ball Fouls,SelfORebPct,DefLongMidRangeReboundPct,LongMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,BadPassOutOfBoundsTurnovers,BlockedShortMidRange,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,Fg3aBlocked,Transition Take Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffCorner3ReboundPct,SecondChanceArc3PctAssisted,Transition Take Fouls Drawn,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,Offensive Fouls,HeaveMakes,BlockedLongMidRange,3SecondViolations,BlockedCorner3,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1627777-1627863-1629001-1629003-1630194,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Shake Milton, Paul Reed","Niang, House Jr., Melton, Milton, Reed",1627777-1627863-1629001-1629003-1630194,PHI,61.0,1,1.0,3.0,2.0,2.0,4.0,,1.0,2.0,,,,,,,,,0.5,,94.42622950819673,12.5,18.0,12.5,18.0,,1.0,0.6336,26.1,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,5.0,,,,,,,,,,,,,2.0,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,3.0,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,5.0,,,,,1.0,1.0,,,1.0,1.0,,,1.25,,,1.25,,,,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,0.5,1.0,1.0,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,1.1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-1629003-200782,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Shake Milton, P.J. Tucker","Niang, House Jr., Melton, Milton, Tucker",1627777-1627863-1629001-1629003-200782,PHI,180.0,1,3.0,1.0,6.0,5.0,11.0,,2.0,11.0,,,,,,2.0,3.0,1.0,0.3333333333333333,,88.0,14.166666666666666,19.0,14.166666666666666,19.0,,0.6666666666666666,0.518875,27.0,,2.0,,2.0,2.0,,,,,2.0,,,,,1.0,2.0,,,,4.0,4.0,1.0,1.0,12.0,,,,,,,,,,,,6.0,2.0,3.0,,,2.0,1.0,,3.0,1.0,4.0,1.0,2.0,9.0,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,12.0,,,0.75,0.75,1.0,0.5,,,0.5,1.0,,,0.9166666666666666,,,1.0,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,0.5,,,0.16666666666666666,0.25,,,5.425,,2.0,,,1.0,,1.0,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-1629003-202699,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Shake Milton, Tobias Harris","Niang, House Jr., Melton, Milton, Harris",1627777-1627863-1629001-1629003-202699,PHI,2.0,1,,,1.0,,1.0,,,,,,,,,,,,,,720.0,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-1629003-203473,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Shake Milton, Dewayne Dedmon","Niang, House Jr., Melton, Milton, Dedmon",1627777-1627863-1629001-1629003-203473,PHI,25.0,1,,,,1.0,1.0,,,,,,,,,,,,,,57.599999999999994,,25.0,,24.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-1629003-203954,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Shake Milton, Joel Embiid","Niang, House Jr., Melton, Milton, Embiid",1627777-1627863-1629001-1629003-203954,PHI,2009.0,11,33.0,1.0,65.0,67.0,132.0,8.0,21.0,76.0,2.0,1.0,4.0,2.0,8.0,14.0,20.0,13.0,0.3559322033898305,0.5,94.61423593827774,14.815384615384616,15.611940298507463,14.076923076923077,15.492537313432836,0.13559322033898305,0.5423728813559322,0.49157457627118645,25.071428571428573,23.0,19.0,9.0,6.0,11.0,3.0,3.0,1.0,2.0,18.0,9.0,4.0,,1.0,5.0,13.0,,1.0,5.0,17.0,38.0,9.0,16.0,77.0,3.0,5.0,,1.0,13.0,4.0,11.0,4.0,8.0,5.0,25.0,16.0,18.0,18.0,9.0,4.0,13.0,5.0,4.0,8.0,6.0,14.0,2.0,2.0,34.0,4.0,5.0,12.0,13.0,1.0,26.0,9.0,35.0,4.0,2.0,1.0,1.0,4.0,,,18.0,7.0,4.0,2.0,4.0,4.0,64.0,25.0,23.0,0.47058823529411764,0.5333333333333333,0.6666666666666666,0.42857142857142855,,0.5,0.42857142857142855,0.4473684210526316,0.6,0.36363636363636365,0.5169491525423728,0.5,0.5263157894736842,0.5681818181818182,0.6666666666666666,0.5714285714285714,0.10526315789473684,0.09090909090909091,0.16666666666666666,1.0,0.8125,0.25,0.8571428571428571,0.3333333333333333,0.8333333333333334,0.28125,,0.3333333333333333,0.375,0.7777777777777778,0.8333333333333334,0.75,1.0,1.0,0.1864406779661017,0.5454545454545454,0.6,0.3333333333333333,0.3050847457627119,0.15254237288135594,0.5,0.5,0.22033898305084745,0.38461538461538464,0.38461538461538464,0.4,0.5,1.0,0.16666666666666666,,,0.10526315789473684,0.5,0.2631578947368421,0.2,0.38461538461538464,0.5490700000000001,0.45923684210526317,0.109375,0.16279069767441862,0.16883116883116883,0.3246753246753247,9.278947368421052,0.35384615384615387,6.0,,7.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,0.3333333333333333,0.4,0.6666666666666666,,,,0.3333333333333333,3.0,1.0,1.0,0.10714285714285714,1.0,5.0,3.0,3.0,4.0,2.0,0.5555555555555556,0.5555555555555556,0.4,1.0,0.15789473684210525,1.0,,1.0,2.0,,,,,,,,,,,,,0.25,,,1.0,,,1.0,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-1629680-1630178,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Matisse Thybulle, Tyrese Maxey","Niang, House Jr., Melton, Thybulle, Maxey",1627777-1627863-1629001-1629680-1630178,PHI,16.0,1,,,1.0,1.0,2.0,,,,,,,,,,,,,,180.0,4.0,12.0,4.0,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-1629680-1630194,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Matisse Thybulle, Paul Reed","Niang, House Jr., Melton, Thybulle, Reed",1627777-1627863-1629001-1629680-1630194,PHI,23.0,1,,,1.0,,1.0,,,,,,,,1.0,,,,,,62.60869565217391,23.0,,23.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-1629680-201935,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Matisse Thybulle, James Harden","Niang, House Jr., Melton, Thybulle, Harden",1627777-1627863-1629001-1629680-201935,PHI,88.0,1,1.0,2.0,3.0,3.0,6.0,1.0,1.0,3.0,1.0,,,,,,,2.0,0.3333333333333333,,98.18181818181819,15.0,14.333333333333334,12.666666666666666,14.333333333333334,0.3333333333333333,1.0,0.6565666666666666,25.0,3.0,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,2.0,2.0,,1.0,5.0,1.0,1.0,,,2.0,2.0,2.0,,1.0,1.0,5.0,,4.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,2.0,,,,,,3.0,5.0,3.0,,,,,,,,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.625,1.0,0.625,,,,,,,1.0,,1.0,,,,,,,,1.0,,0.6666666666666666,1.0,1.0,,,,,,,,,,1.0,1.0,,,,0.6666666666666666,1.0,,,,0.6323,0.6565666666666666,,,0.4,1.0,2.05,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,0.3333333333333333,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-1630178-201935,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Tyrese Maxey, James Harden","Niang, House Jr., Melton, Maxey, Harden",1627777-1627863-1629001-1630178-201935,PHI,8.0,1,,-2.0,,1.0,1.0,,,2.0,,,,,,1.0,1.0,,,,180.0,,8.0,,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-1630178-203954,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Tyrese Maxey, Joel Embiid","Niang, House Jr., Melton, Maxey, Embiid",1627777-1627863-1629001-1630178-203954,PHI,2004.0,6,33.0,17.0,67.0,67.0,134.0,6.0,27.0,77.0,8.0,7.0,5.0,2.0,8.0,8.0,13.0,14.0,0.421875,0.625,96.28742514970061,14.611940298507463,15.298507462686567,14.417910447761194,14.746268656716419,0.09375,0.703125,0.52044921875,26.13703703703704,8.0,14.0,9.0,15.0,18.0,3.0,4.0,2.0,2.0,11.0,8.0,3.0,,,6.0,21.0,1.0,,5.0,28.0,37.0,9.0,11.0,94.0,3.0,4.0,,1.0,8.0,2.0,3.0,,5.0,1.0,5.0,26.0,30.0,24.0,3.0,4.0,21.0,6.0,,13.0,8.0,21.0,5.0,8.0,50.0,7.0,4.0,9.0,12.0,1.0,22.0,11.0,33.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,15.0,8.0,5.0,2.0,5.0,4.0,86.0,5.0,8.0,0.4642857142857143,0.5,0.8888888888888888,0.3333333333333333,,,0.3333333333333333,0.7567567567567568,0.75,0.6666666666666666,0.6484375,0.6,0.25,0.6714285714285714,0.6666666666666666,0.2777777777777778,,,,1.0,0.9230769230769231,0.5,0.8181818181818182,0.4117647058823529,0.875,0.44,0.3333333333333333,0.6666666666666666,0.42857142857142855,1.0,0.8571428571428571,0.8888888888888888,0.5,0.8,0.28125,0.8333333333333334,0.8333333333333334,0.5333333333333333,0.171875,0.125,0.5,0.5,0.328125,0.2857142857142857,0.2857142857142857,0.8333333333333334,0.8,0.75,,,0.2,0.25,1.0,0.625,,0.2857142857142857,0.5212666666666667,0.494025,0.11594202898550725,0.19047619047619047,0.0851063829787234,0.05319148936170213,7.537837837837837,0.11940298507462686,8.0,,2.0,2.0,1.0,3.0,,1.0,,1.0,0.7272727272727273,0.7272727272727273,0.25,,,,0.5,,1.0,1.0,,1.0,5.0,,,3.0,3.0,0.625,0.625,0.6,1.0,,,,,3.0,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-1630194-201935,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Paul Reed, James Harden","Niang, House Jr., Melton, Reed, Harden",1627777-1627863-1629001-1630194-201935,PHI,395.0,3,7.0,-2.0,12.0,12.0,24.0,,2.0,16.0,,,1.0,,2.0,1.0,4.0,4.0,0.2222222222222222,0.5,87.49367088607595,17.583333333333332,15.333333333333334,16.833333333333332,15.333333333333334,,0.5555555555555556,0.4635277777777778,25.95,3.0,3.0,2.0,2.0,3.0,,,,,3.0,1.0,,,,1.0,2.0,,1.0,1.0,3.0,7.0,1.0,5.0,14.0,,,,,3.0,,2.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,,,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,7.0,,2.0,5.0,,,5.0,2.0,7.0,1.0,1.0,,,,,,6.0,3.0,,,,,11.0,4.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.5,,1.0,0.5,0.42857142857142855,,,0.5,,0.5,0.5833333333333334,0.75,0.5,0.14285714285714285,0.3333333333333333,,,,0.5,1.0,,1.0,0.4,1.0,0.5,,,,1.0,1.0,,0.3333333333333333,0.6666666666666666,1.0,0.5,0.3333333333333333,0.1111111111111111,,,0.2222222222222222,0.5,0.5,1.0,,,,,,,,0.3333333333333333,1.0,0.5,,0.40625,0.25,0.3,0.21428571428571427,0.2857142857142857,7.1571428571428575,0.25,1.0,,3.0,1.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-1630194-203954,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Paul Reed, Joel Embiid","Niang, House Jr., Melton, Reed, Embiid",1627777-1627863-1629001-1630194-203954,PHI,44.0,1,1.0,-6.0,2.0,2.0,4.0,,1.0,6.0,,,,,,,1.0,,0.5,,130.9090909090909,16.0,6.0,16.0,6.0,,0.5,0.485175,25.8,,2.0,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-200782-203954,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, P.J. Tucker, Joel Embiid","Niang, House Jr., Melton, Tucker, Embiid",1627777-1627863-1629001-200782-203954,PHI,128.0,1,2.0,-3.0,4.0,4.0,8.0,,1.0,5.0,,,,,1.0,2.0,3.0,,0.3333333333333333,,90.0,15.25,16.75,15.25,16.75,,0.3333333333333333,0.43411666666666665,26.1,,4.0,,,,,,,,2.0,,,,,,1.0,,,,1.0,2.0,,,2.0,,,,,,,,,,,,2.0,,,,,1.0,,,1.0,,1.0,,,2.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,0.6666666666666666,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,11.95,,1.0,,,1.0,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-201935-203954,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, James Harden, Joel Embiid","Niang, House Jr., Melton, Harden, Embiid",1627777-1627863-1629001-201935-203954,PHI,356.0,2,6.0,-6.0,11.0,10.0,21.0,1.0,3.0,16.0,,,3.0,2.0,4.0,1.0,1.0,3.0,0.42857142857142855,0.75,84.9438202247191,16.818181818181817,17.1,16.272727272727273,16.6,0.14285714285714285,0.42857142857142855,0.4673428571428571,24.566666666666666,4.0,,1.0,,,,,,,1.0,3.0,,,,2.0,2.0,,1.0,1.0,1.0,4.0,2.0,2.0,10.0,,,,,,,,1.0,1.0,2.0,5.0,,2.0,6.0,,,2.0,2.0,,,2.0,2.0,2.0,,6.0,,1.0,2.0,1.0,,3.0,1.0,4.0,1.0,1.0,,1.0,2.0,,,2.0,1.0,,,,,10.0,5.0,4.0,,,1.0,0.6666666666666666,,1.0,0.6666666666666666,0.25,,,0.5714285714285714,,1.5,0.625,,1.25,,,,,0.3333333333333333,0.3333333333333333,1.0,,0.6,0.25,,,,0.5,,1.0,1.0,,,,,,0.14285714285714285,0.42857142857142855,,,0.2857142857142857,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,0.55245,0.125,0.2,,0.5,13.8,0.36363636363636365,,,,,,,,,,,,,,,,,0.5,,,,,,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629001-202699-203954,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Tobias Harris, Joel Embiid","Niang, House Jr., Melton, Harris, Embiid",1627777-1627863-1629001-202699-203954,PHI,243.0,1,4.0,6.0,9.0,9.0,18.0,1.0,3.0,8.0,3.0,2.0,1.0,,1.0,,1.0,,0.3333333333333333,1.0,106.66666666666667,10.444444444444445,16.555555555555557,10.444444444444445,16.11111111111111,0.1111111111111111,0.6666666666666666,0.6090222222222222,24.2,,,1.0,3.0,3.0,1.0,1.0,,,2.0,1.0,1.0,,,1.0,2.0,,,,4.0,6.0,2.0,,14.0,1.0,1.0,,,2.0,,,,,,,2.0,6.0,6.0,,2.0,2.0,1.0,,1.0,2.0,3.0,1.0,1.0,8.0,,1.0,1.0,2.0,,3.0,1.0,4.0,,1.0,,,,,,,,2.0,2.0,2.0,1.0,12.0,,,0.25,0.3333333333333333,1.0,0.6666666666666666,,,0.6666666666666666,0.6666666666666666,1.0,,0.7777777777777778,1.0,,0.7777777777777778,1.0,,,,,,0.6666666666666666,0.5,1.0,,0.75,0.3333333333333333,,0.5,,0.6666666666666666,,1.0,,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,1.0,1.0,,,,,,,,0.5,0.6089,,,,0.14285714285714285,,6.683333333333334,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629003-1629667-1630194,1610612755,"Georges Niang, Danuel House Jr., Shake Milton, Jalen McDaniels, Paul Reed","Niang, House Jr., Milton, McDaniels, Reed",1627777-1627863-1629003-1629667-1630194,PHI,938.0,5,16.0,,33.0,31.0,64.0,5.0,13.0,32.0,5.0,4.0,2.0,2.0,3.0,4.0,5.0,10.0,0.43333333333333335,0.6666666666666666,98.25159914712154,15.727272727272727,13.516129032258064,15.303030303030303,12.64516129032258,0.16666666666666666,0.7333333333333333,0.5188916666666666,24.753846153846155,20.0,6.0,3.0,4.0,9.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,,,1.0,8.0,,1.0,6.0,9.0,17.0,3.0,5.0,32.0,1.0,2.0,,,2.0,4.0,6.0,2.0,9.0,3.0,17.0,12.0,6.0,9.0,,2.0,8.0,1.0,1.0,6.0,3.0,9.0,1.0,2.0,21.0,2.0,1.0,3.0,4.0,2.0,9.0,3.0,12.0,1.0,,,1.0,2.0,,,8.0,4.0,2.0,1.0,2.0,1.0,30.0,17.0,20.0,0.6666666666666666,0.75,1.0,0.23076923076923078,,0.2222222222222222,0.23076923076923078,0.5294117647058824,0.5,0.6666666666666666,0.45,0.5,0.4666666666666667,0.48484848484848486,0.5,0.5,0.058823529411764705,0.1111111111111111,,1.0,0.5714285714285714,0.125,0.75,0.2222222222222222,0.6363636363636364,0.17647058823529413,,,0.16666666666666666,1.0,0.5,1.0,,0.5,0.3,0.4444444444444444,0.5,0.5,0.13333333333333333,0.13333333333333333,0.4,0.4,0.26666666666666666,0.125,0.125,1.0,1.0,0.5,,,,0.13333333333333333,0.5,0.4,0.16666666666666666,0.125,0.6389,0.4877033333333333,0.125,0.21052631578947367,0.0625,0.53125,6.964705882352941,0.6060606060606061,3.0,,,3.0,,2.0,,1.0,,1.0,0.75,0.75,1.0,,,,0.5,,1.0,,,0.5,2.0,1.0,3.0,2.0,1.0,0.5,0.5,0.5,1.0,0.2,0.3333333333333333,,1.0,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1627777-1627863-1629003-1629667-1630531,1610612755,"Georges Niang, Danuel House Jr., Shake Milton, Jalen McDaniels, Jaden Springer","Niang, House Jr., Milton, McDaniels, Springer",1627777-1627863-1629003-1629667-1630531,PHI,36.0,1,1.0,-2.0,1.0,1.0,2.0,,,2.0,,,,,1.0,,,,,,80.0,24.0,12.0,24.0,12.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
