EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,BlockedLongMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,SelfOReb,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,OffArc3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangeFGM,SecondChanceArc3FGA,SecondChanceFtPoints,LongMidRangeAssists,Loose Ball Fouls Drawn,3SecondViolations,AtRimPctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffLongMidRangeReboundPct,BadPassOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Charge Fouls,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,Charge Fouls Drawn,HeaveAttempts,StepOutOfBoundsTurnovers,DefensiveGoaltends,Corner3PctBlocked,Transition Take Fouls Drawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Technical Free Throw Trips,3pt And 1 Free Throw Trips,Clear Path Fouls,HeaveMakes,Transition Take Fouls,OffensiveGoaltends,LongMidRangePctBlocked,team_id,year,season,team_vs
1626145-1628379-1628415-1628991-1629634,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, Jaren Jackson Jr., Brandon Clarke","Jones, Kennard, Brooks, Jackson Jr., Clarke",1626145-1628379-1628415-1628991-1629634,MEM,76.0,1,1.0,-3.0,3.0,4.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,132.63157894736844,10.666666666666666,11.0,10.666666666666666,8.25,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333333,0.47433333333333333,6.5,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628415-1628991-1629723,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, Jaren Jackson Jr., John Konchar","Jones, Kennard, Brooks, Jackson Jr., Konchar",1626145-1628379-1628415-1628991-1629723,MEM,412.0,3,7.0,-4.0,16.0,16.0,32.0,1.0,4.0,5.0,1.0,6.0,6.0,14.0,18.0,2.0,5.0,3.0,7.0,8.0,1.0,3.0,2.0,1.0,2.0,14.0,0.16666666666666666,0.3333333333333333,0.4375,0.5,0.75,0.8333333333333334,,0.5,111.84466019417476,13.6875,12.0625,13.6875,12.0,0.3333333333333333,0.25,0.3333333333333333,0.4166666666666667,0.5833333333333334,0.4870083333333333,7.8500000000000005,24.933333333333334,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,10.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,4.0,1.0,1.0,10.0,5.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.3333333333333333,1.0,0.16666666666666666,0.25,1.0,1.0,0.2,1.0,0.1111111111111111,0.3333333333333333,1.0,1.0,1.0,0.5,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,0.2,0.2,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.2,0.4013,0.50245,0.25,0.4,0.7142857142857143,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628415-1628991-1630214,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, Jaren Jackson Jr., Xavier Tillman","Jones, Kennard, Brooks, Jackson Jr., Tillman",1626145-1628379-1628415-1628991-1630214,MEM,414.0,4,7.0,-3.0,15.0,17.0,32.0,1.0,2.0,3.0,4.0,8.0,5.0,21.0,24.0,8.0,3.0,1.0,3.0,5.0,3.0,5.0,1.0,,1.0,17.0,0.5,0.5384615384615384,0.6176470588235294,0.38461538461538464,1.0,1.0,1.0,,111.30434782608695,13.866666666666667,12.117647058823529,13.866666666666667,12.117647058823529,0.15384615384615385,0.5,0.5,0.23076923076923078,0.7692307692307693,0.5880807692307692,4.575,24.68,4.0,2.0,2.0,5.0,2.0,1.0,,2.0,,,2.0,,,2.0,7.0,2.0,1.0,2.0,,,3.0,5.0,6.0,2.0,,2.0,2.0,2.0,,6.0,1.0,2.0,,2.0,2.0,2.0,,,,4.0,8.0,3.0,,1.0,5.0,4.0,1.0,0.4,,0.4,0.5,0.5,0.625,,,,,0.25,1.0,0.2857142857142857,,,1.0,,1.0,0.38461538461538464,0.07692307692307693,0.15384615384615385,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,0.6666666666666666,0.6275,0.6757,0.1875,0.2727272727272727,0.23809523809523808,0.26666666666666666,3.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.6,0.6,1.0,1.0,0.5,0.19047619047619047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628415-1628991-1630217,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, Jaren Jackson Jr., Desmond Bane","Jones, Kennard, Brooks, Jackson Jr., Bane",1626145-1628379-1628415-1628991-1630217,MEM,1105.0,8,18.0,11.0,39.0,38.0,77.0,7.0,9.0,10.0,14.0,21.0,14.0,54.0,43.0,14.0,10.0,4.0,9.0,13.0,5.0,12.0,1.0,1.0,1.0,47.0,0.6666666666666666,0.7428571428571429,0.75,0.4,0.8,0.5,0.5,1.0,100.34389140271493,13.487179487179487,15.236842105263158,13.205128205128204,14.0,0.2571428571428571,0.7777777777777778,0.7777777777777778,0.2857142857142857,0.7428571428571429,0.5524671428571428,3.9380952380952383,25.164285714285715,7.0,28.0,4.0,12.0,2.0,,4.0,4.0,,,4.0,2.0,4.0,8.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,10.0,21.0,4.0,,7.0,14.0,3.0,4.0,35.0,3.0,5.0,,4.0,4.0,2.0,4.0,1.0,7.0,6.0,3.0,1.0,,1.0,10.0,7.0,0.875,0.5714285714285714,0.5,0.5714285714285714,0.5,0.6666666666666666,0.7142857142857143,,,0.5714285714285714,,0.42857142857142855,0.38461538461538464,0.3076923076923077,,1.0,0.36363636363636365,0.5,1.0,0.34285714285714286,,0.11428571428571428,1.0,1.0,1.0,0.4,0.4,0.75,0.6666666666666666,,,0.6666666666666666,0.5,0.4,0.5802666666666666,0.5680999999999999,0.02857142857142857,0.047619047619047616,0.18518518518518517,0.1794871794871795,7.0,2.0,,1.0,2.0,7.0,4.0,1.0,2.0,1.0,,1.0,1.0,1.1666666666666667,1.1666666666666667,0.16666666666666666,0.6,,0.5833333333333334,0.5833333333333334,1.0,0.16666666666666666,,0.12962962962962962,1.0,1.0,1.0,1.0,14.0,3.0,7.0,5.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,0.5,0.5833333333333334,1.0,0.16666666666666666,0.07692307692307693,0.7142857142857143,0.2857142857142857,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628415-1628991-1630583,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, Jaren Jackson Jr., Santi Aldama","Jones, Kennard, Brooks, Jackson Jr., Aldama",1626145-1628379-1628415-1628991-1630583,MEM,1931.0,8,32.0,,64.0,66.0,130.0,8.0,18.0,20.0,20.0,35.0,24.0,76.0,76.0,16.0,20.0,13.0,24.0,28.0,12.0,18.0,3.0,1.0,3.0,72.0,0.5714285714285714,0.5677966101694916,0.6031746031746031,0.4067796610169492,0.6842105263157895,0.696969696969697,0.5714285714285714,0.7777777777777778,96.94458829621959,14.640625,15.06060606060606,14.5,13.93939393939394,0.3050847457627119,0.4444444444444444,0.5,0.3389830508474576,0.6440677966101694,0.529692372881356,5.951428571428572,25.0625,5.0,4.0,4.0,14.0,2.0,3.0,3.0,4.0,,,6.0,,1.0,9.0,9.0,2.0,2.0,3.0,,1.0,4.0,8.0,21.0,6.0,3.0,7.0,19.0,4.0,3.0,45.0,2.0,10.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,7.0,9.0,3.0,,2.0,8.0,5.0,0.7777777777777778,0.375,,0.375,0.6666666666666666,0.5,0.6666666666666666,0.08571428571428572,0.1111111111111111,0.75,0.5,0.13333333333333333,0.7142857142857143,0.13333333333333333,0.1,0.6666666666666666,0.7,0.75,0.6666666666666666,0.23728813559322035,0.05084745762711865,0.06779661016949153,0.75,0.75,1.0,0.3,0.3,0.6666666666666666,0.6666666666666666,,,0.25,,0.3,0.50455,0.4596,0.04918032786885246,0.08108108108108109,0.10526315789473684,0.078125,10.0,1.0,,,1.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,0.5,0.3333333333333333,0.5,0.13333333333333333,0.25,,0.7142857142857143,0.7692307692307693,0.5,,,0.05263157894736842,,,,1.0,24.0,6.0,12.0,7.0,4.0,2.0,1.0,1.0,1.0,,,,,1.0,2.0,0.6,0.631578947368421,,0.14285714285714285,0.07407407407407407,0.7,0.5,,,,2.0,1.0,2.0,1.0,2.0,1.0,0.07142857142857142,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628415-1628991-1631223,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, Jaren Jackson Jr., David Roddy","Jones, Kennard, Brooks, Jackson Jr., Roddy",1626145-1628379-1628415-1628991-1631223,MEM,320.0,2,5.0,,10.0,10.0,20.0,,,6.0,1.0,1.0,7.0,16.0,16.0,,6.0,2.0,3.0,4.0,,1.0,,,,13.0,1.0,0.875,0.8888888888888888,0.875,0.3333333333333333,0.3333333333333333,0.3333333333333333,,90.0,13.1,18.9,12.9,17.4,,,,0.75,1.0,0.543725,3.0,25.485714285714288,3.0,4.0,1.0,1.0,,,1.0,1.0,,,3.0,1.0,2.0,4.0,2.0,,,,1.0,2.0,,3.0,9.0,3.0,,3.0,4.0,2.0,1.0,11.0,,1.0,,1.0,,,1.0,1.0,2.0,1.0,2.0,1.0,,,3.0,3.0,0.75,0.5714285714285714,0.5,0.5714285714285714,,0.75,0.75,,,0.5,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,0.125,,0.125,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,,,,1.0,0.5,0.5,,0.5526,0.1111111111111111,0.5,0.1875,0.3,1.0,,,,,3.0,,1.0,1.0,,,,,1.5,1.5,0.3333333333333333,,,1.0,1.0,,,,0.1875,,,1.0,1.0,2.0,3.0,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,,1.0,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628415-1629634-1630583,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, Brandon Clarke, Santi Aldama","Jones, Kennard, Brooks, Clarke, Aldama",1626145-1628379-1628415-1629634-1630583,MEM,123.0,1,2.0,-5.0,5.0,5.0,10.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,9.0,4.0,2.0,,2.0,2.0,,,,,,4.0,0.6666666666666666,0.4,0.4,0.4,,1.0,,,117.07317073170732,16.6,8.0,16.6,8.0,0.6,0.6666666666666666,0.6666666666666666,0.4,0.4,0.42291999999999996,7.7,25.55,5.0,,,,,,,,,,,,2.0,,,,2.0,3.0,,2.0,,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,4.0,5.0,,,,,0.6666666666666666,0.4,0.4,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,0.4,,,,0.42291999999999996,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628415-1629723-1630214,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, John Konchar, Xavier Tillman","Jones, Kennard, Brooks, Konchar, Tillman",1626145-1628379-1628415-1629723-1630214,MEM,255.0,1,4.0,8.0,9.0,8.0,17.0,,1.0,2.0,7.0,9.0,2.0,17.0,9.0,4.0,2.0,1.0,4.0,6.0,,,,,,13.0,0.7777777777777778,0.7727272727272727,0.7727272727272727,0.18181818181818182,0.5,0.8,,,96.0,12.88888888888889,17.375,12.333333333333334,16.625,0.09090909090909091,,,0.18181818181818182,0.6363636363636364,0.5441409090909091,6.888888888888889,27.25,,,2.0,5.0,2.0,3.0,,,,,1.0,,,1.0,,2.0,,,,,,,3.0,1.0,,1.0,6.0,1.0,,13.0,2.0,3.0,,2.0,1.0,1.0,,,,,,,,,,,1.0,0.5,,0.5,,,,,,,,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,,,0.45454545454545453,0.2727272727272727,,,,,0.5,0.5,1.0,1.0,,,,,0.5,0.68085,,,,,,5.0,2.0,,,2.0,4.0,2.0,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,0.23529411764705882,,,,,10.0,,5.0,3.0,,1.0,,,,,,,,,,0.7142857142857143,0.8333333333333334,,,0.3333333333333333,0.6,,,,,2.0,,,2.0,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628415-1630214-1630217,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, Xavier Tillman, Desmond Bane","Jones, Kennard, Brooks, Tillman, Bane",1626145-1628379-1628415-1630214-1630217,MEM,314.0,3,5.0,,13.0,11.0,24.0,1.0,1.0,3.0,4.0,5.0,6.0,10.0,10.0,4.0,3.0,2.0,6.0,6.0,1.0,1.0,1.0,,1.0,10.0,0.8,0.36363636363636365,0.4166666666666667,0.5454545454545454,1.0,1.0,1.0,,110.06369426751593,12.076923076923077,14.272727272727273,12.076923076923077,14.272727272727273,0.09090909090909091,1.0,1.0,0.2727272727272727,0.8181818181818182,0.5271090909090909,7.12,24.116666666666664,10.0,11.0,,3.0,,1.0,,3.0,,2.0,,,2.0,,2.0,,3.0,4.0,,4.0,1.0,7.0,,,,,2.0,,,4.0,,3.0,1.0,,,,1.0,,1.0,2.0,3.0,1.0,,1.0,6.0,9.0,,,,,0.75,0.375,0.3888888888888889,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,0.2727272727272727,0.09090909090909091,0.2727272727272727,,,,,,,,0.25,,0.25,,,,0.50710625,0.09090909090909091,0.2,0.7,0.7692307692307693,2.0,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,,0.25,0.5,,,,,,4.0,,2.0,1.0,,,,,1.0,,,,,1.0,,0.5,0.5,,,,0.5,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628415-1630214-1630583,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, Xavier Tillman, Santi Aldama","Jones, Kennard, Brooks, Tillman, Aldama",1626145-1628379-1628415-1630214-1630583,MEM,268.0,2,4.0,-5.0,9.0,9.0,18.0,1.0,1.0,4.0,2.0,3.0,5.0,4.0,9.0,,4.0,2.0,5.0,5.0,1.0,1.0,,,,4.0,0.6666666666666666,0.25,0.25,0.625,0.6666666666666666,0.5714285714285714,,1.0,96.71641791044776,15.88888888888889,13.88888888888889,15.88888888888889,13.11111111111111,0.125,1.0,1.0,0.5,0.875,0.57360625,2.8000000000000003,24.98,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,,,0.5,0.5,,,0.25,,0.125,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,4.0,,2.0,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
