EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Transition Take Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyFG2M,PtsPutbacks,AtRimAssists,PenaltyFg2Pct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ShortMidRangeAssists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,BlockedAtRim,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BadPassSteals,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LostBallTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Blocked3s,BlockedCorner3,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Charge Fouls,Arc3PctBlocked,SecondChanceAtRimPctAssisted,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,BlockedArc3,Technical Free Throw Trips,Transition Take Fouls,3SecondViolations,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1627759-1627763-1628369-201143-203935,1610612738,"Jaylen Brown, Malcolm Brogdon, Jayson Tatum, Al Horford, Marcus Smart","Brown, Brogdon, Tatum, Horford, Smart",1627759-1627763-1628369-201143-203935,BOS,4600.0,21,77.0,-46.0,150,151.0,39.0,11.0,301,35.0,4.0,12.0,7.0,26.0,5.0,17.0,1.0,10.0,,,15.0,44.0,1.0,4.0,6.0,12.0,34.0,78.0,16.0,54.0,25.0,141.0,187.0,5.0,8.0,1.0,4.0,2.0,15.0,25.0,6.0,12.0,11.0,51.0,26.0,42.0,18.0,30.0,43.0,15.0,14.0,13.0,6.0,19.0,5.0,1.0,,44.0,5.0,10.0,27.0,16.0,46.0,15.0,61.0,,14.0,3.0,5.0,17.0,1.0,25.0,20.0,33.0,25.0,,,28.0,4.0,11.0,4.0,6.0,5.0,7.0,6.0,126.0,49.0,38.0,3.0,0.38235294117647056,0.41935483870967744,0.375,0.2962962962962963,0.25,0.5,0.3018867924528302,0.4358974358974359,0.625,0.4393939393939394,0.5416666666666666,0.5405405405405406,0.493006993006993,0.5769230769230769,0.6071428571428571,0.4090909090909091,0.1794871794871795,0.19230769230769232,0.7272727272727273,0.23255813953488372,0.8181818181818182,0.14705882352941177,0.7818181818181819,0.19480519480519481,0.3076923076923077,0.2777777777777778,0.08333333333333333,0.16,0.1111111111111111,0.8571428571428571,0.8181818181818182,0.8214285714285714,,94.22608695652173,0.8571428571428571,17.0,13.57615894039735,16.3,13.225165562913908,0.26515151515151514,0.19696969696969696,0.2692307692307692,0.3333333333333333,0.12878787878787878,0.29411764705882354,0.3333333333333333,,0.07575757575757576,0.1,0.1111111111111111,1.0,0.3333333333333333,0.3409090909090909,0.3409090909090909,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,,0.32432432432432434,,,0.32432432432432434,0.5,0.6742424242424242,0.3488372093023256,0.5219800000000001,0.5121875,0.5036875,0.07913669064748201,0.12941176470588237,0.10638297872340426,0.3617021276595745,7.834615384615383,26.994444444444444,0.26,70.0,22.0,4.0,8.0,11.0,6.0,12.0,0.44,0.25,0.6285714285714286,0.7857142857142857,0.5454545454545454,1.0,0.6666666666666666,,,1.0,3.0,8.0,6.0,2.0,1.0,2.0,1.0,6.0,0.2,0.32,0.75,0.8,0.14285714285714285,,,,11.0,,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.018518518518518517,0.11764705882352941,0.1,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628401-1629057-1629684,1610612738,"Jaylen Brown, Malcolm Brogdon, Derrick White, Robert Williams III, Grant Williams","Brown, Brogdon, White, Williams III, Williams",1627759-1627763-1628401-1629057-1629684,BOS,1298.0,8,22.0,11.0,46,47.0,9.0,5.0,93,6.0,1.0,4.0,6.0,13.0,2.0,3.0,2.0,2.0,,,6.0,14.0,,1.0,,2.0,10.0,22.0,8.0,16.0,13.0,57.0,46.0,1.0,2.0,,1.0,,2.0,5.0,,2.0,4.0,8.0,10.0,10.0,24.0,,14.0,6.0,4.0,5.0,8.0,13.0,6.0,2.0,2.0,34.0,1.0,5.0,13.0,7.0,20.0,6.0,26.0,,3.0,,,5.0,,8.0,5.0,8.0,11.0,,,15.0,1.0,6.0,2.0,4.0,2.0,4.0,4.0,55.0,8.0,9.0,2.0,0.5,0.5555555555555556,1.0,0.5,,,0.5,0.45454545454545453,0.5,0.5789473684210527,0.3333333333333333,0.2857142857142857,0.6333333333333333,0.3333333333333333,0.4444444444444444,0.42105263157894735,0.18181818181818182,0.07692307692307693,0.875,0.4166666666666667,1.0,0.125,0.9523809523809523,0.3,0.5,0.42857142857142855,,0.125,,1.0,0.75,1.0,,103.17411402157165,1.0,14.065217391304348,13.851063829787234,13.391304347826088,13.553191489361701,0.15789473684210525,0.34210526315789475,0.46153846153846156,0.5,0.07894736842105263,0.6666666666666666,0.6666666666666666,1.0,0.05263157894736842,1.0,1.0,1.0,0.3684210526315789,0.42857142857142855,0.46153846153846156,1.0,0.3333333333333333,0.3333333333333333,,,0.5714285714285714,,,0.2857142857142857,,0.5789473684210527,0.42857142857142855,0.51375,0.5555666666666667,0.5834,0.13953488372093023,0.2222222222222222,0.03508771929824561,0.14035087719298245,8.340909090909092,25.8875,0.1956521739130435,4.0,2.0,1.0,1.0,2.0,2.0,1.0,0.4,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.25,,,2.0,,3.0,2.0,1.0,,1.0,2.0,,0.5,0.375,,1.0,0.3333333333333333,,,,3.0,,,1.0,,2.0,,1.0,,2.0,2.0,,,0.0625,,,2.0,0.07142857142857142,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628401-1629057-1630202,1610612738,"Jaylen Brown, Malcolm Brogdon, Derrick White, Robert Williams III, Payton Pritchard","Brown, Brogdon, White, Williams III, Pritchard",1627759-1627763-1628401-1629057-1630202,BOS,234.0,2,4.0,-4.0,5,6.0,,,11,1.0,,,,3.0,,1.0,,,,,1.0,1.0,,,,,1.0,5.0,1.0,1.0,,5.0,9.0,,,,,,,,,,,,2.0,,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,5.0,,1.0,1.0,,2.0,1.0,3.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,5.0,,,,1.0,1.0,1.0,1.0,,,1.0,0.2,,0.4166666666666667,,,0.4166666666666667,,,0.16666666666666666,0.2,0.3333333333333333,,0.3333333333333333,1.0,,1.0,0.3333333333333333,,,1.0,,,,,,,67.6923076923077,,28.2,15.5,27.6,15.5,0.16666666666666666,0.5,,,0.16666666666666666,,,,,,,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,0.3333333333333333,1.0,0.43448333333333333,,,,,,,8.98,25.9,,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628401-1629057-1630573,1610612738,"Jaylen Brown, Malcolm Brogdon, Derrick White, Robert Williams III, Sam Hauser","Brown, Brogdon, White, Williams III, Hauser",1627759-1627763-1628401-1629057-1630573,BOS,270.0,3,4.0,3.0,9,9.0,,2.0,18,1.0,1.0,,2.0,4.0,2.0,3.0,,,,,2.0,4.0,1.0,1.0,,,5.0,8.0,2.0,4.0,,16.0,13.0,1.0,2.0,1.0,1.0,,5.0,,,,,,6.0,4.0,6.0,,4.0,2.0,1.0,3.0,2.0,5.0,2.0,,1.0,12.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,,,,,,,,1.0,1.0,3.0,2.0,,,,,,,,,,11.0,,,,0.6,0.75,1.0,0.5,1.0,,0.5,0.625,0.5,0.6666666666666666,0.8333333333333334,,0.6666666666666666,0.8333333333333334,,0.3333333333333333,0.125,0.25,1.0,0.6666666666666666,1.0,0.5,1.0,0.6,,1.0,,0.5,,,1.0,1.0,,96.0,,14.11111111111111,15.88888888888889,11.88888888888889,15.88888888888889,0.08333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.6666666666666666,0.6666666666666666,0.5,,,,,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,0.4166666666666667,0.5,0.4909681818181818,0.5800833333333334,,,,0.3125,,10.45,29.425,,5.0,1.0,1.0,,,2.0,,,,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628401-1629057-201143,1610612738,"Jaylen Brown, Malcolm Brogdon, Derrick White, Robert Williams III, Al Horford","Brown, Brogdon, White, Williams III, Horford",1627759-1627763-1628401-1629057-201143,BOS,478.0,5,8.0,-6.0,16,18.0,,1.0,34,3.0,1.0,,1.0,2.0,2.0,3.0,1.0,2.0,,,2.0,5.0,,,,,6.0,8.0,3.0,7.0,1.0,22.0,28.0,1.0,1.0,,,,2.0,,,,,,6.0,6.0,9.0,,5.0,2.0,2.0,3.0,3.0,6.0,2.0,1.0,1.0,15.0,1.0,1.0,1.0,3.0,4.0,2.0,6.0,,2.0,1.0,1.0,3.0,,3.0,2.0,4.0,4.0,,,2.0,,1.0,,,,,,20.0,,,,0.5,0.6,1.0,0.42857142857142855,,,0.42857142857142855,0.75,1.0,0.7,1.0,,0.6875,1.0,,0.4666666666666667,0.25,0.5,1.0,0.5,0.5,0.25,0.8,0.3333333333333333,,,1.0,0.3333333333333333,,,1.0,0.5,,102.42677824267783,,14.9375,13.277777777777779,14.8125,13.166666666666666,0.2,0.13333333333333333,0.5,1.0,0.2,0.6666666666666666,1.0,0.5,0.13333333333333333,0.5,0.5,1.0,0.3333333333333333,0.4,0.4,1.0,1.0,,,,,,,,,0.6666666666666666,0.4,0.5526933333333334,,,0.0625,0.1111111111111111,0.09090909090909091,,8.625,25.957142857142856,,2.0,3.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,0.3333333333333333,1.0,,,,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628401-1629057-203488,1610612738,"Jaylen Brown, Malcolm Brogdon, Derrick White, Robert Williams III, Mike Muscala","Brown, Brogdon, White, Williams III, Muscala",1627759-1627763-1628401-1629057-203488,BOS,77.0,1,1.0,3.0,3,2.0,,1.0,5,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,2.0,1.0,1.0,2.0,5.0,2.0,,,,,2.0,2.0,,,,,,,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,3.0,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,3.0,,,,,,1.0,1.0,,,1.0,,,0.5,,,0.625,1.0,,0.3333333333333333,,,,0.5,1.0,,1.0,0.5,1.0,,,,,,,1.0,,93.5064935064935,,16.0,14.5,15.333333333333334,14.5,0.3333333333333333,,,,0.3333333333333333,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,0.6666666666666666,1.0,0.4857,,,0.25,0.3333333333333333,0.4,,10.85,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628401-1629057-203935,1610612738,"Jaylen Brown, Malcolm Brogdon, Derrick White, Robert Williams III, Marcus Smart","Brown, Brogdon, White, Williams III, Smart",1627759-1627763-1628401-1629057-203935,BOS,811.0,7,14.0,-8.0,28,24.0,9.0,3.0,52,6.0,1.0,3.0,1.0,6.0,,2.0,1.0,3.0,1.0,2.0,1.0,7.0,,,1.0,2.0,3.0,14.0,2.0,10.0,6.0,18.0,26.0,1.0,1.0,,1.0,2.0,4.0,4.0,2.0,4.0,2.0,10.0,4.0,2.0,6.0,,7.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,,10.0,1.0,2.0,3.0,5.0,8.0,3.0,11.0,,4.0,2.0,1.0,3.0,,5.0,2.0,6.0,4.0,,,6.0,,3.0,,3.0,2.0,3.0,1.0,14.0,10.0,9.0,,0.6666666666666666,0.6666666666666666,1.0,0.2,,0.5,0.2,0.21428571428571427,1.0,0.25,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.4166666666666667,0.21428571428571427,0.16666666666666666,0.7142857142857143,0.2,0.6,0.14285714285714285,0.6666666666666666,0.17647058823529413,0.25,0.25,,0.16666666666666666,,0.5,0.75,0.5,,92.33045622688039,0.3333333333333333,16.607142857142858,14.416666666666666,16.071428571428573,12.958333333333334,0.25,0.25,0.16666666666666666,0.2,0.08333333333333333,,,,0.125,0.3333333333333333,0.3333333333333333,1.0,0.2916666666666667,0.14285714285714285,0.14285714285714285,1.0,0.5,,,,0.375,0.25,0.5,0.25,0.5,0.6666666666666666,0.14285714285714285,0.5021291666666666,0.3929,0.5413625,0.1111111111111111,0.17647058823529413,0.2222222222222222,0.5555555555555556,7.357142857142857,25.32,0.32142857142857145,6.0,2.0,1.0,1.0,1.0,,2.0,0.25,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,,1.0,,,2.0,,1.0,,,1.0,,0.3333333333333333,0.4,,1.0,,0.5,,,2.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628401-1629684-201143,1610612738,"Jaylen Brown, Malcolm Brogdon, Derrick White, Grant Williams, Al Horford","Brown, Brogdon, White, Williams, Horford",1627759-1627763-1628401-1629684-201143,BOS,604.0,6,10.0,3.0,21,18.0,2.0,2.0,39,5.0,1.0,,2.0,4.0,,1.0,1.0,1.0,,,2.0,6.0,,1.0,,,4.0,10.0,3.0,7.0,5.0,22.0,19.0,1.0,2.0,,1.0,,2.0,2.0,,,1.0,3.0,4.0,4.0,9.0,,6.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,,13.0,2.0,1.0,3.0,6.0,9.0,3.0,12.0,,,,,2.0,,3.0,2.0,3.0,7.0,2.0,,7.0,1.0,4.0,,1.0,1.0,1.0,1.0,20.0,3.0,2.0,,0.5,0.6666666666666666,1.0,0.42857142857142855,,,0.42857142857142855,0.4,0.5,0.5,0.3333333333333333,0.5,0.55,0.3333333333333333,0.75,0.4117647058823529,0.2,,0.75,0.16666666666666666,1.0,0.5,0.8181818181818182,0.3,0.3333333333333333,,,0.5,,0.5,1.0,1.0,,92.98013245033113,1.0,15.095238095238095,15.944444444444445,13.952380952380953,15.833333333333334,0.29411764705882354,0.23529411764705882,0.5,0.5,0.058823529411764705,,,,0.058823529411764705,1.0,1.0,1.0,0.35294117647058826,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,0.7058823529411765,0.3333333333333333,0.5097205882352941,0.47885,0.41935,0.2,0.3076923076923077,0.09090909090909091,0.13636363636363635,5.91,26.214285714285715,0.09523809523809523,,2.0,1.0,,1.0,2.0,1.0,0.5,1.0,0.4,0.6666666666666666,0.5,1.0,,,,1.0,,1.0,1.0,,,,,,0.4,0.3333333333333333,,1.0,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628401-1629684-203935,1610612738,"Jaylen Brown, Malcolm Brogdon, Derrick White, Grant Williams, Marcus Smart","Brown, Brogdon, White, Williams, Smart",1627759-1627763-1628401-1629684-203935,BOS,33.0,1,1.0,1.0,1,1.0,1.0,,2,,,,,,,,,,,,1.0,2.0,,,1.0,2.0,,,1.0,2.0,,3.0,2.0,,,,,,,,1.0,2.0,,3.0,,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,1.0,0.5,,0.5,1.0,,,0.75,,0.75,0.75,,0.75,1.0,,,,,,,,,,,,,,,,,,87.27272727272727,,12.0,21.0,12.0,21.0,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,1.0,0.5,1.0,1.0,0.45825,,0.45825,,,,1.0,,36.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628401-201143-201933,1610612738,"Jaylen Brown, Malcolm Brogdon, Derrick White, Al Horford, Blake Griffin","Brown, Brogdon, White, Horford, Griffin",1627759-1627763-1628401-201143-201933,BOS,107.0,1,2.0,5.0,4,3.0,,1.0,7,3.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,2.0,4.0,1.0,1.0,,7.0,2.0,1.0,1.0,,,,2.0,,,,,,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,5.0,,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,5.0,,,,0.5,0.5,1.0,1.0,,,1.0,0.5,1.0,0.7,1.0,,0.7,1.0,,0.2,0.25,,0.5,0.5,1.0,,0.6666666666666666,0.5,0.5,,,,,,1.0,1.0,,94.2056074766355,,9.0,23.666666666666668,8.25,20.0,0.6,0.2,1.0,1.0,,,,,,,,,0.2,1.0,1.0,1.0,1.0,,,,,,,,,0.8,1.0,0.51688,0.6661,,,,0.2857142857142857,,3.0,30.0,,,1.0,1.0,,,,,,,0.3333333333333333,0.5,,1.0,,,,1.0,,,,,,,1.0,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628401-201143-203935,1610612738,"Jaylen Brown, Malcolm Brogdon, Derrick White, Al Horford, Marcus Smart","Brown, Brogdon, White, Horford, Smart",1627759-1627763-1628401-201143-203935,BOS,216.0,2,4.0,-1.0,8,7.0,4.0,2.0,15,1.0,,,2.0,3.0,1.0,2.0,,1.0,,1.0,,,,,,,4.0,6.0,,1.0,,8.0,9.0,1.0,1.0,,1.0,,2.0,4.0,,1.0,,4.0,,8.0,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,,,2.0,,3.0,1.0,3.0,,,,,,,,1.0,1.0,1.0,,6.0,4.0,4.0,,,,,,,,,0.6666666666666666,1.0,0.5714285714285714,0.5,0.4,0.5714285714285714,0.5,0.4,0.14285714285714285,,,0.3333333333333333,1.0,0.5,,0.4,0.6666666666666666,,1.0,1.0,,,,0.3333333333333333,1.0,0.3333333333333333,100.0,,15.75,12.857142857142858,14.25,11.714285714285714,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.5,0.5,,0.14285714285714285,,,,,,,,,,,,,0.2,,,,0.2857142857142857,,0.48187142857142856,0.5276,0.48528000000000004,,,0.25,0.5,9.65,22.9,0.5,,1.0,,,2.0,,,0.5,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,2.0,,,,0.3333333333333333,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1629057-1629684-1630573,1610612738,"Jaylen Brown, Malcolm Brogdon, Robert Williams III, Grant Williams, Sam Hauser","Brown, Brogdon, Williams III, Williams, Hauser",1627759-1627763-1629057-1629684-1630573,BOS,228.0,1,4.0,1.0,9,8.0,,3.0,17,3.0,3.0,,2.0,3.0,,,,1.0,,,,2.0,,,,,4.0,6.0,,3.0,3.0,11.0,10.0,3.0,4.0,,,,6.0,,,,,,2.0,6.0,,,2.0,,,1.0,,1.0,,,,2.0,1.0,2.0,2.0,,3.0,3.0,6.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,,,4.0,,2.0,,,,,,5.0,,,,0.25,0.5,,,,,,0.6666666666666666,0.75,0.4444444444444444,0.75,,0.5,0.75,,0.3333333333333333,,,,1.0,1.0,0.3333333333333333,1.0,0.6,1.0,1.0,,0.5,,,,1.0,0.2,107.36842105263159,,14.88888888888889,11.75,12.666666666666666,11.75,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,0.1111111111111111,,,,0.2222222222222222,,,,0.75,,,,,,,,,0.6666666666666666,,0.579338888888889,0.6260666666666667,,0.18181818181818182,0.25,0.5454545454545454,,5.233333333333333,24.5,,,2.0,2.0,,,4.0,,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1629057-1629684-203935,1610612738,"Jaylen Brown, Malcolm Brogdon, Robert Williams III, Grant Williams, Marcus Smart","Brown, Brogdon, Williams III, Williams, Smart",1627759-1627763-1629057-1629684-203935,BOS,879.0,6,15.0,8.0,29,29.0,5.0,3.0,58,8.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,13.0,,,,2.0,12.0,16.0,5.0,14.0,4.0,43.0,35.0,1.0,2.0,,,2.0,4.0,2.0,1.0,3.0,2.0,5.0,8.0,16.0,12.0,3.0,12.0,4.0,2.0,4.0,4.0,8.0,3.0,1.0,,20.0,2.0,1.0,5.0,5.0,12.0,3.0,15.0,,1.0,1.0,,,,1.0,5.0,7.0,2.0,,,4.0,,2.0,,2.0,1.0,2.0,1.0,39.0,5.0,5.0,,0.3333333333333333,0.3333333333333333,0.8,0.35714285714285715,,0.3333333333333333,0.38461538461538464,0.75,0.5,0.65,0.5,0.3,0.671875,0.6666666666666666,0.4166666666666667,0.4666666666666667,0.125,0.14285714285714285,0.625,0.25,0.8333333333333334,0.25,0.7142857142857143,0.25,,1.0,,0.25,,0.6666666666666666,0.5,1.0,,95.01706484641637,0.5,15.379310344827585,14.931034482758621,14.551724137931034,14.586206896551724,0.26666666666666666,0.23333333333333334,0.8571428571428571,1.0,0.03333333333333333,1.0,1.0,,0.03333333333333333,1.0,1.0,1.0,0.43333333333333335,0.3076923076923077,0.3076923076923077,0.75,0.5,,,,0.2,0.2,1.0,0.4,,0.7333333333333333,0.3333333333333333,0.5010275862068966,0.4136,0.46775,0.0625,0.1111111111111111,0.09302325581395349,0.11627906976744186,5.4125,27.857142857142858,0.1724137931034483,1.0,5.0,,,,,2.0,,,0.625,0.7142857142857143,0.4,,,,,2.0,2.0,1.0,1.0,1.0,,,1.0,,0.125,1.0,1.0,0.6666666666666666,0.3333333333333333,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1629057-1630202-203935,1610612738,"Jaylen Brown, Malcolm Brogdon, Robert Williams III, Payton Pritchard, Marcus Smart","Brown, Brogdon, Williams III, Pritchard, Smart",1627759-1627763-1629057-1630202-203935,BOS,75.0,1,1.0,,2,2.0,,,4,1.0,,,,1.0,,,,,,,,,,,,,1.0,2.0,,,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,0.5,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,76.8,,11.5,26.0,11.5,26.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.45935,,,,,,,4.1,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
