EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,Charge Fouls,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTDefRebounds,ShootingFouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGA,PenaltyArc3Frequency,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,FTOffRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,AtRimPctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,PenaltyArc3Accuracy,SecondChanceTurnovers,OffCorner3ReboundPct,PenaltyCorner3FGM,HeaveAttempts,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,PenaltyCorner3Accuracy,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,Corner3PctBlocked,BlockedArc3,OffensiveGoaltends,Transition Take Fouls,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,Transition Take Fouls Drawn,Clear Path Fouls,team_id,year,season,team_vs
1627759-1627763-1628369-1628401-1628436,1610612738,"Jaylen Brown, Malcolm Brogdon, Jayson Tatum, Derrick White, Luke Kornet","Brown, Brogdon, Tatum, White, Kornet",1627759-1627763-1628369-1628401-1628436,BOS,308.0,1,5.0,-2.0,11.0,11.0,3.0,2.0,22.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,6.0,8.0,3.0,12.0,14.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,6.0,6.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,4.0,3.0,0.5,0.75,0.75,1.0,0.6666666666666666,0.5454545454545454,1.0,0.5,0.5454545454545454,1.0,0.5,0.2727272727272727,0.4,1.0,0.5,0.42857142857142855,0.4,1.0,0.4,1.0,0.2,102.85714285714285,14.0,14.0,13.909090909090908,10.727272727272727,0.18181818181818182,1.0,1.0,0.5,0.36363636363636365,0.5,0.5,0.5,0.18181818181818182,1.0,1.0,0.5,0.18181818181818182,0.09090909090909091,0.5,1.0,0.5,1.0,0.25,0.45454545454545453,0.4910136363636364,0.5022,0.51955,0.3333333333333333,0.3333333333333333,7.3375,24.333333333333332,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,False
1627759-1627763-1628369-1628401-1629057,1610612738,"Jaylen Brown, Malcolm Brogdon, Jayson Tatum, Derrick White, Robert Williams III","Brown, Brogdon, Tatum, White, Williams III",1627759-1627763-1628369-1628401-1629057,BOS,495.0,6,8.0,,14.0,14.0,,3.0,28.0,1.0,3.0,,1.0,,,1.0,3.0,,1.0,2.0,,7.0,2.0,7.0,9.0,13.0,13.0,,2.0,6.0,,,,,,4.0,,7.0,,2.0,,,,6.0,2.0,1.0,3.0,6.0,6.0,12.0,,1.0,1.0,2.0,2.0,2.0,3.0,,,,,7.0,,,,,0.2857142857142857,,,0.3125,0.5,,0.34210526315789475,0.5,,0.5625,0.6,0.4,0.3333333333333333,0.5,0.5,0.5,0.6666666666666666,,,81.45454545454545,19.357142857142858,16.0,17.142857142857142,14.857142857142858,0.1875,0.3333333333333333,0.3333333333333333,,0.1875,0.3333333333333333,1.0,,0.0625,,,,0.125,0.4375,0.16666666666666666,,,,,0.75,0.5187125,0.4917,,0.46153846153846156,,6.685714285714285,25.655555555555555,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,5.0,1.0,6.0,3.0,1.0,0.2222222222222222,0.5,0.2222222222222222,0.2857142857142857,0.6666666666666666,1.0,0.5714285714285714,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5,0.5,1.0,0.14285714285714285,0.14285714285714285,1.0,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,0.14285714285714285,0.15789473684210525,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,False
1627759-1627763-1628369-1628401-1629684,1610612738,"Jaylen Brown, Malcolm Brogdon, Jayson Tatum, Derrick White, Grant Williams","Brown, Brogdon, Tatum, White, Williams",1627759-1627763-1628369-1628401-1629684,BOS,256.0,1,4.0,2.0,8.0,7.0,,,15.0,1.0,2.0,,,,,1.0,1.0,,1.0,,,2.0,2.0,4.0,2.0,9.0,7.0,,,,,,,,2.0,2.0,,2.0,1.0,1.0,1.0,,,2.0,,3.0,1.0,4.0,,4.0,,,,,,,,,,,,9.0,,,0.5,0.5,0.5,,,0.3333333333333333,,,0.5625,,,0.3333333333333333,1.0,,0.75,0.8,,,1.0,1.0,,84.375,13.625,21.0,13.625,20.571428571428573,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,,,0.3333333333333333,,,,,,0.6666666666666666,0.49505,,,,,8.95,26.8,,,,,,,,,5.0,,,,,,,,,,,,3.0,,5.0,1.0,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,0.25,0.2,7.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,False
1627759-1627763-1628369-1628401-1630573,1610612738,"Jaylen Brown, Malcolm Brogdon, Jayson Tatum, Derrick White, Sam Hauser","Brown, Brogdon, Tatum, White, Hauser",1627759-1627763-1628369-1628401-1630573,BOS,9.0,1,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,1.0,,,,,160.0,9.0,,8.0,,0.5,,,,,,,,,,,,,0.5,1.0,,0.5,,,1.0,0.5735,,0.5735,,,,26.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,False
1627759-1627763-1628369-1628401-201143,1610612738,"Jaylen Brown, Malcolm Brogdon, Jayson Tatum, Derrick White, Al Horford","Brown, Brogdon, Tatum, White, Horford",1627759-1627763-1628369-1628401-201143,BOS,2690.0,17,45.0,2.0,97.0,91.0,10.0,5.0,188.0,16.0,27.0,,,2.0,3.0,9.0,15.0,4.0,9.0,4.0,,26.0,29.0,51.0,30.0,113.0,111.0,1.0,2.0,10.0,3.0,5.0,3.0,12.0,26.0,32.0,2.0,26.0,13.0,21.0,11.0,1.0,1.0,50.0,3.0,10.0,20.0,32.0,5.0,37.0,,7.0,4.0,1.0,6.0,12.0,24.0,,8.0,4.0,8.0,103.0,12.0,10.0,0.4482758620689655,0.4642857142857143,0.5686274509803921,0.5,0.6,0.5802469135802469,1.0,0.5625,0.6222222222222222,1.0,0.6,0.37037037037037035,0.7407407407407407,0.13636363636363635,0.7692307692307693,0.75,0.1,0.16666666666666666,0.7692307692307693,1.0,,100.63940520446096,14.690721649484535,13.901098901098901,14.494845360824742,13.351648351648352,0.3333333333333333,0.5925925925925926,0.6153846153846154,0.6875,0.18518518518518517,0.6,0.6428571428571429,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.25,0.04938271604938271,0.32098765432098764,,,0.375,0.6666666666666666,,0.7037037037037037,0.5248067901234569,0.5045499999999999,0.47614999999999996,0.08849557522123894,0.10619469026548672,6.184313725490196,25.633333333333333,0.10309278350515463,3.0,1.0,1.0,9.0,1.0,1.0,12.0,19.0,2.0,2.0,24.0,9.0,2.0,8.0,5.0,3.0,1.0,2.0,11.0,18.0,2.0,23.0,11.0,0.6666666666666666,0.4,1.0,0.4,0.0392156862745098,0.06666666666666667,1.0,0.05555555555555555,0.18181818181818182,0.058823529411764705,0.6666666666666666,0.75,0.75,0.75,1.0,0.34615384615384615,0.34615384615384615,0.5555555555555556,0.25,1.0,1.0,0.25,1.0,1.0,0.34615384615384615,0.125,0.1896551724137931,11.0,,,3.0,0.375,1.0,2.0,1.0,3.0,12.0,1.0,3.0,6.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,0.3333333333333333,0.037037037037037035,0.5,0.5,0.8,0.625,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,False
1627759-1627763-1628369-1628401-201933,1610612738,"Jaylen Brown, Malcolm Brogdon, Jayson Tatum, Derrick White, Blake Griffin","Brown, Brogdon, Tatum, White, Griffin",1627759-1627763-1628369-1628401-201933,BOS,84.0,2,1.0,-4.0,3.0,4.0,,2.0,7.0,,,,,,,,1.0,,,,,1.0,,1.0,1.0,2.0,6.0,,,2.0,,,,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,0.5,,1.0,,,0.5,1.0,,,,120.00000000000001,10.333333333333334,13.25,9.0,13.25,,,,,0.5,,,,,,,,,0.5,,,,,,0.5,0.49935,,,1.0,,5.0,24.3,,,,,,,,,2.0,,,,,1.0,,,,,,2.0,1.0,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,1.0,0.5,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,False
1627759-1627763-1628369-1628401-203935,1610612738,"Jaylen Brown, Malcolm Brogdon, Jayson Tatum, Derrick White, Marcus Smart","Brown, Brogdon, Tatum, White, Smart",1627759-1627763-1628369-1628401-203935,BOS,166.0,2,3.0,1.0,7.0,7.0,,,14.0,,,,,,,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,3.0,2.0,7.0,6.0,,,,,,,,,4.0,,1.0,,1.0,,,,3.0,,1.0,1.0,2.0,,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,7.0,,,,,0.6666666666666666,,,0.7,,,0.7,,,0.4,1.0,,1.0,1.0,,,1.0,1.0,,121.44578313253012,10.571428571428571,13.142857142857142,10.571428571428571,13.142857142857142,,,,,0.4,0.5,0.5,,0.2,1.0,1.0,,0.2,0.2,,,,,,0.4,0.48947,,,,,9.433333333333334,26.05,,1.0,,,,,,1.0,,,,3.0,,,1.0,,1.0,,,1.0,,,,,1.0,0.5,,0.5,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,False
1627759-1627763-1628369-1628401-203943,1610612738,"Jaylen Brown, Malcolm Brogdon, Jayson Tatum, Derrick White, Noah Vonleh","Brown, Brogdon, Tatum, White, Vonleh",1627759-1627763-1628369-1628401-203943,BOS,74.0,1,1.0,4.0,3.0,2.0,,2.0,5.0,1.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,1.0,2.0,4.0,2.0,4.0,,2.0,3.0,4.0,,,,,,4.0,2.0,1.0,,,,,,,2.0,1.0,1.0,2.0,3.0,5.0,1.0,,,,,,,,1.0,,1.0,,,,,,0.5,0.6666666666666666,,0.3333333333333333,0.6666666666666666,,0.3333333333333333,0.6666666666666666,,0.3333333333333333,1.0,1.0,1.0,1.0,0.75,1.0,,,0.25,97.29729729729729,15.0,14.5,14.0,14.5,0.3333333333333333,0.5,0.5,,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,,,,0.6666666666666666,0.5580999999999999,0.54065,,1.0,,6.475,24.05,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,False
1627759-1627763-1628369-1628436-1629684,1610612738,"Jaylen Brown, Malcolm Brogdon, Jayson Tatum, Luke Kornet, Grant Williams","Brown, Brogdon, Tatum, Kornet, Williams",1627759-1627763-1628369-1628436-1629684,BOS,456.0,5,8.0,-6.0,15.0,14.0,8.0,2.0,29.0,1.0,1.0,,,,,,3.0,,1.0,3.0,2.0,4.0,1.0,5.0,7.0,13.0,19.0,,,2.0,,2.0,5.0,5.0,2.0,,,3.0,1.0,3.0,1.0,,,8.0,,1.0,3.0,4.0,2.0,6.0,,,,,2.0,2.0,4.0,,,,,11.0,5.0,8.0,1.0,1.0,0.2,,,0.3333333333333333,,0.21428571428571427,0.43333333333333335,1.0,0.3125,0.5833333333333334,0.75,,0.5,0.6666666666666666,0.25,,0.5,,,91.57894736842105,17.933333333333334,13.357142857142858,17.4,12.428571428571429,0.08333333333333333,1.0,1.0,1.0,0.25,,,,0.08333333333333333,,,,0.25,0.3333333333333333,,,,,0.2857142857142857,0.6666666666666666,0.4414409090909091,,0.45032500000000003,0.15384615384615385,0.38461538461538464,9.76,28.500000000000004,0.5333333333333333,2.0,,,,,,2.0,5.0,,,6.0,,,2.0,,2.0,2.0,,2.0,4.0,,6.0,2.0,1.0,0.2857142857142857,,0.3333333333333333,,,,0.5,,0.6666666666666666,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,0.14285714285714285,0.2857142857142857,5.0,,,3.0,0.42857142857142855,,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,0.2,,,,1.0,,,1.0,,1.0,1.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,False
1627759-1627763-1628369-1628436-1630573,1610612738,"Jaylen Brown, Malcolm Brogdon, Jayson Tatum, Luke Kornet, Sam Hauser","Brown, Brogdon, Tatum, Kornet, Hauser",1627759-1627763-1628369-1628436-1630573,BOS,176.0,2,3.0,3.0,5.0,6.0,2.0,,11.0,,,,,,,,,,,,,4.0,,,4.0,9.0,6.0,,,,,,1.0,6.0,,,,4.0,,,,,,,,1.0,2.0,4.0,,4.0,,,,,,,2.0,,,,,9.0,6.0,2.0,,,,,,0.75,,1.5,0.9,,1.5,1.0,0.2857142857142857,,0.3333333333333333,0.3,,,,,,90.0,14.6,17.166666666666668,14.6,13.166666666666666,,,,,,,,,,,,,,1.0,,,,,,1.0,0.5014875,,0.3846,,0.6666666666666666,,25.55,0.4,,,,2.0,,,2.0,3.0,,,,2.0,,,,,,1.0,1.0,2.0,,3.0,,,0.5,,0.5,,,1.0,,,,0.3333333333333333,0.3333333333333333,,,,0.5,0.5,,,,,,,,0.5,0.2,,6.0,1.0,0.2,1.0,1.0,1.0,,1.0,3.0,6.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,False
