EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,LongMidRangeFGA,ShootingFouls,Fouls,Offensive Fouls Drawn,BlockedAtRim,LongMidRangePctBlocked,LongMidRangeFrequency,PenaltyCorner3FGA,PenaltyFG3A,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,PenaltyCorner3Frequency,LongMidRangeFGM,PenaltyArc3FGA,Charge Fouls,Offensive Fouls,3SecondViolations,AtRimPctBlocked,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,Loose Ball Fouls Drawn,Transition Take Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,LostBallTurnovers,SecondChanceTurnovers,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceFG3M,FTOffRebounds,FTDefRebounds,Charge Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,DefFTReboundPct,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Travels,BlockedCorner3,StepOutOfBoundsTurnovers,OffensiveGoaltends,DefensiveGoaltends,Arc3PctBlocked,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1627750-1628971-1629008-1631128-201145,1610612743,"Jamal Murray, Bruce Brown, Michael Porter Jr., Christian Braun, Jeff Green","Murray, Brown, Porter Jr., Braun, Green",1627750-1628971-1629008-1631128-201145,DEN,333.0,3,6.0,7.0,10.0,8.0,1.0,1.0,1.0,18,4.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,6.0,1.0,4.0,4.0,17.0,10.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,4.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,2.0,4.0,15.0,3.0,1.0,0.6,0.6,1.0,0.25,0.25,0.8333333333333334,1.0,0.65,1.0,0.7083333333333334,0.5,0.75,0.4,0.6666666666666666,1.0,0.6666666666666666,0.75,0.5,1.0,0.5,1.0,1.0,77.83783783783784,18.6,18.375,16.5,18.375,0.4,1.0,1.0,0.75,0.2,0.5,0.5,0.3,0.3333333333333333,0.3333333333333333,1.0,0.1,1.0,0.8,0.548055,0.4318,0.3333333333333333,0.5,0.11764705882352941,0.17647058823529413,4.433333333333334,26.05,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628971-1629008-1631128-201599,1610612743,"Jamal Murray, Bruce Brown, Michael Porter Jr., Christian Braun, DeAndre Jordan","Murray, Brown, Porter Jr., Braun, Jordan",1627750-1628971-1629008-1631128-201599,DEN,181.0,1,3.0,2.0,7.0,7.0,5.0,6.0,1.0,14,2.0,3.0,,4.0,,,,,2.0,7.0,,,2.0,6.0,4.0,,,2.0,1.0,6.0,,2.0,,4.0,,,,,,,,,,1.0,1.0,2.0,2.0,4.0,1.0,,,,1.0,1.0,2.0,,1.0,4.0,2.0,5.0,,,,,,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.16666666666666666,0.375,0.5,0.16666666666666666,,0.5,0.5,,0.5,0.4,,,1.0,,111.38121546961327,12.142857142857142,13.714285714285714,12.142857142857142,13.428571428571429,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.5714285714285714,,,,,,,,,0.42857142857142855,0.48165714285714284,0.48936666666666667,0.125,0.125,0.3333333333333333,0.3333333333333333,5.857142857142857,,0.7142857142857143,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.14285714285714285,0.25,1.0,0.4,1.0,0.25,0.5,0.25,0.5,1.0,0.5,0.3333333333333333,0.5,0.5948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628971-1629008-1631128-203932,1610612743,"Jamal Murray, Bruce Brown, Michael Porter Jr., Christian Braun, Aaron Gordon","Murray, Brown, Porter Jr., Braun, Gordon",1627750-1628971-1629008-1631128-203932,DEN,207.0,2,3.0,3.0,7.0,7.0,,,,14,,,2.0,2.0,,1.0,1.0,,2.0,3.0,,2.0,4.0,8.0,5.0,,,,,,,,,4.0,,1.0,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,4.0,4.0,,2.0,8.0,,,,,,,,0.6666666666666666,,0.4,,0.5714285714285714,,,0.4,0.3333333333333333,1.0,,0.5,,,,1.0,,97.39130434782608,14.0,15.571428571428571,14.0,15.0,,,,,0.4,1.0,1.0,0.2,,,,0.2,,0.4,0.45858,,0.2857142857142857,0.4,,,10.333333333333334,24.4,,,,,,,,,1.0,,,,,,,2.0,,,2.0,,,,0.3333333333333333,,,,,,1.0,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628971-1629008-1631128-203999,1610612743,"Jamal Murray, Bruce Brown, Michael Porter Jr., Christian Braun, Nikola Jokic","Murray, Brown, Porter Jr., Braun, Jokic",1627750-1628971-1629008-1631128-203999,DEN,231.0,3,4.0,-2.0,9.0,8.0,6.0,6.0,1.0,17,1.0,1.0,3.0,3.0,,1.0,1.0,,4.0,4.0,,2.0,,8.0,10.0,,,2.0,2.0,2.0,,4.0,8.0,,,1.0,4.0,,4.0,,1.0,8.0,,,2.0,2.0,,2.0,,,,1.0,1.0,1.0,,,,6.0,4.0,6.0,1.0,1.0,,,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.4,,,0.3333333333333333,,,,1.0,,105.97402597402598,11.222222222222221,16.25,10.333333333333334,15.875,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,0.16666666666666666,,,,0.16666666666666666,,0.5,0.5051833333333333,0.53475,,,0.25,0.5,8.5,24.75,0.6666666666666666,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,0.3333333333333333,1.0,0.431,,1.0,4.0,1.0,,,,1.0,1.0,3.0,1.0,1.0,2.0,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628971-1629008-201145-201599,1610612743,"Jamal Murray, Bruce Brown, Michael Porter Jr., Jeff Green, DeAndre Jordan","Murray, Brown, Porter Jr., Green, Jordan",1627750-1628971-1629008-201145-201599,DEN,8.0,1,,,,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628971-1629008-201145-203932,1610612743,"Jamal Murray, Bruce Brown, Michael Porter Jr., Jeff Green, Aaron Gordon","Murray, Brown, Porter Jr., Green, Gordon",1627750-1628971-1629008-201145-203932,DEN,931.0,8,16.0,-6.0,29.0,31.0,6.0,,2.0,60,7.0,9.0,3.0,5.0,1.0,4.0,5.0,,11.0,17.0,1.0,9.0,6.0,31.0,37.0,,,2.0,2.0,2.0,2.0,6.0,14.0,8.0,3.0,5.0,7.0,1.0,8.0,1.0,6.0,17.0,1.0,6.0,2.0,8.0,2.0,10.0,4.0,4.0,,3.0,3.0,6.0,8.0,4.0,6.0,29.0,6.0,6.0,0.6363636363636364,0.6363636363636364,1.0,0.1111111111111111,0.1111111111111111,0.6470588235294118,1.0,0.4807692307692308,0.5,0.5535714285714286,0.5,0.6,0.34615384615384615,0.6666666666666666,0.8571428571428571,0.125,0.8,0.14285714285714285,0.2,,0.5,0.5,92.80343716433941,13.96551724137931,16.967741935483872,13.689655172413794,16.774193548387096,0.34615384615384615,0.7777777777777778,0.875,0.8571428571428571,0.19230769230769232,0.6,0.6,0.15384615384615385,0.25,0.25,1.0,0.19230769230769232,,0.6923076923076923,0.5309903846153846,0.5897125,0.21428571428571427,0.3157894736842105,0.06451612903225806,0.1935483870967742,6.905882352941177,25.38888888888889,0.20689655172413793,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,0.5,0.5,0.058823529411764705,,,0.16666666666666666,0.5,,1.0,,,0.5,1.0,0.5,1.0,0.7536,3.0,3.0,10.0,,,,0.11538461538461539,1.0,2.0,1.0,,1.0,,,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628971-1629008-201145-203999,1610612743,"Jamal Murray, Bruce Brown, Michael Porter Jr., Jeff Green, Nikola Jokic","Murray, Brown, Porter Jr., Green, Jokic",1627750-1628971-1629008-201145-203999,DEN,2151.0,19,36.0,-29.0,70.0,73.0,14.0,22.0,3.0,143,3.0,8.0,9.0,17.0,2.0,7.0,19.0,,17.0,31.0,6.0,26.0,18.0,70.0,99.0,1.0,,,3.0,5.0,5.0,14.0,18.0,16.0,15.0,19.0,9.0,5.0,14.0,1.0,2.0,33.0,,6.0,12.0,18.0,2.0,20.0,5.0,4.0,1.0,4.0,5.0,20.0,22.0,1.0,9.0,70.0,14.0,14.0,0.5294117647058824,0.5294117647058824,0.8333333333333334,0.23076923076923078,0.23076923076923078,0.5483870967741935,0.6,0.45614035087719296,0.4090909090909091,0.5147058823529411,,0.5,0.45614035087719296,0.75,0.6666666666666666,,0.72,0.058823529411764705,,,0.6666666666666666,0.6666666666666666,95.73221757322176,14.657142857142857,15.41095890410959,14.357142857142858,15.246575342465754,0.14035087719298245,0.375,0.375,0.6666666666666666,0.2982456140350877,0.5294117647058824,0.5294117647058824,0.12280701754385964,0.2857142857142857,0.2857142857142857,0.5,0.3333333333333333,,0.5964912280701754,0.4952736842105263,0.4722272727272727,0.13846153846153847,0.23076923076923078,,0.2,8.648387096774194,25.138461538461534,0.2,,1.0,,,,2.0,,,2.0,2.0,1.0,1.0,1.0,,4.0,,3.0,4.0,2.0,,,,,0.2,0.14285714285714285,0.4,,0.6666666666666666,0.058823529411764705,0.5,0.3333333333333333,,,,0.5181666666666667,6.0,3.0,20.0,1.0,1.0,,0.10526315789473684,3.0,6.0,4.0,,3.0,3.0,1.0,0.4444444444444444,0.2727272727272727,5.0,3.0,,3.0,,,0.75,0.8333333333333334,0.8333333333333334,,0.2727272727272727,1.0,1.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,0.16666666666666666,0.6,0.21052631578947367,0.21052631578947367,1.0,0.3333333333333333,0.3333333333333333,0.21052631578947367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628971-1629008-202704-203999,1610612743,"Jamal Murray, Bruce Brown, Michael Porter Jr., Reggie Jackson, Nikola Jokic","Murray, Brown, Porter Jr., Jackson, Jokic",1627750-1628971-1629008-202704-203999,DEN,9.0,1,,,,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,160.0,,9.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628971-1629008-203484-203932,1610612743,"Jamal Murray, Bruce Brown, Michael Porter Jr., Kentavious Caldwell-Pope, Aaron Gordon","Murray, Brown, Porter Jr., Caldwell-Pope, Gordon",1627750-1628971-1629008-203484-203932,DEN,136.0,2,2.0,1.0,5.0,3.0,,,2.0,8,,,1.0,2.0,,4.0,,,1.0,2.0,,4.0,2.0,4.0,3.0,1.0,,2.0,,,,,,2.0,,,,,,,,,2.0,1.0,1.0,2.0,3.0,5.0,,,,,,2.0,2.0,,1.0,2.0,,,,,,,,0.5,,0.16666666666666666,,0.2857142857142857,0.5,,0.6666666666666666,1.0,1.0,0.5,1.0,0.6,,0.5,1.0,,84.70588235294117,14.4,21.333333333333332,11.6,21.333333333333332,,,,,0.3333333333333333,0.5,0.5,0.6666666666666666,,,,,,0.6666666666666666,0.5287499999999999,,0.14285714285714285,0.3333333333333333,0.5,,7.1,23.625,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,0.5,,,,1.0,,1.0,1.0,,,,,,,0.4003,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628971-1629008-203484-203999,1610612743,"Jamal Murray, Bruce Brown, Michael Porter Jr., Kentavious Caldwell-Pope, Nikola Jokic","Murray, Brown, Porter Jr., Caldwell-Pope, Jokic",1627750-1628971-1629008-203484-203999,DEN,297.0,5,5.0,-9.0,10.0,12.0,5.0,8.0,2.0,22,1.0,1.0,1.0,3.0,,1.0,2.0,,2.0,6.0,,3.0,2.0,6.0,15.0,,,,,3.0,1.0,1.0,2.0,2.0,,1.0,1.0,,1.0,,1.0,2.0,,2.0,2.0,4.0,2.0,6.0,1.0,,1.0,1.0,4.0,3.0,3.0,1.0,2.0,6.0,1.0,5.0,0.5,0.5,,,,0.3333333333333333,,0.2222222222222222,,0.3,,0.08333333333333333,0.3333333333333333,0.6666666666666666,1.0,,0.8,0.3333333333333333,,,1.0,1.0,106.66666666666666,13.5,13.5,12.6,13.5,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.1111111111111111,,,,0.2222222222222222,,0.4444444444444444,0.48720625,0.4582125,0.2,0.2857142857142857,,0.16666666666666666,10.633333333333333,30.2,0.5,,,,,,1.0,,1.0,2.0,,1.0,3.0,2.0,2.0,2.0,,1.0,2.0,1.0,,,0.16666666666666666,0.3333333333333333,0.75,0.5,,0.5,1.0,,0.5,,,,,0.403,2.0,2.0,2.0,,1.0,,0.2222222222222222,1.0,2.0,,,,,1.0,,0.2,,1.0,,,,,,,,,0.2,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
