EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls Drawn,LiveBallTurnoverPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,LostBallSteals,Charge Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceFg3Pct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,PenaltyFtPoints,PtsUnassisted3s,SelfOReb,SelfORebPct,SecondChanceArc3Frequency,PenaltyDefPoss,HeaveAttempts,Offensive Fouls Drawn,DefCorner3ReboundPct,3pt And 1 Free Throw Trips,SecondChanceFtPoints,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyCorner3FGM,SecondChanceArc3FGM,Fg2aBlocked,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Travels,OffLongMidRangeReboundPct,NonShootingPenaltyNonTakeFouls,Technical Free Throw Trips,Fg3aBlocked,Offensive Fouls,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,BlockedLongMidRange,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,SecondChanceAtRimPctAssisted,Transition Take Fouls,3SecondViolations,Defensive 3 Seconds Violations,OffensiveGoaltends,LongMidRangePctBlocked,Transition Take Fouls Drawn,BlockedCorner3,HeaveMakes,Clear Path Fouls,team_id,year,season,team_vs
1626195-1626196-1627742-1630230-1630631,1610612740,"Willy Hernangomez, Josh Richardson, Brandon Ingram, Naji Marshall, Jose Alvarado","Hernangomez, Richardson, Ingram, Marshall, Alvarado",1626195-1626196-1627742-1630230-1630631,NOP,184.0,1,3.0,4.0,8.0,8.0,5.0,1.0,16.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,10.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,5.0,5.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.5,0.5833333333333334,1.0,0.5,0.625,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,125.21739130434781,1.0,9.875,13.125,9.625,13.125,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.2,1.0,0.2,0.4,0.5,0.8333333333333334,0.5,0.5637,0.5427,0.375,0.6,0.2,0.5,2.8000000000000003,25.266666666666666,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,True
1626195-1626196-1627742-1630529-1630631,1610612740,"Willy Hernangomez, Josh Richardson, Brandon Ingram, Herbert Jones, Jose Alvarado","Hernangomez, Richardson, Ingram, Jones, Alvarado",1626195-1626196-1627742-1630529-1630631,NOP,106.0,1,2.0,-1.0,4.0,4.0,,,8.0,1.0,1.0,,,,,,,,,,,,2.0,2.0,,,,4.0,5.0,,,,,,,,,2.0,2.0,,,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,,2.0,,2.0,,,,,2.0,,,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,4.0,,,0.5,0.5,,,,,1.0,,,1.0,,,0.6666666666666666,,,,,0.5,1.0,,0.6666666666666666,,,0.5,1.0,108.67924528301887,,15.25,11.25,15.25,11.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,0.5,,0.4583,,0.3333333333333333,0.3333333333333333,,,9.95,,,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,True
1626195-1626196-1627742-1630529-203468,1610612740,"Willy Hernangomez, Josh Richardson, Brandon Ingram, Herbert Jones, CJ McCollum","Hernangomez, Richardson, Ingram, Jones, McCollum",1626195-1626196-1627742-1630529-203468,NOP,709.0,1,12.0,5.0,24.0,24.0,,2.0,48.0,2.0,4.0,1.0,1.0,,,5.0,3.0,,3.0,8.0,,,6.0,10.0,5.0,11.0,7.0,34.0,29.0,1.0,1.0,5.0,,,,,,2.0,10.0,15.0,2.0,8.0,3.0,1.0,5.0,6.0,3.0,,17.0,,2.0,8.0,,10.0,2.0,12.0,1.0,,1.0,,2.0,,2.0,4.0,4.0,7.0,,2.0,3.0,2.0,4.0,4.0,29.0,,,0.16666666666666666,0.2,1.0,0.45454545454545453,,0.45454545454545453,0.6,1.0,,0.6428571428571429,1.25,,0.7083333333333334,1.25,,0.5238095238095238,,0.7272727272727273,1.0,,0.7692307692307693,0.2,,0.6666666666666666,1.0,97.48942172073343,1.0,14.0,15.541666666666666,13.916666666666666,15.458333333333334,0.19047619047619047,0.5,0.5,,0.23809523809523808,0.14285714285714285,0.38095238095238093,0.375,0.375,1.0,0.5,1.0,,,,,,0.7142857142857143,0.375,0.5058833333333334,,0.125,0.16666666666666666,0.14705882352941177,,7.840000000000001,25.39090909090909,,1.0,1.0,1.0,1.0,,0.5,0.047619047619047616,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,1.0,0.6,0.6,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,0.54,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,True
1626195-1626196-1627742-1630530-203468,1610612740,"Willy Hernangomez, Josh Richardson, Brandon Ingram, Trey Murphy III, CJ McCollum","Hernangomez, Richardson, Ingram, Murphy III, McCollum",1626195-1626196-1627742-1630530-203468,NOP,118.0,1,2.0,4.0,4.0,4.0,4.0,1.0,8.0,1.0,1.0,,,1.0,1.0,2.0,,,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,8.0,4.0,,,,2.0,3.0,1.0,2.0,8.0,,4.0,,,2.0,1.0,,,,,,,,2.0,,,2.0,1.0,3.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,8.0,8.0,4.0,,,,0.5,0.5,0.5,0.6666666666666666,,0.6666666666666666,0.7,,0.7,0.8,,0.8,0.4,,,1.0,,1.0,0.5,,,1.0,97.6271186440678,,13.5,16.0,12.0,16.0,0.2,1.0,1.0,,0.4,,0.4,0.5,0.5,,,,0.2,1.0,,0.4,0.5,0.6,0.5,0.5338,0.5338,0.2,0.3333333333333333,,1.0,6.033333333333334,25.55,1.0,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,0.5,0.5,,,,,,,,0.5526,,1.0,1.0,3.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,True
1626195-1626196-1630230-1630530-1630700,1610612740,"Willy Hernangomez, Josh Richardson, Naji Marshall, Trey Murphy III, Dyson Daniels","Hernangomez, Richardson, Marshall, Murphy III, Daniels",1626195-1626196-1630230-1630530-1630700,NOP,80.0,1,1.0,,2.0,3.0,,,5.0,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,90.0,,14.0,17.333333333333332,14.0,17.333333333333332,,,,,,,1.0,,,,,,,,,,,1.0,,0.51165,,,,,,,34.233333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,True
1626195-1626196-1630230-1630530-203468,1610612740,"Willy Hernangomez, Josh Richardson, Naji Marshall, Trey Murphy III, CJ McCollum","Hernangomez, Richardson, Marshall, Murphy III, McCollum",1626195-1626196-1630230-1630530-203468,NOP,8.0,1,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,180.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,True
1626195-1626196-1630230-1630631-203468,1610612740,"Willy Hernangomez, Josh Richardson, Naji Marshall, Jose Alvarado, CJ McCollum","Hernangomez, Richardson, Marshall, Alvarado, McCollum",1626195-1626196-1630230-1630631-203468,NOP,174.0,1,3.0,1.0,7.0,6.0,7.0,,13.0,1.0,1.0,,,1.0,1.0,,,,2.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,11.0,10.0,,,,1.0,1.0,2.0,4.0,11.0,,2.0,6.0,,4.0,2.0,,2.0,2.0,2.0,,6.0,,,1.0,1.0,2.0,,2.0,,,,,,,2.0,2.0,3.0,5.0,,2.0,,,,,11.0,11.0,7.0,,,1.0,0.5,0.5,0.5,1.0,,1.0,0.8,,0.8,0.7857142857142857,,0.7857142857142857,0.8,1.0,0.3333333333333333,,,0.3333333333333333,,,,,107.58620689655173,,13.857142857142858,12.833333333333334,13.857142857142858,10.5,0.2,1.0,1.0,,,,0.8,0.5,0.5,1.0,,,0.2,1.0,,0.8,0.5,1.0,0.5,0.47328000000000003,0.47328000000000003,0.42857142857142855,0.6666666666666666,,1.0,2.9,27.525,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,0.25,,3.0,,,,,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,True
1626195-1626196-1630529-1630530-1630700,1610612740,"Willy Hernangomez, Josh Richardson, Herbert Jones, Trey Murphy III, Dyson Daniels","Hernangomez, Richardson, Jones, Murphy III, Daniels",1626195-1626196-1630529-1630530-1630700,NOP,104.0,1,2.0,-5.0,4.0,3.0,,,7.0,,,,,,,,1.0,,,,,,,2.0,,1.0,2.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,0.25,,,0.3333333333333333,,,,,,,,,,96.92307692307692,,19.0,9.333333333333334,19.0,9.333333333333334,,,,,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,0.4744,,0.25,0.3333333333333333,,,16.45,22.3,,,2.0,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,True
1626195-1626196-1630529-1630700-203468,1610612740,"Willy Hernangomez, Josh Richardson, Herbert Jones, Dyson Daniels, CJ McCollum","Hernangomez, Richardson, Jones, Daniels, McCollum",1626195-1626196-1630529-1630700-203468,NOP,114.0,1,2.0,-5.0,4.0,4.0,,,8.0,,,,,,,1.0,,,,2.0,,,1.0,2.0,,2.0,,2.0,7.0,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,0.5,,,0.25,,,0.25,,,0.5,,,,,,,,,,101.05263157894737,,19.25,9.25,19.25,9.25,,,,,0.25,,0.5,,,,,,,,,,,0.5,,0.4748875,,,,,,10.7,25.75,,1.0,1.0,,,,,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,True
1626195-1626204-1627742-1628984-1630631,1610612740,"Willy Hernangomez, Larry Nance Jr., Brandon Ingram, Devonte' Graham, Jose Alvarado","Hernangomez, Nance Jr., Ingram, Graham, Alvarado",1626195-1626204-1627742-1628984-1630631,NOP,152.0,1,3.0,-2.0,4.0,4.0,,1.0,8.0,1.0,1.0,,,,,,1.0,,,,,,2.0,2.0,,1.0,2.0,6.0,8.0,,,2.0,,,,,,4.0,,,,,,2.0,,2.0,,1.0,4.0,1.0,,,,,1.0,1.0,,,,,,,,2.0,3.0,4.0,,2.0,,,,,4.0,,,1.0,1.0,,,,,1.0,,,0.6666666666666666,,,0.6,1.0,,0.3333333333333333,,,,1.0,,1.0,1.0,,,75.78947368421053,,20.75,17.25,20.75,17.25,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,0.6666666666666666,,0.60785,,0.4,0.5,0.3333333333333333,,8.6,23.0,,1.0,1.0,,,,,0.3333333333333333,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2023,2022-23,True
