EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyFtPoints,PenaltyPoints,NonShootingFoulsDrawn,PenaltyTsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,FTDefRebounds,SelfOReb,LostBallSteals,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangePctBlocked,DefFTReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFouls,Fouls,HeaveAttempts,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,BadPassTurnovers,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,BlockedAtRim,SecondChanceFtPoints,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,Travels,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,OffLongMidRangeReboundPct,Loose Ball Fouls,ThreePtShootingFoulsDrawn,DefAtRimReboundPct,ThreePtShootingFoulsDrawnPct,3SecondViolations,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,Offensive Fouls Drawn,PenaltyCorner3FGA,Fg3aBlocked,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Frequency,Technical Free Throw Trips,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BlockedCorner3,BlockedLongMidRange,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,FTOffRebounds,Charge Fouls,OffFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Transition Take Fouls,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1626163-1626246-1630227-1631102-1631106,1610612745,"Frank Kaminsky, Boban Marjanovic, Daishen Nix, TyTy Washington Jr., Tari Eason","Kaminsky, Marjanovic, Nix, Washington Jr., Eason",1626163-1626246-1630227-1631102-1631106,HOU,184.0,1,3.0,2.0,5.0,5.0,10.0,2.0,2.0,2.0,2.0,4.0,4.0,8.0,6.0,6.0,2.0,3.0,3.0,1.0,2.0,6.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,8.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,78.26086956521739,20.8,16.0,20.8,16.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.44675,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1626246-1630528-1631102-1631106,1610612745,"Frank Kaminsky, Boban Marjanovic, Josh Christopher, TyTy Washington Jr., Tari Eason","Kaminsky, Marjanovic, Christopher, Washington Jr., Eason",1626163-1626246-1630528-1631102-1631106,HOU,189.0,2,3.0,3.0,7.0,6.0,13.0,3.0,4.0,,2.0,3.0,6.0,11.0,8.0,4.0,2.0,2.0,3.0,2.0,,7.0,2.0,,2.0,4.0,,,1.0,9.0,0.6666666666666666,1.0,0.5,0.6428571428571429,0.6875,,,1.0,1.0,,1.0,99.04761904761905,12.428571428571429,17.0,12.285714285714286,17.0,0.5714285714285714,0.75,1.0,0.6666666666666666,0.2857142857142857,,,,0.7142857142857143,0.4697857142857143,3.733333333333334,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.16666666666666666,0.25,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,0.3971,0.125,0.14285714285714285,0.18181818181818182,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1629645-1630224-1630231-1631095,1610612745,"Frank Kaminsky, Kevin Porter Jr., Jalen Green, Kenyon Martin Jr., Jabari Smith Jr.","Kaminsky, Porter Jr., Green, Martin Jr., Smith Jr.",1626163-1629645-1630224-1630231-1631095,HOU,1.0,1,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,0.5,,,,,,,1440.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1630224-1630227-1630586-1631106,1610612745,"Frank Kaminsky, Jalen Green, Daishen Nix, Usman Garuba, Tari Eason","Kaminsky, Green, Nix, Garuba, Eason",1626163-1630224-1630227-1630586-1631106,HOU,153.0,1,3.0,7.0,7.0,7.0,14.0,2.0,2.0,1.0,3.0,3.0,6.0,9.0,2.0,,6.0,,1.0,,,3.0,,2.0,3.0,4.0,,,,7.0,,,0.5,0.6428571428571429,0.6428571428571429,,0.6666666666666666,,0.6666666666666666,1.0,,131.76470588235296,10.571428571428571,11.285714285714286,10.285714285714286,11.142857142857142,0.2857142857142857,1.0,1.0,,0.42857142857142855,0.3333333333333333,0.5,,0.42857142857142855,0.4471857142857143,7.416666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.16666666666666666,,0.3333333333333333,0.3333333333333333,,0.5,,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,0.5438,,,0.2222222222222222,27.6,7.0,,9.0,,0.6428571428571429,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,1.0,0.5,0.6428571428571429,0.3333333333333333,1.0,1.0,0.5,0.14285714285714285,0.2857142857142857,1.0,0.14285714285714285,1.0,0.4471857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1630224-1630231-1631095-1631102,1610612745,"Frank Kaminsky, Jalen Green, Kenyon Martin Jr., Jabari Smith Jr., TyTy Washington Jr.","Kaminsky, Green, Martin Jr., Smith Jr., Washington Jr.",1626163-1630224-1630231-1631095-1631102,HOU,101.0,1,2.0,-5.0,3.0,3.0,6.0,,1.0,,,,2.0,,5.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,0.5,0.3333333333333333,,0.5,85.54455445544555,16.333333333333332,17.333333333333332,16.333333333333332,15.666666666666666,0.3333333333333333,,,,,,,,0.6666666666666666,0.5214,10.55,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.5,1.0,,,,,,0.3333333333333333,,,,,,,,,,,27.3,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1630227-1630231-1630528-1631095,1610612745,"Frank Kaminsky, Daishen Nix, Kenyon Martin Jr., Josh Christopher, Jabari Smith Jr.","Kaminsky, Nix, Martin Jr., Christopher, Smith Jr.",1626163-1630227-1630231-1630528-1631095,HOU,116.0,1,2.0,-10.0,4.0,4.0,8.0,1.0,2.0,,,1.0,2.0,2.0,12.0,,2.0,,,,,,,,,1.0,,,,,,,0.5,0.25,0.25,,,,,,,99.3103448275862,14.0,15.0,14.0,15.0,0.5,0.5,0.5,,,,,,1.0,0.567025,1.05,1.0,1.0,1.0,,2.0,,2.0,,1.0,1.0,2.0,,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,1.0,0.3333333333333333,1.0,,,0.5,,,,1.0,1.0,,0.6129,,,1.0,26.35,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1630227-1630231-1630528-1631106,1610612745,"Frank Kaminsky, Daishen Nix, Kenyon Martin Jr., Josh Christopher, Tari Eason","Kaminsky, Nix, Martin Jr., Christopher, Eason",1626163-1630227-1630231-1630528-1631106,HOU,132.0,1,2.0,,4.0,4.0,8.0,,,,1.0,,1.0,3.0,3.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,0.3,1.0,,1.0,1.0,,1.0,87.27272727272727,20.75,12.25,20.75,12.25,,,,,0.3333333333333333,,,,0.6666666666666666,0.430625,11.3,,,,,2.0,,2.0,3.0,,,,,,1.0,,,,,,,1.0,,,,,2.0,4.0,2.0,,,,,,,0.6666666666666666,,,,,,,,0.6666666666666666,,,,,,,,0.4,0.6666666666666666,,37.95,1.0,,,,,,0.25,1.0,,,,,2.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,1.0,,0.47115,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1630227-1630586-1631102-1631106,1610612745,"Frank Kaminsky, Daishen Nix, Usman Garuba, TyTy Washington Jr., Tari Eason","Kaminsky, Nix, Garuba, Washington Jr., Eason",1626163-1630227-1630586-1631102-1631106,HOU,493.0,1,8.0,-8.0,18.0,19.0,37.0,1.0,2.0,2.0,7.0,3.0,10.0,13.0,21.0,,6.0,,2.0,,,6.0,4.0,3.0,7.0,11.0,2.0,,3.0,6.0,,,0.3,0.3333333333333333,0.34210526315789475,0.6666666666666666,0.75,0.8,0.7777777777777778,,0.8,108.07302231237323,13.722222222222221,12.947368421052632,13.555555555555555,11.526315789473685,0.1111111111111111,0.5,0.5,,0.3888888888888889,0.2857142857142857,0.3333333333333333,,0.5555555555555556,0.4809361111111111,7.26,3.0,1.0,2.0,2.0,7.0,2.0,8.0,1.0,2.0,3.0,7.0,6.0,4.0,7.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,,,2.0,2.0,1.0,1.0,0.25,0.25,0.6666666666666666,0.875,0.875,0.4444444444444444,0.1,,0.42857142857142855,0.3076923076923077,1.0,0.4,,0.3888888888888889,0.2857142857142857,0.2857142857142857,1.0,0.5,0.5,0.2857142857142857,0.5073333333333333,0.05263157894736842,0.09090909090909091,0.5384615384615384,27.15,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,0.14285714285714285,,1.0,0.08333333333333333,0.05555555555555555,,,,,,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.16666666666666666,0.2,1.0,0.05555555555555555,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1630231-1630528-1631095-1631102,1610612745,"Frank Kaminsky, Kenyon Martin Jr., Josh Christopher, Jabari Smith Jr., TyTy Washington Jr.","Kaminsky, Martin Jr., Christopher, Smith Jr., Washington Jr.",1626163-1630231-1630528-1631095-1631102,HOU,82.0,1,1.0,2.0,3.0,2.0,5.0,,,,,1.0,1.0,7.0,5.0,2.0,,1.0,2.0,,,5.0,,,,,,,,7.0,1.0,1.0,1.0,1.25,1.1666666666666667,,,,,,,87.80487804878048,14.333333333333334,19.5,14.333333333333334,19.5,,,,,,,,,0.5,0.45775,15.9,,,,1.0,1.0,1.0,1.0,2.0,,,,3.0,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.5,,,,,,,,0.5,1.0,1.0,1.0,,,1.0,,0.3333333333333333,0.5,,24.8,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1630528-1631095-1631102-1631106,1610612745,"Frank Kaminsky, Josh Christopher, Jabari Smith Jr., TyTy Washington Jr., Tari Eason","Kaminsky, Christopher, Smith Jr., Washington Jr., Eason",1626163-1630528-1631095-1631102-1631106,HOU,109.0,1,2.0,-2.0,3.0,3.0,6.0,1.0,1.0,,,1.0,1.0,5.0,7.0,,2.0,,1.0,,,3.0,,,,,,,,5.0,,,1.0,0.8333333333333334,0.8333333333333334,,,,,,,79.26605504587155,13.333333333333334,23.0,13.333333333333334,22.333333333333332,0.3333333333333333,1.0,1.0,,,,,,1.0,0.5808,1.3,,,,1.0,2.0,1.0,2.0,,,,,3.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,0.5,0.5,,,,0.6666666666666666,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,0.5,,,,,26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
