EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Fouls,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,NonHeaveArc3FGA,AtRimAssists,DefTwoPtRebounds,ShootingFouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,LongMidRangeFGA,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,FTDefRebounds,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Charge Fouls,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefFTReboundPct,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceOffPoss,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Fg2aBlocked,OffThreePtRebounds,OffRebounds,StepOutOfBoundsTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,FtPoints,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,OffTwoPtRebounds,BadPassTurnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,PenaltyFg3Pct,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SelfOReb,Travels,SecondChanceTurnovers,Loose Ball Fouls,Charge Fouls Drawn,SecondChanceFg3Pct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls Drawn,SecondChanceAtRimPctAssisted,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Fg3aBlocked,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangeAssists,ThreePtShootingFoulsDrawn,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,Loose Ball Fouls Drawn,DefensiveGoaltends,OffLongMidRangeReboundPct,BlockedLongMidRange,Transition Take Fouls Drawn,HeaveAttempts,Transition Take Fouls,team_id,year,season,team_vs
1626149-1627777-1629001-1629667-1630178,1610612755,"Montrezl Harrell, Georges Niang, De'Anthony Melton, Jalen McDaniels, Tyrese Maxey","Harrell, Niang, Melton, McDaniels, Maxey",1626149-1627777-1629001-1629667-1630178,PHI,284.0,1,5.0,9.0,9.0,18.0,1.0,1.0,4.0,6.0,5.0,7.0,10.0,10.0,4.0,6.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,10.0,0.4,0.4,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0,1.0,91.26760563380282,17.333333333333332,14.222222222222221,17.333333333333332,14.222222222222221,0.14285714285714285,1.0,1.0,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,0.4592,8.885714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1626149-1629001-1630178-201935-202699,1610612755,"Montrezl Harrell, De'Anthony Melton, Tyrese Maxey, James Harden, Tobias Harris","Harrell, Melton, Maxey, Harden, Harris",1626149-1629001-1630178-201935-202699,PHI,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1627777-1627863-1629001-1630178-203954,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Tyrese Maxey, Joel Embiid","Niang, House Jr., Melton, Maxey, Embiid",1627777-1627863-1629001-1630178-203954,PHI,126.0,1,2.0,5.0,5.0,10.0,1.0,1.0,2.0,2.0,3.0,3.0,6.0,6.0,4.0,2.0,2.0,2.0,1.0,4.0,,2.0,2.0,1.0,1.0,,,,6.0,0.6666666666666666,0.6666666666666666,1.0,0.6,0.6,,1.0,,,114.28571428571428,10.2,15.0,10.2,15.0,0.2,1.0,1.0,0.4,1.0,1.0,0.5,0.6,0.48529,5.033333333333333,2.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,0.6,0.6,0.4,1.0,1.0,1.0,1.0,0.4,0.2,1.0,0.4,0.48529,1.0,28.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1627777-1627863-1629001-1630194-201935,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Paul Reed, James Harden","Niang, House Jr., Melton, Reed, Harden",1627777-1627863-1629001-1630194-201935,PHI,503.0,2,8.0,15.0,16.0,31.0,3.0,3.0,3.0,4.0,6.0,8.0,15.0,24.0,6.0,6.0,3.0,3.0,,6.0,,4.0,4.0,1.0,,,1.0,2.0,15.0,0.5,0.5,0.75,0.5769230769230769,0.5769230769230769,,0.6,,,88.74751491053678,17.266666666666666,15.25,17.266666666666666,15.125,0.23076923076923078,1.0,1.0,0.3076923076923077,0.75,0.75,,0.6153846153846154,0.48015,7.0,7.0,,,,,5.0,,5.0,,,,,5.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,,,,,,0.38461538461538464,0.6,0.75,1.0,1.0,0.38461538461538464,,,,,,26.439999999999998,,-9.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5,1.0,0.07692307692307693,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1627777-1627863-1629001-1630194-202699,1610612755,"Georges Niang, Danuel House Jr., De'Anthony Melton, Paul Reed, Tobias Harris","Niang, House Jr., Melton, Reed, Harris",1627777-1627863-1629001-1630194-202699,PHI,4.0,1,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,4.0,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1627777-1629001-1629667-1630178-200782,1610612755,"Georges Niang, De'Anthony Melton, Jalen McDaniels, Tyrese Maxey, P.J. Tucker","Niang, Melton, McDaniels, Maxey, Tucker",1627777-1629001-1629667-1630178-200782,PHI,105.0,1,2.0,4.0,4.0,8.0,,1.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,,1.0,1.0,1.0,2.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,0.5,0.25,0.25,,,,,109.71428571428571,18.25,8.0,15.75,8.0,0.25,,,0.25,1.0,1.0,1.0,0.75,0.4681625,7.6,,1.0,2.0,,,2.0,1.0,2.0,,,1.0,,2.0,,,,,,,,,1.0,,,,0.5,,,,,0.5,,,1.0,0.4371,,25.85,0.25,-4.0,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1627777-1629001-1629667-1630178-203954,1610612755,"Georges Niang, De'Anthony Melton, Jalen McDaniels, Tyrese Maxey, Joel Embiid","Niang, Melton, McDaniels, Maxey, Embiid",1627777-1629001-1629667-1630178-203954,PHI,962.0,4,16.0,27.0,28.0,55.0,4.0,7.0,1.0,2.0,6.0,10.0,38.0,26.0,6.0,6.0,3.0,8.0,1.0,21.0,5.0,14.0,17.0,3.0,2.0,1.0,2.0,4.0,33.0,0.5,0.6,0.6,0.675,0.7307692307692307,1.0,0.875,1.0,1.0,82.32848232848232,15.925925925925926,19.0,15.37037037037037,18.607142857142858,0.35,0.5714285714285714,0.5714285714285714,0.1,0.5,1.0,1.0,0.85,0.593325,4.970000000000001,6.0,16.0,7.0,2.0,4.0,5.0,2.0,10.0,4.0,7.0,4.0,23.0,5.0,2.0,9.0,1.0,3.0,2.0,3.0,2.0,23.0,16.0,0.5714285714285714,0.6363636363636364,0.71875,0.5,0.8181818181818182,0.8333333333333334,0.6666666666666666,0.5,0.25,0.36363636363636365,0.5,0.18181818181818182,0.5759772727272727,0.6052631578947368,24.86,0.5925925925925926,12.0,1.0,4.0,5.0,,4.0,,1.0,2.0,1.0,,0.5,0.5,0.5,,0.05,0.8,0.8,0.8,3.0,1.0,2.0,5.0,1.0,1.0,3.0,,0.5,0.5,0.625,0.1,,0.2,0.3333333333333333,1.0,0.13157894736842105,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,11.0,3.0,2.0,9.0,15.0,2.0,5.0,4.0,1.0,2.0,1.0,3.0,1.0,6.0,12.0,5.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,0.25,0.2,0.2,1.0,1.0,0.5,1.0,0.18181818181818182,0.5,0.5,0.49785,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1627777-1629001-1629667-1630194-201935,1610612755,"Georges Niang, De'Anthony Melton, Jalen McDaniels, Paul Reed, James Harden","Niang, Melton, McDaniels, Reed, Harden",1627777-1629001-1629667-1630194-201935,PHI,1631.0,6,27.0,47.0,47.0,94.0,11.0,18.0,2.0,6.0,14.0,25.0,54.0,53.0,18.0,10.0,9.0,15.0,1.0,36.0,9.0,15.0,24.0,2.0,1.0,1.0,6.0,8.0,45.0,0.6428571428571429,0.8181818181818182,0.56,0.5777777777777777,0.574468085106383,0.75,0.7777777777777778,0.75,,82.99202942979767,18.425531914893618,16.27659574468085,18.0,16.0,0.4,0.6111111111111112,0.6470588235294118,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.8444444444444444,0.5353988888888889,3.016,12.0,6.0,9.0,,1.0,17.0,4.0,20.0,,1.0,4.0,,17.0,8.0,5.0,4.0,2.0,1.0,2.0,1.0,,6.0,,,,0.4444444444444444,0.8333333333333334,0.6666666666666666,0.5,0.7272727272727273,0.37777777777777777,0.2,,0.8,0.41762,,26.330000000000002,0.1276595744680851,1.0,1.0,7.0,8.0,6.0,7.0,1.0,1.0,2.0,1.0,1.0,0.4,0.4,0.25,1.0,0.022222222222222223,0.4117647058823529,0.4117647058823529,0.4117647058823529,6.0,3.0,6.0,9.0,1.0,2.0,9.0,,0.5,0.6428571428571429,0.6428571428571429,0.04,0.05555555555555555,0.18181818181818182,0.4090909090909091,0.2222222222222222,0.16666666666666666,3.0,5.0,1.0,1.0,3.0,,,,2.0,,,,18.0,6.0,6.0,5.0,1.0,7.0,1.0,1.0,1.0,8.0,4.0,2.0,,1.0,,0.75,,,0.6363636363636364,0.7142857142857143,0.5,1.0,1.0,1.0,1.0,0.06666666666666667,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.7142857142857143,0.6,,,,0.54264,0.0425531914893617,0.07407407407407407,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.14285714285714285,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1627777-1629001-1629667-200782-201935,1610612755,"Georges Niang, De'Anthony Melton, Jalen McDaniels, P.J. Tucker, James Harden","Niang, Melton, McDaniels, Tucker, Harden",1627777-1629001-1629667-200782-201935,PHI,244.0,3,4.0,7.0,7.0,14.0,,1.0,1.0,2.0,2.0,4.0,8.0,9.0,,4.0,,1.0,,3.0,1.0,2.0,2.0,,,,,,4.0,,,0.5,0.5833333333333334,0.5714285714285714,0.5,0.6666666666666666,1.0,,82.62295081967214,18.714285714285715,16.142857142857142,14.857142857142858,14.857142857142858,0.16666666666666666,,,0.3333333333333333,0.5,0.5,,0.5,0.47658333333333336,8.575,2.0,,,,,1.0,,2.0,,,,,1.0,,1.0,,,,,,,,,,,0.3333333333333333,1.0,,,,0.16666666666666666,,,,,,23.75,,-1.0,1.0,,1.0,,,,,,,,0.5,0.5,,,0.16666666666666666,,,,2.0,2.0,2.0,4.0,,,,,1.0,1.0,1.0,,,,,,0.5,,,1.0,1.0,1.0,,,,1.0,,,,3.0,,1.0,,1.0,,,,,4.0,2.0,1.0,,,,1.0,,,,,,1.0,,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,,,0.40155,0.14285714285714285,0.2,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1627777-1629001-1629667-201935-203954,1610612755,"Georges Niang, De'Anthony Melton, Jalen McDaniels, James Harden, Joel Embiid","Niang, Melton, McDaniels, Harden, Embiid",1627777-1629001-1629667-201935-203954,PHI,28.0,1,,1.0,1.0,2.0,,,,,,,,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,102.85714285714286,12.0,16.0,12.0,16.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
