EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeAssists,LostBallSteals,ShortMidRangePctAssisted,LongMidRangeAssists,FTDefRebounds,Loose Ball Fouls,DefFTReboundPct,OffLongMidRangeReboundPct,LongMidRangePctAssisted,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,Offensive Fouls,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,Charge Fouls,BlockedCorner3,Defensive 3 Seconds Violations,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Transition Take Fouls Drawn,Technical Free Throw Trips,3pt And 1 Free Throw Trips,SecondChanceCorner3FGA,Transition Take Fouls,SecondChanceCorner3Frequency,Charge Fouls Drawn,HeaveAttempts,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,Corner3PctBlocked,StepOutOfBoundsTurnovers,3SecondViolations,OffensiveGoaltends,team_id,year,season,team_vs
1627750-1628418-1628427-1628971-202704,1610612743,"Jamal Murray, Thomas Bryant, Vlatko Cancar, Bruce Brown, Reggie Jackson","Murray, Bryant, Cancar, Brown, Jackson",1627750-1628418-1628427-1628971-202704,DEN,599.0,2,10.0,-4.0,18.0,21.0,5.0,3.0,39.0,6.0,9.0,2.0,2.0,1.0,5.0,1.0,3.0,4.0,7.0,14.0,3.0,5.0,23.0,27.0,2.0,2.0,4.0,10.0,4.0,6.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,7.0,2.0,5.0,16.0,1.0,2.0,4.0,3.0,7.0,3.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,19.0,1.0,0.7142857142857143,0.8333333333333334,0.6666666666666666,0.6,0.6,0.5,1.0,0.6052631578947368,1.0,0.6052631578947368,1.0,0.2631578947368421,0.14285714285714285,0.1111111111111111,0.2,0.5,0.75,0.2857142857142857,1.0,0.5,0.875,0.3333333333333333,0.3333333333333333,0.25,1.0,0.6666666666666666,1.0,1.0,0.14285714285714285,93.75626043405677,0.5,15.055555555555555,15.619047619047619,13.833333333333334,15.619047619047619,0.47368421052631576,0.6666666666666666,0.75,0.8333333333333334,0.2631578947368421,0.2,0.25,0.05263157894736842,0.21052631578947367,0.75,0.75,0.6666666666666666,1.0,1.0,0.5,0.7368421052631579,0.75,0.5067026315789473,0.6134,0.10526315789473684,0.14285714285714285,0.17391304347826086,3.4285714285714284,25.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628418-1628971-1631128-201145,1610612743,"Jamal Murray, Thomas Bryant, Bruce Brown, Christian Braun, Jeff Green","Murray, Bryant, Brown, Braun, Green",1627750-1628418-1628971-1631128-201145,DEN,1470.0,3,24.0,9.0,50.0,48.0,9.0,5.0,98.0,10.0,11.0,3.0,3.0,,5.0,2.0,3.0,12.0,14.0,24.0,4.0,14.0,53.0,44.0,3.0,3.0,7.0,10.0,18.0,9.0,3.0,6.0,12.0,3.0,1.0,5.0,3.0,8.0,2.0,5.0,19.0,2.0,3.0,10.0,11.0,21.0,5.0,26.0,,3.0,6.0,2.0,9.0,,3.0,3.0,9.0,,18.0,,4.0,1.0,,3.0,3.0,46.0,,0.35714285714285715,0.45454545454545453,0.75,0.2857142857142857,0.2857142857142857,0.5833333333333334,1.0,0.5263157894736842,0.75,0.5760869565217391,0.7,0.3684210526315789,0.041666666666666664,,0.2,0.3333333333333333,0.7333333333333333,0.3,0.9090909090909091,0.2,0.8076923076923077,0.25,1.0,0.4,,1.0,0.6666666666666666,0.8888888888888888,,96.0,1.0,14.68,15.333333333333334,14.38,15.208333333333334,0.2894736842105263,0.9090909090909091,0.9090909090909091,0.5,0.13157894736842105,,,0.05263157894736842,0.3157894736842105,0.25,0.25,0.6666666666666666,0.75,1.0,,0.6578947368421053,0.25,0.5141868421052632,0.5645333333333333,0.13636363636363635,0.14285714285714285,0.1320754716981132,8.141666666666667,25.728571428571428,12.0,1.0,1.0,4.0,8.0,1.0,1.0,6.0,13.0,1.0,1.0,1.0,2.0,6.0,6.0,8.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,8.0,12.0,2.0,0.5,0.125,0.36363636363636365,0.2222222222222222,0.625,1.0,0.21052631578947367,0.5,0.5,0.5,0.5,1.0,0.25,0.125,1.0,0.75,0.50629375,0.125,0.1509433962264151,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628418-1628971-201145-202704,1610612743,"Jamal Murray, Thomas Bryant, Bruce Brown, Jeff Green, Reggie Jackson","Murray, Bryant, Brown, Green, Jackson",1627750-1628418-1628971-201145-202704,DEN,913.0,2,15.0,15.0,29.0,27.0,5.0,5.0,56.0,5.0,8.0,1.0,1.0,4.0,9.0,2.0,1.0,6.0,10.0,19.0,1.0,8.0,35.0,20.0,2.0,4.0,6.0,10.0,10.0,3.0,,2.0,6.0,1.0,,5.0,1.0,6.0,1.0,2.0,13.0,2.0,3.0,4.0,11.0,15.0,5.0,20.0,,1.0,,,1.0,,1.0,4.0,11.0,,15.0,3.0,8.0,3.0,2.0,3.0,3.0,29.0,1.0,0.5,0.5555555555555556,1.0,0.125,0.125,0.5263157894736842,0.5,0.42592592592592593,0.5,0.5303030303030303,0.6,0.2962962962962963,,,,1.0,0.9166666666666666,0.3333333333333333,0.8,0.2857142857142857,0.8823529411764706,0.3125,0.6666666666666666,0.2,0.5,0.8,1.0,0.8,,88.32420591456736,1.0,16.137931034482758,16.48148148148148,15.068965517241379,16.40740740740741,0.2962962962962963,0.625,0.625,0.4,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.07407407407407407,0.2222222222222222,0.16666666666666666,0.16666666666666666,1.0,0.25,1.0,,0.5925925925925926,0.16666666666666666,0.4617666666666667,0.5277,0.25,0.3333333333333333,0.17142857142857143,7.557894736842105,25.725,3.0,,1.0,1.0,2.0,,,,12.0,,2.0,1.0,3.0,,1.0,3.0,,3.0,1.0,,1.0,,,,,,1.0,,,1.0,,3.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.2,1.0,,0.07407407407407407,0.5,0.5,,,,,0.3333333333333333,,,0.40853333333333336,,0.08571428571428572,0.10344827586206896,3.0,2.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628418-1629008-203484-203932,1610612743,"Jamal Murray, Thomas Bryant, Michael Porter Jr., Kentavious Caldwell-Pope, Aaron Gordon","Murray, Bryant, Porter Jr., Caldwell-Pope, Gordon",1627750-1628418-1629008-203484-203932,DEN,729.0,1,12.0,12.0,23.0,24.0,6.0,5.0,47.0,7.0,12.0,2.0,4.0,2.0,4.0,,3.0,5.0,12.0,22.0,3.0,5.0,34.0,22.0,3.0,5.0,6.0,8.0,16.0,9.0,,4.0,5.0,3.0,1.0,4.0,3.0,7.0,3.0,3.0,17.0,,6.0,6.0,5.0,13.0,6.0,19.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,7.0,6.0,2.0,2.0,2.0,2.0,,,,,28.0,1.0,0.3333333333333333,0.4,1.0,0.6,0.6,0.5454545454545454,0.6,0.6111111111111112,0.6,0.6296296296296297,0.6,0.18518518518518517,0.045454545454545456,,0.25,0.5,0.625,0.6,1.0,,0.7857142857142857,0.5,0.6,,,1.0,0.5,1.0,0.09090909090909091,92.8395061728395,,14.608695652173912,16.375,13.956521739130435,15.833333333333334,0.4444444444444444,0.5833333333333334,0.5833333333333334,0.42857142857142855,0.14814814814814814,0.5,0.6666666666666666,,0.18518518518518517,0.6,0.6,1.0,0.8,0.5,,0.6296296296296297,0.6,0.510012962962963,0.56974,0.07407407407407407,0.09090909090909091,0.17647058823529413,6.954545454545454,26.4,,,,3.0,6.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.2222222222222222,0.5,0.5,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628427-1628432-1628971-201599,1610612743,"Jamal Murray, Vlatko Cancar, Davon Reed, Bruce Brown, DeAndre Jordan","Murray, Cancar, Reed, Brown, Jordan",1627750-1628427-1628432-1628971-201599,DEN,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628427-1628432-1630192-1630538,1610612743,"Jamal Murray, Vlatko Cancar, Davon Reed, Zeke Nnaji, Bones Hyland","Murray, Cancar, Reed, Nnaji, Hyland",1627750-1628427-1628432-1630192-1630538,DEN,187.0,2,3.0,-4.0,7.0,7.0,,,14.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,4.0,8.0,,,,,,,3.0,,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,,2.0,,2.0,2.0,,4.0,,,,3.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,4.0,,,,,1.0,1.0,,,0.75,,0.6666666666666666,,0.5,,,,0.5,1.0,,0.5,,0.6666666666666666,,,,,1.0,,1.0,,107.80748663101605,1.0,12.571428571428571,14.142857142857142,12.571428571428571,13.0,,,,,,,,,0.5,1.0,1.0,,,,,0.5,1.0,0.4633,,0.3333333333333333,0.5,,15.7,25.5,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628427-1628432-1630192-203484,1610612743,"Jamal Murray, Vlatko Cancar, Davon Reed, Zeke Nnaji, Kentavious Caldwell-Pope","Murray, Cancar, Reed, Nnaji, Caldwell-Pope",1627750-1628427-1628432-1630192-203484,DEN,96.0,1,2.0,-5.0,3.0,4.0,,,7.0,1.0,2.0,,,,,,,,1.0,3.0,,,2.0,7.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,105.0,,13.666666666666666,13.75,13.666666666666666,13.75,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,0.6666666666666666,,0.7011,,,,,6.666666666666667,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628427-1628432-1630538-203999,1610612743,"Jamal Murray, Vlatko Cancar, Davon Reed, Bones Hyland, Nikola Jokic","Murray, Cancar, Reed, Hyland, Jokic",1627750-1628427-1628432-1630538-203999,DEN,89.0,2,1.0,1.0,3.0,2.0,,1.0,5.0,,2.0,,2.0,,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,3.0,2.0,,2.0,,,,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,3.0,,2.0,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,3.0,,,,1.0,0.5,0.5,,,0.3,,0.3,,0.4,,,,,,0.6666666666666666,,,,0.5,0.5,1.0,,,,,0.25,80.89887640449437,,23.666666666666668,9.0,22.333333333333332,9.0,0.4,,,,0.2,,,0.2,0.2,1.0,1.0,1.0,1.0,,,0.8,1.0,0.50158,0.4991,,,,4.566666666666666,25.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628427-1628432-1631128-203999,1610612743,"Jamal Murray, Vlatko Cancar, Davon Reed, Christian Braun, Nikola Jokic","Murray, Cancar, Reed, Braun, Jokic",1627750-1628427-1628432-1631128-203999,DEN,108.0,1,2.0,1.0,3.0,3.0,,,6.0,,,,,,,,1.0,2.0,,,1.0,2.0,5.0,4.0,,,,,,3.0,,,2.0,1.0,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,5.0,,,,1.0,0.5,0.5,,,0.75,,0.8333333333333334,,1.0,,,,,,,,,,,,,,,,,,80.0,,21.0,15.0,21.0,15.0,,,,,,,,,1.0,0.5,0.5,1.0,,,,1.0,0.5,0.521175,,0.3333333333333333,1.0,,,24.8,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
1627750-1628427-1628432-201599-202397,1610612743,"Jamal Murray, Vlatko Cancar, Davon Reed, DeAndre Jordan, Ish Smith","Murray, Cancar, Reed, Jordan, Smith",1627750-1628427-1628432-201599-202397,DEN,32.0,1,1.0,,1.0,1.0,,1.0,2.0,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,1.0,,,1.0,1.0,0.5,,,,,,,,90.0,,25.0,7.0,8.0,7.0,0.5,,,,,,,,0.5,,,,1.0,,,1.0,,0.452225,0.3961,,,,2.9,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2023,2022-23,True
