EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,TotalPoss,Arc3FGA,FG3A,NonHeaveArc3FGA,DeadBallTurnovers,Turnovers,FG3APct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,Minutes,PlusMinus,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,OffTwoPtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,LongMidRangeAssists,SelfOReb,LostBallSteals,Travels,Charge Fouls,Offensive Fouls,Transition Take Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyFg3Pct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,HeaveAttempts,PenaltyCorner3Accuracy,Charge Fouls Drawn,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Transition Take Fouls Drawn,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,SecondChanceArc3FGM,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,OffensiveGoaltends,Defensive 3 Seconds Violations,Corner3PctBlocked,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
1626159-1628404-1629014-1629234-1629642,1610612757,"Justise Winslow, Josh Hart, Anfernee Simons, Drew Eubanks, Nassir Little","Winslow, Hart, Simons, Eubanks, Little",1626159-1628404-1629014-1629234-1629642,POR,24.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,24.0,24.0,1.0,1.0,0.4035,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2023,2022-23,True
1626159-1628404-1629014-1629234-1630570,1610612757,"Justise Winslow, Josh Hart, Anfernee Simons, Drew Eubanks, Trendon Watford","Winslow, Hart, Simons, Eubanks, Watford",1626159-1628404-1629014-1629234-1630570,POR,236.0,2,8.0,18.0,4.0,7.0,4.0,,,0.7777777777777778,109.83050847457628,17.25,16.25,0.4444444444444444,1.0,0.5633277777777779,25.514285714285712,4.0,-5.0,10.0,5.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,11.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,6.0,1.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.5,1.0,0.5,0.2777777777777778,1.0,0.16666666666666666,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,0.14285714285714285,0.25,1.0,1.0,1.0,9.8,9.8,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5682916666666666,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.4,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2023,2022-23,True
1626159-1628404-1629014-1629234-203081,1610612757,"Justise Winslow, Josh Hart, Anfernee Simons, Drew Eubanks, Damian Lillard","Winslow, Hart, Simons, Eubanks, Lillard",1626159-1628404-1629014-1629234-203081,POR,1179.0,5,34.0,66.0,11.0,16.0,11.0,2.0,5.0,0.43243243243243246,80.61068702290076,18.11764705882353,16.11764705882353,0.2972972972972973,0.8108108108108109,0.5481472972972973,25.76875,20.0,14.0,32.0,9.0,9.0,9.0,9.0,14.0,2.0,4.0,4.0,7.0,2.0,5.0,,5.0,12.0,21.0,6.0,8.0,50.0,36.0,2.0,7.0,8.0,4.0,9.0,5.0,10.0,20.0,18.0,10.0,6.0,16.0,2.0,7.0,38.0,7.0,6.0,5.0,1.0,12.0,11.0,23.0,3.0,6.0,,8.0,11.0,,,42.0,10.0,9.0,1.0,0.8333333333333334,1.0,1.0,0.375,0.375,0.5714285714285714,0.2857142857142857,0.4444444444444444,0.5675675675675675,0.25,0.2857142857142857,0.5833333333333334,0.4,0.3125,1.0,0.625,0.6666666666666666,0.7,0.6470588235294118,0.5789473684210527,0.8571428571428571,0.5,0.625,1.0,17.59375,16.15625,0.3783783783783784,0.6428571428571429,0.8181818181818182,0.7777777777777778,0.13513513513513514,0.4,0.4,1.0,0.5,0.5,,0.5,0.5714285714285714,,0.35714285714285715,0.5285107142857143,0.075,,0.16,0.2,4.095238095238095,0.2647058823529412,3.0,6.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.19047619047619047,0.21428571428571427,0.16666666666666666,0.6,0.4444444444444444,0.4,0.3333333333333333,1.0,0.3333333333333333,0.75,0.5,0.16216216216216217,0.5,0.6,1.0,0.02702702702702703,0.36363636363636365,0.36363636363636365,1.0,0.125,0.36363636363636365,0.49853333333333333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2023,2022-23,True
1626159-1628404-1629014-1629234-203924,1610612757,"Justise Winslow, Josh Hart, Anfernee Simons, Drew Eubanks, Jerami Grant","Winslow, Hart, Simons, Eubanks, Grant",1626159-1628404-1629014-1629234-203924,POR,2722.0,12,93.0,188.0,22.0,26.0,22.0,12.0,22.0,0.3561643835616438,99.45628214548127,13.67741935483871,13.279569892473118,0.3013698630136986,0.7123287671232876,0.539867808219178,25.957692307692312,45.0,1.0,95.0,13.0,26.0,8.0,15.0,26.0,2.0,4.0,3.0,3.0,1.0,4.0,,1.0,22.0,47.0,15.0,15.0,104.0,103.0,2.0,4.0,8.0,6.0,8.0,1.0,19.0,16.0,36.0,8.0,12.0,20.0,1.0,6.0,52.0,2.0,13.0,20.0,4.0,37.0,9.0,46.0,14.0,21.0,,16.0,19.0,,1.0,96.0,16.0,11.0,1.0,0.36363636363636365,0.4,0.8,0.5769230769230769,0.5769230769230769,0.46808510638297873,0.5,0.75,0.6095890410958904,0.3333333333333333,0.8333333333333334,0.6419753086419753,0.5,0.8636363636363636,0.6666666666666666,0.8,0.65,0.18181818181818182,0.7333333333333333,0.2571428571428571,0.25,1.0,0.6111111111111112,1.0,15.263157894736842,14.789473684210526,0.3561643835616438,0.5769230769230769,0.7142857142857143,0.4,0.0547945205479452,0.25,0.25,1.0,0.6666666666666666,0.5,,0.3333333333333333,1.0,,0.1111111111111111,0.4925666666666666,0.10126582278481013,0.037037037037037035,0.07692307692307693,0.18269230769230768,6.121276595744682,0.13978494623655913,2.0,12.0,9.0,14.0,,2.0,4.0,4.0,28.0,4.0,14.0,5.0,11.0,,7.0,8.0,7.0,10.0,3.0,6.0,4.0,1.0,2.0,2.0,,7.0,2.0,,0.10638297872340426,0.19230769230769232,,0.45454545454545453,0.2916666666666667,0.36363636363636365,0.2,0.3333333333333333,,0.5833333333333334,1.0,0.1643835616438356,0.16666666666666666,0.16666666666666666,,0.1232876712328767,0.6363636363636364,0.6363636363636364,0.7857142857142857,,0.6363636363636364,0.5801083333333333,0.1346153846153846,5.0,2.0,1.0,1.0,9.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,0.03333333333333333,1.0,0.5555555555555556,0.5555555555555556,0.4,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2023,2022-23,True
1626159-1628404-1629014-1629642-1630570,1610612757,"Justise Winslow, Josh Hart, Anfernee Simons, Nassir Little, Trendon Watford","Winslow, Hart, Simons, Little, Watford",1626159-1628404-1629014-1629642-1630570,POR,205.0,1,5.0,11.0,2.0,2.0,2.0,,1.0,0.3333333333333333,77.26829268292683,22.6,22.6,0.3333333333333333,0.6666666666666666,0.5220666666666667,25.35,3.0,-1.0,6.0,1.0,,1.0,1.0,2.0,,,,1.0,,,,,2.0,4.0,1.0,,7.0,8.0,,,,1.0,2.0,,2.0,4.0,3.0,2.0,1.0,3.0,,1.0,7.0,,,,,,2.0,2.0,,,,,,,,7.0,2.0,1.0,,1.0,1.0,1.0,0.5,0.5,0.5,,0.5,0.5833333333333334,,0.5,0.5833333333333334,,0.5,,,,,,0.6666666666666666,,,,,15.333333333333334,12.166666666666666,0.3333333333333333,0.5,0.5,1.0,,,,,,,,0.5,,,,0.5553,,,,0.2857142857142857,7.175,0.2,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.5,0.5,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2023,2022-23,True
1626159-1628404-1629014-1629642-1631101,1610612757,"Justise Winslow, Josh Hart, Anfernee Simons, Nassir Little, Shaedon Sharpe","Winslow, Hart, Simons, Little, Sharpe",1626159-1628404-1629014-1629642-1631101,POR,332.0,4,10.0,21.0,2.0,3.0,1.0,,,0.2727272727272727,91.08433734939759,13.5,13.5,0.18181818181818182,0.6363636363636364,0.499585,35.93333333333333,6.0,2.0,11.0,4.0,5.0,,4.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,1.0,,13.0,11.0,,,,1.0,3.0,2.0,5.0,8.0,3.0,4.0,1.0,5.0,1.0,3.0,11.0,,,3.0,,3.0,,3.0,1.0,1.0,,3.0,1.0,,,13.0,5.0,4.0,,0.8,0.8,1.0,0.3333333333333333,0.5,0.625,,0.3333333333333333,0.5909090909090909,,0.5,0.5909090909090909,,0.5,,0.42857142857142855,,,0.3333333333333333,,,0.6666666666666666,,,17.90909090909091,16.454545454545453,0.36363636363636365,1.0,1.0,0.75,0.09090909090909091,1.0,1.0,1.0,,,,0.2,1.0,0.2,0.2,0.52375,0.09090909090909091,,,0.38461538461538464,5.2375,0.4,1.0,4.0,,,,,,,2.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,0.3333333333333333,,0.36363636363636365,0.25,0.25,1.0,,,,,,,,0.125,,,,1.0,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,,0.5,,0.5,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2023,2022-23,True
1626159-1628404-1629014-1629642-203081,1610612757,"Justise Winslow, Josh Hart, Anfernee Simons, Nassir Little, Damian Lillard","Winslow, Hart, Simons, Little, Lillard",1626159-1628404-1629014-1629642-203081,POR,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2023,2022-23,True
1626159-1628404-1629014-1629642-203924,1610612757,"Justise Winslow, Josh Hart, Anfernee Simons, Nassir Little, Jerami Grant","Winslow, Hart, Simons, Little, Grant",1626159-1628404-1629014-1629642-203924,POR,110.0,1,4.0,7.0,,,,2.0,2.0,,91.63636363636364,16.25,15.5,,0.6666666666666666,0.6570666666666667,,2.0,1.0,3.0,,,1.0,1.0,2.0,,,,,,,,,1.0,3.0,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,2.0,,,2.0,1.0,3.0,,,,,1.0,,,3.0,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,1.0,,1.0,0.5,,,1.0,1.0,15.0,15.0,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,3.6999999999999997,,,1.0,,,,,,,2.0,,,,,,1.0,,,,2.0,,,1.0,,,1.0,,,,,,,,0.5,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2023,2022-23,True
1626159-1628404-1629014-1629642-203994,1610612757,"Justise Winslow, Josh Hart, Anfernee Simons, Nassir Little, Jusuf Nurkic","Winslow, Hart, Simons, Little, Nurkic",1626159-1628404-1629014-1629642-203994,POR,71.0,1,2.0,4.0,,,,,,,81.12676056338029,16.5,16.5,,0.5,0.62565,,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,1.0,2.0,,1.0,3.0,2.0,,,,,,,,2.0,,1.0,,1.0,,1.0,2.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,3.0,,,,1.0,1.0,,,,0.5,,,0.5,,,0.75,,,,1.0,,,1.0,,,,,,19.0,19.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,0.5,,,,4.6,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2023,2022-23,True
1626159-1628404-1629014-1630553-203081,1610612757,"Justise Winslow, Josh Hart, Anfernee Simons, Keon Johnson, Damian Lillard","Winslow, Hart, Simons, Johnson, Lillard",1626159-1628404-1629014-1630553-203081,POR,93.0,1,4.0,8.0,,,,1.0,1.0,,123.87096774193547,6.5,6.5,,1.0,0.7869,,2.0,1.0,4.0,,,,,1.0,,,,,,,,,,1.0,,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,3.0,,3.0,,3.0,,1.0,,2.0,4.0,,,3.0,,,,,,,,,,,,,,,0.5,,,,0.75,,,0.75,,,1.0,,,16.75,15.5,1.0,,,,,,,,,,,,,,,,0.6666666666666666,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2023,2022-23,True
