EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceAtRimFGM,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Travels,AtRimPctBlocked,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGA,Fg3aBlocked,BadPassOutOfBoundsTurnovers,Charge Fouls,Transition Take Fouls,Charge Fouls Drawn,Transition Take Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,BlockedCorner3,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,team_id,year,season,team_vs
1627751-1627783-1627832-1628384-1628449,1610612761,"Jakob Poeltl, Pascal Siakam, Fred VanVleet, O.G. Anunoby, Chris Boucher","Poeltl, Siakam, VanVleet, Anunoby, Boucher",1627751-1627783-1627832-1628384-1628449,TOR,810.0,7,14.0,30.0,29.0,15.0,8.0,2.0,59.0,4.0,7.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,3.0,1.0,2.0,4.0,7.0,3.0,4.0,6.0,14.0,5.0,10.0,4.0,31.0,31.0,2.0,2.0,4.0,4.0,6.0,2.0,18.0,12.0,9.0,6.0,7.0,4.0,1.0,6.0,3.0,9.0,2.0,1.0,4.0,2.0,21.0,2.0,4.0,6.0,1.0,11.0,2.0,13.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,7.0,1.0,5.0,3.0,8.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,31.0,18.0,15.0,1.0,1.0,1.0,0.6,0.5,0.6666666666666666,0.5,0.42857142857142855,0.5,0.5625,0.8,0.62,0.9,0.4166666666666667,0.07142857142857142,0.16666666666666666,0.5714285714285714,1.0,0.5454545454545454,0.5,0.4,0.5263157894736842,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,0.4,0.6666666666666666,104.88888888888889,12.6,14.89655172413793,12.2,13.931034482758621,0.2916666666666667,0.5714285714285714,0.5714285714285714,1.0,0.25,0.3333333333333333,0.4,1.0,0.041666666666666664,0.125,0.3333333333333333,0.3333333333333333,1.0,0.2916666666666667,0.5714285714285714,0.5714285714285714,0.5,0.5,0.1,1.0,0.2,0.5,0.4,0.75,0.7083333333333334,0.5714285714285714,0.54930625,0.52308,0.12,0.13333333333333333,0.1,0.5806451612903226,6.321428571428571,24.66,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2023,2022-23,True
1627751-1627783-1627832-1628384-1629018,1610612761,"Jakob Poeltl, Pascal Siakam, Fred VanVleet, O.G. Anunoby, Gary Trent Jr.","Poeltl, Siakam, VanVleet, Anunoby, Trent Jr.",1627751-1627783-1627832-1628384-1629018,TOR,2503.0,13,42.0,84.0,86.0,38.0,16.0,9.0,170.0,18.0,21.0,1.0,5.0,7.0,6.0,14.0,6.0,4.0,11.0,2.0,7.0,6.0,17.0,2.0,5.0,27.0,41.0,10.0,28.0,25.0,109.0,94.0,3.0,11.0,17.0,4.0,12.0,13.0,47.0,32.0,24.0,6.0,17.0,6.0,,16.0,8.0,24.0,4.0,4.0,12.0,2.0,56.0,6.0,13.0,14.0,1.0,28.0,10.0,38.0,9.0,7.0,2.0,8.0,5.0,3.0,3.0,11.0,2.0,3.0,7.0,14.0,2.0,,24.0,4.0,32.0,4.0,,13.0,,3.0,2.0,3.0,1.0,97.0,44.0,36.0,1.0,0.5925925925925926,0.6153846153846154,0.8,0.35714285714285715,0.3333333333333333,0.35714285714285715,0.6585365853658537,0.6470588235294118,0.6086956521739131,0.5862068965517241,0.6566265060240963,0.6714285714285714,0.4057971014492754,,,0.7272727272727273,1.0,0.6086956521739131,0.8666666666666667,0.35294117647058826,0.7105263157894737,0.3225806451612903,0.5,0.14285714285714285,0.6,0.5,0.9166666666666666,0.6666666666666666,97.80263683579705,13.797619047619047,15.627906976744185,13.178571428571429,14.895348837209303,0.30434782608695654,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.2028985507246377,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.08695652173913043,0.15942028985507245,0.36363636363636365,0.36363636363636365,1.0,0.2463768115942029,0.35294117647058826,0.35294117647058826,0.6666666666666666,0.16666666666666666,0.2413793103448276,0.7142857142857143,0.2413793103448276,0.2857142857142857,0.1724137931034483,0.4,0.7101449275362319,0.35294117647058826,0.5287971014492754,0.5187655172413793,0.16666666666666666,0.26,,0.43119266055045874,5.975609756097561,25.817857142857143,0.4523809523809524,15.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,12.0,22.0,2.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,3.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.2857142857142857,0.3333333333333333,0.375,1.0,0.03225806451612903,0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.494,0.11009174311926606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2023,2022-23,True
1627751-1627783-1627832-1628384-1630173,1610612761,"Jakob Poeltl, Pascal Siakam, Fred VanVleet, O.G. Anunoby, Precious Achiuwa","Poeltl, Siakam, VanVleet, Anunoby, Achiuwa",1627751-1627783-1627832-1628384-1630173,TOR,318.0,2,5.0,9.0,10.0,,2.0,2.0,19.0,1.0,4.0,1.0,,,,1.0,1.0,,1.0,,,3.0,4.0,,,2.0,6.0,3.0,5.0,1.0,14.0,19.0,1.0,,,,,,,2.0,6.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,,,,8.0,1.0,2.0,1.0,,3.0,3.0,6.0,,,,,,1.0,,1.0,,,1.0,1.0,,,2.0,,2.0,,,1.0,,,,,,8.0,,,,0.5,1.0,0.6666666666666666,0.6,,0.6,0.3333333333333333,,0.5909090909090909,,0.5833333333333334,,0.45454545454545453,0.16666666666666666,1.0,,,1.0,0.5,0.5,0.6,0.5,,1.0,1.0,,0.3333333333333333,1.0,86.0377358490566,19.11111111111111,14.6,18.77777777777778,13.0,0.36363636363636365,0.25,0.25,,0.09090909090909091,,,,0.09090909090909091,0.09090909090909091,,,,0.36363636363636365,0.75,0.75,0.6666666666666666,0.5,,,,,,,0.8181818181818182,0.75,0.5472727272727272,,0.08333333333333333,0.14285714285714285,,,5.5,25.580000000000002,,-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,1.0,1.0,1.25,1.0,0.5,0.6666666666666666,,,0.2,,1.0,1.0,1.0,1.0,0.5,1.0,,0.57165,0.42857142857142855,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2023,2022-23,True
1627751-1627783-1627832-1628384-1630201,1610612761,"Jakob Poeltl, Pascal Siakam, Fred VanVleet, O.G. Anunoby, Malachi Flynn","Poeltl, Siakam, VanVleet, Anunoby, Flynn",1627751-1627783-1627832-1628384-1630201,TOR,264.0,3,4.0,7.0,7.0,5.0,7.0,1.0,14.0,1.0,3.0,1.0,,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,9.0,10.0,1.0,1.0,2.0,1.0,2.0,2.0,7.0,2.0,3.0,,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,1.0,5.0,,2.0,,1.0,3.0,1.0,4.0,,,,1.0,1.0,,,1.0,,,1.0,3.0,1.0,,1.0,,2.0,,,1.0,,,,,,7.0,7.0,5.0,2.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5833333333333334,0.625,0.6428571428571429,0.7,0.3333333333333333,0.5,,1.0,0.5,,0.5,,0.5,0.3333333333333333,,,,,1.0,,76.36363636363636,19.142857142857142,18.571428571428573,19.142857142857142,17.142857142857142,0.5,0.3333333333333333,1.0,,0.16666666666666666,1.0,1.0,1.0,,,,,,0.3333333333333333,0.5,0.5,1.0,1.0,0.25,,,,0.5,0.5,0.8333333333333334,0.5,0.556725,0.47368750000000004,0.14285714285714285,0.2,,0.7777777777777778,3.0250000000000004,29.450000000000003,0.7142857142857143,-1.0,1.0,,,,1.0,,,,2.0,2.0,2.0,,1.0,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,,,,,,,,1.0,,,,0.7599,0.2222222222222222,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2023,2022-23,True
1627751-1627783-1627832-1628384-1630288,1610612761,"Jakob Poeltl, Pascal Siakam, Fred VanVleet, O.G. Anunoby, Jeff Dowtin Jr.","Poeltl, Siakam, VanVleet, Anunoby, Dowtin Jr.",1627751-1627783-1627832-1628384-1630288,TOR,316.0,1,5.0,11.0,11.0,11.0,2.0,2.0,22.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,,,1.0,,1.0,,,,,4.0,7.0,,1.0,3.0,11.0,19.0,1.0,4.0,7.0,,1.0,3.0,11.0,6.0,,,,,1.0,3.0,,3.0,,,2.0,1.0,6.0,1.0,1.0,1.0,,2.0,2.0,4.0,,,,2.0,2.0,2.0,,4.0,,4.0,1.0,2.0,,,2.0,,3.0,1.0,,2.0,,,,,,7.0,11.0,11.0,,0.75,1.0,,,,,0.5714285714285714,0.5714285714285714,0.5,0.5,0.6111111111111112,0.6111111111111112,0.125,0.14285714285714285,0.25,0.5,,0.5,1.0,1.0,0.6666666666666666,0.5,,1.0,,1.0,1.0,,100.25316455696202,16.818181818181817,11.909090909090908,16.636363636363637,11.0,0.375,1.0,1.0,0.6666666666666666,0.5,0.25,0.3333333333333333,1.0,,0.125,,,,,,,,1.0,0.375,1.0,0.125,,,,0.5,,0.51964375,0.51964375,0.2222222222222222,0.25,,1.0,5.185714285714285,23.5,1.0,-8.0,1.0,,,,1.0,,,2.0,4.0,2.0,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,1.0,,,,,0.36363636363636365,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2023,2022-23,True
1627751-1627783-1627832-1628384-1630567,1610612761,"Jakob Poeltl, Pascal Siakam, Fred VanVleet, O.G. Anunoby, Scottie Barnes","Poeltl, Siakam, VanVleet, Anunoby, Barnes",1627751-1627783-1627832-1628384-1630567,TOR,17825.0,21,297.0,584.0,590.0,77.0,35.0,50.0,1174.0,109.0,154.0,26.0,20.0,20.0,50.0,108.0,37.0,15.0,49.0,1.0,4.0,55.0,138.0,10.0,21.0,177.0,299.0,70.0,187.0,100.0,664.0,704.0,36.0,26.0,37.0,11.0,25.0,16.0,101.0,210.0,192.0,18.0,138.0,55.0,23.0,105.0,64.0,169.0,49.0,15.0,70.0,26.0,402.0,22.0,76.0,119.0,9.0,204.0,64.0,268.0,45.0,36.0,9.0,68.0,35.0,48.0,33.0,116.0,10.0,12.0,51.0,91.0,3.0,8.0,105.0,4.0,123.0,15.0,1.0,57.0,1.0,24.0,11.0,25.0,2.0,619.0,101.0,77.0,4.0,0.5932203389830508,0.625,0.9142857142857143,0.37433155080213903,0.44,0.37433155080213903,0.5919732441471572,0.7027027027027027,0.5802469135802469,0.6854838709677419,0.6121495327102804,0.704225352112676,0.38477366255144035,0.07692307692307693,0.12962962962962962,0.5862068965517241,0.8181818181818182,0.6918604651162791,0.672566371681416,0.18803418803418803,0.6842105263157895,0.2711864406779661,0.1927710843373494,0.17647058823529413,0.7045454545454546,0.6428571428571429,0.6588235294117647,0.7142857142857143,94.8420757363254,15.51027397260274,14.859322033898305,14.972602739726028,14.27457627118644,0.3168724279835391,0.7077922077922078,0.7517241379310344,0.6422018348623854,0.2222222222222222,0.46296296296296297,0.5319148936170213,0.52,0.07613168724279835,0.10082304526748971,0.30612244897959184,0.3125,1.0,0.2839506172839506,0.39855072463768115,0.40145985401459855,0.8909090909090909,0.5306122448979592,0.3225806451612903,1.0,0.06451612903225806,0.25,0.3387096774193548,0.47619047619047616,0.7016460905349794,0.39855072463768115,0.5366787037037037,0.5299475806451613,0.10984848484848485,0.16715542521994134,0.0053475935828877,0.15210843373493976,6.055852842809364,25.615508021390376,0.13184931506849315,-40.0,12.0,18.0,1.0,12.0,16.0,1.0,13.0,10.0,45.0,144.0,18.0,9.0,42.0,12.0,2.0,5.0,7.0,12.0,20.0,,6.0,0.07692307692307693,0.4444444444444444,0.35714285714285715,0.4017857142857143,0.35294117647058826,0.4090909090909091,0.3392857142857143,0.8333333333333334,0.05660377358490566,0.8,0.4864864864864865,0.4864864864864865,0.5,0.46153846153846156,0.24489795918367346,0.08333333333333333,1.0,0.5352416666666666,0.0677710843373494,6.0,0.05844155844155844,5.0,1.0,2.0,15.0,2.0,1.0,2.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0106951871657754,0.02040816326530612,0.007246376811594203,0.2631578947368421,0.25,0.02040816326530612,,,,,,,,,1610612761,2023,2022-23,True
1627751-1627783-1627832-1628384-201152,1610612761,"Jakob Poeltl, Pascal Siakam, Fred VanVleet, O.G. Anunoby, Thaddeus Young","Poeltl, Siakam, VanVleet, Anunoby, Young",1627751-1627783-1627832-1628384-201152,TOR,211.0,1,4.0,7.0,7.0,7.0,,1.0,14.0,3.0,3.0,,3.0,3.0,,1.0,2.0,,,,,,1.0,,1.0,3.0,6.0,,1.0,,6.0,11.0,1.0,3.0,6.0,,1.0,,6.0,4.0,,,1.0,,,2.0,,2.0,,,2.0,,4.0,1.0,,1.0,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,6.0,6.0,7.0,,0.6666666666666666,0.6666666666666666,,,,,0.5,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.14285714285714285,,,1.0,,1.0,,1.0,0.5,0.25,1.0,,1.0,,,,95.54502369668246,18.857142857142858,11.285714285714286,18.285714285714285,11.142857142857142,0.42857142857142855,1.0,1.0,0.6666666666666666,0.14285714285714285,,,,0.2857142857142857,,,,,0.14285714285714285,,,,,0.42857142857142855,1.0,,,0.14285714285714285,,0.5714285714285714,,0.5126642857142857,0.5126642857142857,,,,1.0,9.266666666666667,28.3,1.0,-5.0,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2023,2022-23,True
1627751-1627783-1627832-1628384-203115,1610612761,"Jakob Poeltl, Pascal Siakam, Fred VanVleet, O.G. Anunoby, Will Barton","Poeltl, Siakam, VanVleet, Anunoby, Barton",1627751-1627783-1627832-1628384-203115,TOR,2446.0,6,41.0,81.0,84.0,11.0,7.0,7.0,165.0,12.0,17.0,3.0,2.0,4.0,9.0,16.0,7.0,1.0,8.0,,2.0,9.0,17.0,,1.0,22.0,40.0,10.0,25.0,6.0,80.0,91.0,5.0,2.0,6.0,,3.0,2.0,6.0,22.0,30.0,,17.0,9.0,,11.0,10.0,21.0,9.0,1.0,6.0,5.0,52.0,3.0,19.0,15.0,1.0,35.0,6.0,41.0,5.0,3.0,2.0,11.0,7.0,6.0,4.0,17.0,,3.0,7.0,14.0,2.0,,16.0,,11.0,2.0,,4.0,1.0,6.0,3.0,6.0,,71.0,6.0,11.0,1.0,0.5,0.5789473684210527,1.0,0.4,,0.4,0.55,0.3333333333333333,0.5692307692307692,0.2222222222222222,0.5797101449275363,0.3,0.38461538461538464,,,0.6470588235294118,0.5,0.625,0.7916666666666666,0.2,0.7083333333333334,0.18181818181818182,0.125,0.2857142857142857,0.6363636363636364,0.5555555555555556,0.8333333333333334,0.6666666666666666,97.13818479149633,14.851851851851851,14.797619047619047,14.604938271604938,13.726190476190476,0.26153846153846155,0.7058823529411765,0.7058823529411765,0.5,0.24615384615384617,0.5625,0.5625,0.5555555555555556,0.1076923076923077,0.12307692307692308,0.125,0.125,1.0,0.26153846153846155,0.5294117647058824,0.5294117647058824,1.0,0.5,0.4444444444444444,0.5,0.2222222222222222,,0.1111111111111111,,0.6461538461538462,0.5294117647058824,0.5233853846153845,0.5365333333333333,0.07352941176470588,0.09523809523809523,0.038461538461538464,0.075,7.327500000000001,25.54,0.13580246913580246,-11.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,9.0,22.0,6.0,,3.0,,1.0,,1.0,3.0,3.0,,1.0,1.0,0.6,0.75,0.75,0.16666666666666666,0.4,0.14285714285714285,0.75,,0.5,0.14285714285714285,0.14285714285714285,,0.6666666666666666,0.16666666666666666,1.0,1.0,0.6224999999999999,0.1125,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2023,2022-23,True
1627751-1627783-1627832-1628449-1629018,1610612761,"Jakob Poeltl, Pascal Siakam, Fred VanVleet, Chris Boucher, Gary Trent Jr.","Poeltl, Siakam, VanVleet, Boucher, Trent Jr.",1627751-1627783-1627832-1628449-1629018,TOR,515.0,4,9.0,21.0,18.0,4.0,,1.0,39.0,3.0,6.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,,,2.0,4.0,,,5.0,11.0,3.0,7.0,1.0,20.0,17.0,1.0,2.0,3.0,,,,4.0,8.0,6.0,3.0,4.0,2.0,,4.0,2.0,6.0,1.0,1.0,2.0,2.0,14.0,,4.0,4.0,,8.0,2.0,10.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,,,3.0,5.0,,1.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,20.0,4.0,4.0,,0.8,0.8,0.6666666666666666,0.42857142857142855,,0.42857142857142855,0.45454545454545453,0.6666666666666666,0.5277777777777778,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.3888888888888889,,,0.5,,1.0,0.8,,0.8888888888888888,0.2,,,1.0,1.0,0.75,1.0,109.04854368932038,12.380952380952381,14.166666666666666,12.238095238095237,14.0,0.3333333333333333,0.5,0.5,0.6666666666666666,0.2222222222222222,0.5,0.5,1.0,0.05555555555555555,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,,,,,0.7222222222222222,0.5,0.5362027777777778,0.5703666666666667,0.05555555555555555,0.09090909090909091,,0.2,5.609090909090909,26.142857142857142,0.19047619047619047,3.0,,,,,,,,,,2.0,,,2.0,,,1.0,,1.0,1.0,,,,,,,0.3333333333333333,0.3333333333333333,0.5,1.0,,1.0,,,,,,,,0.5329,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612761,2023,2022-23,True
1627751-1627783-1627832-1628449-1630201,1610612761,"Jakob Poeltl, Pascal Siakam, Fred VanVleet, Chris Boucher, Malachi Flynn","Poeltl, Siakam, VanVleet, Boucher, Flynn",1627751-1627783-1627832-1628449-1630201,TOR,498.0,3,8.0,19.0,17.0,,14.0,4.0,36.0,2.0,3.0,1.0,,,2.0,6.0,3.0,1.0,3.0,,,1.0,3.0,,,6.0,12.0,2.0,6.0,4.0,22.0,24.0,2.0,,,,,,,10.0,3.0,3.0,3.0,1.0,2.0,5.0,1.0,6.0,,1.0,2.0,2.0,13.0,2.0,3.0,2.0,,5.0,5.0,10.0,,,,3.0,2.0,1.0,1.0,4.0,,,3.0,5.0,,1.0,4.0,,4.0,,,2.0,,,,,,15.0,,,1.0,0.8333333333333334,0.8333333333333334,0.5,0.3333333333333333,,0.3333333333333333,0.5,,0.5,,0.55,,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.75,,0.6666666666666666,0.5,0.5,0.5555555555555556,0.5,1.0,,1.0,1.0,0.75,,104.09638554216866,14.0,13.647058823529411,12.631578947368421,12.647058823529411,0.16666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,,0.25,,,,,,,0.5,0.3333333333333333,0.5096138888888889,,0.1,0.14285714285714285,,,8.9,25.166666666666668,,-2.0,1.0,2.0,,,1.0,1.0,2.0,2.0,7.0,2.0,,1.0,3.0,,,1.0,,,,,,0.5,0.5,0.625,0.7,0.5,,0.75,,,,0.6666666666666666,0.6666666666666666,0.5,1.0,,,,0.6306833333333334,0.3181818181818182,,0.3333333333333333,,2.0,,,,,,,,,,,,,,,,,1.0,0.5,1.0,0.5,1.0,,,,,,1610612761,2023,2022-23,True
