EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,OpponentPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,DefTwoPtRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Offensive Fouls,Charge Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyFtPoints,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,DefShortMidRangeReboundPct,LongMidRangeFGA,LongMidRangeFrequency,PenaltyArc3FGM,PenaltyFG3M,Charge Fouls,Technical Free Throw Trips,PenaltyFg3Pct,PenaltyArc3Accuracy,LostBallTurnovers,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,RecoveredBlocks,BlocksRecoveredPct,ThreePtShootingFoulsDrawnPct,PtsPutbacks,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShortMidRangePctBlocked,OffArc3ReboundPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Transition Take Fouls Drawn,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,LongMidRangeAssists,LongMidRangePctAssisted,Transition Take Fouls,OffensiveGoaltends,Offensive Fouls Drawn,LongMidRangePctBlocked,OffLongMidRangeReboundPct,3pt And 1 Free Throw Trips,Corner3PctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,3SecondViolations,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
1626149-1627777-1627788-1627863-1629001,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, Danuel House Jr., De'Anthony Melton","Harrell, Niang, Korkmaz, House Jr., Melton",1626149-1627777-1627788-1627863-1629001,PHI,93.0,1,2.0,4.0,3.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,77.41935483870968,15.0,24.0,14.0,24.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.6225666666666666,0.25,0.3333333333333333,0.5,1.45,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1626149-1627777-1627788-1627863-1629003,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, Danuel House Jr., Shake Milton","Harrell, Niang, Korkmaz, House Jr., Milton",1626149-1627777-1627788-1627863-1629003,PHI,815.0,4,14.0,3.0,27.0,28.0,4.0,55.0,4.0,7.0,3.0,2.0,6.0,12.0,10.0,6.0,27.0,4.0,,5.0,8.0,4.0,7.0,3.0,17.0,1.0,4.0,3.0,10.0,5.0,15.0,,5.0,3.0,3.0,3.0,6.0,3.0,9.0,10.0,5.0,22.0,0.6666666666666666,0.6666666666666666,0.5,0.4772727272727273,0.5,0.4166666666666667,0.45454545454545453,0.5,0.6666666666666666,0.6,0.16666666666666666,0.5294117647058824,0.4166666666666667,0.6666666666666666,0.5,,,97.17791411042944,14.703703703703704,14.928571428571429,13.74074074074074,14.428571428571429,0.3181818181818182,0.5714285714285714,0.8,0.75,0.09090909090909091,0.6,0.7727272727272727,0.5312738095238095,0.18518518518518517,0.29411764705882354,0.18518518518518517,4.191666666666666,27.419999999999998,5.0,11.0,1.0,1.0,1.0,2.0,5.0,3.0,8.0,1.0,1.0,1.0,3.0,24.0,1.0,1.0,1.0,3.0,4.0,1.0,6.0,4.0,9.0,1.0,7.0,3.0,2.0,3.0,3.0,1.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,5.0,1.0,0.3,1.0,0.3333333333333333,0.25,0.75,0.5,0.6,0.5,0.16666666666666666,0.2857142857142857,1.0,0.5,0.6666666666666666,0.5,1.0,0.6,0.22727272727272727,0.4,0.4,0.5,0.36363636363636365,0.375,0.375,1.0,0.3333333333333333,1.0,0.2,1.0,1.0,0.2,1.0,0.2,0.42857142857142855,0.4935875,0.410625,0.2222222222222222,0.18518518518518517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1626149-1627777-1627788-1629001-202699,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, De'Anthony Melton, Tobias Harris","Harrell, Niang, Korkmaz, Melton, Harris",1626149-1627777-1627788-1629001-202699,PHI,24.0,1,,-2.0,1.0,2.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,180.0,15.0,4.5,15.0,4.5,,,,,,,,0.4467,,,,10.3,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1626149-1627777-1627788-1629003-1629680,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, Shake Milton, Matisse Thybulle","Harrell, Niang, Korkmaz, Milton, Thybulle",1626149-1627777-1627788-1629003-1629680,PHI,335.0,1,6.0,1.0,10.0,11.0,1.0,21.0,4.0,4.0,1.0,,6.0,9.0,,6.0,18.0,1.0,,2.0,8.0,4.0,4.0,3.0,8.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,,4.0,5.0,8.0,4.0,16.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,,,0.3333333333333333,,,0.25,0.3333333333333333,,,,,90.26865671641792,14.6,17.181818181818183,13.2,15.545454545454545,0.4444444444444444,1.0,1.0,0.75,,1.0,0.4444444444444444,0.5550666666666666,0.36363636363636365,0.36363636363636365,0.1111111111111111,5.166666666666667,,3.0,6.0,1.0,1.0,1.0,2.0,5.0,,,,,,,17.0,1.0,,,2.0,2.0,,6.0,4.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,6.0,3.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,,,,0.5555555555555556,0.4,0.4,0.5,,,,,1.0,1.0,,,,0.5,1.0,,,0.7989,0.5477,0.3333333333333333,0.3,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1626149-1627777-1627788-1629003-201935,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, Shake Milton, James Harden","Harrell, Niang, Korkmaz, Milton, Harden",1626149-1627777-1627788-1629003-201935,PHI,5.0,1,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,5.0,,5.0,,,,,,,,,0.2016,,,,22.7,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2016,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1626149-1627777-1627788-1629003-202699,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, Shake Milton, Tobias Harris","Harrell, Niang, Korkmaz, Milton, Harris",1626149-1627777-1627788-1629003-202699,PHI,110.0,1,2.0,-3.0,2.0,4.0,,6.0,,,,,1.0,1.0,1.0,1.0,6.0,,,,2.0,1.0,2.0,,5.0,,,,,,,,,,,,1.0,1.0,,1.0,,6.0,1.0,1.0,1.0,1.25,1.25,,0.5,,,,,,,,,,,78.54545454545455,15.5,19.75,15.5,14.75,,,,,,,0.5,0.456375,,,,4.0,25.7,2.0,3.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,9.0,,,,1.0,1.0,1.0,5.0,,3.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,5.0,2.0,1.0,1.0,,1.0,,1.0,,1.25,1.25,,,,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,0.5,1.0,,0.456375,0.8333333333333334,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1626149-1627777-1627863-1629001-1629003,1610612755,"Montrezl Harrell, Georges Niang, Danuel House Jr., De'Anthony Melton, Shake Milton","Harrell, Niang, House Jr., Melton, Milton",1626149-1627777-1627863-1629001-1629003,PHI,278.0,3,5.0,6.0,8.0,10.0,,18.0,2.0,3.0,,,2.0,4.0,1.0,2.0,9.0,,,,4.0,2.0,3.0,2.0,7.0,,,4.0,7.0,,7.0,,2.0,1.0,1.0,,2.0,,3.0,4.0,2.0,9.0,1.0,1.0,0.5,0.7,0.6428571428571429,,0.2,0.5,,0.6666666666666666,,0.5833333333333334,,,,,,93.23741007194243,11.125,18.9,11.125,16.2,0.6,0.6666666666666666,0.6666666666666666,1.0,,,0.8,0.69207,0.2857142857142857,0.3333333333333333,,1.4,29.2,,2.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,,,,,,,,,3.0,,1.0,1.0,,1.0,1.0,,3.0,,1.0,1.0,1.0,,,,,,2.0,2.0,,2.0,,,1.0,1.0,,1.0,,,,,,,,,0.5,,0.5,,0.6666666666666666,0.2,,,,0.2,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1626149-1627777-1627863-1629001-1630178,1610612755,"Montrezl Harrell, Georges Niang, Danuel House Jr., De'Anthony Melton, Tyrese Maxey","Harrell, Niang, House Jr., Melton, Maxey",1626149-1627777-1627863-1629001-1630178,PHI,72.0,2,1.0,-2.0,3.0,4.0,,7.0,,,,,1.0,2.0,,1.0,3.0,,,,,,,,,,,,1.0,,1.0,,,,,,,2.0,1.0,1.0,1.0,3.0,,,0.5,0.5,0.75,,,,,,,0.5,,,,,,140.0,10.0,10.5,10.0,10.5,,,,,,,,0.36135,0.5,0.5,,14.9,,2.0,4.0,,,,1.0,1.0,,,,,,,5.0,,,,1.0,2.0,,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,2.0,,,,,,0.5,,0.5,0.75,,,,1.0,,,1.0,,0.5,1.0,1.0,,,,,,,,,,,,,,,,0.36135,1.0,0.6666666666666666,1.0,2.0,1.0,,,2.0,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1626149-1627777-1627863-1629001-201935,1610612755,"Montrezl Harrell, Georges Niang, Danuel House Jr., De'Anthony Melton, James Harden","Harrell, Niang, House Jr., Melton, Harden",1626149-1627777-1627863-1629001-201935,PHI,573.0,4,10.0,7.0,21.0,21.0,,42.0,1.0,2.0,,,2.0,5.0,10.0,13.0,29.0,,,,2.0,1.0,5.0,1.0,14.0,,,4.0,6.0,,6.0,,3.0,1.0,,,,4.0,10.0,15.0,5.0,29.0,0.5,0.5,0.4,0.5333333333333333,0.6590909090909091,,0.6666666666666666,,,1.0,,0.8571428571428571,,,,1.0,,105.54973821989527,14.238095238095237,13.047619047619047,14.238095238095237,13.047619047619047,0.13333333333333333,0.5,1.0,1.0,,,0.8,0.52058,0.2857142857142857,0.5,,7.340000000000001,26.48,11.0,11.0,,,,1.0,2.0,4.0,10.0,,,5.0,4.0,22.0,,,,1.0,3.0,5.0,14.0,2.0,12.0,,10.0,4.0,1.0,4.0,4.0,,2.0,,2.0,,,,,4.0,,2.0,1.0,,1.0,1.0,14.0,11.0,1.0,0.4,,0.4,,0.3333333333333333,,0.5,0.6363636363636364,0.2,0.5,,0.6666666666666666,,,,1.0,0.13333333333333333,0.5,0.5,,0.6666666666666666,0.4,0.4,1.0,,,,,,,,0.625,0.4,,0.4653625,0.4827586206896552,0.5238095238095238,6.0,,,1.0,,,1.0,0.6666666666666666,1.0,0.06666666666666667,2.0,2.0,,,0.4,0.4,,,1.0,1.0,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
1626149-1627777-1627863-1629003-1629680,1610612755,"Montrezl Harrell, Georges Niang, Danuel House Jr., Shake Milton, Matisse Thybulle","Harrell, Niang, House Jr., Milton, Thybulle",1626149-1627777-1627863-1629003-1629680,PHI,737.0,5,12.0,-2.0,28.0,31.0,3.0,59.0,8.0,15.0,2.0,,8.0,17.0,7.0,7.0,32.0,2.0,,4.0,8.0,4.0,7.0,4.0,17.0,2.0,2.0,6.0,10.0,4.0,14.0,1.0,,,2.0,,3.0,8.0,5.0,10.0,4.0,28.0,0.5,0.6666666666666666,0.47058823529411764,0.5208333333333334,0.5517241379310345,1.0,0.2916666666666667,0.6666666666666666,0.2222222222222222,1.0,0.5,0.75,0.3076923076923077,0.2857142857142857,,1.0,0.09090909090909091,115.27815468113975,12.964285714285714,12.064516129032258,12.571428571428571,11.870967741935484,0.625,0.5333333333333333,0.5714285714285714,0.5,,1.0,0.9166666666666666,0.5541416666666666,0.14285714285714285,0.19047619047619047,0.125,2.4588235294117644,25.071428571428573,21.0,22.0,2.0,6.0,11.0,,2.0,3.0,7.0,,,5.0,3.0,34.0,2.0,,,6.0,13.0,5.0,20.0,8.0,9.0,,7.0,3.0,2.0,3.0,3.0,,3.0,1.0,,,1.0,,2.0,5.0,,,2.0,1.0,1.0,2.0,20.0,21.0,1.0,0.42857142857142855,,0.42857142857142855,1.0,0.46153846153846156,1.0,0.4166666666666667,0.45454545454545453,0.11764705882352941,0.06666666666666667,1.0,0.5,,0.5,1.0,1.0,0.08333333333333333,,,,0.2916666666666667,0.42857142857142855,0.42857142857142855,1.0,1.0,,,,,0.6111111111111112,0.5454545454545454,0.2777777777777778,0.42857142857142855,0.5888,0.5459,0.625,0.75,5.0,,,1.0,,2.0,1.0,,,,1.0,1.0,,,0.2,0.2,2.0,,,1.0,0.5,,4.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,False
