EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,LostBallSteals,LostBallTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,AtRimAssists,DeadBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,BlockedShortMidRange,DefShortMidRangeReboundPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,PenaltyFtPoints,FTDefRebounds,DefFTReboundPct,SecondChanceArc3FGA,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,SecondChanceArc3Frequency,Charge Fouls Drawn,Charge Fouls,DefCorner3ReboundPct,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,NonShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,SelfOReb,Offensive Fouls,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,SelfORebPct,BadPassOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,Travels,DefLongMidRangeReboundPct,Loose Ball Fouls Drawn,SecondChanceArc3PctAssisted,OffLongMidRangeReboundPct,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,Offensive Fouls Drawn,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,Technical Free Throw Trips,BlockedLongMidRange,BlockedCorner3,3SecondViolations,Corner3PctBlocked,Transition Take Fouls Drawn,OffensiveGoaltends,Defensive 3 Seconds Violations,Transition Take Fouls,HeaveMakes,team_id,year,season,team_vs
1628379-1628991-1629630-1629634-1630217,1610612763,"Luke Kennard, Jaren Jackson Jr., Ja Morant, Brandon Clarke, Desmond Bane","Kennard, Jackson Jr., Morant, Clarke, Bane",1628379-1628991-1629630-1629634-1630217,MEM,234.0,4,4.0,1.0,7.0,7.0,3.0,6.0,1.0,14.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,5.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.35714285714285715,0.5,0.3333333333333333,0.5,1.0,0.3333333333333333,0.6666666666666666,0.5,0.2,0.5,0.6666666666666666,86.15384615384616,13.571428571428571,19.857142857142858,12.857142857142858,17.571428571428573,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,0.25,0.25,0.5,0.4680416666666667,0.53865,0.47550000000000003,0.14285714285714285,0.25,12.1,23.566666666666666,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628379-1628991-1629630-1629634-1630583,1610612763,"Luke Kennard, Jaren Jackson Jr., Ja Morant, Brandon Clarke, Santi Aldama","Kennard, Jackson Jr., Morant, Clarke, Aldama",1628379-1628991-1629630-1629634-1630583,MEM,132.0,1,2.0,4.0,5.0,5.0,5.0,5.0,,10.0,3.0,1.0,,,,,1.0,1.0,5.0,,1.0,,6.0,2.0,,5.0,1.0,,1.0,,,2.0,,4.0,,1.0,3.0,1.0,4.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,4.0,5.0,,,,0.5,0.5,0.16666666666666666,,,1.0,,1.0,1.0,0.3333333333333333,,1.0,109.09090909090908,15.2,11.2,15.2,11.2,0.5,0.16666666666666666,,,,,0.16666666666666666,,,0.16666666666666666,0.3333333333333333,0.4826333333333333,,0.4826333333333333,0.16666666666666666,,8.26,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,0.6666666666666666,1.0,0.6,1.0,0.6,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.2,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628379-1628991-1629630-1629634-1630590,1610612763,"Luke Kennard, Jaren Jackson Jr., Ja Morant, Brandon Clarke, Scotty Pippen Jr.","Kennard, Jackson Jr., Morant, Clarke, Pippen Jr.",1628379-1628991-1629630-1629634-1630590,MEM,289.0,2,5.0,6.0,8.0,8.0,2.0,1.0,5.0,16.0,6.0,,,,,,3.0,,10.0,1.0,3.0,,11.0,5.0,,2.0,,3.0,3.0,1.0,1.0,4.0,,9.0,4.0,2.0,3.0,6.0,9.0,,,,,1.0,1.0,4.0,1.0,,,2.0,1.0,2.0,5.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.4230769230769231,0.4230769230769231,0.23076923076923078,0.1,0.16666666666666666,,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.75,0.8,1.0,79.72318339100346,17.125,19.0,13.0,17.875,0.46153846153846156,,,,,,0.23076923076923078,,,,0.5384615384615384,0.5553846153846154,0.640125,0.42265,,,5.62,25.266666666666666,0.25,3.0,4.0,3.0,4.0,,,1.0,,4.0,3.0,6.0,6.0,1.0,2.0,6.0,2.0,2.0,3.0,1.0,,2.0,1.0,,,1.0,,,1.0,2.0,0.75,1.0,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.25,1.0,1.0,,0.5,0.3076923076923077,0.75,0.75,0.16666666666666666,0.2,1.0,,,,0.6666666666666666,0.75,,,,0.5454545454545454,0.18181818181818182,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628379-1628991-1629630-1629634-1631222,1610612763,"Luke Kennard, Jaren Jackson Jr., Ja Morant, Brandon Clarke, Jake LaRavia","Kennard, Jackson Jr., Morant, Clarke, LaRavia",1628379-1628991-1629630-1629634-1631222,MEM,64.0,1,1.0,2.0,3.0,3.0,3.0,3.0,,6.0,,,,,,,,,3.0,,,1.0,7.0,5.0,,3.0,,,,,,1.0,,2.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,7.0,3.0,,,,1.0,1.1666666666666667,,,,,,,,,,,135.0,5.333333333333333,16.0,5.333333333333333,15.333333333333334,,,,,,,,,,,1.0,0.5660333333333333,,0.5660333333333333,0.3333333333333333,,2.6,,1.0,3.0,3.0,,,3.0,3.0,,,3.0,,,,3.0,7.0,2.0,4.0,,1.0,,,,,,,,1.0,1.0,,7.0,0.3333333333333333,0.3333333333333333,1.0,,1.0,,1.0,,1.1666666666666667,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,0.3333333333333333,,1.0,,,,1.0,,,,,,,0.3333333333333333,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628379-1628991-1629630-1629634-1642377,1610612763,"Luke Kennard, Jaren Jackson Jr., Ja Morant, Brandon Clarke, Jaylen Wells","Kennard, Jackson Jr., Morant, Clarke, Wells",1628379-1628991-1629630-1629634-1642377,MEM,168.0,3,3.0,-3.0,5.0,7.0,,,2.0,12.0,,,,,,,4.0,,2.0,1.0,4.0,2.0,9.0,12.0,1.0,,,3.0,4.0,,1.0,3.0,,7.0,,,,2.0,2.0,,,,,,1.0,1.0,2.0,3.0,,,,,7.0,,1.0,0.25,0.25,0.5833333333333334,0.6428571428571429,0.6666666666666666,,,,,,,0.3333333333333333,,,102.85714285714286,17.4,11.571428571428571,16.6,11.142857142857142,,,,,,,0.6666666666666666,,,,1.0,0.5987916666666667,0.56985,,0.2857142857142857,,1.6,24.875,,2.0,2.0,,,,,,,2.0,,,2.0,,,4.0,,,2.0,,,1.0,,,,,1.0,2.0,,,1.0,1.0,1.0,,,,,0.5,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,0.6666666666666666,0.2222222222222222,,1.0,1.0,1.0,2.0,,,,,,,1.0,0.25,0.25,1.0,,0.25,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628379-1628991-1629630-1629634-203935,1610612763,"Luke Kennard, Jaren Jackson Jr., Ja Morant, Brandon Clarke, Marcus Smart","Kennard, Jackson Jr., Morant, Clarke, Smart",1628379-1628991-1629630-1629634-203935,MEM,269.0,1,4.0,-10.0,10.0,10.0,,,,20.0,6.0,,,,,,1.0,,6.0,,1.0,2.0,8.0,18.0,,,,,1.0,1.0,,3.0,,6.0,,,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,,,,,8.0,,,,,0.42857142857142855,0.5,0.14285714285714285,0.16666666666666666,0.16666666666666666,1.0,,,,,,,107.06319702602231,13.0,13.9,13.0,13.5,0.8571428571428571,,,,,,0.14285714285714285,,,,0.14285714285714285,0.46607857142857145,,,0.125,,9.450000000000001,26.4,,,,,,,,3.0,,3.0,,,,,,6.0,,,3.0,3.0,,,,,1.0,,,1.0,,,1.0,1.0,0.5,,,,,,,,,,,,,,,0.5,0.6,1.0,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628379-1628991-1629630-1629723-1641744,1610612763,"Luke Kennard, Jaren Jackson Jr., Ja Morant, John Konchar, Zach Edey","Kennard, Jackson Jr., Morant, Konchar, Edey",1628379-1628991-1629630-1629723-1641744,MEM,224.0,1,4.0,2.0,8.0,9.0,,,1.0,17.0,2.0,,1.0,2.0,,,1.0,,4.0,2.0,3.0,,12.0,10.0,,,,6.0,1.0,,2.0,3.0,1.0,8.0,1.0,4.0,4.0,1.0,5.0,,,,,2.0,,1.0,,,,,,,10.0,,1.0,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.42857142857142855,,,,1.0,1.0,1.0,0.5,1.0,1.0,109.28571428571428,10.875,15.222222222222221,10.875,15.222222222222221,0.2857142857142857,,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,,,,0.7142857142857143,0.5398785714285714,0.6335,,,,3.9,23.266666666666666,,2.0,2.0,1.0,1.0,,,1.0,,3.0,1.0,1.0,2.0,,,2.0,4.0,2.0,1.0,1.0,,,,,,,,,,,0.3333333333333333,0.5,0.75,1.0,,1.0,,1.0,,,,,,,0.2857142857142857,1.0,1.0,0.5,0.5,1.0,,,,1.0,1.0,,,,0.16666666666666666,,1.0,1.0,1.0,,2.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628379-1628991-1629630-1630217-1630583,1610612763,"Luke Kennard, Jaren Jackson Jr., Ja Morant, Desmond Bane, Santi Aldama","Kennard, Jackson Jr., Morant, Bane, Aldama",1628379-1628991-1629630-1630217-1630583,MEM,273.4,9,5.0,9.0,11.0,9.0,3.0,4.0,2.0,20.0,,,,,,,5.0,2.0,7.0,2.0,5.0,3.0,19.0,10.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,4.0,,9.0,,4.0,6.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,5.0,,2.0,1.0,2.0,16.0,2.0,0.5,0.4,0.4,0.6666666666666666,0.6785714285714286,0.4166666666666667,0.14285714285714285,,1.0,,1.0,0.75,0.3333333333333333,,1.0,105.34016093635698,10.0,18.155555555555555,9.181818181818182,17.6,,,,,,,0.4166666666666667,,,0.6666666666666666,1.0,0.5441583333333333,0.4878,0.36118333333333336,0.15384615384615385,,1.6428571428571428,27.580000000000002,0.2727272727272727,5.0,7.0,,1.0,1.0,1.0,,,5.0,,1.0,3.0,1.0,8.0,6.0,4.0,,3.0,,,1.0,2.0,,,,1.0,2.0,2.0,7.0,0.6,0.6,0.7142857142857143,,1.0,0.75,0.8333333333333334,0.75,0.8,0.5,0.5,0.5,0.3333333333333333,1.0,0.5833333333333334,0.7142857142857143,0.8333333333333334,,,,,,,0.5,,0.3333333333333333,1.0,0.25,0.15789473684210525,0.42105263157894735,2.0,2.0,1.0,3.0,,,,,1.0,1.0,0.6,0.4,0.4,0.5,,0.4,3.0,,,1.0,,1.0,1.0,0.5,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.14285714285714285,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628379-1628991-1629630-1630217-1630590,1610612763,"Luke Kennard, Jaren Jackson Jr., Ja Morant, Desmond Bane, Scotty Pippen Jr.","Kennard, Jackson Jr., Morant, Bane, Pippen Jr.",1628379-1628991-1629630-1630217-1630590,MEM,32.0,1,1.0,2.0,2.0,2.0,2.0,2.0,,4.0,1.0,1.0,,,,,,,2.0,,,,2.0,,,2.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,2.0,2.0,,,,0.5,0.5,,,,,,,,,,,180.0,12.5,3.5,12.5,3.5,0.5,0.5,,,,,,,,,,0.4202,,0.4202,,,12.5,,1.0,,,,,,,,1.0,1.0,,,,1.0,2.0,,2.0,,,,,,,1.0,,,,,,2.0,,,0.5,,0.5,,0.5,,0.5,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628379-1628991-1629630-1630217-1641713,1610612763,"Luke Kennard, Jaren Jackson Jr., Ja Morant, Desmond Bane, GG Jackson","Kennard, Jackson Jr., Morant, Bane, Jackson",1628379-1628991-1629630-1630217-1641713,MEM,23.0,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,62.60869565217391,22.0,,22.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
