EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceCorner3FGA,SecondChanceFG3A,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,LongMidRangePctBlocked,LiveBallTurnoverPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceCorner3Frequency,PenaltyOffPoss,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG3M,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,DefThreePtRebounds,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,PtsUnassisted3s,PtsPutbacks,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,DefAtRimReboundPct,BlocksRecoveredPct,SelfOReb,OffLongMidRangeReboundPct,SelfORebPct,BlockedShortMidRange,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,SecondChanceTurnovers,PenaltyFg3Pct,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,HeaveAttempts,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,OffFTReboundPct,DefCorner3ReboundPct,PenaltyAtRimFGM,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,Fg3aBlocked,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGA,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,SecondChanceFtPoints,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedArc3,Charge Fouls,Corner3PctBlocked,Travels,Transition Take Fouls Drawn,Defensive 3 Seconds Violations,DefensiveGoaltends,3pt And 1 Free Throw Trips,Clear Path Fouls,OffensiveGoaltends,Transition Take Fouls,team_id,year,season,team_vs
1627751-1628971-1630193-1630567-1641711,1610612761,"Jakob Poeltl, Bruce Brown, Immanuel Quickley, Scottie Barnes, Gradey Dick","Poeltl, Brown, Quickley, Barnes, Dick",1627751-1628971-1630193-1630567-1641711,TOR,93.0,1,2.0,,3.0,2.0,2.0,,5.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,2.0,2.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,2.0,,2.0,,,,,,,,,,0.3333333333333333,,0.5,1.0,1.0,,1.0,,1.0,,,,77.41935483870968,21.666666666666668,14.0,21.666666666666668,14.0,0.5,,,,,,,,,,,0.5,,,,,,,,1.0,0.4469,,,3.9,23.9,,,,,,,,,,1.0,,2.0,,,,2.0,,,,2.0,,,,,2.0,,2.0,2.0,,,,0.5,,,,,,,,,,,,0.5226,,,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630193-1630567-1642266,1610612761,"Jakob Poeltl, Bruce Brown, Immanuel Quickley, Scottie Barnes, Ja'Kobe Walter","Poeltl, Brown, Quickley, Barnes, Walter",1627751-1628971-1630193-1630567-1642266,TOR,49.0,1,1.0,5.0,2.0,2.0,,,4.0,,,,,,,,,,,1.0,,,1.0,1.0,5.0,,,,,,,3.0,1.0,,,1.0,1.0,,,,3.0,,,,1.0,,1.0,,,,,,,2.0,1.0,5.0,,,1.0,1.0,1.0,,,1.5,,1.25,,1.0,,,,,,0.3333333333333333,,,,117.55102040816327,2.5,22.0,2.5,13.5,,,,,,,,,,,,,,,,1.0,,,,1.0,0.55395,,,,25.8,,,,,,,,,,,,,1.0,,,2.0,,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,0.5,1.0,,1.0,1.0,1.0,,,,1.0,,0.5,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630534-1630558-1630567,1610612761,"Jakob Poeltl, Bruce Brown, Ochai Agbaji, Davion Mitchell, Scottie Barnes","Poeltl, Brown, Agbaji, Mitchell, Barnes",1627751-1628971-1630534-1630558-1630567,TOR,139.0,1,2.0,-5.0,5.0,5.0,,,10.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,2.0,,1.0,3.0,8.0,,,,2.0,,,1.0,,1.0,,1.0,,1.0,,2.0,,,,,,,2.0,2.0,,1.0,,,1.0,,3.0,1.0,1.0,,,,0.5,,0.3333333333333333,,0.375,,0.3333333333333333,,,,,,,,,,103.59712230215827,12.2,15.6,12.2,14.6,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,,,0.3333333333333333,,,,0.6666666666666666,0.5392833333333333,,,10.5,30.3,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,0.25,0.3333333333333333,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630534-1630558-1641711,1610612761,"Jakob Poeltl, Bruce Brown, Ochai Agbaji, Davion Mitchell, Gradey Dick","Poeltl, Brown, Agbaji, Mitchell, Dick",1627751-1628971-1630534-1630558-1641711,TOR,22.0,1,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.45454545454545,,22.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630534-1630558-1642266,1610612761,"Jakob Poeltl, Bruce Brown, Ochai Agbaji, Davion Mitchell, Ja'Kobe Walter","Poeltl, Brown, Agbaji, Mitchell, Walter",1627751-1628971-1630534-1630558-1642266,TOR,138.0,2,2.0,-8.0,5.0,5.0,2.0,,10.0,,,,,,2.0,,,,1.0,1.0,,2.0,1.0,2.0,3.0,11.0,,,,,,3.0,1.0,,,1.0,1.0,,,,3.0,,,,,,,,,,1.0,1.0,,,,3.0,,,1.0,0.5,0.5,,,0.375,,0.375,,0.5,,,,,,,,,,104.34782608695653,18.0,9.6,18.0,6.6,,,,,0.5,,,,,,,0.25,,,,0.25,,,,0.5,0.482375,,,6.15,24.75,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630534-1630558-1642419,1610612761,"Jakob Poeltl, Bruce Brown, Ochai Agbaji, Davion Mitchell, Jamison Battle","Poeltl, Brown, Agbaji, Mitchell, Battle",1627751-1628971-1630534-1630558-1642419,TOR,210.0,1,4.0,6.0,6.0,5.0,,1.0,11.0,1.0,1.0,,,,,,,1.0,1.0,3.0,1.0,1.0,3.0,4.0,11.0,5.0,,,,2.0,,6.0,3.0,,1.0,2.0,3.0,1.0,1.0,,8.0,,2.0,,3.0,,3.0,,,1.0,1.0,3.0,,,,11.0,1.0,1.0,0.6666666666666666,0.75,0.75,1.0,,1.1,,1.1,,0.8,,,,1.0,,0.6,,,1.0,75.42857142857143,13.5,25.8,11.666666666666666,20.0,0.2,1.0,1.0,1.0,,,,,,,,0.2,1.0,1.0,1.0,0.6,,,,1.0,0.57915,,,1.8,25.775,,,,,,,,,,,,,2.0,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,0.3333333333333333,1.0,,0.6666666666666666,0.6666666666666666,0.5,,,,0.6666666666666666,,,,,,,,,,3.0,,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630534-1630567-1642266,1610612761,"Jakob Poeltl, Bruce Brown, Ochai Agbaji, Scottie Barnes, Ja'Kobe Walter","Poeltl, Brown, Agbaji, Barnes, Walter",1627751-1628971-1630534-1630567-1642266,TOR,201.0,1,3.0,2.0,7.0,7.0,,,14.0,2.0,2.0,,,1.0,3.0,,,,1.0,,3.0,5.0,,1.0,8.0,6.0,,,,2.0,4.0,,,,1.0,,1.0,,1.0,,2.0,,3.0,,4.0,,4.0,,,,,,,1.0,,8.0,0.3333333333333333,0.3333333333333333,,,,0.6,,0.5,,0.5714285714285714,,0.16666666666666666,,,,1.0,,1.0,,,1.0,100.29850746268656,9.857142857142858,18.857142857142858,9.857142857142858,18.857142857142858,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,,,,,0.16666666666666666,,,,,,,,0.5,0.541075,,,5.6,23.1,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,0.14285714285714285,0.16666666666666666,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630534-1630567-1642347,1610612761,"Jakob Poeltl, Bruce Brown, Ochai Agbaji, Scottie Barnes, Jamal Shead","Poeltl, Brown, Agbaji, Barnes, Shead",1627751-1628971-1630534-1630567-1642347,TOR,53.0,1,1.0,-2.0,1.0,2.0,,,3.0,,,,,,1.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,81.50943396226415,43.0,5.0,43.0,5.0,,,,,1.0,,,,,,,,,,,,,,,,0.4174,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630534-1641711-1642347,1610612761,"Jakob Poeltl, Bruce Brown, Ochai Agbaji, Gradey Dick, Jamal Shead","Poeltl, Brown, Agbaji, Dick, Shead",1627751-1628971-1630534-1641711-1642347,TOR,466.0,3,8.0,,14.0,13.0,,1.0,27.0,2.0,2.0,,,1.0,3.0,1.0,1.0,,1.0,4.0,4.0,6.0,2.0,5.0,14.0,14.0,,,3.0,8.0,,6.0,4.0,,4.0,2.0,6.0,,2.0,1.0,14.0,,3.0,,4.0,1.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,,11.0,1.0,1.0,1.0,0.4,0.4,0.6666666666666666,,0.6363636363636364,1.5,0.6363636363636364,1.5,0.45454545454545453,,,,1.0,,0.8,0.2,,,83.43347639484979,16.928571428571427,17.615384615384617,16.571428571428573,16.76923076923077,0.18181818181818182,1.0,1.0,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,1.0,1.0,0.09090909090909091,,,,0.36363636363636365,,,,0.6363636363636364,0.5802090909090909,,0.21428571428571427,7.983333333333333,25.28,,1.0,1.0,3.0,2.0,1.0,,0.75,,1.0,,,2.0,1.0,1.0,,1.0,,,,2.0,2.0,1.0,1.0,,,,,1.0,,,,,0.5,,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,1.0,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630534-1642266-1642347,1610612761,"Jakob Poeltl, Bruce Brown, Ochai Agbaji, Ja'Kobe Walter, Jamal Shead","Poeltl, Brown, Agbaji, Walter, Shead",1627751-1628971-1630534-1642266-1642347,TOR,46.0,1,1.0,5.0,2.0,1.0,1.0,,3.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,5.0,,,,,2.0,,3.0,1.0,,1.0,1.0,2.0,,1.0,,5.0,,,,,,,,,,,,,1.0,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.25,,1.25,,0.5,,,,,,,,,,93.91304347826086,16.5,13.0,16.5,13.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,0.5,,,,1.0,0.51545,,,3.0,25.7,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630534-1642347-1642367,1610612761,"Jakob Poeltl, Bruce Brown, Ochai Agbaji, Jamal Shead, Jonathan Mogbo","Poeltl, Brown, Agbaji, Shead, Mogbo",1627751-1628971-1630534-1642347-1642367,TOR,122.0,1,2.0,-1.0,5.0,5.0,5.0,,10.0,2.0,2.0,,,,,,,,1.0,1.0,2.0,2.0,,2.0,5.0,6.0,,,,2.0,2.0,,1.0,,1.0,,1.0,,1.0,,2.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,5.0,0.5,0.5,,,,1.0,,0.5,,0.625,,0.5,,,,,,0.3333333333333333,,,,118.03278688524591,12.2,12.2,12.2,11.8,0.5,1.0,1.0,0.5,,,,,,,,0.25,,,,0.25,,,,1.0,0.613975,,,2.0,24.45,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,0.25,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630558-1630567-1641711,1610612761,"Jakob Poeltl, Bruce Brown, Davion Mitchell, Scottie Barnes, Gradey Dick","Poeltl, Brown, Mitchell, Barnes, Dick",1627751-1628971-1630558-1630567-1641711,TOR,138.0,1,2.0,-4.0,4.0,4.0,,,8.0,,1.0,,,2.0,2.0,,,,,,2.0,3.0,,,5.0,9.0,,,,4.0,,,,,2.0,,2.0,,,2.0,4.0,,1.0,,1.0,,1.0,,,,,,,1.0,,5.0,1.0,1.0,,,,0.6666666666666666,,0.6666666666666666,,0.625,,,,,,0.5,,0.5,,,,83.47826086956522,18.0,16.5,18.0,16.25,0.3333333333333333,,,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,0.3333333333333333,0.47186666666666666,,,7.133333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,0.25,0.25,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630558-1630567-1642266,1610612761,"Jakob Poeltl, Bruce Brown, Davion Mitchell, Scottie Barnes, Ja'Kobe Walter","Poeltl, Brown, Mitchell, Barnes, Walter",1627751-1628971-1630558-1630567-1642266,TOR,22.0,1,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,130.9090909090909,19.0,3.0,19.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,0.49695,,,,26.4,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.49695,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630558-1630567-1642347,1610612761,"Jakob Poeltl, Bruce Brown, Davion Mitchell, Scottie Barnes, Jamal Shead","Poeltl, Brown, Mitchell, Barnes, Shead",1627751-1628971-1630558-1630567-1642347,TOR,113.0,1,2.0,1.0,4.0,4.0,4.0,1.0,8.0,,,,,,,,,1.0,1.0,2.0,,,2.0,3.0,6.0,5.0,,,,,,6.0,2.0,,,2.0,2.0,1.0,,,6.0,,,1.0,2.0,1.0,3.0,,,1.0,2.0,2.0,,,,6.0,,,1.0,0.6666666666666666,0.6666666666666666,,,1.0,,1.0,,1.0,,,1.0,,,0.3333333333333333,1.0,,,101.94690265486726,15.5,12.75,15.5,12.25,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,,1.0,0.5537,,,,25.400000000000002,,,,1.0,1.0,1.0,,0.5,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,0.5,0.5,1.0,,,,0.5,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630558-1630567-1642419,1610612761,"Jakob Poeltl, Bruce Brown, Davion Mitchell, Scottie Barnes, Jamison Battle","Poeltl, Brown, Mitchell, Barnes, Battle",1627751-1628971-1630558-1630567-1642419,TOR,129.0,1,2.0,-1.0,4.0,3.0,,,7.0,2.0,2.0,,,,1.0,,,,,,2.0,3.0,,,4.0,5.0,,,,2.0,2.0,,,1.0,1.0,,1.0,,1.0,,2.0,,,,1.0,,1.0,,,,1.0,1.0,,,,4.0,0.5,0.5,,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,0.3333333333333333,,,,,1.0,,,,78.13953488372093,19.5,17.0,19.5,17.0,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,0.6666666666666666,0.5024666666666667,,,4.233333333333333,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630558-1642347-1642419,1610612761,"Jakob Poeltl, Bruce Brown, Davion Mitchell, Jamal Shead, Jamison Battle","Poeltl, Brown, Mitchell, Shead, Battle",1627751-1628971-1630558-1642347-1642419,TOR,47.0,1,1.0,-2.0,2.0,2.0,,,4.0,,,,,,1.0,,,,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,122.55319148936171,11.5,12.0,11.5,12.0,,,,,0.5,,,,,,,0.5,,,,,,,,0.5,0.505225,,,7.3,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630567-1641711-1642347,1610612761,"Jakob Poeltl, Bruce Brown, Scottie Barnes, Gradey Dick, Jamal Shead","Poeltl, Brown, Barnes, Dick, Shead",1627751-1628971-1630567-1641711-1642347,TOR,26.0,1,,-2.0,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,110.76923076923076,9.0,17.0,9.0,17.0,,,,,,,,,,,,1.0,,,,,,,,1.0,0.55785,,,,23.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1630567-1642266-1642347,1610612761,"Jakob Poeltl, Bruce Brown, Scottie Barnes, Ja'Kobe Walter, Jamal Shead","Poeltl, Brown, Barnes, Walter, Shead",1627751-1628971-1630567-1642266-1642347,TOR,97.0,1,2.0,-4.0,4.0,3.0,,1.0,7.0,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,,2.0,2.0,6.0,,1.0,,2.0,,,1.0,,1.0,,1.0,,,,2.0,,,,,1.0,1.0,,,,1.0,,,,,2.0,1.0,1.0,,,,0.5,,0.25,,0.25,,0.5,,,,,,,0.3333333333333333,,,103.91752577319588,13.75,14.0,13.25,14.0,0.25,,,,,,,,0.25,1.0,1.0,0.25,,,,0.25,1.0,,,0.75,0.5663875,,,8.6,23.7,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1628971-1641711-1642266-1642347,1610612761,"Jakob Poeltl, Bruce Brown, Gradey Dick, Ja'Kobe Walter, Jamal Shead","Poeltl, Brown, Dick, Walter, Shead",1627751-1628971-1641711-1642266-1642347,TOR,211.0,2,4.0,2.0,7.0,6.0,,2.0,13.0,2.0,2.0,1.0,1.0,1.0,4.0,,,,,1.0,3.0,6.0,1.0,1.0,11.0,9.0,1.0,2.0,2.0,2.0,4.0,,1.0,,1.0,,1.0,,1.0,,2.0,2.0,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,2.0,,9.0,0.3333333333333333,0.5,,1.0,1.0,0.5,0.5,0.6428571428571429,0.5,0.6875,0.5,0.14285714285714285,,,,,0.6666666666666666,0.5,0.6666666666666666,,,88.72037914691943,14.571428571428571,18.166666666666668,13.0,18.166666666666668,0.2857142857142857,1.0,1.0,0.5,0.5714285714285714,0.25,0.25,,,,,,,,,0.14285714285714285,0.5,1.0,,0.42857142857142855,0.51575,0.53375,0.18181818181818182,7.05,26.5,,,,,,,,,0.6666666666666666,,,,1.0,,,2.0,,,,,1.0,,,1.0,3.0,2.0,,,,,,,,0.5,0.5,,1.0,1.0,,,,,1.0,,0.25,0.2857142857142857,,,,,,,3.0,2.0,1.0,,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,False
1627751-1629628-1630193-1630534-1630567,1610612761,"Jakob Poeltl, RJ Barrett, Immanuel Quickley, Ochai Agbaji, Scottie Barnes","Poeltl, Barrett, Quickley, Agbaji, Barnes",1627751-1629628-1630193-1630534-1630567,TOR,178.0,1,3.0,-5.0,7.0,7.0,2.0,,14.0,1.0,1.0,,,1.0,1.0,,1.0,,,,2.0,3.0,,,4.0,9.0,,,,2.0,2.0,,,,1.0,,1.0,,,1.0,2.0,,2.0,,2.0,,2.0,1.0,1.0,3.0,4.0,2.0,,,,4.0,0.5,0.5,,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,,,1.0,,1.0,,,1.0,113.25842696629213,12.714285714285714,12.714285714285714,12.714285714285714,12.714285714285714,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,0.3333333333333333,0.5468000000000001,,,7.933333333333334,,,,,1.0,,1.0,,0.25,,,,7.0,,,,,,2.0,3.0,4.0,,,,,,,4.0,7.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,0.5468000000000001,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,1.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1610612761,2025,2024-25,False
