EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted3s,OffThreePtRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Steals,BadPassSteals,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,Assisted3sPct,PenaltyFg3Pct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,PenaltyFtPoints,PtsPutbacks,ShortMidRangeAssists,LostBallSteals,BadPassTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,AtRimPctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,Travels,BlockedShortMidRange,OffAtRimReboundPct,SelfOReb,Loose Ball Fouls Drawn,SelfORebPct,SecondChanceFtPoints,Corner3Assists,Corner3PctAssisted,PenaltyCorner3FGM,BadPassOutOfBoundsTurnovers,DefensiveGoaltends,PenaltyCorner3Accuracy,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,Charge Fouls,Technical Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockedCorner3,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Transition Take Fouls Drawn,OffensiveGoaltends,Corner3PctBlocked,3SecondViolations,team_id,year,season,team_vs
1626153-1626171-1626192-1627752-1629018,1610612749,"Delon Wright, Bobby Portis, Pat Connaughton, Taurean Prince, Gary Trent Jr.","Wright, Portis, Connaughton, Prince, Trent Jr.",1626153-1626171-1626192-1627752-1629018,MIL,308.0,1,5.0,-1.0,9.0,8.0,1.0,17.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,8.0,9.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,8.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.375,0.4444444444444444,0.125,0.14285714285714285,0.5,1.0,1.0,0.25,0.25,0.6666666666666666,0.42857142857142855,0.2,1.0,0.25,1.0,79.48051948051948,0.5,16.88888888888889,19.5,16.555555555555557,17.625,0.375,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,0.5,0.5,1.0,0.125,1.0,0.5,0.4626625,0.6195,0.1111111111111111,0.125,7.957142857142857,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2025,2024-25,True
1626153-1626171-1626192-1627752-1631260,1610612749,"Delon Wright, Bobby Portis, Pat Connaughton, Taurean Prince, AJ Green","Wright, Portis, Connaughton, Prince, Green",1626153-1626171-1626192-1627752-1631260,MIL,113.0,2,2.0,4.0,5.0,3.0,1.0,8.0,2.0,2.0,,1.0,,,1.0,2.0,3.0,2.0,2.0,9.0,5.0,,,4.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,1.0,2.0,1.0,,,,,6.0,,,0.6666666666666666,0.7,0.75,0.4,0.3333333333333333,1.0,,,1.0,,,1.0,0.5,,,,101.94690265486726,,12.8,16.333333333333332,10.2,16.333333333333332,0.4,1.0,1.0,,0.2,,,,,0.2,,0.8,0.50184,,0.16666666666666666,0.25,3.733333333333333,25.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,0.75,1.0,0.75,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.3775,0.3333333333333333,0.2222222222222222,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2025,2024-25,True
1626153-1626171-1626192-1627752-201572,1610612749,"Delon Wright, Bobby Portis, Pat Connaughton, Taurean Prince, Brook Lopez","Wright, Portis, Connaughton, Prince, Lopez",1626153-1626171-1626192-1627752-201572,MIL,83.0,1,1.0,5.0,3.0,3.0,1.0,6.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,,5.0,,,,2.0,1.0,,,1.0,,,3.0,,1.0,1.0,,2.0,1.0,3.0,,,1.0,,1.0,,,,,,,,2.0,,,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,,,,,1.0,,1.0,1.0,1.0,,,1.0,104.09638554216868,,11.666666666666666,16.0,10.666666666666666,16.0,0.3333333333333333,1.0,1.0,,,,,,,0.3333333333333333,,1.0,0.5529333333333334,,,,3.2,24.55,3.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,,1.0,5.0,3.0,0.5,1.0,0.5,1.0,1.5,0.8333333333333334,1.5,0.8333333333333334,1.0,,,0.3333333333333333,,,,,1.0,0.3333333333333333,1.0,0.5529333333333334,0.6,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2025,2024-25,True
1626153-1626171-1626192-1627752-203507,1610612749,"Delon Wright, Bobby Portis, Pat Connaughton, Taurean Prince, Giannis Antetokounmpo","Wright, Portis, Connaughton, Prince, Antetokounmpo",1626153-1626171-1626192-1627752-203507,MIL,548.0,4,9.0,-1.0,18.0,19.0,3.0,37.0,4.0,6.0,2.0,6.0,1.0,1.0,6.0,8.0,13.0,6.0,1.0,23.0,24.0,2.0,6.0,10.0,6.0,1.0,3.0,4.0,1.0,1.0,9.0,2.0,1.0,2.0,1.0,4.0,3.0,7.0,1.0,,2.0,4.0,6.0,4.0,1.0,1.0,,,1.0,,21.0,0.375,0.42857142857142855,0.6153846153846154,0.5789473684210527,0.6052631578947368,0.3157894736842105,0.07692307692307693,,0.5,1.0,0.6666666666666666,0.4,0.5,0.6,0.3333333333333333,,,,97.22627737226279,,16.22222222222222,13.473684210526315,15.833333333333334,12.947368421052632,0.3157894736842105,0.6666666666666666,0.8,0.25,0.3157894736842105,0.05263157894736842,1.0,1.0,1.0,0.3157894736842105,1.0,0.631578947368421,0.5179315789473684,0.617,0.05263157894736842,0.07692307692307693,5.776923076923077,25.599999999999998,11.0,2.0,3.0,,,,,,2.0,,,2.0,5.0,9.0,14.0,3.0,1.0,14.0,11.0,0.3333333333333333,,0.3333333333333333,0.5555555555555556,0.5,0.5,0.5,0.5384615384615384,0.25,0.25,,,,,,,,0.23076923076923078,0.6666666666666666,0.5071730769230769,0.08695652173913043,0.6086956521739131,0.6111111111111112,14.0,,2.0,,1.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,0.5,0.25,,1.0,0.3333333333333333,0.3333333333333333,0.5,,,,0.3076923076923077,0.25,0.3333333333333333,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.6666666666666666,1.0,0.5,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2025,2024-25,True
1626153-1626171-1626192-1629018-1630699,1610612749,"Delon Wright, Bobby Portis, Pat Connaughton, Gary Trent Jr., MarJon Beauchamp","Wright, Portis, Connaughton, Trent Jr., Beauchamp",1626153-1626171-1626192-1629018-1630699,MIL,293.0,1,5.0,,7.0,8.0,,15.0,2.0,2.0,,3.0,,1.0,,3.0,6.0,,1.0,7.0,7.0,,6.0,,,,3.0,3.0,2.0,,6.0,,,5.0,,5.0,,5.0,,,1.0,,,3.0,3.0,2.0,,,,,7.0,1.0,1.0,0.5,0.5,0.5,,,,,,0.625,,,0.625,,,,,73.72013651877133,,20.142857142857142,19.0,20.142857142857142,16.75,0.3333333333333333,1.0,1.0,1.0,0.5,0.16666666666666666,,,,,,0.3333333333333333,0.42888333333333334,,0.2857142857142857,0.2857142857142857,9.0,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.4,,,,,,,,,0.2877,,,0.14285714285714285,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2025,2024-25,True
1626153-1626171-1626192-1629018-1631260,1610612749,"Delon Wright, Bobby Portis, Pat Connaughton, Gary Trent Jr., AJ Green","Wright, Portis, Connaughton, Trent Jr., Green",1626153-1626171-1626192-1629018-1631260,MIL,55.0,1,1.0,4.0,2.0,1.0,,3.0,1.0,1.0,,1.0,,,,2.0,2.0,,,4.0,,,,4.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,4.0,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,78.54545454545455,1.0,11.5,32.0,11.5,32.0,0.5,1.0,1.0,,0.5,,,,,,,0.5,0.55555,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2025,2024-25,True
1626153-1626171-1626192-1629018-1641748,1610612749,"Delon Wright, Bobby Portis, Pat Connaughton, Gary Trent Jr., Andre Jackson Jr.","Wright, Portis, Connaughton, Trent Jr., Jackson Jr.",1626153-1626171-1626192-1629018-1641748,MIL,237.0,1,4.0,-4.0,6.0,6.0,2.0,12.0,,4.0,1.0,1.0,1.0,1.0,,1.0,6.0,,,2.0,6.0,2.0,2.0,,,,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,,2.0,2.0,4.0,,,2.0,,1.0,,,,1.0,,1.0,,2.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,0.3333333333333333,0.4,0.5,0.4,0.4,,,1.0,72.91139240506328,,22.333333333333332,17.166666666666668,19.833333333333332,13.5,0.6666666666666666,,,,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,,0.5,0.6666666666666666,0.47031666666666666,0.5168,,,5.633333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2025,2024-25,True
1626153-1626171-1626192-1629018-203081,1610612749,"Delon Wright, Bobby Portis, Pat Connaughton, Gary Trent Jr., Damian Lillard","Wright, Portis, Connaughton, Trent Jr., Lillard",1626153-1626171-1626192-1629018-203081,MIL,174.0,1,3.0,3.0,5.0,5.0,2.0,10.0,2.0,5.0,4.0,2.0,,1.0,1.0,3.0,8.0,2.0,,6.0,3.0,5.0,2.0,4.0,1.0,,1.0,1.0,1.0,,2.0,4.0,2.0,,,2.0,5.0,7.0,,,,,1.0,1.0,,,,,,,4.0,0.3333333333333333,0.5,0.375,0.3,0.3,0.2,,,,,,0.8,1.0,1.0,0.7142857142857143,1.0,,,82.75862068965517,,17.6,17.2,14.0,17.2,0.5,0.4,0.4,0.5,0.2,0.1,,,,0.1,0.8,0.7,0.5396799999999999,0.6024200000000001,,,4.025,24.8,,,,,1.0,,,,,,,2.0,,,,,1.0,,,,,,,0.2,,0.2,,0.5,1.0,,0.1,,,,,,,,,0.3333333333333333,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,1.0,0.2,,1.0,1.0,0.5,0.5,,0.25,,,0.6666666666666666,2.0,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2025,2024-25,True
1626153-1626171-1626192-1629018-203507,1610612749,"Delon Wright, Bobby Portis, Pat Connaughton, Gary Trent Jr., Giannis Antetokounmpo","Wright, Portis, Connaughton, Trent Jr., Antetokounmpo",1626153-1626171-1626192-1629018-203507,MIL,535.0,6,9.0,10.0,17.0,17.0,2.0,34.0,1.0,4.0,1.0,6.0,1.0,1.0,5.0,7.0,11.0,7.0,4.0,24.0,14.0,2.0,6.0,8.0,5.0,1.0,3.0,4.0,,1.0,9.0,1.0,3.0,4.0,2.0,9.0,3.0,12.0,,,1.0,,3.0,5.0,5.0,2.0,1.0,,1.0,,20.0,0.42857142857142855,0.5,0.6363636363636364,0.5555555555555556,0.631578947368421,0.3888888888888889,0.09090909090909091,0.16666666666666666,,1.0,0.5714285714285714,0.25,0.6,0.5833333333333334,0.3333333333333333,,0.3333333333333333,0.5,91.51401869158879,,16.058823529411764,15.411764705882353,15.470588235294118,14.764705882352942,0.2222222222222222,0.25,0.25,,0.3333333333333333,0.05555555555555555,1.0,1.0,1.0,0.2777777777777778,0.5,0.6111111111111112,0.4917194444444444,0.4045,0.10526315789473684,0.16666666666666666,7.718181818181819,25.514285714285712,8.0,1.0,2.0,1.0,2.0,,,,2.0,,,4.0,2.0,3.0,8.0,3.0,2.0,8.0,8.0,0.2857142857142857,,0.2857142857142857,0.6666666666666666,0.5,0.5,1.0,0.5,0.4,0.25,0.6666666666666666,0.1111111111111111,0.5,0.5,,,,0.2857142857142857,0.5,0.5161642857142857,0.16666666666666666,0.3333333333333333,0.47058823529411764,3.0,,1.0,,1.0,4.0,1.0,4.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,0.5,0.25,1.0,1.0,0.2,0.2,,,,,0.5714285714285714,0.25,0.2,1.0,5.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,,,,0.5,,,1.0,0.8333333333333334,1.0,0.4,1.0,,1.0,0.3333333333333333,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2025,2024-25,True
1626153-1626171-1626192-1631260-1641748,1610612749,"Delon Wright, Bobby Portis, Pat Connaughton, AJ Green, Andre Jackson Jr.","Wright, Portis, Connaughton, Green, Jackson Jr.",1626153-1626171-1626192-1631260-1641748,MIL,129.0,1,2.0,,4.0,5.0,,9.0,1.0,2.0,,,,,,1.0,2.0,,1.0,3.0,3.0,,,2.0,,,,,,,,,2.0,1.0,,3.0,,3.0,1.0,,1.0,,,1.0,2.0,1.0,,,,,3.0,,,0.5,0.5,0.5,,,,1.0,,1.0,,1.0,1.0,,,,1.0,100.46511627906978,,10.5,17.4,10.5,17.4,1.0,0.5,0.5,,,,,,,,,1.0,0.83,,0.3333333333333333,0.3333333333333333,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2025,2024-25,True
