EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,NonHeaveArc3FGA,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PtsUnassisted2s,PtsPutbacks,BadPassTurnovers,OffAtRimReboundPct,LongMidRangeFGA,OffThreePtRebounds,DefThreePtRebounds,SecondChanceTurnovers,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Steals,BadPassSteals,PenaltyTurnovers,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefCorner3ReboundPct,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,DefLongMidRangeReboundPct,DefAtRimReboundPct,Corner3FGM,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,LostBallSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3FGM,SecondChanceFtPoints,NonHeaveArc3FGM,Arc3Assists,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,LongMidRangeFGM,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,DefFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Offensive Fouls,PenaltyCorner3FGA,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,HeaveAttempts,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyFG3M,Charge Fouls,BlockedLongMidRange,PenaltyFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PtsUnassisted3s,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,BlockedArc3,Loose Ball Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,FTOffRebounds,Transition Take Fouls Drawn,OffFTReboundPct,Travels,Technical Free Throw Trips,LongMidRangePctBlocked,Transition Take Fouls,3SecondViolations,DefensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,OffensiveGoaltends,team_id,year,season,team_vs
1628371-1628976-1630175-1630243-1631216,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Trevelin Queen, Caleb Houstan","Isaac, Carter Jr., Anthony, Queen, Houstan",1628371-1628976-1630175-1630243-1631216,ORL,98.0,1,2.0,-2.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.85714285714286,14.333333333333334,13.75,14.333333333333334,13.75,1.0,1.0,1.0,1.0,1.0,0.4804,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,False
1628371-1628976-1630175-1630243-1641710,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Trevelin Queen, Anthony Black","Isaac, Carter Jr., Anthony, Queen, Black",1628371-1628976-1630175-1630243-1641710,ORL,159.0,2,3.0,-4.0,5.0,4.0,9.0,1.0,1.0,2.0,3.0,6.0,10.0,4.0,2.0,2.0,1.0,4.0,,,1.0,,,1.0,1.0,2.0,3.0,,4.0,1.0,1.0,0.6666666666666666,0.5,0.6,,,,,81.50943396226415,20.2,14.5,16.4,14.5,0.25,1.0,1.0,1.0,0.5,0.4593625,6.166666666666667,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.25,0.5,1.0,1.0,0.5,0.502875,0.2,0.25,0.3333333333333333,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,False
1628371-1628976-1630175-1630243-203914,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Trevelin Queen, Gary Harris","Isaac, Carter Jr., Anthony, Queen, Harris",1628371-1628976-1630175-1630243-203914,ORL,89.0,1,1.0,-7.0,3.0,4.0,7.0,1.0,2.0,1.0,2.0,2.0,9.0,,,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,0.5,0.5,0.5,1.0,,,,113.25842696629213,17.0,9.5,17.0,9.5,1.0,0.5,0.5,,1.0,0.6084,1.6,,1.0,1.0,1.0,,,,,,,1.0,1.0,,2.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,0.623,,,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,False
1628371-1628976-1630175-1630591-1641783,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Jalen Suggs, Tristan da Silva","Isaac, Carter Jr., Anthony, Suggs, da Silva",1628371-1628976-1630175-1630591-1641783,ORL,111.0,1,2.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,,,,,,,1.0,2.0,4.0,1.0,,1.0,,,1.0,,,,,0.3333333333333333,0.25,0.25,1.0,1.0,0.6666666666666666,1.0,64.86486486486486,22.0,22.5,20.666666666666668,22.5,0.5,0.5,0.5,,0.75,0.556525,7.466666666666666,,2.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,2.0,1.0,,1.0,2.0,,1.0,,,,1.0,1.0,1.0,0.25,0.5,0.6666666666666666,,,,,,0.25,1.0,1.0,,,,,,1.0,25.4,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,False
1628371-1628976-1630175-1631094-1641710,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Paolo Banchero, Anthony Black","Isaac, Carter Jr., Anthony, Banchero, Black",1628371-1628976-1630175-1631094-1641710,ORL,262.0,3,4.0,-7.0,8.0,9.0,17.0,2.0,3.0,2.0,5.0,5.0,12.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,,5.0,0.5,0.5,0.4,0.2857142857142857,0.35714285714285715,0.5,,1.0,,93.4351145038168,18.5,12.666666666666666,18.5,12.666666666666666,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.7142857142857143,0.5571499999999999,8.42,5.0,,,,,,1.0,,2.0,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,,,,0.2857142857142857,,,,,,,,0.14285714285714285,,,,,,0.14285714285714285,0.2,,24.9,2.0,,,,2.0,,1.0,,1.0,,,,0.2857142857142857,4.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,4.0,0.6666666666666666,0.5,0.625,1.0,0.14285714285714285,0.5,1.0,0.25,0.5405875,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,False
1628371-1628976-1630175-1631216-1641710,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Caleb Houstan, Anthony Black","Isaac, Carter Jr., Anthony, Houstan, Black",1628371-1628976-1630175-1631216-1641710,ORL,70.0,1,1.0,,2.0,3.0,5.0,,2.0,,3.0,,,,,,,,1.0,3.0,4.0,,,,,,,,,,,,,,,1.0,1.0,,102.85714285714285,14.0,14.0,9.5,8.333333333333334,0.6666666666666666,,,,0.6666666666666666,0.5279333333333334,8.533333333333333,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,1.0,,,,0.6672,,,,,,,,0.5,1.0,,2.0,,1.0,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,False
1628371-1628976-1630175-1631216-1641783,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Caleb Houstan, Tristan da Silva","Isaac, Carter Jr., Anthony, Houstan, da Silva",1628371-1628976-1630175-1631216-1641783,ORL,52.0,1,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,,4.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,,,,,1.0,,,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,1.0,1.0,,83.07692307692308,14.0,24.0,12.5,24.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5962,2.55,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,2.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,0.3333333333333333,,1.0,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.5,28.1,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,False
1628371-1628976-1630175-1641710-1641724,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Anthony Black, Jett Howard","Isaac, Carter Jr., Anthony, Black, Howard",1628371-1628976-1630175-1641710-1641724,ORL,108.0,1,2.0,-1.0,3.0,4.0,7.0,,,,,3.0,4.0,,,1.0,,3.0,,,,1.0,,1.0,,,1.0,1.0,3.0,,,,0.75,0.75,1.0,,,,93.33333333333333,12.666666666666666,17.5,12.666666666666666,10.75,,,,,1.0,0.59835,,,,,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,23.9,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,False
1628371-1628976-1630175-1641710-1641783,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Anthony Black, Tristan da Silva","Isaac, Carter Jr., Anthony, Black, da Silva",1628371-1628976-1630175-1641710-1641783,ORL,483.0,4,8.0,-10.0,17.0,17.0,34.0,2.0,4.0,3.0,10.0,15.0,25.0,,,2.0,,6.0,3.0,6.0,9.0,1.0,,3.0,2.0,3.0,2.0,,14.0,,,0.3,0.42857142857142855,0.46875,0.3333333333333333,0.75,0.8571428571428571,1.0,101.36645962732918,14.235294117647058,14.176470588235293,14.0,14.0,0.2857142857142857,0.5,0.5,,0.5714285714285714,0.5306821428571429,8.23,4.0,2.0,,1.0,1.0,6.0,2.0,,4.0,3.0,,1.0,,1.0,2.0,,2.0,3.0,2.0,,4.0,2.0,1.0,,,0.25,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.2,0.42857142857142855,0.16666666666666666,0.16666666666666666,,0.14285714285714285,1.0,,,,,0.125,0.16666666666666666,0.06666666666666667,24.45,6.0,,1.0,0.5,,1.0,3.0,1.0,1.0,0.5,1.0,1.0,,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,0.16666666666666666,,0.14285714285714285,0.5,,0.5,0.5693,0.06666666666666667,0.058823529411764705,,,,1.0,0.5,1.0,2.0,6.0,2.0,1.0,,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,False
1628371-1628976-1630175-1641710-203484,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Anthony Black, Kentavious Caldwell-Pope","Isaac, Carter Jr., Anthony, Black, Caldwell-Pope",1628371-1628976-1630175-1641710-203484,ORL,613.0,3,10.0,5.0,21.0,21.0,42.0,2.0,5.0,5.0,9.0,23.0,18.0,6.0,3.0,4.0,1.0,9.0,5.0,9.0,12.0,2.0,1.0,4.0,1.0,6.0,11.0,3.0,21.0,0.6,0.6,0.5555555555555556,0.43333333333333335,0.575,0.5,1.0,1.0,1.0,98.66231647634584,14.952380952380953,14.238095238095237,14.0,14.238095238095237,0.3333333333333333,0.4,0.4,0.5,0.7333333333333333,0.5297633333333333,6.933333333333334,3.0,3.0,,2.0,2.0,2.0,4.0,,6.0,10.0,,2.0,,2.0,4.0,1.0,2.0,3.0,2.0,2.0,10.0,5.0,,,,0.3333333333333333,0.4,0.5,0.3333333333333333,,0.13333333333333333,1.0,1.0,0.5,0.26666666666666666,1.0,,,,0.5452,0.25,0.35714285714285715,0.08695652173913043,25.21666666666667,4.0,,1.0,0.3333333333333333,2.0,1.0,3.0,,1.0,0.2,0.25,1.0,0.13333333333333333,6.0,,2.0,2.0,1.0,,3.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,6.0,,,0.2,1.0,0.13333333333333333,0.5,,0.25,0.501025,0.08695652173913043,0.2857142857142857,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,0.16666666666666666,0.16666666666666666,0.5,0.5,1.0,,2.0,,,1.0,2.0,1.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,False
