EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Minutes,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefTwoPtRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,AtRimFGA,Fg2aBlocked,Fouls,Loose Ball Fouls,FG2APctBlocked,AtRimPctBlocked,AtRimFrequency,AtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Offensive Fouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChancePoints,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,LiveBallTurnoverPct,DefFTReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimAccuracy,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,Offensive Fouls Drawn,PtsUnassisted3s,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,ShortMidRangePctBlocked,LongMidRangePctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyTurnovers,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SelfOReb,Charge Fouls Drawn,SelfORebPct,HeaveAttempts,StepOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Transition Take Fouls Drawn,Blocked3s,BlockedArc3,3SecondViolations,Technical Free Throw Trips,3pt And 1 Free Throw Trips,Transition Take Fouls,OffensiveGoaltends,team_id,year,season,team_vs
1626158-1628398-1630215-1630551-1630557,1610612764,"Richaun Holmes, Kyle Kuzma, Jared Butler, Justin Champagnie, Corey Kispert","Holmes, Kuzma, Butler, Champagnie, Kispert",1626158-1628398-1630215-1630551-1630557,WAS,25.0,1,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,115.19999999999999,10.0,15.0,10.0,1.0,1.0,1.0,1.0,0.4296,1.0,1.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2025,2024-25,True
1626158-1628398-1630215-1630557-1642267,1610612764,"Richaun Holmes, Kyle Kuzma, Jared Butler, Corey Kispert, Carlton Carrington","Holmes, Kuzma, Butler, Kispert, Carrington",1626158-1628398-1630215-1630557-1642267,WAS,78.0,3,,4.0,3.0,7.0,1.0,2.0,1.0,3.0,,2.0,,,,,,,2.0,2.0,,,,,2.0,,,0.3333333333333333,0.25,0.25,,1.0,,129.23076923076923,8.75,14.333333333333334,6.75,0.5,0.5,0.5,,0.3988125,,,9.633333333333333,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,0.3333333333333333,0.25,0.25,0.25,1.0,1.0,1.0,14.333333333333334,0.25,0.25,0.25,0.25,0.4149,0.3988125,1.0,26.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2025,2024-25,True
1626158-1628398-1630215-1641731-1642267,1610612764,"Richaun Holmes, Kyle Kuzma, Jared Butler, Bilal Coulibaly, Carlton Carrington","Holmes, Kuzma, Butler, Coulibaly, Carrington",1626158-1628398-1630215-1641731-1642267,WAS,9.0,1,2.0,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,2.0,2.0,,1.0,2.0,,,,,1.0,,,,160.0,9.0,,9.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,2.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2025,2024-25,True
1626158-1628398-1630551-1630557-1642267,1610612764,"Richaun Holmes, Kyle Kuzma, Justin Champagnie, Corey Kispert, Carlton Carrington","Holmes, Kuzma, Champagnie, Kispert, Carrington",1626158-1628398-1630551-1630557-1642267,WAS,23.0,1,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,62.60869565217391,17.0,,17.0,,,,,0.6088,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2025,2024-25,True
1626158-1628398-1630557-1641731-1642267,1610612764,"Richaun Holmes, Kyle Kuzma, Corey Kispert, Bilal Coulibaly, Carlton Carrington","Holmes, Kuzma, Kispert, Coulibaly, Carrington",1626158-1628398-1630557-1641731-1642267,WAS,448.0,2,-5.0,13.0,15.0,28.0,,,2.0,7.0,,13.0,2.0,1.0,4.0,,11.0,2.0,2.0,5.0,,,,,13.0,0.5,0.5,0.2857142857142857,0.4642857142857143,0.4642857142857143,1.0,1.0,1.0,90.0,16.692307692307693,15.4,16.384615384615383,,,,,0.5868642857142856,,,4.557142857142857,7.0,3.0,3.0,1.0,1.0,6.0,2.0,7.0,18.0,1.0,1.0,3.0,3.0,5.0,2.0,6.0,,5.0,3.0,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.5,,,,15.4,0.07142857142857142,0.42857142857142855,0.3333333333333333,0.9285714285714286,0.6543,0.6179916666666666,0.38461538461538464,26.25714285714286,0.23076923076923078,,6.0,2.0,3.0,,0.2857142857142857,0.3333333333333333,0.42857142857142855,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,9.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.2,0.5,0.3333333333333333,0.25,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5,0.07142857142857142,0.5,0.5,1.0,0.5,0.5,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2025,2024-25,True
1626158-1629673-1630264-1641731-1642267,1610612764,"Richaun Holmes, Jordan Poole, Anthony Gill, Bilal Coulibaly, Carlton Carrington","Holmes, Poole, Gill, Coulibaly, Carrington",1626158-1629673-1630264-1641731-1642267,WAS,61.0,1,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,2.0,,1.0,4.0,1.0,1.0,1.0,0.5,0.6666666666666666,,,,118.03278688524591,13.0,11.0,13.0,0.5,1.0,1.0,1.0,0.49435,0.3333333333333333,0.5,11.0,1.0,,2.0,,,1.0,,1.0,2.0,,,,,,,1.0,,,,,,,0.5,,,,11.0,,0.5,,0.5,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2025,2024-25,True
1626158-1630215-1630264-1631098-1642267,1610612764,"Richaun Holmes, Jared Butler, Anthony Gill, Johnny Davis, Carlton Carrington","Holmes, Butler, Gill, Davis, Carrington",1626158-1630215-1630264-1631098-1642267,WAS,115.0,1,,5.0,3.0,8.0,,,,2.0,,3.0,,,1.0,,3.0,,1.0,1.0,,,,,3.0,,,,0.3,0.3,,1.0,,100.17391304347825,16.0,11.666666666666666,16.0,,,,,0.51302,,,3.25,2.0,1.0,,,,3.0,,3.0,3.0,,,1.0,,,,3.0,1.0,,1.0,,,,0.6,1.0,1.0,,11.666666666666666,,0.6,,1.0,,0.3238,,24.900000000000002,0.2,,2.0,2.0,,,1.0,1.0,0.4,,,,1.0,,,,1.0,,1.0,,,3.0,1.0,1.0,1.0,,,,,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2025,2024-25,True
1626158-1630215-1630264-1641731-1642267,1610612764,"Richaun Holmes, Jared Butler, Anthony Gill, Bilal Coulibaly, Carlton Carrington","Holmes, Butler, Gill, Coulibaly, Carrington",1626158-1630215-1630264-1641731-1642267,WAS,16.0,1,3.0,1.0,,1.0,,,,,,3.0,,,1.0,,3.0,,,,,,,,3.0,,,,1.5,1.5,,,,90.0,16.0,,16.0,,,,,0.6174,,,,,1.0,,,,,,1.0,,,,,1.0,3.0,,,,3.0,1.0,,1.5,1.5,1.0,,,,,,,,1.0,,0.6174,1.0,23.6,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,3.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2025,2024-25,True
1626158-1630215-1630551-1630557-1641731,1610612764,"Richaun Holmes, Jared Butler, Justin Champagnie, Corey Kispert, Bilal Coulibaly","Holmes, Butler, Champagnie, Kispert, Coulibaly",1626158-1630215-1630551-1630557-1641731,WAS,94.0,1,2.0,2.0,2.0,4.0,,1.0,1.0,2.0,,5.0,,,1.0,,3.0,,1.0,3.0,,,,,2.0,,,0.5,0.625,0.625,,1.0,,61.276595744680854,20.5,26.5,11.0,0.25,,,,0.591175,,,7.55,2.0,,,1.0,,2.0,,2.0,3.0,,,,,,2.0,2.0,1.0,,,,,,0.5,1.0,,1.0,26.5,,0.5,,0.75,0.5301,,,27.3,,,1.0,,1.0,,,,0.25,1.0,,,,,,,1.0,,1.0,2.0,,3.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,1.0,0.5,,0.5,1.0,1.0,1.0,,1.0,,1.0,1.0,,,0.5,0.5,1.0,,,,,,,0.5,,,,,,,,1.0,2.0,1.0,3.0,0.5,0.75,0.75,1.0,1.0,0.5,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2025,2024-25,True
1626158-1630215-1630551-1630557-1642273,1610612764,"Richaun Holmes, Jared Butler, Justin Champagnie, Corey Kispert, Kyshawn George","Holmes, Butler, Champagnie, Kispert, George",1626158-1630215-1630551-1630557-1642273,WAS,855.0,1,-17.0,27.0,28.0,55.0,2.0,5.0,8.0,14.0,4.0,26.0,2.0,1.0,3.0,1.0,8.0,3.0,9.0,13.0,5.0,5.0,1.0,2.0,18.0,0.125,0.14285714285714285,0.5714285714285714,0.4230769230769231,0.4642857142857143,0.6,0.47058823529411764,0.5,92.63157894736842,17.22222222222222,13.928571428571429,16.666666666666668,0.19230769230769232,0.4,0.4,0.5,0.5476538461538462,0.07407407407407407,0.13333333333333333,7.921428571428572,14.0,6.0,3.0,4.0,3.0,10.0,5.0,12.0,43.0,3.0,1.0,2.0,5.0,7.0,14.0,10.0,5.0,7.0,6.0,0.5,0.35714285714285715,0.4375,0.46153846153846156,0.4166666666666667,0.8,,12.464285714285714,0.11538461538461539,0.38461538461538464,0.7142857142857143,0.6923076923076923,,0.5753714285714285,0.2692307692307692,26.541666666666668,0.2222222222222222,2.0,6.0,1.0,2.0,,0.07142857142857142,0.16666666666666666,0.23076923076923078,4.0,1.0,1.0,2.0,2.0,,,2.0,1.0,2.0,,1.0,6.0,2.0,2.0,2.0,,4.0,,4.0,1.0,,1.0,3.0,2.0,,1.0,0.16666666666666666,0.2,0.16666666666666666,,0.4,0.25,,0.5,,0.6666666666666666,0.8,,0.07692307692307693,0.2,0.2,1.0,0.3333333333333333,,0.2857142857142857,0.5,,0.2,0.2,,,,,,,,,,,8.0,,1.0,1.0,,,,,0.3076923076923077,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.16666666666666666,1.0,0.2,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2025,2024-25,True
