EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3Assists,Loose Ball Fouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,LongMidRangeAssists,SecondChanceTurnovers,3SecondViolations,SecondChanceFg3Pct,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,ShortMidRangeAssists,BadPassTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceCorner3FGA,Fg3aBlocked,SelfOReb,Travels,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,SecondChanceCorner3Frequency,PenaltyTurnovers,DefensiveGoaltends,PenaltyArc3FGM,PenaltyFG3M,FTOffRebounds,StepOutOfBoundsTurnovers,PenaltyFg3Pct,OffFTReboundPct,PenaltyArc3Accuracy,PenaltyCorner3FGM,Blocked3s,BlockedCorner3,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,HeaveAttempts,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls,BlockedArc3,BlockedLongMidRange,3pt And 1 Free Throw Trips,Transition Take Fouls,team_id,year,season,team_vs
1627759-1628369-1628401-1628436-1630202,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Payton Pritchard","Brown, Tatum, White, Kornet, Pritchard",1627759-1628369-1628401-1628436-1630202,BOS,1011.0,9,17.0,4.0,33.0,33.0,4.0,3.0,7.0,66.0,5.0,9.0,3.0,3.0,1.0,8.0,2.0,2.0,1.0,6.0,10.0,1.0,8.0,19.0,6.0,11.0,9.0,43.0,39.0,4.0,6.0,4.0,12.0,1.0,3.0,1.0,2.0,4.0,6.0,10.0,9.0,9.0,6.0,10.0,6.0,3.0,3.0,3.0,6.0,3.0,3.0,15.0,3.0,5.0,7.0,6.0,1.0,14.0,8.0,22.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,4.0,4.0,5.0,10.0,5.0,1.0,1.0,1.0,1.0,31.0,4.0,4.0,0.375,0.6,0.5,0.5454545454545454,0.5454545454545454,0.42105263157894735,0.6666666666666666,0.3333333333333333,0.5666666666666667,0.6666666666666666,0.25,0.6142857142857143,0.75,0.4,0.36666666666666664,0.15789473684210525,0.1111111111111111,0.25,0.4,1.0,0.6666666666666666,0.45454545454545453,0.875,0.6,0.7647058823529411,0.5,0.75,0.2857142857142857,0.75,0.8,0.3333333333333333,1.0,0.8333333333333334,1.0,94.00593471810089,1.0,13.969696969696969,16.666666666666668,13.242424242424242,16.181818181818183,0.3,0.5555555555555556,0.625,0.6,0.26666666666666666,0.125,0.16666666666666666,0.06666666666666667,1.0,1.0,0.03333333333333333,0.3333333333333333,0.6,0.6,0.5,0.5,1.0,0.3333333333333333,0.25,0.6666666666666666,0.6,0.5446116666666666,0.521025,0.4526375,0.14285714285714285,0.20833333333333334,0.27906976744186046,0.09302325581395349,5.905263157894737,25.981818181818184,0.12121212121212122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,True
1627759-1628369-1628401-1628436-1630573,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Sam Hauser","Brown, Tatum, White, Kornet, Hauser",1627759-1628369-1628401-1628436-1630573,BOS,190.0,2,3.0,1.0,5.0,5.0,,,1.0,10.0,2.0,3.0,1.0,1.0,,2.0,,,1.0,,,,2.0,5.0,1.0,1.0,,7.0,6.0,1.0,1.0,,2.0,,,,,,2.0,2.0,3.0,,2.0,,,1.0,1.0,1.0,2.0,,1.0,5.0,,1.0,2.0,,,2.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,5.0,,,0.5,1.0,1.0,1.0,1.0,0.4,1.0,,0.5833333333333334,1.0,,0.5833333333333334,1.0,,0.16666666666666666,0.2,,0.5,,,,0.3333333333333333,0.5,,0.5,0.3333333333333333,1.0,,,,,,0.3333333333333333,1.0,75.78947368421053,,15.6,22.4,15.6,21.6,0.5,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,,,,,,0.16666666666666666,,,,,1.0,1.0,,,0.6666666666666666,,0.4773833333333333,0.5837,,,,0.2857142857142857,,4.5200000000000005,23.5,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,True
1627759-1628369-1628401-1628436-1641775,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Jordan Walsh","Brown, Tatum, White, Kornet, Walsh",1627759-1628369-1628401-1628436-1641775,BOS,750.0,1,12.0,-8.0,25.0,26.0,,,4.0,51.0,2.0,3.0,,,,8.0,2.0,2.0,2.0,2.0,10.0,,4.0,13.0,3.0,12.0,2.0,19.0,27.0,,,,3.0,,,,,,8.0,,9.0,,,10.0,2.0,3.0,4.0,3.0,7.0,2.0,2.0,17.0,2.0,2.0,5.0,2.0,,7.0,4.0,11.0,3.0,3.0,,1.0,1.0,2.0,,1.0,3.0,3.0,5.0,2.0,2.0,1.0,,,,,16.0,,,1.0,1.0,1.0,0.25,0.25,0.3076923076923077,,,0.34,0.5,,0.36538461538461536,0.5,,0.48,0.23076923076923078,0.3333333333333333,0.25,0.3333333333333333,,0.4,0.2222222222222222,0.8333333333333334,0.2222222222222222,0.6363636363636364,0.2222222222222222,1.0,0.125,0.25,,0.6666666666666666,,0.8,1.0,97.92,,15.08,14.346153846153847,13.72,13.576923076923077,0.12,0.6666666666666666,1.0,1.0,0.32,,,0.08,1.0,1.0,0.08,0.4,0.2,0.2,1.0,,,,,0.6,0.2,0.523862,0.53835,,0.038461538461538464,0.07142857142857142,0.15789473684210525,,8.623076923076923,26.291666666666668,,1.0,1.0,1.0,0.5,0.5,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,True
1627759-1628369-1628401-1628436-201143,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Al Horford","Brown, Tatum, White, Kornet, Horford",1627759-1628369-1628401-1628436-201143,BOS,1196.0,6,20.0,-15.0,40.0,37.0,7.0,2.0,6.0,77.0,5.0,6.0,1.0,2.0,6.0,10.0,,5.0,5.0,1.0,15.0,3.0,11.0,21.0,3.0,20.0,3.0,34.0,49.0,3.0,4.0,,6.0,2.0,3.0,4.0,1.0,5.0,8.0,14.0,9.0,,2.0,15.0,1.0,1.0,4.0,3.0,7.0,1.0,,17.0,2.0,3.0,7.0,5.0,2.0,14.0,5.0,19.0,4.0,3.0,1.0,1.0,,,,,1.0,4.0,7.0,4.0,3.0,2.0,,,,,28.0,5.0,7.0,0.36363636363636365,0.4,1.0,0.15,0.15,0.5238095238095238,0.75,0.6666666666666666,0.3780487804878049,0.5,0.2857142857142857,0.40476190476190477,0.5,0.35714285714285715,0.4878048780487805,0.047619047619047616,,0.1,1.0,1.0,0.625,0.3,0.5384615384615384,0.11764705882352941,0.5714285714285714,0.18518518518518517,,0.25,0.07142857142857142,1.0,0.8,,0.5454545454545454,0.5,92.70903010033445,,15.825,15.216216216216216,14.4,13.702702702702704,0.14634146341463414,0.8333333333333334,0.8333333333333334,,0.24390243902439024,0.6,0.6666666666666666,0.12195121951219512,,,0.12195121951219512,0.36585365853658536,0.06666666666666667,0.06666666666666667,1.0,0.3333333333333333,0.5,,0.42857142857142855,0.6341463414634146,0.06666666666666667,0.5127573170731707,0.5251,0.5019928571428571,0.047619047619047616,0.09090909090909091,0.17647058823529413,0.14705882352941177,9.966666666666667,25.685000000000002,0.175,2.0,2.0,,0.4,0.4,1.0,,2.0,,2.0,,,,,,0.3333333333333333,,,2.0,2.0,1.0,4.0,1.0,1.0,1.0,0.4,0.3333333333333333,0.6666666666666666,0.2857142857142857,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,True
1627759-1628369-1628401-1628436-201950,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Jrue Holiday","Brown, Tatum, White, Kornet, Holiday",1627759-1628369-1628401-1628436-201950,BOS,2464.0,8,41.0,-6.0,83.0,87.0,,36.0,11.0,170.0,14.0,25.0,2.0,5.0,2.0,10.0,1.0,5.0,11.0,5.0,26.0,,17.0,40.0,11.0,37.0,9.0,76.0,82.0,3.0,8.0,3.0,9.0,,,,,,18.0,16.0,27.0,6.0,2.0,26.0,5.0,6.0,9.0,9.0,18.0,3.0,6.0,45.0,6.0,9.0,18.0,12.0,6.0,36.0,15.0,51.0,9.0,6.0,3.0,10.0,,7.0,,2.0,17.0,6.0,22.0,16.0,11.0,5.0,5.0,3.0,5.0,4.0,67.0,,,0.5294117647058824,0.5625,0.8181818181818182,0.2972972972972973,0.2972972972972973,0.425,0.375,,0.43506493506493504,0.3,,0.4634146341463415,0.375,,0.4805194805194805,0.15,0.2,0.1,0.5882352941176471,1.0,0.6,0.391304347826087,0.6666666666666666,0.24,0.6382978723404256,0.3125,0.5454545454545454,0.25,0.19047619047619047,0.8,0.5,1.0,0.625,1.0,99.35064935064935,0.8,14.518072289156626,14.471264367816092,13.63855421686747,13.344827586206897,0.3246753246753247,0.56,0.7,0.42857142857142855,0.12987012987012986,0.2,0.2222222222222222,0.06493506493506493,0.2,0.2,0.14285714285714285,0.33766233766233766,0.19230769230769232,0.2,0.6,0.5,0.4,0.5,,0.8051948051948052,0.19230769230769232,0.5462506493506494,0.5251625,,0.06172839506172839,0.11363636363636363,0.11842105263157894,,5.3325000000000005,26.28108108108108,,6.0,6.0,3.0,0.5454545454545454,0.5454545454545454,1.0,,1.0,,2.0,1.0,3.0,,,1.0,0.1,,,,,,2.0,8.0,1.0,1.0,0.25,0.5,1.0,,,,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,0.02702702702702703,0.038461538461538464,0.024390243902439025,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,True
1627759-1628369-1628401-1629674-1630202,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Payton Pritchard","Brown, Tatum, White, Queta, Pritchard",1627759-1628369-1628401-1629674-1630202,BOS,1195.0,11,20.0,,38.0,35.0,9.0,8.0,6.0,73.0,4.0,8.0,1.0,3.0,2.0,5.0,1.0,2.0,4.0,7.0,14.0,2.0,7.0,15.0,7.0,18.0,9.0,44.0,44.0,1.0,3.0,5.0,7.0,1.0,4.0,3.0,,2.0,8.0,6.0,18.0,3.0,,14.0,7.0,1.0,4.0,6.0,10.0,6.0,3.0,26.0,2.0,6.0,7.0,4.0,,11.0,8.0,19.0,2.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,9.0,6.0,11.0,8.0,12.0,5.0,3.0,3.0,3.0,1.0,37.0,2.0,9.0,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.3888888888888889,0.3888888888888889,0.4666666666666667,0.3333333333333333,0.25,0.5303030303030303,0.25,0.14285714285714285,0.5789473684210527,0.5833333333333334,0.125,0.5454545454545454,0.06666666666666667,0.125,,0.3333333333333333,,0.5,0.75,0.6363636363636364,0.18181818181818182,0.5789473684210527,0.42105263157894735,0.75,0.6666666666666666,0.2857142857142857,0.6,0.3333333333333333,,0.6,1.0,87.96652719665272,0.3333333333333333,17.263157894736842,15.4,16.473684210526315,13.942857142857143,0.24242424242424243,0.5,0.5714285714285714,0.75,0.15151515151515152,0.4,0.4,0.06060606060606061,0.5,0.5,0.12121212121212122,0.42424242424242425,0.5,0.5,0.8571428571428571,0.75,0.3333333333333333,1.0,0.2857142857142857,0.7878787878787878,0.5,0.526809090909091,0.5502666666666667,0.47868571428571427,0.13157894736842105,0.25,0.1590909090909091,0.045454545454545456,5.826666666666667,25.400000000000002,0.23684210526315788,,,1.0,,,,,1.0,,1.0,,1.0,,,,0.25,,,,2.0,1.0,1.0,2.0,,,1.0,,0.5,0.2857142857142857,,0.14285714285714285,,,,1.0,3.0,,2.0,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,True
1627759-1628369-1628401-1629674-201143,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Al Horford","Brown, Tatum, White, Queta, Horford",1627759-1628369-1628401-1629674-201143,BOS,1559.0,6,26.0,7.0,52.0,51.0,10.0,14.0,8.0,103.0,9.0,12.0,1.0,1.0,5.0,15.0,1.0,3.0,7.0,6.0,8.0,2.0,15.0,30.0,8.0,15.0,12.0,66.0,59.0,1.0,1.0,2.0,7.0,3.0,4.0,3.0,5.0,14.0,18.0,12.0,12.0,12.0,2.0,8.0,6.0,5.0,9.0,4.0,13.0,2.0,5.0,30.0,1.0,5.0,12.0,7.0,,19.0,7.0,26.0,5.0,4.0,1.0,,3.0,6.0,2.0,,6.0,4.0,6.0,12.0,19.0,10.0,2.0,1.0,2.0,1.0,59.0,14.0,10.0,0.6,0.6428571428571429,0.5,0.5333333333333333,0.5333333333333333,0.5,1.0,0.75,0.6,0.5,0.6428571428571429,0.6111111111111112,0.5833333333333334,0.7,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.2,,,0.7777777777777778,0.3333333333333333,0.7058823529411765,0.14285714285714285,0.7307692307692307,0.2727272727272727,0.3333333333333333,0.3,0.5,1.0,0.6666666666666666,1.0,0.9,0.42857142857142855,95.13790891597178,0.5,13.76923076923077,16.529411764705884,12.903846153846153,15.254901960784315,0.26666666666666666,0.75,0.9,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.15555555555555556,0.17777777777777778,0.75,0.75,0.3333333333333333,0.2,1.0,,0.2857142857142857,0.6,0.75,0.508168888888889,0.571375,0.4856000000000001,0.18867924528301888,0.2631578947368421,0.10606060606060606,0.21212121212121213,6.040000000000001,25.64,0.19230769230769232,2.0,2.0,1.0,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,1.0,4.0,1.0,2.0,,0.25,1.0,0.2,1.0,,1.0,2.0,1.0,3.0,,1.0,2.0,0.5,,0.6,0.2857142857142857,0.5,0.14285714285714285,3.0,,,,,,,,,1.0,1.0,,1.0,,,,0.6,2.0,,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.5,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,True
1627759-1628369-1628401-1629674-201950,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Jrue Holiday","Brown, Tatum, White, Queta, Holiday",1627759-1628369-1628401-1629674-201950,BOS,1551.0,6,26.0,5.0,56.0,54.0,4.0,17.0,5.0,110.0,11.0,18.0,,,2.0,8.0,2.0,3.0,5.0,7.0,14.0,,15.0,29.0,8.0,19.0,7.0,61.0,56.0,,2.0,,6.0,2.0,5.0,,,4.0,14.0,16.0,24.0,,,14.0,7.0,5.0,7.0,8.0,15.0,7.0,6.0,38.0,,3.0,12.0,10.0,1.0,23.0,3.0,26.0,4.0,3.0,1.0,3.0,2.0,5.0,,2.0,8.0,4.0,9.0,8.0,9.0,5.0,2.0,1.0,2.0,2.0,55.0,4.0,4.0,0.4666666666666667,0.4666666666666667,1.0,0.42105263157894735,0.42105263157894735,0.5172413793103449,,0.4,0.5625,0.6,0.4,0.5865384615384616,0.6,0.4,0.3958333333333333,0.1724137931034483,0.2222222222222222,0.125,0.375,1.0,1.0,0.23076923076923078,0.75,,0.8461538461538461,0.13043478260869565,0.2857142857142857,,,1.0,1.0,,0.8181818181818182,0.6,102.12765957446808,1.0,12.410714285714286,15.851851851851851,11.821428571428571,15.685185185185185,0.375,0.6111111111111112,0.7857142857142857,0.5454545454545454,0.16666666666666666,0.25,0.2857142857142857,0.0625,0.6666666666666666,0.6666666666666666,0.10416666666666667,0.2916666666666667,0.5,0.5,1.0,,,,,0.7708333333333334,0.5,0.575145744680851,0.4244,0.5793999999999999,0.09615384615384616,0.15151515151515152,0.09836065573770492,0.06557377049180328,5.203448275862069,26.57894736842105,0.07142857142857142,1.0,1.0,,0.2,0.2,1.0,2.0,3.0,2.0,3.0,,,,0.6666666666666666,,0.6,0.6666666666666666,1.0,2.0,3.0,,1.0,1.0,,1.0,1.0,,0.5,0.6,0.6666666666666666,,,,,,1.0,,,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,True
1627759-1628369-1628401-1630202-1630214,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Payton Pritchard, Xavier Tillman","Brown, Tatum, White, Pritchard, Tillman",1627759-1628369-1628401-1630202-1630214,BOS,210.0,2,4.0,-4.0,7.0,7.0,7.0,,,14.0,1.0,2.0,,,2.0,3.0,,,1.0,,1.0,1.0,3.0,5.0,,2.0,,6.0,10.0,,,,,3.0,5.0,2.0,,6.0,4.0,2.0,,,,1.0,,1.0,2.0,,2.0,,1.0,4.0,,,3.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,6.0,6.0,7.0,0.6666666666666666,0.6666666666666666,,,,0.6,,0.6,0.42857142857142855,,0.42857142857142855,0.42857142857142855,,0.42857142857142855,0.2857142857142857,0.2,,0.3333333333333333,,,,,1.0,,1.0,,,,,,,,1.0,1.0,96.0,,15.428571428571429,14.571428571428571,15.428571428571429,14.571428571428571,0.2857142857142857,0.5,0.5,1.0,0.42857142857142855,0.6666666666666666,1.0,,,,0.14285714285714285,0.14285714285714285,,,,,,,0.14285714285714285,0.5714285714285714,,0.5338214285714286,,0.5338214285714286,,,,1.0,5.5600000000000005,25.75,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,0.5,0.2857142857142857,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,True
1627759-1628369-1628401-1630202-1630573,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Payton Pritchard, Sam Hauser","Brown, Tatum, White, Pritchard, Hauser",1627759-1628369-1628401-1630202-1630573,BOS,15.0,2,,,1.0,2.0,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,288.0,,4.0,5.5,4.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,True
