EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPossPct,Arc3FGA,FG3A,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,FoulsDrawn,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,AtRimFGM,SecondChanceCorner3FGA,PenaltyFtPoints,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassTurnovers,Travels,SecondChanceTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,AtRimAssists,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChancePointsPct,SecondChanceFtPoints,NonShootingPenaltyNonTakeFouls,Charge Fouls,BlockedShortMidRange,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,SecondChanceFg3Pct,DefCorner3ReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffCorner3ReboundPct,Offensive Fouls Drawn,LongMidRangeFGM,LongMidRangeAssists,Blocked3s,BlockedArc3,OffensiveGoaltends,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedLongMidRange,OffLongMidRangeReboundPct,PtsPutbacks,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Transition Take Fouls Drawn,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Transition Take Fouls,3SecondViolations,3pt And 1 Free Throw Trips,Arc3PctBlocked,BlockedCorner3,Charge Fouls Drawn,Clear Path Fouls,Defensive 3 Seconds Violations,LongMidRangePctBlocked,team_id,year,season,team_vs
1627936-1628392-1628983-1629026-1630198,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Kenrich Williams, Isaiah Joe","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Joe",1627936-1628392-1628983-1629026-1630198,OKC,35.0,1,1.0,-2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,82.28571428571428,14.0,21.0,14.0,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1629026-1631114,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Kenrich Williams, Jalen Williams","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Williams",1627936-1628392-1628983-1629026-1631114,OKC,60.0,1,1.0,-2.0,2.0,2.0,,,4.0,2.0,,,1.0,,,96.0,13.0,17.0,13.0,12.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5517,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1629652-1630198,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Isaiah Joe","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Joe",1627936-1628392-1628983-1629652-1630198,OKC,385.0,2,6.0,8.0,16.0,15.0,12.0,,31.0,9.0,3.0,,4.0,3.0,12.0,115.94805194805194,12.125,12.733333333333333,11.25,12.4,0.75,2.0,4.0,2.0,1.0,9.0,9.0,1.0,1.0,2.0,0.36363636363636365,0.25,0.5,0.8888888888888888,1.0,0.18181818181818182,0.5454545454545454,0.5104818181818183,24.775,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,2.0,17.0,1.0,2.0,6.0,3.0,3.0,13.0,2.0,4.0,6.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,7.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,17.0,13.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,1.0,0.75,0.42857142857142855,0.3333333333333333,0.6818181818181818,0.7222222222222222,0.7083333333333334,0.7222222222222222,0.14285714285714285,0.5,1.0,1.0,1.0,0.18181818181818182,0.2727272727272727,1.0,1.0,0.3333333333333333,0.18181818181818182,0.18181818181818182,1.0,1.0,1.0,0.5,0.5,1.0,0.2222222222222222,0.2222222222222222,1.0,0.1111111111111111,1.0,0.5,0.51,0.5182444444444445,0.16666666666666666,0.25,0.7647058823529411,8.742857142857144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1629652-1631114,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Jalen Williams","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Williams",1627936-1628392-1628983-1629652-1631114,OKC,432.0,2,7.0,-2.0,14.0,14.0,1.0,6.0,28.0,13.0,2.0,,3.0,,1.0,93.33333333333333,13.285714285714286,17.571428571428573,12.142857142857142,16.714285714285715,0.07142857142857142,2.0,6.0,2.0,3.0,4.0,6.0,1.0,,3.0,0.6,0.3333333333333333,0.6,0.5,0.5,0.2,0.8,0.52638,23.883333333333336,3.0,2.0,,,2.0,,1.0,4.0,,1.0,1.0,,,,1.0,4.0,2.0,3.0,11.0,1.0,,,,1.0,1.0,,2.0,6.0,,1.0,1.0,,2.0,2.0,1.0,,6.0,,1.0,4.0,1.0,3.0,,1.0,4.0,,6.0,,2.0,11.0,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.25,,0.4,,0.4230769230769231,0.25,0.25,,1.0,,,0.2,0.2,,,,,0.4,0.25,0.25,1.0,0.5,0.5,,,1.0,,,,0.5,,0.36255,0.16666666666666666,0.3333333333333333,0.09090909090909091,5.6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2857142857142857,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1630198-1630598,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Aaron Wiggins","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Wiggins",1627936-1628392-1628983-1630198-1630598,OKC,280.0,2,5.0,-1.0,10.0,9.0,3.0,1.0,19.0,10.0,,,,,3.0,97.71428571428571,13.5,16.11111111111111,12.6,16.11111111111111,0.3,4.0,5.0,4.0,2.0,4.0,7.0,,,,0.4166666666666667,,1.0,1.0,1.0,0.3333333333333333,0.75,0.5338125,25.7,2.0,4.0,3.0,1.0,3.0,,1.0,1.0,,,,,,1.0,3.0,7.0,1.0,,9.0,,1.0,3.0,,1.0,2.0,2.0,4.0,3.0,,,,1.0,1.0,2.0,1.0,,5.0,2.0,,,,,,,1.0,,,,,7.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.2,,0.2,0.42857142857142855,0.3333333333333333,0.375,0.25,0.375,0.25,,,,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,,,0.08333333333333333,1.0,1.0,1.0,,,,0.75,,,0.25,,,0.58195,0.629825,,,0.2222222222222222,3.7142857142857144,2.0,,,,1.0,2.0,3.0,,,,,,,,,,,0.5,0.25,0.375,0.5,0.25,,1.0,,0.5,0.5,,,1.0,3.0,1.0,1.0,3.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1630198-1631114,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Jalen Williams","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Williams",1627936-1628392-1628983-1630198-1631114,OKC,65.0,1,1.0,-1.0,2.0,3.0,2.0,3.0,5.0,2.0,,,,,2.0,110.76923076923077,16.5,10.666666666666666,16.0,10.666666666666666,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,0.533325,25.35,1.0,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,2.0,,1.0,,1.0,,,,,,,,,,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.533325,0.3333333333333333,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,0.5,0.5,,0.5,1.0,,,,,,,,,,,,1.0,,,,0.5,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1630198-1641717,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Cason Wallace","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Wallace",1627936-1628392-1628983-1630198-1641717,OKC,50.0,1,1.0,-3.0,1.0,1.0,1.0,,2.0,3.0,1.0,,1.0,1.0,1.0,57.599999999999994,10.0,40.0,10.0,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1631114-1641717,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Jalen Williams, Cason Wallace","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Wallace",1627936-1628392-1628983-1631114-1641717,OKC,143.0,2,2.0,-4.0,5.0,5.0,5.0,2.0,10.0,6.0,,,1.0,1.0,5.0,100.69930069930071,13.8,14.8,13.8,14.8,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.46265,24.766666666666666,,,,,,,,1.0,,1.0,,,,2.0,,,,2.0,2.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,2.0,3.0,,2.0,,,2.0,2.0,,,,,,,,,,,0.25,0.25,,,,,,,,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,0.6666666666666666,,,,0.46265,,,1.0,,,,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1631114-1641745,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Jalen Williams, Adam Flagler","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Flagler",1627936-1628392-1628983-1631114-1641745,OKC,5.0,1,,,,1.0,,1.0,1.0,,,,,,,288.0,,5.0,,5.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1631114-1642349,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Jalen Williams, Ajay Mitchell","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Mitchell",1627936-1628392-1628983-1631114-1642349,OKC,284.0,1,5.0,-4.0,10.0,11.0,5.0,,21.0,10.0,3.0,,5.0,2.0,5.0,106.47887323943662,15.2,12.0,15.2,11.181818181818182,0.5,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,,0.8,0.4,0.6,0.6666666666666666,1.0,0.6,0.8,0.51359,25.725,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,1.0,2.0,,6.0,,,,2.0,3.0,6.0,,,3.0,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,,,,,,,2.0,1.0,,,,6.0,6.0,,,0.5,0.5,0.6666666666666666,0.5,,,0.6,1.0,0.6,1.0,1.0,,,1.0,1.0,,0.2,,,,,0.2,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,1.0,0.6666666666666666,0.5,0.3333333333333333,,0.5595,,,1.0,5.0,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
