EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,ShortMidRangeFGA,FG2A,FtPoints,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ShortMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,Arc3FGM,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,DefThreePtRebounds,Loose Ball Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,FG2M,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,AtRimAssists,BadPassSteals,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceOffPoss,ShortMidRangeFGM,LongMidRangeFGA,Fg2aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,PenaltyFG2A,ThreePtShootingFoulsDrawn,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyDefPoss,LongMidRangeFGM,SecondChanceCorner3FGA,SecondChanceFG3A,PenaltyFG2M,OffThreePtRebounds,BadPassTurnovers,PenaltyTurnovers,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,Loose Ball Fouls Drawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGA,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,DefLongMidRangeReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeAssists,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangePctBlocked,SecondChanceAtRimFGM,SecondChanceFG2M,SelfOReb,SecondChanceFg2Pct,SelfORebPct,SecondChanceAtRimAccuracy,PtsPutbacks,FTOffRebounds,BadPassOutOfBoundsTurnovers,OffFTReboundPct,LostBallOutOfBoundsTurnovers,SecondChanceFtPoints,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Offensive Fouls Drawn,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,HeaveAttempts,Travels,Charge Fouls Drawn,LongMidRangePctBlocked,Blocked3s,BlockedArc3,Technical Free Throw Trips,Arc3PctBlocked,Charge Fouls,Transition Take Fouls,OffensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,Transition Take Fouls Drawn,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1628371-1628976-1630175-1630243-1630532,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Trevelin Queen, Franz Wagner","Isaac, Carter Jr., Anthony, Queen, Wagner",1628371-1628976-1630175-1630243-1630532,ORL,85.0,1,1.0,-1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.5,0.5,0.75,0.75,1.0,1.0,84.70588235294117,26.0,11.0,26.0,11.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5475,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628371-1628976-1630175-1630243-1631216,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Trevelin Queen, Caleb Houstan","Isaac, Carter Jr., Anthony, Queen, Houstan",1628371-1628976-1630175-1630243-1631216,ORL,98.0,1,2.0,2.0,4.0,3.0,7.0,,,,,,4.0,2.0,,,,,,,,,,,1.0,4.0,,,,,0.6666666666666666,,,102.85714285714286,13.75,14.333333333333334,13.75,14.333333333333334,,,,,,,0.4273,,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628371-1628976-1630175-1630243-1641710,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Trevelin Queen, Anthony Black","Isaac, Carter Jr., Anthony, Queen, Black",1628371-1628976-1630175-1630243-1641710,ORL,159.0,2,3.0,4.0,4.0,5.0,9.0,,,2.0,2.0,2.0,10.0,6.0,3.0,2.0,1.0,1.0,,3.0,,1.0,1.0,1.0,3.0,10.0,0.5,1.0,1.0,1.5,1.25,1.0,,81.50943396226415,14.5,20.2,14.5,16.4,,,,,1.0,1.0,0.518025,26.45,,,4.0,,,,,,2.0,4.0,1.0,,0.3333333333333333,1.0,,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628371-1628976-1630175-1630243-203914,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Trevelin Queen, Gary Harris","Isaac, Carter Jr., Anthony, Queen, Harris",1628371-1628976-1630175-1630243-203914,ORL,89.0,1,1.0,7.0,4.0,3.0,7.0,1.0,1.0,,1.0,1.0,9.0,2.0,3.0,,1.0,2.0,1.0,5.0,,,,,,9.0,1.0,1.0,1.0,1.1666666666666667,1.125,0.3333333333333333,,113.25842696629213,9.5,17.0,9.5,17.0,0.3333333333333333,1.0,1.0,1.0,,1.0,0.7250333333333333,22.9,,2.0,2.0,2.0,1.0,,,,2.0,3.0,2.0,,0.5,0.6666666666666666,2.3,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628371-1628976-1630175-1630532-1631094,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Franz Wagner, Paolo Banchero","Isaac, Carter Jr., Anthony, Wagner, Banchero",1628371-1628976-1630175-1630532-1631094,ORL,232.0,2,4.0,5.0,8.0,6.0,14.0,,,2.0,2.0,2.0,12.0,7.0,3.0,2.0,1.0,2.0,,5.0,,1.0,2.0,1.0,1.0,12.0,0.5,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,,86.89655172413794,15.5,18.0,14.75,17.0,,,,,0.3333333333333333,0.6666666666666666,0.52715,25.8,1.0,4.0,4.0,,,,1.0,,2.0,4.0,2.0,0.16666666666666666,0.25,0.3333333333333333,6.6,,2.0,,,3.0,2.0,1.0,,,,,,,,,0.5,,1.0,1.0,0.5,1.0,,,,2.0,1.0,2.0,,1.0,,,,1.0,1.0,0.25,0.3333333333333333,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628371-1628976-1630175-1630532-1641710,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Franz Wagner, Anthony Black","Isaac, Carter Jr., Anthony, Wagner, Black",1628371-1628976-1630175-1630532-1641710,ORL,11.0,2,,3.0,2.0,,2.0,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,0.75,,,261.8181818181818,5.5,,5.5,,,,,,,,0.332,,,1.0,3.0,,,,,,1.0,3.0,,,0.5,,17.2,2.0,,3.0,3.0,,,,,,,3.0,2.0,,0.75,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.332,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628371-1628976-1630175-1630532-1641724,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Franz Wagner, Jett Howard","Isaac, Carter Jr., Anthony, Wagner, Howard",1628371-1628976-1630175-1630532-1641724,ORL,350.0,2,6.0,-3.0,11.0,13.0,24.0,,1.0,3.0,1.0,4.0,13.0,16.0,3.0,3.0,1.0,4.0,,9.0,1.0,4.0,5.0,4.0,7.0,13.0,1.0,0.25,0.25,0.65,0.65,0.4,1.0,98.74285714285715,16.818181818181817,12.692307692307692,16.454545454545453,11.23076923076923,0.1,,,,0.3,0.5,0.487885,25.4,4.0,6.0,,,,1.0,2.0,1.0,3.0,1.0,1.0,0.4,0.1,0.16666666666666666,9.016666666666667,4.0,1.0,,6.0,,1.0,1.0,1.0,,,6.0,4.0,,1.0,0.5,0.6,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.46153846153846156,0.36363636363636365,1.0,1.0,5.0,6.0,4.0,3.0,1.0,,1.0,0.6,0.6,0.8333333333333334,0.1,1.0,1.0,1.0,1.0,3.0,1.0,,2.0,,2.0,1.0,1.0,,,1.0,,1.0,1.0,,,0.5,0.6666666666666666,,0.25,,1.0,1.0,0.75,0.75,0.6666666666666666,0.1,3.0,,0.3854666666666667,,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628371-1628976-1630175-1630532-1641783,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Franz Wagner, Tristan da Silva","Isaac, Carter Jr., Anthony, Wagner, da Silva",1628371-1628976-1630175-1630532-1641783,ORL,460.0,2,8.0,-5.0,15.0,15.0,30.0,1.0,2.0,5.0,3.0,7.0,14.0,19.0,9.0,5.0,3.0,3.0,1.0,9.0,,5.0,9.0,2.0,4.0,11.0,1.0,0.42857142857142855,0.42857142857142855,0.4230769230769231,0.5,0.5384615384615384,,93.91304347826086,16.666666666666668,14.0,14.466666666666667,13.133333333333333,0.15384615384615385,0.5,0.5,1.0,0.38461538461538464,0.6153846153846154,0.516526923076923,25.24285714285714,4.0,6.0,3.0,2.0,,,5.0,,4.0,3.0,2.0,0.3076923076923077,0.14285714285714285,0.2857142857142857,10.299999999999999,3.0,2.0,,3.0,,2.0,2.0,1.0,1.0,,3.0,3.0,,0.5,0.3333333333333333,0.5555555555555556,0.5,0.4,0.4,1.0,0.4,0.21428571428571427,0.2,1.0,1.0,1.0,,2.0,,,2.0,1.0,,,0.16666666666666666,0.07692307692307693,1.0,1.0,,2.0,,1.0,,,2.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.6666666666666666,0.4,0.4444444444444444,,0.75,1.0,,,,0.07692307692307693,1.0,,0.48915,,,,,1.0,,2.0,2.0,1.0,,,,0.5,0.5,0.3333333333333333,0.5,,,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.5,0.75,0.75,0.25,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,0.5,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628371-1628976-1630175-1630532-203914,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Franz Wagner, Gary Harris","Isaac, Carter Jr., Anthony, Wagner, Harris",1628371-1628976-1630175-1630532-203914,ORL,111.0,1,2.0,2.0,4.0,3.0,7.0,1.0,1.0,,1.0,1.0,5.0,3.0,3.0,,1.0,1.0,1.0,3.0,,2.0,3.0,,,5.0,1.0,1.0,1.0,0.375,0.5,0.25,,90.8108108108108,16.75,14.666666666666666,16.75,14.666666666666666,0.25,1.0,1.0,1.0,,0.5,0.5087625,23.5,1.0,3.0,2.0,,,,,,1.0,2.0,1.0,0.25,0.2,0.25,9.233333333333333,,,,,,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,0.25,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,0.25,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,0.6038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628371-1628976-1630175-1630591-1641783,1610612753,"Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Jalen Suggs, Tristan da Silva","Isaac, Carter Jr., Anthony, Suggs, da Silva",1628371-1628976-1630175-1630591-1641783,ORL,111.0,1,2.0,-2.0,2.0,3.0,5.0,,,2.0,,2.0,,2.0,,2.0,,,,,,1.0,2.0,,1.0,,,,,,,0.6666666666666666,,64.86486486486486,22.5,22.0,22.5,20.666666666666668,,,,,0.6666666666666666,0.6666666666666666,0.507,26.15,1.0,1.0,,1.0,,,,,,,,0.3333333333333333,,,10.2,,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.5,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
