EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,LostBallSteals,LostBallTurnovers,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG2M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,FTDefRebounds,SelfOReb,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Transition Take Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedCorner3,DefensiveGoaltends,SecondChanceFg3Pct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,StepOutOfBoundsTurnovers,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedLongMidRange,OffensiveGoaltends,Clear Path Fouls,Transition Take Fouls Drawn,team_id,year,season,team_vs
1628978-1629638-1629675-1630162-1630183,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards, Jaden McDaniels","DiVincenzo, Alexander-Walker, Reid, Edwards, McDaniels",1628978-1629638-1629675-1630162-1630183,MIN,348.0,3,6.0,-4.0,13.0,13.0,3.0,13.0,2.0,26,2.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,2.0,2.0,12.0,16.0,1.0,2.0,2.0,2.0,2.0,10.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,1.0,0.5555555555555556,0.5,0.45454545454545453,0.5,0.5,0.5,0.18181818181818182,0.1111111111111111,0.25,0.3333333333333333,1.0,0.25,0.5,0.5,0.625,0.3333333333333333,0.5,1.0,1.0,0.6,107.58620689655173,1.0,13.76923076923077,13.0,12.846153846153847,12.76923076923077,0.36363636363636365,0.5,0.6666666666666666,0.36363636363636365,0.75,0.75,0.09090909090909091,0.09090909090909091,0.09090909090909091,1.0,0.5,0.25,0.25,0.25,0.5454545454545454,0.5148363636363636,0.6269,0.5036,0.08333333333333333,0.1,0.16666666666666666,5.333333333333333,24.9,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1630162-1631169,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards, Josh Minott","DiVincenzo, Alexander-Walker, Reid, Edwards, Minott",1628978-1629638-1629675-1630162-1631169,MIN,429.0,4,7.0,1.0,13.0,16.0,3.0,,,29,2.0,3.0,,,1.0,1.0,2.0,1.0,,,4.0,1.0,3.0,6.0,4.0,4.0,16.0,15.0,,,,1.0,1.0,,,4.0,,1.0,,3.0,3.0,6.0,1.0,7.0,1.0,,2.0,,1.0,,2.0,,,,2.0,4.0,2.0,,,,,16.0,3.0,,0.5,,0.6,,0.6666666666666666,,0.4,,,1.0,1.0,,1.0,0.5,1.0,0.2,,0.5,1.0,,97.34265734265733,,17.23076923076923,12.8125,16.384615384615383,12.8125,0.3,0.6666666666666666,0.6666666666666666,0.2,0.5,0.5,0.1,,0.4,,,0.5,,0.5,0.7,0.570255,,0.625775,0.16666666666666666,0.25,,6.533333333333334,25.0,0.23076923076923078,2.0,1.0,2.0,1.0,2.0,5.0,6.0,6.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,12.0,1.0,1.0,5.0,1.0,1.0,1.0,0.5,1.0,0.5,0.75,0.8333333333333334,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1630162-203497,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards, Rudy Gobert","DiVincenzo, Alexander-Walker, Reid, Edwards, Gobert",1628978-1629638-1629675-1630162-203497,MIN,5043.0,31,84.0,-27.0,175.0,176.0,52.0,48.0,10.0,351,20.0,30.0,2.0,4.0,8.0,14.0,43.0,7.0,18.0,3.0,46.0,15.0,35.0,80.0,64.0,23.0,162.0,189.0,3.0,6.0,6.0,23.0,18.0,26.0,,44.0,8.0,4.0,7.0,40.0,23.0,65.0,11.0,76.0,25.0,14.0,15.0,10.0,9.0,17.0,32.0,10.0,32.0,4.0,28.0,31.0,15.0,5.0,1.0,6.0,4.0,156.0,52.0,4.0,0.4375,0.5,0.4826388888888889,0.3333333333333333,0.5126582278481012,0.3333333333333333,0.4444444444444444,0.1,0.03333333333333333,0.46875,0.8214285714285714,0.16666666666666666,0.851063829787234,0.10526315789473684,0.84,0.1375,0.2,0.15384615384615385,0.5,0.8571428571428571,100.22605591909578,0.6666666666666666,14.428571428571429,14.306818181818182,14.005714285714285,13.829545454545455,0.20833333333333334,0.6666666666666666,0.6896551724137931,0.2986111111111111,0.32558139534883723,0.3888888888888889,0.04861111111111111,0.125,0.3194444444444444,0.4444444444444444,0.5,0.1951219512195122,0.07317073170731707,0.36585365853658536,0.6527777777777778,0.5211954225352112,0.57055,0.5043589743589744,0.09615384615384616,0.16304347826086957,0.037037037037037035,7.14375,26.7546875,0.29714285714285715,17.0,4.0,23.0,5.0,5.0,40.0,44.0,54.0,17.0,22.0,18.0,40.0,12.0,15.0,7.0,98.0,11.0,6.0,40.0,0.6285714285714286,0.6285714285714286,0.782608695652174,0.359375,0.2777777777777778,0.3709677419354839,0.4268292682926829,0.4444444444444444,0.8571428571428571,0.8333333333333334,0.75,0.5,0.3695652173913043,0.38636363636363635,0.7058823529411765,0.26666666666666666,0.38636363636363635,0.24691358024691357,6.0,1.0,6.0,1.0,3.0,3.0,10.0,15.0,2.0,2.0,6.0,2.0,3.0,2.0,2.0,10.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,0.43478260869565216,0.03125,0.16279069767441862,0.043478260869565216,0.6666666666666666,0.19230769230769232,1.0,0.041666666666666664,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.75,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1630162-203944,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards, Julius Randle","DiVincenzo, Alexander-Walker, Reid, Edwards, Randle",1628978-1629638-1629675-1630162-203944,MIN,7758.0,38,129.0,-48.0,262.0,258.0,95.0,100.0,33.0,520,47.0,80.0,6.0,14.0,18.0,23.0,50.0,8.0,25.0,10.0,77.0,33.0,74.0,138.0,102.0,49.0,293.0,341.0,10.0,24.0,38.0,40.0,43.0,70.0,10.0,74.0,14.0,19.0,21.0,45.0,36.0,89.0,40.0,129.0,16.0,7.0,20.0,2.0,12.0,20.0,40.0,26.0,48.0,4.0,44.0,57.0,27.0,10.0,5.0,11.0,8.0,255.0,95.0,6.0,0.5362318840579711,0.4166666666666667,0.5083333333333333,0.47058823529411764,0.5507518796992481,0.5135135135135135,0.425,0.10144927536231885,0.1,0.5,0.75,0.3333333333333333,0.75,0.2923076923076923,0.75,0.3125,0.36363636363636365,0.3617021276595745,0.6190476190476191,0.825,96.51972157772622,0.7272727272727273,15.992366412213741,13.829457364341085,15.282442748091603,13.395348837209303,0.3333333333333333,0.5875,0.6527777777777778,0.20833333333333334,0.46,0.5227272727272727,0.03333333333333333,0.10416666666666667,0.32083333333333336,0.4117647058823529,0.42857142857142855,0.21686746987951808,0.12048192771084337,0.39759036144578314,0.7583333333333333,0.5434459915611813,0.5118083333333333,0.5255623456790123,0.10606060606060606,0.16770186335403728,0.1296928327645051,5.180434782608695,25.69313725490196,0.36259541984732824,25.0,9.0,32.0,12.0,15.0,105.0,78.0,81.0,25.0,39.0,27.0,66.0,20.0,30.0,8.0,159.0,9.0,8.0,105.0,0.527027027027027,0.5652173913043478,0.84375,0.3137254901960784,0.27906976744186046,0.32323232323232326,0.5421686746987951,0.5706521739130435,0.7647058823529411,0.6,0.6382978723404256,0.34782608695652173,0.3246753246753247,0.3246753246753247,0.8,0.2727272727272727,0.33783783783783783,0.3583617747440273,14.0,4.0,7.0,3.0,7.0,10.0,27.0,15.0,3.0,,7.0,8.0,6.0,5.0,3.0,14.0,2.0,1.0,,2.0,2.0,4.0,2.0,1.0,,5.0,2.0,0.675,,0.12,,1.0,0.2692307692307692,1.0,0.05263157894736842,0.5,0.5,0.28,0.28,1.0,0.16666666666666666,0.20588235294117646,0.7777777777777778,0.3,1.0,3.0,3.0,4.0,6.0,1.0,7.0,1.0,1.0,1.0,2.0,0.4,0.5,0.1111111111111111,0.25,0.08823529411764706,0.3333333333333333,1.0,0.42857142857142855,0.6666666666666666,0.009708737864077669,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1630183-201144,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Jaden McDaniels, Mike Conley","DiVincenzo, Alexander-Walker, Reid, McDaniels, Conley",1628978-1629638-1629675-1630183-201144,MIN,139.0,1,2.0,-1.0,5.0,4.0,,,1.0,9,,,,,,3.0,6.0,,,,,,3.0,6.0,,,6.0,7.0,1.0,1.0,2.0,,,2.0,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,4.0,,,0.5,1.0,0.5,1.0,0.5,1.0,,,,,,0.3333333333333333,0.5,,0.5,0.3333333333333333,,,,1.0,93.23741007194243,,15.4,15.5,14.0,14.25,,,,1.0,0.5,0.5,,,,,,,,,,0.44275,0.4434,,,,0.3333333333333333,8.5,,,,,,,,,4.0,,,2.0,,2.0,,,2.0,4.0,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1630183-203497,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Jaden McDaniels, Rudy Gobert","DiVincenzo, Alexander-Walker, Reid, McDaniels, Gobert",1628978-1629638-1629675-1630183-203497,MIN,811.0,5,14.0,10.0,29.0,30.0,4.0,16.0,3.0,59,6.0,11.0,1.0,3.0,1.0,1.0,5.0,5.0,,,10.0,2.0,10.0,21.0,10.0,,38.0,28.0,1.0,4.0,2.0,4.0,2.0,8.0,,10.0,1.0,1.0,3.0,7.0,2.0,9.0,4.0,13.0,6.0,5.0,1.0,,1.0,1.0,2.0,1.0,2.0,,2.0,,,2.0,2.0,2.0,1.0,36.0,4.0,,0.47619047619047616,0.25,0.6129032258064516,0.25,0.6129032258064516,0.25,0.3225806451612903,0.047619047619047616,,0.5,0.3333333333333333,0.2727272727272727,0.7777777777777778,0.25,0.6,0.26666666666666666,0.4,0.25,0.25,0.8333333333333334,104.75955610357583,0.5,14.310344827586206,13.2,13.724137931034482,12.366666666666667,0.3548387096774194,0.5454545454545454,0.5454545454545454,0.16129032258064516,0.2,0.25,0.16129032258064516,,0.3225806451612903,0.75,0.3333333333333333,0.16666666666666666,,0.3333333333333333,0.6774193548387096,0.5409983870967742,0.6237666666666667,0.5268499999999999,,,0.05263157894736842,7.3619047619047615,26.189999999999998,0.13793103448275862,6.0,1.0,6.0,1.0,,7.0,12.0,15.0,6.0,6.0,5.0,11.0,5.0,4.0,1.0,27.0,1.0,,7.0,0.6,0.6,0.8333333333333334,0.6,0.5,0.6,0.5833333333333334,0.5833333333333334,0.5,0.6666666666666666,0.6666666666666666,1.0,0.6,0.6666666666666666,0.8333333333333334,0.5,0.6,0.18421052631578946,1.0,3.0,,,,,2.0,3.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,0.5,0.1,0.2,0.1,,0.25,,0.07692307692307693,0.6,0.6,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1630183-203944,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Jaden McDaniels, Julius Randle","DiVincenzo, Alexander-Walker, Reid, McDaniels, Randle",1628978-1629638-1629675-1630183-203944,MIN,1229.0,14,20.0,-10.0,38.0,39.0,4.0,5.0,2.0,77,4.0,7.0,1.0,2.0,1.0,2.0,7.0,1.0,6.0,,7.0,3.0,6.0,15.0,13.0,10.0,34.0,44.0,1.0,2.0,2.0,1.0,3.0,6.0,2.0,6.0,3.0,,2.0,6.0,6.0,13.0,2.0,15.0,3.0,1.0,4.0,1.0,4.0,2.0,6.0,6.0,8.0,,10.0,14.0,6.0,1.0,,1.0,,32.0,4.0,,0.4,0.5,0.42857142857142855,0.5,0.5,0.5,0.4642857142857143,0.2,0.2857142857142857,0.6666666666666666,0.6,0.2222222222222222,0.6666666666666666,,0.631578947368421,0.13333333333333333,0.3333333333333333,,0.6666666666666666,0.5714285714285714,90.21969080553295,,15.578947368421053,16.333333333333332,15.473684210526315,16.076923076923077,0.25,0.5714285714285714,0.8,0.25,0.2857142857142857,0.3333333333333333,0.03571428571428571,0.21428571428571427,0.25,1.0,0.5,0.25,,0.75,0.7142857142857143,0.5245481481481482,0.76355,0.4927166666666667,0.17647058823529413,0.2857142857142857,0.058823529411764705,5.739999999999999,26.73076923076923,0.10526315789473684,2.0,,4.0,,2.0,4.0,6.0,12.0,2.0,3.0,4.0,7.0,2.0,2.0,1.0,18.0,2.0,,4.0,0.5,0.6,1.0,0.3076923076923077,,0.3333333333333333,0.25,0.4,0.5714285714285714,1.0,0.5,0.5,0.2857142857142857,0.2857142857142857,1.0,,0.3333333333333333,0.11764705882352941,1.0,,2.0,,,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,0.14285714285714285,,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1631169-201144,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Josh Minott, Mike Conley","DiVincenzo, Alexander-Walker, Reid, Minott, Conley",1628978-1629638-1629675-1631169-201144,MIN,39.0,1,1.0,1.0,2.0,2.0,2.0,,1.0,4,,,,,,1.0,2.0,,,,,,1.0,2.0,,2.0,4.0,3.0,,,2.0,2.0,,2.0,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,,,,,2.0,2.0,,0.5,,0.5,,0.6666666666666666,1.0,,0.5,,,,1.0,,,,1.0,,,,,147.69230769230768,,10.5,9.0,9.5,9.0,,,,1.0,0.5,1.0,,,,,,,,,,0.36665,,0.36665,0.3333333333333333,0.3333333333333333,0.5,9.45,,1.0,,,,,2.0,4.0,,,,,,,,,,,,,4.0,,,,,,,0.5,0.6666666666666666,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1631169-203497,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Josh Minott, Rudy Gobert","DiVincenzo, Alexander-Walker, Reid, Minott, Gobert",1628978-1629638-1629675-1631169-203497,MIN,1005.0,6,17.0,-7.0,36.0,39.0,9.0,9.0,4.0,75,4.0,8.0,,,2.0,3.0,7.0,2.0,3.0,,7.0,2.0,9.0,17.0,10.0,10.0,37.0,44.0,1.0,1.0,8.0,5.0,2.0,4.0,,7.0,3.0,1.0,3.0,11.0,5.0,16.0,4.0,20.0,,,4.0,2.0,3.0,5.0,9.0,5.0,10.0,1.0,9.0,12.0,7.0,,,,,29.0,9.0,1.0,0.5294117647058824,1.0,0.5,1.0,0.5967741935483871,1.0,0.37037037037037035,0.17647058823529413,0.125,0.4444444444444444,0.5555555555555556,0.42857142857142855,0.8461538461538461,0.14285714285714285,0.7272727272727273,0.2857142857142857,0.25,0.16666666666666666,0.3333333333333333,0.8,107.46268656716418,,12.833333333333334,13.923076923076923,12.444444444444445,13.35897435897436,0.2962962962962963,0.5,0.5714285714285714,0.25925925925925924,0.42857142857142855,0.6,0.07407407407407407,0.1111111111111111,0.25925925925925924,,,0.2857142857142857,,0.2857142857142857,0.6666666666666666,0.5077518518518519,0.4810666666666667,0.4714785714285714,0.22580645161290322,0.3333333333333333,0.21621621621621623,6.694117647058824,24.830000000000002,0.25,1.0,,3.0,,2.0,8.0,14.0,6.0,1.0,7.0,2.0,9.0,,4.0,1.0,20.0,,1.0,8.0,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.3,,0.3,0.42857142857142855,0.5,1.0,1.0,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285,,,0.14285714285714285,0.21621621621621623,1.0,2.0,2.0,,1.0,3.0,3.0,3.0,,,2.0,,,1.0,1.0,2.0,,2.0,,,,3.0,,,,,,0.6,,0.2857142857142857,,,0.6666666666666666,,,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,0.25,0.5,,2.0,2.0,,2.0,,2.0,,,,,,0.6666666666666666,,,1.0,0.5,1.0,1.0,,,,1.0,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1631169-203944,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Josh Minott, Julius Randle","DiVincenzo, Alexander-Walker, Reid, Minott, Randle",1628978-1629638-1629675-1631169-203944,MIN,3677.0,14,61.0,-24.0,132.0,126.0,26.0,25.0,15.0,258,23.0,38.0,4.0,9.0,6.0,10.0,21.0,5.0,18.0,2.0,40.0,9.0,35.0,64.0,58.0,28.0,143.0,167.0,5.0,11.0,18.0,11.0,11.0,40.0,6.0,39.0,5.0,7.0,12.0,28.0,9.0,38.0,19.0,57.0,12.0,8.0,12.0,2.0,8.0,5.0,17.0,9.0,18.0,1.0,30.0,37.0,20.0,4.0,2.0,5.0,4.0,125.0,26.0,1.0,0.546875,0.45454545454545453,0.4713114754098361,0.47058823529411764,0.5220588235294118,0.5,0.47540983606557374,0.078125,0.07894736842105263,0.7058823529411765,0.6923076923076923,0.42857142857142855,0.8,0.175,0.7708333333333334,0.27941176470588236,0.2,0.2,0.4,0.8076923076923077,101.03889039978243,0.8,14.977272727272727,13.492063492063492,14.348484848484848,13.023809523809524,0.3114754098360656,0.6052631578947368,0.6571428571428571,0.1721311475409836,0.47619047619047616,0.5263157894736842,0.040983606557377046,0.14754098360655737,0.32786885245901637,0.5294117647058824,0.4444444444444444,0.2727272727272727,0.09090909090909091,0.4090909090909091,0.7868852459016393,0.5504074380165289,0.6168136363636364,0.5026380952380952,0.14925373134328357,0.2631578947368421,0.1258741258741259,5.05625,25.387931034482758,0.19696969696969696,7.0,2.0,15.0,2.0,4.0,22.0,30.0,39.0,7.0,15.0,13.0,28.0,6.0,12.0,3.0,69.0,4.0,4.0,22.0,0.42857142857142855,0.46875,0.8666666666666667,0.25862068965517243,0.18181818181818182,0.2631578947368421,0.4090909090909091,0.44,0.8571428571428571,0.7777777777777778,0.5217391304347826,0.3,0.175,0.175,0.8571428571428571,0.2222222222222222,0.1794871794871795,0.15384615384615385,4.0,2.0,8.0,,4.0,6.0,6.0,6.0,1.0,,7.0,1.0,4.0,,,3.0,,1.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,2.0,2.0,0.5454545454545454,,0.09523809523809523,,1.0,0.6363636363636364,1.0,0.06349206349206349,0.4,0.4,0.4444444444444444,0.4444444444444444,0.875,0.25,0.23529411764705882,0.6666666666666666,,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,,,,0.3333333333333333,1.0,0.1,,0.11764705882352941,0.5,,0.25,1.0,,1.0,1.0,,,,,,,,,,,1610612750,2025,2024-25,True
