EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyFtPoints,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,PenaltyPointsPct,Steals,BadPassSteals,PenaltyOffPoss,SecondChanceOffPoss,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,ThreePtAssists,Arc3Assists,FTOffRebounds,OffRebounds,LostBallSteals,StepOutOfBoundsTurnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,OffFTReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,Corner3Assists,OffTwoPtRebounds,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffThreePtRebounds,SecondChanceTurnovers,Offensive Fouls,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceFtPoints,PtsPutbacks,LongMidRangeAssists,FTDefRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SelfOReb,SelfORebPct,BlockedLongMidRange,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,BlockedArc3,DefensiveGoaltends,3pt And 1 Free Throw Trips,Arc3PctBlocked,3SecondViolations,Transition Take Fouls Drawn,OffensiveGoaltends,team_id,year,season,team_vs
1627747-1627777-1628378-1628386-1629636,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Jarrett Allen, Darius Garland","LeVert, Niang, Mitchell, Allen, Garland",1627747-1627777-1628378-1628386-1629636,CLE,612.0,4,10.0,-4.0,21.0,19.0,2.0,40.0,2.0,5.0,4.0,7.0,1.0,1.0,4.0,6.0,12.0,1.0,5.0,3.0,18.0,22.0,10.0,2.0,3.0,4.0,1.0,1.0,5.0,5.0,2.0,3.0,10.0,2.0,7.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,18.0,0.8333333333333334,0.8333333333333334,0.2,0.2,0.5,0.4411764705882353,0.47368421052631576,0.29411764705882354,0.08333333333333333,0.2,0.5,0.7,0.6666666666666666,0.6923076923076923,0.6666666666666666,0.8,0.5,0.6666666666666666,94.11764705882354,12.238095238095237,18.68421052631579,12.238095238095237,16.789473684210527,0.29411764705882354,0.4,0.5,1.0,0.4117647058823529,0.5714285714285714,0.5714285714285714,0.75,0.058823529411764705,0.23529411764705882,0.25,0.25,0.5882352941176471,0.25,0.52985,0.10526315789473684,0.14285714285714285,5.6499999999999995,25.580000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1628386-1629660,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Jarrett Allen, Ty Jerome","LeVert, Niang, Mitchell, Allen, Jerome",1627747-1627777-1628378-1628386-1629660,CLE,136.0,2,2.0,-7.0,2.0,5.0,,7.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,3.0,10.0,,2.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,2.0,,1.0,2.0,1.0,3.0,,,,,1.0,0.5,0.5,0.5,,,,0.5,,0.5,,0.5,,,74.11764705882354,22.0,18.4,22.0,13.4,,,,,0.5,1.0,1.0,,,0.5,,,0.5,,0.504175,0.3333333333333333,0.5,4.2,26.3,1.0,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1628386-1630171,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Jarrett Allen, Isaac Okoro","LeVert, Niang, Mitchell, Allen, Okoro",1627747-1627777-1628378-1628386-1630171,CLE,39.0,1,1.0,1.0,2.0,2.0,,4.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,2.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,1.0,0.5,0.5,0.5,,,,,,,,,,,147.69230769230768,10.5,9.0,10.5,9.0,0.5,1.0,1.0,,,,,,,0.5,,,1.0,,0.726375,,,0.6,30.6,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1628386-1630241,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Jarrett Allen, Sam Merrill","LeVert, Niang, Mitchell, Allen, Merrill",1627747-1627777-1628378-1628386-1630241,CLE,613.0,7,10.0,14.0,23.0,22.0,11.0,45.0,5.0,6.0,4.0,5.0,,2.0,7.0,11.0,15.0,2.0,7.0,2.0,30.0,16.0,14.0,8.0,,7.0,2.0,1.0,7.0,9.0,4.0,3.0,20.0,4.0,5.0,9.0,10.0,,,,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,27.0,0.6363636363636364,0.6363636363636364,0.2857142857142857,0.2857142857142857,0.7333333333333333,0.6363636363636364,0.6521739130434783,0.3181818181818182,0.06666666666666667,0.16666666666666666,,0.8333333333333334,0.8,0.8181818181818182,,0.6666666666666666,1.0,0.5,105.70962479608482,13.26086956521739,14.0,13.173913043478262,13.863636363636363,0.2727272727272727,0.8333333333333334,1.0,0.8,0.22727272727272727,0.8,0.8,0.75,,0.3181818181818182,0.2857142857142857,0.2857142857142857,0.5909090909090909,0.2857142857142857,0.5445704545454545,0.043478260869565216,0.0625,8.446666666666667,25.771428571428572,2.0,14.0,14.0,0.7777777777777778,0.4666666666666667,4.0,3.0,10.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,5.0,2.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,0.6666666666666666,0.6,1.5,0.75,1.5,1.0,1.0,0.18181818181818182,0.5,0.5,1.0,1.0,1.0,1.0,0.125,0.375,0.6666666666666666,0.5607,0.5416375,0.1,0.43478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1628386-1630596,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Jarrett Allen, Evan Mobley","LeVert, Niang, Mitchell, Allen, Mobley",1627747-1627777-1628378-1628386-1630596,CLE,81.0,1,1.0,3.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,,,2.0,3.0,1.0,1.0,,7.0,4.0,4.0,,,,,1.0,2.0,3.0,1.0,1.0,7.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,5.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.875,0.875,0.25,0.3333333333333333,0.5,,,1.0,1.0,,,,1.0,88.88888888888889,16.333333333333332,16.0,13.0,16.0,0.5,0.5,1.0,1.0,0.25,1.0,1.0,1.0,0.25,,,,0.75,,0.58385,,,4.0,23.0,,7.0,7.0,0.875,1.0,,,3.0,1.0,2.0,,,,,,,,,2.0,2.0,3.0,1.0,1.0,3.0,1.0,,,1.0,,,,,,,3.0,1.0,,1.0,0.6666666666666666,1.0,0.875,1.0,,,,,,,,,,0.5,,,0.4912,0.58385,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1629622-1629731,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Max Strus, Dean Wade","LeVert, Niang, Mitchell, Strus, Wade",1627747-1627777-1628378-1629622-1629731,CLE,198.0,1,3.0,-5.0,7.0,6.0,6.0,13.0,,1.0,1.0,1.0,2.0,,3.0,1.0,2.0,,5.0,,2.0,7.0,,2.0,,3.0,,,,,,,,2.0,1.0,3.0,4.0,,,,2.0,2.0,,1.0,,1.0,,,2.0,,,,,0.5,0.14285714285714285,0.14285714285714285,0.7142857142857143,,,,1.0,1.0,1.0,1.0,,,1.0,94.54545454545455,20.428571428571427,9.166666666666666,18.285714285714285,9.166666666666666,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,,0.2857142857142857,0.42857142857142855,,,0.8571428571428571,,0.5345428571428571,,,6.5,25.04,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.54015,,0.14285714285714285,,,,,,,,,,,,,,0.2,,,,,,,,,,,1.0,1.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1629622-1630596,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Max Strus, Evan Mobley","LeVert, Niang, Mitchell, Strus, Mobley",1627747-1627777-1628378-1629622-1630596,CLE,4131.0,10,69.0,-20.0,153.0,144.0,45.0,297.0,12.0,20.0,11.0,26.0,20.0,21.0,56.0,27.0,53.0,26.0,76.0,23.0,155.0,175.0,26.0,28.0,15.0,56.0,21.0,3.0,13.0,34.0,8.0,4.0,89.0,24.0,26.0,52.0,64.0,11.0,5.0,5.0,11.0,22.0,8.0,27.0,3.0,21.0,28.0,11.0,139.0,0.48148148148148145,0.52,0.34210526315789475,0.34210526315789475,0.5094339622641509,0.5116279069767442,0.545774647887324,0.5891472868217055,0.05660377358490566,0.05,0.5,0.6842105263157895,0.7741935483870968,0.7246376811594203,0.625,0.6363636363636364,0.875,0.7307692307692307,103.52941176470588,13.581699346405228,14.256944444444445,13.18954248366013,13.5625,0.15503875968992248,0.6,0.631578947368421,0.6666666666666666,0.20155038759689922,0.4230769230769231,0.4583333333333333,0.36363636363636365,0.15503875968992248,0.43410852713178294,0.375,0.375,0.7441860465116279,0.375,0.5456972868217054,0.08571428571428572,0.1746031746031746,6.90377358490566,25.260526315789473,13.0,75.0,75.0,0.5859375,0.4838709677419355,6.0,5.0,71.0,12.0,9.0,4.0,7.0,1.0,1.0,9.0,23.0,1.0,1.0,16.0,13.0,25.0,12.0,31.0,63.0,21.0,16.0,,12.0,1.0,,11.0,5.0,4.0,5.0,71.0,0.8076923076923077,1.0,0.3870967741935484,0.52,0.6111111111111112,0.5535714285714286,0.6666666666666666,,1.0,0.05426356589147287,0.5714285714285714,0.5714285714285714,0.7619047619047619,0.1111111111111111,1.0,1.0,0.16071428571428573,0.4107142857142857,0.391304347826087,0.60085,0.5323535714285714,0.1032258064516129,0.46405228758169936,2.0,4.0,6.0,5.0,3.0,8.0,4.0,8.0,5.0,5.0,3.0,0.5,0.20833333333333334,0.16901408450704225,0.16666666666666666,0.25,0.25,1.0,0.4444444444444444,0.5,1.0,0.6666666666666666,0.14285714285714285,0.375,7.0,1.0,3.0,0.14893617021276595,0.08823529411764706,5.0,4.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.07692307692307693,1.0,0.26666666666666666,0.3076923076923077,0.2,0.25,0.012987012987012988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1629636-1629731,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Darius Garland, Dean Wade","LeVert, Niang, Mitchell, Garland, Wade",1627747-1627777-1628378-1629636-1629731,CLE,203.0,2,3.0,6.0,7.0,6.0,,13.0,2.0,3.0,,,1.0,2.0,4.0,2.0,4.0,3.0,5.0,1.0,14.0,8.0,2.0,2.0,,4.0,2.0,,1.0,4.0,1.0,,11.0,,3.0,3.0,5.0,,,,,,1.0,1.0,,1.0,1.0,1.0,12.0,0.5,1.0,0.6,0.6,0.5,0.7222222222222222,0.7777777777777778,0.5555555555555556,,,,0.75,,0.75,0.5,1.0,1.0,,92.21674876847291,11.571428571428571,20.333333333333332,11.285714285714286,18.666666666666668,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,,,0.1111111111111111,0.4444444444444444,0.5,0.5,0.8888888888888888,0.5,0.6072944444444445,0.1111111111111111,0.25,4.55,25.96,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,2.0,,,,,9.0,3.0,2.0,,2.0,,,,1.0,,1.0,,1.0,,,,0.5,,0.5,,,0.1111111111111111,,,1.0,0.5,,,,,,0.5862,,0.14285714285714285,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,0.5,0.5,,1.0,1.0,1.0,0.5,1.0,,,,,1.0,,,0.5,0.5,,2.0,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1629636-1630596,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Darius Garland, Evan Mobley","LeVert, Niang, Mitchell, Garland, Mobley",1627747-1627777-1628378-1629636-1630596,CLE,409.0,3,7.0,8.0,15.0,14.0,7.0,29.0,2.0,5.0,2.0,2.0,,1.0,4.0,4.0,7.0,1.0,4.0,7.0,18.0,10.0,4.0,4.0,,4.0,1.0,1.0,2.0,3.0,2.0,,7.0,2.0,5.0,8.0,9.0,,,,,,,3.0,,5.0,9.0,1.0,16.0,0.5,0.5,0.25,0.25,0.5714285714285714,0.5,0.6,0.36363636363636365,0.14285714285714285,0.2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.10268948655258,13.866666666666667,14.357142857142858,13.866666666666667,13.571428571428571,0.45454545454545453,0.4,0.5,1.0,0.18181818181818182,1.0,1.0,,,0.36363636363636365,0.25,0.25,0.8181818181818182,0.25,0.5717318181818182,0.15384615384615385,0.125,3.9857142857142853,26.525,5.0,13.0,11.0,0.8125,0.7222222222222222,1.0,,8.0,1.0,2.0,,,,,,1.0,,,2.0,4.0,4.0,,1.0,3.0,1.0,1.0,,1.0,1.0,,,,,,7.0,1.0,,,1.0,1.0,0.8,1.0,,1.0,,,,1.0,,,,0.4,0.2,,,0.5697300000000001,0.1111111111111111,0.5333333333333333,1.0,1.0,2.0,,,,1.0,1.0,,,3.0,1.0,,0.16666666666666666,,,,,1.0,1.0,1.0,1.0,,,1.0,,,0.3333333333333333,0.3333333333333333,,,,1.0,,,,,1.0,2.0,,,1.0,,0.5,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1629660-1629731,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Ty Jerome, Dean Wade","LeVert, Niang, Mitchell, Jerome, Wade",1627747-1627777-1628378-1629660-1629731,CLE,285.0,1,5.0,5.0,11.0,11.0,6.0,22.0,2.0,2.0,,,2.0,2.0,4.0,2.0,2.0,3.0,6.0,4.0,17.0,12.0,4.0,,,4.0,2.0,,2.0,5.0,2.0,,13.0,2.0,2.0,4.0,5.0,3.0,,1.0,,3.0,2.0,2.0,,4.0,5.0,2.0,17.0,1.0,1.0,0.5,0.5,1.0,0.8125,0.85,0.75,,,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,,,1.0,111.15789473684211,13.636363636363637,12.272727272727273,13.090909090909092,11.090909090909092,0.25,1.0,1.0,1.0,,,,,0.25,0.5,0.5,0.5,1.0,0.5,0.6172875,0.2222222222222222,0.6666666666666666,1.1,24.916666666666668,4.0,17.0,17.0,0.85,1.0,1.0,1.0,9.0,1.0,2.0,,,,1.0,2.0,4.0,,1.0,,2.0,2.0,3.0,6.0,9.0,3.0,2.0,,1.0,,,1.0,1.0,,1.0,9.0,1.0,,0.5,1.0,,0.8125,,,1.0,,,,1.0,1.0,,,0.25,0.5,0.5,,0.6172875,,0.8181818181818182,,,2.0,1.0,1.0,2.0,,,1.0,,,,,0.3333333333333333,,0.5,0.5,1.0,,,,1.0,0.25,0.5,1.0,,,0.3333333333333333,,,,,,,2.0,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
