EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,SecondChanceFg3Pct,LiveBallTurnoverPct,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangeAssists,DefLongMidRangeReboundPct,LongMidRangePctAssisted,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,Fg3aBlocked,FTOffRebounds,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Charge Fouls Drawn,Transition Take Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,3pt And 1 Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Technical Free Throw Trips,Blocked3s,BlockedArc3,HeaveAttempts,OffensiveGoaltends,Arc3PctBlocked,Charge Fouls,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
1626181-1627826-1627884-1629611-202695,1610612746,"Norman Powell, Ivica Zubac, Derrick Jones Jr., Terance Mann, Kawhi Leonard","Powell, Zubac, Jones Jr., Mann, Leonard",1626181-1627826-1627884-1629611-202695,LAC,117.0,1,2.0,-5.0,4.0,3.0,,,7.0,1.0,1.0,,,,2.0,,,,,,1.0,1.0,3.0,,1.0,,2.0,7.0,,,,2.0,,,,1.0,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,1.0,,,,0.3333333333333333,,0.25,,0.25,,0.25,,,,,,,,,,,,,,86.15384615384616,17.75,15.333333333333334,17.75,15.333333333333334,0.25,1.0,1.0,1.0,0.5,,,,,,,,,,,0.25,,,,,,,0.5,,0.5320625,,,,,6.1000000000000005,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627826-1627884-1629645-1641757,1610612746,"Norman Powell, Ivica Zubac, Derrick Jones Jr., Kevin Porter Jr., Jordan Miller","Powell, Zubac, Jones Jr., Porter Jr., Miller",1626181-1627826-1627884-1629645-1641757,LAC,209.0,1,3.0,-2.0,7.0,7.0,,1.0,14.0,2.0,2.0,,,,,,1.0,,1.0,1.0,2.0,2.0,3.0,1.0,3.0,,7.0,9.0,,,,2.0,2.0,3.0,,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,2.0,1.0,1.0,,2.0,1.0,,,,7.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.5833333333333334,,0.5833333333333334,,0.5,,1.0,,,0.5,1.0,0.3333333333333333,,,,,,,96.45933014354067,18.428571428571427,11.428571428571429,17.285714285714285,11.428571428571429,0.3333333333333333,1.0,1.0,0.5,,,,,0.16666666666666666,,,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,1.0,,,,0.8333333333333334,0.5,0.5888916666666667,0.5769,,,,6.833333333333333,25.2,,1.0,,1.0,,,2.0,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627826-1627884-1629645-201587,1610612746,"Norman Powell, Ivica Zubac, Derrick Jones Jr., Kevin Porter Jr., Nicolas Batum","Powell, Zubac, Jones Jr., Porter Jr., Batum",1626181-1627826-1627884-1629645-201587,LAC,88.0,2,1.0,-2.0,2.0,4.0,3.0,,6.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,3.0,5.0,,,,2.0,,,,,,1.0,,1.0,,,,1.0,2.0,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,,,,1.0,,,3.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,0.5,,,,0.5,,,,1.0,,,,98.18181818181819,15.0,14.5,15.0,14.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.4282,,,,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627826-1627884-1629645-201935,1610612746,"Norman Powell, Ivica Zubac, Derrick Jones Jr., Kevin Porter Jr., James Harden","Powell, Zubac, Jones Jr., Porter Jr., Harden",1626181-1627826-1627884-1629645-201935,LAC,670.0,5,11.0,-1.0,23.0,22.0,14.0,4.0,45.0,1.0,2.0,,1.0,3.0,9.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,13.0,5.0,7.0,3.0,28.0,29.0,,1.0,4.0,6.0,4.0,6.0,9.0,4.0,3.0,3.0,2.0,5.0,,2.0,1.0,2.0,12.0,1.0,2.0,2.0,6.0,,8.0,3.0,11.0,2.0,1.0,1.0,,,,4.0,2.0,5.0,,6.0,,5.0,1.0,3.0,24.0,0.6,0.6,0.4,0.7142857142857143,0.7142857142857143,0.38461538461538464,,0.625,0.75,0.6363636363636364,0.6666666666666666,0.35,,0.75,0.25,1.0,0.5,0.8,0.3,0.3333333333333333,,,0.8333333333333334,1.0,,96.71641791044776,16.347826086956523,13.363636363636363,15.478260869565217,12.863636363636363,0.1,0.5,1.0,1.0,0.45,0.3333333333333333,0.5,0.6666666666666666,0.1,0.5,0.5,0.15,0.6666666666666666,0.6666666666666666,1.0,0.2,0.75,0.75,,0.5,,,0.45,0.75,0.45238500000000004,0.45672499999999994,0.13636363636363635,0.2,0.14285714285714285,7.6923076923076925,23.928571428571427,,,1.0,1.0,,,4.0,3.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,4.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,0.3076923076923077,0.5,0.3333333333333333,,,,,1.0,0.5,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627826-1627884-1629645-202695,1610612746,"Norman Powell, Ivica Zubac, Derrick Jones Jr., Kevin Porter Jr., Kawhi Leonard","Powell, Zubac, Jones Jr., Porter Jr., Leonard",1626181-1627826-1627884-1629645-202695,LAC,119.0,1,2.0,,4.0,4.0,,,8.0,,,,,,1.0,,,,1.0,,,,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,3.0,,3.0,,,,,,,1.0,,,,1.0,,2.0,,1.0,2.0,,,,,,,,,,0.3333333333333333,,0.5,,1.0,,1.0,,1.0,,,,,1.0,1.0,,96.80672268907563,17.75,12.0,17.75,12.0,,,,,0.5,,,,,,,0.5,,,,,,,,,,,0.5,,0.5058,,0.3333333333333333,0.5,,4.4,23.5,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627826-1627884-1641757-201935,1610612746,"Norman Powell, Ivica Zubac, Derrick Jones Jr., Jordan Miller, James Harden","Powell, Zubac, Jones Jr., Miller, Harden",1626181-1627826-1627884-1641757-201935,LAC,28.0,1,,3.0,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,3.0,,,,,,,3.0,,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,3.0,,,1.0,1.0,1.0,,,1.5,,1.5,,1.0,,,,,,,,,,,,,,51.42857142857143,13.0,,13.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.53865,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627826-1627884-201587-201935,1610612746,"Norman Powell, Ivica Zubac, Derrick Jones Jr., Nicolas Batum, James Harden","Powell, Zubac, Jones Jr., Batum, Harden",1626181-1627826-1627884-201587-201935,LAC,909.0,4,15.0,-6.0,33.0,30.0,9.0,5.0,63.0,4.0,6.0,1.0,1.0,4.0,9.0,,2.0,,2.0,3.0,10.0,8.0,17.0,3.0,12.0,4.0,29.0,35.0,3.0,4.0,9.0,10.0,6.0,9.0,,10.0,3.0,5.0,3.0,8.0,3.0,,3.0,2.0,19.0,1.0,4.0,3.0,5.0,2.0,10.0,5.0,15.0,4.0,3.0,1.0,,3.0,,7.0,3.0,6.0,,5.0,,4.0,,1.0,20.0,0.625,0.8333333333333334,1.0,0.25,0.25,0.47058823529411764,0.75,0.43103448275862066,0.9,0.46774193548387094,0.9,0.41379310344827586,1.0,0.5555555555555556,0.4444444444444444,1.0,0.1111111111111111,0.6666666666666666,0.2777777777777778,0.2,,0.5,0.5,1.0,,99.8019801980198,14.181818181818182,14.7,13.393939393939394,14.433333333333334,0.20689655172413793,0.6666666666666666,0.8,0.75,0.3103448275862069,0.4444444444444444,0.4444444444444444,0.5,0.06896551724137931,,,0.06896551724137931,,,,0.3448275862068966,0.3,0.3,1.0,0.2,1.0,,0.6206896551724138,0.3,0.5310327586206897,0.48375,0.03333333333333333,0.05555555555555555,0.3103448275862069,6.605882352941176,26.3,1.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,,2.0,2.0,,2.0,1.0,,1.0,0.5714285714285714,1.0,0.058823529411764705,0.5,0.2,1.0,1.0,,1.0,,21.0,3.0,3.0,,1.0,2.0,7.0,,5.0,8.0,2.0,8.0,4.0,20.0,1.0,,,1.0,,4.0,,,,,1.0,,,20.0,21.0,,1.0,0.25,0.625,0.5,0.5555555555555556,,0.058823529411764705,0.16666666666666666,,,,,0.5,0.5,,0.1875,1.0,0.0625,0.4375,0.2857142857142857,0.534103125,,0.6896551724137931,0.6363636363636364,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627826-1627884-201935-202695,1610612746,"Norman Powell, Ivica Zubac, Derrick Jones Jr., James Harden, Kawhi Leonard","Powell, Zubac, Jones Jr., Harden, Leonard",1626181-1627826-1627884-201935-202695,LAC,7229.0,11,120.0,-77.0,252.0,252.0,19.0,22.0,504.0,40.0,57.0,7.0,9.0,11.0,42.0,12.0,21.0,9.0,33.0,26.0,72.0,63.0,120.0,35.0,105.0,20.0,251.0,328.0,8.0,12.0,22.0,76.0,50.0,81.0,24.0,72.0,26.0,38.0,27.0,65.0,19.0,8.0,22.0,8.0,157.0,13.0,12.0,31.0,50.0,1.0,82.0,25.0,107.0,18.0,10.0,8.0,4.0,11.0,1.0,42.0,18.0,42.0,2.0,27.0,,24.0,4.0,14.0,229.0,0.6031746031746031,0.6551724137931034,0.7714285714285715,0.3333333333333333,0.3333333333333333,0.525,0.6666666666666666,0.5133333333333333,0.5238095238095238,0.5340425531914894,0.5238095238095238,0.4666666666666667,1.0,0.6493506493506493,0.21052631578947367,0.7948717948717948,0.18571428571428572,0.6982758620689655,0.1968503937007874,0.22580645161290322,0.1956521739130435,0.6785714285714286,0.65,0.7142857142857143,1.0,100.39562871766496,14.166666666666666,14.51984126984127,13.738095238095237,14.142857142857142,0.25333333333333335,0.7017543859649122,0.7407407407407407,0.55,0.18666666666666668,0.2619047619047619,0.3333333333333333,0.7272727272727273,0.09333333333333334,0.5714285714285714,0.6,0.14666666666666667,0.2727272727272727,0.2727272727272727,0.8888888888888888,0.32,0.3611111111111111,0.3611111111111111,0.7307692307692307,0.42857142857142855,0.7777777777777778,0.2857142857142857,0.72,0.3611111111111111,0.5572564444444444,0.5669055555555556,0.059574468085106386,0.1076923076923077,0.08764940239043825,6.642499999999999,25.527619047619048,2.0,6.0,2.0,9.0,10.0,5.0,31.0,23.0,8.0,1.0,2.0,8.0,7.0,1.0,8.0,5.0,,0.2222222222222222,0.7380952380952381,0.23529411764705882,0.043859649122807015,0.625,0.2857142857142857,0.3333333333333333,0.5,8.0,0.5555555555555556,0.6666666666666666,6.0,1.0,2.0,3.0,,,2.0,,1.0,2.0,,2.0,2.0,4.0,13.0,,,2.0,4.0,2.0,2.0,1.0,,,,1.0,1.0,4.0,6.0,1.0,,,0.5,0.25,0.4,,0.10833333333333334,0.05263157894736842,0.21428571428571427,0.047619047619047616,,,0.1111111111111111,0.16666666666666666,0.14285714285714285,0.5,0.5,,0.5,,0.56185,,0.01593625498007968,0.023809523809523808,,,,,,,,,,,,,,1.0,,,1610612746,2025,2024-25,True
1626181-1627826-1629599-1629611-1629645,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Terance Mann, Kevin Porter Jr.","Powell, Zubac, Coffey, Mann, Porter Jr.",1626181-1627826-1629599-1629611-1629645,LAC,674.0,5,11.0,4.0,21.0,19.0,3.0,2.0,40.0,4.0,7.0,2.0,2.0,1.0,2.0,,,3.0,4.0,3.0,7.0,5.0,9.0,6.0,11.0,2.0,30.0,26.0,2.0,2.0,4.0,6.0,4.0,12.0,6.0,7.0,3.0,3.0,4.0,7.0,1.0,3.0,3.0,,18.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,7.0,1.0,1.0,,,,,,3.0,4.0,1.0,3.0,,4.0,,2.0,26.0,0.6,0.75,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.5555555555555556,1.0,0.7,1.0,0.6818181818181818,1.0,0.55,0.5,0.6666666666666666,0.25,0.4,0.2,0.5,0.2222222222222222,,0.25,,1.0,0.5,0.3333333333333333,85.459940652819,15.619047619047619,18.210526315789473,15.571428571428571,17.31578947368421,0.35,0.5714285714285714,0.6666666666666666,0.75,0.1,0.5,0.5,,,,,0.2,0.75,0.75,1.0,0.35,0.42857142857142855,0.5,0.3333333333333333,1.0,1.0,0.5,0.9,0.42857142857142855,0.6014875,0.8291,0.09090909090909091,0.18181818181818182,0.13333333333333333,2.822222222222222,24.536363636363635,,,,,2.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,2.0,1.0,2.0,,,,,,1.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,,2.0,2.0,,,,0.5,0.5,0.5,0.09090909090909091,0.1111111111111111,0.14285714285714285,,,,,,,,1.0,0.5,,,,0.5512,,0.06666666666666667,0.09523809523809523,,,,,,,,,,,,,0.14285714285714285,,,,1610612746,2025,2024-25,True
1626181-1627826-1629599-1629611-201935,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Terance Mann, James Harden","Powell, Zubac, Coffey, Mann, Harden",1626181-1627826-1629599-1629611-201935,LAC,975.0,9,16.0,12.0,35.0,34.0,13.0,3.0,69.0,8.0,11.0,1.0,1.0,2.0,3.0,,1.0,3.0,4.0,5.0,11.0,10.0,15.0,8.0,15.0,5.0,49.0,37.0,1.0,1.0,5.0,10.0,10.0,12.0,12.0,11.0,5.0,5.0,4.0,9.0,1.0,3.0,4.0,1.0,22.0,4.0,1.0,4.0,3.0,3.0,10.0,5.0,15.0,5.0,2.0,3.0,2.0,2.0,,6.0,3.0,3.0,,4.0,,6.0,2.0,4.0,44.0,0.5,0.5,0.5,0.5333333333333333,0.5333333333333333,0.6666666666666666,1.0,0.7333333333333333,0.5,0.765625,0.8333333333333334,0.5,1.0,0.42857142857142855,0.2,0.8,0.5714285714285714,0.5833333333333334,0.4166666666666667,,0.6666666666666666,0.3333333333333333,0.5,0.8,,101.9076923076923,13.285714285714286,15.0,13.057142857142857,14.735294117647058,0.36666666666666664,0.7272727272727273,0.7272727272727273,0.5,0.1,0.6666666666666666,0.6666666666666666,0.5,0.03333333333333333,,,0.13333333333333333,0.75,0.75,1.0,0.36666666666666664,0.45454545454545453,0.5,0.2,0.5,1.0,1.0,0.8666666666666667,0.45454545454545453,0.5517599999999999,0.5804,0.125,0.23529411764705882,0.10204081632653061,4.819999999999999,25.64,,1.0,,1.0,,,4.0,2.0,2.0,,,1.0,1.0,,1.0,1.0,,,0.6666666666666666,0.3333333333333333,,1.0,0.5,,,,,,14.0,4.0,6.0,,1.0,3.0,6.0,3.0,5.0,8.0,3.0,7.0,1.0,20.0,,1.0,,,,1.0,,,,,,,1.0,20.0,14.0,,,0.42857142857142855,0.625,0.6333333333333333,0.6666666666666666,0.06666666666666667,,,,,,,,,,0.4,0.6666666666666666,0.06666666666666667,0.4,0.5,0.5483733333333334,,0.40816326530612246,0.4,,,,,,,,,,,,,0.09090909090909091,,,,1610612746,2025,2024-25,True
1626181-1627826-1629599-1629645-1630538,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Kevin Porter Jr., Bones Hyland","Powell, Zubac, Coffey, Porter Jr., Hyland",1626181-1627826-1629599-1629645-1630538,LAC,93.0,1,2.0,,3.0,3.0,,,6.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,2.0,,,,,,1.0,,1.0,,,1.0,,2.0,,,1.0,1.0,,2.0,,2.0,,,,,,,2.0,,,,1.0,,,,,2.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,92.90322580645162,17.666666666666668,13.333333333333334,17.666666666666668,13.333333333333334,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,0.8432,,,,,0.5,,,,,,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627826-1629599-1629645-201587,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Kevin Porter Jr., Nicolas Batum","Powell, Zubac, Coffey, Porter Jr., Batum",1626181-1627826-1629599-1629645-201587,LAC,1690.0,9,28.0,-12.0,57.0,58.0,6.0,8.0,115.0,8.0,18.0,1.0,2.0,4.0,12.0,,,5.0,8.0,5.0,18.0,12.0,30.0,10.0,26.0,5.0,59.0,71.0,1.0,4.0,5.0,10.0,14.0,30.0,,18.0,5.0,5.0,10.0,15.0,5.0,5.0,3.0,2.0,40.0,4.0,3.0,5.0,10.0,3.0,18.0,7.0,25.0,9.0,8.0,1.0,1.0,2.0,,7.0,8.0,15.0,1.0,8.0,,7.0,2.0,3.0,54.0,0.4166666666666667,0.4166666666666667,1.0,0.38461538461538464,0.38461538461538464,0.4,0.25,0.48214285714285715,0.3125,0.5086206896551724,0.3125,0.4642857142857143,1.0,0.5555555555555556,0.16666666666666666,0.8333333333333334,0.25,0.625,0.20588235294117646,0.125,0.23076923076923078,0.6666666666666666,0.5454545454545454,0.8333333333333334,,97.98816568047337,14.929824561403509,14.46551724137931,13.508771929824562,14.10344827586207,0.32142857142857145,0.4444444444444444,0.5333333333333333,0.375,0.21428571428571427,0.3333333333333333,0.36363636363636365,0.5,,,,0.14285714285714285,0.625,0.625,1.0,0.32142857142857145,0.2777777777777778,0.2777777777777778,1.0,0.25,0.5,,0.7857142857142857,0.2777777777777778,0.5399080357142857,0.44485,0.06896551724137931,0.0967741935483871,0.0847457627118644,4.6066666666666665,25.653846153846153,1.0,3.0,1.0,4.0,,,5.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,,0.25,0.7142857142857143,0.2,,1.0,0.375,0.3333333333333333,1.0,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.13333333333333333,0.16666666666666666,0.08333333333333333,,,,,0.3333333333333333,0.125,,,,,,,0.037037037037037035,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627826-1629599-1629645-201935,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Kevin Porter Jr., James Harden","Powell, Zubac, Coffey, Porter Jr., Harden",1626181-1627826-1629599-1629645-201935,LAC,638.0,5,11.0,,22.0,23.0,7.0,3.0,45.0,4.0,5.0,1.0,1.0,2.0,4.0,,3.0,,,3.0,10.0,6.0,12.0,3.0,10.0,1.0,22.0,22.0,1.0,2.0,2.0,4.0,8.0,9.0,,10.0,3.0,2.0,3.0,5.0,3.0,,2.0,,13.0,1.0,2.0,3.0,4.0,,7.0,3.0,10.0,4.0,,4.0,,,,2.0,2.0,4.0,,1.0,,2.0,,1.0,20.0,0.3333333333333333,0.4,1.0,0.3,0.3,0.5,0.5,0.4772727272727273,0.3333333333333333,0.4782608695652174,0.3333333333333333,0.45454545454545453,,0.6666666666666666,0.3333333333333333,0.75,0.14285714285714285,0.7,0.23076923076923078,,0.14285714285714285,0.5,0.6666666666666666,1.0,0.5,101.56739811912226,14.227272727272727,14.130434782608695,13.181818181818182,13.782608695652174,0.22727272727272727,0.8,0.8,0.5,0.18181818181818182,0.5,0.6666666666666666,,0.13636363636363635,,,,,,,0.45454545454545453,0.3,0.3,1.0,0.3333333333333333,1.0,,0.6818181818181818,0.3,0.5191772727272728,0.5171,0.043478260869565216,0.07692307692307693,0.09090909090909091,8.075000000000001,26.15,,1.0,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,0.3333333333333333,,,,1.0,,5.0,1.0,1.0,,,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,6.0,1.0,,,,,,,,,,,,,6.0,5.0,1.0,,1.0,0.25,0.5,0.5,,0.08333333333333333,,0.25,,,,0.3333333333333333,,,0.2,1.0,,0.2,1.0,0.50112,,0.2727272727272727,0.22727272727272727,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627826-1629599-1629645-202695,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Kevin Porter Jr., Kawhi Leonard","Powell, Zubac, Coffey, Porter Jr., Leonard",1626181-1627826-1629599-1629645-202695,LAC,715.0,4,12.0,-10.0,25.0,22.0,,2.0,47.0,4.0,8.0,1.0,2.0,1.0,3.0,,3.0,1.0,4.0,3.0,7.0,5.0,14.0,4.0,11.0,,22.0,32.0,1.0,3.0,2.0,8.0,2.0,12.0,,7.0,3.0,4.0,4.0,8.0,3.0,1.0,4.0,,20.0,1.0,2.0,,6.0,,6.0,3.0,9.0,,,,1.0,1.0,,3.0,2.0,3.0,,1.0,,,,,20.0,0.8,0.8,1.0,0.36363636363636365,0.36363636363636365,0.35714285714285715,0.3333333333333333,0.44,0.3333333333333333,0.44,0.3333333333333333,0.44,,0.6666666666666666,0.2222222222222222,,0.14285714285714285,0.6666666666666666,0.1875,0.5,,0.3333333333333333,0.8333333333333334,,,94.65734265734267,16.08,14.227272727272727,15.28,14.136363636363637,0.32,0.5,0.6666666666666666,1.0,0.12,0.3333333333333333,0.3333333333333333,,0.12,,,0.16,0.25,0.25,1.0,0.28,0.42857142857142855,0.42857142857142855,1.0,0.6666666666666666,0.5,1.0,0.76,0.42857142857142855,0.54187,0.6462,,,0.09090909090909091,6.75,25.1,,,,,,,2.0,1.0,1.0,,,2.0,1.0,1.0,2.0,,,,0.6666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,0.25,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
