EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,LongMidRangeFGM,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTOffRebounds,OffRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Arc3FGM,FG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGA,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,Charge Fouls,Loose Ball Fouls,Offensive Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,FTDefRebounds,DefFTReboundPct,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,Corner3Assists,ShortMidRangeAssists,PenaltyTurnovers,Loose Ball Fouls Drawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Travels,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,Fg3aBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,Transition Take Fouls Drawn,BlockedArc3,LongMidRangePctBlocked,BlockedLongMidRange,Charge Fouls Drawn,Transition Take Fouls,Corner3PctBlocked,Technical Free Throw Trips,HeaveAttempts,3SecondViolations,DefensiveGoaltends,Defensive 3 Seconds Violations,OffensiveGoaltends,team_id,year,season,team_vs
1626162-1627824-1628997-1630178-1630231,1610612755,"Kelly Oubre Jr., Guerschon Yabusele, Caleb Martin, Tyrese Maxey, KJ Martin","Oubre Jr., Yabusele, Martin, Maxey, Martin",1626162-1627824-1628997-1630178-1630231,PHI,442.0,3,7.0,-12.0,15.0,17.0,6.0,2.0,32.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,8.0,2.0,6.0,12.0,24.0,1.0,3.0,2.0,3.0,5.0,6.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,9.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,12.0,5.0,6.0,2.0,0.375,0.3333333333333333,0.3,0.2,0.42857142857142855,0.35714285714285715,0.2,0.125,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,104.25339366515837,1.0,14.133333333333333,13.529411764705882,14.133333333333333,13.529411764705882,0.5,0.4,0.5,0.1,1.0,1.0,0.2,0.2,0.4,0.5,0.4,0.7,0.530905,0.48589000000000004,0.25,0.3,0.4166666666666667,7.9375,27.35,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2025,2024-25,False
1626162-1627824-1628997-1630178-1641737,1610612755,"Kelly Oubre Jr., Guerschon Yabusele, Caleb Martin, Tyrese Maxey, Adem Bona","Oubre Jr., Yabusele, Martin, Maxey, Bona",1626162-1627824-1628997-1630178-1641737,PHI,165.0,1,3.0,1.0,5.0,4.0,,,9.0,1.0,1.0,,,,,3.0,,,2.0,4.0,1.0,2.0,6.0,5.0,,,,,,2.0,,,1.0,,1.0,2.0,,,,,,,,2.0,2.0,3.0,1.0,2.0,,,,,,3.0,,,,0.5,,0.4,,0.5,,0.2,,,,,0.5,0.5,,,,1.0,78.54545454545455,,16.8,20.25,15.4,18.25,0.2,1.0,1.0,,,,0.6,,,,,0.4,0.52174,,0.3333333333333333,0.4,,13.9,22.6,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.3992,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2025,2024-25,False
1626162-1627824-1628997-1630178-1641741,1610612755,"Kelly Oubre Jr., Guerschon Yabusele, Caleb Martin, Tyrese Maxey, Ricky Council IV","Oubre Jr., Yabusele, Martin, Maxey, Council IV",1626162-1627824-1628997-1630178-1641741,PHI,512.0,5,9.0,-10.0,16.0,18.0,,1.0,34.0,3.0,6.0,,,1.0,4.0,,5.0,,4.0,10.0,5.0,2.0,19.0,29.0,,,,,,4.0,5.0,1.0,2.0,2.0,4.0,5.0,2.0,,,,,1.0,2.0,3.0,1.0,2.0,,1.0,,,,,,17.0,,,,0.4,,0.5666666666666667,,0.59375,,0.3333333333333333,0.1,0.16666666666666666,,0.6666666666666666,0.5,0.5714285714285714,0.6666666666666666,,,0.3333333333333333,95.625,,15.8125,14.38888888888889,14.9375,13.833333333333334,0.4,0.5,0.6,0.26666666666666666,0.25,0.25,,0.3333333333333333,,,,0.7333333333333333,0.5357500000000001,,0.0625,0.09090909090909091,,5.11,27.26,,1.0,,,1.0,1.0,,2.0,4.0,2.0,3.0,2.0,7.0,,1.0,0.5,0.5,1.0,1.0,1.0,,0.6666666666666666,,,,0.4589,0.10526315789473684,3.0,3.0,3.0,6.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.6,0.6,0.16666666666666666,0.125,0.3333333333333333,1.0,0.6,0.6,0.3333333333333333,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2025,2024-25,False
1626162-1627824-1628997-1630178-1642272,1610612755,"Kelly Oubre Jr., Guerschon Yabusele, Caleb Martin, Tyrese Maxey, Jared McCain","Oubre Jr., Yabusele, Martin, Maxey, McCain",1626162-1627824-1628997-1630178-1642272,PHI,1387.0,4,23.0,-4.0,45.0,45.0,2.0,3.0,90.0,13.0,17.0,2.0,2.0,1.0,2.0,1.0,18.0,,15.0,20.0,22.0,3.0,57.0,61.0,2.0,2.0,1.0,,4.0,18.0,18.0,1.0,6.0,6.0,12.0,18.0,5.0,2.0,2.0,,2.0,7.0,3.0,11.0,4.0,4.0,1.0,1.0,,3.0,3.0,4.0,1.0,49.0,4.0,2.0,,0.75,1.0,0.6428571428571429,0.6666666666666666,0.6627906976744186,0.6666666666666666,0.5238095238095238,0.05,0.058823529411764705,0.2857142857142857,0.6666666666666666,0.6,0.631578947368421,0.4,1.0,,0.8333333333333334,93.43907714491708,0.25,15.377777777777778,15.444444444444445,14.755555555555556,15.155555555555555,0.40476190476190477,0.7647058823529411,0.8125,0.047619047619047616,0.5,0.5,0.023809523809523808,0.42857142857142855,0.6666666666666666,1.0,,0.9285714285714286,0.5945702380952381,0.6990500000000001,0.046511627906976744,0.05,0.07017543859649122,3.425,26.30454545454546,0.044444444444444446,6.0,1.0,4.0,4.0,6.0,,8.0,12.0,6.0,12.0,5.0,30.0,,6.0,0.4,0.46153846153846156,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.38461538461538464,1.0,1.0,0.09523809523809523,0.6247,0.14035087719298245,8.0,8.0,18.0,6.0,8.0,6.0,6.0,1.0,3.0,5.0,1.0,0.75,0.36363636363636365,0.36363636363636365,0.2,0.3157894736842105,0.25,0.25,0.4444444444444444,0.4444444444444444,0.75,0.4444444444444444,3.0,5.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.35714285714285715,0.2,0.75,0.05555555555555555,1.0,0.8333333333333334,0.6,0.3333333333333333,0.3333333333333333,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2025,2024-25,False
1626162-1627824-1628997-1630178-1642348,1610612755,"Kelly Oubre Jr., Guerschon Yabusele, Caleb Martin, Tyrese Maxey, Justin Edwards","Oubre Jr., Yabusele, Martin, Maxey, Edwards",1626162-1627824-1628997-1630178-1642348,PHI,78.0,1,1.0,3.0,4.0,3.0,,2.0,7.0,1.0,1.0,,,,,,2.0,,1.0,1.0,2.0,1.0,3.0,,,,,,,,2.0,,1.0,1.0,3.0,3.0,,,,,,,1.0,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,,3.0,,,,1.0,,0.3333333333333333,,0.375,,0.6666666666666666,,,,0.3333333333333333,1.0,0.5,0.5,,,,129.23076923076923,,10.75,11.666666666666666,10.75,10.333333333333334,0.3333333333333333,1.0,1.0,,,,,0.6666666666666666,,,,1.0,0.5170833333333333,,0.25,0.5,,3.7,26.55,,,,,,,,,2.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2025,2024-25,False
1626162-1627824-1628997-1630178-200768,1610612755,"Kelly Oubre Jr., Guerschon Yabusele, Caleb Martin, Tyrese Maxey, Kyle Lowry","Oubre Jr., Yabusele, Martin, Maxey, Lowry",1626162-1627824-1628997-1630178-200768,PHI,1580.0,6,26.0,4.0,52.0,53.0,5.0,16.0,105.0,8.0,12.0,,,1.0,8.0,3.0,21.0,,10.0,23.0,28.0,7.0,63.0,59.0,,,2.0,4.0,7.0,4.0,21.0,4.0,14.0,3.0,18.0,24.0,5.0,4.0,1.0,,1.0,2.0,6.0,12.0,10.0,12.0,1.0,4.0,1.0,2.0,,3.0,1.0,55.0,7.0,5.0,1.0,0.43478260869565216,,0.5490196078431373,0.75,0.5625,0.875,0.5490196078431373,0.17391304347826086,0.08333333333333333,0.5,0.3333333333333333,0.9333333333333333,0.7083333333333334,0.5,0.2,,0.8888888888888888,95.69620253164557,0.3333333333333333,15.442307692307692,14.660377358490566,14.461538461538462,13.924528301886792,0.23529411764705882,0.6666666666666666,0.7272727272727273,0.1568627450980392,0.125,0.2,0.058823529411764705,0.4117647058823529,,,,0.7843137254901961,0.5716205882352942,0.538125,0.09090909090909091,0.15384615384615385,0.1111111111111111,5.6000000000000005,25.782142857142855,0.09615384615384616,5.0,1.0,7.0,1.0,4.0,,8.0,16.0,8.0,18.0,7.0,46.0,,6.0,0.8,0.8,0.25,0.6666666666666666,0.6666666666666666,,0.875,0.3333333333333333,0.3333333333333333,0.13725490196078433,0.47874,0.12698412698412698,10.0,12.0,30.0,6.0,10.0,10.0,8.0,2.0,1.0,1.0,,0.8333333333333334,0.42857142857142855,0.42857142857142855,0.15384615384615385,0.20689655172413793,,1.0,0.47619047619047616,0.47619047619047616,0.8,0.47619047619047616,1.0,1.0,2.0,,,4.0,,,,1.0,1.0,1.0,1.0,0.25,0.2727272727272727,0.2,,,0.16666666666666666,1.0,1.0,1.0,0.034482758620689655,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.375,0.14285714285714285,0.5,1.0,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2025,2024-25,False
1626162-1627824-1628997-1630178-201569,1610612755,"Kelly Oubre Jr., Guerschon Yabusele, Caleb Martin, Tyrese Maxey, Eric Gordon","Oubre Jr., Yabusele, Martin, Maxey, Gordon",1626162-1627824-1628997-1630178-201569,PHI,1500.0,6,25.0,19.0,45.0,45.0,5.0,2.0,90.0,7.0,9.0,,,4.0,6.0,2.0,21.0,,11.0,17.0,25.0,9.0,67.0,48.0,1.0,2.0,1.0,7.0,9.0,10.0,21.0,3.0,5.0,10.0,15.0,20.0,4.0,2.0,,,,4.0,4.0,9.0,11.0,11.0,1.0,3.0,4.0,4.0,2.0,4.0,1.0,55.0,7.0,4.0,1.0,0.6470588235294118,0.5,0.6904761904761905,0.3333333333333333,0.6979166666666666,0.5625,0.5952380952380952,0.17647058823529413,0.2222222222222222,,0.5263157894736842,0.5,0.5172413793103449,0.5454545454545454,0.2,1.0,0.5714285714285714,86.4,0.25,16.155555555555555,17.177777777777777,15.71111111111111,16.355555555555554,0.21428571428571427,0.7777777777777778,1.0,0.14285714285714285,0.6666666666666666,0.8,0.047619047619047616,0.5,,,,0.8095238095238095,0.5522452380952382,0.46215000000000006,0.06818181818181818,0.15789473684210525,0.13432835820895522,5.523529411764706,26.12,0.1111111111111111,5.0,,4.0,3.0,3.0,3.0,12.0,12.0,6.0,16.0,5.0,42.0,2.0,5.0,0.5454545454545454,0.5454545454545454,1.0,1.125,1.0,1.0,0.7142857142857143,,,0.09523809523809523,0.516225,0.1791044776119403,9.0,12.0,30.0,6.0,9.0,10.0,7.0,1.0,2.0,4.0,1.0,0.8333333333333334,0.48,0.48,0.16666666666666666,0.15789473684210525,,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.7777777777777778,0.42857142857142855,2.0,2.0,1.0,,,2.0,,,,1.0,,,,0.15384615384615385,0.16666666666666666,,,,0.5,1.0,1.0,0.3333333333333333,,,,3.0,,1.0,1.0,1.0,1.0,,3.0,1.0,,1.0,2.0,,1.0,,0.16666666666666666,0.5,,0.25,0.75,0.75,1.0,0.25,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2025,2024-25,False
1626162-1627824-1628997-1630178-202331,1610612755,"Kelly Oubre Jr., Guerschon Yabusele, Caleb Martin, Tyrese Maxey, Paul George","Oubre Jr., Yabusele, Martin, Maxey, George",1626162-1627824-1628997-1630178-202331,PHI,3999.0,12,67.0,31.0,138.0,135.0,12.0,40.0,273.0,30.0,45.0,3.0,3.0,4.0,10.0,16.0,51.0,3.0,42.0,71.0,65.0,19.0,175.0,144.0,3.0,4.0,4.0,7.0,19.0,54.0,51.0,10.0,22.0,26.0,51.0,74.0,16.0,5.0,8.0,6.0,2.0,14.0,11.0,24.0,26.0,30.0,6.0,13.0,5.0,4.0,3.0,4.0,,152.0,15.0,9.0,2.0,0.5915492957746479,0.75,0.5735294117647058,0.75,0.5912162162162162,0.7307692307692307,0.47794117647058826,0.14084507042253522,0.15555555555555556,0.5714285714285714,0.7222222222222222,0.7333333333333333,0.7272727272727273,0.6,0.7692307692307693,0.875,0.6818181818181818,98.304576144036,,14.079710144927537,15.22962962962963,13.46376811594203,14.74074074074074,0.33088235294117646,0.6666666666666666,0.7894736842105263,0.07352941176470588,0.4,0.5714285714285714,0.11764705882352941,0.375,0.375,1.0,0.375,0.8088235294117647,0.5847900735294118,0.5778375,0.09090909090909091,0.16666666666666666,0.10857142857142857,6.153521126760563,25.823076923076922,0.08695652173913043,21.0,8.0,14.0,6.0,10.0,5.0,23.0,30.0,15.0,32.0,11.0,81.0,2.0,23.0,0.35714285714285715,0.40540540540540543,0.6,0.5,0.5476190476190477,0.25,0.36666666666666664,0.5,0.5,0.10294117647058823,0.5583875,0.13142857142857142,19.0,24.0,51.0,21.0,19.0,17.0,12.0,13.0,11.0,6.0,2.0,0.7083333333333334,0.36923076923076925,0.36923076923076925,0.4482758620689655,0.30434782608695654,0.6,0.875,0.37254901960784315,0.38,0.631578947368421,0.37254901960784315,5.0,7.0,1.0,10.0,2.0,8.0,2.0,,6.0,,,,,0.2,0.22580645161290322,0.1111111111111111,0.03389830508474576,0.25,0.3888888888888889,0.7142857142857143,,0.125,,3.0,0.75,5.0,,1.0,4.0,2.0,8.0,2.0,5.0,2.0,,3.0,1.0,2.0,0.25,0.5,0.3,0.5,0.125,0.5,0.35714285714285715,0.35714285714285715,1.0,0.2222222222222222,0.25,1.0,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,0.015384615384615385,0.0196078431372549,0.2222222222222222,0.25,1.0,0.6666666666666666,,,,,,,,,,,,,,1610612755,2025,2024-25,False
1626162-1627824-1628997-1630178-203083,1610612755,"Kelly Oubre Jr., Guerschon Yabusele, Caleb Martin, Tyrese Maxey, Andre Drummond","Oubre Jr., Yabusele, Martin, Maxey, Drummond",1626162-1627824-1628997-1630178-203083,PHI,343.0,4,6.0,-4.0,11.0,12.0,,,23.0,3.0,5.0,,,2.0,5.0,,1.0,,5.0,10.0,2.0,2.0,12.0,16.0,,,,,,8.0,1.0,3.0,2.0,,3.0,6.0,2.0,,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,10.0,,,,0.5,,0.4166666666666667,,0.46153846153846156,,0.16666666666666666,0.3,0.2,0.5,,1.0,1.0,,,,1.0,96.5597667638484,,18.363636363636363,11.75,17.727272727272727,11.75,0.4166666666666667,0.6,0.75,0.4166666666666667,0.4,0.6666666666666666,,0.08333333333333333,,,,0.5833333333333334,0.5433,,0.08333333333333333,0.1,,5.2299999999999995,25.2,,2.0,,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,,3.0,0.2,0.25,1.0,0.5,0.5,,,,,0.08333333333333333,0.5914,0.16666666666666666,,,,,,,,3.0,2.0,1.0,,,,,0.6,0.42857142857142855,,1.0,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,0.5,1.0,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,,0.4,1.0,,0.5,,,,0.5,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1610612755,2025,2024-25,False
1626162-1627824-1628997-1630178-203954,1610612755,"Kelly Oubre Jr., Guerschon Yabusele, Caleb Martin, Tyrese Maxey, Joel Embiid","Oubre Jr., Yabusele, Martin, Maxey, Embiid",1626162-1627824-1628997-1630178-203954,PHI,428.0,1,7.0,4.0,13.0,15.0,4.0,3.0,28.0,4.0,5.0,,1.0,,,4.0,1.0,1.0,5.0,9.0,2.0,3.0,16.0,12.0,,3.0,1.0,,,6.0,1.0,1.0,3.0,,4.0,6.0,3.0,2.0,,,,3.0,,2.0,3.0,3.0,1.0,2.0,,,,1.0,,16.0,,4.0,,0.5555555555555556,,0.5909090909090909,,0.6666666666666666,,0.18181818181818182,0.1111111111111111,,,,1.0,1.0,,,,1.0,94.2056074766355,,16.846153846153847,13.933333333333334,16.846153846153847,13.933333333333334,0.45454545454545453,0.8,0.8,,,,0.36363636363636365,0.09090909090909091,0.25,,0.25,0.6363636363636364,0.6232954545454545,0.4893625,0.16666666666666666,0.2,,8.011111111111111,24.8,0.3076923076923077,,1.0,1.0,,1.0,,,4.0,2.0,3.0,2.0,7.0,,2.0,0.4,0.4,,,,,0.5,0.25,0.3333333333333333,0.09090909090909091,0.6265,,,1.0,3.0,,,1.0,,2.0,1.0,3.0,,1.0,0.5,0.5,0.5,0.4,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,2.0,,,,,,,,0.3333333333333333,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,0.25,,,,,,,,,,,1610612755,2025,2024-25,False
