EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyCorner3FGA,SecondChanceFtPoints,PenaltyFtPoints,HeaveAttempts,ShortMidRangeAssists,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Defensive 3 Seconds Violations,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,LongMidRangeFGM,LongMidRangeAssists,Loose Ball Fouls Drawn,Offensive Fouls Drawn,RecoveredBlocks,OffensiveGoaltends,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,LostBallSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Fg3aBlocked,Loose Ball Fouls,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,FTOffRebounds,Transition Take Fouls,DefensiveGoaltends,3SecondViolations,Corner3PctBlocked,OffFTReboundPct,BlockedLongMidRange,Transition Take Fouls Drawn,team_id,year,season,team_vs
1626157-1626166-1628384-1628404-1628969,1610612752,"Karl-Anthony Towns, Cameron Payne, OG Anunoby, Josh Hart, Mikal Bridges","Towns, Payne, Anunoby, Hart, Bridges",1626157-1626166-1628384-1628404-1628969,NYK,1593.0,3,27.0,-2.0,52.0,54.0,6.0,12.0,7.0,106.0,15.0,22.0,2.0,5.0,1.0,2.0,5.0,3.0,2.0,5.0,1.0,9.0,18.0,1.0,2.0,2.0,3.0,15.0,30.0,11.0,23.0,3.0,66.0,68.0,2.0,6.0,1.0,3.0,7.0,1.0,3.0,2.0,3.0,8.0,16.0,14.0,30.0,3.0,4.0,18.0,9.0,3.0,8.0,10.0,18.0,8.0,2.0,8.0,46.0,4.0,5.0,9.0,9.0,3.0,21.0,9.0,30.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,7.0,9.0,12.0,8.0,5.0,3.0,4.0,2.0,1.0,1.0,2.0,59.0,8.0,6.0,0.5333333333333333,0.6153846153846154,0.9090909090909091,0.4782608695652174,0.3333333333333333,0.6666666666666666,0.4782608695652174,0.5,0.3333333333333333,0.3333333333333333,0.5943396226415094,0.3888888888888889,0.6666666666666666,0.6111111111111112,0.3888888888888889,0.5714285714285714,0.4339622641509434,0.1,0.045454545454545456,0.2,0.3333333333333333,0.5714285714285714,1.0,0.6923076923076923,0.3333333333333333,0.9,0.3333333333333333,0.782608695652174,0.3333333333333333,0.42857142857142855,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.8,1.0,0.875,1.0,0.041666666666666664,95.81920903954801,15.615384615384615,14.462962962962964,14.884615384615385,13.796296296296296,0.41509433962264153,0.6818181818181818,0.7142857142857143,0.5333333333333333,0.09433962264150944,0.05660377358490566,0.09433962264150944,0.4,0.4,1.0,0.33962264150943394,0.5,0.5,0.8888888888888888,0.5555555555555556,0.4,0.1111111111111111,0.2222222222222222,0.5,1.0,0.3333333333333333,0.5,0.5,0.6666666666666666,0.8490566037735849,0.5,0.5995330188679245,0.58436,0.5547333333333333,0.07407407407407407,0.12903225806451613,0.10606060606060606,0.12121212121212122,4.243333333333333,25.37826086956522,0.11538461538461539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,True
1626157-1626166-1628384-1628404-1628973,1610612752,"Karl-Anthony Towns, Cameron Payne, OG Anunoby, Josh Hart, Jalen Brunson","Towns, Payne, Anunoby, Hart, Brunson",1626157-1626166-1628384-1628404-1628973,NYK,1691.0,8,28.0,-12.0,55.0,56.0,14.0,7.0,7.0,111.0,10.0,12.0,3.0,3.0,2.0,2.0,8.0,1.0,1.0,5.0,1.0,8.0,17.0,1.0,3.0,3.0,4.0,14.0,21.0,9.0,22.0,9.0,64.0,76.0,3.0,3.0,1.0,4.0,10.0,4.0,6.0,3.0,5.0,18.0,14.0,14.0,12.0,15.0,4.0,16.0,8.0,3.0,7.0,4.0,11.0,3.0,1.0,5.0,26.0,4.0,3.0,11.0,7.0,,18.0,7.0,25.0,2.0,1.0,1.0,9.0,,3.0,5.0,,12.0,9.0,12.0,11.0,13.0,1.0,7.0,1.0,1.0,,1.0,54.0,18.0,14.0,0.5,0.5833333333333334,0.4444444444444444,0.4090909090909091,0.25,0.6,0.42857142857142855,0.6666666666666666,1.0,0.6666666666666666,0.6395348837209303,0.6428571428571429,0.7727272727272727,0.6530612244897959,0.7142857142857143,0.75,0.5116279069767442,0.14285714285714285,0.16666666666666666,0.125,,0.75,,0.5,0.42857142857142855,0.6111111111111112,0.3333333333333333,0.5625,0.3684210526315789,0.5,0.5,,0.375,0.25,0.5,0.5555555555555556,,0.5714285714285714,0.75,0.125,94.52395032525133,15.672727272727272,14.803571428571429,15.054545454545455,13.857142857142858,0.27906976744186046,0.8333333333333334,1.0,0.5,0.18604651162790697,0.023255813953488372,0.11627906976744186,0.2,0.2,1.0,0.3953488372093023,0.47058823529411764,0.47058823529411764,0.375,0.42857142857142855,1.0,0.14285714285714285,0.42857142857142855,0.3333333333333333,,0.18181818181818182,1.0,0.36363636363636365,0.75,0.7906976744186046,0.5,0.5429880952380952,0.5689333333333334,0.5046181818181817,0.14285714285714285,0.25925925925925924,0.15625,0.28125,4.9904761904761905,26.286363636363635,0.2545454545454545,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5714285714285714,0.5,0.3333333333333333,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,True
1626157-1626166-1628384-1628404-1629013,1610612752,"Karl-Anthony Towns, Cameron Payne, OG Anunoby, Josh Hart, Landry Shamet","Towns, Payne, Anunoby, Hart, Shamet",1626157-1626166-1628384-1628404-1629013,NYK,640.0,3,11.0,-1.0,22.0,21.0,,,4.0,43.0,6.0,7.0,1.0,2.0,,,2.0,2.0,,1.0,,2.0,7.0,1.0,1.0,,,8.0,11.0,2.0,8.0,2.0,24.0,25.0,1.0,2.0,1.0,1.0,5.0,,,,,,10.0,6.0,6.0,,,7.0,2.0,,5.0,2.0,7.0,2.0,,3.0,16.0,4.0,,2.0,4.0,,6.0,4.0,10.0,,1.0,1.0,3.0,,3.0,1.0,,6.0,1.0,1.0,5.0,2.0,,1.0,1.0,1.0,,1.0,19.0,,,0.625,0.625,1.0,0.25,1.0,,0.25,0.7272727272727273,0.5,,0.5789473684210527,0.8333333333333334,,0.6,0.8333333333333334,,0.42105263157894735,,,,,0.5,,0.8,,1.0,0.6666666666666666,0.8571428571428571,0.4444444444444444,,,,0.8,,1.0,1.0,,1.0,,,96.75,14.454545454545455,15.333333333333334,13.545454545454545,14.571428571428571,0.3684210526315789,0.8571428571428571,0.8571428571428571,0.5,0.10526315789473684,0.10526315789473684,0.05263157894736842,,,,0.3684210526315789,0.2857142857142857,0.2857142857142857,1.0,0.6666666666666666,0.5,,0.3333333333333333,1.0,1.0,,,,,0.7894736842105263,0.2857142857142857,0.6028263157894737,,,0.05,0.08333333333333333,0.20833333333333334,,5.209090909090909,25.0375,,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,0.5,0.5,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,True
1626157-1626166-1628384-1628404-1630173,1610612752,"Karl-Anthony Towns, Cameron Payne, OG Anunoby, Josh Hart, Precious Achiuwa","Towns, Payne, Anunoby, Hart, Achiuwa",1626157-1626166-1628384-1628404-1630173,NYK,181.0,1,3.0,,7.0,7.0,4.0,2.0,1.0,14.0,,,,,,,3.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,2.0,4.0,1.0,2.0,4.0,11.0,11.0,,,,,2.0,2.0,2.0,1.0,1.0,9.0,4.0,,3.0,,,1.0,1.0,,2.0,1.0,3.0,1.0,,,7.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,3.0,3.0,2.0,4.0,,1.0,,,,,9.0,9.0,4.0,1.0,1.0,1.0,0.5,,1.0,0.5,0.5,,1.0,0.5833333333333334,,1.1666666666666667,0.6875,1.0,1.125,0.3333333333333333,,,,,,,,0.5,,,,0.3333333333333333,,,1.0,,,,,,,,,111.38121546961327,12.428571428571429,13.428571428571429,12.285714285714286,12.857142857142858,,,,,0.5,0.16666666666666666,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.48620833333333335,,0.5008333333333334,0.14285714285714285,0.2,0.18181818181818182,0.8181818181818182,12.075,24.5,0.5714285714285714,2.0,,2.0,2.0,,2.0,,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,True
1626157-1626166-1628384-1628404-1630540,1610612752,"Karl-Anthony Towns, Cameron Payne, OG Anunoby, Josh Hart, Miles McBride","Towns, Payne, Anunoby, Hart, McBride",1626157-1626166-1628384-1628404-1630540,NYK,1865.0,12,31.0,-11.0,65.0,63.0,,4.0,7.0,128.0,11.0,17.0,2.0,4.0,,,17.0,3.0,2.0,5.0,1.0,7.0,19.0,,,,,16.0,37.0,9.0,24.0,8.0,67.0,78.0,3.0,6.0,,1.0,7.0,,,,,,16.0,16.0,27.0,,4.0,19.0,7.0,6.0,8.0,9.0,17.0,7.0,2.0,7.0,43.0,1.0,7.0,13.0,13.0,1.0,27.0,8.0,35.0,1.0,2.0,2.0,2.0,,8.0,,3.0,10.0,6.0,14.0,8.0,8.0,1.0,4.0,4.0,4.0,,4.0,60.0,,,0.5,0.5714285714285714,1.0,0.375,,,0.375,0.43243243243243246,0.5,,0.48360655737704916,0.42857142857142855,,0.515625,0.5,,0.39344262295081966,0.16216216216216217,0.17647058823529413,0.17647058823529413,,0.2,1.0,0.6842105263157895,0.3333333333333333,0.7222222222222222,0.07692307692307693,0.7027027027027027,0.23529411764705882,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,,0.5833333333333334,0.8333333333333334,1.0,0.8181818181818182,0.5714285714285714,0.038461538461538464,98.83109919571046,14.784615384615385,14.34920634920635,14.015384615384615,13.714285714285714,0.2786885245901639,0.6470588235294118,0.7857142857142857,0.6363636363636364,0.2786885245901639,0.04918032786885246,0.08196721311475409,0.4,0.4,1.0,0.3114754098360656,0.3684210526315789,0.4117647058823529,1.0,0.5714285714285714,0.5,0.14285714285714285,,,,,,,,0.6721311475409836,0.3684210526315789,0.5529254098360656,0.5893214285714287,,0.0625,0.1,0.1044776119402985,,5.924324324324325,25.524999999999995,,5.0,,1.0,,,1.0,2.0,2.0,1.0,,1.0,,1.0,,0.29411764705882354,0.35714285714285715,0.2,,,,,,,2.0,,0.5,,,,,,,2.0,1.0,1.0,0.08333333333333333,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,True
1626157-1626166-1628384-1628404-1642278,1610612752,"Karl-Anthony Towns, Cameron Payne, OG Anunoby, Josh Hart, Tyler Kolek","Towns, Payne, Anunoby, Hart, Kolek",1626157-1626166-1628384-1628404-1642278,NYK,133.0,2,2.0,4.0,7.0,5.0,,,,12.0,,,,,,,2.0,2.0,,,,1.0,3.0,,,,,1.0,4.0,1.0,3.0,1.0,6.0,2.0,,,,,,,,,,,,2.0,3.0,,,3.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,1.0,,2.0,,,2.0,1.0,3.0,,1.0,,1.0,,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,6.0,,,,,1.0,0.3333333333333333,,,0.3333333333333333,0.25,,,0.35714285714285715,,,0.42857142857142855,,,0.42857142857142855,0.25,,0.5,,1.0,,,,0.6666666666666666,0.5,0.6666666666666666,0.2,,,,0.5,,,,,0.6666666666666666,,,129.92481203007517,14.0,7.0,14.0,7.0,,,,,0.2857142857142857,0.2857142857142857,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,0.42857142857142855,0.3333333333333333,0.4804785714285714,,,0.14285714285714285,0.25,,,12.8,27.2,,1.0,,,,,,1.0,,,,,,,,0.5,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,True
1626157-1626166-1628384-1628969-1628973,1610612752,"Karl-Anthony Towns, Cameron Payne, OG Anunoby, Mikal Bridges, Jalen Brunson","Towns, Payne, Anunoby, Bridges, Brunson",1626157-1626166-1628384-1628969-1628973,NYK,400.0,4,7.0,-3.0,14.0,14.0,6.0,,2.0,28.0,3.0,3.0,,,1.0,1.0,,1.0,1.0,1.0,,2.0,3.0,,,1.0,2.0,4.0,4.0,3.0,4.0,3.0,20.0,23.0,,,,,1.0,2.0,2.0,1.0,2.0,9.0,4.0,4.0,3.0,6.0,,3.0,2.0,,2.0,1.0,3.0,,1.0,2.0,7.0,1.0,,1.0,1.0,1.0,3.0,1.0,4.0,,,,2.0,1.0,3.0,,,5.0,,2.0,4.0,4.0,,2.0,,,,,19.0,9.0,6.0,0.5,0.5,0.3333333333333333,0.75,,0.5,0.75,1.0,,1.0,1.0625,,0.875,1.0,0.5,0.9,0.5,,,,,0.4,1.0,1.0,,0.5,1.0,0.6666666666666666,1.0,,,,1.0,,,1.0,,1.0,,,100.8,14.071428571428571,14.5,12.357142857142858,14.428571428571429,0.375,1.0,1.0,0.6666666666666666,,0.125,0.125,1.0,1.0,1.0,0.375,0.6666666666666666,0.6666666666666666,,,,,,,,0.25,1.0,0.5,0.5,0.875,0.6666666666666666,0.5848375,,0.5826625,0.2,0.3333333333333333,0.05,0.45,6.55,25.175,0.42857142857142855,,,1.0,2.0,,,2.0,1.0,1.0,2.0,,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,True
1626157-1626166-1628384-1628969-1629013,1610612752,"Karl-Anthony Towns, Cameron Payne, OG Anunoby, Mikal Bridges, Landry Shamet","Towns, Payne, Anunoby, Bridges, Shamet",1626157-1626166-1628384-1628969-1629013,NYK,82.0,2,1.0,,2.0,4.0,,1.0,1.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,2.0,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,1.0,2.0,,1.0,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,2.0,,,1.0,1.0,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,105.36585365853658,13.0,14.0,13.0,13.75,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.853,,,,,,,0.55,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,True
1626157-1626166-1628384-1628969-1630173,1610612752,"Karl-Anthony Towns, Cameron Payne, OG Anunoby, Mikal Bridges, Precious Achiuwa","Towns, Payne, Anunoby, Bridges, Achiuwa",1626157-1626166-1628384-1628969-1630173,NYK,88.0,1,1.0,1.0,4.0,3.0,,,,7.0,,,,,,,,,,1.0,,,2.0,,,,,,,,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,0.25,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,114.54545454545455,13.5,11.333333333333334,13.5,11.333333333333334,,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,,,,,1.0,,0.5435,,,0.25,1.0,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,True
1626157-1626166-1628384-1628969-1630540,1610612752,"Karl-Anthony Towns, Cameron Payne, OG Anunoby, Mikal Bridges, Miles McBride","Towns, Payne, Anunoby, Bridges, McBride",1626157-1626166-1628384-1628969-1630540,NYK,2618.0,15,44.0,-41.0,92.0,92.0,4.0,,8.0,184.0,14.0,24.0,2.0,5.0,1.0,1.0,18.0,11.0,2.0,9.0,1.0,8.0,22.0,,,1.0,2.0,27.0,53.0,10.0,31.0,13.0,97.0,138.0,3.0,7.0,,1.0,7.0,1.0,1.0,2.0,3.0,8.0,30.0,24.0,24.0,6.0,2.0,22.0,8.0,4.0,15.0,8.0,23.0,6.0,2.0,10.0,54.0,3.0,8.0,20.0,8.0,2.0,30.0,11.0,41.0,3.0,5.0,4.0,9.0,2.0,3.0,5.0,,12.0,11.0,15.0,14.0,17.0,1.0,6.0,5.0,2.0,3.0,5.0,90.0,8.0,4.0,0.5555555555555556,0.5769230769230769,0.8,0.3225806451612903,,0.6666666666666666,0.3225806451612903,0.5094339622641509,0.42857142857142855,1.0,0.5,0.375,1.0,0.5388888888888889,0.3888888888888889,1.0,0.36904761904761907,0.07547169811320754,0.08333333333333333,0.1111111111111111,,0.75,1.0,0.5,0.3076923076923077,0.7142857142857143,0.15,0.6363636363636364,0.2391304347826087,0.4,0.25,0.25,0.07692307692307693,0.2857142857142857,0.5555555555555556,0.3333333333333333,1.0,0.7894736842105263,0.5555555555555556,0.07142857142857142,101.20702826585179,13.815217391304348,14.641304347826088,13.434782608695652,14.097826086956522,0.2857142857142857,0.5833333333333334,0.6363636363636364,0.7142857142857143,0.21428571428571427,0.13095238095238096,0.10714285714285714,0.2222222222222222,0.2222222222222222,1.0,0.2619047619047619,0.36363636363636365,0.36363636363636365,0.75,0.625,0.4,0.125,,,,0.25,1.0,0.5,0.5,0.6547619047619048,0.36363636363636365,0.5343142857142856,0.5472416666666667,0.5259375,0.08888888888888889,0.10344827586206896,0.07216494845360824,0.08247422680412371,7.388679245283019,25.103225806451615,0.043478260869565216,10.0,1.0,1.0,,,3.0,4.0,,1.0,,1.0,,,,0.5555555555555556,0.625,0.3,0.5,0.25,3.0,2.0,1.0,1.0,,,,0.2727272727272727,0.2727272727272727,0.6666666666666666,1.0,,,,1.0,,,,,1.0,1.0,2.0,1.0,0.0625,,,,,,,,,,,,,,,,1610612752,2025,2024-25,True
