EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,FtPoints,SecondChanceFG2A,AtRimAssists,OffThreePtRebounds,Steals,BadPassSteals,LostBallTurnovers,FTA,TwoPtShootingFoulsDrawn,BlockedLongMidRange,RecoveredBlocks,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,SecondChanceArc3FGA,SecondChanceFG3A,ShootingFouls,BlockedShortMidRange,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChancePoints,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,SecondChanceAtRimFGA,Fg2aBlocked,FTDefRebounds,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,SecondChanceAtRimFrequency,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFg3Pct,OffAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ShortMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFtPoints,PtsUnassisted3s,SelfOReb,SecondChanceTurnovers,PenaltyTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,DefAtRimReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,SecondChanceFtPoints,LostBallSteals,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,OffCorner3ReboundPct,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls,Fg3aBlocked,FTOffRebounds,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,HeaveAttempts,LongMidRangeAssists,LongMidRangePctAssisted,3SecondViolations,Arc3PctBlocked,Charge Fouls Drawn,OffensiveGoaltends,BlockedCorner3,3pt And 1 Free Throw Trips,DefensiveGoaltends,Transition Take Fouls,Transition Take Fouls Drawn,team_id,year,season,team_vs
1627751-1629628-1630534-1630567-1642347,1610612761,"Jakob Poeltl, RJ Barrett, Ochai Agbaji, Scottie Barnes, Jamal Shead","Poeltl, Barrett, Agbaji, Barnes, Shead",1627751-1629628-1630534-1630567-1642347,TOR,391.0,3,7.0,-1.0,16.0,16.0,16.0,32.0,4.0,4.0,1.0,3.0,,1.0,,1.0,6.0,8.0,,2.0,20.0,21.0,6.0,8.0,20.0,10.0,2.0,,1.0,,5.0,,5.0,,,1.0,10.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,,,3.0,4.0,1.0,6.0,,1.0,1.0,1.0,16.0,20.0,16.0,0.8333333333333334,0.8333333333333334,,,,0.75,0.75,0.6,0.6,0.7142857142857143,0.7142857142857143,0.2,0.3333333333333333,1.0,0.5,1.0,1.0,0.3333333333333333,0.5,,,1.0,117.85166240409207,10.875,13.5625,9.875,12.75,0.4,1.0,1.0,0.3,0.3333333333333333,0.5,1.0,0.1,,,,0.1,,,,0.6,,0.5682400000000001,0.5682400000000001,1.0,4.4375,24.25,1.0,2.0,1.0,1.0,8.0,2.0,3.0,,2.0,2.0,,9.0,2.0,,1.0,,,,1.0,0.75,0.1,1.0,1.0,0.18181818181818182,0.2222222222222222,8.0,,,2.0,,,,,4.0,,1.0,1.0,,,0.2,1.0,1.0,,0.125,,,0.5,4.0,4.0,,1.0,,2.0,,,0.4,1.0,0.1,,0.65265,0.3333333333333333,,,,1.0,8.0,,,,3.0,,3.0,1.0,,,,,0.1,,1.0,2.0,,1.0,1.0,,,,,,1.0,,,,,,3.0,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1610612761,2025,2024-25,True
1627751-1629628-1630534-1630567-1642419,1610612761,"Jakob Poeltl, RJ Barrett, Ochai Agbaji, Scottie Barnes, Jamison Battle","Poeltl, Barrett, Agbaji, Barnes, Battle",1627751-1629628-1630534-1630567-1642419,TOR,50.0,1,1.0,-1.0,1.0,2.0,1.0,3.0,,,1.0,1.0,,,,,1.0,1.0,,,2.0,3.0,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,2.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,86.39999999999999,19.0,15.5,19.0,15.5,,,,1.0,1.0,1.0,,,,,,,,,,,,0.3838,0.3838,1.0,8.1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,True
1627751-1629628-1630534-1641711-1642266,1610612761,"Jakob Poeltl, RJ Barrett, Ochai Agbaji, Gradey Dick, Ja'Kobe Walter","Poeltl, Barrett, Agbaji, Dick, Walter",1627751-1629628-1630534-1641711-1642266,TOR,67.0,1,1.0,3.0,2.0,2.0,,4.0,,,,,1.0,1.0,,,,,1.0,1.0,3.0,,,,,,,3.0,,,,1.0,1.0,,1.0,,3.0,,,2.0,2.0,,2.0,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,3.0,,,,,1.0,1.0,1.0,,,1.5,,1.5,,1.0,1.0,1.0,,,1.0,,,,1.0,,85.97014925373134,16.0,17.5,16.0,17.5,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,0.5661,,,,22.9,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,True
1627751-1629628-1630534-1641711-1642347,1610612761,"Jakob Poeltl, RJ Barrett, Ochai Agbaji, Gradey Dick, Jamal Shead","Poeltl, Barrett, Agbaji, Dick, Shead",1627751-1629628-1630534-1641711-1642347,TOR,418.0,8,7.0,4.0,15.0,17.0,8.0,32.0,,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,6.0,2.0,6.0,17.0,13.0,1.0,2.0,10.0,2.0,,6.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,3.0,2.0,3.0,6.0,3.0,9.0,,,2.0,,,2.0,3.0,1.0,5.0,,1.0,1.0,1.0,13.0,10.0,8.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.5714285714285714,0.5,0.625,0.5,,1.0,0.6,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,110.23923444976076,12.666666666666666,13.411764705882353,11.466666666666667,13.411764705882353,0.08333333333333333,,,0.3333333333333333,0.25,0.25,1.0,0.16666666666666666,0.5,0.5,1.0,0.3333333333333333,0.25,0.25,1.0,0.5833333333333334,0.25,0.4867166666666667,0.4870357142857143,0.5882352941176471,8.383333333333333,25.400000000000002,0.5333333333333333,5.0,,1.0,9.0,2.0,,,3.0,3.0,,10.0,4.0,,1.0,,,1.0,1.0,,0.08333333333333333,,,0.25,0.4,5.0,1.0,1.0,1.0,,0.3333333333333333,,,4.0,,,0.4,,,0.23529411764705882,1.0,,1.0,,,1.0,0.3333333333333333,,,1.0,3.0,2.0,5.0,0.4,,,,0.42857142857142855,0.3333333333333333,0.4882333333333333,,,,1.0,2.0,2.0,,1.0,,1.0,,1.0,1.0,0.1111111111111111,,,,0.2857142857142857,0.5,,,,,,4.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,True
1627751-1629628-1630534-1641711-1642367,1610612761,"Jakob Poeltl, RJ Barrett, Ochai Agbaji, Gradey Dick, Jonathan Mogbo","Poeltl, Barrett, Agbaji, Dick, Mogbo",1627751-1629628-1630534-1641711-1642367,TOR,1238.0,4,21.0,7.0,44.0,45.0,,89.0,8.0,18.0,3.0,7.0,1.0,3.0,8.0,14.0,11.0,25.0,9.0,17.0,56.0,49.0,,,,16.0,6.0,21.0,14.0,8.0,8.0,7.0,15.0,6.0,1.0,3.0,37.0,5.0,4.0,12.0,17.0,6.0,23.0,2.0,2.0,3.0,,,5.0,2.0,,8.0,,2.0,2.0,2.0,48.0,,,0.7272727272727273,0.8,0.7777777777777778,0.5294117647058824,0.5294117647058824,0.44,,0.5833333333333334,,0.6111111111111112,,0.40476190476190477,0.4,0.7058823529411765,0.35714285714285715,1.0,0.7619047619047619,0.2727272727272727,0.5,0.875,1.0,,103.52180936995154,14.772727272727273,13.066666666666666,14.045454545454545,12.466666666666667,0.42857142857142855,0.4444444444444444,0.6153846153846154,0.16666666666666666,0.42857142857142855,0.42857142857142855,1.0,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.75,0.8333333333333334,0.5714285714285714,0.6127916666666666,,,3.208,25.305882352941175,,6.0,,,7.0,4.0,5.0,1.0,3.0,3.0,,8.0,3.0,,,0.125,0.16666666666666666,1.0,,0.625,,,,0.08888888888888889,0.10714285714285714,,,,2.0,,,,,8.0,,1.0,1.0,,,0.14285714285714285,3.0,5.0,1.0,0.2,0.2777777777777778,1.0,0.75,,,,,,,,0.3,,,,,0.652675,,,,,,,6.0,1.0,2.0,,1.0,,0.42857142857142855,0.058823529411764705,,,,,,3.0,4.0,2.0,1.0,1.0,,,2.0,,1.0,,,,1.0,1.0,0.058823529411764705,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,,1610612761,2025,2024-25,True
1627751-1629628-1630534-1641711-1642419,1610612761,"Jakob Pöltl, RJ Barrett, Ochai Agbaji, Gradey Dick, Jamison Battle","Pöltl, Barrett, Agbaji, Dick, Battle",1627751-1629628-1630534-1641711-1642419,TOR,5.0,2,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,0.5,0.5,,,,,1.0,1.0,,,,,1.0,576.0,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,True
1627751-1629628-1630534-1642266-1642367,1610612761,"Jakob Poeltl, RJ Barrett, Ochai Agbaji, Ja'Kobe Walter, Jonathan Mogbo","Poeltl, Barrett, Agbaji, Walter, Mogbo",1627751-1629628-1630534-1642266-1642367,TOR,193.0,4,3.0,7.0,8.0,10.0,4.0,18.0,,,,,2.0,3.0,3.0,4.0,,,5.0,7.0,15.0,8.0,,,9.0,,,12.0,4.0,3.0,,4.0,4.0,2.0,2.0,,12.0,,,1.0,2.0,,2.0,1.0,1.0,,,,1.0,2.0,,,,,,,15.0,9.0,4.0,,,0.8,0.7142857142857143,0.7142857142857143,,,1.0714285714285714,1.5,1.0714285714285714,1.5,1.0,1.0,1.0,,,1.0,,,,,,134.30051813471502,8.5,12.5,8.5,12.5,,,,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.5714285714285714,0.75,0.75,0.6666666666666666,1.0,0.75,0.5727857142857143,0.5539,0.6,,25.228571428571428,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,5.0,,,2.0,,,,,,,,,,,,,,1.0,,,1.0,,,,2.0,2.0,3.0,3.0,1.0,,,,0.6666666666666666,1.0,,,,,1.0,1.0,,3.0,,,1.0,,,1.0,,,,,0.3333333333333333,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,True
1627751-1629628-1630534-1642347-1642367,1610612761,"Jakob Pöltl, RJ Barrett, Ochai Agbaji, Jamal Shead, Jonathan Mogbo","Pöltl, Barrett, Agbaji, Shead, Mogbo",1627751-1629628-1630534-1642347-1642367,TOR,4.0,1,,,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,,4.0,,,,,1.0,,,,,,,,,,,,,,0.3147,0.3147,,6.8,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,True
1627751-1629628-1630534-1642347-1642419,1610612761,"Jakob Poeltl, RJ Barrett, Ochai Agbaji, Jamal Shead, Jamison Battle","Poeltl, Barrett, Agbaji, Shead, Battle",1627751-1629628-1630534-1642347-1642419,TOR,231.0,3,4.0,6.0,9.0,8.0,1.0,17.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,6.0,2.0,4.0,14.0,8.0,,2.0,,4.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,,1.0,7.0,1.0,,1.0,2.0,1.0,3.0,,,,,,,3.0,,1.0,1.0,1.0,,1.0,14.0,,1.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,,0.7,,0.7,,0.4,,0.5,0.5,,0.5,0.25,,1.0,,,105.97402597402598,12.666666666666666,14.625,12.666666666666666,12.875,0.5,0.6,0.6,0.1,1.0,1.0,1.0,0.2,0.5,0.5,,0.2,0.5,0.5,1.0,0.9,0.5,0.6362599999999999,0.6494,,2.8666666666666667,24.875,0.1111111111111111,,,,,,1.0,,2.0,2.0,,,,,1.0,,,,1.0,0.3333333333333333,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,,,,,0.5,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,True
1627751-1629628-1630558-1630567-1641711,1610612761,"Jakob Poeltl, RJ Barrett, Davion Mitchell, Scottie Barnes, Gradey Dick","Poeltl, Barrett, Mitchell, Barnes, Dick",1627751-1629628-1630558-1630567-1641711,TOR,6871.0,18,115.0,17.0,237.0,237.0,54.0,474.0,35.0,54.0,29.0,53.0,5.0,21.0,27.0,58.0,72.0,124.0,32.0,79.0,280.0,263.0,15.0,25.0,59.0,84.0,60.0,81.0,58.0,27.0,42.0,27.0,69.0,22.0,5.0,15.0,165.0,12.0,34.0,40.0,81.0,23.0,104.0,17.0,12.0,19.0,2.0,,36.0,43.0,5.0,41.0,1.0,4.0,3.0,5.0,264.0,59.0,54.0,0.5833333333333334,0.6,0.84375,0.4050632911392405,0.4050632911392405,0.5806451612903226,0.6,0.5911330049261084,0.5543478260869565,0.6150442477876106,0.5784313725490197,0.3891625615763547,0.4722222222222222,0.6779661016949152,0.23076923076923078,0.7906976744186046,0.7254901960784313,0.2268041237113402,0.2916666666666667,0.7037037037037037,0.8333333333333334,0.78125,99.3392519283947,14.430379746835444,14.561181434599156,13.881856540084389,14.172995780590718,0.2660098522167488,0.6481481481481481,0.7446808510638298,0.26108374384236455,0.5471698113207547,0.6170212765957447,0.5172413793103449,0.10344827586206896,0.23809523809523808,0.23809523809523808,1.0,0.2857142857142857,0.46551724137931033,0.47368421052631576,0.8148148148148148,0.6551724137931034,0.46551724137931033,0.5540172413793104,0.5642413043478262,0.21071428571428572,6.54516129032258,25.934177215189877,0.22784810126582278,16.0,8.0,17.0,40.0,14.0,20.0,10.0,24.0,16.0,5.0,51.0,23.0,,4.0,0.2222222222222222,0.26666666666666666,0.8181818181818182,0.8,0.5714285714285714,0.08374384236453201,0.47058823529411764,0.47058823529411764,0.10666666666666667,0.15862068965517243,40.0,4.0,5.0,24.0,1.0,0.21052631578947367,2.0,2.0,16.0,0.4,0.3684210526315789,0.4,0.5,1.0,0.05714285714285714,5.0,13.0,7.0,0.10483870967741936,0.12962962962962962,0.875,0.2631578947368421,7.0,14.0,5.0,14.0,7.0,21.0,0.3333333333333333,0.2631578947368421,0.30434782608695654,0.5,0.30434782608695654,0.35714285714285715,0.48307916666666667,0.11320754716981132,,1.0,2.0,7.0,8.0,15.0,2.0,2.0,11.0,2.0,1.0,0.6153846153846154,0.024096385542168676,0.05263157894736842,,,0.15217391304347827,0.2857142857142857,2.0,4.0,4.0,0.2857142857142857,0.4,2.0,8.0,2.0,,2.0,2.0,,0.13333333333333333,6.0,1.0,0.0125,1.0,,,2.0,1.0,1.0,1.0,,0.012658227848101266,,0.14285714285714285,2.0,,,7.0,0.875,,0.017241379310344827,1.0,,1.0,,1.0,,,1610612761,2025,2024-25,True
1627751-1629628-1630558-1630567-1642266,1610612761,"Jakob Poeltl, RJ Barrett, Davion Mitchell, Scottie Barnes, Ja'Kobe Walter","Poeltl, Barrett, Mitchell, Barnes, Walter",1627751-1629628-1630558-1630567-1642266,TOR,72.0,1,1.0,,2.0,2.0,,4.0,1.0,1.0,,,,,,,1.0,2.0,,,2.0,2.0,,,,2.0,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,2.0,,,1.0,1.0,,,,0.5,,0.5,,0.5,,,,,,,,,,,,,80.0,23.5,12.5,23.5,12.5,0.5,1.0,1.0,,,,,,,,,,,,,0.5,,0.48235,,,8.3,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1610612761,2025,2024-25,True
1627751-1629628-1630558-1630567-1642367,1610612761,"Jakob Poeltl, RJ Barrett, Davion Mitchell, Scottie Barnes, Jonathan Mogbo","Poeltl, Barrett, Mitchell, Barnes, Mogbo",1627751-1629628-1630558-1630567-1642367,TOR,133.0,1,2.0,-5.0,5.0,5.0,3.0,10.0,,,,1.0,,1.0,,1.0,,1.0,,2.0,2.0,7.0,,1.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,,,2.0,,,,,2.0,,3.0,,,,,,,,,,0.25,,0.6666666666666666,,,,1.0,1.0,,,,,1.0,108.27067669172932,16.2,10.4,16.2,10.4,,,,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,,,,0.6666666666666666,,0.5240833333333333,0.5240833333333333,,10.5,24.35,0.6,,,,2.0,,,,,,,2.0,1.0,,,,,,,,,,,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1610612761,2025,2024-25,True
1627751-1629628-1630558-1630567-1642419,1610612761,"Jakob Poeltl, RJ Barrett, Davion Mitchell, Scottie Barnes, Jamison Battle","Poeltl, Barrett, Mitchell, Barnes, Battle",1627751-1629628-1630558-1630567-1642419,TOR,240.0,2,4.0,2.0,8.0,9.0,8.0,17.0,3.0,5.0,,1.0,,,1.0,3.0,3.0,6.0,1.0,3.0,11.0,9.0,3.0,6.0,11.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,,,7.0,1.0,1.0,3.0,4.0,3.0,7.0,,,,,,,1.0,,2.0,,,,,10.0,11.0,8.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,,0.6,0.3333333333333333,1.0,0.6666666666666666,0.4,1.0,0.6666666666666666,,,102.0,11.125,16.77777777777778,9.375,16.11111111111111,0.5555555555555556,0.6,0.6,0.1111111111111111,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.8888888888888888,0.3333333333333333,0.5265722222222222,0.5265722222222222,1.0,2.783333333333333,25.96666666666667,1.0,2.0,,,2.0,1.0,2.0,1.0,,,,4.0,,,,0.5,0.5,1.0,,0.6666666666666666,,,,,,9.0,1.0,1.0,1.0,,0.5,,,1.0,,,0.16666666666666666,,,0.09090909090909091,1.0,1.0,,0.16666666666666666,,,0.5,3.0,5.0,1.0,3.0,1.0,3.0,0.3333333333333333,,0.5555555555555556,0.6,0.3333333333333333,0.3333333333333333,0.454975,1.0,,,,,2.0,,,,,,2.0,0.5,,,,,,,,,,,,1.0,,,,1.0,,,,,,,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1610612761,2025,2024-25,True
1627751-1629628-1630558-1641711-1642266,1610612761,"Jakob Poeltl, RJ Barrett, Davion Mitchell, Gradey Dick, Ja'Kobe Walter","Poeltl, Barrett, Mitchell, Dick, Walter",1627751-1629628-1630558-1641711-1642266,TOR,194.0,3,3.0,7.0,10.0,8.0,4.0,18.0,1.0,3.0,,2.0,,,1.0,2.0,1.0,5.0,1.0,2.0,9.0,2.0,,3.0,4.0,2.0,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,,5.0,1.0,2.0,3.0,5.0,1.0,6.0,,,1.0,,,1.0,,,2.0,,1.0,1.0,1.0,9.0,4.0,4.0,1.0,1.0,1.0,0.5,0.5,0.2,,0.35714285714285715,,0.5,0.4,0.2857142857142857,,0.75,0.25,0.6666666666666666,0.7142857142857143,0.2,,,1.0,,133.60824742268042,10.7,10.875,9.5,10.75,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.2857142857142857,,,,,,,,0.2857142857142857,0.5,0.5,1.0,0.7142857142857143,0.5,0.5952214285714286,0.5873666666666667,0.4444444444444444,2.7399999999999998,26.25,0.4,2.0,,,4.0,1.0,1.0,,,,,4.0,,,,,,0.6666666666666666,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,2.0,,,,,,0.5,0.6666666666666666,,,,0.6229,,,,,,4.0,,1.0,1.0,,,2.0,0.6666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,True
1627751-1629628-1630558-1641711-1642347,1610612761,"Jakob Poeltl, RJ Barrett, Davion Mitchell, Gradey Dick, Jamal Shead","Poeltl, Barrett, Mitchell, Dick, Shead",1627751-1629628-1630558-1641711-1642347,TOR,153.0,1,3.0,6.0,6.0,5.0,,11.0,4.0,4.0,,1.0,,1.0,1.0,2.0,4.0,5.0,1.0,3.0,11.0,5.0,,,,4.0,4.0,,2.0,1.0,2.0,,2.0,,,,4.0,1.0,1.0,,2.0,3.0,5.0,,,,,,,1.0,,,,,,,9.0,,,0.5,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.8,,0.6875,,0.6875,,0.375,,,1.0,1.0,1.0,1.0,1.0,,,1.0,103.52941176470588,12.666666666666666,15.4,9.5,15.4,0.5,1.0,1.0,0.125,,,,0.125,,,,0.25,0.5,0.5,,0.875,0.5,0.6208,,,3.06,25.0,,2.0,,,,1.0,2.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,0.5,,,,,,,1.0,2.0,1.0,,0.3333333333333333,,,2.0,,0.3333333333333333,0.3333333333333333,,,0.18181818181818182,1.0,,1.0,,,1.0,0.3333333333333333,,,,,,,,,,,,,0.5949,,,1.0,,,,3.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2025,2024-25,True
