EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,OffTwoPtRebounds,OffTwoPtReboundPct,OffAtRimReboundPct,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,AtRimPctBlocked,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,HeaveAttempts,LostBallTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,Loose Ball Fouls,SelfOReb,Travels,SelfORebPct,SecondChanceTurnovers,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Offensive Fouls,DefensiveGoaltends,StepOutOfBoundsTurnovers,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,Charge Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,HeaveMakes,BlockedCorner3,Corner3PctBlocked,3SecondViolations,Transition Take Fouls Drawn,Transition Take Fouls,OffensiveGoaltends,team_id,year,season,team_vs
1626204-1629027-1629631-1629726-1630552,1610612737,"Larry Nance Jr., Trae Young, De'Andre Hunter, Garrison Mathews, Jalen Johnson","Nance Jr., Young, Hunter, Mathews, Johnson",1626204-1629027-1629631-1629726-1630552,ATL,1829.0,4,30.0,29.0,70.0,66.0,35.0,27.0,2.0,136.0,10.0,13.0,1.0,5.0,7.0,6.0,10.0,1.0,6.0,10.0,2.0,5.0,6.0,16.0,2.0,7.0,16.0,24.0,12.0,26.0,25.0,93.0,64.0,1.0,2.0,2.0,9.0,14.0,4.0,12.0,12.0,42.0,20.0,12.0,33.0,3.0,16.0,6.0,1.0,10.0,11.0,21.0,5.0,6.0,8.0,2.0,53.0,2.0,19.0,10.0,1.0,30.0,2.0,32.0,7.0,5.0,2.0,4.0,2.0,4.0,3.0,1.0,7.0,3.0,2.0,6.0,21.0,1.0,1.0,31.0,2.0,1.0,12.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,91.0,41.0,34.0,2.0,3.0,0.625,0.625,0.9166666666666666,0.46153846153846156,0.3333333333333333,0.46153846153846156,0.6666666666666666,0.6428571428571429,0.68,0.5769230769230769,0.7265625,0.5,0.6363636363636364,0.52,0.041666666666666664,0.1,0.5714285714285714,1.0,0.6666666666666666,0.8260869565217391,0.14285714285714285,0.7631578947368421,0.09523809523809523,0.1,0.25,0.5555555555555556,0.8,1.0,0.8125,0.8571428571428571,107.07490431930016,0.3333333333333333,11.957142857142857,15.030303030303031,11.82857142857143,14.454545454545455,0.26,0.7692307692307693,0.7692307692307693,0.8,0.2,0.6,0.6666666666666666,0.3333333333333333,0.02,0.2,0.6,0.6,1.0,0.32,0.375,0.375,0.8333333333333334,1.0,0.2692307692307692,0.7142857142857143,0.19230769230769232,0.4,0.2692307692307692,0.2857142857142857,0.78,0.375,0.5861010204081634,0.572684,0.21666666666666667,0.35294117647058826,0.038461538461538464,0.021505376344086023,0.45161290322580644,4.970833333333333,24.91923076923077,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1629027-1629631-1630168-1630700,1610612737,"Larry Nance Jr., Trae Young, De'Andre Hunter, Onyeka Okongwu, Dyson Daniels","Nance Jr., Young, Hunter, Okongwu, Daniels",1626204-1629027-1629631-1630168-1630700,ATL,143.0,1,2.0,8.0,5.0,5.0,4.0,,1.0,10.0,1.0,2.0,,1.0,2.0,2.0,2.0,,,,,,,1.0,,1.0,3.0,4.0,,1.0,2.0,8.0,,,,,3.0,4.0,,1.0,,6.0,4.0,2.0,,,1.0,,,2.0,,2.0,,,,2.0,4.0,,2.0,1.0,,3.0,1.0,4.0,2.0,,2.0,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,8.0,6.0,4.0,,,0.6666666666666666,0.6666666666666666,,,,,0.75,0.75,0.6,0.6,0.6666666666666666,,0.6,0.2,,,,,1.0,1.0,,1.0,0.5,,,,,1.0,1.0,1.0,100.69930069930071,,11.2,17.4,10.4,16.2,0.4,0.5,0.5,,0.4,1.0,1.0,1.0,,,,,,0.2,,,,,0.4,0.5,,,0.2,,0.6,,0.508,0.508,0.16666666666666666,0.2,,,0.75,5.8,26.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1629027-1629631-1630249-1642258,1610612737,"Larry Nance Jr., Trae Young, De'Andre Hunter, Vít Krejčí, Zaccharie Risacher","Nance Jr., Young, Hunter, Krejčí, Risacher",1626204-1629027-1629631-1630249-1642258,ATL,36.0,1,1.0,-1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,,,0.5,,,,0.5,,,,,80.0,,9.0,27.0,9.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1629027-1629631-1630249-203992,1610612737,"Larry Nance Jr., Trae Young, De'Andre Hunter, Vít Krejčí, Bogdan Bogdanović","Nance Jr., Young, Hunter, Krejčí, Bogdanović",1626204-1629027-1629631-1630249-203992,ATL,111.0,1,2.0,6.0,5.0,5.0,,5.0,,10.0,,1.0,,,,,,,1.0,2.0,,,1.0,1.0,,,,1.0,2.0,3.0,2.0,8.0,2.0,,,,,,,,,,,,6.0,,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,6.0,,1.0,1.0,1.0,3.0,,3.0,1.0,,1.0,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,8.0,,,,,,,1.0,0.6666666666666666,,0.6666666666666666,,,0.75,,0.8,,,0.75,1.0,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,129.7297297297297,,12.0,10.2,12.0,10.2,0.25,,,,,,,,,0.5,0.5,0.5,1.0,0.25,1.0,1.0,1.0,,,,,,,,1.0,1.0,0.572675,,0.2,0.5,,,,3.7,24.066666666666666,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1629027-1629631-1630552-1630700,1610612737,"Larry Nance Jr., Trae Young, De'Andre Hunter, Jalen Johnson, Dyson Daniels","Nance Jr., Young, Hunter, Johnson, Daniels",1626204-1629027-1629631-1630552-1630700,ATL,759.0,5,13.0,-8.0,27.0,27.0,16.0,14.0,3.0,54.0,5.0,8.0,3.0,2.0,4.0,,5.0,2.0,1.0,3.0,,1.0,1.0,8.0,1.0,6.0,5.0,15.0,2.0,11.0,6.0,22.0,30.0,3.0,,4.0,2.0,7.0,1.0,7.0,2.0,9.0,6.0,4.0,6.0,,7.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,3.0,,12.0,2.0,2.0,6.0,1.0,9.0,4.0,13.0,3.0,1.0,2.0,3.0,,2.0,1.0,,4.0,3.0,,6.0,5.0,,,6.0,,,,1.0,1.0,1.0,,,,1.0,1.0,18.0,9.0,16.0,,1.0,0.6,1.0,1.0,0.18181818181818182,0.14285714285714285,0.2,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.25,0.375,0.5,0.3,0.4230769230769231,0.13333333333333333,0.2,0.75,1.0,1.0,0.6666666666666666,0.25,0.8888888888888888,0.23529411764705882,0.16666666666666666,0.5,1.0,1.0,1.0,0.6666666666666666,,102.45059288537549,1.0,13.518518518518519,14.592592592592593,13.185185185185185,14.518518518518519,0.3076923076923077,0.625,0.7142857142857143,0.6,0.19230769230769232,,,,0.07692307692307693,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.3076923076923077,0.125,0.125,1.0,0.75,0.2857142857142857,0.5,0.07142857142857142,,0.42857142857142855,0.16666666666666666,0.7307692307692307,0.14285714285714285,0.522894,0.5233192307692307,0.037037037037037035,,0.08333333333333333,0.18181818181818182,0.4090909090909091,5.913333333333332,28.236363636363635,0.5925925925925926,1.0,1.0,2.0,0.2222222222222222,0.3333333333333333,0.25,0.5959,0.125,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.2,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1629027-1629631-1630552-1630811,1610612737,"Larry Nance Jr., Trae Young, De'Andre Hunter, Jalen Johnson, Keaton Wallace","Nance Jr., Young, Hunter, Johnson, Wallace",1626204-1629027-1629631-1630552-1630811,ATL,142.0,2,2.0,-2.0,4.0,4.0,,,1.0,8.0,2.0,3.0,1.0,,,,,,,,,,,1.0,,,2.0,3.0,,1.0,,4.0,6.0,1.0,,2.0,,,,,,,2.0,2.0,,,1.0,,,1.0,,1.0,,,1.0,,2.0,1.0,,1.0,,1.0,1.0,2.0,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,0.5,1.0,,,,,0.6666666666666666,,0.5,,0.5,1.0,,0.25,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,81.12676056338029,,14.5,21.0,14.25,21.0,0.75,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,0.25,,,,1.0,,,,,,,1.0,,0.679175,,,,,0.5,,1.0666666666666667,25.3,,,,,,,,,,1.0,1.0,2.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1629027-1629631-1630552-203992,1610612737,"Larry Nance Jr., Trae Young, De'Andre Hunter, Jalen Johnson, Bogdan Bogdanović","Nance Jr., Young, Hunter, Johnson, Bogdanović",1626204-1629027-1629631-1630552-203992,ATL,213.0,3,4.0,8.0,9.0,8.0,4.0,4.0,,17.0,2.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,22.0,14.0,,,,1.0,1.0,2.0,2.0,3.0,11.0,4.0,2.0,9.0,3.0,3.0,3.0,,2.0,3.0,5.0,2.0,1.0,2.0,,13.0,,2.0,,,2.0,,2.0,,,,1.0,,1.0,,,1.0,,1.0,3.0,3.0,,,6.0,1.0,,1.0,1.0,1.0,,,,,,,22.0,11.0,4.0,,1.0,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,1.0,1.2857142857142858,1.3333333333333333,1.2222222222222223,,1.1,0.5714285714285714,,,1.0,,,0.6666666666666666,,0.5,,,,,,,0.6666666666666666,,114.92957746478874,,10.222222222222221,15.125,10.222222222222221,13.0,0.2857142857142857,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,,,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,1.0,1.0,0.6666666666666666,,0.3333333333333333,1.0,,,0.6666666666666666,1.0,0.8571428571428571,1.0,0.5172928571428571,0.5258166666666667,0.25,0.3333333333333333,0.2,,0.5,4.833333333333333,26.65,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1629027-1629631-1630700-1642258,1610612737,"Larry Nance Jr., Trae Young, De'Andre Hunter, Dyson Daniels, Zaccharie Risacher","Nance Jr., Young, Hunter, Daniels, Risacher",1626204-1629027-1629631-1630700-1642258,ATL,23.0,1,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,125.21739130434781,,15.0,8.0,15.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1629027-1629631-1630700-203991,1610612737,"Larry Nance Jr., Trae Young, De'Andre Hunter, Dyson Daniels, Clint Capela","Nance Jr., Young, Hunter, Daniels, Capela",1626204-1629027-1629631-1630700-203991,ATL,172.0,1,3.0,-9.0,8.0,8.0,4.0,8.0,1.0,16.0,2.0,3.0,,2.0,2.0,,3.0,,,2.0,,,,1.0,,1.0,2.0,6.0,,3.0,,4.0,13.0,1.0,,,2.0,3.0,,1.0,,4.0,2.0,2.0,,,1.0,,,1.0,,1.0,,,1.0,,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,4.0,4.0,4.0,1.0,,0.5,0.5,,,,,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.5,0.2222222222222222,,0.5,0.3333333333333333,,,,,,,,,0.14285714285714285,,,,,,,,133.95348837209303,,14.75,6.75,14.625,6.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,,,,,0.2222222222222222,,,,0.1111111111111111,,,,,0.5,1.0,,,0.25,,0.6666666666666666,,0.5765888888888889,0.6306,,,,,1.0,5.3500000000000005,24.0,0.5,,,1.0,0.25,1.0,,0.4859,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1629027-1629631-1630700-203992,1610612737,"Larry Nance Jr., Trae Young, De'Andre Hunter, Dyson Daniels, Bogdan Bogdanović","Nance Jr., Young, Hunter, Daniels, Bogdanović",1626204-1629027-1629631-1630700-203992,ATL,180.0,1,3.0,-4.0,5.0,5.0,,,1.0,10.0,,1.0,1.0,,,,1.0,,,,,,1.0,2.0,,,,2.0,1.0,2.0,,3.0,7.0,1.0,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,1.0,1.0,,2.0,1.0,3.0,,,,1.0,,,1.0,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.5,,0.5,,,0.375,,0.375,,,0.5,,,0.5,,1.0,1.0,,1.0,0.3333333333333333,,,,1.0,,1.0,,80.0,,15.2,20.8,15.0,20.8,0.25,,,,0.25,,,,,,,,,0.5,0.5,0.5,,1.0,,,,,,,0.75,0.5,0.5014625,,,,,,,3.4,28.45,,,,1.0,0.5,,,0.6065,,,,,,1.0,,,,,,1.0,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
